Orthogroup	Colletotrichum_godetiae	Colletotrichum_karsti
OG0000354	XP_060436975.1	XP_038740808.1
OG0000355	XP_060425130.1	XP_038741989.1
OG0000355	XP_060427519.1	XP_038749612.1
OG0000356	XP_060430253.1	XP_038744721.1
OG0000357	XP_060427845.1	XP_038751213.1
OG0000357	XP_060431271.1	XP_038743831.1
OG0000358	XP_060431270.1	XP_038743830.1
OG0000358	XP_060427844.1	XP_038751212.1
OG0000360	XP_060428323.1	XP_038739960.1
OG0000360	XP_060430102.1	XP_038746086.1
OG0000361	XP_060430103.1, XP_060433116.1	XP_038746087.1
OG0000362	XP_060434790.1	XP_038739172.1
OG0000363	XP_060431048.1	XP_038743634.1
OG0000364	XP_060430892.1	XP_038742509.1
OG0000364	XP_060431055.1	XP_038743625.1
OG0000365	XP_060436523.1, XP_060431182.1, XP_060436524.1, XP_060436525.1, XP_060431183.1	XP_038741357.1
OG0000367	XP_060423103.1	XP_038744853.1
OG0000367	XP_060430891.1	XP_038742508.1
OG0000368	XP_060430907.1	XP_038742524.1
OG0000369	XP_060435377.1	XP_038748251.1
OG0000369	XP_060430957.1	XP_038744908.1
OG0000370	XP_060430959.1	XP_038744907.1
OG0000370	XP_060435379.1	XP_038748450.1
OG0000372	XP_060421400.1, XP_060421361.1, XP_060421798.1, XP_060421701.1, XP_060421307.1	XP_038744841.1
OG0000373	XP_060436713.1	XP_038744524.1
OG0000373	XP_060430655.1	XP_038739143.1
OG0000374	XP_060425239.1	XP_038746034.1
OG0000374	XP_060433370.1	XP_038747030.1
OG0000375	XP_060430311.1	XP_038739389.1
OG0000376	XP_060429198.1, XP_060422025.1	XP_038746062.1
OG0000378	XP_060431019.1	XP_038740562.1
OG0000379	XP_060432546.1	XP_038751783.1
OG0000380	XP_060425179.1	XP_038745958.1
OG0000380	XP_060426677.1	XP_038741353.1
OG0000381	XP_060429133.1	XP_038750118.1
OG0000381	XP_060430264.1	XP_038744710.1
OG0000382	XP_060430192.1	XP_038744771.1
OG0000382	XP_060421585.1	XP_038741300.1
OG0000383	XP_060426852.1, XP_060436000.1, XP_060428960.1	XP_038744201.1
OG0000384	XP_060422586.1	XP_038747783.1
OG0000384	XP_060429066.1	XP_038739320.1
OG0000385	XP_060434283.1	XP_038741464.1
OG0000386	XP_060434282.1	XP_038741463.1
OG0000387	XP_060426663.1	XP_038741330.1
OG0000387	XP_060428891.1	XP_038743833.1
OG0000388	XP_060422159.1	XP_038741828.1
OG0000389	XP_060432692.1	XP_038745627.1, XP_038741799.1, XP_038743278.1, XP_038747890.1
OG0000390	XP_060426315.1	XP_038746183.1
OG0000390	XP_060421551.1	XP_038751973.1
OG0000392	XP_060431235.1	XP_038739657.1, XP_038747841.1, XP_038742977.1
OG0000392	XP_060421875.1	XP_038747864.1
OG0000393	XP_060424814.1	XP_038746942.1
OG0000394	XP_060426846.1	XP_038741496.1
OG0000395	XP_060429432.1	XP_038749973.1
OG0000395	XP_060430331.1	XP_038749854.1
OG0000396	XP_060427240.1	XP_038740765.1
OG0000396	XP_060428651.1	XP_038746861.1
OG0000397	XP_060425597.1	XP_038749875.1
OG0000398	XP_060426199.1	XP_038740142.1
OG0000398	XP_060429416.1	XP_038747644.1
OG0000399	XP_060429641.1	XP_038745062.1
OG0000400	XP_060433566.1	XP_038747201.1
OG0000401	XP_060427110.1	XP_038739916.1, XP_038742956.1
OG0000402	XP_060433746.1	XP_038740807.1
OG0000402	XP_060426057.1	XP_038743936.1
OG0000403	XP_060430780.1	XP_038742635.1
OG0000404	XP_060424738.1	XP_038742950.1
OG0000406	XP_060432193.1	XP_038739026.1
OG0000406	XP_060432194.1	XP_038739025.1
OG0000406	XP_060428777.1	XP_038739408.1, XP_038743932.1, XP_038744452.1
OG0000408	XP_060431203.1	XP_038743771.1
OG0000410	XP_060425592.1	XP_038749851.1
OG0000412	XP_060422967.1, XP_060422966.1, XP_060436883.1, XP_060436884.1	XP_038749036.1
OG0000413	XP_060436886.1	XP_038749037.1, XP_038745134.1, XP_038744698.1
OG0000414	XP_060435746.1	XP_038751201.1
OG0000415	XP_060435803.1	XP_038751133.1
OG0000415	XP_060421894.1	XP_038751224.1
OG0000416	XP_060435805.1	XP_038751131.1
OG0000417	XP_060429870.1	XP_038743081.1
OG0000418	XP_060434422.1	XP_038749316.1
OG0000419	XP_060428634.1	XP_038746851.1
OG0000420	XP_060430567.1	XP_038746418.1
OG0000420	XP_060421723.1	XP_038744678.1
OG0000421	XP_060428578.1	XP_038738659.1
OG0000422	XP_060430899.1	XP_038742517.1
OG0000423	XP_060422593.1	XP_038747514.1
OG0000423	XP_060424425.1, XP_060424424.1	XP_038743999.1
OG0000424	XP_060422075.1	XP_038739040.1, XP_038746531.1, XP_038750475.1
OG0000425	XP_060427683.1, XP_060432352.1, XP_060421449.1, XP_060432358.1	XP_038742059.1
OG0000427	XP_060432656.1, XP_060421504.1, XP_060424644.1, XP_060437028.1	XP_038748796.1
OG0000428	XP_060428285.1	XP_038738787.1
OG0000429	XP_060432462.1	XP_038751832.1
OG0000430	XP_060429264.1	XP_038748623.1
OG0000432	XP_060431134.1	XP_038744233.1
OG0000432	XP_060423837.1	XP_038749664.1, XP_038748125.1
OG0000433	XP_060423855.1	XP_038749646.1
OG0000434	XP_060430041.1	XP_038746271.1
OG0000434	XP_060431172.1	XP_038743737.1
OG0000435	XP_060430054.1	XP_038743214.1, XP_038740123.1, XP_038742489.1
OG0000436	XP_060430065.1	XP_038743227.1, XP_038739407.1, XP_038744451.1, XP_038744996.1, XP_038743933.1, XP_038747727.1
OG0000437	XP_060430113.1	XP_038740329.1
OG0000438	XP_060434810.1, XP_060429480.1	XP_038740940.1
OG0000439	XP_060434742.1	XP_038750338.1, XP_038740924.1
OG0000440	XP_060434733.1	XP_038738730.1, XP_038743840.1, XP_038739199.1
OG0000442	XP_060429803.1	XP_038742726.1
OG0000445	XP_060429204.1	XP_038750164.1
OG0000446	XP_060427678.1	XP_038750928.1
OG0000448	XP_060434961.1	XP_038743455.1
OG0000449	XP_060430923.1	XP_038738767.1
OG0000450	XP_060426723.1	XP_038741387.1
OG0000451	XP_060427646.1	XP_038744925.1, XP_038751972.1, XP_038744926.1
OG0000452	XP_060422009.1	XP_038746897.1
OG0000453	XP_060429434.1	XP_038742901.1
OG0000454	XP_060433360.1, XP_060427846.1	XP_038751214.1
OG0000456	XP_060428946.1	XP_038750883.1
OG0000457	XP_060427215.1	XP_038740774.1
OG0000458	XP_060430182.1	XP_038744946.1, XP_038744780.1
OG0000459	XP_060424667.1	XP_038744936.1, XP_038740747.1
OG0000460	XP_060422069.1	XP_038747797.1, XP_038741289.1
OG0000461	XP_060425860.1	XP_038746230.1, XP_038747754.1
OG0000462	XP_060424544.1, XP_060421434.1	XP_038739741.1
OG0000463	XP_060432682.1	XP_038745011.1
OG0000463	XP_060425376.1	XP_038741768.1
OG0000464	XP_060426971.1	XP_038745524.1
OG0000465	XP_060421541.1	XP_038747877.1
OG0000466	XP_060432117.1	XP_038743659.1, XP_038750083.1
OG0000467	XP_060422963.1	XP_038744237.1
OG0000468	XP_060434137.1	XP_038739065.1
OG0000469	XP_060424866.1	XP_038747320.1
OG0000469	XP_060425866.1	XP_038747680.1
OG0000471	XP_060429085.1	XP_038739334.1
OG0000471	XP_060427312.1	XP_038740218.1
OG0000472	XP_060429050.1	XP_038741325.1
OG0000473	XP_060425319.1	XP_038746690.1
OG0000473	XP_060423518.1	XP_038741548.1
OG0000474	XP_060423554.1	XP_038741304.1
OG0000475	XP_060427821.1	XP_038741396.1, XP_038742253.1, XP_038741385.1, XP_038748837.1, XP_038748662.1
OG0000476	XP_060424685.1, XP_060422658.1	XP_038741961.1
OG0000477	XP_060427304.1	XP_038747869.1, XP_038749025.1, XP_038739052.1, XP_038748321.1, XP_038742752.1
OG0000478	XP_060427305.1	XP_038747868.1, XP_038747443.1, XP_038740992.1
OG0000479	XP_060423256.1	XP_038744471.1
OG0000479	XP_060429459.1	XP_038749919.1
OG0000481	XP_060423441.1	XP_038738701.1, XP_038744588.1
OG0000482	XP_060436397.1	XP_038750330.1
OG0000483	XP_060421675.1, XP_060421674.1	XP_038744899.1, XP_038748417.1
OG0000484	XP_060423336.1, XP_060423335.1	XP_038738891.1
OG0000489	XP_060423053.1	XP_038747692.1
OG0000495	XP_060421718.1	XP_038744682.1
OG0000497	XP_060430262.1, XP_060427789.1	XP_038742441.1
OG0000498	XP_060428244.1	XP_038742698.1, XP_038740536.1
OG0000499	XP_060436593.1	XP_038745719.1
OG0000501	XP_060427557.1	XP_038749554.1
OG0000502	XP_060429867.1	XP_038747458.1
OG0000504	XP_060428049.1	XP_038743344.1
OG0000505	XP_060431269.1	XP_038743828.1
OG0000505	XP_060437019.1	XP_038748860.1
OG0000506	XP_060436667.1	XP_038744575.1
OG0000507	XP_060423853.1	XP_038749650.1
OG0000508	XP_060425013.1	XP_038746605.1
OG0000509	XP_060425012.1	XP_038746606.1
OG0000510	XP_060423857.1	XP_038749644.1, XP_038747839.1, XP_038740626.1
OG0000511	XP_060429961.1	XP_038743151.1, XP_038748091.1
OG0000512	XP_060430030.1	XP_038743199.1
OG0000513	XP_060434802.1	XP_038748348.1
OG0000514	XP_060434651.1	XP_038741607.1, XP_038749250.1
OG0000515	XP_060434593.1	XP_038749268.1, XP_038749267.1
OG0000516	XP_060433897.1	XP_038745198.1, XP_038745204.1, XP_038745199.1, XP_038745197.1
OG0000519	XP_060433713.1	XP_038747444.1
OG0000520	XP_060422318.1	XP_038750953.1
OG0000520	XP_060421459.1	XP_038743364.1
OG0000522	XP_060423201.1, XP_060422862.1, XP_060424564.1, XP_060421914.1	XP_038746565.1
OG0000524	XP_060432565.1	XP_038751757.1
OG0000526	XP_060433026.1	XP_038742750.1, XP_038741864.1
OG0000527	XP_060433107.1	XP_038740871.1, XP_038740872.1, XP_038740870.1
OG0000528	XP_060433217.1	XP_038743359.1
OG0000528	XP_060429435.1	XP_038742902.1
OG0000529	XP_060433323.1	XP_038740810.1, XP_038743424.1
OG0000530	XP_060431997.1	XP_038744855.1, XP_038748968.1, XP_038740456.1, XP_038746913.1
OG0000531	XP_060427234.1	XP_038742639.1
OG0000531	XP_060436531.1	XP_038750252.1
OG0000532	XP_060436708.1	XP_038744534.1
OG0000532	XP_060425802.1	XP_038750980.1
OG0000533	XP_060436765.1	XP_038740437.1, XP_038740523.1
OG0000534	XP_060436814.1, XP_060436815.1	XP_038749086.1
OG0000536	XP_060434821.1	XP_038740934.1
OG0000537	XP_060423298.1, XP_060423299.1, XP_060430248.1, XP_060424594.1	XP_038744725.1
OG0000538	XP_060421577.1	XP_038739103.1
OG0000539	XP_060427419.1	XP_038744387.1
OG0000540	XP_060430240.1	XP_038748154.1, XP_038750951.1
OG0000541	XP_060430229.1	XP_038743261.1, XP_038744742.1
OG0000542	XP_060430191.1	XP_038744772.1
OG0000544	XP_060428149.1	XP_038742598.1
OG0000545	XP_060428061.1	XP_038742565.1
OG0000547	XP_060423206.1	XP_038746561.1
OG0000548	XP_060424313.1	XP_038744807.1, XP_038750942.1
OG0000549	XP_060424278.1, XP_060424279.1	XP_038742644.1
OG0000550	XP_060423793.1	XP_038742721.1, XP_038744116.1
OG0000551	XP_060423782.1	XP_038744124.1
OG0000552	XP_060432238.1	XP_038746514.1, XP_038748020.1
OG0000554	XP_060431749.1	XP_038750590.1
OG0000556	XP_060426949.1	XP_038745489.1
OG0000556	XP_060428932.1	XP_038741204.1
OG0000557	XP_060423730.1	XP_038741561.1
OG0000558	XP_060426919.1	XP_038750291.1, XP_038745469.1
OG0000559	XP_060427829.1	XP_038746150.1, XP_038746674.1
OG0000560	XP_060434261.1	XP_038739668.1
OG0000561	XP_060433238.1	XP_038743349.1
OG0000563	XP_060426319.1, XP_060426318.1	XP_038746185.1
OG0000564	XP_060426280.1	XP_038746210.1
OG0000565	XP_060433610.1, XP_060427246.1	XP_038749126.1
OG0000566	XP_060427307.1	XP_038745171.1, XP_038748110.1, XP_038750990.1
OG0000568	XP_060423928.1	XP_038747294.1, XP_038749768.1
OG0000569	XP_060423961.1	XP_038749822.1, XP_038743343.1
OG0000571	XP_060430835.1	XP_038746863.1
OG0000571	XP_060424977.1	XP_038744404.1
OG0000572	XP_060424972.1	XP_038744399.1
OG0000573	XP_060423259.1	XP_038749961.1
OG0000575	XP_060436051.1	XP_038739715.1, XP_038751565.1
OG0000576	XP_060436313.1	XP_038750403.1
OG0000577	XP_060436415.1	XP_038743215.1, XP_038750318.1
OG0000578	XP_060423701.1	XP_038743995.1
OG0000580	XP_060421848.1	XP_038738810.1, XP_038738811.1
OG0000581	XP_060430845.1	XP_038744696.1, XP_038742556.1
OG0000582	XP_060428134.1	XP_038745391.1
OG0000583	XP_060434771.1	XP_038742057.1, XP_038746586.1
OG0000584	XP_060421571.1	XP_038748153.1, XP_038742365.1
OG0000586	XP_060422066.1, XP_060424557.1, XP_060421921.1	XP_038747800.1
OG0000587	XP_060427140.1	XP_038739921.1
OG0000588	XP_060431534.1	XP_038748504.1
OG0000589	XP_060436892.1	XP_038749043.1
OG0000590	XP_060435624.1	XP_038748304.1, XP_038751294.1
OG0000591	XP_060435643.1	XP_038751282.1, XP_038747576.1
OG0000592	XP_060435808.1	XP_038748282.1, XP_038751128.1
OG0000593	XP_060435827.1	XP_038751735.1, XP_038740966.1, XP_038751116.1
OG0000594	XP_060423690.1	XP_038748414.1
OG0000595	XP_060435921.1	XP_038743355.1
OG0000596	XP_060435940.1	XP_038751092.1
OG0000597	XP_060425852.1, XP_060422217.1	XP_038747757.1
OG0000600	XP_060431501.1	XP_038748458.1, XP_038748459.1
OG0000601	XP_060431430.1	XP_038748574.1
OG0000602	XP_060429177.1, XP_060431353.1	XP_038739644.1, XP_038739704.1, XP_038741000.1
OG0000603	XP_060434345.1	XP_038749373.1
OG0000605	XP_060425064.1	XP_038742051.1
OG0000606	XP_060425784.1	XP_038742107.1
OG0000607	XP_060436940.1, XP_060436941.1	XP_038748958.1
OG0000609	XP_060423645.1	XP_038740589.1
OG0000610	XP_060425729.1	XP_038748289.1, XP_038748784.1, XP_038746513.1
OG0000611	XP_060424415.1	XP_038739998.1, XP_038740659.1
OG0000613	XP_060429607.1	XP_038748236.1
OG0000616	XP_060434967.1, XP_060434968.1, XP_060432460.1	XP_038751834.1
OG0000617	XP_060427532.1	XP_038749564.1
OG0000618	XP_060427590.1	XP_038747747.1
OG0000619	XP_060430524.1	XP_038743719.1, XP_038746382.1
OG0000620	XP_060430522.1	XP_038746379.1
OG0000621	XP_060429336.1	XP_038749989.1
OG0000622	XP_060429345.1	XP_038749977.1
OG0000623	XP_060422468.1	XP_038750370.1
OG0000624	XP_060422460.1	XP_038749649.1
OG0000625	XP_060430595.1	XP_038738837.1
OG0000626	XP_060425219.1	XP_038746000.1
OG0000628	XP_060435583.1	XP_038743556.1
OG0000628	XP_060425035.1	XP_038745712.1
OG0000629	XP_060437050.1	XP_038739215.1, XP_038748836.1
OG0000631	XP_060429211.1, XP_060436623.1, XP_060422006.1	XP_038746082.1
OG0000634	XP_060429927.1	XP_038743122.1
OG0000635	XP_060430064.1	XP_038743228.1, XP_038747726.1
OG0000636	XP_060430097.1	XP_038743256.1
OG0000638	XP_060434725.1	XP_038742883.1, XP_038739196.1
OG0000639	XP_060434597.1	XP_038749263.1
OG0000639	XP_060427328.1	XP_038744636.1
OG0000640	XP_060433877.1, XP_060433878.1	XP_038742106.1, XP_038745191.1
OG0000641	XP_060429809.1	XP_038742733.1
OG0000641	XP_060429808.1	XP_038742732.1
OG0000643	XP_060422765.1	XP_038745870.1, XP_038740082.1
OG0000644	XP_060423303.1	XP_038743688.1
OG0000645	XP_060430896.1	XP_038742514.1
OG0000646	XP_060430927.1	XP_038738774.1
OG0000647	XP_060430942.1	XP_038739109.1, XP_038744927.1
OG0000649	XP_060430155.1	XP_038747502.1
OG0000650	XP_060427575.1	XP_038749861.1
OG0000652	XP_060433140.1	XP_038746165.1, XP_038740909.1
OG0000653	XP_060433138.1	XP_038740882.1
OG0000654	XP_060427866.1	XP_038742208.1
OG0000655	XP_060424706.1	XP_038744700.1, XP_038742479.1, XP_038743445.1
OG0000656	XP_060432025.1	XP_038745902.1, XP_038747579.1
OG0000658	XP_060423199.1	XP_038746567.1
OG0000659	XP_060432630.1	XP_038740503.1
OG0000660	XP_060431002.1	XP_038740543.1, XP_038740542.1
OG0000661	XP_060427415.1	XP_038744390.1
OG0000662	XP_060421904.1, XP_060421663.1, XP_060421496.1	XP_038748223.1
OG0000663	XP_060432481.1	XP_038751816.1
OG0000663	XP_060432482.1	XP_038751815.1
OG0000664	XP_060433376.1	XP_038747036.1
OG0000664	XP_060422466.1	XP_038739097.1
OG0000665	XP_060423012.1	XP_038743457.1
OG0000665	XP_060426493.1	XP_038747020.1
OG0000666	XP_060422074.1	XP_038747792.1
OG0000667	XP_060422567.1	XP_038747668.1
OG0000668	XP_060421269.1	XP_038744072.1, XP_038747821.1
OG0000669	XP_060427907.1	XP_038742283.1
OG0000669	XP_060425383.1	XP_038749753.1
OG0000670	XP_060422151.1	XP_038741749.1
OG0000672	XP_060428158.1	XP_038742612.1, XP_038751004.1
OG0000673	XP_060432729.1, XP_060432730.1	XP_038745826.1
OG0000675	XP_060432096.1	XP_038747846.1
OG0000676	XP_060424286.1	XP_038744172.1
OG0000677	XP_060432196.1	XP_038750315.1
OG0000678	XP_060432236.1	XP_038743361.1
OG0000680	XP_060421881.1	XP_038740026.1, XP_038743683.1, XP_038746873.1
OG0000681	XP_060431806.1, XP_060431805.1	XP_038750448.1
OG0000682	XP_060429073.1	XP_038739323.1
OG0000683	XP_060429004.1	XP_038746497.1
OG0000684	XP_060428919.1	XP_038751141.1, XP_038741215.1
OG0000687	XP_060425054.1	XP_038746632.1
OG0000688	XP_060426895.1	XP_038741532.1
OG0000689	XP_060425476.1, XP_060425475.1	XP_038745448.1
OG0000690	XP_060430325.1	XP_038746202.1
OG0000691	XP_060435271.1	XP_038742392.1
OG0000692	XP_060435284.1	XP_038742382.1, XP_038748160.1
OG0000693	XP_060430438.1, XP_060430442.1	XP_038746301.1
OG0000694	XP_060424687.1	XP_038741477.1, XP_038746262.1
OG0000695	XP_060427183.1	XP_038742055.1, XP_038743656.1
OG0000696	XP_060427208.1, XP_060430753.1	XP_038740794.1
OG0000697	XP_060427276.1	XP_038743266.1, XP_038742547.1
OG0000698	XP_060425660.1	XP_038751240.1
OG0000699	XP_060425609.1	XP_038749866.1, XP_038750062.1
OG0000700	XP_060434783.1	XP_038746914.1
OG0000701	XP_060428580.1	XP_038738660.1
OG0000702	XP_060423421.1	XP_038740790.1, XP_038740414.1
OG0000703	XP_060423409.1	XP_038740405.1
OG0000704	XP_060426529.1	XP_038750712.1
OG0000705	XP_060425348.1	XP_038748606.1, XP_038746710.1
OG0000706	XP_060436109.1	XP_038751473.1
OG0000706	XP_060421494.1	XP_038743398.1
OG0000707	XP_060436086.1	XP_038748762.1, XP_038751508.1
OG0000708	XP_060436255.1	XP_038751571.1
OG0000709	XP_060428967.1	XP_038741613.1
OG0000710	XP_060425999.1	XP_038745628.1
OG0000711	XP_060422881.1, XP_060422882.1	XP_038743144.1, XP_038744502.1, XP_038744506.1
OG0000712	XP_060422884.1	XP_038743861.1
OG0000713	XP_060421683.1	XP_038742921.1, XP_038743838.1, XP_038746904.1
OG0000714	XP_060428491.1, XP_060428505.1, XP_060428506.1, XP_060428504.1	XP_038746738.1, XP_038746739.1
OG0000715	XP_060421835.1	XP_038747806.1
OG0000715	XP_060430782.1	XP_038742431.1
OG0000717	XP_060423433.1	XP_038742352.1, XP_038747425.1, XP_038745133.1, XP_038740427.1
OG0000722	XP_060435569.1	XP_038751324.1
OG0000723	XP_060424492.1	XP_038740251.1
OG0000725	XP_060436960.1	XP_038747907.1
OG0000726	XP_060424056.1	XP_038743893.1
OG0000728	XP_060434219.1, XP_060436976.1	XP_038739417.1
OG0000730	XP_060431399.1, XP_060429800.1	XP_038748592.1
OG0000731	XP_060431347.1	XP_038748628.1
OG0000732	XP_060423880.1	XP_038740019.1
OG0000732	XP_060431343.1	XP_038748621.1
OG0000733	XP_060425679.1, XP_060434361.1	XP_038749367.1
OG0000734	XP_060428295.1	XP_038739945.1
OG0000736	XP_060435019.1	XP_038741120.1
OG0000739	XP_060436931.1	XP_038744363.1
OG0000740	XP_060422599.1, XP_060424839.1	XP_038747518.1
OG0000741	XP_060428720.1	XP_038744519.1
OG0000742	XP_060423659.1	XP_038743458.1, XP_038740628.1, XP_038740051.1, XP_038742705.1, XP_038743268.1
OG0000743	XP_060423653.1, XP_060428920.1	XP_038740609.1
OG0000744	XP_060430460.1, XP_060423644.1	XP_038740592.1
OG0000745	XP_060425692.1	XP_038740611.1
OG0000746	XP_060424387.1	XP_038740692.1
OG0000748	XP_060429584.1	XP_038748273.1
OG0000749	XP_060423129.1, XP_060429134.1	XP_038750117.1
OG0000750	XP_060423185.1	XP_038739679.1
OG0000751	XP_060433714.1, XP_060434982.1	XP_038747445.1
OG0000752	XP_060430535.1, XP_060426833.1	XP_038740221.1
OG0000755	XP_060428642.1	XP_038750963.1
OG0000756	XP_060429310.1	XP_038750013.1
OG0000757	XP_060427995.1	XP_038746117.1
OG0000758	XP_060437274.1	XP_038741054.1
OG0000759	XP_060437148.1	XP_038741009.1
OG0000760	XP_060422106.1, XP_060437045.1	XP_038748832.1
OG0000761	XP_060425101.1	XP_038742011.1
OG0000762	XP_060425612.1	XP_038743342.1
OG0000763	XP_060425125.1	XP_038751717.1
OG0000764	XP_060433534.1	XP_038742359.1
OG0000765	XP_060433023.1, XP_060431264.1	XP_038742417.1
OG0000767	XP_060421836.1	XP_038747807.1
OG0000768	XP_060433106.1	XP_038740913.1
OG0000768	XP_060425462.1	XP_038739380.1
OG0000770	XP_060421783.1	XP_038749585.1, XP_038749584.1, XP_038749583.1
OG0000771	XP_060421787.1	XP_038749607.1
OG0000772	XP_060429948.1	XP_038747657.1
OG0000773	XP_060430031.1	XP_038743200.1
OG0000774	XP_060430033.1	XP_038743206.1
OG0000775	XP_060434034.1, XP_060430039.1	XP_038745322.1
OG0000776	XP_060430098.1, XP_060426082.1	XP_038743254.1
OG0000778	XP_060430122.1	XP_038739217.1
OG0000779	XP_060430121.1	XP_038739216.1
OG0000780	XP_060430116.1	XP_038739210.1
OG0000781	XP_060434836.1	XP_038741519.1
OG0000783	XP_060434766.1	XP_038740948.1
OG0000784	XP_060434723.1	XP_038747829.1, XP_038740463.1
OG0000785	XP_060434695.1, XP_060434694.1	XP_038749180.1
OG0000786	XP_060433956.1	XP_038746903.1, XP_038745254.1
OG0000787	XP_060429538.1	XP_038742803.1
OG0000789	XP_060422759.1	XP_038740086.1
OG0000790	XP_060435114.1	XP_038743553.1
OG0000791	XP_060433674.1, XP_060430458.1	XP_038747399.1
OG0000793	XP_060433653.1, XP_060433715.1	XP_038747446.1
OG0000794	XP_060433732.1	XP_038740649.1
OG0000795	XP_060431097.1, XP_060421576.1	XP_038744458.1
OG0000796	XP_060431135.1, XP_060426899.1	XP_038743642.1
OG0000797	XP_060431147.1	XP_038743699.1, XP_038747700.1, XP_038747698.1
OG0000798	XP_060430919.1	XP_038738763.1
OG0000799	XP_060427671.1, XP_060423099.1	XP_038744850.1
OG0000800	XP_060427653.1	XP_038740377.1, XP_038748181.1
OG0000801	XP_060425273.1, XP_060427634.1	XP_038746650.1
OG0000803	XP_060425938.1	XP_038740018.1
OG0000804	XP_060425213.1, XP_060425214.1, XP_060422537.1	XP_038746002.1
OG0000805	XP_060425237.1	XP_038742018.1, XP_038746028.1
OG0000806	XP_060425238.1	XP_038746029.1
OG0000807	XP_060433039.1	XP_038748853.1
OG0000809	XP_060436793.1, XP_060422783.1, XP_060433068.1	XP_038749102.1
OG0000810	XP_060433073.1, XP_060430233.1	XP_038744741.1
OG0000811	XP_060424898.1	XP_038745574.1
OG0000812	XP_060428579.1	XP_038738661.1
OG0000813	XP_060425613.1, XP_060424950.1	XP_038747582.1
OG0000814	XP_060423550.1, XP_060424952.1	XP_038747584.1
OG0000815	XP_060431991.1	XP_038750031.1, XP_038742634.1
OG0000816	XP_060431989.1	XP_038745889.1
OG0000817	XP_060437331.1	XP_038738742.1
OG0000818	XP_060435748.1, XP_060429201.1	XP_038744184.1
OG0000819	XP_060436537.1	XP_038750257.1
