Orthogroup	Colletotrichum_godetiae	Colletotrichum_fructicola
OG0000260	XP_060427584.1	XP_031893328.1, XP_031888191.1, XP_031880983.1
OG0000261	XP_060428648.1	XP_031882829.1, XP_031887648.1
OG0000262	XP_060423466.1	XP_031878314.1
OG0000262	XP_060427134.1	XP_031877319.1
OG0000263	XP_060426653.1	XP_031888186.1
OG0000263	XP_060437030.1	XP_031892380.1
OG0000264	XP_060428532.1	XP_031893609.1
OG0000265	XP_060425147.1	XP_031884627.1
OG0000265	XP_060425050.1	XP_031877411.1
OG0000266	XP_060425158.1, XP_060425157.1	XP_031884517.1
OG0000266	XP_060433597.1	XP_066009697.1
OG0000267	XP_060425196.1	XP_031884833.1
OG0000268	XP_060430119.1	XP_066007782.1
OG0000268	XP_060428313.1	XP_031883323.1
OG0000269	XP_060428572.1, XP_060424045.1	XP_031886304.1, XP_031882560.1
OG0000270	XP_060430676.1	XP_031879611.1
OG0000270	XP_060433539.1	XP_066008431.1
OG0000271	XP_060436659.1	XP_031877946.1
OG0000272	XP_060433589.1	XP_066009908.1
OG0000273	XP_060431084.1	XP_031892165.1
OG0000273	XP_060429213.1	XP_066009187.1
OG0000274	XP_060433328.1	XP_031877059.1
OG0000274	XP_060427512.1	XP_031881142.1
OG0000275	XP_060426668.1	XP_066007239.1
OG0000275	XP_060433865.1	XP_031881396.1
OG0000276	XP_060429943.1	XP_031884038.1
OG0000276	XP_060423215.1	XP_031888748.1
OG0000277	XP_060430026.1	XP_031884009.1
OG0000277	XP_060428120.1	XP_031879003.2
OG0000278	XP_060427266.1	XP_031878749.1
OG0000279	XP_060429566.1	XP_031878092.1
OG0000279	XP_060424911.1	XP_031885600.2
OG0000280	XP_060429618.1	XP_031877190.1
OG0000280	XP_060424776.1	XP_031879941.2
OG0000281	XP_060430988.1	XP_031887070.1
OG0000281	XP_060422763.1	XP_031879882.1
OG0000282	XP_060421650.1	XP_031877555.2, XP_066009127.1, XP_031875404.1, XP_031876003.1, XP_066009277.1
OG0000283	XP_060431124.1	XP_031891803.1
OG0000283	XP_060431758.1	XP_031880765.1
OG0000284	XP_060422589.1	XP_031880028.1
OG0000284	XP_060422592.1, XP_060431145.1	XP_031889413.2
OG0000285	XP_060431184.1	XP_031891729.1
OG0000285	XP_060433280.1	XP_031884326.1
OG0000286	XP_060430911.1	XP_031891731.1
OG0000287	XP_060430921.1	XP_031878900.1
OG0000287	XP_060431608.1	XP_031891476.2
OG0000289	XP_060421648.1, XP_060421412.1, XP_060427344.1, XP_060421749.1	XP_031877554.1, XP_031875403.2, XP_066007340.1, XP_066007104.1, XP_031876004.2
OG0000290	XP_060426754.1	XP_031888000.1
OG0000291	XP_060430607.1	XP_031889592.1
OG0000291	XP_060428427.1	XP_031885382.1
OG0000292	XP_060426052.1	XP_031885948.1
OG0000292	XP_060433055.1	XP_031881397.1
OG0000293	XP_060427238.1	XP_066007683.1
OG0000293	XP_060433065.1	XP_031884903.1
OG0000294	XP_060433207.1	XP_031884088.1
OG0000294	XP_060427602.1	XP_031881085.1
OG0000295	XP_060433362.1	XP_031877027.2, XP_031878588.1, XP_031889509.1
OG0000296	XP_060427029.1	XP_066008679.1, XP_066009050.1, XP_031892219.1
OG0000297	XP_060424192.1	XP_031887063.1
OG0000297	XP_060430156.1	XP_031892218.1
OG0000298	XP_060427412.1	XP_031882319.1
OG0000298	XP_060436703.1	XP_031876118.1
OG0000300	XP_060430973.1	XP_031875323.1, XP_066007065.1, XP_066007033.1, XP_066007727.1, XP_031875255.1, XP_031892066.1
OG0000301	XP_060430199.1	XP_031892224.1
OG0000301	XP_060423790.1	XP_031893611.1
OG0000302	XP_060426780.1	XP_031891775.1
OG0000302	XP_060422121.1, XP_060435591.1	XP_031877461.1
OG0000303	XP_060432982.1	XP_031885555.1
OG0000303	XP_060436174.1	XP_031887409.1
OG0000304	XP_060428493.1	XP_031877731.1
OG0000304	XP_060425851.1	XP_031876035.1
OG0000305	XP_060425832.1	XP_031890870.1
OG0000305	XP_060423599.1	XP_031882009.1
OG0000306	XP_060425418.1	XP_031878666.1, XP_031888906.1
OG0000307	XP_060434237.1	XP_031879037.2
OG0000307	XP_060428100.1	XP_031879342.1
OG0000308	XP_060432127.1	XP_031881823.1
OG0000309	XP_060422943.1	XP_031877132.1
OG0000310	XP_060424879.1	XP_031883177.1
OG0000311	XP_060431654.1	XP_031890520.1, XP_031888126.1, XP_031880649.1
OG0000312	XP_060428929.1	XP_031893178.1
OG0000312	XP_060421978.1	XP_031884529.1
OG0000313	XP_060430374.1	XP_031884629.1
OG0000313	XP_060428926.1	XP_031893188.1
OG0000314	XP_060430443.1	XP_066007887.1
OG0000314	XP_060429703.1	XP_031883369.1
OG0000315	XP_060423679.1	XP_031886157.1
OG0000315	XP_060430300.1	XP_031891611.1
OG0000316	XP_060426187.1	XP_031875721.2
OG0000316	XP_060429475.1	XP_031876062.1
OG0000317	XP_060429399.1	XP_031876109.1, XP_031877392.2, XP_031892441.1
OG0000318	XP_060430777.1	XP_031885017.1
OG0000318	XP_060429453.1	XP_031880945.1
OG0000319	XP_060434925.1	XP_031886811.1
OG0000319	XP_060436399.1	XP_066009196.1
OG0000324	XP_060421433.1, XP_060424543.1	XP_066006990.1, XP_066007040.1, XP_066006903.1, XP_066007093.1, XP_031876170.2, XP_031875353.2
OG0000325	XP_060421666.1, XP_060422277.1, XP_060422282.1, XP_060432658.1, XP_060423285.1, XP_060421742.1	XP_031875392.1, XP_031887235.1
OG0000326	XP_060436063.1	XP_066009182.1
OG0000326	XP_060424593.1, XP_060422267.1, XP_060422522.1	XP_031876304.1, XP_031876207.1
OG0000327	XP_060428982.1	XP_031893098.1
OG0000327	XP_060435534.1	XP_031887689.1
OG0000328	XP_060435367.1	XP_066007855.1
OG0000329	XP_060425752.1	XP_031877979.1
OG0000329	XP_060435628.1	XP_066009312.1
OG0000330	XP_060435821.1	XP_031879768.1
OG0000331	XP_060430871.1	XP_031885284.1
OG0000331	XP_060422481.1	XP_031878282.1
OG0000332	XP_060429871.1	XP_031884147.1
OG0000332	XP_060423209.1	XP_031888974.1
OG0000333	XP_060425261.1, XP_060431398.1	XP_031879075.1, XP_031888907.2, XP_031889012.1
OG0000335	XP_060425221.1	XP_066007773.1
OG0000335	XP_060422724.1	XP_031879965.2
OG0000336	XP_060428966.1	XP_031893533.1
OG0000337	XP_060437285.1	XP_031891596.1
OG0000337	XP_060435014.1	XP_031878418.1
OG0000338	XP_060425806.1	XP_031880694.1
OG0000338	XP_060436643.1	XP_031878323.1
OG0000339	XP_060431001.1	XP_031892268.1
OG0000339	XP_060436949.1	XP_031892336.1
OG0000340	XP_060423528.1	XP_031892995.1
OG0000340	XP_060433790.1	XP_031890866.1
OG0000341	XP_060431234.1	XP_031891937.1
OG0000342	XP_060425723.1	XP_031890954.2, XP_031888833.1, XP_031877955.1
OG0000343	XP_060423569.1	XP_031883225.2
OG0000343	XP_060424365.1	XP_031883593.1
OG0000344	XP_060429601.1	XP_031877977.1
OG0000344	XP_060422964.1	XP_031877152.1
OG0000345	XP_060424823.1	XP_031879392.1
OG0000345	XP_060423159.1	XP_031883524.1
OG0000347	XP_060427538.1	XP_031884795.1
OG0000347	XP_060433586.1	XP_066009653.1
OG0000348	XP_060430532.1	XP_031884312.1
OG0000348	XP_060425839.1	XP_031892911.1
OG0000349	XP_060429308.1	XP_031889431.1
OG0000349	XP_060426357.1, XP_060433747.1	XP_031887981.1
OG0000350	XP_060421555.1	XP_031878684.1, XP_031892078.1, XP_066009709.1
OG0000352	XP_060437187.1	XP_031892753.1
OG0000352	XP_060425033.1	XP_031888891.1
OG0000353	XP_060436997.1	XP_031877743.1, XP_031885142.1
OG0000354	XP_060436975.1	XP_031875685.1
OG0000355	XP_060425130.1	XP_031884588.1
OG0000355	XP_060427519.1	XP_031881046.1
OG0000356	XP_060430253.1	XP_031883160.1
OG0000356	XP_060433503.1	XP_031877988.1
OG0000357	XP_060427845.1	XP_031891539.1
OG0000357	XP_060431271.1	XP_031891895.1
OG0000358	XP_060431270.1	XP_031891894.1
OG0000358	XP_060427844.1	XP_031891542.1
OG0000360	XP_060428323.1	XP_031885553.1
OG0000360	XP_060430102.1	XP_031884987.1
OG0000361	XP_060430103.1	XP_031884986.1
OG0000361	XP_060433116.1	XP_031889916.1
OG0000362	XP_060434790.1	XP_031881406.1
OG0000362	XP_060426095.1	XP_031885903.1
OG0000363	XP_060431048.1	XP_031892102.1
OG0000363	XP_060423738.1	XP_031893194.1
OG0000364	XP_060430892.1	XP_031885135.1
OG0000364	XP_060431055.1	XP_031891911.1
OG0000365	XP_060436523.1	XP_031884894.1
OG0000365	XP_060431182.1	XP_066007605.1
OG0000367	XP_060423103.1	XP_031883166.2
OG0000367	XP_060430891.1	XP_031885130.1
OG0000368	XP_060430907.1	XP_031885117.1
OG0000369	XP_060435377.1	XP_031887854.1
OG0000369	XP_060430957.1	XP_031878947.2
OG0000370	XP_060430959.1	XP_031878965.1
OG0000370	XP_060435379.1	XP_031890650.1
OG0000371	XP_060421812.1, XP_060421357.1, XP_060421770.1, XP_060421338.1, XP_060421287.1	XP_066007119.1, XP_031875856.2, XP_066007319.1, XP_066009257.1, XP_031877548.1
OG0000372	XP_060421400.1	XP_031875851.1, XP_066007344.1, XP_031880556.2, XP_066009256.1, XP_031877549.1
OG0000373	XP_060436713.1	XP_031876092.1
OG0000373	XP_060430655.1	XP_031879574.1
OG0000374	XP_060425239.1	XP_031884869.1
OG0000374	XP_060433370.1	XP_066008359.1
OG0000375	XP_060430311.1	XP_031890303.1
OG0000375	XP_060422031.1	XP_031892884.1
OG0000376	XP_060429198.1	XP_031884876.1
OG0000376	XP_060422025.1	XP_031884854.1
OG0000378	XP_060431019.1	XP_031891962.1
OG0000379	XP_060432546.1	XP_031882513.1
OG0000380	XP_060425179.1	XP_031892454.2
OG0000380	XP_060426677.1	XP_031888061.1
OG0000381	XP_060429133.1	XP_031889325.1
OG0000381	XP_060430264.1	XP_031883012.2
OG0000382	XP_060430192.1	XP_031883033.2
OG0000382	XP_060421585.1	XP_031889396.1
OG0000383	XP_060426852.1, XP_060436000.1, XP_060428960.1	XP_066007135.1
OG0000384	XP_060422586.1	XP_031880104.1
OG0000384	XP_060429066.1	XP_031893122.1
OG0000385	XP_060434283.1	XP_031888077.1
OG0000386	XP_060434282.1	XP_066008902.1, XP_031876285.1, XP_031888072.1
OG0000387	XP_060426663.1	XP_031888069.1
OG0000387	XP_060428891.1	XP_031881401.1
OG0000388	XP_060422159.1	XP_031878767.1
OG0000389	XP_060432692.1	XP_031878265.1, XP_031881881.1
OG0000390	XP_060426315.1	XP_031889814.1
OG0000390	XP_060421551.1	XP_031879182.1
OG0000391	XP_060422937.1	XP_066007819.1, XP_066007682.1, XP_066006939.1, XP_031886784.2, XP_066007003.1, XP_066007778.1, XP_066007581.1, XP_031877162.1
OG0000392	XP_060431235.1	XP_066007620.1
OG0000392	XP_060421875.1	XP_031891898.1
OG0000393	XP_060424814.1	XP_031879354.1
OG0000393	XP_060424990.1	XP_031888828.2
OG0000394	XP_060425282.1	XP_031888962.2
OG0000394	XP_060426846.1	XP_031893399.1
OG0000395	XP_060429432.1	XP_031880953.1
OG0000395	XP_060430331.1	XP_031893078.1
OG0000396	XP_060427240.1	XP_031878506.1
OG0000396	XP_060428651.1	XP_031877399.1
OG0000397	XP_060427264.1	XP_031878450.1
OG0000397	XP_060425597.1	XP_031880837.1
OG0000398	XP_060426199.1	XP_031875705.1
OG0000398	XP_060429416.1	XP_031877154.1
OG0000400	XP_060433566.1	XP_031885505.1
OG0000401	XP_060427110.1	XP_031877365.1, XP_031890899.2, XP_031876450.1
OG0000402	XP_060433746.1	XP_066007203.1
OG0000402	XP_060426057.1	XP_031885935.1
OG0000403	XP_060430780.1	XP_031882946.1, XP_031885016.2
OG0000406	XP_060428777.1	XP_031893322.1
OG0000408	XP_060431203.1	XP_066008847.1
OG0000410	XP_060425592.1	XP_031880807.1
OG0000410	XP_060422533.1, XP_060422413.1	XP_066006860.1
OG0000412	XP_060422967.1, XP_060422966.1, XP_060436883.1, XP_060436884.1	XP_031892439.1
OG0000413	XP_060436886.1	XP_031892817.1, XP_031882990.2
OG0000414	XP_060435746.1	XP_031887568.1
OG0000414	XP_060428089.1	XP_031890272.1
OG0000415	XP_060435803.1	XP_031887758.1
OG0000415	XP_060421894.1	XP_031881998.1
OG0000416	XP_060435805.1	XP_031887764.2
OG0000416	XP_060429536.1	XP_031879539.2
OG0000417	XP_060429870.1	XP_031883862.1
OG0000418	XP_060434422.1	XP_031888435.1
OG0000418	XP_060427873.1	XP_031875682.1
OG0000419	XP_060428634.1	XP_031877436.1
OG0000419	XP_060421725.1	XP_031875630.1
OG0000420	XP_060430567.1	XP_066007900.1
OG0000420	XP_060421723.1	XP_031881691.1
OG0000421	XP_060436912.1, XP_060429118.1	XP_031891920.1
OG0000422	XP_060436900.1	XP_031892805.1
OG0000422	XP_060430899.1	XP_031885107.1
OG0000423	XP_060424424.1	XP_031877437.1
OG0000424	XP_060422075.1	XP_031890218.1, XP_031884483.1
OG0000425	XP_060427683.1, XP_060432352.1, XP_060421449.1, XP_060432358.1	XP_031875736.1
OG0000425	XP_060434970.1	XP_031886346.1
OG0000426	XP_060429309.1	XP_031892954.1
OG0000427	XP_060432656.1, XP_060421504.1, XP_060424644.1, XP_060437028.1	XP_031892374.1
OG0000428	XP_060426783.1	XP_031885917.1
OG0000428	XP_060428285.1	XP_031882551.1
OG0000429	XP_060432462.1	XP_031882471.2
OG0000429	XP_060436624.1	XP_031883964.2
OG0000431	XP_060429228.1	XP_066008722.1
OG0000432	XP_060423837.1	XP_031883530.2
OG0000433	XP_060423855.1	XP_031883791.2, XP_066007106.1, XP_066008917.1, XP_066009274.1, XP_066007330.1, XP_066006872.1, XP_031881064.1
OG0000434	XP_060430041.1	XP_031889670.1
OG0000434	XP_060431172.1	XP_031891739.1
OG0000435	XP_060430054.1	XP_031883879.1
OG0000436	XP_060430065.1	XP_031883810.2
OG0000437	XP_060424280.1	XP_031892276.1
OG0000437	XP_060430113.1	XP_066009793.1
OG0000438	XP_060434810.1	XP_031881499.1
OG0000439	XP_060434742.1	XP_066007424.1, XP_066008818.1, XP_031881477.1
OG0000440	XP_060434733.1	XP_031875888.2, XP_031881525.1
OG0000442	XP_060429803.1	XP_031885904.1, XP_031879077.1, XP_031875802.1
OG0000444	XP_060427345.1, XP_060421410.1, XP_060421647.1, XP_060421752.1	XP_066007332.1, XP_031877557.1
OG0000445	XP_060429204.1	XP_031889421.1
OG0000445	XP_060428058.1	XP_066007546.1
OG0000446	XP_060427678.1	XP_031878798.1
OG0000446	XP_060431082.1	XP_031892192.1
OG0000447	XP_060422073.1	XP_031880135.1
OG0000447	XP_060431144.1	XP_031878292.2
OG0000448	XP_060434961.1	XP_031878365.1
OG0000449	XP_060430923.1	XP_031878888.1
OG0000449	XP_060427890.1	XP_031887532.1
OG0000450	XP_060427675.1	XP_031889358.1
OG0000450	XP_060426723.1	XP_066008314.1
OG0000451	XP_060427646.1	XP_031878964.1, XP_031878974.1
OG0000452	XP_060422009.1	XP_066009487.1
OG0000453	XP_060429434.1	XP_031880786.1
OG0000454	XP_060433360.1	XP_031877029.1
OG0000454	XP_060427846.1	XP_031891540.2
OG0000456	XP_060428946.1	XP_031878835.1
OG0000456	XP_060430994.1	XP_031892262.2
OG0000457	XP_060427215.1	XP_031878502.1
OG0000457	XP_060423038.1	XP_031878129.1
OG0000458	XP_060430182.1	XP_031883761.2, XP_031890097.2, XP_031882981.1
OG0000459	XP_060424667.1	XP_031886445.1, XP_066007763.1, XP_066007860.1
OG0000460	XP_060422069.1	XP_031880177.2, XP_066007598.1
OG0000461	XP_060425860.1	XP_031889748.1, XP_031891062.1
OG0000462	XP_060424544.1, XP_060421434.1	XP_031875759.1, XP_031875292.1
OG0000463	XP_060432682.1	XP_031886319.1
OG0000463	XP_060425376.1	XP_031882611.1
OG0000464	XP_060426971.1	XP_031891039.1
OG0000464	XP_060421596.1, XP_060428125.1	XP_031884159.1
OG0000465	XP_060421541.1	XP_031883071.1, XP_031881838.1, XP_031885635.1
OG0000466	XP_060432117.1	XP_066009678.1, XP_066008875.1, XP_066007398.1
OG0000467	XP_060422963.1	XP_031877135.1
OG0000468	XP_060434137.1	XP_031890293.1
OG0000469	XP_060424866.1	XP_031879400.1
OG0000469	XP_060425866.1	XP_031890781.1
OG0000471	XP_060429085.1	XP_031893203.1
OG0000472	XP_060429050.1	XP_031893374.1, XP_066007685.1, XP_066007062.1, XP_066007068.1, XP_066006946.1, XP_031875443.2
OG0000473	XP_060425319.1	XP_031888965.1
OG0000473	XP_060423518.1	XP_031893301.1
OG0000474	XP_060423554.1	XP_031893099.1
OG0000474	XP_060427373.1	XP_031892599.1
OG0000475	XP_060427821.1	XP_031887956.1, XP_031887959.1
OG0000476	XP_060422658.1	XP_031884647.1
OG0000477	XP_060427304.1	XP_031881851.1, XP_066009618.1
OG0000478	XP_060427305.1	XP_031881836.1, XP_031882884.1
OG0000479	XP_060429459.1	XP_031877285.1
OG0000481	XP_060423441.1	XP_031876027.1, XP_031882528.2, XP_031880364.1
OG0000482	XP_060436397.1	XP_031880239.1
OG0000483	XP_060421675.1, XP_060421674.1	XP_031882206.1, XP_066009577.1
OG0000484	XP_060423336.1	XP_031890497.1
OG0000484	XP_060423335.1	XP_031890496.1
OG0000489	XP_060423053.1	XP_031890745.1
OG0000490	XP_060424552.1, XP_060424525.1, XP_060422842.1	XP_066006894.1, XP_066006996.1, XP_066007041.1, XP_066006900.1, XP_066007031.1
OG0000491	XP_060422130.1, XP_060424530.1, XP_060421519.1	XP_066007995.1
OG0000492	XP_060425360.1	XP_031888655.1
OG0000494	XP_060430167.1	XP_031882963.1
OG0000494	XP_060431357.1	XP_031882765.1
OG0000495	XP_060421718.1	XP_031881546.1
OG0000497	XP_060430262.1, XP_060427789.1	XP_031884579.1
OG0000498	XP_060428244.1	XP_031890128.1, XP_066008826.1
OG0000500	XP_060421661.1, XP_060421495.1, XP_060428265.1	XP_066007158.1, XP_031876010.1, XP_031877561.1, XP_031887383.2
OG0000501	XP_060429750.1	XP_031888815.1
OG0000501	XP_060427557.1	XP_031881000.1
OG0000502	XP_060423459.1	XP_031892232.1
OG0000502	XP_060429867.1	XP_031891143.1
OG0000504	XP_060428049.1	XP_031883769.1, XP_031891921.1
OG0000505	XP_060437019.1	XP_031877688.1
OG0000506	XP_060436667.1, XP_060436666.1	XP_066008295.1
OG0000507	XP_060423853.1	XP_031881144.1
OG0000507	XP_060422970.1	XP_031882579.1
OG0000508	XP_060425013.1	XP_066009522.1
OG0000509	XP_060425012.1	XP_031888765.2
OG0000510	XP_060423857.1	XP_031881146.1, XP_031879754.1
OG0000511	XP_060429961.1	XP_031883929.1, XP_031884026.1
OG0000512	XP_060430030.1	XP_031892936.1, XP_031878650.1
OG0000513	XP_060434802.1	XP_031884384.2, XP_031881178.1
OG0000514	XP_060434651.1	XP_031893159.1, XP_031888412.1
OG0000515	XP_060434593.1	XP_031888382.2, XP_066009656.1
OG0000516	XP_060433897.1	XP_031890379.2
OG0000517	XP_060422839.1, XP_060423323.1, XP_060421293.1, XP_060421370.1, XP_060421705.1, XP_060428267.1	XP_066007194.1, XP_066008955.1, XP_031877544.2
OG0000518	XP_060433257.1	XP_031877023.2
OG0000518	XP_060422718.1	XP_066009803.1, XP_066006784.1
OG0000519	XP_060433713.1	XP_031891505.1
OG0000520	XP_060422318.1	XP_031877515.1
OG0000520	XP_060421459.1	XP_031884361.1
OG0000522	XP_060423201.1, XP_060422862.1, XP_060424564.1, XP_060421914.1	XP_031888728.1
OG0000523	XP_060421405.1, XP_060421754.1, XP_060421643.1	XP_031876015.1, XP_066008920.1, XP_066007334.1, XP_066009102.1
OG0000524	XP_060432565.1	XP_031887344.1
OG0000525	XP_060427442.1	XP_066009553.1
OG0000525	XP_060430584.1	XP_031889754.1
OG0000526	XP_060433026.1	XP_031883812.1, XP_031889628.2, XP_066009801.1
OG0000527	XP_060433107.1	XP_031884933.1, XP_031884971.1, XP_031884974.1
OG0000528	XP_060433217.1	XP_031884090.1
OG0000528	XP_060429435.1	XP_031880785.1
OG0000529	XP_060433323.1	XP_031884748.1, XP_066007826.1, XP_031877062.1
OG0000530	XP_060431997.1	XP_031883142.1, XP_066008848.1
OG0000531	XP_060427234.1, XP_060436531.1	XP_031889244.1
OG0000532	XP_060436708.1	XP_031876115.1
OG0000532	XP_060425802.1	XP_031876089.1
OG0000533	XP_060436765.1	XP_031876456.1, XP_031887810.1
OG0000534	XP_060436814.1, XP_060436815.1	XP_031880388.1, XP_031880389.1
OG0000536	XP_060434821.1	XP_031881452.1
OG0000537	XP_060423298.1, XP_060423299.1, XP_060430248.1, XP_060424594.1	XP_031883057.1
OG0000538	XP_060421577.1	XP_066008061.1
OG0000539	XP_060427419.1	XP_031882214.2
OG0000540	XP_060430240.1	XP_031877519.1, XP_031883657.1
OG0000541	XP_060430229.1	XP_031883083.1, XP_031884135.1
OG0000542	XP_060430191.1	XP_066008832.1
OG0000544	XP_060428149.1	XP_031879114.1
OG0000545	XP_060428061.1	XP_031878690.1
OG0000545	XP_060428589.1	XP_066008276.1
OG0000547	XP_060423206.1	XP_031888735.1, XP_066007336.1
OG0000548	XP_060424313.1	XP_031883111.1, XP_031877524.1
OG0000549	XP_060424278.1, XP_060424279.1	XP_066008933.1, XP_066009229.1
OG0000550	XP_060423793.1	XP_031890181.2, XP_031893279.2
OG0000551	XP_060423782.1	XP_066009149.1, XP_031880348.1, XP_031893028.1
OG0000552	XP_060432238.1	XP_031882125.1, XP_031883444.2
OG0000554	XP_060431749.1	XP_031880665.1
OG0000554	XP_060429043.1	XP_031892662.2
OG0000555	XP_060428959.1	XP_031892297.1, XP_031882457.1, XP_031891106.1
OG0000556	XP_060426949.1	XP_031891008.1
OG0000556	XP_060428932.1	XP_031893557.1
OG0000557	XP_060423728.1	XP_031892951.1
OG0000557	XP_060423729.1	XP_066009146.1
OG0000558	XP_060426919.1	XP_031889093.1, XP_066009021.1, XP_066007367.1
OG0000559	XP_060427829.1	XP_031887846.1, XP_031892890.1
OG0000560	XP_060434261.1	XP_066007883.1
OG0000561	XP_060433238.1	XP_031884096.1
OG0000563	XP_060426319.1	XP_031889812.1
OG0000563	XP_060426318.1	XP_031889811.1
OG0000564	XP_060426279.1	XP_031889760.1, XP_031889764.1
OG0000565	XP_060433610.1	XP_066008339.1
OG0000565	XP_060427246.1	XP_031880281.1
OG0000566	XP_060427307.1	XP_031893272.1, XP_031889885.1, XP_031889882.1
OG0000568	XP_060423928.1	XP_031885481.1, XP_031879178.1
OG0000569	XP_060423961.1	XP_031879173.1, XP_031891923.1
OG0000570	XP_060427754.1	XP_031885177.2, XP_031890368.1, XP_031885558.1, XP_031893470.1
OG0000571	XP_060430835.1	XP_031875830.1
OG0000571	XP_060424977.1	XP_031888793.1
OG0000572	XP_060424972.1	XP_066009555.1
OG0000573	XP_060423259.1	XP_031879343.1, XP_031877242.1
OG0000574	XP_060421979.1	XP_031875237.2, XP_066007718.1, XP_066006808.1, XP_066006921.1, XP_066008188.1, XP_066006970.1, XP_031877123.1
OG0000575	XP_060436051.1	XP_031890116.1, XP_031892677.1
OG0000576	XP_060436313.1	XP_031892784.1
OG0000577	XP_060436415.1	XP_031890742.1, XP_066009011.1
OG0000578	XP_060423701.1	XP_066009009.1, XP_066009010.1, XP_031886103.2
OG0000580	XP_060421848.1	XP_031877753.2, XP_066008716.1
OG0000581	XP_060430845.1	XP_031882986.1, XP_031878915.1
OG0000582	XP_060428134.1	XP_031890484.1, XP_031888945.1, XP_031889303.1
OG0000583	XP_060434771.1	XP_031876104.1, XP_031890259.1, XP_031890087.1
OG0000584	XP_060421571.1	XP_031881793.1, XP_031883660.1, XP_066008166.1
OG0000586	XP_060422066.1, XP_060424557.1, XP_060421921.1	XP_031880056.1
OG0000587	XP_060427140.1	XP_066006880.1
OG0000588	XP_060431534.1	XP_031890340.1
OG0000589	XP_060436892.1	XP_031892845.1
OG0000590	XP_060435624.1	XP_031877953.1, XP_031887449.1
OG0000591	XP_060435643.1	XP_031887731.1, XP_031890905.1
OG0000592	XP_060435808.1	XP_031877910.1, XP_031887767.1
