Orthogroup	Colletotrichum_godetiae	Colletotrichum_acutatum
OG0000293	XP_060427238.1	XP_060359081.1
OG0000293	XP_060433065.1	XP_060357313.1
OG0000294	XP_060433207.1	XP_060357849.1
OG0000294	XP_060427602.1	XP_060358252.1
OG0000295	XP_060433362.1	XP_060368405.1
OG0000296	XP_060427029.1	XP_060368506.1
OG0000297	XP_060424192.1	XP_060369904.1
OG0000297	XP_060430156.1	XP_060367138.1
OG0000298	XP_060427412.1	XP_060366694.1
OG0000298	XP_060436703.1	XP_060357384.1
OG0000299	XP_060436732.1	XP_060367968.1
OG0000300	XP_060430973.1	XP_060364877.1
OG0000301	XP_060430199.1	XP_060367178.1
OG0000301	XP_060423790.1	XP_060358535.1
OG0000302	XP_060426780.1	XP_060363817.1
OG0000302	XP_060429395.1	XP_060359004.1
OG0000303	XP_060432982.1	XP_060368739.1
OG0000303	XP_060436174.1	XP_060371171.1
OG0000304	XP_060428493.1	XP_060357208.1, XP_060359912.1
OG0000304	XP_060425851.1	XP_060357162.1
OG0000305	XP_060425832.1	XP_060357976.1
OG0000305	XP_060423599.1	XP_060364821.1
OG0000306	XP_060425418.1	XP_060365992.1
OG0000307	XP_060434237.1	XP_060358890.1
OG0000307	XP_060428100.1	XP_060358040.1
OG0000308	XP_060432127.1	XP_060364562.1
OG0000309	XP_060422952.1	XP_060358305.1
OG0000309	XP_060422941.1	XP_060358296.1
OG0000309	XP_060422943.1	XP_060358298.1
OG0000311	XP_060431654.1	XP_060370454.1
OG0000312	XP_060428929.1	XP_060358011.1
OG0000312	XP_060421978.1	XP_060359305.1
OG0000313	XP_060430374.1	XP_060358664.1
OG0000313	XP_060428926.1	XP_060358009.1
OG0000314	XP_060430443.1	XP_060357574.1
OG0000314	XP_060429703.1	XP_060365296.1
OG0000315	XP_060423679.1	XP_060367842.1
OG0000315	XP_060430300.1	XP_060358227.1
OG0000316	XP_060426187.1	XP_060360279.1
OG0000316	XP_060429475.1	XP_060364444.1
OG0000318	XP_060430777.1	XP_060369793.1
OG0000318	XP_060429453.1	XP_060364467.1
OG0000319	XP_060434925.1	XP_060359427.1
OG0000319	XP_060436399.1	XP_060361703.1
OG0000325	XP_060421666.1, XP_060422277.1	XP_060362978.1
OG0000326	XP_060436063.1	XP_060371052.1
OG0000327	XP_060428982.1	XP_060365183.1
OG0000327	XP_060435534.1	XP_060369245.1
OG0000328	XP_060435581.1	XP_060369634.1
OG0000329	XP_060425752.1	XP_060361786.1
OG0000329	XP_060435628.1	XP_060369595.1
OG0000330	XP_060435821.1	XP_060361240.1
OG0000331	XP_060430871.1	XP_060361078.1
OG0000331	XP_060422481.1	XP_060357680.1
OG0000332	XP_060429871.1	XP_060359381.1
OG0000332	XP_060423209.1	XP_060364228.1
OG0000333	XP_060425261.1	XP_060361905.1
OG0000335	XP_060425221.1	XP_060365784.1
OG0000335	XP_060422724.1	XP_060369226.1
OG0000336	XP_060428966.1	XP_060368199.1
OG0000337	XP_060437285.1	XP_060366163.1
OG0000337	XP_060435014.1	XP_060367351.1
OG0000338	XP_060425806.1	XP_060357336.1
OG0000338	XP_060436643.1	XP_060362811.1, XP_060362055.1
OG0000339	XP_060431001.1	XP_060364907.1
OG0000339	XP_060436949.1	XP_060358170.1
OG0000340	XP_060423528.1	XP_060357429.1
OG0000340	XP_060433790.1	XP_060366398.1
OG0000341	XP_060431234.1	XP_060359278.1
OG0000342	XP_060425723.1	XP_060361779.1
OG0000343	XP_060423569.1	XP_060364849.1
OG0000343	XP_060424365.1	XP_060360764.1
OG0000344	XP_060429601.1	XP_060363658.1
OG0000344	XP_060422964.1	XP_060365895.1
OG0000345	XP_060424823.1	XP_060357405.1
OG0000345	XP_060423159.1	XP_060363606.1
OG0000346	XP_060425838.1	XP_060357982.1
OG0000347	XP_060427538.1	XP_060363683.1
OG0000348	XP_060430532.1	XP_060359676.1
OG0000348	XP_060425839.1	XP_060357983.1
OG0000349	XP_060429308.1	XP_060362574.1
OG0000349	XP_060426357.1	XP_060357503.1
OG0000349	XP_060433747.1	XP_060366445.1
OG0000350	XP_060421555.1	XP_060362810.1
OG0000352	XP_060437187.1	XP_060361113.1
OG0000352	XP_060425033.1	XP_060364201.1
OG0000353	XP_060436997.1	XP_060371662.1
OG0000354	XP_060436975.1	XP_060371686.1
OG0000354	XP_060429025.1	XP_060365224.1
OG0000354	XP_060433842.1	XP_060360335.1
OG0000355	XP_060425130.1	XP_060366507.1
OG0000355	XP_060427519.1	XP_060363705.1
OG0000356	XP_060430253.1	XP_060362201.1
OG0000356	XP_060433503.1	XP_060370688.1
OG0000357	XP_060427845.1	XP_060357470.1
OG0000358	XP_060427844.1	XP_060357469.1
OG0000359	XP_060421414.1, XP_060427342.1	XP_060359363.1
OG0000360	XP_060428323.1	XP_060363846.1
OG0000360	XP_060430102.1	XP_060362636.1
OG0000361	XP_060430103.1	XP_060362637.1
OG0000361	XP_060433116.1	XP_060365159.1
OG0000362	XP_060434790.1	XP_060361983.1
OG0000363	XP_060431048.1	XP_060364956.1
OG0000363	XP_060423738.1	XP_060357033.1
OG0000364	XP_060430892.1	XP_060361098.1
OG0000364	XP_060431055.1	XP_060364963.1
OG0000365	XP_060431182.1	XP_060357925.1
OG0000365	XP_060436524.1, XP_060436525.1, XP_060431183.1	XP_060357924.1
OG0000366	XP_060422114.1, XP_060423321.1, XP_060421384.1, XP_060421696.1	XP_060358859.1
OG0000367	XP_060423103.1	XP_060367091.1
OG0000367	XP_060430891.1	XP_060361097.1
OG0000368	XP_060430907.1	XP_060359462.1
OG0000369	XP_060435377.1	XP_060366810.1
OG0000369	XP_060430957.1	XP_060360568.1
OG0000370	XP_060430959.1	XP_060360570.1
OG0000370	XP_060435379.1	XP_060366808.1
OG0000371	XP_060421812.1, XP_060421357.1, XP_060421770.1, XP_060421338.1, XP_060421287.1	XP_060357080.1
OG0000372	XP_060421400.1	XP_060357082.1
OG0000373	XP_060436713.1	XP_060357393.1
OG0000373	XP_060430655.1	XP_060365563.1
OG0000374	XP_060433370.1	XP_060370555.1
OG0000375	XP_060430311.1	XP_060362532.1
OG0000375	XP_060422031.1	XP_060364189.1
OG0000376	XP_060422025.1	XP_060364182.1
OG0000378	XP_060431019.1	XP_060364927.1
OG0000379	XP_060432546.1	XP_060368769.1
OG0000380	XP_060425179.1	XP_060365740.1
OG0000380	XP_060426677.1	XP_060370116.1
OG0000381	XP_060429133.1	XP_060360805.1
OG0000381	XP_060430264.1	XP_060362213.1
OG0000382	XP_060430192.1	XP_060367170.1
OG0000382	XP_060421585.1	XP_060357059.1
OG0000383	XP_060426852.1	XP_060363902.1
OG0000383	XP_060436000.1	XP_060364698.1
OG0000383	XP_060428960.1	XP_060358266.1
OG0000384	XP_060422586.1	XP_060361517.1
OG0000384	XP_060429066.1	XP_060365264.1
OG0000386	XP_060434282.1	XP_060357019.1
OG0000387	XP_060426663.1	XP_060370131.1
OG0000387	XP_060428891.1	XP_060362689.1
OG0000388	XP_060422159.1	XP_060359502.1
OG0000389	XP_060432692.1	XP_060360601.1
OG0000390	XP_060426315.1	XP_060366857.1
OG0000390	XP_060421551.1	XP_060358448.1
OG0000391	XP_060422937.1	XP_060358291.1
OG0000392	XP_060431235.1	XP_060368045.1
OG0000392	XP_060421875.1	XP_060358276.1
OG0000393	XP_060424814.1	XP_060357521.1
OG0000393	XP_060424990.1	XP_060358138.1
OG0000394	XP_060425282.1	XP_060361884.1
OG0000394	XP_060426846.1	XP_060363896.1
OG0000395	XP_060429432.1	XP_060364485.1
OG0000395	XP_060430331.1	XP_060362508.1
OG0000396	XP_060427240.1	XP_060359083.1
OG0000396	XP_060428651.1	XP_060357883.1
OG0000397	XP_060427264.1	XP_060359108.1
OG0000397	XP_060425597.1	XP_060361153.1
OG0000398	XP_060426199.1	XP_060363387.1
OG0000398	XP_060429416.1	XP_060364501.1
OG0000399	XP_060429641.1	XP_060371310.1
OG0000400	XP_060433566.1	XP_060367196.1
OG0000401	XP_060427110.1	XP_060365603.1
OG0000402	XP_060433746.1	XP_060366446.1
OG0000402	XP_060426057.1	XP_060367739.1
OG0000403	XP_060430780.1	XP_060369796.1
OG0000404	XP_060424738.1	XP_060368366.1
OG0000404	XP_060436407.1	XP_060361712.1
OG0000408	XP_060432369.1	XP_060359336.1
OG0000408	XP_060431203.1	XP_060359335.1, XP_060360707.1
OG0000410	XP_060425592.1	XP_060361157.1
OG0000412	XP_060422967.1	XP_060365897.1
OG0000412	XP_060436884.1	XP_060360423.1
OG0000413	XP_060436886.1	XP_060360420.1
OG0000414	XP_060435746.1	XP_060369470.1
OG0000414	XP_060428089.1	XP_060357800.1
OG0000415	XP_060435803.1	XP_060362158.1
OG0000415	XP_060421894.1	XP_060358370.1
OG0000416	XP_060435805.1	XP_060362155.1
OG0000416	XP_060429536.1	XP_060364994.1
OG0000417	XP_060429870.1, XP_060425682.1	XP_060359878.1
OG0000418	XP_060434422.1	XP_060370769.1
OG0000418	XP_060427873.1	XP_060359192.1
OG0000419	XP_060428634.1	XP_060368116.1
OG0000419	XP_060421725.1	XP_060364342.1
OG0000420	XP_060430567.1	XP_060365478.1
OG0000420	XP_060421723.1	XP_060364344.1
OG0000421	XP_060436912.1	XP_060360389.1, XP_060360967.1
OG0000421	XP_060429118.1	XP_060358593.1
OG0000422	XP_060436900.1	XP_060360399.1
OG0000422	XP_060430899.1	XP_060361106.1
OG0000423	XP_060422593.1	XP_060366392.1
OG0000423	XP_060424424.1	XP_060358898.1
OG0000424	XP_060422075.1	XP_060357662.1
OG0000425	XP_060427683.1, XP_060432352.1, XP_060421449.1, XP_060432358.1, XP_060434970.1	XP_060357073.1
OG0000426	XP_060429309.1	XP_060362573.1
OG0000426	XP_060435187.1	XP_060366989.1
OG0000426	XP_060436791.1	XP_060367913.1
OG0000427	XP_060432656.1, XP_060421504.1, XP_060424644.1	XP_060359349.1, XP_060357756.1
OG0000427	XP_060437028.1	XP_060371630.1
OG0000428	XP_060426783.1	XP_060363820.1
OG0000428	XP_060428285.1	XP_060363876.1
OG0000429	XP_060432462.1	XP_060368846.1
OG0000429	XP_060436624.1	XP_060362035.1
OG0000431	XP_060429228.1	XP_060357025.1, XP_060363130.1, XP_060361802.1, XP_060361486.1
OG0000432	XP_060431134.1	XP_060361599.1
OG0000432	XP_060423837.1	XP_060363336.1
OG0000433	XP_060423855.1	XP_060363357.1
OG0000434	XP_060430041.1	XP_060359778.1
OG0000434	XP_060431172.1	XP_060357179.1
OG0000435	XP_060430054.1	XP_060359791.1
OG0000436	XP_060430065.1	XP_060359804.1
OG0000437	XP_060424280.1	XP_060363516.1
OG0000437	XP_060430113.1	XP_060362651.1
OG0000438	XP_060434810.1	XP_060362008.1
OG0000438	XP_060429480.1	XP_060364439.1
OG0000439	XP_060434742.1	XP_060363199.1
OG0000440	XP_060434733.1	XP_060363209.1
OG0000442	XP_060429803.1	XP_060358951.1
OG0000444	XP_060427345.1, XP_060421410.1, XP_060421647.1, XP_060421752.1	XP_060357085.1, XP_060359366.1
OG0000445	XP_060429204.1	XP_060361460.1
OG0000445	XP_060428058.1	XP_060357275.1
OG0000446	XP_060427678.1	XP_060357854.1
OG0000446	XP_060431082.1	XP_060357376.1
OG0000447	XP_060431144.1	XP_060361608.1
OG0000448	XP_060431153.1	XP_060361620.1
OG0000448	XP_060422872.1	XP_060362919.1
OG0000448	XP_060434961.1	XP_060370438.1
OG0000449	XP_060430923.1	XP_060359448.1
OG0000449	XP_060427890.1	XP_060361626.1
OG0000450	XP_060427675.1	XP_060357858.1
OG0000450	XP_060426723.1	XP_060370072.1
OG0000451	XP_060427646.1	XP_060358403.1
OG0000452	XP_060422009.1	XP_060364167.1
OG0000453	XP_060429434.1	XP_060364483.1
OG0000454	XP_060433360.1	XP_060368407.1
OG0000454	XP_060427846.1	XP_060357471.1
OG0000456	XP_060428946.1	XP_060357961.1
OG0000456	XP_060430994.1	XP_060364901.1
OG0000457	XP_060427215.1	XP_060357690.1
OG0000457	XP_060423038.1	XP_060362267.1, XP_060362232.1
OG0000458	XP_060430182.1	XP_060367161.1
OG0000459	XP_060424667.1	XP_060368749.1
OG0000460	XP_060422069.1	XP_060357103.1
OG0000461	XP_060425860.1	XP_060357226.1
OG0000463	XP_060432682.1	XP_060360609.1
OG0000463	XP_060425376.1	XP_060363002.1
OG0000464	XP_060426971.1	XP_060368449.1
OG0000464	XP_060421596.1	XP_060360631.1
OG0000464	XP_060428125.1	XP_060358931.1
OG0000465	XP_060421541.1	XP_060358439.1
OG0000466	XP_060432117.1	XP_060364572.1
OG0000467	XP_060422963.1	XP_060365894.1
OG0000468	XP_060434137.1	XP_060371799.1
OG0000469	XP_060425866.1	XP_060357349.1
OG0000470	XP_060427929.1	XP_060360168.1, XP_060360167.1
OG0000471	XP_060429085.1	XP_060358739.1
OG0000471	XP_060427312.1	XP_060359612.1
OG0000472	XP_060429050.1	XP_060365246.1
OG0000473	XP_060425319.1	XP_060361380.1
OG0000474	XP_060423554.1	XP_060357770.1
OG0000474	XP_060427373.1	XP_060359988.1
OG0000475	XP_060427821.1	XP_060358128.1
OG0000476	XP_060424685.1	XP_060359765.1
OG0000477	XP_060427304.1	XP_060359606.1
OG0000478	XP_060427305.1	XP_060359607.1
OG0000479	XP_060423256.1	XP_060364275.1
OG0000479	XP_060429459.1	XP_060364461.1
OG0000481	XP_060423441.1	XP_060362761.1
OG0000482	XP_060436397.1	XP_060361701.1
OG0000483	XP_060421675.1	XP_060357079.1
OG0000484	XP_060423336.1	XP_060364601.1
OG0000484	XP_060423335.1	XP_060364600.1
OG0000489	XP_060423053.1	XP_060358867.1, XP_060362281.1
OG0000492	XP_060425360.1	XP_060361342.1
OG0000493	XP_060431467.1	XP_060366726.1
OG0000494	XP_060430167.1	XP_060367148.1
OG0000494	XP_060431357.1	XP_060369361.1
OG0000495	XP_060421718.1	XP_060364350.1
OG0000496	XP_060422695.1	XP_060358479.1
OG0000497	XP_060430262.1	XP_060362211.1
OG0000497	XP_060427789.1	XP_060366393.1, XP_060367565.1
OG0000498	XP_060428244.1	XP_060357655.1
OG0000499	XP_060436593.1	XP_060364305.1
OG0000500	XP_060428265.1	XP_060357122.1
OG0000501	XP_060429750.1	XP_060365340.1
OG0000502	XP_060423459.1	XP_060362770.1
OG0000504	XP_060428049.1	XP_060371554.1
OG0000505	XP_060437019.1	XP_060371640.1
OG0000506	XP_060436667.1	XP_060362076.1
OG0000506	XP_060436666.1	XP_060362075.1
OG0000507	XP_060423853.1	XP_060363354.1
OG0000507	XP_060422970.1	XP_060365899.1
OG0000508	XP_060425013.1	XP_060359476.1
OG0000509	XP_060425012.1	XP_060359477.1
OG0000510	XP_060423857.1	XP_060363359.1
OG0000511	XP_060429961.1	XP_060359157.1
OG0000512	XP_060430030.1	XP_060361246.1
OG0000513	XP_060434802.1	XP_060361998.1
OG0000514	XP_060434651.1	XP_060364081.1
OG0000515	XP_060434593.1	XP_060370935.1, XP_060370936.1
OG0000516	XP_060433897.1	XP_060372002.1
OG0000518	XP_060433257.1	XP_060360744.1
OG0000518	XP_060422718.1	XP_060368262.1
OG0000519	XP_060433713.1	XP_060367588.1
OG0000522	XP_060423201.1	XP_060361918.1
OG0000524	XP_060432565.1	XP_060368751.1
OG0000525	XP_060427442.1	XP_060366660.1
OG0000525	XP_060430584.1	XP_060365493.1
OG0000526	XP_060433026.1	XP_060364115.1
OG0000527	XP_060433107.1	XP_060365167.1
OG0000528	XP_060433217.1	XP_060357837.1
OG0000528	XP_060429435.1	XP_060364482.1
OG0000529	XP_060433323.1	XP_060360266.1
OG0000530	XP_060431997.1	XP_060364003.1
OG0000531	XP_060427234.1	XP_060357934.1
OG0000531	XP_060436531.1	XP_060361429.1
OG0000533	XP_060436765.1	XP_060367937.1
OG0000534	XP_060436814.1	XP_060367889.1
OG0000534	XP_060436815.1	XP_060367888.1
OG0000536	XP_060424457.1	XP_060361951.1
OG0000536	XP_060434821.1	XP_060362020.1
OG0000537	XP_060423298.1, XP_060423299.1, XP_060430248.1, XP_060424594.1	XP_060362196.1
OG0000538	XP_060421577.1	XP_060363951.1
OG0000539	XP_060427419.1	XP_060366684.1
OG0000540	XP_060430240.1	XP_060362188.1
OG0000541	XP_060430229.1	XP_060362177.1
OG0000542	XP_060430191.1	XP_060367169.1
OG0000543	XP_060426486.1	XP_060370538.1
OG0000545	XP_060428061.1	XP_060357453.1
OG0000545	XP_060428589.1	XP_060368071.1
OG0000547	XP_060423206.1	XP_060364226.1
OG0000548	XP_060424313.1	XP_060363551.1
OG0000549	XP_060424278.1	XP_060363515.1
OG0000550	XP_060423793.1	XP_060358531.1
OG0000551	XP_060423782.1	XP_060361008.1
OG0000552	XP_060432238.1	XP_060368210.1
OG0000554	XP_060431749.1	XP_060370361.1
OG0000554	XP_060429043.1	XP_060365238.1
OG0000555	XP_060428959.1	XP_060358267.1
OG0000556	XP_060428932.1	XP_060358014.1
OG0000557	XP_060423728.1, XP_060423729.1, XP_060423531.1, XP_060423730.1	XP_060357426.1, XP_060357425.1
OG0000558	XP_060426919.1	XP_060360097.1
OG0000559	XP_060427829.1	XP_060358120.1
OG0000560	XP_060434261.1	XP_060358606.1
OG0000561	XP_060433238.1	XP_060358063.1
OG0000561	XP_060428257.1, XP_060435294.1	XP_060369657.1
OG0000563	XP_060426319.1	XP_060366853.1
OG0000563	XP_060426318.1	XP_060366854.1
OG0000564	XP_060426280.1, XP_060426279.1	XP_060366895.1, XP_060366896.1
OG0000565	XP_060433610.1	XP_060367698.1
OG0000565	XP_060427246.1	XP_060359091.1
OG0000566	XP_060427307.1	XP_060359609.1
OG0000568	XP_060423928.1	XP_060362866.1
OG0000569	XP_060423961.1	XP_060362837.1
OG0000570	XP_060427754.1	XP_060360970.1
OG0000571	XP_060430835.1	XP_060357271.1
OG0000572	XP_060424972.1	XP_060357173.1
OG0000573	XP_060423259.1	XP_060358500.1
OG0000574	XP_060421979.1	XP_060359306.1
OG0000575	XP_060436051.1	XP_060371041.1
OG0000576	XP_060436313.1	XP_060365442.1
OG0000577	XP_060436415.1	XP_060361721.1
OG0000578	XP_060423701.1	XP_060367818.1
OG0000580	XP_060421848.1	XP_060362387.1, XP_060362388.1
OG0000581	XP_060430845.1	XP_060361055.1
OG0000582	XP_060428134.1	XP_060358938.1
OG0000583	XP_060434771.1	XP_060361968.1
OG0000586	XP_060422066.1	XP_060357232.1
OG0000587	XP_060427140.1	XP_060358207.1
OG0000588	XP_060431534.1	XP_060366794.1
OG0000589	XP_060436892.1	XP_060360408.1
OG0000590	XP_060435624.1	XP_060369599.1
OG0000591	XP_060435643.1	XP_060369580.1
OG0000592	XP_060435808.1	XP_060362151.1
OG0000593	XP_060435827.1	XP_060362132.1
OG0000594	XP_060423690.1	XP_060367833.1
OG0000594	XP_060435831.1	XP_060362128.1
OG0000595	XP_060435921.1	XP_060363446.1
OG0000596	XP_060435940.1	XP_060359575.1
OG0000597	XP_060425852.1	XP_060357163.1
OG0000597	XP_060422217.1	XP_060360043.1
OG0000598	XP_060435030.1	XP_060363020.1, XP_060367367.1, XP_060367368.1
OG0000599	XP_060422715.1	XP_060368265.1
OG0000600	XP_060431501.1	XP_060366761.1, XP_060366763.1
OG0000601	XP_060431430.1	XP_060369297.1
OG0000602	XP_060429177.1	XP_060360847.1
OG0000603	XP_060436395.1	XP_060361699.1
OG0000603	XP_060434345.1	XP_060366247.1
OG0000604	XP_060437224.1	XP_060366108.1
OG0000604	XP_060435506.1	XP_060369227.1
OG0000605	XP_060435120.1	XP_060357786.1
OG0000605	XP_060425064.1	XP_060366580.1
OG0000606	XP_060433876.1	XP_060372023.1
OG0000606	XP_060425784.1	XP_060358506.1
OG0000607	XP_060436940.1	XP_060358178.1
OG0000607	XP_060436941.1	XP_060358177.1
OG0000608	XP_060423648.1	XP_060359895.1
OG0000608	XP_060424968.1	XP_060357555.1
OG0000609	XP_060423645.1	XP_060359892.1
OG0000610	XP_060425729.1	XP_060361774.1
OG0000611	XP_060424415.1	XP_060358906.1
OG0000612	XP_060429571.1	XP_060357288.1
OG0000612	XP_060424283.1	XP_060363519.1, XP_060363520.1
OG0000613	XP_060430492.1	XP_060361828.1
OG0000613	XP_060429607.1	XP_060363653.1
OG0000614	XP_060421656.1, XP_060432663.1, XP_060427337.1	XP_060359359.1
OG0000616	XP_060432460.1	XP_060368849.1
OG0000617	XP_060427532.1	XP_060363690.1
OG0000618	XP_060427590.1	XP_060358240.1
OG0000618	XP_060422691.1	XP_060358825.1
OG0000619	XP_060430524.1	XP_060359669.1
OG0000620	XP_060430522.1	XP_060359667.1
OG0000621	XP_060429336.1	XP_060362545.1
OG0000622	XP_060429345.1	XP_060362537.1
OG0000623	XP_060422468.1	XP_060360078.1
OG0000624	XP_060422460.1	XP_060360071.1
OG0000625	XP_060430595.1	XP_060365503.1
OG0000626	XP_060437314.1	XP_060366195.1
OG0000626	XP_060425219.1	XP_060365782.1
OG0000627	XP_060437307.1	XP_060366189.1
OG0000628	XP_060425035.1	XP_060364203.1
OG0000629	XP_060437050.1	XP_060371612.1
OG0000631	XP_060429211.1	XP_060361469.1
OG0000634	XP_060429927.1	XP_060360875.1
OG0000634	XP_060425633.1	XP_060360515.1
OG0000635	XP_060430064.1	XP_060359803.1
OG0000636	XP_060426080.1	XP_060367719.1
OG0000636	XP_060430097.1	XP_060362630.1
OG0000637	XP_060434814.1	XP_060362013.1
OG0000638	XP_060434725.1	XP_060363217.1
OG0000639	XP_060434597.1	XP_060370940.1
OG0000639	XP_060427328.1	XP_060359629.1
OG0000640	XP_060433877.1, XP_060433878.1	XP_060372022.1
OG0000641	XP_060429809.1	XP_060358958.1
OG0000641	XP_060429808.1	XP_060358957.1
OG0000643	XP_060422765.1	XP_060368307.1
OG0000644	XP_060431087.1	XP_060357134.1
OG0000645	XP_060430896.1	XP_060361103.1
OG0000646	XP_060430927.1	XP_060359444.1
OG0000647	XP_060430942.1	XP_060360555.1
OG0000649	XP_060430155.1	XP_060367137.1
OG0000650	XP_060433016.1	XP_060364124.1
OG0000651	XP_060433021.1	XP_060364119.1
OG0000651	XP_060430421.1	XP_060358320.1
OG0000652	XP_060433140.1	XP_060365136.1
OG0000653	XP_060433138.1	XP_060365134.1
OG0000654	XP_060433235.1	XP_060358066.1
OG0000654	XP_060427866.1	XP_060361647.1
OG0000655	XP_060424706.1	XP_060368396.1
OG0000656	XP_060432025.1	XP_060363977.1
OG0000657	XP_060424309.1	XP_060363546.1
OG0000658	XP_060423199.1	XP_060361920.1
OG0000659	XP_060432630.1	XP_060364863.1
OG0000660	XP_060431002.1	XP_060364908.1
OG0000661	XP_060426781.1	XP_060363818.1
OG0000661	XP_060427415.1	XP_060366691.1
OG0000662	XP_060421904.1	XP_060357071.1, XP_060358140.1
OG0000663	XP_060432482.1	XP_060368825.1
OG0000664	XP_060433376.1	XP_060370562.1
OG0000664	XP_060422466.1	XP_060360076.1
OG0000665	XP_060423012.1	XP_060362243.1
OG0000665	XP_060426493.1	XP_060370544.1
OG0000666	XP_060422074.1	XP_060361511.1
OG0000667	XP_060422567.1	XP_060361534.1
OG0000668	XP_060421269.1	XP_060361558.1
OG0000669	XP_060427907.1	XP_060360192.1
OG0000670	XP_060422151.1	XP_060359509.1
OG0000671	XP_060436392.1	XP_060357806.1
OG0000673	XP_060432729.1, XP_060432730.1	XP_060366084.1
OG0000674	XP_060432673.1	XP_060360617.1, XP_060360619.1
OG0000674	XP_060432983.1	XP_060360618.1
OG0000675	XP_060432096.1	XP_060358453.1
OG0000676	XP_060424286.1	XP_060363523.1
OG0000677	XP_060432196.1	XP_060368249.1
OG0000678	XP_060432236.1	XP_060368212.1
OG0000680	XP_060421881.1	XP_060358282.1
OG0000681	XP_060431806.1	XP_060370306.1
OG0000681	XP_060431805.1	XP_060370308.1
OG0000682	XP_060429073.1	XP_060365273.1
OG0000683	XP_060429004.1	XP_060365205.1
OG0000684	XP_060428919.1	XP_060358003.1
OG0000685	XP_060428550.1	XP_060368031.1
OG0000686	XP_060423553.1	XP_060357773.1
OG0000687	XP_060425054.1	XP_060364222.1
OG0000688	XP_060426895.1	XP_060363945.1
OG0000689	XP_060425476.1	XP_060365283.1
OG0000689	XP_060425475.1	XP_060365282.1
OG0000690	XP_060430325.1	XP_060362515.1
OG0000691	XP_060435271.1	XP_060369675.1
OG0000692	XP_060435284.1	XP_060369663.1
OG0000693	XP_060430438.1	XP_060357571.1
OG0000693	XP_060430442.1	XP_060357573.1
