Orthogroup	Colletotrichum_godetiae	Colletotrichum_truncatum
OG0000324	XP_060421433.1, XP_060424543.1	XP_036576332.2
OG0000326	XP_060436063.1, XP_060424593.1, XP_060422267.1, XP_060422522.1	XP_036584348.1, XP_036589416.1
OG0000327	XP_060428982.1	XP_036575400.2
OG0000327	XP_060435534.1	XP_070062582.1
OG0000328	XP_060435367.1	XP_036582298.1, XP_070062147.1
OG0000329	XP_060435628.1	XP_070062600.1
OG0000331	XP_060422481.1	XP_036587267.1
OG0000332	XP_060429871.1	XP_036576163.1
OG0000332	XP_060423209.1	XP_036581950.1
OG0000333	XP_060425261.1, XP_060431398.1	XP_036585187.1
OG0000335	XP_060425221.1, XP_060422724.1	XP_036576055.1
OG0000336	XP_060428966.1	XP_036575412.1
OG0000337	XP_060437285.1, XP_060435014.1	XP_070061438.1
OG0000339	XP_060436949.1	XP_036588560.1, XP_036589107.1
OG0000340	XP_060423528.1	XP_070060535.1
OG0000341	XP_060431234.1	XP_070061866.1
OG0000342	XP_060425723.1	XP_036589998.1
OG0000343	XP_060423569.1	XP_036588050.2
OG0000343	XP_060424365.1	XP_036576968.1
OG0000344	XP_060429601.1	XP_036579954.1
OG0000344	XP_060422964.1	XP_036577899.1
OG0000345	XP_060423159.1	XP_036580034.1
OG0000346	XP_060425838.1	XP_036588024.1
OG0000347	XP_060427538.1, XP_060433586.1	XP_036586654.1
OG0000348	XP_060430532.1, XP_060425839.1	XP_036574476.1
OG0000349	XP_060429308.1	XP_036589945.1
OG0000349	XP_060426357.1, XP_060433747.1	XP_036586340.1
OG0000350	XP_060421555.1	XP_070061946.1, XP_036587258.1
OG0000352	XP_060437187.1	XP_036588869.1
OG0000352	XP_060425033.1	XP_036581872.2
OG0000353	XP_060436997.1	XP_036589027.1, XP_036579776.1, XP_036587191.1
OG0000354	XP_060436975.1	XP_036576902.1
OG0000354	XP_060429025.1, XP_060433842.1	XP_036581741.1
OG0000355	XP_060427519.1	XP_036579480.1
OG0000356	XP_060430253.1	XP_070060440.1
OG0000356	XP_060433503.1	XP_070062031.1
OG0000357	XP_060431271.1	XP_036577719.1, XP_036575889.1
OG0000358	XP_060431270.1	XP_036575888.1, XP_036577720.1
OG0000359	XP_060421651.1, XP_060421746.1, XP_060432667.1, XP_060421414.1, XP_060427342.1	XP_036576546.1, XP_036584625.1
OG0000360	XP_060428323.1	XP_036585807.1
OG0000361	XP_060430103.1	XP_036579799.1
OG0000361	XP_060433116.1	XP_036590008.2
OG0000362	XP_060434790.1	XP_036582451.1
OG0000362	XP_060426095.1	XP_036580930.1
OG0000363	XP_060431048.1	XP_036578149.2
OG0000363	XP_060423738.1	XP_036580318.1
OG0000364	XP_060431055.1	XP_036578137.1
OG0000365	XP_060436523.1	XP_070061012.1
OG0000366	XP_060422114.1, XP_060423321.1, XP_060421384.1, XP_060421696.1	XP_036584514.1
OG0000367	XP_060423103.1	XP_036577393.1
OG0000368	XP_060430907.1	XP_036586819.1
OG0000369	XP_060435377.1, XP_060430957.1	XP_036586900.1
OG0000370	XP_060430959.1	XP_036586902.1
OG0000370	XP_060435379.1	XP_036585359.1
OG0000371	XP_060421812.1, XP_060421357.1, XP_060421770.1, XP_060421338.1, XP_060421287.1	XP_036584490.1, XP_036584609.1, XP_036576554.1
OG0000372	XP_060421400.1, XP_060421361.1, XP_060421798.1, XP_060421701.1, XP_060421307.1	XP_036584497.1
OG0000373	XP_060436713.1, XP_060430655.1	XP_036576717.1
OG0000374	XP_060425239.1	XP_070061189.1
OG0000374	XP_060433370.1	XP_070062050.1
OG0000375	XP_060430311.1	XP_036587763.1
OG0000375	XP_060422031.1	XP_036589093.1
OG0000376	XP_060429198.1	XP_036577753.1, XP_070061183.1
OG0000376	XP_060422025.1	XP_036576763.1, XP_036579831.2
OG0000378	XP_060431019.1	XP_036578100.1
OG0000379	XP_060432546.1	XP_036585056.1
OG0000380	XP_060425179.1	XP_070061195.1
OG0000380	XP_060426677.1	XP_036580785.1
OG0000381	XP_060429133.1	XP_036589830.2
OG0000382	XP_060430192.1	XP_036587347.1
OG0000382	XP_060421585.1	XP_036582655.2
OG0000384	XP_060422586.1, XP_060429066.1	XP_036588205.1
OG0000385	XP_060434283.1	XP_036574466.1
OG0000386	XP_060434282.1	XP_036580276.1, XP_070061503.1
OG0000387	XP_060426663.1	XP_070061478.1
OG0000388	XP_060422159.1	XP_036574211.1
OG0000389	XP_060432692.1	XP_036587233.1, XP_036574503.1
OG0000390	XP_060426315.1	XP_036578016.1
OG0000392	XP_060431235.1	XP_070060053.1
OG0000393	XP_060424814.1	XP_036583597.1
OG0000393	XP_060424990.1	XP_036581913.1
OG0000394	XP_060425282.1	XP_036577682.1
OG0000394	XP_060426846.1	XP_036582740.1
OG0000395	XP_060429432.1, XP_060430331.1	XP_070060070.1
OG0000396	XP_060427240.1	XP_036582169.1
OG0000397	XP_060427264.1	XP_036582156.1
OG0000397	XP_060425597.1	XP_036577306.1
OG0000398	XP_060426199.1, XP_060429416.1	XP_036575457.1
OG0000400	XP_060433566.1	XP_036585937.1
OG0000401	XP_060427110.1	XP_036582287.1
OG0000402	XP_060433746.1	XP_036586337.1
OG0000402	XP_060426057.1	XP_036580961.1
OG0000403	XP_060430780.1	XP_036589576.1, XP_070061499.1, XP_070060714.1, XP_036575901.1, XP_036577597.1
OG0000404	XP_060424738.1	XP_036578629.2
OG0000408	XP_060431203.1	XP_036576283.1, XP_070061860.1
OG0000410	XP_060425592.1, XP_060422533.1, XP_060422413.1	XP_036577310.1
OG0000413	XP_060436886.1	XP_070061377.1, XP_036576669.1
OG0000414	XP_060435746.1	XP_036588441.2
OG0000414	XP_060428089.1	XP_036583810.1
OG0000415	XP_060435803.1, XP_060421894.1	XP_036588552.1
OG0000416	XP_060435805.1	XP_036588550.1
OG0000417	XP_060429870.1	XP_036579060.1
OG0000418	XP_060434422.1	XP_036585745.1
OG0000419	XP_060428634.1	XP_036577152.1
OG0000420	XP_060421723.1	XP_036575275.1
OG0000421	XP_060436912.1, XP_060429118.1	XP_036578136.1
OG0000422	XP_060436900.1	XP_036589139.1
OG0000423	XP_060424424.1	XP_036582165.1
OG0000424	XP_060422075.1	XP_036578550.1, XP_036583104.1
OG0000425	XP_060434970.1	XP_036577037.1
OG0000426	XP_060435187.1, XP_060436791.1	XP_036575668.1
OG0000427	XP_060432656.1, XP_060421504.1, XP_060424644.1, XP_060437028.1	XP_036588905.2
OG0000428	XP_060426783.1	XP_036581094.1
OG0000429	XP_060432462.1	XP_036584985.1
OG0000430	XP_060429264.1	XP_036579849.1, XP_036587723.1
OG0000432	XP_060423837.1	XP_036577061.1
OG0000435	XP_060430054.1	XP_036582577.1, XP_036587190.1, XP_036588507.1, XP_036586845.1
OG0000436	XP_060430065.1	XP_070061127.1, XP_070061344.1
OG0000437	XP_060430113.1	XP_036587325.1
OG0000438	XP_060434810.1	XP_036582435.1
OG0000438	XP_060429480.1	XP_036586350.1
OG0000439	XP_060434742.1	XP_036577073.1
OG0000440	XP_060434733.1	XP_036581705.1, XP_036582482.1
OG0000442	XP_060429803.1	XP_070062188.1
OG0000444	XP_060427345.1, XP_060421410.1, XP_060421647.1, XP_060421752.1	XP_036584622.2, XP_036576550.2
OG0000445	XP_060429204.1	XP_036589771.1
OG0000446	XP_060427678.1	XP_036579303.1
OG0000447	XP_060422073.1	XP_036588215.1
OG0000447	XP_060431144.1	XP_036581768.1, XP_036581338.1
OG0000448	XP_060431153.1, XP_060422872.1	XP_070062127.1
OG0000448	XP_060434961.1	XP_036584747.2
OG0000449	XP_060430923.1	XP_036586878.1
OG0000449	XP_060427890.1	XP_036582030.1
OG0000450	XP_060426723.1	XP_036580740.1
OG0000451	XP_060427646.1	XP_070061069.1, XP_036578573.1
OG0000452	XP_060422009.1	XP_070060073.1, XP_036581311.1, XP_036575808.1
OG0000453	XP_060429434.1	XP_036586481.1
OG0000454	XP_060433360.1	XP_036583988.1
OG0000456	XP_060428946.1, XP_060430994.1	XP_036578085.1
OG0000458	XP_060430182.1	XP_070060417.1
OG0000459	XP_060424667.1	XP_036582005.1
OG0000460	XP_060422069.1	XP_036588225.1, XP_036582499.1
OG0000461	XP_060425860.1	XP_036588012.1, XP_036575307.1
OG0000462	XP_060424544.1, XP_060421434.1	XP_036574860.1
OG0000464	XP_060426971.1	XP_036587838.1
OG0000465	XP_060421541.1	XP_036574514.1
OG0000466	XP_060432117.1	XP_036578183.2
OG0000467	XP_060422963.1	XP_036577511.1
OG0000469	XP_060424866.1	XP_070060196.1
OG0000469	XP_060425866.1	XP_070060850.1
OG0000471	XP_060429085.1	XP_036576150.1
OG0000472	XP_060429050.1	XP_036575975.1
OG0000473	XP_060425319.1	XP_036577639.1
OG0000473	XP_060423518.1	XP_036582682.1
OG0000474	XP_060423554.1	XP_036582643.1
OG0000476	XP_060424685.1	XP_036583842.1
OG0000476	XP_060422658.1	XP_036584335.1
OG0000477	XP_060427304.1	XP_036574518.1
OG0000478	XP_060427305.1	XP_070061937.1, XP_036577447.1
OG0000479	XP_060423256.1	XP_036582011.2
OG0000479	XP_060429459.1	XP_070060737.1
OG0000480	XP_060421757.1, XP_060421659.1	XP_070060343.1
OG0000482	XP_060436397.1	XP_036589584.1
OG0000483	XP_060421675.1, XP_060421674.1	XP_036588780.1
OG0000484	XP_060423336.1	XP_036585408.1
OG0000484	XP_060423335.1	XP_036585410.1
OG0000489	XP_060423053.1	XP_036588111.1
OG0000490	XP_060424552.1, XP_060424525.1, XP_060422842.1	XP_036584516.1
OG0000491	XP_060422130.1, XP_060424530.1, XP_060421519.1	XP_036581017.1
OG0000492	XP_060425360.1	XP_036577607.1
OG0000493	XP_060431467.1	XP_036581667.1
OG0000494	XP_060430167.1	XP_036577441.1
OG0000495	XP_060421718.1	XP_036575271.1
OG0000497	XP_060430262.1, XP_060427789.1	XP_036586933.1
OG0000498	XP_060428244.1	XP_036581347.1, XP_036577907.1
OG0000500	XP_060421661.1, XP_060421495.1, XP_060428265.1	XP_036584642.2
OG0000501	XP_060427557.1	XP_036579423.1
OG0000502	XP_060429867.1	XP_036578652.1
OG0000504	XP_060428049.1	XP_070061521.1, XP_036575177.1
OG0000505	XP_060431269.1	XP_036575887.2
OG0000505	XP_060437019.1	XP_036575524.1, XP_036589005.1
OG0000506	XP_060436667.1	XP_070061340.1
OG0000506	XP_060436666.1	XP_070061339.1
OG0000507	XP_060423853.1	XP_036577047.1
OG0000508	XP_060425013.1	XP_036581886.1
OG0000509	XP_060425012.1	XP_070062391.1
OG0000510	XP_060423857.1	XP_036577044.1
OG0000511	XP_060429961.1	XP_036575080.1, XP_036575079.1, XP_036575726.1
OG0000512	XP_060430030.1	XP_036580354.1, XP_036580322.1
OG0000513	XP_060434802.1	XP_036576444.1
OG0000514	XP_060434651.1	XP_036575405.1, XP_036585565.2
OG0000515	XP_060434593.1	XP_036585585.1, XP_036585584.1
OG0000517	XP_060422839.1, XP_060423323.1, XP_060421293.1, XP_060421370.1, XP_060421705.1, XP_060428267.1	XP_036574253.2, XP_036584567.1
OG0000519	XP_060433713.1	XP_036583821.1
OG0000520	XP_060422318.1	XP_036588716.1
OG0000520	XP_060421459.1	XP_036583926.1
OG0000522	XP_060423201.1, XP_060422862.1, XP_060424564.1, XP_060421914.1	XP_036581959.1
OG0000523	XP_060421405.1, XP_060421754.1, XP_060421643.1	XP_036584499.1, XP_036584424.2, XP_036584633.1
OG0000524	XP_060432565.1	XP_036585070.1
OG0000525	XP_060430584.1	XP_036581565.1
OG0000526	XP_060433026.1	XP_036576058.1
OG0000528	XP_060433217.1	XP_036581762.1
OG0000528	XP_060429435.1	XP_036586480.1
OG0000529	XP_060433323.1	XP_036583984.1
OG0000530	XP_060431997.1	XP_036574373.1
OG0000531	XP_060427234.1	XP_036587356.1
OG0000531	XP_060436531.1	XP_036589675.1
OG0000532	XP_060436708.1	XP_070061352.1
OG0000532	XP_060425802.1	XP_036581722.1, XP_036577593.1
OG0000533	XP_060436765.1	XP_036587215.1, XP_036578078.1
OG0000534	XP_060436814.1, XP_060436815.1	XP_036589229.1, XP_036589228.1
OG0000535	XP_060422795.1	XP_070059748.1
OG0000536	XP_060434821.1	XP_036582428.1
OG0000537	XP_060423298.1, XP_060423299.1, XP_060430248.1, XP_060424594.1	XP_070059813.1, XP_036576636.1
OG0000539	XP_060427419.1	XP_036575688.1
OG0000540	XP_060430240.1	XP_036580061.1, XP_036588718.1
OG0000541	XP_060430229.1	XP_036574285.1, XP_036576620.1
OG0000542	XP_060430191.1	XP_036587346.1
OG0000544	XP_060428149.1	XP_036581243.1
OG0000545	XP_060428061.1	XP_070060654.1
OG0000547	XP_060423206.1	XP_036581952.1
OG0000548	XP_060424313.1	XP_036577417.1, XP_036588728.1
OG0000549	XP_060424278.1, XP_060424279.1	XP_036581524.1
OG0000550	XP_060423793.1	XP_036580356.1
OG0000551	XP_060423782.1	XP_036574969.1
OG0000552	XP_060432238.1	XP_036582084.1, XP_036584185.2
OG0000554	XP_060431749.1, XP_060429043.1	XP_036578399.1
OG0000555	XP_060428959.1	XP_070060682.1
OG0000556	XP_060426949.1	XP_070060811.1
OG0000556	XP_060428932.1	XP_070060499.1
OG0000557	XP_060423728.1, XP_060423729.1, XP_060423531.1, XP_060423730.1	XP_070060534.1
OG0000558	XP_060426919.1	XP_036587798.2
OG0000559	XP_060427829.1	XP_036586077.1, XP_070062619.1
OG0000560	XP_060434261.1	XP_036587706.1
OG0000561	XP_060433238.1	XP_036583885.1
OG0000563	XP_060426319.1	XP_036578014.1
OG0000563	XP_060426318.1	XP_070060958.1
OG0000564	XP_060426280.1	XP_070060948.1
OG0000564	XP_060426279.1	XP_036578042.2
OG0000565	XP_060433610.1	XP_036574711.2
OG0000568	XP_060423928.1	XP_036585849.1, XP_070060692.1
OG0000569	XP_060423961.1	XP_036576062.1, XP_036575175.1, XP_070060702.1
OG0000571	XP_060424977.1	XP_036581938.1
OG0000572	XP_060424972.1	XP_036581943.1
OG0000573	XP_060423259.1	XP_036576682.1, XP_036589644.1, XP_036586459.1
OG0000575	XP_060436051.1	XP_036589448.1
OG0000576	XP_060436313.1	XP_036589482.1
OG0000577	XP_060436415.1	XP_036589598.1
OG0000578	XP_060423701.1	XP_036575169.1, XP_036581034.1
OG0000580	XP_060421848.1	XP_070060262.1, XP_036584887.2
OG0000581	XP_060430845.1	XP_036576666.1, XP_036586868.1
OG0000582	XP_060428134.1	XP_070061074.1
OG0000583	XP_060434771.1	XP_036576915.1, XP_036588071.1
OG0000584	XP_060421571.1	XP_036584085.1, XP_036580060.2
OG0000586	XP_060422066.1, XP_060424557.1, XP_060421921.1	XP_036588227.1
OG0000587	XP_060427140.1	XP_036582449.1
OG0000588	XP_060431534.1	XP_036585317.1
OG0000589	XP_060436892.1	XP_036589176.1
OG0000590	XP_060435624.1	XP_036588387.1
OG0000591	XP_060435643.1	XP_036587955.1
OG0000592	XP_060435808.1	XP_036588547.1
OG0000593	XP_060435827.1	XP_036589835.1, XP_036588563.1, XP_036588525.1
OG0000594	XP_060423690.1	XP_070062064.1
OG0000595	XP_060435921.1	XP_036582522.1, XP_070061950.1
OG0000596	XP_060435940.1	XP_036588588.1, XP_036576179.1
OG0000599	XP_060422715.1	XP_036576059.1
OG0000600	XP_060431501.1	XP_036585351.1
OG0000601	XP_060431430.1	XP_036585233.1
OG0000603	XP_060436395.1	XP_036589582.1
OG0000603	XP_060434345.1	XP_036580558.1
OG0000604	XP_060437224.1	XP_036580120.1, XP_036589233.2
OG0000605	XP_060425064.1	XP_036578623.1
OG0000606	XP_060425784.1	XP_036577377.2
OG0000607	XP_060436940.1	XP_036584040.2, XP_036589082.1
OG0000607	XP_060436941.1	XP_036589083.1
OG0000611	XP_060424415.1	XP_036585778.2, XP_036576974.1
OG0000612	XP_060429571.1	XP_036580088.1
OG0000613	XP_060430492.1	XP_070060748.1
OG0000613	XP_060429607.1	XP_036579968.1
OG0000614	XP_060422843.1	XP_036584465.1
OG0000614	XP_060421656.1, XP_060432663.1, XP_060427337.1	XP_036576540.1, XP_036584631.2, XP_036584639.1, XP_036576533.1
OG0000616	XP_060434967.1, XP_060434968.1, XP_060432460.1	XP_036584983.2
OG0000617	XP_060427532.1	XP_036579437.1
OG0000619	XP_060430524.1	XP_070060901.1
OG0000620	XP_060430522.1	XP_036577050.1, XP_036581504.1
OG0000621	XP_060421672.1	XP_036589974.1
OG0000621	XP_060429336.1	XP_036579073.1
OG0000622	XP_060429345.1	XP_036590016.1
OG0000623	XP_060422468.1	XP_036589545.1, XP_036586528.1
OG0000624	XP_060422460.1	XP_036587310.1
OG0000626	XP_060437314.1	XP_036577744.1
OG0000626	XP_060425219.1	XP_036575006.1
OG0000627	XP_060437307.1	XP_070061071.1, XP_036578578.2
OG0000628	XP_060435583.1	XP_036574747.1
OG0000628	XP_060425035.1	XP_036587703.1, XP_036587043.1
OG0000629	XP_060437050.1	XP_036588922.1
OG0000633	XP_060423324.1, XP_060421294.1, XP_060421317.1, XP_060421707.1, XP_060421371.1	XP_036584569.1, XP_036574251.2
OG0000634	XP_060429927.1	XP_036579009.1
OG0000634	XP_060425633.1	XP_070060716.1
OG0000635	XP_060430064.1	XP_070061343.1, XP_036574412.1, XP_036582567.2
OG0000636	XP_060426080.1	XP_036579398.1
OG0000636	XP_060430097.1	XP_036582536.1
OG0000637	XP_060434814.1	XP_036583923.1, XP_036575474.1
OG0000638	XP_060434725.1	XP_036582486.1
OG0000639	XP_060434597.1, XP_060427328.1	XP_036585580.2
OG0000640	XP_060433877.1, XP_060433878.1	XP_070060392.1
OG0000641	XP_060429809.1	XP_036577355.1
OG0000641	XP_060429808.1	XP_036586223.1
OG0000643	XP_060422765.1	XP_036576016.1
OG0000644	XP_060431087.1	XP_070059902.1
OG0000644	XP_060423303.1	XP_070061122.1, XP_036586325.1
OG0000645	XP_060430896.1	XP_036586827.1
OG0000645	XP_060424576.1	XP_036579079.1
OG0000646	XP_060430927.1	XP_070060374.1
OG0000647	XP_060430942.1	XP_036586888.1
OG0000650	XP_060427575.1	XP_036579397.1
OG0000651	XP_060430421.1	XP_070061083.1
OG0000652	XP_060433140.1	XP_036574322.1
OG0000653	XP_060433138.1	XP_036579683.1
OG0000654	XP_060427866.1	XP_036580278.1
OG0000655	XP_060424706.1	XP_036584015.1
OG0000656	XP_060432025.1	XP_036583487.1
OG0000657	XP_060424309.1	XP_070060065.1
OG0000658	XP_060432623.1	XP_036576358.2
OG0000658	XP_060423199.1	XP_036581961.1
OG0000659	XP_060432630.1	XP_036578062.1
OG0000660	XP_060431002.1	XP_036578094.1, XP_036578093.1, XP_036582473.1
OG0000661	XP_060426781.1	XP_036585454.1
OG0000661	XP_060427415.1	XP_036575684.1
OG0000663	XP_060432481.1	XP_036585005.1
OG0000663	XP_060432482.1	XP_036585006.2
OG0000664	XP_060433376.1	XP_036586115.1
OG0000665	XP_060426493.1	XP_036574584.1
OG0000666	XP_060422074.1, XP_060422590.1	XP_036588216.1
OG0000667	XP_060422567.1	XP_036588160.1
OG0000667	XP_060427236.1	XP_036586913.1
OG0000668	XP_060421269.1	XP_036588179.1
OG0000669	XP_060427907.1	XP_036580197.2
OG0000670	XP_060422151.1	XP_036577821.1
OG0000671	XP_060436392.1	XP_036590018.1
OG0000672	XP_060428158.1	XP_070060632.1, XP_036574277.1
OG0000674	XP_060432673.1, XP_060432983.1	XP_070061979.1
OG0000675	XP_060432096.1	XP_036581128.1
OG0000676	XP_060424286.1	XP_036580405.1, XP_036586413.2
OG0000678	XP_060432236.1	XP_036584183.1, XP_036583922.1
OG0000680	XP_060421881.1	XP_070061584.1
OG0000681	XP_060431806.1, XP_060431805.1	XP_070062499.1
OG0000682	XP_060429073.1	XP_036575924.1, XP_070062694.1
OG0000684	XP_060428919.1	XP_036574364.1
OG0000685	XP_060423524.1	XP_036582678.1
OG0000686	XP_060423553.1	XP_036584428.1
OG0000686	XP_060422540.1, XP_060421794.1	XP_070059838.1
OG0000687	XP_060425054.1	XP_036581867.1
OG0000688	XP_060426895.1	XP_070060538.1
OG0000689	XP_060425476.1, XP_060425475.1	XP_070060807.1
OG0000690	XP_060430325.1	XP_070060951.1, XP_036574630.2
OG0000691	XP_060435271.1	XP_036586668.1, XP_036584019.2
OG0000692	XP_060435284.1	XP_036586679.1
OG0000693	XP_060430438.1	XP_036581407.1
OG0000693	XP_060430442.1	XP_036581404.1
OG0000694	XP_060424687.1	XP_036574780.1
OG0000695	XP_060427183.1	XP_036578637.1, XP_036578180.1
OG0000696	XP_060427208.1, XP_060430753.1	XP_036582201.1
OG0000697	XP_060427276.1	XP_036579767.1
OG0000699	XP_060425609.1	XP_036577090.1
OG0000700	XP_060434783.1	XP_036582587.1
OG0000700	XP_060421734.1, XP_060428269.1	XP_036584352.1
OG0000701	XP_060428580.1	XP_036587212.1
OG0000701	XP_060423428.1	XP_036580110.2
OG0000702	XP_060423421.1	XP_036587177.1
OG0000705	XP_060425348.1	XP_036577618.1
OG0000706	XP_060436109.1	XP_036589352.2
OG0000707	XP_060436086.1	XP_036589390.1
OG0000708	XP_060436255.1	XP_070062274.1
OG0000709	XP_060428967.1	XP_036575410.2
OG0000710	XP_060425999.1	XP_070060475.1
OG0000711	XP_060422881.1, XP_060422882.1	XP_036578979.2, XP_070062128.1
OG0000712	XP_060422884.1	XP_036578783.1, XP_036576848.2
OG0000713	XP_060421683.1	XP_036579497.1
OG0000714	XP_060428491.1, XP_060428505.1, XP_060428506.1, XP_060428504.1	XP_036574980.1
OG0000715	XP_060421835.1	XP_036588230.1
OG0000715	XP_060430782.1	XP_036586786.1
OG0000717	XP_060423433.1	XP_070060970.1, XP_036587183.1
OG0000721	XP_060435544.1	XP_070062584.1
OG0000722	XP_060435569.1	XP_036588335.1
OG0000724	XP_060435904.1	XP_036588623.1
OG0000725	XP_060436960.1	XP_070061390.1
OG0000726	XP_060424056.1	XP_036576812.1
OG0000727	XP_060425102.1, XP_060430146.1, XP_060429872.1	XP_036582416.1
OG0000729	XP_060431466.1	XP_036581668.1
OG0000729	XP_060422799.1	XP_036578383.1, XP_036579992.1
OG0000730	XP_060431399.1	XP_036585206.1
OG0000730	XP_060429800.1	XP_036585186.1
OG0000731	XP_060431347.1	XP_036574433.1
OG0000732	XP_060431343.1	XP_036585162.1
OG0000733	XP_060425679.1, XP_060434361.1	XP_036580554.1
OG0000734	XP_060428295.1	XP_036585787.1
OG0000736	XP_060435019.1	XP_070060277.1
OG0000738	XP_060428934.1	XP_036575521.1
OG0000739	XP_060436931.1	XP_036578937.1
OG0000740	XP_060422599.1, XP_060424839.1	XP_036578725.1
OG0000741	XP_060434773.1, XP_060428720.1	XP_036574897.1
OG0000743	XP_060423653.1, XP_060428920.1	XP_070061926.1
OG0000744	XP_060430460.1, XP_060423644.1	XP_036581101.1
OG0000745	XP_060425692.1	XP_036575610.1
OG0000746	XP_060424387.1	XP_070062365.1, XP_070062123.1, XP_036577789.1, XP_036581766.1, XP_070062658.1
OG0000748	XP_060429584.1	XP_036579939.1
OG0000749	XP_060423129.1, XP_060429134.1	XP_036589829.1
OG0000751	XP_060433714.1, XP_060434982.1	XP_036583825.1
OG0000752	XP_060430535.1, XP_060426833.1	XP_036582756.1
OG0000755	XP_060428642.1	XP_036588711.1
OG0000756	XP_060429310.1	XP_036589947.1
OG0000758	XP_060437274.1	XP_036588798.1
OG0000759	XP_060437148.1	XP_036588849.2
OG0000760	XP_060422106.1, XP_060437045.1	XP_070061420.1
OG0000761	XP_060425101.1	XP_036578556.1
OG0000762	XP_060425612.1	XP_036575174.1
OG0000763	XP_060425125.1	XP_036581170.1
OG0000764	XP_060433534.1	XP_036581028.1
OG0000765	XP_060431264.1	XP_036575883.1
OG0000767	XP_060421836.1	XP_036588231.1
OG0000770	XP_060421783.1	XP_036579454.1
OG0000771	XP_060421787.1	XP_036579476.1
OG0000772	XP_060429948.1	XP_036590004.1, XP_036575830.1, XP_070062678.1, XP_070060864.1
OG0000773	XP_060430031.1	XP_036586078.1
OG0000774	XP_060430033.1	XP_036582592.1
OG0000775	XP_060434034.1, XP_060430039.1	XP_036587559.1
OG0000776	XP_060430098.1, XP_060426082.1	XP_036582534.1
OG0000777	XP_060426015.1	XP_036581011.2
OG0000778	XP_060430122.1	XP_036582508.1
OG0000779	XP_060430121.1	XP_036582507.1
