Orthogroup	Colletotrichum_godetiae	Colletotrichum_siamense
OG0000303	XP_060436174.1	XP_036489969.1
OG0000304	XP_060428493.1	XP_036490669.1
OG0000304	XP_060425851.1	XP_036491926.1
OG0000305	XP_060425832.1	XP_036488119.1
OG0000305	XP_060423599.1	XP_036496695.1
OG0000306	XP_060425418.1	XP_036494273.1, XP_036497448.1
OG0000307	XP_060434237.1	XP_036493930.1
OG0000307	XP_060428100.1	XP_036501910.1
OG0000308	XP_060432127.1	XP_036499438.1
OG0000309	XP_060422943.1	XP_036495244.1
OG0000310	XP_060424879.1	XP_036496966.1
OG0000311	XP_060431654.1	XP_036491940.1, XP_036490568.1, XP_036498780.1
OG0000312	XP_060428929.1	XP_036493969.1
OG0000313	XP_060430374.1	XP_036492574.1
OG0000313	XP_060428926.1	XP_036493968.1
OG0000314	XP_060430443.1	XP_036492152.1
OG0000314	XP_060429703.1	XP_036488094.1
OG0000315	XP_060423679.1	XP_036499353.1
OG0000315	XP_060430300.1	XP_036501520.1
OG0000316	XP_060426187.1	XP_036492862.1
OG0000316	XP_060429475.1	XP_036488444.1
OG0000317	XP_060429399.1	XP_036491186.1, XP_036502097.1, XP_036496757.1, XP_036493656.1
OG0000318	XP_060430777.1	XP_036495854.1
OG0000318	XP_060429453.1	XP_036488388.1
OG0000319	XP_060434925.1	XP_036495986.1
OG0000319	XP_060436399.1	XP_036489585.1
OG0000326	XP_060436063.1, XP_060424593.1, XP_060422267.1, XP_060422522.1	XP_036489291.1
OG0000327	XP_060428982.1	XP_036495067.1
OG0000327	XP_060435534.1	XP_036498134.1
OG0000329	XP_060425752.1	XP_036499528.1
OG0000329	XP_060435628.1	XP_036498908.1
OG0000330	XP_060435821.1	XP_036493723.1
OG0000331	XP_060430871.1	XP_036496700.1
OG0000331	XP_060422481.1	XP_036499562.1
OG0000332	XP_060423209.1	XP_036498698.1
OG0000333	XP_060425261.1, XP_060431398.1	XP_036502327.1, XP_036495161.1, XP_036498472.1
OG0000335	XP_060425221.1	XP_036493304.1
OG0000336	XP_060428966.1	XP_036494990.1
OG0000337	XP_060437285.1	XP_036490915.1
OG0000337	XP_060435014.1	XP_036496124.1
OG0000338	XP_060425806.1	XP_036497737.1
OG0000338	XP_060436643.1	XP_036500549.1
OG0000339	XP_060431001.1	XP_036496878.1
OG0000340	XP_060423528.1	XP_036494897.1
OG0000340	XP_060433790.1	XP_036487971.1
OG0000341	XP_060431234.1	XP_036496758.1
OG0000342	XP_060425723.1	XP_036487929.1, XP_036497164.1, XP_036500625.1
OG0000343	XP_060423569.1	XP_036495553.1
OG0000343	XP_060424365.1	XP_036499686.1
OG0000344	XP_060429601.1	XP_036498975.1
OG0000344	XP_060422964.1	XP_036494013.1
OG0000345	XP_060424823.1	XP_036502474.1
OG0000345	XP_060423159.1	XP_036499825.1
OG0000347	XP_060427538.1	XP_036493375.1
OG0000348	XP_060430532.1	XP_036501836.1
OG0000348	XP_060425839.1	XP_036494022.1
OG0000349	XP_060429308.1	XP_036489633.1
OG0000350	XP_060421555.1	XP_036494528.1, XP_036496363.1, XP_036500548.1
OG0000352	XP_060437187.1	XP_036490652.1
OG0000352	XP_060425033.1	XP_036498093.1
OG0000353	XP_060436997.1	XP_036490353.1, XP_036496698.1
OG0000354	XP_060436975.1	XP_036489279.1
OG0000355	XP_060425130.1	XP_036492205.1
OG0000355	XP_060427519.1	XP_036497374.1
OG0000356	XP_060430253.1	XP_036495633.1
OG0000356	XP_060433503.1	XP_036499851.1
OG0000357	XP_060427845.1	XP_036501418.1
OG0000357	XP_060431271.1	XP_036495862.1
OG0000358	XP_060431270.1	XP_036495866.1
OG0000358	XP_060427844.1	XP_036501419.1
OG0000360	XP_060428323.1	XP_036500448.1
OG0000360	XP_060430102.1	XP_036493856.1
OG0000361	XP_060430103.1	XP_036493857.1
OG0000361	XP_060433116.1	XP_036491356.1
OG0000362	XP_060434790.1	XP_036493413.1
OG0000362	XP_060426095.1	XP_036499874.1
OG0000363	XP_060431048.1	XP_036495373.1
OG0000363	XP_060423738.1	XP_036494086.1
OG0000364	XP_060430892.1	XP_036495358.1
OG0000364	XP_060431055.1	XP_036496211.1
OG0000365	XP_060436523.1, XP_060431182.1	XP_036493481.1
OG0000365	XP_060436524.1, XP_060436525.1, XP_060431183.1	XP_036493475.1
OG0000367	XP_060423103.1	XP_036496615.1
OG0000367	XP_060430891.1	XP_036495359.1
OG0000368	XP_060430907.1	XP_036495977.1
OG0000369	XP_060435377.1	XP_036491094.1
OG0000369	XP_060430957.1	XP_036496149.1
OG0000370	XP_060430959.1	XP_036496151.1
OG0000370	XP_060435379.1	XP_036501921.1
OG0000373	XP_060436713.1	XP_036491148.1
OG0000373	XP_060430655.1	XP_036491318.1
OG0000374	XP_060425239.1	XP_036493360.1
OG0000374	XP_060433370.1	XP_036500206.1
OG0000375	XP_060430311.1	XP_036491556.1
OG0000375	XP_060422031.1	XP_036491275.1
OG0000376	XP_060429198.1	XP_036493402.1
OG0000376	XP_060422025.1	XP_036493401.1
OG0000378	XP_060431019.1	XP_036495945.1
OG0000379	XP_060432546.1	XP_036489817.1
OG0000380	XP_060425179.1	XP_036493652.1
OG0000380	XP_060426677.1	XP_036490235.1
OG0000381	XP_060429133.1	XP_036490137.1
OG0000381	XP_060430264.1	XP_036495824.1
OG0000382	XP_060430192.1	XP_036495381.1
OG0000382	XP_060421585.1	XP_036489242.1
OG0000383	XP_060426852.1, XP_060436000.1, XP_060428960.1	XP_036494476.1
OG0000384	XP_060422586.1	XP_036488826.1
OG0000384	XP_060429066.1	XP_036494149.1
OG0000385	XP_060434283.1	XP_036490199.1
OG0000386	XP_060434282.1	XP_036494437.1, XP_036496855.1, XP_036490198.1
OG0000387	XP_060426663.1	XP_036490518.1
OG0000387	XP_060428891.1	XP_036493329.1
OG0000388	XP_060422159.1	XP_036494324.1
OG0000389	XP_060432692.1	XP_036499377.1, XP_036500168.1
OG0000390	XP_060426315.1	XP_036491575.1
OG0000390	XP_060421551.1	XP_036488325.1
OG0000391	XP_060422937.1	XP_036487803.1, XP_036487794.1, XP_036494739.1
OG0000392	XP_060421875.1	XP_036495318.1
OG0000393	XP_060424814.1	XP_036501398.1
OG0000393	XP_060424990.1	XP_036498665.1
OG0000394	XP_060425282.1	XP_036497643.1
OG0000394	XP_060426846.1	XP_036494027.1
OG0000395	XP_060429432.1	XP_036488621.1
OG0000395	XP_060430331.1	XP_036493983.1
OG0000396	XP_060427240.1	XP_036492606.1
OG0000396	XP_060428651.1	XP_036501023.1
OG0000397	XP_060425597.1	XP_036488474.1
OG0000398	XP_060426199.1	XP_036493670.1
OG0000398	XP_060429416.1	XP_036494648.1
OG0000400	XP_060433566.1	XP_036500156.1
OG0000401	XP_060427110.1	XP_036493851.1, XP_036488460.1, XP_036487952.1
OG0000402	XP_060433746.1	XP_036494442.1
OG0000402	XP_060426057.1	XP_036500300.1
OG0000403	XP_060430780.1	XP_036502530.1, XP_036495764.1
OG0000404	XP_060424738.1, XP_060436407.1	XP_036498766.1
OG0000406	XP_060432193.1, XP_060432194.1, XP_060428777.1	XP_036501301.1
OG0000408	XP_060431203.1	XP_036496059.1
OG0000410	XP_060425592.1	XP_036488099.1
OG0000412	XP_060422967.1, XP_060422966.1, XP_060436883.1, XP_060436884.1	XP_036490758.1, XP_036494045.1
OG0000413	XP_060436886.1	XP_036490759.1, XP_036495493.1
OG0000414	XP_060435746.1	XP_036498764.1
OG0000414	XP_060428089.1	XP_036494938.1
OG0000415	XP_060435803.1	XP_036498913.1
OG0000416	XP_060435805.1	XP_036498064.1
OG0000416	XP_060429536.1	XP_036491415.1
OG0000417	XP_060429870.1	XP_036493209.1
OG0000418	XP_060434422.1	XP_036501193.1
OG0000418	XP_060427873.1	XP_036489284.1
OG0000419	XP_060428634.1	XP_036502027.1
OG0000419	XP_060421725.1	XP_036489747.1
OG0000420	XP_060430567.1	XP_036492241.1
OG0000420	XP_060421723.1	XP_036491092.1
OG0000421	XP_060436912.1, XP_060429118.1	XP_036496289.1
OG0000422	XP_060436900.1	XP_036490694.1
OG0000422	XP_060430899.1	XP_036496181.1
OG0000423	XP_060424424.1	XP_036502101.1
OG0000424	XP_060422075.1	XP_036494674.1, XP_036491387.1
OG0000425	XP_060434970.1	XP_036499933.1
OG0000426	XP_060429309.1	XP_036494831.1
OG0000427	XP_060432656.1, XP_060421504.1, XP_060424644.1, XP_060437028.1	XP_036490958.1
OG0000428	XP_060426783.1	XP_036500317.1
OG0000428	XP_060428285.1	XP_036500295.1
OG0000429	XP_060432462.1	XP_036489237.1
OG0000429	XP_060436624.1	XP_036492906.1
OG0000431	XP_060429228.1	XP_036496057.1
OG0000432	XP_060423837.1	XP_036500274.1
OG0000433	XP_060423855.1	XP_036487883.1, XP_036498526.1
OG0000434	XP_060430041.1	XP_036491469.1
OG0000434	XP_060431172.1	XP_036495630.1
OG0000435	XP_060430054.1	XP_036493063.1
OG0000436	XP_060430065.1	XP_036493551.1
OG0000437	XP_060424280.1	XP_036495404.1
OG0000437	XP_060430113.1	XP_036500326.1
OG0000438	XP_060434810.1	XP_036492889.1
OG0000438	XP_060429480.1	XP_036488559.1
OG0000439	XP_060434742.1	XP_036488997.1, XP_036494547.1, XP_036493312.1
OG0000440	XP_060434733.1	XP_036491735.1, XP_036492745.1
OG0000442	XP_060429803.1	XP_036499868.1, XP_036495151.1, XP_036488761.1
OG0000445	XP_060429204.1	XP_036490023.1
OG0000446	XP_060427678.1	XP_036498419.1
OG0000446	XP_060431082.1	XP_036495538.1
OG0000447	XP_060422073.1	XP_036488864.1
OG0000447	XP_060431144.1	XP_036500327.1
OG0000448	XP_060434961.1	XP_036496527.1
OG0000449	XP_060430923.1	XP_036496958.1
OG0000449	XP_060427890.1	XP_036497677.1
OG0000450	XP_060427675.1	XP_036489405.1
OG0000450	XP_060426723.1	XP_036490606.1
OG0000451	XP_060427646.1	XP_036495257.1, XP_036495258.1
OG0000452	XP_060422009.1	XP_036493534.1, XP_036497496.1
OG0000453	XP_060429434.1	XP_036488087.1
OG0000454	XP_060433360.1	XP_036501230.1
OG0000454	XP_060427846.1	XP_036501421.1
OG0000456	XP_060428946.1	XP_036498599.1
OG0000456	XP_060430994.1	XP_036495642.1
OG0000457	XP_060427215.1	XP_036493707.1
OG0000457	XP_060423038.1	XP_036488508.1
OG0000458	XP_060430182.1	XP_036493587.1, XP_036494691.1, XP_036495389.1
OG0000459	XP_060424667.1	XP_036501869.1, XP_036491749.1
OG0000460	XP_060422069.1	XP_036488317.1, XP_036493177.1
OG0000461	XP_060425860.1	XP_036492052.1, XP_036499787.1, XP_036488070.1
OG0000462	XP_060424544.1, XP_060421434.1	XP_036487844.1, XP_036487884.1
OG0000463	XP_060432682.1	XP_036502812.1
OG0000463	XP_060425376.1	XP_036494276.1
OG0000464	XP_060426971.1	XP_036488158.1
OG0000465	XP_060421541.1	XP_036495848.1, XP_036500605.1, XP_036499041.1
OG0000466	XP_060432117.1	XP_036502182.1, XP_036495495.1
OG0000467	XP_060422963.1	XP_036494926.1
OG0000468	XP_060434137.1	XP_036492192.1
OG0000469	XP_060424866.1	XP_036502699.1
OG0000469	XP_060425866.1	XP_036488235.1
OG0000471	XP_060429085.1	XP_036494121.1
OG0000471	XP_060427312.1	XP_036493101.1
OG0000472	XP_060429050.1	XP_036494825.1, XP_036487771.1
OG0000473	XP_060425319.1	XP_036497279.1
OG0000473	XP_060423518.1	XP_036495052.1
OG0000474	XP_060423554.1	XP_036495215.1
OG0000474	XP_060427373.1	XP_036495279.1
OG0000475	XP_060427821.1	XP_036491215.1, XP_036491216.1
OG0000476	XP_060422658.1	XP_036491751.1
OG0000477	XP_060427304.1	XP_036499004.1, XP_036501642.1
OG0000478	XP_060427305.1	XP_036500602.1, XP_036501649.1
OG0000479	XP_060429459.1	XP_036488785.1
OG0000481	XP_060423441.1	XP_036492566.1, XP_036494851.1
OG0000482	XP_060436397.1	XP_036489883.1
OG0000483	XP_060421675.1, XP_060421674.1	XP_036498167.1, XP_036498162.1
OG0000484	XP_060423336.1	XP_036501346.1
OG0000484	XP_060423335.1	XP_036501786.1
OG0000489	XP_060423053.1	XP_036488488.1
OG0000491	XP_060422130.1, XP_060424530.1, XP_060421519.1	XP_036492502.1
OG0000492	XP_060425360.1	XP_036498808.1
OG0000494	XP_060430167.1	XP_036496550.1
OG0000494	XP_060431357.1	XP_036501254.1
OG0000495	XP_060421718.1	XP_036491254.1
OG0000496	XP_060422695.1	XP_036491467.1
OG0000497	XP_060430262.1, XP_060427789.1	XP_036492357.1
OG0000498	XP_060428244.1	XP_036495056.1, XP_036496955.1
OG0000501	XP_060429750.1	XP_036497711.1
OG0000501	XP_060427557.1	XP_036497315.1
OG0000502	XP_060423459.1	XP_036496857.1
OG0000502	XP_060429867.1	XP_036502722.1
OG0000504	XP_060428049.1	XP_036493579.1, XP_036495516.1
OG0000505	XP_060437019.1	XP_036490296.1
OG0000506	XP_060436667.1	XP_036490188.1
OG0000506	XP_060436666.1	XP_036490189.1
OG0000507	XP_060423853.1	XP_036498524.1
OG0000507	XP_060422970.1	XP_036494225.1
OG0000508	XP_060425013.1	XP_036498569.1
OG0000509	XP_060425012.1	XP_036498570.1
OG0000510	XP_060423857.1	XP_036498608.1, XP_036492976.1
OG0000511	XP_060429961.1	XP_036493156.1
OG0000512	XP_060430030.1	XP_036493937.1, XP_036494522.1
OG0000513	XP_060434802.1	XP_036493112.1, XP_036491444.1, XP_036499487.1
OG0000514	XP_060434651.1	XP_036494622.1, XP_036501055.1
OG0000515	XP_060434593.1	XP_036500976.1, XP_036500973.1
OG0000516	XP_060433897.1	XP_036491700.1, XP_036491544.1
OG0000518	XP_060433257.1	XP_036501338.1
OG0000518	XP_060422718.1	XP_036501610.1
OG0000519	XP_060433713.1	XP_036502441.1
OG0000520	XP_060422318.1	XP_036497075.1
OG0000520	XP_060421459.1	XP_036502505.1
OG0000522	XP_060423201.1, XP_060422862.1, XP_060424564.1, XP_060421914.1	XP_036498702.1
OG0000524	XP_060432565.1	XP_036489445.1
OG0000525	XP_060427442.1	XP_036498416.1
OG0000525	XP_060430584.1	XP_036492088.1
OG0000526	XP_060433026.1	XP_036491718.1, XP_036502726.1
OG0000527	XP_060433107.1	XP_036493350.1, XP_036493351.1
OG0000528	XP_060433217.1	XP_036502424.1
OG0000529	XP_060433323.1	XP_036493254.1, XP_036501228.1
OG0000530	XP_060431997.1	XP_036496612.1, XP_036496647.1
OG0000531	XP_060427234.1, XP_060436531.1	XP_036489595.1
OG0000532	XP_060436708.1	XP_036490277.1
OG0000532	XP_060425802.1	XP_036491147.1
OG0000533	XP_060436765.1	XP_036499329.1, XP_036490323.1
OG0000534	XP_060436814.1, XP_060436815.1	XP_036491058.1, XP_036490868.1
OG0000536	XP_060434821.1	XP_036493786.1
OG0000537	XP_060423298.1, XP_060423299.1, XP_060430248.1, XP_060424594.1	XP_036495636.1
OG0000538	XP_060421577.1	XP_036492037.1
OG0000539	XP_060427419.1	XP_036497728.1
OG0000540	XP_060430240.1	XP_036497073.1, XP_036500359.1
OG0000541	XP_060430229.1	XP_036496003.1, XP_036501773.1
OG0000542	XP_060430191.1	XP_036495388.1
OG0000543	XP_060426486.1	XP_036499889.1
OG0000544	XP_060428149.1	XP_036495042.1
OG0000545	XP_060428061.1	XP_036494162.1
OG0000545	XP_060428589.1	XP_036490567.1
OG0000547	XP_060423206.1	XP_036498706.1, XP_036494550.1
OG0000548	XP_060424313.1	XP_036496735.1, XP_036498798.1
OG0000549	XP_060424278.1, XP_060424279.1	XP_036494393.1, XP_036495108.1
OG0000550	XP_060423793.1	XP_036494488.1, XP_036493932.1
OG0000551	XP_060423782.1	XP_036494604.1, XP_036490824.1, XP_036494403.1
OG0000552	XP_060432238.1	XP_036497743.1, XP_036500531.1
OG0000554	XP_060431749.1	XP_036498117.1
OG0000554	XP_060429043.1	XP_036490598.1
OG0000555	XP_060428959.1	XP_036490926.1, XP_036489500.1, XP_036488581.1
OG0000558	XP_060426919.1	XP_036489794.1, XP_036488552.1
OG0000559	XP_060427829.1	XP_036491051.1, XP_036493955.1
OG0000560	XP_060434261.1	XP_036492436.1
OG0000561	XP_060433238.1	XP_036502345.1
OG0000563	XP_060426319.1	XP_036492479.1
OG0000563	XP_060426318.1	XP_036491572.1
OG0000564	XP_060426280.1, XP_060426279.1	XP_036492369.1
OG0000565	XP_060433610.1	XP_036499407.1
OG0000565	XP_060427246.1	XP_036489582.1
OG0000566	XP_060427307.1	XP_036494680.1, XP_036492147.1
OG0000568	XP_060423928.1	XP_036500006.1, XP_036488589.1
OG0000569	XP_060423961.1	XP_036495510.1
OG0000570	XP_060427754.1	XP_036501156.1, XP_036500665.1
OG0000571	XP_060430835.1	XP_036499676.1
OG0000571	XP_060424977.1	XP_036498562.1
OG0000572	XP_060424972.1	XP_036498553.1
OG0000573	XP_060423259.1	XP_036502406.1, XP_036488956.1
OG0000574	XP_060421979.1	XP_036487777.1, XP_036495248.1
OG0000575	XP_060436051.1	XP_036491740.1, XP_036489439.1
OG0000576	XP_060436313.1	XP_036489168.1
OG0000577	XP_060436415.1	XP_036488932.1, XP_036488931.1, XP_036489836.1
OG0000578	XP_060423701.1	XP_036493952.1, XP_036500024.1
OG0000580	XP_060421848.1	XP_036495833.1
OG0000581	XP_060430845.1	XP_036495694.1, XP_036495956.1
OG0000582	XP_060428134.1	XP_036502709.1, XP_036497266.1, XP_036489527.1
OG0000583	XP_060434771.1	XP_036491633.1
OG0000584	XP_060421571.1	XP_036500385.1, XP_036500354.1
OG0000586	XP_060422066.1, XP_060424557.1, XP_060421921.1	XP_036488879.1
OG0000588	XP_060431534.1	XP_036502713.1
OG0000589	XP_060436892.1	XP_036490603.1
OG0000590	XP_060435624.1	XP_036499527.1, XP_036498911.1
OG0000591	XP_060435643.1	XP_036497991.1, XP_036488114.1
OG0000592	XP_060435808.1	XP_036500702.1, XP_036497861.1
OG0000593	XP_060435827.1	XP_036498519.1
OG0000594	XP_060423690.1	XP_036500627.1
OG0000595	XP_060435921.1	XP_036502509.1, XP_036501005.1
OG0000596	XP_060435940.1	XP_036497674.1, XP_036488842.1
OG0000597	XP_060425852.1	XP_036488154.1
OG0000597	XP_060422217.1	XP_036502825.1
OG0000598	XP_060435030.1	XP_036490729.1
OG0000600	XP_060431501.1	XP_036502167.1, XP_036502170.1
OG0000601	XP_060429042.1	XP_036490599.1
OG0000601	XP_060431430.1	XP_036502320.1
OG0000602	XP_060429177.1, XP_060431353.1	XP_036492472.1, XP_036496161.1
OG0000603	XP_060434345.1	XP_036501551.1
OG0000605	XP_060435120.1	XP_036492671.1
OG0000605	XP_060425064.1	XP_036492441.1
OG0000606	XP_060425784.1	XP_036495429.1
OG0000607	XP_060436941.1	XP_036491270.1
OG0000608	XP_060423648.1	XP_036499062.1
OG0000608	XP_060424968.1	XP_036497398.1
OG0000609	XP_060423645.1	XP_036500611.1, XP_036499581.1
OG0000610	XP_060425729.1	XP_036499596.1, XP_036500467.1, XP_036500897.1
OG0000611	XP_060424415.1	XP_036500731.1, XP_036500647.1
OG0000612	XP_060424283.1	XP_036491496.1
OG0000613	XP_060429607.1	XP_036499737.1
OG0000616	XP_060434967.1, XP_060434968.1, XP_060432460.1	XP_036489322.1
OG0000617	XP_060427532.1	XP_036491512.1, XP_036496915.1, XP_036498205.1
OG0000618	XP_060427590.1	XP_036488205.1
OG0000618	XP_060422691.1	XP_036498505.1
OG0000619	XP_060430524.1	XP_036495533.1, XP_036492390.1
OG0000620	XP_060430522.1	XP_036495534.1, XP_036491404.1
OG0000621	XP_060429336.1	XP_036489022.1
OG0000622	XP_060429345.1	XP_036489281.1
OG0000623	XP_060422468.1	XP_036489395.1, XP_036499509.1
OG0000624	XP_060422460.1	XP_036500394.1, XP_036491964.1, XP_036500395.1
OG0000625	XP_060430595.1	XP_036491696.1
OG0000626	XP_060425219.1	XP_036492835.1
OG0000627	XP_060437307.1	XP_036491826.1, XP_036495053.1
OG0000628	XP_060425035.1	XP_036499549.1
OG0000629	XP_060437050.1	XP_036493449.1, XP_036491292.1
OG0000631	XP_060429211.1, XP_060436623.1	XP_036492905.1
OG0000631	XP_060422006.1	XP_036492821.1
OG0000634	XP_060429927.1	XP_036493762.1
OG0000635	XP_060430064.1	XP_036493550.1
OG0000636	XP_060430097.1	XP_036493498.1
OG0000637	XP_060434814.1	XP_036492415.1, XP_036488502.1
OG0000638	XP_060434725.1	XP_036488799.1, XP_036492748.1
OG0000639	XP_060434597.1, XP_060427328.1	XP_036501936.1
OG0000640	XP_060433877.1, XP_060433878.1	XP_036493982.1
OG0000641	XP_060429808.1	XP_036488069.1
OG0000643	XP_060422765.1	XP_036500849.1, XP_036502466.1
OG0000644	XP_060423303.1	XP_036496454.1
OG0000645	XP_060430896.1	XP_036496668.1
OG0000646	XP_060430927.1	XP_036496099.1
OG0000647	XP_060430942.1	XP_036488399.1, XP_036495328.1
OG0000649	XP_060430155.1	XP_036500928.1
OG0000650	XP_060427575.1	XP_036498082.1
OG0000650	XP_060433016.1	XP_036491294.1
OG0000651	XP_060430421.1	XP_036498926.1
OG0000652	XP_060433140.1	XP_036491868.1, XP_036493482.1
OG0000653	XP_060430282.1	XP_036496205.1
OG0000653	XP_060433138.1	XP_036493655.1
OG0000654	XP_060427866.1	XP_036496221.1
OG0000655	XP_060424706.1	XP_036493687.1, XP_036501172.1
OG0000656	XP_060432025.1	XP_036492926.1, XP_036488067.1
OG0000657	XP_060424309.1	XP_036495198.1
OG0000658	XP_060423199.1	XP_036498700.1
OG0000659	XP_060432630.1	XP_036496488.1
OG0000660	XP_060431002.1	XP_036495942.1
OG0000661	XP_060427415.1	XP_036497498.1
OG0000663	XP_060432481.1	XP_036489441.1
OG0000664	XP_060433376.1	XP_036499300.1
OG0000666	XP_060422074.1	XP_036488868.1
OG0000666	XP_060422590.1	XP_036489033.1
OG0000667	XP_060422567.1	XP_036487963.1
OG0000668	XP_060421269.1	XP_036489250.1, XP_036488039.1
OG0000669	XP_060427907.1	XP_036495354.1
OG0000669	XP_060425383.1	XP_036488364.1
OG0000670	XP_060421386.1	XP_036494939.1
OG0000670	XP_060422151.1	XP_036494807.1
OG0000672	XP_060428158.1	XP_036494379.1, XP_036493433.1
OG0000673	XP_060432740.1	XP_036500349.1
OG0000674	XP_060432673.1, XP_060432983.1	XP_036499181.1
OG0000675	XP_060432096.1	XP_036495788.1, XP_036499821.1
OG0000676	XP_060424286.1	XP_036494726.1, XP_036488697.1
OG0000677	XP_060427298.1, XP_060427297.1	XP_036500051.1
OG0000677	XP_060432196.1	XP_036498359.1
OG0000678	XP_060432236.1	XP_036500527.1, XP_036502594.1
OG0000680	XP_060421881.1	XP_036501090.1
OG0000681	XP_060431806.1	XP_036497046.1
OG0000681	XP_060431805.1	XP_036497047.1
OG0000682	XP_060429073.1	XP_036494737.1, XP_036495162.1
OG0000683	XP_060429004.1	XP_036500776.1
OG0000683	XP_060424620.1	XP_036500335.1
OG0000684	XP_060428919.1	XP_036489472.1, XP_036495018.1
OG0000685	XP_060428550.1	XP_036502839.1
OG0000685	XP_060423524.1	XP_036494896.1
OG0000687	XP_060425054.1	XP_036497067.1
OG0000688	XP_060426895.1	XP_036494244.1
OG0000689	XP_060425476.1	XP_036488055.1
OG0000689	XP_060425475.1	XP_036488056.1
OG0000690	XP_060430325.1	XP_036492594.1, XP_036491461.1
OG0000691	XP_060435271.1	XP_036495747.1
OG0000692	XP_060435284.1	XP_036496259.1, XP_036499263.1
OG0000693	XP_060430438.1, XP_060430442.1	XP_036492231.1
OG0000694	XP_060424687.1	XP_036490776.1, XP_036492139.1
OG0000695	XP_060427183.1	XP_036492550.1, XP_036495499.1
OG0000696	XP_060427208.1, XP_060430753.1	XP_036493591.1
OG0000697	XP_060427276.1	XP_036502886.1, XP_036495897.1
OG0000698	XP_060425660.1	XP_036488494.1, XP_036488413.1, XP_036488285.1
OG0000699	XP_060425609.1	XP_036488343.1, XP_036498899.1
OG0000700	XP_060434783.1	XP_036497801.1
OG0000700	XP_060421734.1, XP_060428269.1	XP_036496028.1
OG0000702	XP_060423421.1	XP_036489017.1, XP_036499186.1
OG0000703	XP_060427156.1	XP_036492161.1
OG0000703	XP_060423409.1	XP_036499943.1
OG0000704	XP_060426529.1	XP_036497433.1, XP_036498340.1, XP_036497337.1
