Orthogroup	Colletotrichum_siamense	Colletotrichum_fructicola
OG0000165	XP_036492104.1	XP_066009775.1, XP_066006979.1, XP_066007652.1, XP_066006862.1, XP_066009366.1, XP_066007836.1, XP_066008300.1, XP_066008504.1, XP_066007853.1
OG0000166	XP_036498147.1	XP_031881119.2, XP_031881118.1
OG0000166	XP_036498148.1	XP_031881093.1, XP_031881090.1
OG0000166	XP_036498143.1	XP_031881091.1
OG0000166	XP_036498146.1	XP_031880956.1
OG0000169	XP_036497798.1	XP_066009579.1
OG0000170	XP_036491774.1, XP_036501767.1	XP_031884243.1
OG0000170	XP_036491773.1	XP_031889512.1
OG0000171	XP_036493192.1	XP_031879658.2
OG0000172	XP_036489091.1	XP_031882352.1
OG0000172	XP_036501146.1	XP_031882708.1
OG0000174	XP_036499011.1	XP_031876358.1
OG0000174	XP_036488124.1	XP_031879226.1
OG0000175	XP_036498973.1	XP_031877898.2
OG0000175	XP_036494605.1	XP_031886170.1
OG0000175	XP_036499255.1	XP_031886168.1
OG0000176	XP_036494598.1	XP_031886177.1
OG0000177	XP_036497203.1	XP_066009403.1
OG0000177	XP_036491963.1	XP_066007917.1
OG0000178	XP_036499187.1	XP_031876808.1
OG0000178	XP_036491788.1	XP_066008054.1
OG0000179	XP_036493929.1	XP_031892900.1
OG0000179	XP_036493552.1	XP_031883808.1
OG0000180	XP_036495643.1	XP_031891980.1
OG0000180	XP_036492059.1	XP_031884439.1
OG0000180	XP_036499645.1	XP_031877923.1
OG0000181	XP_036494003.1	XP_031877144.1
OG0000181	XP_036495687.1	XP_031892110.1
OG0000182	XP_036496154.1	XP_031878954.1
OG0000182	XP_036496015.1	XP_031883079.1
OG0000185	XP_036498635.1	XP_066009590.1
OG0000185	XP_036490457.1	XP_031888068.2
OG0000186	XP_036499959.1	XP_031885604.1
OG0000186	XP_036499076.1	XP_031881742.1
OG0000186	XP_036494006.1	XP_031893196.1
OG0000187	XP_036500768.1, XP_036488204.1	XP_031880798.2
OG0000187	XP_036493178.1	XP_031881436.2
OG0000188	XP_036500792.1	XP_031883357.1
OG0000188	XP_036499188.1	XP_031876837.1
OG0000188	XP_036501914.1	XP_031879304.1
OG0000189	XP_036495325.1	XP_031878927.2
OG0000189	XP_036488658.1	XP_066007420.1
OG0000190	XP_036489882.1	XP_031880243.1
OG0000190	XP_036488180.1	XP_031883417.2
OG0000190	XP_036500895.1	XP_031883679.1
OG0000190	XP_036491038.1	XP_031887848.1
OG0000191	XP_036493538.1	XP_031878464.1
OG0000191	XP_036490722.1	XP_031892880.1
OG0000191	XP_036501546.1	XP_031879403.1
OG0000191	XP_036490219.1	XP_066008216.1
OG0000191	XP_036491601.1	XP_066007923.1
OG0000192	XP_036500280.1	XP_031883459.1
OG0000192	XP_036496103.1	XP_066008664.1
OG0000192	XP_036500939.1	XP_031886454.1
OG0000192	XP_036497382.1	XP_031882333.1
OG0000192	XP_036502724.1	XP_031891147.1
OG0000196	XP_036491906.1	XP_066008027.1
OG0000196	XP_036500133.1	XP_031886028.1
OG0000196	XP_036499634.1	XP_031885861.1
OG0000197	XP_036500614.1	XP_031876338.1
OG0000197	XP_036498598.1	XP_031878860.1
OG0000198	XP_036490260.1	XP_031880440.1
OG0000198	XP_036501474.1	XP_031884191.2
OG0000199	XP_036493172.1	XP_031881514.2
OG0000199	XP_036501315.1	XP_031878197.1
OG0000199	XP_036489674.1	XP_031889276.1
OG0000200	XP_036491003.1	XP_066009048.1, XP_066008141.1
OG0000200	XP_036491565.1	XP_031890725.1, XP_031890723.1, XP_031889660.2
OG0000201	XP_036502792.1	XP_031879948.1
OG0000201	XP_036501765.1	XP_031884245.1
OG0000201	XP_036494156.1	XP_066007102.1
OG0000202	XP_036494717.1	XP_031893469.1
OG0000202	XP_036500664.1	XP_031885556.1
OG0000203	XP_036497905.1	XP_031881029.2
OG0000203	XP_036489470.1	XP_066009155.1
OG0000203	XP_036489084.1	XP_031889330.1
OG0000204	XP_036493087.1	XP_031884050.1
OG0000204	XP_036492902.1	XP_031884046.2
OG0000204	XP_036493744.1, XP_036493555.1	XP_031884045.1
OG0000205	XP_036495615.1	XP_031882960.1
OG0000205	XP_036500617.1	XP_031877930.1
OG0000207	XP_036494001.1	XP_031877126.1
OG0000207	XP_036490861.1	XP_031880403.1
OG0000208	XP_036487751.1	XP_066008226.1
OG0000208	XP_036487786.1	XP_066007732.1
OG0000208	XP_036495556.1	XP_031885237.1
OG0000209	XP_036499242.1	XP_031885758.1
OG0000209	XP_036500348.1	XP_031885762.1
OG0000209	XP_036499239.1	XP_031885693.1
OG0000210	XP_036492255.1	XP_031889878.2
OG0000212	XP_036498467.1	XP_031881083.1
OG0000212	XP_036488059.1	XP_031876057.1
OG0000213	XP_036492973.1	XP_066009518.1, XP_066007604.1
OG0000213	XP_036491093.1	XP_031881610.1
OG0000213	XP_036494692.1	XP_031887662.1
OG0000214	XP_036500340.1	XP_031881265.1
OG0000214	XP_036498834.1	XP_031888698.1
OG0000214	XP_036494080.1	XP_031893287.1
OG0000214	XP_036500028.1	XP_031886158.1
OG0000216	XP_036501076.1	XP_031884282.1
OG0000216	XP_036500938.1	XP_031886453.1
OG0000216	XP_036491331.1	XP_031889686.1
OG0000217	XP_036502890.1	XP_031884155.2
OG0000217	XP_036499314.1	XP_066008462.1
OG0000218	XP_036499974.1	XP_031883612.1
OG0000218	XP_036492965.1	XP_031876862.1
OG0000219	XP_036499265.1	XP_031883494.1
OG0000219	XP_036500913.1	XP_031876123.2
OG0000220	XP_036494125.1	XP_031893537.1
OG0000220	XP_036492393.1	XP_031889643.1
OG0000221	XP_036499381.1	XP_066009896.1
OG0000221	XP_036499379.1	XP_031878290.1
OG0000221	XP_036499380.1	XP_031878288.1
OG0000222	XP_036500876.1	XP_031877985.1
OG0000222	XP_036500575.1	XP_031885608.1
OG0000223	XP_036499061.1	XP_066008369.1
OG0000223	XP_036498210.1	XP_066009407.1
OG0000223	XP_036489185.1	XP_031889263.1
OG0000224	XP_036497609.1	XP_031880532.1
OG0000224	XP_036494152.1	XP_066008997.1
OG0000224	XP_036500014.1	XP_066009863.1
OG0000225	XP_036489524.1	XP_031889375.1
OG0000225	XP_036495584.1	XP_031892168.1
OG0000227	XP_036493657.1	XP_031876870.1
OG0000227	XP_036498386.1	XP_031881032.2
OG0000228	XP_036500151.1	XP_031885764.1
OG0000228	XP_036493672.1	XP_031884073.2
OG0000229	XP_036495685.1	XP_031892114.1
OG0000229	XP_036500029.1	XP_031885908.1
OG0000230	XP_036495219.1	XP_031893104.2
OG0000230	XP_036495817.1	XP_031892057.2
OG0000231	XP_036495954.1	XP_031878898.1
OG0000231	XP_036489275.1	XP_031880183.1
OG0000232	XP_036496182.1	XP_031885108.1
OG0000232	XP_036488946.1	XP_066007415.1
OG0000233	XP_036494997.1	XP_031879100.2
OG0000234	XP_036490459.1	XP_031881677.1
OG0000234	XP_036491500.1	XP_031884476.1
OG0000235	XP_036496671.1	XP_031885114.1
OG0000235	XP_036497810.1	XP_031887506.1
OG0000236	XP_036488529.1	XP_031891031.1
OG0000237	XP_036490060.1	XP_031889135.2
OG0000237	XP_036493486.1	XP_031881368.1
OG0000238	XP_036490870.1	XP_031880382.1
OG0000238	XP_036490701.1	XP_066008315.1
OG0000238	XP_036490505.1	XP_066008101.1
OG0000239	XP_036488038.1	XP_031880091.1
OG0000239	XP_036489762.1	XP_031887185.1
OG0000240	XP_036488998.1	XP_031876320.1, XP_066007149.1, XP_066009202.1, XP_031891123.1, XP_066006774.1
OG0000242	XP_036491798.1	XP_031890067.1
OG0000242	XP_036498557.1	XP_031881057.1
OG0000242	XP_036492008.1	XP_031889923.1
OG0000244	XP_036499301.1	XP_066008473.1
OG0000244	XP_036496734.1	XP_031883110.1, XP_031883109.1
OG0000248	XP_036489334.1	XP_031887254.2
OG0000249	XP_036500085.1	XP_031876298.2, XP_066009140.1, XP_031875584.1, XP_066009937.1
OG0000250	XP_036490424.1	XP_066008305.1
OG0000250	XP_036494588.1	XP_031893467.1
OG0000251	XP_036499797.1	XP_031875844.1
OG0000251	XP_036501913.1	XP_031879335.1
OG0000253	XP_036500578.1	XP_031885612.1
OG0000253	XP_036488727.1	XP_031883425.1
OG0000254	XP_036488670.1	XP_031883415.1
OG0000254	XP_036498669.1	XP_031880698.1
OG0000255	XP_036495878.1	XP_031882041.1
OG0000255	XP_036501153.1	XP_031890572.2
OG0000256	XP_036495029.1	XP_031893402.1
OG0000256	XP_036500916.1	XP_031888239.1
OG0000257	XP_036499216.1	XP_066008568.1
OG0000258	XP_036488823.1	XP_031878160.1
OG0000258	XP_036500775.1	XP_031877926.1
OG0000259	XP_036501678.1	XP_031879986.1
OG0000259	XP_036498018.1	XP_031881096.1
OG0000260	XP_036494380.1	XP_031893328.1
OG0000260	XP_036491256.1	XP_031888191.1
OG0000260	XP_036497116.1	XP_031880983.1
OG0000261	XP_036502518.1	XP_031882829.1
OG0000261	XP_036498168.1	XP_031887648.1
OG0000262	XP_036500489.1	XP_031878314.1
OG0000262	XP_036492701.1	XP_031877319.1
OG0000263	XP_036490443.1	XP_031888186.1
OG0000263	XP_036490170.1	XP_031892380.1
OG0000264	XP_036494874.1	XP_031893609.1
OG0000265	XP_036492120.1	XP_031884627.1
OG0000265	XP_036501081.1	XP_031877411.1
OG0000266	XP_036491819.1	XP_031884517.1
OG0000266	XP_036501841.1	XP_066009697.1
OG0000267	XP_036493890.1	XP_031884833.1
OG0000268	XP_036493174.1	XP_066007782.1
OG0000268	XP_036499990.1	XP_031883323.1
OG0000269	XP_036499341.1	XP_031886304.1, XP_031882560.1
OG0000270	XP_036492035.1	XP_031879611.1
OG0000270	XP_036500161.1	XP_066008431.1
OG0000271	XP_036500700.1	XP_031877947.1
OG0000271	XP_036490074.1	XP_031882514.1
OG0000271	XP_036500693.1	XP_031877946.1
OG0000272	XP_036501846.1	XP_066009908.1
OG0000272	XP_036501282.1	XP_031886352.2
OG0000272	XP_036494960.1	XP_066007170.1
OG0000273	XP_036495579.1	XP_031892165.1
OG0000273	XP_036489175.1	XP_066009187.1
OG0000274	XP_036502277.1	XP_031877059.1
OG0000274	XP_036498385.1	XP_031881142.1
OG0000275	XP_036493337.1	XP_031881396.1
OG0000276	XP_036493816.1	XP_031884038.1
OG0000276	XP_036498285.1	XP_031888748.1
OG0000277	XP_036493636.1	XP_031884009.1
OG0000277	XP_036494724.1	XP_031879003.2
OG0000278	XP_036488257.1	XP_031877278.1
OG0000278	XP_036495006.1	XP_031878749.1
OG0000279	XP_036488346.1	XP_031878092.1
OG0000279	XP_036499952.1	XP_031885600.2
OG0000280	XP_036501608.1	XP_031877190.1
OG0000280	XP_036502556.1	XP_031879941.2
OG0000281	XP_036498219.1	XP_031887070.1
OG0000281	XP_036502464.1	XP_031879882.1
OG0000283	XP_036495442.1	XP_031891803.1
OG0000283	XP_036497141.1	XP_031880765.1
OG0000284	XP_036488825.1	XP_031880028.1
OG0000284	XP_036489035.1	XP_031889413.2
OG0000285	XP_036495425.1	XP_031891729.1
OG0000285	XP_036502092.1	XP_031884326.1
OG0000286	XP_036496538.1	XP_031891731.1
OG0000286	XP_036502178.1	XP_031877412.2
OG0000286	XP_036489039.1	XP_066009154.1
OG0000287	XP_036496044.1	XP_031878900.1
OG0000287	XP_036497577.1	XP_031891476.2
OG0000288	XP_036500930.1	XP_031891399.1
OG0000288	XP_036490661.1	XP_066008306.1
OG0000290	XP_036488880.1	XP_031880049.1
OG0000290	XP_036490342.1	XP_031888000.1
OG0000291	XP_036492185.1	XP_031889592.1
OG0000291	XP_036500803.1	XP_031885382.1
OG0000292	XP_036500228.1	XP_031885948.1
OG0000292	XP_036493332.1	XP_031881397.1
OG0000293	XP_036493573.1	XP_066007683.1
OG0000293	XP_036493500.1	XP_031884903.1
OG0000294	XP_036502430.1	XP_031884088.1
OG0000294	XP_036498464.1	XP_031881085.1
OG0000295	XP_036502194.1	XP_031877027.2
OG0000295	XP_036497932.1	XP_031878588.1
OG0000296	XP_036494557.1	XP_066009050.1
OG0000296	XP_036496248.1	XP_031892219.1
OG0000297	XP_036497293.1	XP_031887063.1
OG0000297	XP_036496245.1	XP_031892218.1
OG0000298	XP_036498588.1	XP_031882319.1
OG0000298	XP_036490438.1	XP_031876118.1
OG0000299	XP_036490902.1	XP_031887820.1
OG0000299	XP_036490432.1	XP_031888043.1
OG0000300	XP_036487753.1, XP_036487773.1	XP_031875323.1, XP_066007065.1
OG0000300	XP_036487779.1	XP_066007033.1, XP_066007727.1, XP_031875255.1
OG0000300	XP_036496490.1	XP_031892066.1
OG0000301	XP_036496247.1	XP_031892224.1
OG0000301	XP_036494887.1	XP_031893611.1
OG0000302	XP_036496357.1	XP_031891775.1
OG0000302	XP_036497243.1	XP_031877461.1
OG0000303	XP_036499702.1	XP_031885555.1
OG0000303	XP_036489969.1	XP_031887409.1
OG0000304	XP_036490669.1	XP_031877731.1
OG0000304	XP_036491926.1	XP_031876035.1
OG0000305	XP_036488119.1	XP_031890870.1
OG0000305	XP_036496695.1	XP_031882009.1
OG0000306	XP_036497448.1	XP_031888906.1
OG0000307	XP_036493930.1	XP_031879037.2
OG0000307	XP_036495069.1	XP_031893427.2
OG0000307	XP_036501910.1	XP_031879342.1
OG0000308	XP_036500645.1	XP_031883737.1
OG0000308	XP_036499438.1	XP_031881823.1
OG0000309	XP_036495244.1	XP_031877132.1
OG0000310	XP_036496966.1	XP_031883177.1
OG0000310	XP_036493529.1	XP_031877368.2
OG0000311	XP_036491940.1	XP_031890520.1
OG0000311	XP_036490568.1	XP_031888126.1
OG0000311	XP_036498780.1	XP_031880649.1
OG0000312	XP_036493969.1	XP_031893178.1
OG0000313	XP_036492574.1	XP_031884629.1
OG0000313	XP_036493968.1	XP_031893188.1
OG0000314	XP_036492152.1	XP_066007887.1
OG0000314	XP_036488094.1	XP_031883369.1
OG0000315	XP_036499353.1	XP_031886157.1
OG0000315	XP_036501520.1	XP_031891611.1
OG0000316	XP_036492862.1	XP_031875721.2
OG0000316	XP_036488444.1	XP_031876062.1
OG0000317	XP_036491186.1	XP_031876109.1
OG0000317	XP_036502097.1, XP_036496757.1	XP_031877392.2
OG0000317	XP_036493656.1	XP_031892441.1
OG0000318	XP_036495854.1	XP_031885017.1
OG0000318	XP_036488388.1	XP_031880945.1
OG0000319	XP_036495986.1	XP_031886811.1
OG0000319	XP_036489585.1	XP_066009196.1
OG0000322	XP_036494510.1	XP_031879091.1
OG0000322	XP_036501740.1	XP_031888504.1
OG0000322	XP_036500690.1	XP_066008521.1
OG0000326	XP_036489291.1	XP_066009182.1, XP_031876304.1, XP_031876207.1
OG0000327	XP_036495067.1	XP_031893098.1
OG0000327	XP_036498134.1	XP_031887689.1
OG0000328	XP_036499905.1	XP_031883471.1
OG0000329	XP_036499528.1	XP_031877979.1
OG0000329	XP_036498908.1	XP_066009312.1
OG0000330	XP_036493130.1	XP_031878538.1
OG0000330	XP_036492554.1	XP_031889526.2
OG0000330	XP_036493723.1	XP_031879768.1
OG0000331	XP_036496700.1	XP_031885284.1
OG0000331	XP_036499562.1	XP_031878282.1
OG0000332	XP_036498698.1	XP_031888974.1
OG0000333	XP_036495161.1	XP_031879075.1
OG0000333	XP_036498472.1	XP_031889012.1
OG0000335	XP_036493304.1	XP_066007773.1
OG0000336	XP_036496399.1, XP_036496397.1	XP_031883005.1
OG0000336	XP_036494990.1	XP_031893533.1
OG0000337	XP_036490915.1	XP_031891596.1
OG0000337	XP_036496124.1	XP_031878418.1
OG0000338	XP_036497737.1	XP_031880694.1
OG0000338	XP_036500549.1	XP_031878323.1
OG0000339	XP_036496878.1	XP_031892268.1
OG0000340	XP_036494897.1	XP_031892995.1
OG0000340	XP_036487971.1	XP_031890866.1
OG0000341	XP_036496758.1	XP_031891937.1
OG0000341	XP_036494652.1	XP_031890093.1
OG0000342	XP_036487929.1	XP_031890954.2
OG0000342	XP_036497164.1	XP_031888833.1
OG0000342	XP_036500625.1	XP_031877955.1
OG0000343	XP_036495553.1	XP_031883225.2
OG0000343	XP_036499686.1	XP_031883593.1
OG0000344	XP_036498975.1	XP_031877977.1
OG0000344	XP_036494013.1	XP_031877152.1
OG0000345	XP_036502474.1	XP_031879392.1
OG0000345	XP_036499825.1	XP_031883524.1
OG0000346	XP_036500141.1	XP_031876835.1
OG0000346	XP_036492629.1	XP_031881349.1
OG0000347	XP_036493375.1	XP_031884795.1
OG0000348	XP_036501836.1	XP_031884312.1
OG0000348	XP_036494022.1	XP_031892911.1
OG0000349	XP_036489633.1	XP_031889431.1
OG0000350	XP_036494528.1	XP_031878684.1
OG0000350	XP_036496363.1	XP_031892078.1
OG0000350	XP_036500548.1	XP_066009709.1
OG0000352	XP_036490652.1	XP_031892753.1
OG0000352	XP_036498093.1	XP_031888891.1
OG0000353	XP_036490353.1	XP_031877743.1
OG0000353	XP_036496698.1	XP_031885142.1
OG0000354	XP_036489279.1	XP_031875685.1
OG0000355	XP_036492205.1	XP_031884588.1
OG0000355	XP_036497374.1	XP_031881046.1
OG0000356	XP_036495633.1	XP_031883160.1
OG0000356	XP_036499851.1	XP_031877988.1
OG0000357	XP_036501418.1	XP_031891539.1
OG0000357	XP_036495862.1	XP_031891895.1
OG0000358	XP_036495866.1	XP_031891894.1
OG0000358	XP_036501419.1	XP_031891542.1
OG0000360	XP_036500448.1	XP_031885553.1
OG0000360	XP_036493856.1	XP_031884987.1
OG0000361	XP_036493857.1	XP_031884986.1
OG0000361	XP_036491356.1	XP_031889916.1
OG0000362	XP_036493413.1	XP_031881406.1
OG0000362	XP_036499874.1	XP_031885903.1
OG0000363	XP_036495373.1	XP_031892102.1
OG0000363	XP_036494086.1	XP_031893194.1
OG0000364	XP_036495358.1	XP_031885135.1
OG0000364	XP_036496211.1	XP_031891911.1
OG0000365	XP_036493481.1	XP_031884894.1, XP_066007605.1
OG0000367	XP_036496615.1	XP_031883166.2
OG0000367	XP_036495359.1	XP_031885130.1
OG0000368	XP_036495977.1	XP_031885117.1
OG0000368	XP_036494985.1	XP_031893526.1
OG0000368	XP_036502342.1	XP_031878191.1
OG0000369	XP_036491094.1	XP_031887854.1
OG0000369	XP_036496149.1	XP_031878947.2
OG0000370	XP_036496151.1	XP_031878965.1
OG0000370	XP_036501921.1	XP_031890650.1
OG0000373	XP_036491148.1	XP_031876092.1
OG0000373	XP_036491318.1	XP_031879574.1
OG0000374	XP_036493360.1	XP_031884869.1
OG0000374	XP_036500206.1	XP_066008359.1
OG0000375	XP_036491556.1	XP_031890303.1
OG0000375	XP_036491275.1	XP_031892884.1
OG0000376	XP_036493402.1	XP_031884876.1
OG0000376	XP_036493401.1	XP_031884854.1
OG0000377	XP_036489800.1	XP_031889100.1
OG0000377	XP_036495714.1	XP_031885009.1
OG0000378	XP_036489796.1	XP_031889095.1
OG0000378	XP_036495945.1	XP_031891962.1
OG0000379	XP_036489817.1	XP_031882513.1
OG0000379	XP_036493883.1	XP_031884698.1
OG0000380	XP_036493652.1	XP_031892454.2
OG0000380	XP_036490235.1	XP_031888061.1
OG0000381	XP_036490137.1	XP_031889325.1
OG0000381	XP_036495824.1	XP_031883012.2
OG0000382	XP_036495381.1	XP_031883033.2
OG0000382	XP_036489242.1	XP_031889396.1
OG0000383	XP_036494476.1	XP_066007135.1
OG0000384	XP_036488826.1	XP_031880104.1
OG0000384	XP_036494149.1	XP_031893122.1
OG0000385	XP_036490199.1	XP_031888077.1
OG0000385	XP_036494711.1	XP_031890017.1
OG0000385	XP_036495682.1	XP_031876284.1
OG0000386	XP_036494437.1	XP_066008902.1
OG0000386	XP_036496855.1	XP_031876285.1
OG0000386	XP_036490198.1	XP_031888072.1
OG0000387	XP_036490518.1	XP_031888069.1
OG0000387	XP_036493329.1	XP_031881401.1
OG0000388	XP_036494324.1	XP_031878767.1
OG0000388	XP_036492157.1	XP_031890261.1
OG0000389	XP_036499377.1	XP_031878265.1
OG0000389	XP_036500168.1	XP_031881881.1
OG0000390	XP_036491575.1	XP_031889814.1
OG0000390	XP_036488325.1	XP_031879182.1
OG0000391	XP_036487803.1	XP_066007819.1, XP_066007682.1, XP_066006939.1
OG0000391	XP_036487794.1	XP_031886784.2, XP_066007003.1
OG0000391	XP_036494739.1	XP_031877162.1
OG0000392	XP_036495318.1	XP_031891898.1
OG0000393	XP_036501398.1	XP_031879354.1
OG0000393	XP_036498665.1	XP_031888828.2
OG0000394	XP_036497643.1	XP_031888962.2
OG0000394	XP_036494027.1	XP_031893399.1
OG0000395	XP_036488621.1	XP_031880953.1
OG0000395	XP_036493983.1	XP_031893078.1
OG0000396	XP_036492606.1	XP_031878506.1
OG0000396	XP_036501023.1	XP_031877399.1
OG0000397	XP_036488474.1	XP_031880837.1
OG0000398	XP_036493670.1	XP_031875705.1
OG0000398	XP_036494648.1	XP_031877154.1
OG0000400	XP_036500156.1	XP_031885505.1
OG0000400	XP_036500155.1	XP_031885506.1
OG0000401	XP_036493851.1	XP_031877365.1
OG0000401	XP_036488460.1	XP_031890899.2
OG0000401	XP_036487952.1	XP_031876450.1
OG0000402	XP_036494442.1	XP_066007203.1
OG0000402	XP_036500300.1	XP_031885935.1
OG0000403	XP_036502530.1	XP_031882946.1
OG0000403	XP_036495764.1	XP_031885016.2
OG0000404	XP_036498766.1	XP_031890258.1
OG0000406	XP_036501301.1	XP_031893322.1
OG0000408	XP_036496059.1	XP_066008847.1
OG0000409	XP_036501000.1	XP_031884297.2
OG0000410	XP_036488099.1	XP_031880807.1
OG0000411	XP_036487793.1	XP_031875432.1, XP_031875409.1, XP_066006933.1
OG0000411	XP_036487768.1, XP_036487766.1, XP_036487745.1	XP_066006959.1, XP_066006992.1, XP_066006963.1, XP_066007686.1, XP_031875305.1, XP_031875444.1
OG0000412	XP_036490758.1	XP_031892439.1
OG0000413	XP_036490759.1	XP_031892817.1
OG0000413	XP_036495493.1	XP_031882990.2
OG0000414	XP_036498764.1	XP_031887568.1
OG0000414	XP_036494938.1	XP_031890272.1
OG0000415	XP_036498913.1	XP_031887758.1
OG0000416	XP_036498064.1	XP_031887764.2
OG0000416	XP_036491415.1	XP_031879539.2
OG0000417	XP_036493209.1	XP_031883862.1
OG0000418	XP_036501193.1	XP_031888435.1
OG0000418	XP_036489284.1	XP_031875682.1
OG0000419	XP_036502027.1	XP_031877436.1
OG0000419	XP_036489747.1	XP_031875630.1
OG0000420	XP_036492241.1	XP_066007900.1
OG0000420	XP_036491092.1	XP_031881691.1
OG0000421	XP_036496289.1	XP_031891920.1
OG0000422	XP_036490694.1	XP_031892805.1
OG0000422	XP_036496181.1	XP_031885107.1
OG0000423	XP_036502101.1	XP_031877437.1
OG0000424	XP_036494674.1	XP_031890218.1
OG0000424	XP_036491387.1	XP_031884483.1
OG0000425	XP_036499933.1	XP_031886346.1
OG0000426	XP_036494831.1	XP_031892954.1
OG0000427	XP_036490958.1	XP_031892374.1
OG0000428	XP_036500317.1	XP_031885917.1
OG0000428	XP_036500295.1	XP_031882551.1
OG0000429	XP_036489237.1	XP_031882471.2
OG0000429	XP_036492906.1	XP_031883964.2
OG0000431	XP_036496057.1	XP_066008722.1
OG0000432	XP_036500274.1	XP_031883530.2
OG0000433	XP_036487883.1	XP_031883791.2, XP_066007106.1, XP_066008917.1, XP_066009274.1, XP_066007330.1, XP_066006872.1
OG0000433	XP_036498526.1	XP_031881064.1
OG0000434	XP_036491469.1	XP_031889670.1
OG0000434	XP_036495630.1	XP_031891739.1
OG0000435	XP_036493063.1	XP_031883879.1
OG0000436	XP_036493551.1	XP_031883810.2
OG0000437	XP_036495404.1	XP_031892276.1
OG0000437	XP_036500326.1	XP_066009793.1
OG0000438	XP_036492889.1	XP_031881499.1
OG0000439	XP_036488997.1	XP_066007424.1
OG0000439	XP_036494547.1	XP_066008818.1
OG0000439	XP_036493312.1	XP_031881477.1
OG0000440	XP_036491735.1	XP_031875888.2
OG0000440	XP_036492745.1	XP_031881525.1
OG0000441	XP_036501475.1	XP_031884193.1
OG0000442	XP_036499868.1	XP_031885904.1
OG0000442	XP_036495151.1	XP_031879077.1
OG0000442	XP_036488761.1	XP_031875802.1
OG0000445	XP_036490023.1	XP_031889421.1
OG0000446	XP_036498419.1	XP_031878798.1
OG0000446	XP_036495538.1	XP_031892192.1
OG0000447	XP_036488864.1	XP_031880135.1
OG0000447	XP_036500327.1	XP_031878292.2
OG0000448	XP_036496527.1	XP_031878365.1
OG0000449	XP_036496958.1	XP_031878888.1
OG0000449	XP_036497677.1	XP_031887532.1
OG0000450	XP_036489405.1	XP_031889358.1
