Orthogroup	Colletotrichum_siamense	Colletotrichum_gloeosporioides
OG0000213	XP_036491093.1	XP_045257301.1, XP_045265010.1, XP_045269545.1, XP_045266559.1
OG0000213	XP_036494692.1	XP_045263010.1
OG0000214	XP_036500340.1	XP_045261715.1
OG0000214	XP_036498834.1	XP_045263460.1
OG0000214	XP_036494080.1	XP_045263186.1
OG0000214	XP_036500028.1	XP_045271149.1
OG0000216	XP_036501076.1	XP_045259148.1
OG0000216	XP_036500938.1	XP_045265479.1
OG0000216	XP_036491331.1	XP_045269769.1
OG0000217	XP_036499314.1	XP_045260327.1
OG0000218	XP_036499974.1	XP_045271056.1
OG0000218	XP_036492965.1	XP_045265810.1, XP_045258998.1, XP_045269449.1
OG0000219	XP_036499265.1	XP_045269967.1
OG0000219	XP_036500913.1	XP_045269435.1
OG0000220	XP_036494125.1	XP_045267270.1
OG0000220	XP_036492393.1	XP_045269671.1
OG0000221	XP_036499381.1	XP_045257182.1
OG0000221	XP_036499379.1	XP_045257181.1
OG0000222	XP_036500876.1	XP_045258772.1
OG0000222	XP_036500575.1	XP_045269245.1
OG0000223	XP_036499061.1, XP_036498210.1, XP_036489185.1	XP_045268002.1
OG0000224	XP_036497609.1	XP_045270683.1
OG0000224	XP_036494152.1	XP_045267246.1
OG0000224	XP_036500014.1	XP_045269182.1
OG0000225	XP_036489524.1	XP_045262317.1
OG0000225	XP_036495584.1	XP_045268958.1
OG0000227	XP_036493657.1	XP_045259003.1
OG0000227	XP_036498386.1	XP_045269037.1
OG0000228	XP_036500151.1	XP_045269231.1
OG0000228	XP_036493672.1	XP_045264164.1
OG0000229	XP_036495685.1	XP_045259222.1
OG0000229	XP_036500029.1	XP_045271148.1
OG0000230	XP_036495219.1	XP_045268776.1
OG0000230	XP_036495817.1	XP_045259256.1
OG0000231	XP_036495954.1	XP_045266990.1
OG0000231	XP_036489275.1	XP_045268102.1
OG0000232	XP_036496182.1	XP_045266910.1
OG0000232	XP_036488946.1	XP_045260983.1
OG0000233	XP_036494997.1	XP_045257945.1
OG0000234	XP_036490459.1	XP_045266609.1
OG0000234	XP_036491500.1	XP_045258872.1
OG0000235	XP_036496671.1	XP_045259464.1
OG0000235	XP_036497810.1	XP_045266345.1
OG0000236	XP_036488529.1	XP_045260760.1
OG0000237	XP_036490060.1	XP_045262285.1
OG0000237	XP_036493486.1	XP_045264988.1
OG0000238	XP_036490870.1	XP_045266441.1
OG0000238	XP_036490701.1	XP_045266439.1, XP_045266440.1
OG0000239	XP_036488038.1	XP_045270980.1
OG0000239	XP_036489762.1	XP_045268542.1
OG0000240	XP_036488998.1	XP_045270926.1
OG0000242	XP_036491798.1	XP_045261996.1
OG0000242	XP_036498557.1	XP_045269075.1
OG0000242	XP_036492008.1	XP_045269778.1
OG0000244	XP_036494818.1	XP_045263066.1
OG0000244	XP_036499301.1	XP_045264601.1
OG0000244	XP_036496734.1	XP_045267416.1
OG0000248	XP_036489334.1	XP_045268442.1
OG0000249	XP_036500085.1	XP_045269262.1
OG0000250	XP_036490424.1	XP_045264556.1
OG0000250	XP_036494588.1	XP_045268745.1
OG0000251	XP_036499797.1	XP_045264704.1
OG0000251	XP_036501913.1	XP_045267832.1
OG0000253	XP_036500578.1	XP_045269240.1
OG0000253	XP_036488727.1	XP_045260923.1
OG0000254	XP_036488670.1	XP_045260903.1
OG0000254	XP_036493047.1	XP_045257744.1
OG0000255	XP_036495878.1	XP_045265311.1
OG0000255	XP_036501153.1	XP_045264054.1
OG0000256	XP_036495029.1	XP_045267556.1
OG0000256	XP_036500916.1	XP_045262627.1
OG0000257	XP_036499216.1	XP_045256987.1
OG0000258	XP_036488823.1	XP_045260962.1
OG0000258	XP_036500775.1	XP_045270075.1
OG0000259	XP_036501678.1	XP_045258115.1
OG0000259	XP_036498018.1	XP_045259585.1
OG0000260	XP_036494380.1	XP_045257559.1
OG0000260	XP_036491256.1	XP_045261251.1
OG0000260	XP_036497116.1	XP_045259612.1
OG0000261	XP_036502518.1	XP_045262502.1
OG0000261	XP_036498168.1	XP_045262345.1
OG0000262	XP_036500489.1	XP_045257191.1
OG0000262	XP_036492701.1	XP_045259071.1
OG0000263	XP_036490443.1	XP_045261365.1
OG0000263	XP_036490170.1	XP_045256441.1
OG0000264	XP_036494874.1	XP_045259980.1
OG0000265	XP_036492120.1	XP_045258879.1
OG0000265	XP_036501081.1	XP_045267620.1
OG0000266	XP_036491819.1	XP_045258833.1
OG0000266	XP_036501841.1	XP_045263908.1
OG0000267	XP_036500021.1	XP_045259651.1
OG0000267	XP_036493890.1	XP_045271379.1
OG0000268	XP_036493174.1	XP_045264859.1
OG0000268	XP_036499990.1	XP_045259767.1
OG0000269	XP_036499341.1, XP_036501736.1	XP_045259633.1, XP_045265385.1
OG0000270	XP_036492035.1	XP_045261902.1
OG0000270	XP_036500161.1	XP_045258721.1
OG0000271	XP_036500700.1	XP_045270089.1
OG0000271	XP_036490074.1	XP_045268596.1
OG0000271	XP_036500693.1	XP_045265206.1
OG0000272	XP_036501846.1	XP_045263903.1
OG0000272	XP_036501282.1	XP_045265418.1
OG0000272	XP_036494960.1	XP_045263038.1
OG0000273	XP_036495579.1	XP_045268955.1
OG0000273	XP_036489175.1	XP_045262274.1
OG0000274	XP_036498385.1	XP_045269038.1
OG0000275	XP_036493337.1	XP_045263496.1
OG0000276	XP_036493816.1	XP_045264269.1
OG0000276	XP_036498285.1	XP_045263314.1
OG0000277	XP_036493636.1	XP_045264186.1
OG0000277	XP_036494724.1	XP_045258022.1
OG0000278	XP_036488257.1	XP_045265946.1
OG0000278	XP_036495006.1	XP_045257530.1
OG0000279	XP_036488346.1	XP_045261008.1
OG0000279	XP_036499952.1	XP_045269208.1
OG0000280	XP_036501608.1	XP_045265584.1
OG0000280	XP_036502556.1	XP_045258151.1
OG0000281	XP_036498219.1	XP_045270549.1
OG0000281	XP_036502464.1	XP_045258084.1
OG0000283	XP_036495442.1	XP_045268918.1
OG0000283	XP_036497141.1	XP_045270351.1
OG0000284	XP_036488825.1	XP_045271004.1
OG0000284	XP_036489035.1	XP_045262266.1
OG0000285	XP_036495425.1	XP_045259247.1
OG0000285	XP_036502092.1	XP_045259158.1
OG0000286	XP_036496538.1	XP_045260442.1
OG0000286	XP_036502178.1, XP_036489039.1	XP_045256809.1
OG0000287	XP_036496044.1	XP_045267010.1
OG0000287	XP_036497577.1	XP_045263659.1
OG0000288	XP_036500930.1	XP_045263749.1
OG0000288	XP_036490661.1	XP_045264512.1
OG0000290	XP_036488880.1	XP_045270993.1
OG0000290	XP_036490342.1	XP_045261233.1
OG0000291	XP_036492185.1	XP_045269623.1
OG0000291	XP_036500803.1	XP_045258649.1
OG0000292	XP_036500228.1	XP_045264596.1
OG0000292	XP_036493332.1	XP_045264899.1
OG0000293	XP_036493573.1	XP_045257803.1
OG0000293	XP_036493500.1	XP_045271256.1
OG0000294	XP_036502430.1	XP_045270216.1
OG0000294	XP_036498464.1	XP_045259628.1
OG0000295	XP_036497932.1	XP_045257658.1
OG0000296	XP_036494557.1	XP_045257551.1
OG0000296	XP_036496248.1	XP_045264773.1
OG0000297	XP_036497293.1	XP_045270587.1
OG0000297	XP_036496245.1	XP_045264772.1
OG0000298	XP_036498588.1	XP_045263543.1
OG0000298	XP_036490438.1	XP_045266526.1
OG0000299	XP_036490902.1	XP_045261213.1
OG0000299	XP_036490432.1	XP_045261219.1
OG0000300	XP_036487753.1, XP_036487773.1, XP_036487779.1, XP_036496490.1	XP_045260458.1
OG0000301	XP_036496247.1	XP_045264774.1
OG0000301	XP_036494887.1	XP_045259974.1
OG0000302	XP_036496357.1	XP_045260558.1
OG0000302	XP_036497243.1	XP_045257584.1
OG0000303	XP_036499702.1	XP_045269318.1
OG0000303	XP_036489969.1	XP_045268419.1
OG0000304	XP_036490669.1	XP_045263305.1, XP_045256476.1
OG0000304	XP_036491926.1	XP_045264396.1, XP_045261333.1
OG0000305	XP_036488119.1	XP_045260609.1
OG0000305	XP_036496695.1	XP_045265286.1
OG0000306	XP_036494273.1	XP_045256713.1
OG0000306	XP_036497448.1	XP_045263365.1
OG0000307	XP_036493930.1	XP_045258019.1
OG0000307	XP_036501910.1	XP_045267829.1
OG0000308	XP_036500645.1	XP_045271103.1
OG0000308	XP_036499438.1	XP_045259843.1
OG0000309	XP_036495244.1	XP_045263143.1
OG0000310	XP_036493529.1	XP_045259025.1
OG0000311	XP_036491940.1	XP_045265919.1
OG0000311	XP_036490568.1	XP_045261305.1
OG0000311	XP_036498780.1	XP_045270294.1
OG0000312	XP_036493969.1	XP_045268684.1
OG0000313	XP_036492574.1	XP_045256125.1
OG0000313	XP_036493968.1	XP_045268682.1
OG0000314	XP_036492152.1	XP_045269765.1
OG0000314	XP_036488094.1	XP_045260863.1
OG0000315	XP_036499353.1	XP_045260303.1
OG0000315	XP_036501520.1	XP_045263792.1
OG0000316	XP_036492862.1	XP_045257310.1
OG0000316	XP_036488444.1	XP_045261154.1
OG0000317	XP_036491186.1	XP_045266514.1
OG0000317	XP_036502097.1, XP_036496757.1	XP_045267604.1
OG0000317	XP_036493656.1	XP_045265525.1, XP_045271402.1
OG0000318	XP_036495854.1	XP_045259489.1
OG0000318	XP_036488388.1	XP_045266016.1
OG0000319	XP_036495986.1	XP_045260364.1
OG0000319	XP_036489585.1	XP_045268110.1
OG0000322	XP_036494510.1	XP_045257985.1
OG0000322	XP_036501740.1	XP_045262699.1
OG0000322	XP_036500690.1	XP_045269156.1
OG0000326	XP_036489291.1	XP_045268318.1
OG0000327	XP_036498134.1	XP_045270753.1
OG0000328	XP_036499905.1	XP_045269974.1
OG0000329	XP_036499528.1	XP_045270120.1
OG0000329	XP_036498908.1	XP_045266292.1
OG0000330	XP_036493130.1	XP_045257767.1
OG0000330	XP_036493723.1	XP_045257366.1
OG0000331	XP_036496700.1	XP_045266957.1
OG0000331	XP_036499562.1	XP_045257223.1
OG0000332	XP_036498698.1	XP_045263286.1
OG0000333	XP_036502327.1	XP_045267707.1
OG0000333	XP_036495161.1	XP_045257953.1
OG0000333	XP_036498472.1	XP_045263356.1
OG0000335	XP_036493304.1	XP_045271354.1
OG0000336	XP_036496399.1, XP_036496397.1	XP_045267391.1
OG0000336	XP_036494990.1	XP_045268630.1
OG0000337	XP_036490915.1	XP_045256567.1
OG0000337	XP_036496124.1	XP_045269920.1
OG0000338	XP_036497737.1	XP_045269129.1
OG0000338	XP_036500549.1	XP_045257215.1
OG0000339	XP_036496878.1	XP_045260416.1
OG0000340	XP_036494897.1	XP_045268832.1
OG0000340	XP_036487971.1	XP_045260613.1
OG0000341	XP_036496758.1	XP_045259308.1
OG0000341	XP_036494652.1	XP_045257419.1
OG0000342	XP_036497164.1	XP_045258511.1
OG0000342	XP_036500625.1	XP_045270108.1
OG0000343	XP_036495553.1	XP_045267330.1
OG0000343	XP_036499686.1	XP_045271113.1
OG0000344	XP_036494013.1	XP_045263130.1
OG0000345	XP_036502474.1	XP_045267739.1
OG0000345	XP_036499825.1	XP_045269995.1
OG0000346	XP_036492629.1	XP_045264967.1
OG0000347	XP_036493375.1	XP_045260142.1
OG0000348	XP_036501836.1	XP_045259093.1
OG0000348	XP_036494022.1	XP_045267292.1
OG0000349	XP_036489633.1	XP_045256850.1
OG0000350	XP_036494528.1	XP_045263001.1
OG0000350	XP_036496363.1	XP_045260560.1
OG0000350	XP_036500548.1	XP_045257214.1
OG0000352	XP_036490652.1	XP_045256367.1
OG0000353	XP_036490353.1	XP_045256531.1
OG0000353	XP_036496698.1	XP_045266951.1
OG0000355	XP_036492205.1	XP_045258923.1
OG0000355	XP_036497374.1	XP_045269027.1
OG0000356	XP_036495633.1	XP_045259888.1
OG0000356	XP_036499851.1	XP_045258769.1
OG0000357	XP_036501418.1	XP_045263859.1
OG0000357	XP_036495862.1	XP_045259338.1
OG0000358	XP_036495866.1	XP_045259337.1
OG0000358	XP_036501419.1	XP_045263858.1
OG0000360	XP_036500448.1	XP_045258580.1
OG0000360	XP_036493856.1	XP_045260171.1
OG0000361	XP_036493857.1	XP_045260172.1
OG0000361	XP_036491356.1	XP_045265103.1
OG0000362	XP_036493413.1	XP_045264933.1
OG0000362	XP_036499874.1	XP_045264641.1
OG0000363	XP_036495373.1	XP_045268892.1
OG0000363	XP_036494086.1	XP_045263181.1
OG0000364	XP_036495358.1	XP_045266937.1
OG0000364	XP_036496211.1	XP_045268887.1
OG0000365	XP_036493475.1	XP_045262185.1
OG0000367	XP_036496615.1	XP_045267442.1
OG0000367	XP_036495359.1	XP_045266938.1
OG0000368	XP_036495977.1	XP_045266921.1
OG0000368	XP_036494985.1	XP_045268632.1
OG0000368	XP_036502342.1	XP_045267673.1
OG0000369	XP_036491094.1	XP_045261354.1
OG0000369	XP_036496149.1	XP_045267049.1
OG0000370	XP_036501921.1	XP_045264075.1
OG0000373	XP_036491148.1	XP_045266535.1
OG0000373	XP_036491318.1	XP_045261861.1
OG0000374	XP_036493360.1	XP_045271332.1
OG0000374	XP_036500206.1	XP_045261598.1
OG0000375	XP_036491556.1	XP_045269553.1
OG0000375	XP_036491275.1	XP_045256283.1
OG0000376	XP_036493402.1, XP_036493401.1	XP_045271293.1
OG0000377	XP_036489800.1	XP_045268052.1
OG0000377	XP_036495714.1	XP_045259453.1
OG0000378	XP_036489796.1	XP_045268056.1
OG0000378	XP_036495945.1	XP_045260404.1
OG0000379	XP_036489817.1	XP_045268595.1
OG0000379	XP_036493883.1	XP_045271386.1
OG0000380	XP_036493652.1	XP_045271408.1
OG0000380	XP_036490235.1	XP_045261339.1
OG0000381	XP_036490137.1	XP_045262253.1
OG0000381	XP_036495824.1	XP_045259900.1
OG0000382	XP_036495381.1	XP_045267340.1
OG0000383	XP_036494476.1	XP_045263075.1
OG0000384	XP_036488826.1	XP_045256915.1
OG0000384	XP_036494149.1	XP_045267245.1
OG0000385	XP_036490199.1	XP_045261189.1
OG0000385	XP_036494711.1	XP_045257421.1
OG0000385	XP_036495682.1	XP_045265150.1
OG0000386	XP_036494437.1	XP_045257420.1
OG0000386	XP_036496855.1	XP_045265149.1
OG0000386	XP_036490198.1	XP_045261190.1
OG0000387	XP_036490518.1	XP_045261346.1
OG0000387	XP_036493329.1	XP_045264903.1
OG0000388	XP_036494324.1	XP_045257502.1
OG0000388	XP_036492157.1	XP_045261971.1
OG0000389	XP_036499377.1	XP_045257186.1
OG0000389	XP_036500168.1	XP_045257019.1
OG0000390	XP_036491575.1	XP_045265019.1
OG0000390	XP_036488325.1	XP_045266197.1
OG0000391	XP_036487803.1, XP_036487794.1, XP_036494739.1	XP_045263152.1
OG0000392	XP_036495318.1	XP_045268870.1
OG0000393	XP_036501398.1	XP_045267717.1
OG0000393	XP_036498665.1	XP_045258515.1
OG0000394	XP_036497643.1	XP_045258422.1
OG0000394	XP_036494027.1	XP_045267553.1
OG0000395	XP_036488621.1	XP_045266022.1
OG0000395	XP_036493983.1	XP_045268735.1
OG0000396	XP_036492606.1	XP_045258946.1
OG0000396	XP_036501023.1	XP_045267596.1
OG0000397	XP_036488474.1	XP_045266124.1
OG0000398	XP_036493670.1	XP_045257321.1
OG0000398	XP_036494648.1	XP_045263169.1
OG0000400	XP_036500156.1	XP_045258714.1
OG0000400	XP_036500155.1	XP_045258713.1
OG0000401	XP_036493851.1	XP_045259081.1
OG0000401	XP_036488460.1	XP_045270919.1
OG0000401	XP_036487952.1	XP_045261117.1
OG0000402	XP_036494442.1	XP_045263021.1
OG0000402	XP_036500300.1	XP_045264610.1
OG0000403	XP_036502530.1	XP_045262536.1
OG0000403	XP_036495764.1	XP_045259483.1
OG0000404	XP_036498766.1	XP_045267268.1, XP_045265099.1, XP_045261985.1, XP_045261981.1
OG0000406	XP_036501301.1	XP_045261530.1, XP_045267473.1, XP_045261531.1, XP_045268810.1, XP_045267472.1
OG0000408	XP_036496059.1	XP_045259278.1
OG0000409	XP_036501000.1	XP_045261711.1
OG0000410	XP_036488099.1	XP_045266137.1
OG0000412	XP_036490758.1	XP_045266370.1
OG0000412	XP_036494045.1	XP_045258024.1
OG0000413	XP_036490759.1	XP_045266371.1
OG0000413	XP_036495493.1	XP_045259922.1
OG0000414	XP_036494938.1	XP_045257926.1
OG0000415	XP_036498913.1	XP_045262435.1
OG0000416	XP_036498064.1	XP_045262433.1
OG0000416	XP_036491415.1	XP_045261910.1
OG0000417	XP_036493209.1	XP_045264330.1
OG0000418	XP_036501193.1	XP_045262620.1
OG0000418	XP_036489284.1	XP_045256808.1
OG0000419	XP_036502027.1	XP_045264498.1
OG0000419	XP_036489747.1	XP_045256194.1
OG0000420	XP_036491092.1	XP_045264559.1
OG0000421	XP_036496289.1	XP_045260543.1
OG0000422	XP_036490694.1	XP_045256226.1
OG0000422	XP_036496181.1	XP_045266909.1
OG0000423	XP_036502101.1	XP_045267610.1
OG0000424	XP_036494674.1	XP_045257425.1
OG0000424	XP_036491387.1	XP_045258199.1
OG0000425	XP_036499933.1	XP_045269718.1
OG0000426	XP_036494831.1	XP_045267213.1
OG0000427	XP_036490958.1	XP_045256443.1
OG0000428	XP_036500317.1	XP_045260335.1
OG0000428	XP_036500295.1	XP_045256096.1
OG0000429	XP_036489237.1	XP_045266750.1
OG0000429	XP_036492906.1	XP_045264136.1
OG0000431	XP_036496057.1	XP_045259284.1
OG0000432	XP_036500274.1	XP_045259385.1
OG0000433	XP_036487883.1, XP_036498526.1	XP_045269065.1
OG0000434	XP_036491469.1	XP_045265130.1
OG0000434	XP_036495630.1	XP_045259242.1
OG0000435	XP_036493063.1	XP_045264157.1
OG0000436	XP_036493551.1	XP_045264145.1
OG0000437	XP_036495404.1	XP_045264786.1
OG0000437	XP_036500326.1	XP_045257271.1
OG0000438	XP_036492889.1	XP_045264947.1
OG0000438	XP_036488559.1	XP_045261064.1
OG0000439	XP_036488997.1	XP_045270925.1
OG0000439	XP_036493312.1	XP_045264977.1
OG0000440	XP_036491735.1	XP_045261822.1
OG0000440	XP_036492745.1	XP_045264877.1
OG0000441	XP_036501475.1	XP_045270185.1
OG0000442	XP_036499868.1	XP_045264646.1
OG0000442	XP_036495151.1	XP_045257966.1
OG0000442	XP_036488761.1	XP_045260941.1
OG0000445	XP_036490023.1	XP_045267885.1
OG0000446	XP_036498419.1	XP_045256663.1
OG0000446	XP_036495538.1	XP_045268975.1
OG0000447	XP_036488864.1	XP_045271007.1
OG0000447	XP_036500327.1	XP_045257267.1
OG0000448	XP_036496527.1	XP_045269945.1
OG0000449	XP_036496958.1	XP_045267015.1
OG0000450	XP_036489405.1	XP_045262294.1
OG0000450	XP_036490606.1	XP_045261277.1
OG0000451	XP_036495257.1	XP_045267041.1
OG0000452	XP_036493534.1	XP_045271270.1
OG0000452	XP_036497496.1	XP_045263532.1
OG0000453	XP_036502429.1	XP_045270215.1
OG0000453	XP_036488087.1	XP_045266032.1
OG0000454	XP_036501230.1	XP_045270260.1
OG0000454	XP_036501421.1	XP_045263860.1
OG0000455	XP_036502030.1	XP_045264495.1
OG0000456	XP_036498599.1	XP_045261776.1
OG0000456	XP_036495642.1	XP_045260422.1
OG0000457	XP_036488508.1	XP_045261035.1
OG0000458	XP_036493587.1, XP_036494691.1	XP_045257423.1
OG0000458	XP_036495389.1	XP_045267347.1
OG0000459	XP_036501869.1	XP_045265506.1
OG0000459	XP_036491749.1	XP_045258854.1
OG0000460	XP_036488317.1	XP_045270997.1
OG0000460	XP_036493177.1	XP_045260085.1
OG0000461	XP_036492052.1	XP_045265072.1
OG0000461	XP_036499787.1, XP_036488070.1	XP_045270819.1
OG0000462	XP_036487844.1	XP_045262971.1, XP_045259194.1, XP_045267838.1
OG0000462	XP_036487884.1	XP_045267144.1
OG0000463	XP_036502812.1	XP_045265445.1
OG0000463	XP_036494276.1	XP_045263018.1
OG0000464	XP_036488158.1	XP_045260787.1
OG0000465	XP_036495848.1	XP_045267422.1
OG0000465	XP_036500605.1	XP_045259551.1
OG0000465	XP_036499041.1	XP_045269222.1
OG0000466	XP_036502182.1	XP_045267630.1
OG0000466	XP_036495495.1	XP_045268934.1
OG0000467	XP_036494926.1	XP_045263131.1
OG0000467	XP_036501605.1	XP_045265587.1
OG0000468	XP_036492192.1	XP_045262079.1
OG0000468	XP_036493404.1	XP_045271296.1
OG0000469	XP_036502699.1	XP_045267825.1
OG0000469	XP_036488235.1	XP_045270868.1
OG0000470	XP_036494745.1	XP_045267583.1
OG0000471	XP_036494121.1	XP_045267263.1
OG0000471	XP_036493101.1	XP_045257746.1
OG0000472	XP_036494825.1	XP_045267211.1
OG0000473	XP_036495052.1	XP_045268826.1
OG0000474	XP_036495215.1	XP_045268781.1
OG0000474	XP_036495279.1	XP_045267098.1
OG0000475	XP_036491215.1	XP_045261274.1
OG0000475	XP_036491216.1	XP_045261275.1
OG0000476	XP_036496282.1	XP_045267463.1
OG0000476	XP_036491751.1	XP_045258852.1
OG0000477	XP_036499004.1	XP_045269142.1
OG0000478	XP_036500602.1	XP_045269141.1
OG0000478	XP_036501649.1	XP_045265835.1
OG0000479	XP_036488785.1	XP_045265948.1
OG0000481	XP_036492566.1	XP_045264408.1
OG0000481	XP_036494851.1	XP_045263092.1
OG0000482	XP_036488177.1	XP_045260906.1
OG0000482	XP_036489883.1	XP_045268116.1
OG0000483	XP_036498167.1	XP_045263552.1
OG0000483	XP_036498162.1	XP_045263556.1
OG0000484	XP_036501346.1, XP_036501786.1	XP_045264120.1
OG0000487	XP_036488236.1, XP_036488233.1	XP_045270866.1
OG0000487	XP_036492861.1	XP_045257308.1
OG0000489	XP_036488488.1	XP_045270891.1
OG0000491	XP_036492502.1	XP_045261928.1
OG0000492	XP_036498808.1	XP_045258345.1
OG0000492	XP_036491468.1	XP_045265121.1
OG0000493	XP_036494155.1	XP_045257492.1
OG0000494	XP_036496550.1	XP_045267369.1
OG0000494	XP_036501254.1	XP_045265812.1
OG0000495	XP_036500701.1	XP_045270092.1
OG0000495	XP_036491254.1	XP_045264563.1
OG0000496	XP_036491467.1	XP_045265122.1
OG0000496	XP_036495695.1	XP_045259927.1
OG0000497	XP_036492357.1	XP_045258864.1
OG0000498	XP_036495056.1	XP_045257404.1
OG0000498	XP_036496955.1	XP_045267401.1
OG0000499	XP_036495116.1	XP_045267489.1
OG0000501	XP_036497711.1	XP_045263399.1
OG0000501	XP_036497315.1	XP_045259577.1
OG0000502	XP_036496857.1	XP_045268859.1
OG0000502	XP_036502722.1	XP_045263785.1
OG0000503	XP_036501395.1	XP_045267712.1
OG0000503	XP_036496599.1	XP_045260491.1
OG0000504	XP_036493579.1	XP_045264338.1
OG0000504	XP_036495516.1	XP_045260546.1
OG0000505	XP_036490296.1	XP_045256509.1
OG0000506	XP_036490188.1, XP_036490189.1	XP_045266579.1
OG0000507	XP_036498524.1	XP_045269067.1
OG0000508	XP_036494727.1	XP_045263036.1
OG0000508	XP_036498569.1	XP_045258476.1
OG0000509	XP_036494959.1	XP_045263037.1
OG0000509	XP_036498570.1	XP_045258477.1
OG0000510	XP_036498608.1	XP_045269063.1
OG0000510	XP_036492976.1	XP_045257353.1
OG0000511	XP_036493156.1	XP_045264253.1
OG0000512	XP_036493937.1	XP_045259943.1
OG0000512	XP_036494522.1	XP_045262998.1
OG0000513	XP_036491444.1	XP_045257373.1, XP_045258887.1
OG0000513	XP_036499487.1	XP_045261704.1
OG0000514	XP_036494622.1	XP_045268622.1
OG0000514	XP_036501055.1	XP_045262826.1
OG0000515	XP_036500973.1	XP_045262788.1
OG0000516	XP_036491700.1	XP_045265898.1
OG0000516	XP_036491544.1	XP_045265902.1, XP_045265903.1
OG0000518	XP_036501338.1	XP_045270240.1
OG0000519	XP_036502834.1	XP_045263893.1
OG0000519	XP_036502441.1	XP_045263806.1
OG0000520	XP_036497075.1	XP_045256697.1
OG0000520	XP_036502505.1	XP_045270195.1
OG0000521	XP_036500172.1	XP_045259536.1
OG0000522	XP_036498702.1	XP_045263293.1
OG0000524	XP_036489445.1	XP_045268562.1
OG0000524	XP_036490979.1	XP_045266542.1
OG0000525	XP_036498416.1	XP_045263545.1
OG0000525	XP_036492088.1	XP_045269627.1
OG0000526	XP_036491718.1	XP_045269676.1
OG0000526	XP_036502726.1	XP_045258136.1
OG0000527	XP_036493350.1	XP_045260121.1
OG0000527	XP_036493351.1	XP_045260120.1
OG0000528	XP_036502424.1	XP_045270214.1
OG0000529	XP_036493254.1	XP_045260158.1
OG0000529	XP_036501228.1	XP_045270253.1
OG0000530	XP_036496612.1	XP_045267436.1
OG0000531	XP_036489595.1	XP_045267986.1
OG0000532	XP_036490277.1	XP_045266530.1
OG0000533	XP_036499329.1	XP_045257164.1
OG0000533	XP_036490323.1	XP_045261408.1
