Orthogroup	Colletotrichum_siamense	Colletotrichum_acutatum
OG0000322	XP_036498269.1, XP_036494510.1, XP_036501740.1, XP_036500690.1	XP_060371402.1
OG0000326	XP_036489291.1	XP_060371052.1
OG0000327	XP_036495067.1	XP_060365183.1
OG0000327	XP_036498134.1	XP_060369245.1
OG0000329	XP_036499528.1	XP_060361786.1
OG0000329	XP_036498908.1	XP_060369595.1
OG0000330	XP_036493723.1	XP_060361240.1
OG0000331	XP_036496700.1	XP_060361078.1
OG0000331	XP_036499562.1	XP_060357680.1
OG0000332	XP_036498698.1	XP_060364228.1
OG0000333	XP_036502327.1, XP_036495161.1, XP_036498472.1	XP_060361905.1
OG0000335	XP_036493304.1	XP_060365784.1
OG0000336	XP_036496399.1, XP_036496397.1	XP_060370648.1
OG0000336	XP_036494990.1	XP_060368199.1
OG0000337	XP_036490915.1	XP_060366163.1
OG0000337	XP_036496124.1	XP_060367351.1
OG0000338	XP_036497737.1	XP_060357336.1
OG0000338	XP_036500549.1	XP_060362811.1, XP_060362055.1
OG0000339	XP_036496878.1	XP_060364907.1
OG0000340	XP_036494897.1	XP_060357429.1
OG0000340	XP_036487971.1	XP_060366398.1
OG0000341	XP_036496758.1	XP_060359278.1
OG0000341	XP_036494652.1	XP_060357663.1
OG0000342	XP_036487929.1, XP_036497164.1, XP_036500625.1	XP_060361779.1
OG0000343	XP_036495553.1	XP_060364849.1
OG0000343	XP_036499686.1	XP_060360764.1
OG0000344	XP_036498975.1	XP_060363658.1
OG0000344	XP_036494013.1	XP_060365895.1
OG0000345	XP_036502474.1	XP_060357405.1
OG0000345	XP_036499825.1	XP_060363606.1
OG0000346	XP_036500141.1, XP_036492629.1	XP_060369034.1
OG0000347	XP_036493375.1	XP_060363683.1
OG0000348	XP_036501836.1	XP_060359676.1
OG0000348	XP_036494022.1	XP_060357983.1
OG0000349	XP_036489633.1	XP_060362574.1
OG0000350	XP_036494528.1, XP_036496363.1, XP_036500548.1	XP_060362810.1
OG0000352	XP_036490652.1	XP_060361113.1
OG0000352	XP_036498093.1	XP_060364201.1
OG0000353	XP_036490353.1, XP_036496698.1	XP_060371662.1
OG0000354	XP_036489279.1	XP_060371686.1
OG0000355	XP_036492205.1	XP_060366507.1
OG0000355	XP_036497374.1	XP_060363705.1
OG0000356	XP_036495633.1	XP_060362201.1
OG0000356	XP_036499851.1	XP_060370688.1
OG0000357	XP_036501418.1	XP_060357470.1
OG0000358	XP_036501419.1	XP_060357469.1
OG0000360	XP_036500448.1	XP_060363846.1
OG0000360	XP_036493856.1	XP_060362636.1
OG0000361	XP_036493857.1	XP_060362637.1
OG0000361	XP_036491356.1	XP_060365159.1
OG0000362	XP_036493413.1	XP_060361983.1
OG0000363	XP_036495373.1	XP_060364956.1
OG0000363	XP_036494086.1	XP_060357033.1
OG0000364	XP_036495358.1	XP_060361098.1
OG0000364	XP_036496211.1	XP_060364963.1
OG0000365	XP_036493481.1	XP_060357925.1
OG0000365	XP_036493475.1	XP_060357924.1
OG0000367	XP_036496615.1	XP_060367091.1
OG0000367	XP_036495359.1	XP_060361097.1
OG0000368	XP_036495977.1	XP_060359462.1
OG0000368	XP_036502342.1	XP_060364440.1
OG0000369	XP_036491094.1	XP_060366810.1
OG0000369	XP_036496149.1	XP_060360568.1
OG0000370	XP_036496151.1	XP_060360570.1
OG0000370	XP_036501921.1	XP_060366808.1
OG0000373	XP_036491148.1	XP_060357393.1
OG0000373	XP_036491318.1	XP_060365563.1
OG0000374	XP_036500206.1	XP_060370555.1
OG0000375	XP_036491556.1	XP_060362532.1
OG0000375	XP_036491275.1	XP_060364189.1
OG0000376	XP_036493401.1	XP_060364182.1
OG0000378	XP_036495945.1	XP_060364927.1
OG0000379	XP_036489817.1	XP_060368769.1
OG0000379	XP_036493883.1	XP_060365751.1
OG0000380	XP_036493652.1	XP_060365740.1
OG0000380	XP_036490235.1	XP_060370116.1
OG0000381	XP_036490137.1	XP_060360805.1
OG0000381	XP_036495824.1	XP_060362213.1
OG0000382	XP_036495381.1	XP_060367170.1
OG0000382	XP_036489242.1	XP_060357059.1
OG0000383	XP_036494476.1	XP_060363902.1, XP_060364698.1, XP_060358688.1, XP_060358266.1
OG0000384	XP_036488826.1	XP_060361517.1
OG0000384	XP_036494149.1	XP_060365264.1
OG0000385	XP_036495682.1	XP_060357020.1
OG0000386	XP_036494437.1, XP_036496855.1, XP_036490198.1	XP_060357019.1
OG0000387	XP_036490518.1	XP_060370131.1
OG0000387	XP_036493329.1	XP_060362689.1
OG0000388	XP_036494324.1	XP_060359502.1
OG0000388	XP_036492157.1	XP_060357345.1
OG0000389	XP_036499377.1, XP_036500168.1	XP_060360601.1
OG0000390	XP_036491575.1	XP_060366857.1
OG0000390	XP_036488325.1	XP_060358448.1
OG0000391	XP_036487803.1, XP_036487794.1, XP_036494739.1	XP_060358291.1
OG0000392	XP_036495318.1	XP_060358276.1
OG0000393	XP_036501398.1	XP_060357521.1
OG0000393	XP_036498665.1	XP_060358138.1
OG0000394	XP_036497643.1	XP_060361884.1
OG0000394	XP_036494027.1	XP_060363896.1
OG0000395	XP_036488621.1	XP_060364485.1
OG0000395	XP_036493983.1	XP_060362508.1
OG0000396	XP_036492606.1	XP_060359083.1
OG0000396	XP_036501023.1	XP_060357883.1
OG0000397	XP_036488474.1	XP_060361153.1
OG0000398	XP_036493670.1	XP_060363387.1
OG0000398	XP_036494648.1	XP_060364501.1
OG0000400	XP_036500156.1	XP_060367196.1
OG0000401	XP_036493851.1, XP_036488460.1, XP_036487952.1	XP_060365603.1
OG0000402	XP_036494442.1	XP_060366446.1
OG0000402	XP_036500300.1	XP_060367739.1
OG0000403	XP_036502530.1, XP_036495764.1	XP_060369796.1
OG0000404	XP_036498766.1	XP_060368366.1, XP_060361712.1, XP_060363726.1
OG0000408	XP_036496059.1	XP_060359335.1, XP_060360707.1
OG0000409	XP_036501000.1	XP_060363695.1, XP_060363696.1
OG0000410	XP_036488099.1	XP_060361157.1
OG0000412	XP_036490758.1, XP_036494045.1	XP_060365897.1, XP_060360423.1
OG0000413	XP_036490759.1, XP_036495493.1	XP_060360420.1
OG0000414	XP_036498764.1	XP_060369470.1
OG0000414	XP_036494938.1	XP_060357800.1
OG0000415	XP_036498913.1	XP_060362158.1
OG0000416	XP_036498064.1	XP_060362155.1
OG0000416	XP_036491415.1	XP_060364994.1
OG0000417	XP_036493209.1	XP_060359878.1
OG0000418	XP_036501193.1	XP_060370769.1
OG0000418	XP_036489284.1	XP_060359192.1
OG0000419	XP_036502027.1	XP_060368116.1
OG0000419	XP_036489747.1	XP_060364342.1
OG0000420	XP_036492241.1	XP_060365478.1
OG0000420	XP_036491092.1	XP_060364344.1
OG0000421	XP_036496289.1	XP_060360389.1, XP_060360967.1, XP_060358593.1
OG0000422	XP_036490694.1	XP_060360399.1
OG0000422	XP_036496181.1	XP_060361106.1
OG0000423	XP_036502101.1	XP_060358898.1
OG0000424	XP_036494674.1, XP_036491387.1	XP_060357662.1
OG0000425	XP_036499933.1	XP_060357073.1
OG0000426	XP_036494831.1	XP_060362573.1
OG0000427	XP_036490958.1	XP_060359349.1, XP_060357756.1, XP_060371630.1, XP_060360409.1
OG0000428	XP_036500317.1	XP_060363820.1
OG0000428	XP_036500295.1	XP_060363876.1
OG0000429	XP_036489237.1	XP_060368846.1
OG0000429	XP_036492906.1	XP_060362035.1
OG0000431	XP_036496057.1	XP_060357025.1, XP_060363130.1, XP_060361802.1, XP_060361486.1
OG0000432	XP_036500274.1	XP_060363336.1
OG0000433	XP_036487883.1, XP_036498526.1	XP_060363357.1
OG0000434	XP_036491469.1	XP_060359778.1
OG0000434	XP_036495630.1	XP_060357179.1
OG0000435	XP_036493063.1	XP_060359791.1
OG0000436	XP_036493551.1	XP_060359804.1
OG0000437	XP_036495404.1	XP_060363516.1
OG0000437	XP_036500326.1	XP_060362651.1
OG0000438	XP_036492889.1	XP_060362008.1
OG0000438	XP_036488559.1	XP_060364439.1
OG0000439	XP_036488997.1, XP_036494547.1, XP_036493312.1	XP_060363199.1
OG0000440	XP_036491735.1, XP_036492745.1	XP_060363209.1
OG0000441	XP_036501475.1	XP_060365032.1
OG0000442	XP_036499868.1, XP_036495151.1, XP_036488761.1	XP_060358951.1
OG0000445	XP_036490023.1	XP_060361460.1
OG0000446	XP_036498419.1	XP_060357854.1
OG0000446	XP_036495538.1	XP_060357376.1
OG0000447	XP_036500327.1	XP_060361608.1
OG0000448	XP_036496527.1	XP_060370438.1
OG0000449	XP_036496958.1	XP_060359448.1
OG0000449	XP_036497677.1	XP_060361626.1
OG0000450	XP_036489405.1	XP_060357858.1
OG0000450	XP_036490606.1	XP_060370072.1
OG0000451	XP_036495257.1, XP_036495258.1	XP_060358403.1
OG0000452	XP_036493534.1, XP_036497496.1	XP_060364167.1
OG0000453	XP_036502429.1	XP_060357838.1
OG0000453	XP_036488087.1	XP_060364483.1
OG0000454	XP_036501230.1	XP_060368407.1
OG0000454	XP_036501421.1	XP_060357471.1
OG0000455	XP_036502030.1	XP_060363118.1
OG0000456	XP_036498599.1	XP_060357961.1
OG0000456	XP_036495642.1	XP_060364901.1
OG0000457	XP_036493707.1	XP_060357690.1
OG0000457	XP_036488508.1	XP_060362267.1, XP_060362232.1
OG0000458	XP_036493587.1, XP_036494691.1, XP_036495389.1	XP_060367161.1
OG0000459	XP_036501869.1, XP_036491749.1	XP_060368749.1
OG0000460	XP_036488317.1, XP_036493177.1	XP_060357103.1
OG0000461	XP_036492052.1, XP_036499787.1, XP_036488070.1	XP_060357226.1
OG0000463	XP_036502812.1	XP_060360609.1
OG0000463	XP_036494276.1	XP_060363002.1
OG0000464	XP_036488158.1	XP_060368449.1
OG0000465	XP_036495848.1, XP_036500605.1, XP_036499041.1	XP_060358439.1
OG0000466	XP_036502182.1, XP_036495495.1	XP_060364572.1
OG0000467	XP_036494926.1	XP_060365894.1
OG0000467	XP_036501605.1	XP_060371283.1
OG0000468	XP_036492192.1	XP_060371799.1
OG0000469	XP_036488235.1	XP_060357349.1
OG0000471	XP_036494121.1	XP_060358739.1
OG0000471	XP_036493101.1	XP_060359612.1
OG0000472	XP_036494825.1, XP_036487771.1	XP_060365246.1
OG0000473	XP_036497279.1	XP_060361380.1
OG0000474	XP_036495215.1	XP_060357770.1
OG0000474	XP_036495279.1	XP_060359988.1
OG0000475	XP_036491215.1, XP_036491216.1	XP_060358128.1
OG0000477	XP_036499004.1, XP_036501642.1	XP_060359606.1
OG0000478	XP_036500602.1, XP_036501649.1	XP_060359607.1
OG0000479	XP_036488785.1	XP_060364461.1
OG0000481	XP_036492566.1, XP_036494851.1	XP_060362761.1
OG0000482	XP_036488177.1	XP_060359657.1
OG0000482	XP_036489883.1	XP_060361701.1
OG0000483	XP_036498167.1, XP_036498162.1	XP_060357079.1
OG0000484	XP_036501346.1	XP_060364601.1
OG0000484	XP_036501786.1	XP_060364600.1
OG0000489	XP_036488488.1	XP_060358867.1, XP_060362281.1
OG0000492	XP_036498808.1	XP_060361342.1
OG0000492	XP_036491468.1	XP_060357205.1
OG0000493	XP_036494155.1	XP_060365350.1
OG0000494	XP_036496550.1	XP_060367148.1
OG0000494	XP_036501254.1	XP_060369361.1
OG0000495	XP_036500701.1	XP_060371708.1
OG0000495	XP_036491254.1	XP_060364350.1
OG0000496	XP_036491467.1	XP_060358479.1
OG0000496	XP_036495695.1	XP_060366403.1, XP_060366402.1
OG0000497	XP_036492357.1	XP_060362211.1, XP_060366393.1, XP_060367565.1
OG0000498	XP_036495056.1, XP_036496955.1	XP_060357655.1
OG0000499	XP_036495116.1	XP_060363077.1, XP_060363076.1
OG0000501	XP_036497711.1	XP_060365340.1
OG0000502	XP_036496857.1	XP_060362770.1
OG0000503	XP_036494103.1, XP_036501395.1, XP_036496599.1	XP_060371509.1
OG0000504	XP_036493579.1, XP_036495516.1	XP_060371554.1
OG0000505	XP_036490296.1	XP_060371640.1
OG0000506	XP_036490188.1	XP_060362076.1
OG0000506	XP_036490189.1	XP_060362075.1
OG0000507	XP_036498524.1	XP_060363354.1
OG0000507	XP_036494225.1	XP_060365899.1
OG0000508	XP_036494727.1	XP_060365942.1
OG0000508	XP_036498569.1	XP_060359476.1
OG0000509	XP_036494959.1	XP_060365943.1
OG0000509	XP_036498570.1	XP_060359477.1
OG0000510	XP_036498608.1, XP_036492976.1	XP_060363359.1
OG0000511	XP_036493156.1	XP_060359157.1
OG0000512	XP_036493937.1, XP_036494522.1	XP_060361246.1
OG0000513	XP_036493112.1, XP_036491444.1, XP_036499487.1	XP_060361998.1
OG0000514	XP_036494622.1, XP_036501055.1	XP_060364081.1
OG0000515	XP_036500976.1	XP_060370935.1
OG0000515	XP_036500973.1	XP_060370936.1
OG0000516	XP_036491700.1, XP_036491544.1	XP_060372002.1
OG0000518	XP_036501338.1	XP_060360744.1
OG0000518	XP_036501610.1	XP_060368262.1
OG0000519	XP_036502834.1	XP_060359154.1
OG0000519	XP_036502441.1	XP_060367588.1
OG0000522	XP_036498702.1	XP_060361918.1
OG0000524	XP_036489445.1	XP_060368751.1
OG0000524	XP_036490979.1	XP_060357091.1
OG0000525	XP_036498416.1	XP_060366660.1
OG0000525	XP_036492088.1	XP_060365493.1
OG0000526	XP_036491718.1, XP_036502726.1	XP_060364115.1
OG0000527	XP_036493350.1, XP_036493351.1	XP_060365167.1
OG0000528	XP_036502424.1	XP_060357837.1
OG0000529	XP_036493254.1, XP_036501228.1	XP_060360266.1
OG0000530	XP_036496612.1, XP_036496647.1	XP_060364003.1
OG0000531	XP_036489595.1	XP_060357934.1, XP_060361429.1
OG0000533	XP_036499329.1, XP_036490323.1	XP_060367937.1
OG0000534	XP_036491058.1, XP_036490868.1	XP_060367889.1, XP_060367888.1
OG0000536	XP_036493786.1	XP_060362020.1
OG0000537	XP_036495636.1	XP_060362196.1
OG0000538	XP_036492037.1	XP_060363951.1
OG0000539	XP_036497728.1	XP_060366684.1
OG0000539	XP_036498389.1	XP_060366683.1
OG0000540	XP_036497073.1, XP_036500359.1	XP_060362188.1
OG0000541	XP_036496003.1, XP_036501773.1	XP_060362177.1
OG0000542	XP_036495388.1	XP_060367169.1
OG0000542	XP_036491925.1	XP_060367826.1
OG0000543	XP_036499889.1	XP_060370538.1
OG0000543	XP_036499888.1	XP_060370536.1
OG0000545	XP_036494162.1	XP_060357453.1
OG0000545	XP_036490567.1	XP_060368071.1
OG0000547	XP_036498706.1, XP_036494550.1	XP_060364226.1
OG0000548	XP_036496735.1, XP_036498798.1	XP_060363551.1
OG0000549	XP_036494393.1, XP_036495108.1	XP_060363515.1
OG0000550	XP_036494488.1, XP_036493932.1	XP_060358531.1
OG0000551	XP_036494604.1, XP_036490824.1, XP_036494403.1	XP_060361008.1
OG0000552	XP_036497743.1, XP_036500531.1	XP_060368210.1
OG0000553	XP_036496071.1, XP_036489562.1, XP_036489559.1	XP_060358169.1
OG0000554	XP_036498117.1	XP_060370361.1
OG0000554	XP_036490598.1	XP_060365238.1
OG0000555	XP_036490926.1, XP_036489500.1, XP_036488581.1	XP_060358267.1
OG0000558	XP_036489794.1, XP_036488552.1	XP_060360097.1
OG0000559	XP_036491051.1, XP_036493955.1	XP_060358120.1
OG0000560	XP_036492436.1	XP_060358606.1
OG0000561	XP_036502345.1	XP_060358063.1
OG0000563	XP_036492479.1	XP_060366853.1
OG0000563	XP_036491572.1	XP_060366854.1
OG0000564	XP_036492369.1	XP_060366895.1, XP_060366896.1
OG0000565	XP_036499407.1	XP_060367698.1
OG0000565	XP_036489582.1	XP_060359091.1
OG0000566	XP_036494680.1, XP_036492147.1	XP_060359609.1
OG0000568	XP_036500006.1, XP_036488589.1	XP_060362866.1
OG0000569	XP_036495510.1	XP_060362837.1
OG0000570	XP_036501156.1, XP_036500665.1	XP_060360970.1
OG0000571	XP_036499676.1	XP_060357271.1
OG0000572	XP_036498553.1	XP_060357173.1, XP_060360412.1, XP_060360411.1
OG0000573	XP_036502406.1, XP_036488956.1	XP_060358500.1
OG0000574	XP_036487777.1, XP_036495248.1	XP_060359306.1
OG0000575	XP_036491740.1, XP_036489439.1	XP_060371041.1
OG0000576	XP_036489168.1	XP_060365442.1
OG0000576	XP_036494869.1	XP_060357400.1
OG0000577	XP_036488932.1, XP_036488931.1, XP_036489836.1	XP_060361721.1
OG0000578	XP_036493952.1, XP_036500024.1	XP_060367818.1
OG0000579	XP_036488654.1, XP_036502080.1	XP_060366339.1
OG0000580	XP_036495833.1	XP_060362387.1, XP_060362388.1
OG0000581	XP_036495694.1	XP_060361055.1
OG0000582	XP_036502709.1, XP_036497266.1, XP_036489527.1	XP_060358938.1
OG0000583	XP_036491633.1	XP_060361968.1
OG0000586	XP_036488879.1	XP_060357232.1
OG0000587	XP_036492825.1	XP_060358208.1
OG0000588	XP_036502713.1	XP_060366794.1
OG0000589	XP_036490603.1	XP_060360408.1
OG0000590	XP_036499527.1, XP_036498911.1	XP_060369599.1
OG0000591	XP_036497991.1, XP_036488114.1	XP_060369580.1
OG0000592	XP_036500702.1, XP_036497861.1	XP_060362151.1
OG0000593	XP_036498519.1	XP_060362132.1
OG0000594	XP_036500627.1	XP_060367833.1
OG0000595	XP_036502509.1, XP_036501005.1	XP_060363446.1
OG0000596	XP_036497674.1, XP_036488842.1	XP_060359575.1
OG0000597	XP_036488154.1	XP_060357163.1
OG0000597	XP_036502825.1	XP_060360043.1
OG0000598	XP_036490729.1	XP_060363020.1, XP_060367367.1, XP_060367368.1
OG0000599	XP_036494016.1	XP_060357220.1
OG0000600	XP_036502167.1, XP_036502170.1	XP_060366761.1, XP_060366763.1
OG0000601	XP_036502320.1	XP_060369297.1
OG0000602	XP_036492472.1, XP_036496161.1	XP_060360847.1
OG0000603	XP_036501551.1	XP_060366247.1
OG0000605	XP_036492671.1	XP_060357786.1
OG0000605	XP_036492441.1	XP_060366580.1
OG0000606	XP_036495429.1	XP_060358506.1
OG0000607	XP_036491270.1	XP_060358177.1
OG0000608	XP_036499062.1	XP_060359895.1
OG0000608	XP_036497398.1	XP_060357555.1
OG0000609	XP_036500611.1, XP_036499581.1	XP_060359892.1
OG0000610	XP_036499596.1, XP_036500467.1, XP_036500897.1	XP_060361774.1
OG0000611	XP_036500731.1, XP_036500647.1	XP_060358906.1
OG0000612	XP_036491496.1	XP_060363519.1, XP_060363520.1
OG0000613	XP_036499737.1	XP_060363653.1
OG0000615	XP_036502333.1	XP_060362432.1
OG0000615	XP_036500470.1	XP_060362912.1
OG0000616	XP_036489322.1	XP_060368849.1
OG0000617	XP_036491512.1, XP_036496915.1, XP_036498205.1	XP_060363690.1
OG0000618	XP_036488205.1	XP_060358240.1
OG0000618	XP_036498505.1	XP_060358825.1
OG0000619	XP_036495533.1, XP_036492390.1	XP_060359669.1
OG0000620	XP_036495534.1, XP_036491404.1	XP_060359667.1
OG0000621	XP_036489022.1	XP_060362545.1
OG0000622	XP_036489281.1	XP_060362537.1
OG0000623	XP_036489395.1, XP_036499509.1	XP_060360078.1
OG0000624	XP_036500394.1, XP_036491964.1, XP_036500395.1	XP_060360071.1
OG0000625	XP_036491696.1	XP_060365503.1
OG0000626	XP_036492835.1	XP_060365782.1
OG0000627	XP_036491826.1, XP_036495053.1	XP_060366189.1
OG0000628	XP_036499549.1	XP_060364203.1
OG0000629	XP_036493449.1, XP_036491292.1	XP_060371612.1
OG0000631	XP_036492905.1	XP_060361469.1
OG0000634	XP_036493762.1	XP_060360875.1
OG0000635	XP_036493550.1	XP_060359803.1
OG0000636	XP_036493498.1	XP_060362630.1
OG0000637	XP_036492415.1, XP_036488502.1	XP_060362013.1
OG0000638	XP_036488799.1, XP_036492748.1	XP_060363217.1
OG0000639	XP_036501936.1	XP_060370940.1, XP_060359629.1
OG0000640	XP_036493982.1	XP_060372022.1
OG0000641	XP_036488069.1	XP_060358957.1
OG0000642	XP_036501182.1	XP_060368363.1
OG0000643	XP_036500849.1, XP_036502466.1	XP_060368307.1
OG0000645	XP_036496668.1	XP_060361103.1
OG0000646	XP_036496099.1	XP_060359444.1
OG0000647	XP_036488399.1, XP_036495328.1	XP_060360555.1
OG0000649	XP_036488274.1	XP_060357912.1
OG0000649	XP_036500928.1	XP_060367137.1
OG0000650	XP_036491294.1	XP_060364124.1
OG0000651	XP_036498926.1	XP_060358320.1
OG0000652	XP_036491868.1, XP_036493482.1	XP_060365136.1
OG0000653	XP_036493655.1	XP_060365134.1
OG0000654	XP_036496221.1	XP_060361647.1
OG0000655	XP_036493687.1, XP_036501172.1	XP_060368396.1
OG0000656	XP_036492926.1, XP_036488067.1	XP_060363977.1
OG0000657	XP_036495198.1	XP_060363438.1, XP_060362928.1, XP_060363546.1
OG0000658	XP_036498700.1	XP_060361920.1
OG0000659	XP_036496488.1	XP_060364863.1
OG0000660	XP_036495942.1	XP_060364908.1
OG0000661	XP_036497498.1	XP_060366691.1
OG0000664	XP_036499300.1	XP_060370562.1
OG0000666	XP_036488868.1	XP_060361511.1
OG0000667	XP_036487963.1	XP_060361534.1
OG0000668	XP_036489250.1, XP_036488039.1	XP_060361558.1
OG0000669	XP_036495354.1	XP_060360192.1
OG0000670	XP_036494807.1	XP_060359509.1
OG0000671	XP_036499575.1	XP_060357806.1
OG0000674	XP_036499181.1	XP_060360617.1, XP_060360619.1, XP_060360618.1, XP_060368740.1
OG0000675	XP_036495788.1, XP_036499821.1	XP_060358453.1
OG0000676	XP_036494726.1, XP_036488697.1	XP_060363523.1
OG0000677	XP_036498359.1	XP_060368249.1
OG0000678	XP_036500527.1, XP_036502594.1	XP_060368212.1
OG0000680	XP_036501090.1	XP_060358282.1
OG0000681	XP_036497046.1	XP_060370306.1
OG0000681	XP_036497047.1	XP_060370308.1
OG0000682	XP_036494737.1, XP_036495162.1	XP_060365273.1
OG0000683	XP_036500776.1	XP_060365205.1
OG0000684	XP_036489472.1, XP_036495018.1	XP_060358003.1
OG0000685	XP_036502839.1	XP_060368031.1
OG0000687	XP_036497067.1	XP_060364222.1
OG0000688	XP_036502692.1	XP_060358701.1
OG0000688	XP_036494244.1	XP_060363945.1
OG0000689	XP_036488055.1	XP_060365283.1
OG0000689	XP_036488056.1	XP_060365282.1
OG0000690	XP_036492594.1, XP_036491461.1	XP_060362515.1
OG0000691	XP_036495747.1	XP_060369675.1
OG0000692	XP_036496259.1, XP_036499263.1	XP_060369663.1
OG0000693	XP_036492231.1	XP_060357571.1, XP_060357573.1
OG0000694	XP_036490776.1, XP_036492139.1	XP_060359767.1
OG0000696	XP_036493591.1	XP_060357707.1, XP_060357144.1, XP_060369765.1
OG0000697	XP_036502886.1, XP_036495897.1	XP_060358626.1
OG0000698	XP_036488494.1, XP_036488413.1, XP_036488285.1	XP_060362819.1
OG0000699	XP_036488343.1, XP_036498899.1	XP_060360539.1
OG0000702	XP_036489017.1, XP_036499186.1	XP_060362744.1
OG0000703	XP_036499943.1	XP_060368748.1
OG0000704	XP_036497433.1, XP_036498340.1, XP_036497337.1	XP_060370031.1
OG0000705	XP_036501017.1, XP_036497949.1	XP_060361353.1
OG0000706	XP_036489510.1	XP_060371101.1
OG0000707	XP_036501585.1, XP_036490092.1	XP_060371076.1
OG0000708	XP_036489203.1	XP_060371009.1
OG0000709	XP_036499251.1	XP_060367813.1
OG0000710	XP_036490215.1, XP_036500491.1	XP_060367800.1
OG0000711	XP_036493163.1	XP_060362929.1
OG0000712	XP_036502206.1, XP_036500515.1	XP_060362931.1
OG0000713	XP_036495568.1, XP_036497922.1	XP_060361671.1
OG0000715	XP_036496069.1	XP_060369800.1
OG0000716	XP_036493892.1	XP_060364808.1
OG0000721	XP_036497224.1	XP_060359467.1, XP_060370013.1, XP_060369257.1
OG0000722	XP_036491797.1, XP_036498259.1	XP_060369644.1
OG0000725	XP_036490515.1, XP_036490333.1	XP_060371703.1
OG0000726	XP_036500729.1, XP_036499610.1	XP_060364375.1
OG0000728	XP_036492414.1	XP_060358873.1, XP_060371687.1
OG0000729	XP_036487827.1	XP_060366725.1
OG0000730	XP_036502250.1	XP_060369328.1
OG0000731	XP_036494274.1, XP_036502077.1	XP_060369372.1
OG0000732	XP_036495766.1	XP_060363749.1
OG0000733	XP_036502489.1	XP_060359881.1, XP_060366234.1
OG0000734	XP_036499279.1	XP_060363866.1
OG0000735	XP_036495332.1, XP_036490425.1	XP_060369228.1
OG0000736	XP_036496940.1	XP_060367356.1
