Orthogroup	Colletotrichum_siamense	Colletotrichum_abscissum
OG0000281	XP_036502464.1	XP_060394643.1
OG0000283	XP_036495442.1	XP_060395025.1
OG0000283	XP_036497141.1	XP_060400957.1
OG0000284	XP_036488825.1	XP_060398756.1
OG0000284	XP_036489035.1	XP_060395046.1
OG0000285	XP_036495425.1	XP_060395083.1
OG0000285	XP_036502092.1	XP_060396051.1
OG0000286	XP_036501177.1	XP_060404555.1, XP_060395172.1
OG0000287	XP_036496044.1	XP_060395180.1
OG0000287	XP_036497577.1	XP_060402558.1
OG0000288	XP_036500930.1, XP_036490661.1	XP_060395234.1
OG0000290	XP_036488880.1	XP_060395496.1
OG0000290	XP_036490342.1	XP_060399044.1
OG0000291	XP_036492185.1	XP_060395575.1
OG0000291	XP_036500803.1	XP_060396639.1
OG0000292	XP_036500228.1	XP_060405254.1
OG0000292	XP_036493332.1	XP_060395810.1
OG0000293	XP_036493573.1	XP_060402952.1
OG0000293	XP_036493500.1	XP_060395820.1
OG0000294	XP_036502430.1	XP_060395969.1
OG0000294	XP_036498464.1	XP_060404561.1
OG0000295	XP_036502194.1, XP_036497932.1	XP_060396143.1
OG0000296	XP_036494557.1, XP_036496248.1	XP_060396236.1
OG0000297	XP_036497293.1	XP_060396752.1
OG0000297	XP_036496245.1	XP_060397845.1
OG0000298	XP_036498588.1	XP_060397665.1
OG0000298	XP_036490438.1	XP_060397043.1
OG0000300	XP_036487753.1, XP_036487773.1, XP_036487779.1, XP_036496490.1	XP_060397409.1
OG0000301	XP_036496247.1	XP_060397799.1
OG0000301	XP_036494887.1	XP_060399867.1
OG0000302	XP_036496357.1	XP_060397941.1
OG0000303	XP_036499702.1	XP_060403685.1
OG0000303	XP_036489969.1	XP_060398437.1
OG0000304	XP_036491926.1	XP_060398935.1
OG0000305	XP_036488119.1	XP_060398954.1
OG0000305	XP_036496695.1	XP_060405683.1
OG0000306	XP_036494273.1, XP_036497448.1	XP_060399233.1
OG0000307	XP_036493930.1	XP_060402160.1
OG0000307	XP_036501910.1	XP_060399378.1
OG0000308	XP_036499438.1	XP_060399706.1
OG0000309	XP_036495244.1	XP_060399980.1
OG0000310	XP_036496966.1	XP_060403668.1, XP_060400739.1
OG0000310	XP_036493529.1	XP_060402636.1
OG0000311	XP_036491940.1, XP_036490568.1, XP_036498780.1	XP_060401065.1
OG0000312	XP_036493969.1	XP_060401323.1
OG0000313	XP_036492574.1	XP_060402313.1
OG0000313	XP_036493968.1	XP_060401326.1
OG0000314	XP_036492152.1	XP_060402609.1
OG0000314	XP_036488094.1	XP_060401701.1
OG0000315	XP_036499353.1	XP_060405158.1
OG0000315	XP_036501520.1	XP_060402231.1
OG0000316	XP_036492862.1	XP_060403118.1
OG0000316	XP_036488444.1	XP_060403549.1
OG0000317	XP_036491186.1, XP_036502097.1, XP_036496757.1, XP_036493656.1	XP_060403469.1
OG0000318	XP_036495854.1	XP_060406555.1
OG0000318	XP_036488388.1	XP_060403527.1
OG0000319	XP_036495986.1	XP_060405923.1
OG0000319	XP_036489585.1	XP_060404837.1
OG0000322	XP_036498269.1, XP_036494510.1, XP_036501740.1, XP_036500690.1	XP_060406256.1
OG0000326	XP_036489291.1	XP_060404633.1, XP_060389490.1
OG0000327	XP_036495067.1	XP_060401273.1
OG0000327	XP_036498134.1	XP_060389544.1
OG0000328	XP_036499905.1	XP_060401438.1
OG0000329	XP_036499528.1	XP_060391418.1
OG0000329	XP_036498908.1	XP_060389645.1
OG0000330	XP_036493130.1, XP_036492554.1	XP_060389843.1
OG0000330	XP_036493723.1	XP_060393547.1
OG0000331	XP_036496700.1	XP_060395123.1
OG0000331	XP_036499562.1	XP_060390048.1
OG0000332	XP_036498698.1	XP_060404295.1
OG0000333	XP_036502327.1, XP_036495161.1, XP_036498472.1	XP_060390381.1, XP_060390380.1
OG0000335	XP_036493304.1	XP_060395656.1
OG0000336	XP_036496399.1, XP_036496397.1	XP_060390786.1
OG0000336	XP_036494990.1	XP_060401287.1
OG0000337	XP_036490915.1	XP_060392384.1
OG0000337	XP_036496124.1	XP_060390926.1
OG0000338	XP_036497737.1	XP_060390977.1
OG0000338	XP_036500549.1	XP_060393109.1
OG0000339	XP_036496878.1	XP_060397443.1
OG0000340	XP_036494897.1	XP_060401459.1
OG0000340	XP_036487971.1	XP_060391057.1
OG0000341	XP_036496758.1	XP_060393009.1
OG0000341	XP_036494652.1	XP_060391225.1
OG0000342	XP_036487929.1, XP_036497164.1, XP_036500625.1	XP_060391411.1
OG0000343	XP_036495553.1	XP_060405653.1
OG0000343	XP_036499686.1	XP_060391533.1
OG0000344	XP_036498975.1	XP_060391573.1
OG0000344	XP_036494013.1	XP_060400001.1
OG0000345	XP_036502474.1	XP_060400678.1
OG0000345	XP_036499825.1	XP_060391626.1
OG0000346	XP_036500141.1, XP_036492629.1	XP_060391744.1
OG0000347	XP_036493375.1	XP_060391835.1
OG0000348	XP_036501836.1	XP_060391917.1
OG0000348	XP_036494022.1	XP_060398944.1
OG0000349	XP_036489633.1	XP_060392050.1
OG0000350	XP_036494528.1, XP_036496363.1, XP_036500548.1	XP_060392127.1
OG0000352	XP_036490652.1	XP_060392489.1
OG0000352	XP_036498093.1	XP_060404203.1
OG0000353	XP_036490353.1, XP_036496698.1	XP_060392718.1
OG0000354	XP_036489279.1	XP_060392743.1
OG0000355	XP_036492205.1	XP_060392789.1
OG0000355	XP_036497374.1	XP_060393668.1
OG0000356	XP_036495633.1	XP_060397746.1
OG0000356	XP_036499851.1	XP_060392915.1
OG0000357	XP_036501418.1	XP_060401858.1
OG0000357	XP_036495862.1	XP_060392970.1
OG0000358	XP_036495866.1	XP_060392971.1
OG0000358	XP_036501419.1	XP_060401859.1
OG0000360	XP_036500448.1	XP_060396529.1
OG0000360	XP_036493856.1	XP_060394005.1
OG0000361	XP_036493857.1	XP_060394006.1
OG0000361	XP_036491356.1	XP_060395869.1
OG0000362	XP_036493413.1	XP_060394083.1
OG0000362	XP_036499874.1	XP_060405304.1
OG0000363	XP_036495373.1	XP_060394950.1
OG0000363	XP_036494086.1	XP_060399944.1
OG0000364	XP_036495358.1	XP_060395144.1
OG0000364	XP_036496211.1	XP_060394958.1
OG0000365	XP_036493481.1, XP_036493475.1	XP_060395082.1
OG0000367	XP_036496615.1	XP_060397895.1
OG0000367	XP_036495359.1	XP_060395143.1
OG0000368	XP_036495977.1	XP_060395164.1
OG0000369	XP_036491094.1	XP_060405864.1
OG0000369	XP_036496149.1	XP_060395218.1
OG0000370	XP_036496151.1	XP_060395220.1
OG0000370	XP_036501921.1	XP_060405866.1
OG0000373	XP_036491148.1	XP_060397053.1
OG0000373	XP_036491318.1	XP_060395527.1
OG0000374	XP_036493360.1	XP_060395673.1
OG0000374	XP_036500206.1	XP_060398593.1
OG0000375	XP_036491556.1	XP_060402243.1
OG0000375	XP_036491275.1	XP_060395695.1
OG0000376	XP_036493402.1	XP_060396846.1
OG0000376	XP_036493401.1	XP_060395702.1
OG0000377	XP_036489800.1, XP_036495714.1	XP_060396127.1
OG0000378	XP_036489796.1	XP_060396130.1
OG0000378	XP_036495945.1	XP_060397465.1
OG0000379	XP_036489817.1	XP_060398232.1
OG0000379	XP_036493883.1	XP_060396346.1
OG0000380	XP_036493652.1	XP_060396357.1
OG0000381	XP_036490137.1	XP_060396907.1
OG0000381	XP_036495824.1	XP_060397732.1
OG0000382	XP_036495381.1	XP_060397808.1
OG0000382	XP_036489242.1	XP_060401493.1
OG0000383	XP_036494476.1	XP_060401554.1, XP_060398335.1, XP_060398998.1, XP_060401294.1
OG0000384	XP_036488826.1	XP_060398761.1
OG0000384	XP_036494149.1	XP_060401195.1
OG0000385	XP_036490199.1	XP_060399017.1
OG0000386	XP_036494437.1, XP_036496855.1, XP_036490198.1	XP_060399018.1
OG0000387	XP_036490518.1	XP_060399136.1
OG0000387	XP_036493329.1	XP_060401356.1
OG0000388	XP_036494324.1	XP_060399319.1
OG0000388	XP_036492157.1	XP_060402201.1
OG0000389	XP_036499377.1, XP_036500168.1	XP_060399609.1
OG0000390	XP_036491575.1	XP_060402778.1
OG0000390	XP_036488325.1	XP_060399664.1
OG0000391	XP_036487803.1, XP_036487794.1, XP_036494739.1	XP_060399974.1
OG0000392	XP_036495318.1	XP_060400563.1
OG0000393	XP_036501398.1	XP_060400670.1
OG0000393	XP_036498665.1	XP_060404243.1
OG0000394	XP_036497643.1	XP_060404151.1
OG0000394	XP_036494027.1	XP_060401560.1
OG0000395	XP_036488621.1	XP_060403505.1
OG0000395	XP_036493983.1	XP_060402266.1
OG0000396	XP_036492606.1	XP_060402954.1
OG0000397	XP_036488474.1	XP_060403375.1
OG0000398	XP_036493670.1	XP_060403132.1
OG0000398	XP_036494648.1	XP_060403489.1
OG0000400	XP_036500156.1	XP_060403987.1
OG0000400	XP_036500155.1	XP_060403988.1
OG0000401	XP_036493851.1, XP_036488460.1, XP_036487952.1	XP_060405046.1
OG0000402	XP_036500300.1	XP_060405259.1
OG0000403	XP_036502530.1, XP_036495764.1	XP_060406552.1
OG0000409	XP_036501000.1	XP_060389430.1
OG0000410	XP_036488099.1	XP_060403379.1
OG0000411	XP_036487793.1, XP_036487768.1, XP_036487766.1, XP_036487745.1	XP_060389476.1
OG0000412	XP_036490758.1, XP_036494045.1	XP_060393250.1, XP_060389503.1
OG0000413	XP_036490759.1, XP_036495493.1	XP_060389504.1
OG0000414	XP_036498764.1	XP_060389766.1
OG0000414	XP_036494938.1	XP_060399364.1
OG0000415	XP_036498913.1	XP_060389824.1
OG0000416	XP_036498064.1	XP_060389826.1
OG0000416	XP_036491415.1	XP_060394464.1
OG0000417	XP_036493209.1	XP_060391323.1
OG0000418	XP_036501193.1	XP_060390686.1
OG0000418	XP_036489284.1	XP_060390221.1
OG0000419	XP_036502027.1	XP_060391991.1
OG0000419	XP_036489747.1	XP_060390889.1
OG0000420	XP_036492241.1	XP_060395613.1
OG0000420	XP_036491092.1	XP_060390891.1
OG0000421	XP_036496289.1	XP_060391033.1, XP_060396922.1
OG0000422	XP_036490694.1	XP_060391045.1
OG0000422	XP_036496181.1	XP_060395154.1
OG0000423	XP_036502101.1	XP_060391464.1
OG0000424	XP_036494674.1, XP_036491387.1	XP_060391226.1
OG0000425	XP_036499933.1	XP_060391796.1, XP_060395358.1
OG0000426	XP_036494831.1	XP_060392051.1
OG0000427	XP_036490958.1	XP_060392684.1
OG0000428	XP_036500317.1	XP_060397938.1
OG0000428	XP_036500295.1	XP_060392842.1
OG0000429	XP_036489237.1	XP_060398136.1
OG0000429	XP_036492906.1	XP_060393088.1
OG0000431	XP_036496057.1	XP_060404423.1, XP_060399760.1, XP_060404421.1, XP_060397306.1, XP_060402583.1, XP_060393528.1
OG0000432	XP_036500274.1	XP_060393585.1
OG0000433	XP_036487883.1, XP_036498526.1	XP_060393603.1
OG0000434	XP_036491469.1	XP_060393931.1
OG0000434	XP_036495630.1	XP_060395071.1
OG0000435	XP_036493063.1	XP_060393944.1
OG0000436	XP_036493551.1	XP_060393956.1
OG0000437	XP_036495404.1	XP_060399845.1
OG0000437	XP_036500326.1	XP_060394018.1
OG0000438	XP_036492889.1	XP_060394061.1
OG0000438	XP_036488559.1	XP_060403553.1
OG0000439	XP_036488997.1, XP_036494547.1, XP_036493312.1	XP_060394138.1
OG0000440	XP_036491735.1, XP_036492745.1	XP_060394149.1
OG0000441	XP_036501475.1	XP_060394500.1
OG0000442	XP_036499868.1, XP_036495151.1, XP_036488761.1	XP_060394562.1
OG0000445	XP_036490023.1	XP_060396841.1
OG0000446	XP_036498419.1	XP_060395297.1
OG0000446	XP_036495538.1	XP_060394987.1
OG0000447	XP_036488864.1	XP_060398753.1
OG0000447	XP_036500327.1	XP_060395045.1
OG0000449	XP_036496958.1	XP_060395182.1
OG0000449	XP_036497677.1	XP_060401143.1
OG0000450	XP_036489405.1	XP_060395301.1
OG0000450	XP_036490606.1	XP_060399073.1
OG0000451	XP_036495257.1	XP_060395340.1
OG0000451	XP_036495258.1	XP_060395339.1
OG0000452	XP_036493534.1, XP_036497496.1	XP_060395717.1
OG0000453	XP_036502429.1	XP_060395980.1
OG0000453	XP_036488087.1	XP_060403507.1
OG0000454	XP_036501230.1	XP_060396141.1
OG0000454	XP_036501421.1	XP_060401857.1
OG0000455	XP_036502030.1	XP_060397317.1
OG0000456	XP_036498599.1	XP_060401306.1
OG0000456	XP_036495642.1	XP_060397437.1
OG0000457	XP_036493707.1	XP_060402930.1
OG0000457	XP_036488508.1	XP_060398848.1, XP_060397713.1
OG0000458	XP_036493587.1, XP_036494691.1, XP_036495389.1	XP_060397819.1
OG0000459	XP_036501869.1, XP_036491749.1	XP_060398255.1
OG0000460	XP_036488317.1	XP_060398748.1
OG0000460	XP_036493177.1	XP_060404338.1
OG0000461	XP_036492052.1, XP_036499787.1, XP_036488070.1	XP_060398925.1
OG0000462	XP_036487844.1, XP_036487884.1	XP_060399221.1
OG0000463	XP_036502812.1	XP_060399618.1
OG0000463	XP_036494276.1	XP_060399271.1
OG0000464	XP_036488158.1	XP_060401804.1
OG0000465	XP_036495848.1, XP_036500605.1, XP_036499041.1	XP_060399657.1
OG0000466	XP_036502182.1, XP_036495495.1	XP_060399696.1, XP_060399695.1
OG0000467	XP_036494926.1	XP_060400000.1
OG0000467	XP_036501605.1	XP_060406119.1
OG0000468	XP_036492192.1	XP_060400425.1
OG0000468	XP_036493404.1	XP_060404281.1
OG0000469	XP_036502699.1	XP_060400726.1
OG0000470	XP_036494745.1	XP_060401435.1
OG0000471	XP_036494121.1	XP_060401175.1
OG0000471	XP_036493101.1	XP_060403028.1
OG0000472	XP_036494825.1, XP_036487771.1	XP_060401212.1
OG0000473	XP_036497279.1	XP_060404112.1
OG0000473	XP_036495052.1	XP_060401451.1
OG0000474	XP_036495215.1	XP_060401487.1
OG0000474	XP_036495279.1	XP_060404460.1
OG0000475	XP_036491215.1, XP_036491216.1	XP_060401889.1
OG0000477	XP_036499004.1, XP_036501642.1	XP_060403021.1
OG0000478	XP_036500602.1, XP_036501649.1	XP_060403022.1
OG0000479	XP_036488785.1	XP_060403532.1
OG0000481	XP_036492566.1, XP_036494851.1	XP_060404514.1
OG0000482	XP_036488177.1	XP_060405639.1
OG0000482	XP_036489883.1	XP_060404835.1
OG0000483	XP_036498167.1, XP_036498162.1	XP_060405562.1, XP_060405563.1
OG0000484	XP_036501346.1	XP_060405762.1
OG0000484	XP_036501786.1	XP_060405760.1
OG0000489	XP_036488488.1	XP_060389376.1, XP_060405470.1, XP_060402132.1, XP_060404522.1, XP_060398868.1
OG0000491	XP_036492502.1	XP_060403203.1, XP_060399729.1, XP_060404026.1, XP_060399731.1, XP_060405435.1, XP_060389432.1
OG0000492	XP_036498808.1	XP_060404067.1
OG0000492	XP_036491468.1	XP_060390010.1
OG0000493	XP_036494155.1	XP_060401639.1
OG0000494	XP_036496550.1	XP_060397834.1
OG0000494	XP_036501254.1	XP_060390421.1
OG0000495	XP_036491254.1	XP_060390896.1
OG0000496	XP_036491467.1	XP_060404373.1
OG0000496	XP_036495695.1	XP_060391053.1
OG0000497	XP_036492357.1	XP_060397735.1, XP_060391062.1, XP_060401897.1
OG0000498	XP_036495056.1, XP_036496955.1	XP_060391232.1
OG0000499	XP_036495116.1	XP_060391250.1
OG0000501	XP_036497711.1	XP_060401649.1
OG0000501	XP_036497315.1	XP_060391853.1
OG0000502	XP_036496857.1	XP_060392167.1
OG0000503	XP_036494103.1, XP_036501395.1, XP_036496599.1	XP_060392532.1
OG0000504	XP_036493579.1, XP_036495516.1	XP_060392583.1, XP_060392584.1
OG0000505	XP_036490296.1	XP_060392696.1
OG0000506	XP_036490188.1	XP_060393133.1
OG0000506	XP_036490189.1	XP_060393132.1
OG0000507	XP_036498524.1	XP_060393600.1
OG0000507	XP_036494225.1	XP_060393252.1
OG0000508	XP_036494727.1	XP_060393298.1
OG0000508	XP_036498569.1	XP_060404223.1
OG0000509	XP_036494959.1	XP_060393299.1
OG0000509	XP_036498570.1	XP_060404224.1
OG0000510	XP_036498608.1, XP_036492976.1	XP_060393605.1
OG0000511	XP_036493156.1	XP_060393852.1
OG0000512	XP_036493937.1, XP_036494522.1	XP_060393919.1
OG0000513	XP_036493112.1, XP_036491444.1, XP_036499487.1	XP_060394068.1
OG0000514	XP_036494622.1, XP_036501055.1	XP_060394235.1
OG0000515	XP_036500976.1, XP_036500973.1	XP_060394304.1
OG0000516	XP_036491700.1, XP_036491544.1	XP_060394420.1
OG0000518	XP_036501338.1	XP_060396026.1
OG0000518	XP_036501610.1	XP_060394689.1
OG0000519	XP_036502441.1	XP_060394864.1
OG0000520	XP_036497075.1	XP_060395280.1
OG0000521	XP_036500172.1	XP_060395376.1
OG0000522	XP_036498702.1	XP_060404287.1, XP_060395380.1, XP_060402504.1
OG0000524	XP_036489445.1	XP_060398253.1
OG0000524	XP_036490979.1	XP_060395499.1
OG0000525	XP_036498416.1	XP_060397631.1
OG0000525	XP_036492088.1	XP_060395600.1
OG0000526	XP_036491718.1, XP_036502726.1	XP_060395767.1
OG0000527	XP_036493350.1, XP_036493351.1	XP_060395862.1
OG0000528	XP_036502424.1	XP_060395981.1
OG0000529	XP_036493254.1, XP_036501228.1	XP_060396096.1
OG0000530	XP_036496612.1, XP_036496647.1	XP_060396474.1
OG0000531	XP_036489595.1	XP_060402949.1, XP_060396959.1
OG0000532	XP_036490277.1	XP_060397048.1
OG0000533	XP_036499329.1, XP_036490323.1	XP_060397106.1
OG0000534	XP_036491058.1, XP_036490868.1	XP_060397156.1
OG0000535	XP_036487859.1	XP_060397199.1
OG0000536	XP_036493786.1, XP_036488583.1	XP_060397272.1
OG0000537	XP_036495636.1	XP_060397752.1, XP_060397287.1
OG0000538	XP_036492037.1	XP_060401503.1
OG0000538	XP_036495411.1	XP_060397481.1
OG0000539	XP_036497728.1	XP_060397656.1
OG0000539	XP_036498389.1	XP_060397655.1
OG0000540	XP_036497073.1, XP_036500359.1	XP_060397759.1
OG0000541	XP_036496003.1, XP_036501773.1	XP_060397770.1
OG0000542	XP_036495388.1	XP_060397809.1
OG0000542	XP_036491925.1	XP_060405172.1
OG0000543	XP_036499889.1	XP_060398609.1
OG0000543	XP_036499888.1	XP_060398611.1
OG0000544	XP_036495042.1	XP_060399414.1
OG0000545	XP_036494162.1	XP_060399336.1
OG0000545	XP_036490567.1	XP_060406460.1
OG0000546	XP_036489171.1	XP_060399392.1
OG0000547	XP_036498706.1, XP_036494550.1	XP_060404292.1, XP_060399579.1
OG0000548	XP_036496735.1, XP_036498798.1	XP_060399807.1
OG0000549	XP_036494393.1, XP_036495108.1	XP_060399846.1, XP_060399847.1
OG0000550	XP_036494488.1, XP_036493932.1	XP_060399863.1
OG0000551	XP_036494604.1, XP_036490824.1, XP_036494403.1	XP_060399891.1
OG0000552	XP_036497743.1, XP_036500531.1	XP_060400107.1
OG0000553	XP_036496071.1, XP_036489562.1, XP_036489559.1	XP_060400615.1
OG0000554	XP_036498117.1	XP_060400966.1
OG0000555	XP_036490926.1, XP_036489500.1, XP_036488581.1	XP_060401295.1
OG0000558	XP_036489794.1, XP_036488552.1	XP_060401743.1
OG0000559	XP_036491051.1, XP_036493955.1	XP_060401879.1
OG0000560	XP_036493282.1	XP_060404247.1
OG0000560	XP_036492436.1	XP_060402185.1
OG0000563	XP_036491572.1	XP_060402775.1
OG0000564	XP_036492369.1	XP_060402812.1
OG0000565	XP_036489582.1	XP_060402961.1
OG0000566	XP_036494680.1, XP_036492147.1	XP_060403024.1
OG0000567	XP_036491833.1, XP_036501990.1	XP_060403104.1
OG0000568	XP_036500006.1, XP_036488589.1	XP_060403254.1
OG0000569	XP_036495510.1	XP_060403285.1
OG0000571	XP_036499676.1	XP_060406490.1
OG0000571	XP_036498562.1	XP_060404261.1
OG0000572	XP_036498553.1	XP_060404266.1
OG0000573	XP_036502406.1, XP_036488956.1	XP_060404352.1
OG0000574	XP_036487777.1, XP_036495248.1	XP_060404431.1
OG0000575	XP_036491740.1, XP_036489439.1	XP_060404644.1
OG0000576	XP_036489168.1	XP_060404737.1
OG0000577	XP_036488932.1, XP_036488931.1, XP_036489836.1	XP_060404854.1
OG0000578	XP_036493952.1, XP_036500024.1	XP_060405178.1
OG0000579	XP_036488654.1, XP_036502080.1	XP_060405500.1
OG0000580	XP_036495833.1	XP_060406017.1, XP_060406018.1
OG0000581	XP_036495694.1, XP_036495956.1	XP_060406471.1
OG0000586	XP_036488879.1	XP_060398745.1, XP_060389368.1, XP_060394338.1
OG0000587	XP_036492825.1	XP_060389426.1
OG0000588	XP_036502713.1	XP_060389434.1, XP_060405433.1, XP_060402497.1, XP_060404022.1, XP_060405880.1
OG0000589	XP_036490603.1	XP_060389511.1
OG0000590	XP_036499527.1, XP_036498911.1	XP_060389640.1
OG0000591	XP_036497991.1, XP_036488114.1	XP_060389661.1
OG0000592	XP_036500702.1, XP_036497861.1	XP_060389829.1
OG0000593	XP_036498519.1	XP_060389849.1
OG0000594	XP_036500627.1	XP_060405165.1
OG0000595	XP_036502509.1, XP_036501005.1	XP_060389955.1
OG0000596	XP_036497674.1, XP_036488842.1	XP_060389973.1
OG0000597	XP_036488154.1	XP_060398934.1
OG0000597	XP_036502825.1	XP_060389999.1
OG0000598	XP_036490729.1	XP_060390083.1
OG0000599	XP_036494016.1	XP_060390151.1
OG0000600	XP_036502167.1, XP_036502170.1	XP_060390272.1
OG0000601	XP_036502320.1	XP_060390344.1
OG0000602	XP_036492472.1, XP_036496161.1	XP_060396864.1, XP_060390426.1
OG0000603	XP_036501551.1	XP_060390610.1
OG0000605	XP_036492441.1	XP_060390790.1
OG0000606	XP_036495429.1	XP_060390960.1
OG0000607	XP_036491270.1	XP_060391005.1
OG0000608	XP_036499062.1	XP_060391304.1
OG0000608	XP_036497398.1	XP_060404270.1
OG0000609	XP_036500611.1, XP_036499581.1	XP_060391307.1
OG0000610	XP_036499596.1, XP_036500467.1, XP_036500897.1	XP_060391406.1
OG0000611	XP_036500731.1, XP_036500647.1	XP_060391477.1
OG0000612	XP_036491496.1	XP_060399842.1
OG0000613	XP_036499737.1	XP_060391577.1
OG0000615	XP_036502333.1	XP_060391784.1
OG0000615	XP_036500470.1	XP_060405335.1
OG0000616	XP_036489322.1	XP_060391797.1, XP_060395357.1, XP_060398134.1
OG0000617	XP_036491512.1, XP_036496915.1, XP_036498205.1	XP_060391826.1
OG0000618	XP_036488205.1	XP_060391884.1
OG0000618	XP_036498505.1	XP_060404378.1
OG0000619	XP_036495533.1, XP_036492390.1	XP_060391925.1
OG0000620	XP_036495534.1, XP_036491404.1	XP_060391927.1
OG0000621	XP_036489022.1	XP_060392082.1
OG0000622	XP_036489281.1	XP_060392091.1
OG0000622	XP_036488034.1	XP_060395114.1
OG0000623	XP_036489395.1, XP_036499509.1	XP_060392102.1
OG0000624	XP_036500394.1, XP_036491964.1, XP_036500395.1	XP_060392109.1
OG0000625	XP_036491696.1	XP_060395589.1
OG0000625	XP_036500512.1	XP_060392119.1
OG0000626	XP_036492835.1	XP_060395654.1
OG0000627	XP_036491826.1, XP_036495053.1	XP_060392353.1
OG0000628	XP_036499549.1	XP_060404201.1
OG0000629	XP_036493449.1, XP_036491292.1	XP_060392660.1
OG0000631	XP_036492905.1	XP_060393544.1, XP_060393087.1
OG0000634	XP_036493762.1	XP_060393817.1
OG0000635	XP_036493550.1	XP_060393955.1
OG0000636	XP_036493498.1	XP_060393998.1
OG0000637	XP_036492415.1, XP_036488502.1	XP_060394058.1
OG0000638	XP_036488799.1, XP_036492748.1	XP_060394158.1
OG0000639	XP_036501936.1	XP_060394300.1, XP_060403045.1
OG0000640	XP_036493982.1	XP_060394437.1
OG0000642	XP_036501182.1	XP_060394580.1
OG0000643	XP_036500849.1, XP_036502466.1	XP_060394640.1
OG0000644	XP_036496454.1	XP_060404986.1
OG0000645	XP_036496668.1	XP_060395151.1
OG0000646	XP_036496099.1	XP_060395187.1
OG0000647	XP_036488399.1, XP_036495328.1	XP_060395204.1
OG0000649	XP_036488274.1	XP_060395685.1
OG0000649	XP_036500928.1	XP_060397846.1
OG0000650	XP_036491294.1	XP_060395759.1
OG0000651	XP_036498926.1	XP_060402630.1
OG0000652	XP_036491868.1, XP_036493482.1	XP_060395894.1
OG0000653	XP_036493655.1	XP_060395896.1
