Orthogroup	Colletotrichum_siamense	Colletotrichum_truncatum
OG0000290	XP_036490342.1	XP_036581205.1, XP_036576481.1
OG0000291	XP_036492185.1	XP_036581569.1
OG0000291	XP_036500803.1	XP_036585877.1
OG0000292	XP_036500228.1	XP_036580977.1
OG0000293	XP_036493573.1	XP_070061275.1
OG0000293	XP_036493500.1	XP_036579748.2
OG0000294	XP_036502430.1	XP_036583896.1
OG0000294	XP_036498464.1	XP_036579380.1
OG0000295	XP_036502194.1	XP_036583990.1
OG0000295	XP_036497932.1	XP_036582422.1, XP_036589751.2, XP_036581408.1
OG0000296	XP_036494557.1, XP_036496248.1	XP_070061391.1
OG0000297	XP_036497293.1	XP_036583056.1
OG0000297	XP_036496245.1	XP_036575146.1
OG0000298	XP_036498588.1	XP_036575698.1
OG0000298	XP_036490438.1	XP_036578883.1
OG0000299	XP_036490902.1, XP_036490432.1	XP_036582440.1
OG0000300	XP_036487753.1, XP_036487773.1, XP_036487779.1, XP_036496490.1	XP_036578056.1
OG0000301	XP_036496247.1	XP_070061793.1
OG0000301	XP_036494887.1	XP_036580359.1
OG0000302	XP_036496357.1, XP_036497243.1	XP_036589630.2
OG0000303	XP_036499702.1	XP_036587078.1
OG0000303	XP_036489969.1	XP_036589304.2
OG0000305	XP_036488119.1	XP_070060840.1
OG0000305	XP_036496695.1	XP_036579614.2
OG0000307	XP_036493930.1	XP_036581197.1
OG0000308	XP_036500645.1	XP_070061956.1
OG0000308	XP_036499438.1	XP_036584089.2
OG0000309	XP_036495244.1	XP_036577921.1
OG0000310	XP_036496966.1	XP_036576901.2
OG0000310	XP_036493529.1	XP_036576899.1
OG0000311	XP_036491940.1, XP_036490568.1	XP_036587367.1
OG0000311	XP_036498780.1	XP_036578339.1
OG0000312	XP_036493969.1	XP_036574537.1
OG0000313	XP_036492574.1	XP_036574340.1
OG0000313	XP_036493968.1	XP_036574540.1
OG0000314	XP_036492152.1	XP_036581424.1
OG0000314	XP_036488094.1	XP_036586147.1
OG0000315	XP_036499353.1	XP_036581065.2
OG0000315	XP_036501520.1	XP_070059881.1
OG0000316	XP_036492862.1	XP_036583130.1
OG0000316	XP_036488444.1	XP_036586414.1
OG0000317	XP_036491186.1, XP_036502097.1, XP_036496757.1, XP_036493656.1	XP_070060734.1
OG0000318	XP_036495854.1	XP_036586762.1
OG0000318	XP_036488388.1	XP_036586466.1
OG0000319	XP_036495986.1	XP_036584711.1
OG0000319	XP_036489585.1	XP_070062295.1
OG0000322	XP_036498269.1	XP_036576496.1, XP_036576495.1
OG0000326	XP_036489291.1	XP_036584348.1, XP_036589416.1
OG0000327	XP_036495067.1	XP_036575400.2
OG0000327	XP_036498134.1	XP_070062582.1
OG0000329	XP_036498908.1	XP_070062600.1
OG0000331	XP_036499562.1	XP_036587267.1
OG0000332	XP_036498698.1	XP_036581950.1
OG0000333	XP_036502327.1, XP_036495161.1, XP_036498472.1	XP_036585187.1
OG0000335	XP_036493304.1	XP_036576055.1
OG0000336	XP_036494990.1	XP_036575412.1
OG0000337	XP_036490915.1, XP_036496124.1	XP_070061438.1
OG0000340	XP_036494897.1	XP_070060535.1
OG0000341	XP_036496758.1	XP_070061866.1
OG0000341	XP_036494652.1	XP_036583102.1
OG0000342	XP_036487929.1	XP_036589998.1
OG0000343	XP_036495553.1	XP_036588050.2
OG0000343	XP_036499686.1	XP_036576968.1
OG0000344	XP_036498975.1	XP_036579954.1
OG0000344	XP_036494013.1	XP_036577899.1
OG0000345	XP_036499825.1	XP_036580034.1
OG0000346	XP_036500141.1, XP_036492629.1	XP_036575699.1
OG0000347	XP_036493375.1	XP_036586654.1
OG0000348	XP_036501836.1, XP_036494022.1	XP_036574476.1
OG0000349	XP_036489633.1	XP_036589945.1
OG0000350	XP_036494528.1, XP_036496363.1	XP_070061946.1
OG0000350	XP_036500548.1	XP_036587258.1
OG0000352	XP_036490652.1	XP_036588869.1
OG0000352	XP_036498093.1	XP_036581872.2
OG0000353	XP_036490353.1	XP_036589027.1
OG0000353	XP_036496698.1	XP_036579776.1, XP_036587191.1
OG0000354	XP_036489279.1	XP_036576902.1
OG0000355	XP_036497374.1	XP_036579480.1
OG0000356	XP_036495633.1	XP_070060440.1
OG0000356	XP_036499851.1	XP_070062031.1
OG0000357	XP_036495862.1	XP_036577719.1, XP_036575889.1
OG0000358	XP_036495866.1	XP_036575888.1, XP_036577720.1
OG0000360	XP_036500448.1	XP_036585807.1
OG0000361	XP_036493857.1	XP_036579799.1
OG0000361	XP_036491356.1	XP_036590008.2
OG0000362	XP_036493413.1	XP_036582451.1
OG0000362	XP_036499874.1	XP_036580930.1
OG0000363	XP_036495373.1	XP_036578149.2
OG0000363	XP_036494086.1	XP_036580318.1
OG0000364	XP_036496211.1	XP_036578137.1
OG0000365	XP_036493481.1	XP_070061012.1
OG0000367	XP_036496615.1	XP_036577393.1
OG0000368	XP_036495977.1	XP_036586819.1
OG0000369	XP_036491094.1, XP_036496149.1	XP_036586900.1
OG0000370	XP_036496151.1	XP_036586902.1
OG0000370	XP_036501921.1	XP_036585359.1
OG0000373	XP_036491148.1, XP_036491318.1	XP_036576717.1
OG0000374	XP_036493360.1	XP_070061189.1
OG0000374	XP_036500206.1	XP_070062050.1
OG0000375	XP_036491556.1	XP_036587763.1
OG0000375	XP_036491275.1	XP_036589093.1
OG0000376	XP_036493402.1	XP_036577753.1, XP_070061183.1
OG0000376	XP_036493401.1	XP_036576763.1, XP_036579831.2
OG0000377	XP_036489800.1	XP_036589627.1
OG0000377	XP_036495714.1	XP_070061835.1, XP_036577051.1, XP_036587282.1, XP_036578800.1, XP_036586641.1
OG0000378	XP_036489796.1	XP_036589625.1
OG0000378	XP_036495945.1	XP_036578100.1
OG0000379	XP_036489817.1	XP_036585056.1
OG0000380	XP_036493652.1	XP_070061195.1
OG0000380	XP_036490235.1	XP_036580785.1
OG0000381	XP_036490137.1	XP_036589830.2
OG0000382	XP_036495381.1	XP_036587347.1
OG0000382	XP_036489242.1	XP_036582655.2
OG0000384	XP_036488826.1, XP_036494149.1	XP_036588205.1
OG0000385	XP_036490199.1	XP_036574466.1
OG0000385	XP_036495682.1	XP_036580277.1
OG0000386	XP_036496855.1	XP_036580276.1
OG0000386	XP_036490198.1	XP_070061503.1
OG0000387	XP_036490518.1	XP_070061478.1
OG0000388	XP_036494324.1	XP_036574211.1
OG0000388	XP_036492157.1	XP_036587710.1
OG0000389	XP_036499377.1	XP_036587233.1
OG0000389	XP_036500168.1	XP_036574503.1
OG0000390	XP_036491575.1	XP_036578016.1
OG0000393	XP_036501398.1	XP_036583597.1
OG0000393	XP_036498665.1	XP_036581913.1
OG0000394	XP_036497643.1	XP_036577682.1
OG0000394	XP_036494027.1	XP_036582740.1
OG0000395	XP_036488621.1, XP_036493983.1	XP_070060070.1
OG0000396	XP_036492606.1	XP_036582169.1
OG0000397	XP_036488474.1	XP_036577306.1
OG0000398	XP_036493670.1, XP_036494648.1	XP_036575457.1
OG0000400	XP_036500156.1	XP_036585937.1
OG0000401	XP_036493851.1	XP_036582287.1
OG0000402	XP_036494442.1	XP_036586337.1
OG0000402	XP_036500300.1	XP_036580961.1
OG0000403	XP_036502530.1	XP_036589576.1, XP_070061499.1
OG0000403	XP_036495764.1	XP_070060714.1, XP_036575901.1, XP_036577597.1
OG0000404	XP_036498766.1	XP_070060911.1, XP_036578629.2, XP_036583662.1
OG0000408	XP_036496059.1	XP_036576283.1, XP_070061860.1
OG0000409	XP_036501000.1	XP_070060941.1
OG0000410	XP_036488099.1	XP_036577310.1
OG0000413	XP_036490759.1	XP_070061377.1
OG0000413	XP_036495493.1	XP_036576669.1
OG0000414	XP_036498764.1	XP_036588441.2
OG0000414	XP_036494938.1	XP_036583810.1
OG0000415	XP_036498913.1	XP_036588552.1
OG0000416	XP_036498064.1	XP_036588550.1
OG0000417	XP_036493209.1	XP_036579060.1
OG0000418	XP_036501193.1	XP_036585745.1
OG0000419	XP_036502027.1	XP_036577152.1
OG0000420	XP_036491092.1	XP_036575275.1
OG0000421	XP_036496289.1	XP_036578136.1
OG0000422	XP_036490694.1	XP_036589139.1
OG0000423	XP_036502101.1	XP_036582165.1
OG0000424	XP_036491387.1	XP_036578550.1
OG0000425	XP_036499933.1	XP_036577037.1
OG0000427	XP_036490958.1	XP_036588905.2
OG0000428	XP_036500317.1	XP_036581094.1
OG0000429	XP_036489237.1	XP_036584985.1
OG0000432	XP_036500274.1	XP_036577061.1
OG0000435	XP_036493063.1	XP_036582577.1
OG0000436	XP_036493551.1	XP_070061127.1
OG0000437	XP_036500326.1	XP_036587325.1
OG0000438	XP_036492889.1	XP_036582435.1
OG0000438	XP_036488559.1	XP_036586350.1
OG0000439	XP_036488997.1, XP_036494547.1	XP_036577073.1
OG0000440	XP_036491735.1	XP_036581705.1
OG0000441	XP_036501475.1	XP_036582012.2, XP_036577452.1, XP_036581521.1, XP_036576318.1, XP_070062617.1, XP_036580052.1, XP_070061814.1, XP_036580107.2
OG0000442	XP_036495151.1	XP_070062188.1
OG0000445	XP_036490023.1	XP_036589771.1
OG0000446	XP_036498419.1	XP_036579303.1
OG0000447	XP_036488864.1	XP_036588215.1
OG0000447	XP_036500327.1	XP_036581768.1, XP_036581338.1
OG0000448	XP_036496527.1	XP_036584747.2
OG0000449	XP_036496958.1	XP_036586878.1
OG0000449	XP_036497677.1	XP_036582030.1
OG0000450	XP_036490606.1	XP_036580740.1
OG0000451	XP_036495257.1	XP_070061069.1
OG0000451	XP_036495258.1	XP_036578573.1
OG0000452	XP_036493534.1	XP_036581311.1
OG0000452	XP_036497496.1	XP_036575808.1
OG0000453	XP_036502429.1	XP_036581761.1
OG0000453	XP_036488087.1	XP_036586481.1
OG0000454	XP_036501230.1	XP_036583988.1
OG0000455	XP_036502030.1	XP_036578961.1
OG0000456	XP_036498599.1, XP_036495642.1	XP_036578085.1
OG0000458	XP_036493587.1, XP_036494691.1, XP_036495389.1	XP_070060417.1
OG0000460	XP_036488317.1	XP_036588225.1
OG0000460	XP_036493177.1	XP_036582499.1
OG0000461	XP_036492052.1, XP_036499787.1, XP_036488070.1	XP_036588012.1, XP_036575307.1
OG0000462	XP_036487844.1, XP_036487884.1	XP_036574860.1
OG0000464	XP_036488158.1	XP_036587838.1
OG0000465	XP_036495848.1, XP_036500605.1, XP_036499041.1	XP_036574514.1
OG0000466	XP_036502182.1, XP_036495495.1	XP_036578183.2
OG0000467	XP_036494926.1, XP_036501605.1	XP_036577511.1
OG0000468	XP_036493404.1	XP_036587615.1, XP_036575648.1, XP_036577745.1
OG0000469	XP_036502699.1	XP_070060196.1
OG0000469	XP_036488235.1	XP_070060850.1
OG0000471	XP_036494121.1	XP_036576150.1
OG0000472	XP_036494825.1, XP_036487771.1	XP_036575975.1
OG0000473	XP_036497279.1	XP_036577639.1
OG0000473	XP_036495052.1	XP_036582682.1
OG0000474	XP_036495215.1	XP_036582643.1
OG0000476	XP_036496282.1	XP_036583843.1
OG0000476	XP_036491751.1	XP_036584335.1
OG0000477	XP_036499004.1	XP_036574518.1
OG0000478	XP_036501649.1	XP_070061937.1
OG0000479	XP_036488785.1	XP_070060737.1
OG0000482	XP_036488177.1	XP_036574968.1
OG0000482	XP_036489883.1	XP_036589584.1
OG0000483	XP_036498167.1, XP_036498162.1	XP_036588780.1
OG0000484	XP_036501346.1	XP_036585408.1
OG0000484	XP_036501786.1	XP_036585410.1
OG0000487	XP_036488236.1, XP_036488233.1, XP_036492861.1	XP_036588083.1
OG0000489	XP_036488488.1	XP_036588111.1
OG0000491	XP_036492502.1	XP_036581017.1
OG0000492	XP_036498808.1	XP_036577607.1
OG0000493	XP_036494155.1	XP_036574923.2, XP_036576319.1
OG0000494	XP_036496550.1	XP_036577441.1
OG0000495	XP_036491254.1	XP_036575271.1
OG0000496	XP_036495695.1	XP_036579867.1
OG0000497	XP_036492357.1	XP_036586933.1
OG0000498	XP_036495056.1	XP_036581347.1
OG0000498	XP_036496955.1	XP_036577907.1
OG0000499	XP_036495116.1	XP_036581309.1
OG0000501	XP_036497315.1	XP_036579423.1
OG0000502	XP_036502722.1	XP_036578652.1
OG0000503	XP_036501395.1	XP_036581783.2
OG0000503	XP_036496599.1	XP_070061818.1
OG0000504	XP_036493579.1	XP_070061521.1
OG0000504	XP_036495516.1	XP_036575177.1
OG0000505	XP_036490296.1	XP_036575524.1, XP_036589005.1
OG0000506	XP_036490188.1	XP_070061340.1
OG0000506	XP_036490189.1	XP_070061339.1
OG0000507	XP_036498524.1	XP_036577047.1
OG0000508	XP_036498569.1	XP_036581886.1
OG0000509	XP_036498570.1	XP_070062391.1
OG0000510	XP_036498608.1	XP_036577044.1
OG0000511	XP_036493156.1	XP_036575080.1
OG0000512	XP_036493937.1	XP_036580354.1
OG0000512	XP_036494522.1	XP_036580322.1
OG0000513	XP_036493112.1, XP_036491444.1, XP_036499487.1	XP_036576444.1
OG0000514	XP_036501055.1	XP_036575405.1
OG0000515	XP_036500976.1	XP_036585585.1
OG0000515	XP_036500973.1	XP_036585584.1
OG0000519	XP_036502834.1	XP_036577647.1
OG0000519	XP_036502441.1	XP_036583821.1
OG0000520	XP_036497075.1	XP_036588716.1
OG0000520	XP_036502505.1	XP_036583926.1
OG0000521	XP_036500172.1	XP_036587292.1
OG0000522	XP_036498702.1	XP_036581959.1
OG0000524	XP_036489445.1	XP_036585070.1
OG0000525	XP_036492088.1	XP_036581565.1
OG0000526	XP_036491718.1, XP_036502726.1	XP_036576058.1
OG0000528	XP_036502424.1	XP_036581762.1
OG0000529	XP_036501228.1	XP_036583984.1
OG0000530	XP_036496612.1, XP_036496647.1	XP_036574373.1
OG0000531	XP_036489595.1	XP_036587356.1, XP_036589675.1
OG0000532	XP_036490277.1	XP_070061352.1
OG0000532	XP_036491147.1	XP_036581722.1, XP_036577593.1
OG0000533	XP_036490323.1	XP_036578078.1
OG0000534	XP_036491058.1	XP_036589229.1
OG0000534	XP_036490868.1	XP_036589228.1
OG0000535	XP_036487859.1	XP_036574836.2, XP_036577738.1, XP_036574956.1, XP_070059901.1
OG0000536	XP_036493786.1	XP_036582428.1
OG0000537	XP_036495636.1	XP_070059813.1, XP_036576636.1
OG0000538	XP_036495411.1	XP_036578122.1
OG0000539	XP_036497728.1	XP_036575688.1
OG0000539	XP_036498389.1	XP_036575689.1
OG0000540	XP_036497073.1, XP_036500359.1	XP_036588718.1
OG0000541	XP_036501773.1	XP_036574285.1
OG0000542	XP_036495388.1	XP_036587346.1
OG0000543	XP_036499888.1	XP_036574589.1
OG0000544	XP_036495042.1	XP_036581243.1
OG0000545	XP_036494162.1	XP_070060654.1
OG0000546	XP_036489171.1	XP_036581215.1
OG0000547	XP_036498706.1, XP_036494550.1	XP_036581952.1, XP_036576790.1
OG0000548	XP_036496735.1	XP_036577417.1
OG0000548	XP_036498798.1	XP_036588728.1
OG0000549	XP_036494393.1, XP_036495108.1	XP_036581524.1
OG0000550	XP_036494488.1, XP_036493932.1	XP_036580356.1
OG0000551	XP_036494604.1, XP_036490824.1, XP_036494403.1	XP_036574969.1
OG0000552	XP_036497743.1	XP_036582084.1
OG0000552	XP_036500531.1	XP_036584185.2
OG0000553	XP_036496071.1, XP_036489562.1, XP_036489559.1	XP_070062661.1
OG0000554	XP_036498117.1, XP_036490598.1	XP_036578399.1
OG0000555	XP_036490926.1, XP_036489500.1, XP_036488581.1	XP_070060682.1
OG0000558	XP_036488552.1	XP_036587798.2
OG0000559	XP_036491051.1	XP_036586077.1
OG0000559	XP_036493955.1	XP_070062619.1
OG0000560	XP_036492436.1	XP_036587706.1
OG0000561	XP_036502345.1	XP_036583885.1
OG0000563	XP_036492479.1	XP_036578014.1
OG0000563	XP_036491572.1	XP_070060958.1
OG0000564	XP_036492369.1	XP_070060948.1, XP_036578042.2
OG0000565	XP_036499407.1	XP_036574711.2
OG0000568	XP_036500006.1	XP_036585849.1
OG0000568	XP_036488589.1	XP_070060692.1
OG0000569	XP_036495510.1	XP_036575175.1
OG0000571	XP_036498562.1	XP_036581938.1
OG0000572	XP_036498553.1	XP_036581943.1, XP_070060227.1, XP_070060228.1
OG0000573	XP_036502406.1	XP_036589644.1
OG0000573	XP_036488956.1	XP_036586459.1
OG0000575	XP_036491740.1, XP_036489439.1	XP_036589448.1
OG0000576	XP_036489168.1	XP_036589482.1
OG0000576	XP_036494869.1	XP_036574209.1
OG0000577	XP_036488932.1, XP_036488931.1, XP_036489836.1	XP_036589598.1
OG0000578	XP_036493952.1	XP_036575169.1
OG0000578	XP_036500024.1	XP_036581034.1
OG0000579	XP_036488654.1	XP_036580717.1
OG0000580	XP_036495833.1	XP_070060262.1, XP_036584887.2
OG0000581	XP_036495694.1	XP_036576666.1
OG0000581	XP_036495956.1	XP_036586868.1
OG0000582	XP_036502709.1, XP_036497266.1, XP_036489527.1	XP_070061074.1
OG0000583	XP_036491633.1	XP_036576915.1, XP_036588071.1
OG0000584	XP_036500385.1	XP_036584085.1
OG0000584	XP_036500354.1	XP_036580060.2
OG0000586	XP_036488879.1	XP_036588227.1
OG0000588	XP_036502713.1	XP_036585317.1
OG0000589	XP_036490603.1	XP_036589176.1
OG0000590	XP_036499527.1, XP_036498911.1	XP_036588387.1
OG0000591	XP_036497991.1, XP_036488114.1	XP_036587955.1
OG0000592	XP_036500702.1, XP_036497861.1	XP_036588547.1
OG0000593	XP_036498519.1	XP_036588525.1
OG0000594	XP_036500627.1	XP_070062064.1
OG0000595	XP_036502509.1	XP_036582522.1
OG0000595	XP_036501005.1	XP_070061950.1
OG0000596	XP_036497674.1	XP_036588588.1
OG0000596	XP_036488842.1	XP_036576179.1
OG0000599	XP_036494016.1	XP_036576177.1
OG0000599	XP_036501612.1	XP_070062126.1
OG0000600	XP_036502167.1	XP_036585351.1
OG0000601	XP_036502320.1	XP_036585233.1
OG0000603	XP_036501551.1	XP_036580558.1
OG0000605	XP_036492441.1	XP_036578623.1
OG0000606	XP_036495429.1	XP_036577377.2
OG0000607	XP_036491270.1	XP_036589083.1
OG0000611	XP_036500731.1	XP_036585778.2
OG0000611	XP_036500647.1	XP_036576974.1
OG0000613	XP_036499737.1	XP_036579968.1
OG0000615	XP_036500470.1	XP_036576807.1
OG0000616	XP_036489322.1	XP_036584983.2
OG0000617	XP_036491512.1, XP_036496915.1, XP_036498205.1	XP_036579437.1
OG0000619	XP_036492390.1	XP_070060901.1
OG0000620	XP_036495534.1	XP_036577050.1
OG0000620	XP_036491404.1	XP_036581504.1
OG0000621	XP_036489022.1, XP_036495405.1	XP_036579073.1
OG0000622	XP_036489281.1, XP_036488034.1	XP_036590016.1
OG0000623	XP_036489395.1	XP_036589545.1
OG0000623	XP_036499509.1	XP_036586528.1
OG0000624	XP_036500394.1, XP_036491964.1, XP_036500395.1	XP_036587310.1
OG0000625	XP_036500512.1	XP_036576852.1
OG0000626	XP_036492835.1	XP_036575006.1
OG0000627	XP_036491826.1	XP_070061071.1
OG0000627	XP_036495053.1	XP_036578578.2
OG0000628	XP_036499549.1	XP_036587703.1, XP_036587043.1
OG0000629	XP_036491292.1	XP_036588922.1
OG0000634	XP_036493762.1	XP_036579009.1
OG0000635	XP_036493550.1	XP_036582567.2
OG0000636	XP_036493498.1	XP_036582536.1
OG0000637	XP_036492415.1	XP_036583923.1
OG0000637	XP_036488502.1	XP_036575474.1
OG0000638	XP_036488799.1, XP_036492748.1	XP_036582486.1
OG0000639	XP_036501936.1	XP_036585580.2
OG0000641	XP_036488069.1	XP_036586223.1
OG0000643	XP_036500849.1, XP_036502466.1	XP_036576016.1
OG0000644	XP_036496454.1	XP_070061122.1, XP_036586325.1
OG0000645	XP_036496668.1	XP_036586827.1
OG0000646	XP_036496099.1	XP_070060374.1
OG0000647	XP_036488399.1, XP_036495328.1	XP_036586888.1
OG0000650	XP_036498082.1	XP_036579397.1
OG0000651	XP_036498926.1	XP_070061083.1
OG0000652	XP_036491868.1, XP_036493482.1	XP_036574322.1
OG0000653	XP_036493655.1	XP_036579683.1
OG0000654	XP_036496221.1	XP_036580278.1
OG0000655	XP_036493687.1, XP_036501172.1	XP_036584015.1
OG0000656	XP_036492926.1	XP_036583487.1
OG0000657	XP_036495198.1	XP_070060065.1
OG0000658	XP_036498700.1	XP_036581961.1
OG0000659	XP_036496488.1	XP_036578062.1
OG0000660	XP_036495942.1	XP_036578094.1, XP_036578093.1, XP_036582473.1
OG0000661	XP_036497498.1	XP_036575684.1
OG0000663	XP_036489441.1	XP_036585005.1
OG0000664	XP_036499300.1	XP_036586115.1
OG0000666	XP_036488868.1, XP_036489033.1	XP_036588216.1
OG0000667	XP_036487963.1	XP_036588160.1
OG0000668	XP_036489250.1, XP_036488039.1	XP_036588179.1
OG0000669	XP_036495354.1	XP_036580197.2
OG0000670	XP_036494807.1	XP_036577821.1
OG0000671	XP_036499575.1	XP_036589996.1
OG0000672	XP_036494379.1	XP_070060632.1
OG0000672	XP_036493433.1	XP_036574277.1
OG0000674	XP_036499181.1	XP_070061979.1
OG0000675	XP_036495788.1, XP_036499821.1	XP_036581128.1
OG0000676	XP_036494726.1	XP_036580405.1
OG0000676	XP_036488697.1	XP_036586413.2
OG0000678	XP_036500527.1	XP_036584183.1
OG0000678	XP_036502594.1	XP_036583922.1
OG0000680	XP_036501090.1	XP_070061584.1
OG0000681	XP_036497046.1, XP_036497047.1	XP_070062499.1
OG0000682	XP_036494737.1	XP_036575924.1
OG0000682	XP_036495162.1	XP_070062694.1
OG0000684	XP_036489472.1, XP_036495018.1	XP_036574364.1
OG0000685	XP_036494896.1	XP_036582678.1
OG0000687	XP_036497067.1	XP_036581867.1
OG0000688	XP_036494244.1	XP_070060538.1
OG0000689	XP_036488055.1, XP_036488056.1	XP_070060807.1
OG0000690	XP_036492594.1	XP_070060951.1
OG0000690	XP_036491461.1	XP_036574630.2
OG0000691	XP_036495747.1	XP_036586668.1
OG0000692	XP_036496259.1	XP_036586679.1
OG0000693	XP_036492231.1	XP_036581407.1, XP_036581404.1
OG0000694	XP_036492139.1	XP_036574780.1
OG0000695	XP_036492550.1	XP_036578637.1
OG0000695	XP_036495499.1	XP_036578180.1
OG0000696	XP_036493591.1	XP_036582201.1
OG0000697	XP_036502886.1, XP_036495897.1	XP_036579767.1
OG0000699	XP_036498899.1	XP_036577090.1
OG0000700	XP_036497801.1	XP_036582587.1
OG0000700	XP_036496028.1	XP_036584352.1
OG0000701	XP_036499331.1	XP_036587212.1
OG0000702	XP_036489017.1, XP_036499186.1	XP_036587177.1
OG0000705	XP_036497949.1	XP_036577618.1
OG0000706	XP_036489510.1	XP_036589352.2
OG0000707	XP_036501585.1, XP_036490092.1	XP_036589390.1
OG0000708	XP_036489203.1	XP_070062274.1
OG0000709	XP_036494994.1	XP_036575410.2
OG0000710	XP_036490215.1	XP_070060475.1
OG0000711	XP_036493163.1	XP_036578979.2
OG0000712	XP_036502206.1	XP_036578783.1
OG0000712	XP_036500515.1	XP_036576848.2
OG0000713	XP_036497922.1	XP_036579497.1
OG0000715	XP_036496069.1	XP_036586786.1
OG0000716	XP_036493892.1	XP_036579049.2, XP_036582641.1
OG0000721	XP_036497224.1	XP_070062584.1
OG0000722	XP_036491797.1, XP_036498259.1	XP_036588335.1
OG0000725	XP_036490515.1, XP_036490333.1	XP_070061390.1
OG0000726	XP_036500729.1, XP_036499610.1	XP_036576812.1
OG0000729	XP_036496273.1	XP_036574409.1
OG0000729	XP_036487827.1	XP_036581668.1, XP_036578383.1, XP_036579992.1
OG0000730	XP_036502250.1	XP_036585206.1, XP_036585186.1
OG0000731	XP_036494274.1, XP_036502077.1	XP_036574433.1
OG0000733	XP_036502489.1	XP_036580554.1
OG0000734	XP_036499279.1	XP_036585787.1
OG0000735	XP_036495332.1, XP_036490425.1	XP_036578896.1
OG0000736	XP_036496940.1	XP_070060277.1
OG0000737	XP_036489241.1, XP_036495543.1	XP_036584769.1
OG0000738	XP_036494438.1	XP_070060830.1
OG0000739	XP_036489857.1, XP_036488422.1	XP_036578937.1
OG0000740	XP_036502803.1	XP_036578725.1
OG0000741	XP_036502095.1, XP_036490943.1	XP_036574897.1
OG0000743	XP_036499008.1	XP_070061926.1
OG0000744	XP_036500610.1	XP_036581101.1
OG0000745	XP_036496890.1, XP_036499931.1	XP_036575610.1
OG0000746	XP_036500193.1	XP_070062365.1, XP_070062123.1, XP_036577789.1, XP_036581766.1, XP_070062658.1
