Orthogroup	Colletotrichum_karsti	Colletotrichum_abscissum
OG0000345	XP_038746949.1	XP_060400678.1
OG0000345	XP_038748179.1	XP_060391626.1
OG0000346	XP_038747432.1	XP_060391744.1
OG0000347	XP_038740850.1	XP_060391835.1
OG0000347	XP_038747328.1	XP_060400742.1
OG0000347	XP_038747977.1, XP_038739524.1	XP_060397708.1
OG0000348	XP_038751008.1	XP_060391917.1
OG0000348	XP_038746995.1	XP_060398944.1
OG0000349	XP_038750016.1	XP_060392050.1
OG0000350	XP_038740390.1	XP_060392127.1
OG0000352	XP_038748824.1	XP_060392489.1
OG0000352	XP_038746610.1	XP_060404203.1
OG0000353	XP_038748880.1, XP_038742640.1, XP_038740124.1	XP_060392718.1
OG0000354	XP_038740808.1	XP_060392743.1
OG0000355	XP_038741989.1	XP_060392789.1
OG0000355	XP_038749612.1	XP_060393668.1
OG0000356	XP_038744721.1	XP_060397746.1
OG0000357	XP_038751213.1	XP_060401858.1
OG0000357	XP_038743831.1	XP_060392970.1
OG0000358	XP_038743830.1	XP_060392971.1
OG0000358	XP_038751212.1	XP_060401859.1
OG0000360	XP_038739960.1	XP_060396529.1
OG0000360	XP_038746086.1	XP_060394005.1
OG0000361	XP_038746087.1	XP_060394006.1, XP_060395869.1
OG0000362	XP_038739172.1	XP_060394083.1
OG0000363	XP_038743634.1	XP_060394950.1
OG0000364	XP_038742509.1	XP_060395144.1
OG0000364	XP_038743625.1	XP_060394958.1
OG0000365	XP_038741357.1	XP_060395082.1
OG0000367	XP_038744853.1	XP_060397895.1
OG0000367	XP_038742508.1	XP_060395143.1
OG0000368	XP_038742524.1	XP_060395164.1
OG0000369	XP_038748251.1	XP_060405864.1
OG0000369	XP_038744908.1	XP_060395218.1
OG0000370	XP_038744907.1	XP_060395220.1
OG0000370	XP_038748450.1	XP_060405866.1
OG0000372	XP_038744841.1	XP_060398736.1, XP_060395494.1
OG0000373	XP_038744524.1	XP_060397053.1
OG0000373	XP_038739143.1	XP_060395527.1
OG0000374	XP_038746034.1	XP_060395673.1
OG0000374	XP_038747030.1	XP_060398593.1
OG0000375	XP_038739389.1	XP_060402243.1
OG0000376	XP_038746062.1	XP_060396846.1, XP_060395702.1
OG0000377	XP_038750289.1, XP_038742164.1	XP_060396127.1
OG0000378	XP_038750294.1	XP_060396130.1
OG0000378	XP_038740562.1	XP_060397465.1
OG0000379	XP_038751783.1	XP_060398232.1
OG0000379	XP_038745977.1	XP_060396346.1
OG0000380	XP_038745958.1	XP_060396357.1
OG0000381	XP_038750118.1	XP_060396907.1
OG0000381	XP_038744710.1	XP_060397732.1
OG0000382	XP_038744771.1	XP_060397808.1
OG0000382	XP_038741300.1	XP_060401493.1
OG0000383	XP_038744201.1	XP_060401554.1, XP_060398335.1, XP_060398998.1, XP_060401294.1
OG0000384	XP_038747783.1	XP_060398761.1
OG0000384	XP_038739320.1	XP_060401195.1
OG0000385	XP_038741464.1	XP_060399017.1
OG0000386	XP_038741463.1	XP_060399018.1
OG0000387	XP_038741330.1	XP_060399136.1
OG0000387	XP_038743833.1	XP_060401356.1
OG0000388	XP_038741828.1	XP_060399319.1
OG0000388	XP_038739659.1	XP_060402201.1
OG0000389	XP_038745627.1, XP_038741799.1, XP_038743278.1, XP_038747890.1	XP_060399609.1
OG0000390	XP_038746183.1	XP_060402778.1
OG0000390	XP_038751973.1	XP_060399664.1
OG0000392	XP_038739657.1, XP_038747841.1, XP_038742977.1	XP_060400507.1
OG0000392	XP_038747864.1	XP_060400563.1
OG0000393	XP_038746942.1	XP_060400670.1
OG0000394	XP_038741496.1	XP_060401560.1
OG0000395	XP_038749973.1	XP_060403505.1
OG0000395	XP_038749854.1	XP_060402266.1
OG0000396	XP_038740765.1	XP_060402954.1
OG0000397	XP_038749875.1	XP_060403375.1
OG0000398	XP_038740142.1	XP_060403132.1
OG0000398	XP_038747644.1	XP_060403489.1
OG0000399	XP_038745062.1	XP_060406147.1, XP_060404036.1, XP_060403188.1, XP_060404969.1
OG0000400	XP_038747201.1	XP_060403987.1
OG0000400	XP_038747202.1, XP_038747200.1	XP_060403988.1
OG0000401	XP_038739916.1, XP_038742956.1	XP_060405046.1
OG0000402	XP_038743936.1	XP_060405259.1
OG0000403	XP_038742635.1	XP_060406552.1
OG0000409	XP_038748344.1, XP_038741411.1, XP_038740515.1, XP_038746980.1	XP_060389430.1
OG0000410	XP_038749851.1	XP_060403379.1
OG0000412	XP_038749036.1	XP_060393250.1, XP_060389503.1
OG0000413	XP_038749037.1, XP_038745134.1, XP_038744698.1	XP_060389504.1
OG0000414	XP_038751201.1	XP_060389766.1
OG0000415	XP_038751133.1	XP_060389824.1
OG0000415	XP_038751224.1	XP_060397347.1
OG0000416	XP_038751131.1	XP_060389826.1
OG0000417	XP_038743082.1	XP_060390111.1
OG0000417	XP_038743081.1	XP_060391323.1
OG0000418	XP_038749316.1	XP_060390686.1
OG0000419	XP_038746851.1	XP_060391991.1
OG0000420	XP_038746418.1	XP_060395613.1
OG0000420	XP_038744678.1	XP_060390891.1
OG0000422	XP_038742517.1	XP_060395154.1
OG0000423	XP_038747514.1	XP_060391063.1
OG0000423	XP_038743999.1	XP_060391464.1
OG0000424	XP_038739040.1, XP_038746531.1, XP_038750475.1	XP_060391226.1
OG0000425	XP_038742059.1	XP_060391796.1, XP_060395358.1
OG0000427	XP_038748796.1	XP_060392684.1
OG0000428	XP_038738787.1	XP_060392842.1
OG0000429	XP_038751832.1	XP_060398136.1
OG0000430	XP_038748626.1	XP_060396335.1
OG0000430	XP_038739675.1	XP_060393483.1
OG0000432	XP_038744233.1	XP_060394998.1, XP_060395035.1
OG0000432	XP_038749664.1, XP_038748125.1	XP_060393585.1
OG0000433	XP_038749646.1	XP_060393603.1
OG0000434	XP_038746271.1	XP_060393931.1
OG0000434	XP_038743737.1	XP_060395071.1
OG0000435	XP_038743214.1, XP_038740123.1, XP_038742489.1	XP_060393944.1
OG0000436	XP_038743227.1, XP_038739407.1, XP_038744451.1, XP_038744996.1, XP_038743933.1, XP_038747727.1	XP_060393956.1
OG0000437	XP_038740329.1	XP_060394018.1
OG0000438	XP_038740940.1	XP_060394061.1, XP_060403553.1
OG0000439	XP_038750338.1, XP_038740924.1	XP_060394138.1
OG0000440	XP_038738730.1, XP_038743840.1, XP_038739199.1	XP_060394149.1
OG0000441	XP_038743375.1	XP_060394500.1
OG0000442	XP_038742726.1	XP_060394562.1
OG0000445	XP_038750164.1	XP_060396841.1
OG0000446	XP_038750928.1	XP_060395297.1
OG0000449	XP_038738767.1	XP_060395182.1
OG0000450	XP_038741387.1	XP_060399073.1
OG0000451	XP_038744925.1	XP_060395340.1
OG0000451	XP_038751972.1, XP_038744926.1	XP_060395339.1
OG0000452	XP_038746897.1	XP_060395717.1
OG0000453	XP_038742901.1	XP_060403507.1
OG0000454	XP_038751214.1	XP_060396141.1, XP_060401857.1
OG0000455	XP_038747395.1, XP_038746442.1, XP_038743249.1, XP_038744481.1	XP_060397317.1
OG0000456	XP_038750883.1	XP_060401306.1
OG0000457	XP_038740774.1	XP_060402930.1
OG0000458	XP_038744946.1, XP_038744780.1	XP_060397819.1
OG0000459	XP_038744936.1, XP_038740747.1	XP_060398255.1
OG0000460	XP_038747797.1	XP_060398748.1
OG0000460	XP_038741289.1	XP_060404338.1
OG0000461	XP_038746230.1, XP_038747754.1	XP_060398925.1
OG0000462	XP_038739741.1	XP_060399221.1
OG0000463	XP_038745011.1	XP_060399618.1
OG0000463	XP_038741768.1	XP_060399271.1
OG0000464	XP_038745524.1	XP_060401804.1
OG0000465	XP_038747877.1	XP_060399657.1
OG0000466	XP_038743659.1, XP_038750083.1	XP_060399696.1, XP_060399695.1
OG0000467	XP_038744237.1	XP_060400000.1
OG0000467	XP_038745075.1	XP_060406119.1
OG0000468	XP_038739065.1	XP_060400425.1, XP_060404281.1
OG0000469	XP_038747320.1	XP_060400726.1
OG0000470	XP_038745234.1	XP_060401435.1
OG0000471	XP_038739334.1	XP_060401175.1
OG0000471	XP_038740218.1	XP_060403028.1
OG0000472	XP_038741325.1	XP_060401212.1
OG0000473	XP_038746690.1	XP_060404112.1
OG0000473	XP_038741548.1	XP_060401451.1
OG0000474	XP_038741304.1	XP_060401487.1
OG0000475	XP_038741396.1, XP_038742253.1, XP_038741385.1, XP_038748837.1, XP_038748662.1	XP_060401889.1
OG0000476	XP_038741961.1	XP_060402696.1
OG0000477	XP_038747869.1, XP_038749025.1, XP_038739052.1, XP_038748321.1, XP_038742752.1	XP_060403021.1
OG0000478	XP_038747868.1, XP_038747443.1, XP_038740992.1	XP_060403022.1
OG0000479	XP_038744471.1	XP_060404346.1
OG0000479	XP_038749919.1	XP_060403532.1
OG0000481	XP_038738701.1, XP_038744588.1	XP_060404514.1
OG0000482	XP_038750330.1	XP_060404835.1
OG0000483	XP_038744899.1, XP_038748417.1	XP_060405562.1, XP_060405563.1
OG0000484	XP_038738891.1	XP_060405762.1, XP_060405760.1
OG0000489	XP_038747692.1	XP_060389376.1, XP_060405470.1, XP_060402132.1, XP_060404522.1, XP_060398868.1
OG0000493	XP_038741482.1	XP_060401639.1
OG0000495	XP_038744682.1	XP_060390896.1
OG0000496	XP_038747614.1	XP_060391053.1
OG0000497	XP_038742441.1	XP_060397735.1, XP_060391062.1, XP_060401897.1
OG0000498	XP_038742698.1, XP_038740536.1	XP_060391232.1
OG0000499	XP_038745719.1	XP_060391250.1
OG0000501	XP_038749554.1	XP_060391853.1
OG0000503	XP_038742373.1	XP_060392532.1
OG0000504	XP_038743344.1	XP_060392583.1, XP_060392584.1
OG0000505	XP_038743828.1	XP_060392972.1
OG0000505	XP_038748860.1	XP_060392696.1
OG0000506	XP_038744575.1	XP_060393133.1
OG0000507	XP_038749650.1	XP_060393600.1
OG0000508	XP_038746605.1	XP_060404223.1
OG0000509	XP_038746606.1	XP_060404224.1
OG0000510	XP_038749644.1, XP_038747839.1, XP_038740626.1	XP_060393605.1
OG0000511	XP_038743151.1, XP_038748091.1	XP_060393852.1
OG0000512	XP_038743199.1	XP_060393919.1
OG0000513	XP_038748348.1	XP_060394068.1
OG0000514	XP_038741607.1, XP_038749250.1	XP_060394235.1
OG0000515	XP_038749268.1, XP_038749267.1	XP_060394304.1
OG0000516	XP_038745198.1, XP_038745204.1, XP_038745199.1, XP_038745197.1	XP_060394420.1
OG0000519	XP_038747444.1	XP_060394864.1
OG0000520	XP_038750953.1	XP_060395280.1
OG0000521	XP_038746985.1, XP_038742675.1	XP_060395376.1
OG0000522	XP_038746565.1	XP_060404287.1, XP_060395380.1, XP_060402504.1
OG0000524	XP_038751757.1	XP_060398253.1
OG0000526	XP_038742750.1, XP_038741864.1	XP_060395767.1
OG0000527	XP_038740871.1, XP_038740872.1, XP_038740870.1	XP_060395862.1
OG0000528	XP_038743359.1	XP_060395981.1
OG0000529	XP_038740810.1, XP_038743424.1	XP_060396096.1
OG0000530	XP_038744855.1, XP_038748968.1, XP_038740456.1, XP_038746913.1	XP_060396474.1
OG0000531	XP_038742639.1	XP_060402949.1
OG0000531	XP_038750252.1	XP_060396959.1
OG0000532	XP_038744534.1	XP_060397048.1
OG0000533	XP_038740437.1, XP_038740523.1	XP_060397106.1
OG0000534	XP_038749086.1	XP_060397156.1
OG0000535	XP_038739738.1	XP_060397199.1
OG0000536	XP_038740934.1	XP_060397272.1
OG0000537	XP_038744725.1	XP_060397752.1, XP_060397287.1
OG0000538	XP_038739103.1	XP_060401503.1
OG0000538	XP_038740575.1	XP_060397481.1
OG0000539	XP_038744387.1	XP_060397656.1
OG0000539	XP_038744386.1	XP_060397655.1
OG0000540	XP_038748154.1, XP_038750951.1	XP_060397759.1
OG0000541	XP_038743261.1, XP_038744742.1	XP_060397770.1
OG0000542	XP_038744772.1	XP_060397809.1
OG0000543	XP_038747014.1, XP_038747013.1	XP_060398611.1
OG0000544	XP_038742598.1	XP_060399414.1
OG0000544	XP_038739452.1	XP_060398964.1
OG0000545	XP_038742565.1	XP_060399336.1
OG0000546	XP_038751285.1, XP_038741842.1, XP_038742569.1	XP_060399392.1
OG0000547	XP_038746561.1	XP_060404292.1, XP_060399579.1
OG0000548	XP_038744807.1, XP_038750942.1	XP_060399807.1
OG0000549	XP_038742644.1	XP_060399846.1, XP_060399847.1
OG0000550	XP_038742721.1, XP_038744116.1	XP_060399863.1
OG0000551	XP_038744124.1	XP_060399891.1
OG0000552	XP_038746514.1, XP_038748020.1	XP_060400107.1
OG0000553	XP_038740937.1	XP_060400615.1
OG0000554	XP_038750590.1	XP_060400966.1
OG0000556	XP_038745489.1	XP_060401774.1
OG0000556	XP_038741204.1	XP_060401320.1
OG0000557	XP_038741561.1	XP_060401462.1
OG0000558	XP_038750291.1, XP_038745469.1	XP_060401743.1
OG0000559	XP_038746150.1, XP_038746674.1	XP_060401879.1
OG0000560	XP_038750334.1	XP_060404247.1
OG0000560	XP_038739668.1	XP_060402185.1
OG0000562	XP_038738955.1	XP_060402505.1, XP_060404923.1, XP_060404543.1
OG0000563	XP_038746185.1	XP_060402775.1
OG0000564	XP_038746210.1	XP_060402812.1
OG0000565	XP_038749126.1	XP_060402961.1
OG0000566	XP_038745171.1, XP_038748110.1, XP_038750990.1	XP_060403024.1
OG0000567	XP_038748415.1, XP_038748416.1, XP_038740168.1, XP_038751082.1, XP_038740179.1	XP_060403104.1
OG0000568	XP_038747294.1, XP_038749768.1	XP_060403254.1
OG0000569	XP_038749822.1, XP_038743343.1	XP_060403285.1
OG0000571	XP_038746863.1	XP_060406490.1
OG0000571	XP_038744404.1	XP_060404261.1
OG0000572	XP_038744399.1	XP_060404266.1
OG0000573	XP_038749961.1	XP_060404352.1
OG0000575	XP_038739715.1, XP_038751565.1	XP_060404644.1
OG0000576	XP_038750403.1	XP_060404737.1
OG0000577	XP_038743215.1, XP_038750318.1	XP_060404854.1
OG0000578	XP_038743995.1	XP_060405178.1
OG0000579	XP_038748297.1, XP_038748630.1	XP_060405500.1
OG0000580	XP_038738810.1	XP_060406017.1
OG0000580	XP_038738811.1	XP_060406018.1
OG0000581	XP_038744696.1, XP_038742556.1	XP_060406471.1
OG0000586	XP_038747800.1	XP_060398745.1, XP_060389368.1, XP_060394338.1
OG0000587	XP_038739921.1	XP_060405012.1, XP_060389426.1
OG0000588	XP_038748504.1	XP_060389434.1, XP_060405433.1, XP_060402497.1, XP_060404022.1, XP_060405880.1
OG0000589	XP_038749043.1	XP_060389511.1
OG0000590	XP_038748304.1, XP_038751294.1	XP_060389640.1
OG0000591	XP_038751282.1, XP_038747576.1	XP_060389661.1
OG0000592	XP_038748282.1, XP_038751128.1	XP_060389829.1
OG0000593	XP_038751735.1, XP_038740966.1, XP_038751116.1	XP_060389849.1
OG0000594	XP_038748414.1	XP_060405165.1
OG0000595	XP_038743355.1	XP_060389955.1
OG0000596	XP_038751092.1	XP_060389973.1
OG0000597	XP_038747757.1	XP_060398934.1, XP_060389999.1
OG0000600	XP_038748458.1, XP_038748459.1	XP_060390272.1
OG0000601	XP_038748574.1	XP_060390344.1
OG0000602	XP_038739644.1, XP_038739704.1, XP_038741000.1	XP_060396864.1, XP_060390426.1
OG0000603	XP_038749373.1	XP_060390610.1
OG0000605	XP_038742051.1	XP_060390790.1
OG0000606	XP_038742107.1	XP_060390960.1
OG0000607	XP_038748958.1	XP_060391005.1
OG0000609	XP_038740589.1	XP_060391307.1
OG0000610	XP_038748289.1, XP_038748784.1, XP_038746513.1	XP_060391406.1
OG0000611	XP_038739998.1, XP_038740659.1	XP_060391477.1
OG0000613	XP_038748236.1	XP_060391577.1
OG0000615	XP_038748502.1	XP_060391784.1
OG0000615	XP_038743897.1	XP_060405335.1
OG0000616	XP_038751834.1	XP_060391797.1, XP_060395357.1, XP_060398134.1
OG0000617	XP_038749564.1	XP_060391826.1
OG0000618	XP_038747747.1	XP_060391884.1
OG0000619	XP_038743719.1, XP_038746382.1	XP_060391925.1
OG0000620	XP_038746379.1	XP_060391927.1
OG0000621	XP_038749989.1	XP_060392082.1
OG0000622	XP_038749977.1	XP_060392091.1, XP_060395114.1
OG0000623	XP_038750370.1	XP_060392102.1
OG0000624	XP_038749649.1	XP_060392109.1
OG0000625	XP_038738837.1	XP_060395589.1
OG0000625	XP_038743858.1	XP_060392119.1
OG0000626	XP_038746000.1	XP_060395654.1
OG0000628	XP_038743556.1	XP_060392439.1
OG0000628	XP_038745712.1	XP_060404201.1
OG0000629	XP_038739215.1, XP_038748836.1	XP_060392660.1
OG0000631	XP_038746082.1	XP_060393544.1, XP_060393087.1
OG0000634	XP_038743122.1	XP_060393817.1
OG0000635	XP_038743228.1, XP_038747726.1	XP_060393955.1
OG0000636	XP_038743256.1	XP_060393998.1
OG0000638	XP_038742883.1, XP_038739196.1	XP_060394158.1
OG0000639	XP_038749263.1	XP_060394300.1
OG0000639	XP_038744636.1	XP_060403045.1
OG0000640	XP_038742106.1, XP_038745191.1	XP_060394437.1
OG0000641	XP_038742733.1	XP_060394555.1
OG0000642	XP_038744929.1, XP_038739458.1	XP_060394580.1
OG0000643	XP_038745870.1, XP_038740082.1	XP_060394640.1
OG0000644	XP_038743688.1	XP_060404986.1
OG0000645	XP_038742514.1	XP_060395151.1
OG0000646	XP_038738774.1	XP_060395187.1
OG0000647	XP_038739109.1, XP_038744927.1	XP_060395204.1
OG0000649	XP_038747502.1	XP_060397846.1
OG0000652	XP_038746165.1, XP_038740909.1	XP_060395894.1
OG0000653	XP_038740882.1	XP_060395896.1
OG0000654	XP_038742208.1	XP_060405527.1
OG0000655	XP_038744700.1, XP_038742479.1, XP_038743445.1	XP_060396150.1
OG0000656	XP_038745902.1, XP_038747579.1	XP_060396445.1
OG0000658	XP_038746567.1	XP_060404285.1
OG0000659	XP_038740503.1	XP_060397391.1
OG0000660	XP_038740543.1, XP_038740542.1	XP_060397445.1
OG0000661	XP_038744390.1	XP_060397662.1
OG0000662	XP_038748223.1	XP_060404483.1, XP_060405420.1, XP_060397703.1
OG0000663	XP_038751816.1	XP_060398155.1
OG0000663	XP_038751815.1	XP_060398156.1
OG0000664	XP_038747036.1	XP_060398587.1
OG0000665	XP_038743457.1	XP_060399883.1
OG0000665	XP_038747020.1	XP_060398603.1
OG0000666	XP_038747792.1	XP_060398754.1
OG0000667	XP_038747668.1	XP_060398782.1
OG0000668	XP_038744072.1, XP_038747821.1	XP_060398807.1
OG0000669	XP_038742283.1	XP_060401128.1
OG0000669	XP_038749753.1	XP_060399264.1
OG0000670	XP_038741749.1	XP_060399310.1
OG0000672	XP_038742612.1, XP_038751004.1	XP_060399423.1
OG0000673	XP_038745826.1	XP_060399564.1
OG0000675	XP_038747846.1	XP_060399669.1
OG0000676	XP_038744172.1	XP_060399839.1
OG0000677	XP_038750315.1	XP_060400064.1
OG0000678	XP_038743361.1	XP_060400105.1
OG0000680	XP_038740026.1, XP_038743683.1, XP_038746873.1	XP_060400556.1
OG0000681	XP_038750448.1	XP_060400904.1, XP_060400905.1
OG0000682	XP_038739323.1	XP_060401185.1
OG0000683	XP_038746497.1	XP_060401251.1
OG0000684	XP_038751141.1, XP_038741215.1	XP_060401332.1
OG0000687	XP_038746632.1	XP_060404182.1, XP_060401509.1
OG0000688	XP_038741532.1	XP_060401510.1
OG0000689	XP_038745448.1	XP_060401715.1
OG0000690	XP_038746202.1	XP_060402260.1
OG0000691	XP_038742392.1	XP_060402423.1
OG0000692	XP_038742382.1, XP_038748160.1	XP_060402437.1
OG0000693	XP_038746301.1	XP_060402612.1, XP_060402610.1
OG0000694	XP_038741477.1, XP_038746262.1	XP_060402697.1
OG0000695	XP_038742055.1, XP_038743656.1	XP_060402888.1
OG0000696	XP_038740794.1	XP_060406582.1, XP_060402920.1
OG0000697	XP_038743266.1, XP_038742547.1	XP_060402992.1
OG0000698	XP_038751240.1	XP_060403304.1, XP_060403305.1
OG0000699	XP_038749866.1, XP_038750062.1	XP_060403363.1
OG0000702	XP_038740790.1, XP_038740414.1	XP_060403659.1
OG0000703	XP_038740405.1	XP_060403673.1
OG0000704	XP_038750712.1	XP_060403946.1
OG0000705	XP_038748606.1, XP_038746710.1	XP_060404078.1
OG0000706	XP_038751473.1	XP_060404578.1
OG0000707	XP_038748762.1, XP_038751508.1	XP_060404607.1
OG0000708	XP_038751571.1	XP_060404679.1
OG0000710	XP_038745628.1	XP_060405197.1
OG0000711	XP_038743144.1, XP_038744502.1, XP_038744506.1	XP_060405350.1
OG0000712	XP_038743861.1	XP_060405352.1
OG0000713	XP_038742921.1, XP_038743838.1, XP_038746904.1	XP_060405554.1
OG0000714	XP_038746738.1, XP_038746739.1	XP_060406349.1, XP_060406367.1, XP_060406365.1, XP_060406368.1
OG0000715	XP_038742431.1	XP_060406550.1
OG0000721	XP_038751354.1	XP_060403922.1
OG0000722	XP_038751324.1	XP_060389586.1
OG0000723	XP_038740251.1	XP_060405617.1
OG0000725	XP_038747907.1	XP_060390016.1, XP_060390015.1
OG0000726	XP_038743893.1	XP_060390038.1
OG0000728	XP_038739417.1	XP_060400519.1, XP_060390155.1, XP_060392744.1
OG0000730	XP_038748592.1	XP_060390379.1, XP_060394567.1
OG0000731	XP_038748628.1	XP_060390434.1
OG0000732	XP_038740019.1	XP_060393626.1
OG0000733	XP_038749367.1	XP_060391320.1, XP_060390624.1
OG0000734	XP_038739945.1	XP_060392832.1
OG0000735	XP_038745980.1, XP_038744552.1	XP_060390744.1
OG0000736	XP_038741120.1	XP_060390921.1
OG0000737	XP_038741164.1	XP_060390940.1
OG0000738	XP_038742276.1	XP_060390951.1
OG0000739	XP_038744363.1	XP_060391014.1
OG0000740	XP_038747518.1	XP_060391070.1, XP_060400696.1
OG0000741	XP_038744519.1	XP_060391166.1
OG0000742	XP_038743458.1, XP_038740628.1, XP_038740051.1, XP_038742705.1, XP_038743268.1	XP_060391293.1
OG0000743	XP_038740609.1	XP_060391299.1, XP_060401331.1
OG0000744	XP_038740592.1	XP_060402593.1, XP_060391308.1
OG0000745	XP_038740611.1	XP_060391333.1
OG0000746	XP_038740692.1	XP_060391506.1
OG0000748	XP_038748273.1	XP_060391557.1
OG0000749	XP_038750117.1	XP_060391594.1, XP_060396906.1
OG0000750	XP_038739679.1	XP_060391652.1, XP_060404282.1
OG0000751	XP_038747445.1	XP_060394865.1, XP_060391779.1
OG0000752	XP_038740221.1	XP_060391913.1, XP_060401574.1
OG0000753	XP_038742151.1, XP_038746152.1	XP_060391949.1
OG0000756	XP_038750013.1	XP_060392052.1
OG0000757	XP_038746117.1	XP_060392185.1
OG0000758	XP_038741054.1	XP_060392397.1
OG0000759	XP_038741009.1	XP_060392536.1
OG0000760	XP_038748832.1	XP_060404932.1, XP_060392667.1
OG0000761	XP_038742011.1	XP_060392753.1
OG0000763	XP_038751717.1	XP_060392783.1
OG0000764	XP_038742359.1	XP_060392945.1
OG0000765	XP_038742417.1	XP_060395765.1, XP_060392977.1
OG0000768	XP_038740913.1	XP_060395861.1
OG0000768	XP_038739380.1	XP_060393302.1
OG0000769	XP_038745805.1	XP_060403852.1
OG0000770	XP_038749585.1, XP_038749584.1, XP_038749583.1	XP_060393646.1
OG0000771	XP_038749607.1	XP_060393650.1
OG0000772	XP_038747657.1	XP_060393838.1
OG0000773	XP_038743200.1	XP_060393920.1
OG0000774	XP_038743206.1	XP_060393922.1
OG0000775	XP_038745322.1	XP_060400344.1, XP_060393929.1
OG0000776	XP_038743254.1	XP_060394000.1, XP_060405289.1
OG0000777	XP_038748956.1	XP_060394022.1
OG0000778	XP_038739217.1	XP_060394026.1
OG0000779	XP_038739216.1	XP_060394027.1
OG0000780	XP_038739210.1	XP_060394031.1
OG0000781	XP_038741519.1	XP_060394038.1
OG0000783	XP_038740948.1	XP_060404494.1, XP_060405412.1, XP_060394111.1
OG0000784	XP_038747829.1, XP_038740463.1	XP_060394160.1
OG0000785	XP_038749180.1	XP_060394188.1, XP_060394189.1
OG0000786	XP_038746903.1, XP_038745254.1	XP_060394353.1
OG0000787	XP_038742803.1	XP_060394466.1
OG0000789	XP_038740086.1	XP_060394647.1
OG0000790	XP_038743553.1	XP_060394766.1
OG0000791	XP_038747399.1	XP_060394824.1, XP_060402595.1
OG0000792	XP_038740446.1	XP_060394847.1
OG0000793	XP_038747446.1	XP_060400813.1, XP_060394866.1
OG0000794	XP_038740649.1	XP_060394882.1
OG0000795	XP_038744458.1	XP_060395001.1, XP_060401504.1
