Orthogroup	Colletotrichum_karsti	Colletotrichum_gloeosporioides
OG0000299	XP_038749832.1	XP_045266198.1
OG0000300	XP_038740498.1	XP_045260458.1
OG0000301	XP_038742257.1	XP_045264774.1
OG0000301	XP_038744119.1	XP_045259974.1
OG0000302	XP_038740551.1	XP_045260558.1
OG0000303	XP_038745749.1	XP_045269318.1
OG0000303	XP_038751643.1	XP_045268419.1
OG0000304	XP_038748917.1	XP_045263305.1
OG0000305	XP_038747745.1	XP_045260609.1
OG0000305	XP_038743034.1	XP_045265286.1
OG0000306	XP_038741815.1, XP_038740856.1	XP_045256713.1
OG0000307	XP_038741854.1	XP_045258019.1
OG0000308	XP_038747929.1, XP_038744340.1	XP_045259843.1
OG0000309	XP_038744203.1	XP_045263143.1
OG0000310	XP_038740812.1, XP_038739303.1	XP_045259025.1
OG0000311	XP_038746509.1	XP_045265919.1, XP_045261305.1
OG0000311	XP_038750507.1	XP_045270294.1
OG0000312	XP_038741206.1	XP_045268684.1
OG0000312	XP_038749723.1	XP_045256119.1
OG0000313	XP_038739435.1	XP_045256125.1
OG0000313	XP_038741209.1	XP_045268682.1
OG0000314	XP_038746299.1	XP_045269765.1
OG0000314	XP_038745433.1	XP_045260863.1
OG0000315	XP_038744023.1	XP_045260303.1
OG0000315	XP_038747429.1	XP_045263792.1
OG0000316	XP_038740133.1	XP_045257310.1
OG0000316	XP_038749935.1	XP_045261154.1
OG0000317	XP_038742763.1	XP_045266514.1
OG0000317	XP_038745589.1	XP_045267604.1
OG0000318	XP_038742147.1	XP_045259489.1
OG0000318	XP_038749968.1	XP_045266016.1
OG0000319	XP_038743482.1	XP_045260364.1
OG0000319	XP_038750327.1	XP_045268110.1
OG0000322	XP_038748725.1	XP_045257985.1, XP_045262699.1
OG0000322	XP_038745224.1	XP_045269156.1
OG0000326	XP_038751529.1	XP_045268318.1
OG0000327	XP_038751364.1	XP_045270753.1
OG0000328	XP_038742064.1	XP_045269974.1
OG0000328	XP_038740673.1, XP_038746618.1	XP_045258874.1
OG0000329	XP_038748303.1	XP_045270120.1
OG0000329	XP_038751291.1	XP_045266292.1
OG0000330	XP_038740717.1	XP_045257366.1
OG0000331	XP_038742494.1	XP_045266957.1
OG0000331	XP_038740359.1	XP_045257223.1
OG0000332	XP_038743272.1	XP_045257538.1
OG0000332	XP_038746559.1	XP_045263286.1
OG0000335	XP_038745998.1	XP_045271354.1
OG0000335	XP_038740116.1	XP_045258127.1
OG0000336	XP_038741615.1	XP_045268630.1
OG0000337	XP_038741042.1	XP_045256567.1
OG0000337	XP_038741157.1	XP_045269920.1
OG0000338	XP_038749710.1	XP_045269129.1
OG0000338	XP_038740365.1	XP_045257215.1
OG0000339	XP_038740537.1	XP_045260416.1
OG0000339	XP_038744509.1	XP_045256314.1
OG0000340	XP_038741558.1	XP_045268832.1
OG0000340	XP_038744843.1	XP_045260613.1
OG0000341	XP_038743800.1	XP_045259308.1
OG0000341	XP_038739038.1	XP_045257419.1
OG0000342	XP_038748783.1	XP_045258511.1
OG0000342	XP_038748293.1	XP_045270108.1
OG0000343	XP_038740667.1	XP_045271113.1
OG0000344	XP_038744236.1	XP_045263130.1
OG0000345	XP_038746949.1	XP_045267739.1
OG0000345	XP_038748179.1	XP_045269995.1
OG0000346	XP_038747432.1	XP_045264967.1
OG0000347	XP_038740850.1	XP_045260142.1
OG0000348	XP_038751008.1	XP_045259093.1
OG0000348	XP_038746995.1	XP_045267292.1
OG0000349	XP_038750016.1	XP_045256850.1
OG0000350	XP_038740390.1	XP_045263001.1
OG0000352	XP_038748824.1	XP_045256367.1
OG0000353	XP_038748880.1	XP_045256531.1
OG0000353	XP_038742640.1, XP_038740124.1	XP_045266951.1
OG0000355	XP_038741989.1	XP_045258923.1
OG0000355	XP_038749612.1	XP_045269027.1
OG0000356	XP_038744721.1	XP_045259888.1
OG0000357	XP_038751213.1	XP_045263859.1
OG0000357	XP_038743831.1	XP_045259338.1
OG0000358	XP_038743830.1	XP_045259337.1
OG0000358	XP_038751212.1	XP_045263858.1
OG0000360	XP_038739960.1	XP_045258580.1
OG0000360	XP_038746086.1	XP_045260171.1
OG0000361	XP_038746087.1	XP_045260172.1, XP_045265103.1
OG0000362	XP_038739172.1	XP_045264933.1
OG0000363	XP_038743634.1	XP_045268892.1
OG0000364	XP_038742509.1	XP_045266937.1
OG0000364	XP_038743625.1	XP_045268887.1
OG0000365	XP_038741357.1	XP_045262185.1
OG0000367	XP_038744853.1	XP_045267442.1
OG0000367	XP_038742508.1	XP_045266938.1
OG0000368	XP_038742524.1	XP_045266921.1
OG0000369	XP_038748251.1	XP_045261354.1
OG0000369	XP_038744908.1	XP_045267049.1
OG0000370	XP_038748450.1	XP_045264075.1
OG0000373	XP_038744524.1	XP_045266535.1
OG0000373	XP_038739143.1	XP_045261861.1
OG0000374	XP_038746034.1	XP_045271332.1
OG0000374	XP_038747030.1	XP_045261598.1
OG0000375	XP_038739389.1	XP_045269553.1
OG0000376	XP_038746062.1	XP_045271293.1
OG0000377	XP_038750289.1	XP_045268052.1
OG0000377	XP_038742164.1	XP_045259453.1
OG0000378	XP_038750294.1	XP_045268056.1
OG0000378	XP_038740562.1	XP_045260404.1
OG0000379	XP_038751783.1	XP_045268595.1
OG0000379	XP_038745977.1	XP_045271386.1
OG0000380	XP_038745958.1	XP_045271408.1
OG0000380	XP_038741353.1	XP_045261339.1
OG0000381	XP_038750118.1	XP_045262253.1
OG0000381	XP_038744710.1	XP_045259900.1
OG0000382	XP_038744771.1	XP_045267340.1
OG0000383	XP_038744201.1	XP_045263075.1
OG0000384	XP_038747783.1	XP_045256915.1
OG0000384	XP_038739320.1	XP_045267245.1
OG0000385	XP_038741464.1	XP_045261189.1
OG0000386	XP_038741463.1	XP_045261190.1
OG0000387	XP_038741330.1	XP_045261346.1
OG0000387	XP_038743833.1	XP_045264903.1
OG0000388	XP_038741828.1	XP_045257502.1
OG0000388	XP_038739659.1	XP_045261971.1
OG0000389	XP_038745627.1, XP_038741799.1	XP_045257186.1
OG0000389	XP_038747890.1	XP_045257019.1
OG0000390	XP_038746183.1	XP_045265019.1
OG0000390	XP_038751973.1	XP_045266197.1
OG0000392	XP_038747864.1	XP_045268870.1
OG0000393	XP_038746942.1	XP_045267717.1
OG0000394	XP_038741496.1	XP_045267553.1
OG0000395	XP_038749973.1	XP_045266022.1
OG0000395	XP_038749854.1	XP_045268735.1
OG0000396	XP_038740765.1	XP_045258946.1
OG0000396	XP_038746861.1	XP_045267596.1
OG0000397	XP_038749875.1	XP_045266124.1
OG0000398	XP_038740142.1	XP_045257321.1
OG0000398	XP_038747644.1	XP_045263169.1
OG0000400	XP_038747201.1	XP_045258714.1
OG0000400	XP_038747202.1	XP_045258713.1
OG0000401	XP_038739916.1	XP_045259081.1
OG0000401	XP_038742956.1	XP_045261117.1
OG0000402	XP_038740807.1	XP_045263021.1
OG0000402	XP_038743936.1	XP_045264610.1
OG0000403	XP_038742635.1	XP_045262536.1, XP_045259483.1
OG0000404	XP_038742950.1	XP_045267268.1
OG0000406	XP_038739025.1	XP_045261531.1
OG0000406	XP_038739408.1, XP_038743932.1, XP_038744452.1	XP_045268810.1
OG0000408	XP_038743771.1	XP_045259278.1
OG0000409	XP_038748344.1	XP_045261711.1
OG0000409	XP_038746980.1	XP_045268719.1
OG0000410	XP_038749851.1	XP_045266137.1
OG0000412	XP_038749036.1	XP_045266370.1, XP_045258024.1
OG0000413	XP_038749037.1	XP_045266371.1
OG0000413	XP_038744698.1	XP_045259922.1
OG0000415	XP_038751133.1	XP_045262435.1
OG0000415	XP_038751224.1	XP_045258340.1
OG0000416	XP_038751131.1	XP_045262433.1
OG0000417	XP_038743081.1	XP_045264330.1
OG0000418	XP_038749316.1	XP_045262620.1
OG0000419	XP_038746851.1	XP_045264498.1
OG0000420	XP_038744678.1	XP_045264559.1
OG0000421	XP_038738659.1	XP_045262106.1
OG0000422	XP_038742517.1	XP_045266909.1
OG0000423	XP_038743999.1	XP_045267610.1, XP_045268746.1
OG0000424	XP_038739040.1	XP_045257425.1
OG0000424	XP_038746531.1	XP_045258199.1
OG0000425	XP_038742059.1	XP_045269718.1
OG0000427	XP_038748796.1	XP_045256443.1
OG0000428	XP_038738787.1	XP_045256096.1
OG0000429	XP_038751832.1	XP_045266750.1
OG0000430	XP_038739675.1	XP_045269584.1
OG0000432	XP_038749664.1, XP_038748125.1	XP_045259385.1
OG0000433	XP_038749646.1	XP_045269065.1
OG0000434	XP_038746271.1	XP_045265130.1
OG0000434	XP_038743737.1	XP_045259242.1
OG0000435	XP_038743214.1	XP_045264157.1
OG0000435	XP_038742489.1	XP_045266952.1
OG0000437	XP_038740329.1	XP_045257271.1
OG0000438	XP_038740940.1	XP_045264947.1, XP_045261064.1
OG0000439	XP_038750338.1	XP_045270925.1
OG0000439	XP_038740924.1	XP_045264977.1
OG0000440	XP_038738730.1	XP_045261822.1
OG0000440	XP_038739199.1	XP_045264877.1
OG0000441	XP_038743375.1	XP_045270185.1
OG0000442	XP_038742726.1	XP_045260941.1
OG0000445	XP_038750164.1	XP_045267885.1
OG0000446	XP_038750928.1	XP_045256663.1
OG0000448	XP_038743455.1	XP_045269945.1
OG0000449	XP_038738767.1	XP_045267015.1
OG0000450	XP_038741387.1	XP_045261277.1
OG0000451	XP_038744925.1	XP_045267041.1
OG0000452	XP_038746897.1	XP_045262346.1
OG0000453	XP_038742901.1	XP_045266032.1
OG0000454	XP_038751214.1	XP_045270260.1, XP_045263860.1
OG0000455	XP_038747395.1, XP_038746442.1, XP_038743249.1	XP_045270807.1
OG0000455	XP_038744481.1	XP_045264495.1
OG0000456	XP_038750883.1	XP_045261776.1
OG0000458	XP_038744946.1, XP_038744780.1	XP_045257423.1
OG0000459	XP_038744936.1	XP_045265506.1, XP_045265505.1, XP_045258854.1
OG0000460	XP_038747797.1	XP_045270997.1
OG0000460	XP_038741289.1	XP_045260085.1
OG0000461	XP_038746230.1	XP_045265072.1
OG0000461	XP_038747754.1	XP_045270819.1
OG0000462	XP_038739741.1	XP_045262971.1, XP_045259194.1, XP_045267838.1
OG0000463	XP_038745011.1	XP_045265445.1
OG0000463	XP_038741768.1	XP_045263018.1
OG0000464	XP_038745524.1	XP_045260787.1
OG0000465	XP_038747877.1	XP_045267422.1, XP_045259551.1, XP_045269222.1
OG0000466	XP_038743659.1	XP_045267630.1, XP_045268934.1
OG0000467	XP_038744237.1	XP_045263131.1
OG0000467	XP_038745075.1	XP_045265587.1
OG0000468	XP_038739065.1	XP_045262079.1, XP_045271296.1
OG0000469	XP_038747320.1	XP_045267825.1
OG0000469	XP_038747680.1	XP_045270868.1
OG0000470	XP_038745234.1	XP_045257451.1
OG0000471	XP_038739334.1	XP_045267263.1
OG0000471	XP_038740218.1	XP_045257746.1
OG0000472	XP_038741325.1	XP_045267211.1
OG0000473	XP_038741548.1	XP_045268826.1
OG0000474	XP_038741304.1	XP_045268781.1
OG0000475	XP_038742253.1, XP_038741385.1	XP_045261274.1
OG0000475	XP_038748837.1, XP_038748662.1	XP_045261275.1
OG0000476	XP_038741961.1	XP_045267463.1, XP_045258852.1
OG0000477	XP_038747869.1	XP_045269142.1
OG0000478	XP_038747868.1	XP_045269141.1
OG0000479	XP_038744471.1	XP_045265972.1
OG0000479	XP_038749919.1	XP_045265948.1
OG0000481	XP_038738701.1	XP_045264408.1, XP_045260549.1
OG0000481	XP_038744588.1	XP_045263092.1, XP_045266504.1
OG0000482	XP_038750330.1	XP_045268116.1
OG0000483	XP_038744899.1, XP_038748417.1	XP_045263552.1, XP_045263556.1
OG0000484	XP_038738891.1	XP_045264120.1
OG0000486	XP_038739726.1	XP_045257439.1, XP_045259191.1
OG0000489	XP_038747692.1	XP_045270891.1
OG0000493	XP_038741482.1	XP_045257492.1
OG0000495	XP_038748283.1	XP_045270092.1
OG0000495	XP_038744682.1	XP_045264563.1
OG0000496	XP_038747614.1	XP_045259927.1
OG0000497	XP_038742441.1	XP_045258864.1
OG0000498	XP_038742698.1	XP_045257404.1
OG0000498	XP_038740536.1	XP_045267401.1
OG0000499	XP_038747940.1	XP_045259091.1
OG0000499	XP_038745719.1	XP_045267489.1
OG0000501	XP_038749554.1	XP_045259577.1
OG0000502	XP_038747458.1	XP_045263785.1
OG0000503	XP_038742373.1	XP_045260491.1
OG0000504	XP_038743344.1	XP_045264338.1, XP_045260546.1
OG0000505	XP_038748860.1	XP_045256509.1
OG0000506	XP_038744575.1	XP_045266579.1
OG0000507	XP_038749650.1	XP_045269067.1
OG0000508	XP_038746605.1	XP_045258476.1
OG0000509	XP_038746606.1	XP_045258477.1
OG0000510	XP_038749644.1	XP_045269063.1
OG0000510	XP_038747839.1, XP_038740626.1	XP_045257353.1
OG0000511	XP_038743151.1	XP_045264253.1
OG0000512	XP_038743199.1	XP_045259943.1, XP_045262998.1, XP_045264185.1
OG0000513	XP_038748348.1	XP_045257373.1, XP_045258887.1, XP_045261704.1
OG0000514	XP_038741607.1	XP_045268622.1
OG0000515	XP_038749267.1	XP_045262788.1
OG0000516	XP_038745198.1, XP_038745204.1, XP_038745199.1	XP_045265898.1
OG0000516	XP_038745197.1	XP_045265902.1, XP_045265903.1
OG0000519	XP_038747444.1	XP_045263806.1
OG0000520	XP_038750953.1	XP_045256697.1
OG0000520	XP_038743364.1	XP_045270195.1
OG0000522	XP_038746565.1	XP_045263293.1
OG0000524	XP_038751757.1	XP_045268562.1
OG0000526	XP_038742750.1	XP_045269676.1
OG0000526	XP_038741864.1	XP_045258136.1
OG0000527	XP_038740871.1	XP_045260121.1
OG0000527	XP_038740872.1, XP_038740870.1	XP_045260120.1
OG0000528	XP_038743359.1	XP_045270214.1
OG0000529	XP_038740810.1	XP_045260158.1
OG0000529	XP_038743424.1	XP_045270253.1
OG0000530	XP_038744855.1	XP_045267436.1
OG0000531	XP_038742639.1, XP_038750252.1	XP_045267986.1
OG0000532	XP_038744534.1	XP_045266530.1
OG0000533	XP_038740523.1	XP_045257164.1
OG0000535	XP_038739738.1	XP_045259197.1, XP_045262981.1
OG0000536	XP_038740934.1	XP_045264961.1
OG0000537	XP_038744725.1	XP_045259883.1
OG0000538	XP_038739103.1	XP_045261893.1
OG0000538	XP_038740575.1	XP_045268866.1
OG0000539	XP_038744387.1, XP_038744386.1	XP_045263538.1
OG0000540	XP_038748154.1	XP_045259406.1
OG0000540	XP_038750951.1	XP_045256695.1
OG0000541	XP_038743261.1	XP_045259865.1, XP_045262950.1
OG0000542	XP_038744772.1	XP_045267341.1
OG0000543	XP_038747013.1	XP_045261614.1
OG0000544	XP_038742598.1	XP_045257978.1
OG0000544	XP_038739452.1	XP_045260161.1
OG0000545	XP_038742565.1	XP_045257518.1
OG0000546	XP_038751285.1, XP_038741842.1	XP_045258014.1, XP_045268204.1
OG0000546	XP_038742569.1	XP_045258005.1
OG0000547	XP_038746561.1	XP_045263288.1, XP_045256735.1
OG0000548	XP_038744807.1	XP_045267415.1
OG0000548	XP_038750942.1	XP_045256681.1
OG0000549	XP_038742644.1	XP_045257911.1, XP_045267490.1
OG0000550	XP_038742721.1	XP_045265765.1
OG0000550	XP_038744116.1	XP_045259938.1
OG0000551	XP_038744124.1	XP_045265725.1, XP_045266477.1
OG0000552	XP_038746514.1	XP_045263467.1
OG0000552	XP_038748020.1	XP_045259741.1
OG0000553	XP_038740937.1	XP_045267903.1, XP_045267752.1
OG0000554	XP_038750590.1	XP_045270341.1
OG0000556	XP_038745489.1	XP_045260808.1
OG0000556	XP_038741204.1	XP_045268687.1
OG0000557	XP_038741561.1	XP_045268818.1
OG0000558	XP_038750291.1	XP_045268054.1
OG0000558	XP_038745469.1	XP_045260825.1
OG0000559	XP_038746150.1	XP_045257541.1
OG0000560	XP_038750334.1	XP_045260110.1
OG0000560	XP_038739668.1	XP_045261978.1
OG0000561	XP_038743349.1	XP_045270227.1
OG0000562	XP_038738955.1	XP_045267304.1, XP_045258325.1, XP_045257468.1
OG0000563	XP_038746185.1	XP_045265017.1
OG0000564	XP_038746210.1	XP_045267310.1
OG0000565	XP_038749126.1	XP_045258951.1, XP_045268107.1
OG0000566	XP_038745171.1	XP_045268698.1
OG0000566	XP_038748110.1, XP_038750990.1	XP_045265120.1
OG0000567	XP_038748416.1	XP_045266650.1
OG0000567	XP_038740168.1	XP_045260547.1
OG0000567	XP_038751082.1	XP_045262776.1
OG0000567	XP_038740179.1	XP_045268197.1
OG0000568	XP_038747294.1	XP_045258621.1
OG0000568	XP_038749768.1	XP_045266227.1
OG0000569	XP_038749822.1	XP_045266185.1
OG0000569	XP_038743343.1	XP_045260544.1
OG0000571	XP_038744404.1	XP_045258536.1
OG0000572	XP_038744399.1, XP_038749801.1	XP_045258531.1
OG0000573	XP_038749961.1	XP_045266004.1
OG0000575	XP_038739715.1	XP_045262047.1
OG0000575	XP_038751565.1	XP_045268284.1
OG0000576	XP_038750403.1	XP_045268252.1
OG0000577	XP_038743215.1	XP_045270887.1
OG0000577	XP_038750318.1	XP_045268095.1
OG0000578	XP_038743995.1	XP_045271155.1
OG0000579	XP_038748297.1	XP_045260678.1
OG0000579	XP_038748630.1	XP_045265807.1
OG0000580	XP_038738810.1, XP_038738811.1	XP_045269811.1
OG0000581	XP_038744696.1	XP_045259926.1
OG0000581	XP_038742556.1	XP_045266991.1
OG0000582	XP_038745391.1	XP_045264036.1, XP_045263330.1, XP_045262322.1
OG0000583	XP_038742057.1, XP_038746586.1	XP_045269536.1, XP_045266539.1, XP_045266538.1
OG0000584	XP_038748153.1	XP_045259404.1
OG0000584	XP_038742365.1	XP_045261401.1
OG0000586	XP_038747800.1	XP_045270994.1
OG0000588	XP_038748504.1	XP_045264041.1
OG0000589	XP_038749043.1	XP_045266377.1
OG0000590	XP_038748304.1	XP_045270119.1
OG0000590	XP_038751294.1	XP_045266295.1
OG0000591	XP_038751282.1	XP_045266282.1
OG0000591	XP_038747576.1	XP_045260666.1
OG0000592	XP_038748282.1	XP_045270091.1
OG0000592	XP_038751128.1	XP_045262430.1
OG0000593	XP_038751116.1	XP_045262412.1
OG0000595	XP_038743355.1	XP_045270198.1
OG0000596	XP_038751092.1	XP_045262463.1
OG0000597	XP_038747757.1	XP_045270830.1
OG0000600	XP_038748458.1	XP_045264067.1
OG0000601	XP_038748574.1	XP_045263939.1
OG0000602	XP_038739644.1, XP_038739704.1, XP_038741000.1	XP_045260577.1
OG0000603	XP_038749373.1	XP_045262676.1
OG0000606	XP_038742107.1	XP_045266812.1
OG0000607	XP_038748958.1	XP_045256280.1
OG0000609	XP_038740589.1	XP_045260348.1
OG0000610	XP_038748289.1	XP_045270099.1
OG0000611	XP_038739998.1	XP_045259656.1
OG0000611	XP_038740659.1	XP_045271105.1
OG0000613	XP_038748236.1	XP_045270059.1
OG0000615	XP_038743897.1	XP_045264656.1
OG0000616	XP_038751834.1	XP_045266748.1
OG0000617	XP_038749564.1	XP_045266950.1, XP_045259556.1
OG0000618	XP_038747747.1	XP_045270824.1
OG0000619	XP_038743719.1	XP_045268981.1
OG0000619	XP_038746382.1	XP_045269681.1
OG0000620	XP_038746379.1	XP_045268980.1, XP_045269683.1
OG0000621	XP_038749989.1	XP_045256821.1
OG0000622	XP_038749977.1	XP_045256812.1, XP_045261109.1
OG0000623	XP_038750370.1	XP_045268173.1
OG0000624	XP_038749649.1	XP_045261986.1, XP_045257256.1
OG0000625	XP_038743858.1	XP_045264697.1
OG0000626	XP_038746000.1	XP_045271352.1
OG0000629	XP_038739215.1	XP_045264866.1
OG0000629	XP_038748836.1	XP_045256426.1
OG0000631	XP_038746082.1	XP_045264135.1, XP_045271262.1
OG0000634	XP_038743122.1	XP_045264285.1
OG0000636	XP_038743256.1	XP_045264836.1
OG0000638	XP_038742883.1	XP_045266058.1
OG0000638	XP_038739196.1	XP_045264873.1
OG0000639	XP_038749263.1, XP_038744636.1	XP_045262792.1
OG0000640	XP_038742106.1	XP_045266810.1
OG0000640	XP_038745191.1	XP_045268736.1
OG0000641	XP_038742732.1	XP_045260948.1
OG0000642	XP_038744929.1	XP_045265371.1
OG0000642	XP_038739458.1	XP_045267492.1
OG0000643	XP_038745870.1	XP_045269194.1
OG0000643	XP_038740082.1	XP_045258086.1
OG0000644	XP_038743688.1	XP_045268970.1
OG0000645	XP_038742514.1	XP_045266906.1
OG0000646	XP_038738774.1	XP_045267025.1
OG0000647	XP_038739109.1	XP_045270883.1
OG0000647	XP_038744927.1	XP_045267058.1
OG0000649	XP_038747502.1	XP_045263747.1
OG0000650	XP_038749861.1	XP_045259606.1
OG0000652	XP_038746165.1	XP_045264386.1
OG0000652	XP_038740909.1	XP_045264989.1
OG0000653	XP_038740882.1	XP_045260080.1
OG0000654	XP_038742208.1	XP_045265151.1
OG0000655	XP_038743445.1	XP_045264364.1
OG0000656	XP_038745902.1	XP_045262224.1
OG0000656	XP_038747579.1	XP_045260681.1
OG0000658	XP_038746567.1	XP_045263295.1
OG0000659	XP_038740503.1	XP_045260454.1
OG0000660	XP_038740543.1, XP_038740542.1	XP_045260410.1
OG0000661	XP_038744390.1	XP_045263534.1
OG0000662	XP_038748223.1	XP_045271194.1
OG0000663	XP_038751816.1, XP_038751815.1	XP_045266770.1
OG0000664	XP_038747036.1	XP_045261591.1
OG0000665	XP_038743457.1	XP_045270930.1, XP_045270931.1
OG0000666	XP_038747792.1	XP_045271006.1
OG0000667	XP_038747668.1	XP_045270964.1
OG0000668	XP_038744072.1	XP_045268047.1
OG0000668	XP_038747821.1	XP_045270982.1
OG0000670	XP_038741749.1	XP_045263063.1
OG0000672	XP_038742612.1	XP_045257992.1
OG0000672	XP_038751004.1	XP_045264206.1
OG0000673	XP_038745826.1	XP_045257566.1
OG0000675	XP_038747846.1	XP_045267119.1, XP_045269167.1
OG0000676	XP_038744172.1	XP_045260025.1
OG0000677	XP_038750315.1	XP_045263368.1
OG0000678	XP_038743361.1	XP_045259743.1, XP_045270193.1
OG0000680	XP_038740026.1	XP_045264352.1
OG0000680	XP_038743683.1	XP_045267621.1
OG0000681	XP_038750448.1	XP_045270387.1
OG0000682	XP_038739323.1	XP_045267251.1
OG0000683	XP_038746497.1	XP_045270074.1
OG0000684	XP_038751141.1	XP_045256193.1
OG0000684	XP_038741215.1	XP_045268664.1
OG0000687	XP_038746632.1	XP_045258451.1, XP_045257370.1
OG0000688	XP_038741532.1	XP_045268841.1
OG0000689	XP_038745448.1	XP_045260845.1
OG0000690	XP_038746202.1	XP_045265040.1
OG0000691	XP_038742392.1	XP_045259493.1
OG0000692	XP_038742382.1	XP_045259503.1
OG0000692	XP_038748160.1	XP_045269965.1
OG0000693	XP_038746301.1	XP_045269798.1
OG0000694	XP_038741477.1	XP_045256781.1
OG0000694	XP_038746262.1	XP_045265115.1
OG0000695	XP_038742055.1	XP_045258240.1
OG0000695	XP_038743656.1	XP_045268930.1
OG0000696	XP_038740794.1	XP_045258986.1
OG0000697	XP_038743266.1	XP_045262955.1
OG0000697	XP_038742547.1	XP_045266971.1
OG0000698	XP_038751240.1	XP_045266149.1, XP_045266172.1
OG0000699	XP_038749866.1	XP_045266115.1
OG0000699	XP_038750062.1	XP_045269109.1
OG0000700	XP_038746914.1	XP_045261799.1
OG0000701	XP_038738660.1	XP_045262105.1
OG0000701	XP_038740435.1	XP_045257161.1
OG0000702	XP_038740790.1	XP_045261037.1
OG0000702	XP_038740414.1	XP_045257120.1
OG0000703	XP_038740405.1	XP_045269454.1
OG0000704	XP_038750712.1	XP_045270461.1, XP_045270485.1
OG0000705	XP_038748606.1	XP_045267779.1
OG0000705	XP_038746710.1	XP_045258356.1
OG0000706	XP_038751473.1	XP_045268372.1
OG0000706	XP_038743398.1	XP_045268017.1
OG0000707	XP_038748762.1	XP_045262510.1
OG0000707	XP_038751508.1	XP_045268339.1
OG0000708	XP_038751571.1	XP_045268279.1
OG0000709	XP_038741613.1	XP_045268627.1
OG0000710	XP_038745628.1	XP_045257188.1, XP_045266622.1, XP_045257187.1
OG0000711	XP_038743144.1	XP_045264260.1
OG0000712	XP_038743861.1	XP_045264694.1
OG0000713	XP_038742921.1	XP_045265166.1
OG0000715	XP_038742431.1	XP_045266857.1
OG0000716	XP_038746785.1	XP_045266933.1
OG0000717	XP_038740427.1	XP_045257143.1
OG0000721	XP_038751354.1	XP_045270761.1
OG0000722	XP_038751324.1	XP_045261995.1, XP_045270783.1
OG0000723	XP_038740251.1	XP_045260300.1
OG0000725	XP_038747907.1	XP_045256300.1, XP_045256320.1
