Orthogroup	Colletotrichum_karsti	Colletotrichum_acutatum
OG0000378	XP_038740562.1	XP_060364927.1
OG0000379	XP_038751783.1	XP_060368769.1
OG0000379	XP_038745977.1	XP_060365751.1
OG0000380	XP_038745958.1	XP_060365740.1
OG0000380	XP_038741353.1	XP_060370116.1
OG0000381	XP_038750118.1	XP_060360805.1
OG0000381	XP_038744710.1	XP_060362213.1
OG0000382	XP_038744771.1	XP_060367170.1
OG0000382	XP_038741300.1	XP_060357059.1
OG0000383	XP_038744201.1	XP_060363902.1, XP_060364698.1, XP_060358688.1, XP_060358266.1
OG0000384	XP_038747783.1	XP_060361517.1
OG0000384	XP_038739320.1	XP_060365264.1
OG0000386	XP_038741463.1	XP_060357019.1
OG0000387	XP_038741330.1	XP_060370131.1
OG0000387	XP_038743833.1	XP_060362689.1
OG0000388	XP_038741828.1	XP_060359502.1
OG0000388	XP_038739659.1	XP_060357345.1
OG0000389	XP_038745627.1, XP_038741799.1, XP_038743278.1, XP_038747890.1	XP_060360601.1
OG0000390	XP_038746183.1	XP_060366857.1
OG0000390	XP_038751973.1	XP_060358448.1
OG0000392	XP_038742977.1	XP_060368045.1
OG0000392	XP_038747864.1	XP_060358276.1
OG0000393	XP_038746942.1	XP_060357521.1
OG0000394	XP_038741496.1	XP_060363896.1
OG0000395	XP_038749973.1	XP_060364485.1
OG0000395	XP_038749854.1	XP_060362508.1
OG0000396	XP_038740765.1	XP_060359083.1
OG0000396	XP_038746861.1	XP_060357883.1
OG0000397	XP_038749875.1	XP_060361153.1
OG0000398	XP_038740142.1	XP_060363387.1
OG0000398	XP_038747644.1	XP_060364501.1
OG0000399	XP_038745062.1	XP_060371310.1
OG0000400	XP_038747201.1	XP_060367196.1
OG0000401	XP_038739916.1, XP_038742956.1	XP_060365603.1
OG0000402	XP_038740807.1	XP_060366446.1
OG0000402	XP_038743936.1	XP_060367739.1
OG0000403	XP_038742635.1	XP_060369796.1
OG0000404	XP_038742950.1	XP_060368366.1
OG0000408	XP_038743771.1	XP_060359335.1, XP_060360707.1
OG0000409	XP_038748344.1	XP_060363695.1, XP_060363696.1
OG0000410	XP_038749851.1	XP_060361157.1
OG0000412	XP_038749036.1	XP_060365897.1, XP_060360423.1
OG0000413	XP_038749037.1, XP_038745134.1, XP_038744698.1	XP_060360420.1
OG0000414	XP_038751201.1	XP_060369470.1
OG0000415	XP_038751133.1	XP_060362158.1
OG0000415	XP_038751224.1	XP_060358370.1
OG0000416	XP_038751131.1	XP_060362155.1
OG0000417	XP_038743081.1	XP_060359878.1
OG0000418	XP_038749316.1	XP_060370769.1
OG0000419	XP_038746851.1	XP_060368116.1
OG0000420	XP_038746418.1	XP_060365478.1
OG0000420	XP_038744678.1	XP_060364344.1
OG0000422	XP_038742517.1	XP_060361106.1
OG0000423	XP_038747514.1	XP_060366392.1
OG0000423	XP_038743999.1	XP_060358898.1
OG0000424	XP_038739040.1, XP_038746531.1, XP_038750475.1	XP_060357662.1
OG0000425	XP_038742059.1	XP_060357073.1
OG0000427	XP_038748796.1	XP_060359349.1, XP_060357756.1, XP_060371630.1, XP_060360409.1
OG0000428	XP_038738787.1	XP_060363876.1
OG0000429	XP_038751832.1	XP_060368846.1
OG0000430	XP_038739675.1	XP_060360142.1
OG0000432	XP_038744233.1	XP_060361599.1
OG0000432	XP_038749664.1, XP_038748125.1	XP_060363336.1
OG0000433	XP_038749646.1	XP_060363357.1
OG0000434	XP_038746271.1	XP_060359778.1
OG0000434	XP_038743737.1	XP_060357179.1
OG0000435	XP_038743214.1, XP_038740123.1, XP_038742489.1	XP_060359791.1
OG0000436	XP_038743227.1, XP_038739407.1, XP_038744451.1, XP_038744996.1, XP_038743933.1, XP_038747727.1	XP_060359804.1
OG0000437	XP_038740329.1	XP_060362651.1
OG0000438	XP_038740940.1	XP_060362008.1, XP_060364439.1
OG0000439	XP_038750338.1, XP_038740924.1	XP_060363199.1
OG0000440	XP_038738730.1, XP_038743840.1, XP_038739199.1	XP_060363209.1
OG0000441	XP_038743375.1	XP_060365032.1
OG0000442	XP_038742726.1	XP_060358951.1
OG0000445	XP_038750164.1	XP_060361460.1
OG0000446	XP_038750928.1	XP_060357854.1
OG0000448	XP_038743455.1	XP_060370438.1
OG0000449	XP_038738767.1	XP_060359448.1
OG0000450	XP_038741387.1	XP_060370072.1
OG0000451	XP_038744925.1, XP_038751972.1, XP_038744926.1	XP_060358403.1
OG0000452	XP_038746897.1	XP_060364167.1
OG0000453	XP_038742901.1	XP_060364483.1
OG0000454	XP_038751214.1	XP_060368407.1, XP_060357471.1
OG0000455	XP_038747395.1, XP_038746442.1, XP_038743249.1, XP_038744481.1	XP_060363118.1
OG0000456	XP_038750883.1	XP_060357961.1
OG0000457	XP_038740774.1	XP_060357690.1
OG0000458	XP_038744946.1, XP_038744780.1	XP_060367161.1
OG0000459	XP_038744936.1, XP_038740747.1	XP_060368749.1
OG0000460	XP_038747797.1, XP_038741289.1	XP_060357103.1
OG0000461	XP_038746230.1, XP_038747754.1	XP_060357226.1
OG0000463	XP_038745011.1	XP_060360609.1
OG0000463	XP_038741768.1	XP_060363002.1
OG0000464	XP_038745524.1	XP_060368449.1
OG0000465	XP_038747877.1	XP_060358439.1
OG0000466	XP_038743659.1, XP_038750083.1	XP_060364572.1
OG0000467	XP_038744237.1	XP_060365894.1
OG0000467	XP_038745075.1	XP_060371283.1
OG0000468	XP_038739065.1	XP_060371799.1
OG0000469	XP_038747680.1	XP_060357349.1
OG0000471	XP_038739334.1	XP_060358739.1
OG0000471	XP_038740218.1	XP_060359612.1
OG0000472	XP_038741325.1	XP_060365246.1
OG0000473	XP_038746690.1	XP_060361380.1
OG0000474	XP_038741304.1	XP_060357770.1
OG0000475	XP_038741396.1, XP_038742253.1, XP_038741385.1, XP_038748837.1, XP_038748662.1	XP_060358128.1
OG0000476	XP_038741961.1	XP_060359765.1
OG0000477	XP_038747869.1, XP_038749025.1, XP_038739052.1, XP_038748321.1, XP_038742752.1	XP_060359606.1
OG0000478	XP_038747868.1, XP_038747443.1, XP_038740992.1	XP_060359607.1
OG0000479	XP_038744471.1	XP_060364275.1
OG0000479	XP_038749919.1	XP_060364461.1
OG0000481	XP_038738701.1, XP_038744588.1	XP_060362761.1
OG0000482	XP_038750330.1	XP_060361701.1
OG0000483	XP_038744899.1, XP_038748417.1	XP_060357079.1
OG0000484	XP_038738891.1	XP_060364601.1, XP_060364600.1
OG0000486	XP_038739378.1, XP_038739726.1, XP_038739727.1, XP_038739732.1	XP_060371714.1
OG0000489	XP_038747692.1	XP_060358867.1, XP_060362281.1
OG0000493	XP_038741482.1	XP_060365350.1
OG0000495	XP_038748283.1	XP_060371708.1
OG0000495	XP_038744682.1	XP_060364350.1
OG0000496	XP_038747614.1	XP_060366403.1, XP_060366402.1
OG0000497	XP_038742441.1	XP_060362211.1, XP_060366393.1, XP_060367565.1
OG0000498	XP_038742698.1, XP_038740536.1	XP_060357655.1
OG0000499	XP_038745719.1	XP_060363077.1, XP_060363076.1, XP_060364305.1
OG0000503	XP_038742373.1	XP_060371509.1
OG0000504	XP_038743344.1	XP_060371554.1
OG0000505	XP_038748860.1	XP_060371640.1
OG0000506	XP_038744575.1	XP_060362076.1
OG0000507	XP_038749650.1	XP_060363354.1
OG0000508	XP_038746605.1	XP_060359476.1
OG0000509	XP_038746606.1	XP_060359477.1
OG0000510	XP_038749644.1, XP_038747839.1, XP_038740626.1	XP_060363359.1
OG0000511	XP_038743151.1, XP_038748091.1	XP_060359157.1
OG0000512	XP_038743199.1	XP_060361246.1
OG0000513	XP_038748348.1	XP_060361998.1
OG0000514	XP_038741607.1, XP_038749250.1	XP_060364081.1
OG0000515	XP_038749268.1	XP_060370935.1
OG0000515	XP_038749267.1	XP_060370936.1
OG0000516	XP_038745198.1, XP_038745204.1, XP_038745199.1, XP_038745197.1	XP_060372002.1
OG0000519	XP_038747444.1	XP_060367588.1
OG0000522	XP_038746565.1	XP_060361918.1
OG0000524	XP_038751757.1	XP_060368751.1
OG0000526	XP_038742750.1, XP_038741864.1	XP_060364115.1
OG0000527	XP_038740871.1, XP_038740872.1, XP_038740870.1	XP_060365167.1
OG0000528	XP_038743359.1	XP_060357837.1
OG0000528	XP_038742902.1	XP_060364482.1
OG0000529	XP_038740810.1, XP_038743424.1	XP_060360266.1
OG0000530	XP_038744855.1, XP_038748968.1, XP_038740456.1, XP_038746913.1	XP_060364003.1
OG0000531	XP_038742639.1	XP_060357934.1
OG0000531	XP_038750252.1	XP_060361429.1
OG0000533	XP_038740437.1, XP_038740523.1	XP_060367937.1
OG0000534	XP_038749086.1	XP_060367889.1, XP_060367888.1
OG0000536	XP_038740934.1	XP_060362020.1
OG0000537	XP_038744725.1	XP_060362196.1
OG0000538	XP_038739103.1	XP_060363951.1
OG0000539	XP_038744387.1	XP_060366684.1
OG0000539	XP_038744386.1	XP_060366683.1
OG0000540	XP_038748154.1, XP_038750951.1	XP_060362188.1
OG0000541	XP_038743261.1, XP_038744742.1	XP_060362177.1
OG0000542	XP_038744772.1	XP_060367169.1
OG0000543	XP_038747014.1, XP_038747013.1	XP_060370536.1
OG0000544	XP_038739452.1	XP_060357970.1
OG0000545	XP_038742565.1	XP_060357453.1
OG0000547	XP_038746561.1	XP_060364226.1
OG0000548	XP_038744807.1, XP_038750942.1	XP_060363551.1
OG0000549	XP_038742644.1	XP_060363515.1
OG0000550	XP_038742721.1, XP_038744116.1	XP_060358531.1
OG0000551	XP_038744124.1	XP_060361008.1
OG0000552	XP_038746514.1, XP_038748020.1	XP_060368210.1
OG0000553	XP_038740937.1	XP_060358169.1
OG0000554	XP_038750590.1	XP_060370361.1
OG0000556	XP_038741204.1	XP_060358014.1
OG0000557	XP_038741561.1	XP_060357426.1, XP_060357425.1
OG0000558	XP_038750291.1, XP_038745469.1	XP_060360097.1
OG0000559	XP_038746150.1, XP_038746674.1	XP_060358120.1
OG0000560	XP_038739668.1	XP_060358606.1
OG0000561	XP_038743349.1	XP_060358063.1
OG0000563	XP_038746185.1	XP_060366853.1, XP_060366854.1
OG0000564	XP_038746210.1	XP_060366895.1, XP_060366896.1
OG0000565	XP_038749126.1	XP_060367698.1, XP_060359091.1
OG0000566	XP_038745171.1, XP_038748110.1, XP_038750990.1	XP_060359609.1
OG0000568	XP_038747294.1, XP_038749768.1	XP_060362866.1
OG0000569	XP_038749822.1, XP_038743343.1	XP_060362837.1
OG0000571	XP_038746863.1	XP_060357271.1
OG0000572	XP_038744399.1	XP_060357173.1
OG0000572	XP_038749801.1	XP_060360411.1
OG0000573	XP_038749961.1	XP_060358500.1
OG0000575	XP_038739715.1, XP_038751565.1	XP_060371041.1
OG0000576	XP_038750403.1	XP_060365442.1
OG0000577	XP_038743215.1, XP_038750318.1	XP_060361721.1
OG0000578	XP_038743995.1	XP_060367818.1
OG0000579	XP_038748297.1, XP_038748630.1	XP_060366339.1
OG0000580	XP_038738810.1	XP_060362387.1
OG0000580	XP_038738811.1	XP_060362388.1
OG0000581	XP_038744696.1	XP_060361055.1
OG0000582	XP_038745391.1	XP_060358938.1
OG0000583	XP_038742057.1, XP_038746586.1	XP_060361968.1
OG0000586	XP_038747800.1	XP_060357232.1
OG0000587	XP_038739921.1	XP_060358207.1, XP_060358208.1
OG0000588	XP_038748504.1	XP_060366794.1
OG0000589	XP_038749043.1	XP_060360408.1
OG0000590	XP_038748304.1, XP_038751294.1	XP_060369599.1
OG0000591	XP_038751282.1, XP_038747576.1	XP_060369580.1
OG0000592	XP_038748282.1, XP_038751128.1	XP_060362151.1
OG0000593	XP_038751735.1, XP_038740966.1, XP_038751116.1	XP_060362132.1
OG0000594	XP_038748414.1	XP_060367833.1
OG0000595	XP_038743355.1	XP_060363446.1
OG0000596	XP_038751092.1	XP_060359575.1
OG0000597	XP_038747757.1	XP_060357163.1, XP_060360043.1
OG0000600	XP_038748458.1, XP_038748459.1	XP_060366761.1, XP_060366763.1
OG0000601	XP_038748574.1	XP_060369297.1
OG0000602	XP_038739644.1, XP_038739704.1, XP_038741000.1	XP_060360847.1
OG0000603	XP_038749373.1	XP_060366247.1
OG0000605	XP_038742051.1	XP_060366580.1
OG0000606	XP_038742107.1	XP_060358506.1
OG0000607	XP_038748958.1	XP_060358178.1, XP_060358177.1
OG0000609	XP_038740589.1	XP_060359892.1
OG0000610	XP_038748289.1, XP_038748784.1, XP_038746513.1	XP_060361774.1
OG0000611	XP_038739998.1, XP_038740659.1	XP_060358906.1
OG0000613	XP_038748236.1	XP_060363653.1
OG0000615	XP_038748502.1	XP_060362432.1
OG0000615	XP_038743897.1	XP_060362912.1
OG0000616	XP_038751834.1	XP_060368849.1
OG0000617	XP_038749564.1	XP_060363690.1
OG0000618	XP_038747747.1	XP_060358240.1
OG0000619	XP_038743719.1, XP_038746382.1	XP_060359669.1
OG0000620	XP_038746379.1	XP_060359667.1
OG0000621	XP_038749989.1	XP_060362545.1
OG0000622	XP_038749977.1	XP_060362537.1
OG0000623	XP_038750370.1	XP_060360078.1
OG0000624	XP_038749649.1	XP_060360071.1
OG0000625	XP_038738837.1	XP_060365503.1
OG0000626	XP_038746000.1	XP_060365782.1
OG0000628	XP_038745712.1	XP_060364203.1
OG0000629	XP_038739215.1, XP_038748836.1	XP_060371612.1
OG0000631	XP_038746082.1	XP_060361469.1
OG0000634	XP_038743122.1	XP_060360875.1
OG0000635	XP_038743228.1, XP_038747726.1	XP_060359803.1
OG0000636	XP_038743256.1	XP_060362630.1
OG0000638	XP_038742883.1, XP_038739196.1	XP_060363217.1
OG0000639	XP_038749263.1	XP_060370940.1
OG0000639	XP_038744636.1	XP_060359629.1
OG0000640	XP_038742106.1, XP_038745191.1	XP_060372022.1
OG0000641	XP_038742733.1	XP_060358958.1
OG0000641	XP_038742732.1	XP_060358957.1
OG0000642	XP_038744929.1, XP_038739458.1	XP_060368363.1
OG0000643	XP_038745870.1, XP_038740082.1	XP_060368307.1
OG0000645	XP_038742514.1	XP_060361103.1
OG0000646	XP_038738774.1	XP_060359444.1
OG0000647	XP_038739109.1, XP_038744927.1	XP_060360555.1
OG0000649	XP_038747502.1	XP_060367137.1
OG0000652	XP_038746165.1, XP_038740909.1	XP_060365136.1
OG0000653	XP_038740882.1	XP_060365134.1
OG0000654	XP_038742208.1	XP_060361647.1
OG0000655	XP_038744700.1, XP_038742479.1, XP_038743445.1	XP_060368396.1
OG0000656	XP_038745902.1, XP_038747579.1	XP_060363977.1
OG0000658	XP_038746567.1	XP_060361920.1
OG0000659	XP_038740503.1	XP_060364863.1
OG0000660	XP_038740543.1, XP_038740542.1	XP_060364908.1
OG0000661	XP_038744390.1	XP_060366691.1
OG0000662	XP_038748223.1	XP_060357071.1, XP_060358140.1
OG0000663	XP_038751815.1	XP_060368825.1
OG0000664	XP_038747036.1	XP_060370562.1
OG0000664	XP_038739097.1	XP_060360076.1
OG0000665	XP_038743457.1	XP_060362243.1
OG0000665	XP_038747020.1	XP_060370544.1
OG0000666	XP_038747792.1	XP_060361511.1
OG0000667	XP_038747668.1	XP_060361534.1
OG0000668	XP_038744072.1, XP_038747821.1	XP_060361558.1
OG0000669	XP_038742283.1	XP_060360192.1
OG0000670	XP_038741749.1	XP_060359509.1
OG0000673	XP_038745826.1	XP_060366084.1
OG0000675	XP_038747846.1	XP_060358453.1
OG0000676	XP_038744172.1	XP_060363523.1
OG0000677	XP_038750315.1	XP_060368249.1
OG0000678	XP_038743361.1	XP_060368212.1
OG0000680	XP_038740026.1, XP_038743683.1, XP_038746873.1	XP_060358282.1
OG0000681	XP_038750448.1	XP_060370306.1, XP_060370308.1
OG0000682	XP_038739323.1	XP_060365273.1
OG0000683	XP_038746497.1	XP_060365205.1
OG0000684	XP_038751141.1, XP_038741215.1	XP_060358003.1
OG0000687	XP_038746632.1	XP_060364222.1
OG0000688	XP_038741532.1	XP_060363945.1
OG0000689	XP_038745448.1	XP_060365283.1, XP_060365282.1
OG0000690	XP_038746202.1	XP_060362515.1
OG0000691	XP_038742392.1	XP_060369675.1
OG0000692	XP_038742382.1, XP_038748160.1	XP_060369663.1
OG0000693	XP_038746301.1	XP_060357571.1, XP_060357573.1
OG0000694	XP_038741477.1, XP_038746262.1	XP_060359767.1
OG0000696	XP_038740794.1	XP_060357707.1, XP_060357144.1, XP_060369765.1
OG0000697	XP_038743266.1, XP_038742547.1	XP_060358626.1
OG0000698	XP_038751240.1	XP_060362819.1
OG0000699	XP_038749866.1, XP_038750062.1	XP_060360539.1
OG0000702	XP_038740790.1, XP_038740414.1	XP_060362744.1
OG0000703	XP_038740405.1	XP_060368748.1
OG0000704	XP_038750712.1	XP_060370031.1
OG0000705	XP_038748606.1, XP_038746710.1	XP_060361353.1
OG0000706	XP_038751473.1	XP_060371101.1
OG0000707	XP_038748762.1, XP_038751508.1	XP_060371076.1
OG0000708	XP_038751571.1	XP_060371009.1
OG0000710	XP_038745628.1	XP_060367800.1
OG0000711	XP_038743144.1, XP_038744502.1, XP_038744506.1	XP_060362929.1
OG0000712	XP_038743861.1	XP_060362931.1
OG0000713	XP_038742921.1, XP_038743838.1, XP_038746904.1	XP_060361671.1
OG0000714	XP_038746738.1, XP_038746739.1	XP_060359922.1
OG0000715	XP_038742431.1	XP_060369800.1
OG0000716	XP_038746785.1	XP_060364808.1
OG0000721	XP_038751354.1	XP_060359467.1, XP_060370013.1
OG0000722	XP_038751324.1	XP_060369644.1
OG0000723	XP_038740251.1	XP_060359639.1
OG0000725	XP_038747907.1	XP_060371703.1
OG0000726	XP_038743893.1	XP_060364375.1
OG0000728	XP_038739417.1	XP_060358873.1, XP_060371687.1
OG0000730	XP_038748592.1	XP_060369328.1
OG0000731	XP_038748628.1	XP_060369372.1
OG0000732	XP_038740019.1	XP_060363749.1
OG0000732	XP_038748621.1	XP_060369376.1
OG0000733	XP_038749367.1	XP_060359881.1, XP_060366234.1
OG0000734	XP_038739945.1	XP_060363866.1
OG0000735	XP_038745980.1, XP_038744552.1	XP_060369228.1
OG0000736	XP_038741120.1	XP_060367356.1
OG0000737	XP_038741164.1	XP_060367337.1
OG0000739	XP_038744363.1	XP_060357822.1
OG0000740	XP_038747518.1	XP_060366385.1, XP_060357637.1
OG0000742	XP_038743458.1, XP_038740628.1, XP_038740051.1, XP_038742705.1, XP_038743268.1	XP_060357597.1
OG0000743	XP_038740609.1	XP_060359900.1, XP_060358004.1
OG0000744	XP_038740592.1	XP_060361792.1, XP_060359891.1
OG0000745	XP_038740611.1	XP_060358061.1
OG0000746	XP_038740692.1	XP_060360786.1
OG0000748	XP_038748273.1	XP_060357360.1
OG0000749	XP_038750117.1	XP_060363637.1, XP_060360806.1
OG0000750	XP_038739679.1	XP_060358563.1, XP_060357967.1
OG0000751	XP_038747445.1	XP_060367587.1, XP_060362425.1
OG0000752	XP_038740221.1	XP_060359679.1, XP_060360378.1
OG0000753	XP_038742151.1, XP_038746152.1	XP_060361830.1
OG0000755	XP_038750963.1	XP_060368117.1
OG0000756	XP_038750013.1	XP_060362572.1
OG0000757	XP_038746117.1	XP_060363160.1
OG0000758	XP_038741054.1	XP_060366149.1
OG0000759	XP_038741009.1	XP_060371512.1
OG0000760	XP_038748832.1	XP_060364285.1, XP_060371616.1
OG0000761	XP_038742011.1	XP_060366537.1
OG0000762	XP_038743342.1	XP_060360536.1
OG0000763	XP_038751717.1	XP_060366513.1
OG0000764	XP_038742359.1	XP_060370720.1
OG0000765	XP_038742417.1	XP_060364118.1
OG0000767	XP_038747807.1	XP_060358473.1
OG0000768	XP_038740913.1	XP_060365168.1
OG0000768	XP_038739380.1	XP_060365946.1
OG0000769	XP_038745805.1	XP_060368588.1
OG0000770	XP_038749585.1, XP_038749584.1, XP_038749583.1	XP_060363731.1, XP_060363732.1
OG0000771	XP_038749607.1	XP_060363725.1
OG0000772	XP_038747657.1	XP_060360894.1
OG0000773	XP_038743200.1	XP_060361247.1
OG0000774	XP_038743206.1	XP_060361249.1
OG0000775	XP_038745322.1	XP_060371871.1, XP_060359776.1
OG0000776	XP_038743254.1	XP_060362632.1, XP_060367716.1
OG0000777	XP_038748956.1	XP_060362655.1
OG0000778	XP_038739217.1	XP_060362658.1
OG0000779	XP_038739216.1	XP_060362659.1
OG0000780	XP_038739210.1	XP_060362662.1
OG0000781	XP_038741519.1	XP_060362034.1
OG0000783	XP_038740948.1	XP_060358137.1, XP_060363174.1
OG0000784	XP_038747829.1, XP_038740463.1	XP_060363219.1
OG0000785	XP_038749180.1	XP_060364038.1, XP_060364039.1
OG0000786	XP_038746903.1, XP_038745254.1	XP_060371944.1
OG0000787	XP_038742803.1	XP_060364996.1
OG0000789	XP_038740086.1	XP_060368301.1, XP_060367825.1
OG0000791	XP_038747399.1	XP_060367628.1, XP_060361790.1
OG0000792	XP_038740446.1	XP_060367604.1
OG0000793	XP_038747446.1	XP_060367649.1, XP_060367586.1
OG0000794	XP_038740649.1	XP_060366458.1
OG0000795	XP_038744458.1	XP_060361563.1, XP_060363950.1
OG0000796	XP_038743642.1	XP_060361601.1, XP_060359016.1
OG0000797	XP_038743699.1, XP_038747700.1, XP_038747698.1	XP_060361613.1
OG0000798	XP_038738763.1	XP_060359452.1
OG0000799	XP_038744850.1	XP_060357861.1, XP_060367087.1
OG0000800	XP_038740377.1, XP_038748181.1	XP_060358146.1
OG0000801	XP_038746650.1	XP_060361892.1, XP_060358388.1
OG0000804	XP_038746002.1	XP_060365776.1
OG0000807	XP_038748853.1	XP_060364101.1
OG0000809	XP_038749102.1	XP_060367911.1, XP_060360641.1
OG0000810	XP_038744741.1	XP_060360646.1, XP_060362181.1
OG0000811	XP_038745574.1	XP_060368521.1
OG0000813	XP_038747582.1	XP_060360535.1, XP_060368577.1
OG0000814	XP_038747584.1	XP_060358111.1, XP_060368579.1
OG0000816	XP_038745889.1	XP_060364012.1
OG0000817	XP_038738742.1	XP_060366210.1
OG0000818	XP_038744184.1	XP_060361457.1
OG0000819	XP_038750257.1	XP_060358499.1, XP_060361435.1
OG0000820	XP_038750254.1	XP_060361433.1
OG0000821	XP_038745991.1	XP_060367925.1
OG0000822	XP_038751218.1	XP_060358946.1
OG0000822	XP_038744510.1	XP_060358369.1, XP_060363095.1
OG0000824	XP_038744270.1	XP_060360975.1
OG0000826	XP_038741239.1	XP_060366697.1
OG0000827	XP_038746536.1	XP_060366706.1
OG0000828	XP_038740327.1	XP_060357358.1, XP_060362179.1
OG0000829	XP_038744776.1, XP_038744775.1, XP_038744768.1	XP_060367165.1
OG0000830	XP_038744821.1	XP_060367121.1, XP_060357256.1
OG0000831	XP_038751763.1, XP_038751762.1	XP_060368758.1
OG0000832	XP_038751668.1	XP_060361339.1, XP_060358558.1
OG0000833	XP_038751590.1	XP_060371122.1
OG0000835	XP_038747018.1	XP_060370543.1
OG0000836	XP_038740912.1	XP_060363232.1
OG0000837	XP_038742866.1	XP_060363276.1
OG0000838	XP_038747627.1	XP_060361536.1, XP_060360413.1
OG0000839	XP_038749076.1	XP_060362246.1
OG0000840	XP_038747685.1	XP_060359957.1
OG0000843	XP_038741394.1	XP_060370077.1
OG0000844	XP_038748696.1, XP_038742774.1	XP_060370090.1
OG0000845	XP_038750333.1	XP_060370098.1
OG0000845	XP_038750742.1	XP_060367792.1
OG0000846	XP_038742530.1	XP_060370109.1
OG0000847	XP_038741346.1	XP_060370111.1
OG0000848	XP_038746640.1	XP_060370127.1, XP_060370126.1
OG0000849	XP_038741770.1	XP_060362992.1, XP_060362993.1
OG0000850	XP_038740634.1	XP_060357456.1, XP_060357460.1
OG0000851	XP_038747774.1	XP_060357811.1
OG0000854	XP_038742643.1, XP_038743503.1	XP_060363039.1
OG0000855	XP_038745862.1	XP_060366102.1
OG0000856	XP_038745863.1	XP_060366103.1
OG0000857	XP_038744887.1	XP_060360591.1
OG0000858	XP_038744063.1	XP_060363568.1
OG0000859	XP_038744076.1, XP_038744120.1	XP_060363535.1
OG0000860	XP_038744170.1	XP_060363525.1
OG0000861	XP_038738971.1	XP_060358413.1
OG0000862	XP_038747965.1	XP_060367057.1, XP_060364515.1
OG0000863	XP_038747879.1	XP_060368251.1, XP_060368163.1
OG0000866	XP_038745390.1	XP_060360941.1
OG0000868	XP_038739309.1, XP_038740159.1	XP_060365218.1
OG0000870	XP_038741220.1	XP_060362673.1
OG0000871	XP_038741277.1	XP_060365363.1, XP_060362715.1
OG0000872	XP_038749858.1, XP_038741286.1	XP_060362736.1
