Orthogroup	Colletotrichum_karsti	Colletotrichum_siamense
OG0000299	XP_038749892.1	XP_036490902.1, XP_036490432.1
OG0000300	XP_038740498.1	XP_036487753.1, XP_036487773.1, XP_036487779.1, XP_036496490.1
OG0000301	XP_038742257.1	XP_036496247.1
OG0000301	XP_038744119.1	XP_036494887.1
OG0000302	XP_038740551.1	XP_036496357.1
OG0000303	XP_038745749.1	XP_036499702.1
OG0000303	XP_038751643.1	XP_036489969.1
OG0000304	XP_038747059.1, XP_038748917.1	XP_036490669.1
OG0000305	XP_038747745.1	XP_036488119.1
OG0000305	XP_038743034.1	XP_036496695.1
OG0000306	XP_038741815.1, XP_038740856.1	XP_036494273.1
OG0000307	XP_038741854.1	XP_036493930.1
OG0000308	XP_038747929.1, XP_038744340.1	XP_036499438.1
OG0000309	XP_038744203.1	XP_036495244.1
OG0000310	XP_038740809.1	XP_036496966.1
OG0000310	XP_038740812.1, XP_038739303.1	XP_036493529.1
OG0000311	XP_038746509.1	XP_036491940.1, XP_036490568.1
OG0000311	XP_038750507.1	XP_036498780.1
OG0000312	XP_038741206.1	XP_036493969.1
OG0000313	XP_038739435.1	XP_036492574.1
OG0000313	XP_038741209.1	XP_036493968.1
OG0000314	XP_038746299.1	XP_036492152.1
OG0000314	XP_038745433.1	XP_036488094.1
OG0000315	XP_038744023.1	XP_036499353.1
OG0000315	XP_038747429.1	XP_036501520.1
OG0000316	XP_038740133.1	XP_036492862.1
OG0000316	XP_038749935.1	XP_036488444.1
OG0000317	XP_038742763.1	XP_036491186.1
OG0000317	XP_038745589.1	XP_036502097.1, XP_036496757.1
OG0000318	XP_038742147.1	XP_036495854.1
OG0000318	XP_038749968.1	XP_036488388.1
OG0000319	XP_038743482.1	XP_036495986.1
OG0000319	XP_038750327.1	XP_036489585.1
OG0000322	XP_038748725.1	XP_036494510.1, XP_036501740.1
OG0000322	XP_038745224.1	XP_036500690.1
OG0000326	XP_038751529.1	XP_036489291.1
OG0000327	XP_038741598.1	XP_036495067.1
OG0000327	XP_038751364.1	XP_036498134.1
OG0000328	XP_038742064.1	XP_036499905.1
OG0000329	XP_038748303.1	XP_036499528.1
OG0000329	XP_038751291.1	XP_036498908.1
OG0000330	XP_038746496.1	XP_036492554.1
OG0000330	XP_038740717.1	XP_036493723.1
OG0000331	XP_038742494.1	XP_036496700.1
OG0000331	XP_038740359.1	XP_036499562.1
OG0000332	XP_038746559.1	XP_036498698.1
OG0000335	XP_038745998.1	XP_036493304.1
OG0000336	XP_038741615.1	XP_036494990.1
OG0000337	XP_038741042.1	XP_036490915.1
OG0000337	XP_038741157.1	XP_036496124.1
OG0000338	XP_038749710.1	XP_036497737.1
OG0000338	XP_038740365.1	XP_036500549.1
OG0000339	XP_038740537.1	XP_036496878.1
OG0000340	XP_038741558.1	XP_036494897.1
OG0000340	XP_038744843.1	XP_036487971.1
OG0000341	XP_038743800.1	XP_036496758.1
OG0000341	XP_038739038.1	XP_036494652.1
OG0000342	XP_038746511.1	XP_036487929.1
OG0000342	XP_038748783.1	XP_036497164.1
OG0000342	XP_038748293.1	XP_036500625.1
OG0000343	XP_038740667.1	XP_036499686.1
OG0000344	XP_038748254.1	XP_036498975.1
OG0000344	XP_038744236.1	XP_036494013.1
OG0000345	XP_038746949.1	XP_036502474.1
OG0000345	XP_038748179.1	XP_036499825.1
OG0000346	XP_038747432.1	XP_036500141.1, XP_036492629.1
OG0000347	XP_038740850.1	XP_036493375.1
OG0000348	XP_038751008.1	XP_036501836.1
OG0000348	XP_038746995.1	XP_036494022.1
OG0000349	XP_038750016.1	XP_036489633.1
OG0000350	XP_038740390.1	XP_036494528.1
OG0000352	XP_038748824.1	XP_036490652.1
OG0000352	XP_038746610.1	XP_036498093.1
OG0000353	XP_038748880.1	XP_036490353.1
OG0000353	XP_038742640.1, XP_038740124.1	XP_036496698.1
OG0000354	XP_038740808.1	XP_036489279.1
OG0000355	XP_038741989.1	XP_036492205.1
OG0000355	XP_038749612.1	XP_036497374.1
OG0000356	XP_038744721.1	XP_036495633.1
OG0000357	XP_038751213.1	XP_036501418.1
OG0000357	XP_038743831.1	XP_036495862.1
OG0000358	XP_038743830.1	XP_036495866.1
OG0000358	XP_038751212.1	XP_036501419.1
OG0000360	XP_038739960.1	XP_036500448.1
OG0000360	XP_038746086.1	XP_036493856.1
OG0000361	XP_038746087.1	XP_036493857.1, XP_036491356.1
OG0000362	XP_038739172.1	XP_036493413.1
OG0000363	XP_038743634.1	XP_036495373.1
OG0000364	XP_038742509.1	XP_036495358.1
OG0000364	XP_038743625.1	XP_036496211.1
OG0000365	XP_038741357.1	XP_036493481.1, XP_036493475.1
OG0000367	XP_038744853.1	XP_036496615.1
OG0000367	XP_038742508.1	XP_036495359.1
OG0000368	XP_038742524.1	XP_036495977.1
OG0000369	XP_038748251.1	XP_036491094.1
OG0000369	XP_038744908.1	XP_036496149.1
OG0000370	XP_038744907.1	XP_036496151.1
OG0000370	XP_038748450.1	XP_036501921.1
OG0000373	XP_038744524.1	XP_036491148.1
OG0000373	XP_038739143.1	XP_036491318.1
OG0000374	XP_038746034.1	XP_036493360.1
OG0000374	XP_038747030.1	XP_036500206.1
OG0000375	XP_038739389.1	XP_036491556.1
OG0000376	XP_038746062.1	XP_036493402.1, XP_036493401.1
OG0000377	XP_038750289.1	XP_036489800.1
OG0000377	XP_038742164.1	XP_036495714.1
OG0000378	XP_038750294.1	XP_036489796.1
OG0000378	XP_038740562.1	XP_036495945.1
OG0000379	XP_038751783.1	XP_036489817.1
OG0000379	XP_038745977.1	XP_036493883.1
OG0000380	XP_038745958.1	XP_036493652.1
OG0000380	XP_038741353.1	XP_036490235.1
OG0000381	XP_038750118.1	XP_036490137.1
OG0000381	XP_038744710.1	XP_036495824.1
OG0000382	XP_038744771.1	XP_036495381.1
OG0000382	XP_038741300.1	XP_036489242.1
OG0000383	XP_038744201.1	XP_036494476.1
OG0000384	XP_038747783.1	XP_036488826.1
OG0000384	XP_038739320.1	XP_036494149.1
OG0000385	XP_038741464.1	XP_036490199.1
OG0000386	XP_038741463.1	XP_036490198.1
OG0000387	XP_038741330.1	XP_036490518.1
OG0000387	XP_038743833.1	XP_036493329.1
OG0000388	XP_038741828.1	XP_036494324.1
OG0000388	XP_038739659.1	XP_036492157.1
OG0000389	XP_038745627.1, XP_038741799.1	XP_036499377.1
OG0000389	XP_038747890.1	XP_036500168.1
OG0000390	XP_038746183.1	XP_036491575.1
OG0000390	XP_038751973.1	XP_036488325.1
OG0000392	XP_038747864.1	XP_036495318.1
OG0000393	XP_038746942.1	XP_036501398.1
OG0000394	XP_038741496.1	XP_036494027.1
OG0000395	XP_038749973.1	XP_036488621.1
OG0000395	XP_038749854.1	XP_036493983.1
OG0000396	XP_038740765.1	XP_036492606.1
OG0000396	XP_038746861.1	XP_036501023.1
OG0000397	XP_038749875.1	XP_036488474.1
OG0000398	XP_038740142.1	XP_036493670.1
OG0000398	XP_038747644.1	XP_036494648.1
OG0000400	XP_038747201.1	XP_036500156.1
OG0000400	XP_038747202.1	XP_036500155.1
OG0000401	XP_038739916.1	XP_036493851.1
OG0000401	XP_038742956.1	XP_036487952.1
OG0000402	XP_038740807.1	XP_036494442.1
OG0000402	XP_038743936.1	XP_036500300.1
OG0000403	XP_038742635.1	XP_036502530.1, XP_036495764.1
OG0000404	XP_038742950.1	XP_036498766.1
OG0000406	XP_038739026.1, XP_038739025.1, XP_038739408.1, XP_038743932.1, XP_038744452.1	XP_036501301.1
OG0000408	XP_038743771.1	XP_036496059.1
OG0000409	XP_038748344.1	XP_036501000.1
OG0000410	XP_038749851.1	XP_036488099.1
OG0000412	XP_038749036.1	XP_036490758.1, XP_036494045.1
OG0000413	XP_038749037.1	XP_036490759.1
OG0000413	XP_038744698.1	XP_036495493.1
OG0000414	XP_038751201.1	XP_036498764.1
OG0000415	XP_038751133.1	XP_036498913.1
OG0000416	XP_038751131.1	XP_036498064.1
OG0000417	XP_038743081.1	XP_036493209.1
OG0000418	XP_038749316.1	XP_036501193.1
OG0000419	XP_038746851.1	XP_036502027.1
OG0000420	XP_038746418.1	XP_036492241.1
OG0000420	XP_038744678.1	XP_036491092.1
OG0000422	XP_038742517.1	XP_036496181.1
OG0000423	XP_038743999.1	XP_036502101.1
OG0000424	XP_038739040.1	XP_036494674.1
OG0000424	XP_038746531.1	XP_036491387.1
OG0000427	XP_038748796.1	XP_036490958.1
OG0000428	XP_038738787.1	XP_036500295.1
OG0000429	XP_038751832.1	XP_036489237.1
OG0000432	XP_038749664.1, XP_038748125.1	XP_036500274.1
OG0000433	XP_038749646.1	XP_036487883.1, XP_036498526.1
OG0000434	XP_038746271.1	XP_036491469.1
OG0000434	XP_038743737.1	XP_036495630.1
OG0000435	XP_038743214.1	XP_036493063.1
OG0000437	XP_038740329.1	XP_036500326.1
OG0000438	XP_038740940.1	XP_036492889.1, XP_036488559.1
OG0000439	XP_038750338.1	XP_036488997.1, XP_036494547.1
OG0000439	XP_038740924.1	XP_036493312.1
OG0000440	XP_038738730.1	XP_036491735.1
OG0000440	XP_038739199.1	XP_036492745.1
OG0000441	XP_038743375.1	XP_036501475.1
OG0000442	XP_038742726.1	XP_036488761.1
OG0000445	XP_038750164.1	XP_036490023.1
OG0000446	XP_038750928.1	XP_036498419.1
OG0000448	XP_038743455.1	XP_036496527.1
OG0000449	XP_038738767.1	XP_036496958.1
OG0000450	XP_038741387.1	XP_036490606.1
OG0000451	XP_038744925.1	XP_036495257.1
OG0000451	XP_038751972.1, XP_038744926.1	XP_036495258.1
OG0000453	XP_038742901.1	XP_036488087.1
OG0000454	XP_038751214.1	XP_036501230.1, XP_036501421.1
OG0000455	XP_038744481.1	XP_036502030.1
OG0000456	XP_038750883.1	XP_036498599.1
OG0000457	XP_038740774.1	XP_036493707.1
OG0000458	XP_038744946.1	XP_036493587.1
OG0000458	XP_038744780.1	XP_036494691.1
OG0000459	XP_038744936.1	XP_036501869.1, XP_036491749.1
OG0000460	XP_038747797.1	XP_036488317.1
OG0000460	XP_038741289.1	XP_036493177.1
OG0000461	XP_038746230.1	XP_036492052.1
OG0000461	XP_038747754.1	XP_036499787.1, XP_036488070.1
OG0000462	XP_038739741.1	XP_036487844.1
OG0000463	XP_038745011.1	XP_036502812.1
OG0000463	XP_038741768.1	XP_036494276.1
OG0000464	XP_038745524.1	XP_036488158.1
OG0000465	XP_038747877.1	XP_036495848.1, XP_036500605.1, XP_036499041.1
OG0000466	XP_038743659.1	XP_036502182.1, XP_036495495.1
OG0000467	XP_038744237.1	XP_036494926.1
OG0000467	XP_038745075.1	XP_036501605.1
OG0000468	XP_038739065.1	XP_036492192.1, XP_036493404.1
OG0000469	XP_038747320.1	XP_036502699.1
OG0000469	XP_038747680.1	XP_036488235.1
OG0000471	XP_038739334.1	XP_036494121.1
OG0000471	XP_038740218.1	XP_036493101.1
OG0000472	XP_038741325.1	XP_036494825.1, XP_036487771.1
OG0000473	XP_038746690.1	XP_036497279.1
OG0000473	XP_038741548.1	XP_036495052.1
OG0000474	XP_038741304.1	XP_036495215.1
OG0000475	XP_038742253.1, XP_038741385.1	XP_036491215.1
OG0000475	XP_038748837.1, XP_038748662.1	XP_036491216.1
OG0000476	XP_038741961.1	XP_036496282.1, XP_036491751.1
OG0000477	XP_038747869.1	XP_036499004.1
OG0000477	XP_038749025.1	XP_036501642.1
OG0000478	XP_038747868.1	XP_036500602.1
OG0000479	XP_038749919.1	XP_036488785.1
OG0000481	XP_038738701.1	XP_036492566.1
OG0000481	XP_038744588.1	XP_036494851.1
OG0000482	XP_038750330.1	XP_036489883.1
OG0000483	XP_038744899.1, XP_038748417.1	XP_036498167.1, XP_036498162.1
OG0000484	XP_038738891.1	XP_036501346.1, XP_036501786.1
OG0000489	XP_038747692.1	XP_036488488.1
OG0000493	XP_038741482.1	XP_036494155.1
OG0000495	XP_038748283.1	XP_036500701.1
OG0000495	XP_038744682.1	XP_036491254.1
OG0000496	XP_038747614.1	XP_036495695.1
OG0000497	XP_038742441.1	XP_036492357.1
OG0000498	XP_038742698.1	XP_036495056.1
OG0000498	XP_038740536.1	XP_036496955.1
OG0000499	XP_038745719.1	XP_036495116.1
OG0000501	XP_038749554.1	XP_036497315.1
OG0000502	XP_038747458.1	XP_036502722.1
OG0000503	XP_038742373.1	XP_036496599.1
OG0000504	XP_038743344.1	XP_036493579.1, XP_036495516.1
OG0000505	XP_038748860.1	XP_036490296.1
OG0000506	XP_038744575.1	XP_036490188.1
OG0000507	XP_038749650.1	XP_036498524.1
OG0000508	XP_038746605.1	XP_036498569.1
OG0000509	XP_038746606.1	XP_036498570.1
OG0000510	XP_038749644.1	XP_036498608.1
OG0000510	XP_038747839.1, XP_038740626.1	XP_036492976.1
OG0000511	XP_038743151.1	XP_036493156.1
OG0000512	XP_038743199.1	XP_036493937.1, XP_036494522.1
OG0000513	XP_038748348.1	XP_036493112.1, XP_036491444.1, XP_036499487.1
OG0000514	XP_038741607.1	XP_036494622.1
OG0000515	XP_038749268.1	XP_036500976.1
OG0000515	XP_038749267.1	XP_036500973.1
OG0000516	XP_038745198.1, XP_038745204.1, XP_038745199.1	XP_036491700.1
OG0000516	XP_038745197.1	XP_036491544.1
OG0000519	XP_038747444.1	XP_036502441.1
OG0000520	XP_038750953.1	XP_036497075.1
OG0000520	XP_038743364.1	XP_036502505.1
OG0000522	XP_038746565.1	XP_036498702.1
OG0000524	XP_038751757.1	XP_036489445.1
OG0000526	XP_038742750.1	XP_036491718.1
OG0000526	XP_038741864.1	XP_036502726.1
OG0000527	XP_038740871.1	XP_036493350.1
OG0000527	XP_038740872.1, XP_038740870.1	XP_036493351.1
OG0000528	XP_038743359.1	XP_036502424.1
OG0000529	XP_038740810.1	XP_036493254.1
OG0000529	XP_038743424.1	XP_036501228.1
OG0000530	XP_038744855.1	XP_036496612.1
OG0000530	XP_038748968.1	XP_036496647.1
OG0000531	XP_038742639.1, XP_038750252.1	XP_036489595.1
OG0000532	XP_038744534.1	XP_036490277.1
OG0000532	XP_038750980.1	XP_036491147.1
OG0000533	XP_038740523.1	XP_036499329.1
OG0000534	XP_038749086.1	XP_036490868.1
OG0000535	XP_038739738.1	XP_036487859.1
OG0000536	XP_038740934.1	XP_036493786.1
OG0000537	XP_038744725.1	XP_036495636.1
OG0000538	XP_038739103.1	XP_036492037.1
OG0000538	XP_038740575.1	XP_036495411.1
OG0000539	XP_038744387.1	XP_036497728.1
OG0000539	XP_038744386.1	XP_036498389.1
OG0000540	XP_038750951.1	XP_036497073.1, XP_036500359.1
OG0000541	XP_038743261.1	XP_036496003.1, XP_036501773.1
OG0000542	XP_038744772.1	XP_036495388.1
OG0000543	XP_038747013.1	XP_036499888.1
OG0000544	XP_038742598.1	XP_036495042.1
OG0000545	XP_038742565.1	XP_036494162.1
OG0000546	XP_038751285.1, XP_038741842.1	XP_036489171.1
OG0000547	XP_038746561.1	XP_036498706.1, XP_036494550.1
OG0000548	XP_038744807.1	XP_036496735.1
OG0000548	XP_038750942.1	XP_036498798.1
OG0000549	XP_038742644.1	XP_036494393.1, XP_036495108.1
OG0000550	XP_038742721.1	XP_036494488.1
OG0000550	XP_038744116.1	XP_036493932.1
OG0000551	XP_038744124.1	XP_036494604.1, XP_036490824.1, XP_036494403.1
OG0000552	XP_038746514.1	XP_036497743.1
OG0000552	XP_038748020.1	XP_036500531.1
OG0000553	XP_038740937.1	XP_036496071.1, XP_036489562.1, XP_036489559.1
OG0000554	XP_038750590.1	XP_036498117.1
OG0000558	XP_038750291.1	XP_036489794.1
OG0000558	XP_038745469.1	XP_036488552.1
OG0000559	XP_038746150.1	XP_036493955.1
OG0000560	XP_038750334.1	XP_036493282.1
OG0000560	XP_038739668.1	XP_036492436.1
OG0000561	XP_038743349.1	XP_036502345.1
OG0000563	XP_038746185.1	XP_036492479.1, XP_036491572.1
OG0000564	XP_038746210.1	XP_036492369.1
OG0000565	XP_038749126.1	XP_036499407.1, XP_036489582.1
OG0000566	XP_038745171.1	XP_036494680.1
OG0000566	XP_038748110.1, XP_038750990.1	XP_036492147.1
OG0000567	XP_038748416.1	XP_036491833.1
OG0000567	XP_038751082.1	XP_036501990.1
OG0000568	XP_038747294.1	XP_036500006.1
OG0000568	XP_038749768.1	XP_036488589.1
OG0000569	XP_038743343.1	XP_036495510.1
OG0000571	XP_038746863.1	XP_036499676.1
OG0000571	XP_038744404.1	XP_036498562.1
OG0000572	XP_038744399.1, XP_038749801.1	XP_036498553.1
OG0000573	XP_038749961.1	XP_036488956.1
OG0000575	XP_038739715.1	XP_036491740.1
OG0000575	XP_038751565.1	XP_036489439.1
OG0000576	XP_038750403.1	XP_036489168.1
OG0000577	XP_038743215.1	XP_036488932.1, XP_036488931.1
OG0000577	XP_038750318.1	XP_036489836.1
OG0000578	XP_038743995.1	XP_036500024.1
OG0000579	XP_038748297.1	XP_036488654.1
OG0000579	XP_038748630.1	XP_036502080.1
OG0000580	XP_038738810.1, XP_038738811.1	XP_036495833.1
OG0000581	XP_038744696.1	XP_036495694.1
OG0000581	XP_038742556.1	XP_036495956.1
OG0000582	XP_038745391.1	XP_036502709.1, XP_036497266.1, XP_036489527.1
OG0000583	XP_038742057.1, XP_038746586.1	XP_036491633.1
OG0000584	XP_038748153.1	XP_036500354.1
OG0000586	XP_038747800.1	XP_036488879.1
OG0000587	XP_038739921.1	XP_036492825.1
OG0000588	XP_038748504.1	XP_036502713.1
OG0000589	XP_038749043.1	XP_036490603.1
OG0000590	XP_038748304.1	XP_036499527.1
OG0000590	XP_038751294.1	XP_036498911.1
OG0000591	XP_038751282.1	XP_036497991.1
OG0000591	XP_038747576.1	XP_036488114.1
OG0000592	XP_038748282.1	XP_036500702.1
OG0000592	XP_038751128.1	XP_036497861.1
OG0000593	XP_038751116.1	XP_036498519.1
OG0000594	XP_038748414.1	XP_036500627.1
OG0000595	XP_038743355.1	XP_036502509.1
OG0000596	XP_038751092.1	XP_036497674.1
OG0000597	XP_038747757.1	XP_036488154.1, XP_036502825.1
OG0000600	XP_038748458.1	XP_036502167.1
OG0000600	XP_038748459.1	XP_036502170.1
OG0000601	XP_038748574.1	XP_036502320.1
OG0000602	XP_038739644.1, XP_038739704.1, XP_038741000.1	XP_036492472.1, XP_036496161.1
OG0000603	XP_038749373.1	XP_036501551.1
OG0000605	XP_038742051.1	XP_036492441.1
OG0000606	XP_038742107.1	XP_036495429.1
OG0000607	XP_038748958.1	XP_036491270.1
OG0000609	XP_038740589.1	XP_036500611.1, XP_036499581.1
OG0000610	XP_038748289.1	XP_036499596.1
OG0000610	XP_038748784.1	XP_036500467.1
OG0000610	XP_038746513.1	XP_036500897.1
OG0000611	XP_038739998.1	XP_036500731.1
OG0000611	XP_038740659.1	XP_036500647.1
OG0000613	XP_038748236.1	XP_036499737.1
OG0000615	XP_038748502.1	XP_036502333.1
OG0000615	XP_038743897.1	XP_036500470.1
OG0000616	XP_038751834.1	XP_036489322.1
OG0000617	XP_038749564.1	XP_036491512.1, XP_036496915.1, XP_036498205.1
OG0000618	XP_038747747.1	XP_036488205.1
OG0000619	XP_038743719.1	XP_036495533.1
OG0000619	XP_038746382.1	XP_036492390.1
OG0000620	XP_038746379.1	XP_036495534.1, XP_036491404.1
OG0000621	XP_038749989.1	XP_036489022.1
OG0000622	XP_038749977.1	XP_036489281.1, XP_036488034.1
OG0000623	XP_038750370.1	XP_036489395.1
OG0000624	XP_038749649.1	XP_036500394.1, XP_036491964.1, XP_036500395.1
OG0000625	XP_038738837.1	XP_036491696.1
OG0000625	XP_038743858.1	XP_036500512.1
OG0000626	XP_038746000.1	XP_036492835.1
OG0000628	XP_038745712.1	XP_036499549.1
OG0000629	XP_038739215.1	XP_036493449.1
OG0000629	XP_038748836.1	XP_036491292.1
OG0000631	XP_038746082.1	XP_036492905.1, XP_036492821.1
OG0000634	XP_038743122.1	XP_036493762.1
OG0000636	XP_038743256.1	XP_036493498.1
OG0000638	XP_038742883.1	XP_036488799.1
OG0000638	XP_038739196.1	XP_036492748.1
OG0000639	XP_038749263.1, XP_038744636.1	XP_036501936.1
OG0000640	XP_038745191.1	XP_036493982.1
OG0000641	XP_038742732.1	XP_036488069.1
OG0000642	XP_038744929.1	XP_036501182.1
OG0000643	XP_038745870.1	XP_036500849.1
OG0000643	XP_038740082.1	XP_036502466.1
OG0000644	XP_038743688.1	XP_036496454.1
OG0000645	XP_038742514.1	XP_036496668.1
OG0000646	XP_038738774.1	XP_036496099.1
OG0000647	XP_038739109.1	XP_036488399.1
OG0000647	XP_038744927.1	XP_036495328.1
OG0000649	XP_038747502.1	XP_036500928.1
OG0000650	XP_038749861.1	XP_036498082.1
OG0000652	XP_038746165.1	XP_036491868.1
OG0000652	XP_038740909.1	XP_036493482.1
OG0000653	XP_038740882.1	XP_036493655.1
OG0000654	XP_038742208.1	XP_036496221.1
OG0000655	XP_038744700.1, XP_038742479.1	XP_036493687.1
OG0000655	XP_038743445.1	XP_036501172.1
OG0000656	XP_038745902.1	XP_036492926.1
OG0000656	XP_038747579.1	XP_036488067.1
OG0000658	XP_038746567.1	XP_036498700.1
OG0000659	XP_038740503.1	XP_036496488.1
OG0000660	XP_038740543.1, XP_038740542.1	XP_036495942.1
OG0000661	XP_038744390.1	XP_036497498.1
OG0000663	XP_038751816.1	XP_036489441.1
OG0000664	XP_038747036.1	XP_036499300.1
OG0000666	XP_038747792.1	XP_036488868.1
OG0000667	XP_038747668.1	XP_036487963.1
OG0000668	XP_038744072.1	XP_036489250.1
OG0000668	XP_038747821.1	XP_036488039.1
OG0000669	XP_038742283.1	XP_036495354.1
OG0000669	XP_038749753.1	XP_036488364.1
OG0000670	XP_038741749.1	XP_036494807.1
OG0000672	XP_038742612.1	XP_036494379.1
OG0000672	XP_038751004.1	XP_036493433.1
OG0000675	XP_038747846.1	XP_036495788.1, XP_036499821.1
OG0000676	XP_038744172.1	XP_036494726.1
OG0000677	XP_038750315.1	XP_036498359.1
OG0000678	XP_038743361.1	XP_036500527.1, XP_036502594.1
OG0000680	XP_038740026.1	XP_036501090.1
OG0000681	XP_038750448.1	XP_036497046.1, XP_036497047.1
OG0000682	XP_038739323.1	XP_036494737.1
OG0000683	XP_038746497.1	XP_036500776.1
OG0000684	XP_038751141.1	XP_036489472.1
OG0000684	XP_038741215.1	XP_036495018.1
OG0000687	XP_038746632.1	XP_036497067.1, XP_036493114.1
OG0000688	XP_038741532.1	XP_036494244.1
OG0000689	XP_038745448.1	XP_036488055.1, XP_036488056.1
OG0000690	XP_038746202.1	XP_036492594.1
OG0000691	XP_038742392.1	XP_036495747.1
OG0000692	XP_038742382.1	XP_036496259.1
OG0000692	XP_038748160.1	XP_036499263.1
OG0000693	XP_038746301.1	XP_036492231.1
OG0000694	XP_038741477.1	XP_036490776.1
OG0000694	XP_038746262.1	XP_036492139.1
OG0000695	XP_038742055.1	XP_036492550.1
OG0000695	XP_038743656.1	XP_036495499.1
OG0000696	XP_038740794.1	XP_036493591.1
OG0000697	XP_038743266.1	XP_036502886.1
OG0000697	XP_038742547.1	XP_036495897.1
OG0000698	XP_038751240.1	XP_036488494.1, XP_036488413.1, XP_036488285.1
OG0000699	XP_038749866.1	XP_036488343.1
OG0000699	XP_038750062.1	XP_036498899.1
OG0000700	XP_038746914.1	XP_036497801.1
OG0000701	XP_038740435.1	XP_036499331.1
OG0000702	XP_038740790.1	XP_036489017.1
OG0000702	XP_038740414.1	XP_036499186.1
OG0000703	XP_038740405.1	XP_036499943.1
OG0000704	XP_038750712.1	XP_036497433.1, XP_036498340.1, XP_036497337.1
OG0000705	XP_038748606.1	XP_036501017.1
OG0000705	XP_038746710.1	XP_036497949.1
OG0000706	XP_038751473.1	XP_036489510.1
OG0000706	XP_038743398.1	XP_036489719.1
OG0000707	XP_038748762.1	XP_036501585.1
OG0000707	XP_038751508.1	XP_036490092.1
OG0000708	XP_038751571.1	XP_036489203.1
OG0000709	XP_038741613.1	XP_036494994.1
OG0000710	XP_038745628.1	XP_036490215.1, XP_036500491.1
OG0000711	XP_038743144.1	XP_036493163.1
OG0000712	XP_038743861.1	XP_036500515.1
OG0000713	XP_038742921.1	XP_036495568.1
OG0000713	XP_038743838.1, XP_038746904.1	XP_036497922.1
OG0000715	XP_038742431.1	XP_036496069.1
OG0000717	XP_038740427.1	XP_036499268.1
OG0000721	XP_038751354.1	XP_036497224.1
OG0000722	XP_038751324.1	XP_036491797.1, XP_036498259.1
OG0000725	XP_038747907.1	XP_036490515.1, XP_036490333.1
