Orthogroup	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
OG0000117	XP_060404536.1, XP_060404805.1	XP_060358226.1	XP_031877014.1, XP_031880527.2, XP_031888020.2, XP_066008009.1, XP_066008374.1, XP_066008932.1, XP_066009038.1, XP_066009258.1, XP_066009694.1	XP_045257155.1	XP_060434813.1		XP_036500336.1	XP_036575432.2, XP_036577771.1, XP_036579081.1, XP_036579508.1, XP_036582596.1, XP_036584421.2, XP_070061367.1, XP_070062234.1
OG0000118								XP_036574347.2, XP_036575503.2, XP_036576196.2, XP_036576767.2, XP_036577127.2, XP_036577913.2, XP_036579888.2, XP_036580818.2, XP_036582180.2, XP_036583594.2, XP_036584232.2, XP_036585156.2, XP_036586664.2, XP_036588211.2, XP_036589059.2, XP_036589654.2, XP_070060185.1, XP_070060320.1, XP_070060935.1, XP_070061354.1, XP_070061964.1, XP_070061965.1, XP_070062357.1
OG0000119								XP_070059820.1, XP_070059959.1, XP_070060043.1, XP_070060084.1, XP_070060085.1, XP_070060178.1, XP_070060466.1, XP_070060467.1, XP_070060468.1, XP_070060487.1, XP_070060488.1, XP_070060638.1, XP_070060639.1, XP_070061077.1, XP_070061089.1, XP_070061287.1, XP_070061318.1, XP_070061319.1, XP_070061547.1, XP_070061627.1, XP_070061954.1, XP_070062087.1, XP_070062134.1
OG0000120	XP_060389851.1, XP_060395709.1, XP_060400712.1	XP_060359204.1, XP_060362130.1, XP_060364175.1	XP_031879334.2, XP_031884930.1, XP_031887771.1	XP_045262416.1, XP_045267818.1, XP_045271284.1	XP_060422018.1, XP_060424855.1, XP_060435829.1	XP_038747307.1	XP_036493541.1, XP_036498270.1, XP_036501724.1	XP_036579819.1, XP_036583668.1, XP_036588528.1
OG0000121	XP_060390987.1, XP_060395817.1	XP_060357311.1, XP_060358677.1	XP_031883830.1, XP_031884723.1, XP_031884784.1, XP_066009517.1	XP_045264842.1, XP_045271258.1, XP_045271280.1	XP_060421928.1, XP_060425823.1, XP_060433063.1	XP_038739237.1, XP_038746143.1	XP_036493502.1, XP_036493520.1, XP_036493806.1, XP_036497195.1	XP_036579751.1, XP_036582531.2
OG0000122	XP_060391430.1, XP_060402895.1	XP_060357740.1, XP_060360436.1	XP_031881543.1, XP_031884236.1, XP_031886524.1, XP_031887960.1, XP_031887961.1	XP_045261383.1, XP_045264513.1, XP_045270217.1	XP_060421992.1	XP_038741719.1, XP_038743612.1	XP_036490485.1, XP_036490659.1, XP_036496870.1, XP_036502421.1	XP_036586604.2, XP_070060318.1, XP_070062129.1
OG0000123	XP_060391755.1, XP_060393146.1, XP_060398312.1, XP_060399732.1, XP_060399735.1, XP_060400858.1, XP_060401827.1, XP_060405432.1	XP_060357123.1, XP_060359358.1	XP_031875406.2, XP_031875665.2, XP_031877558.1, XP_066007199.1, XP_066007208.1		XP_060421658.1, XP_060432662.1	XP_038748221.1		XP_036576531.1, XP_036584346.1, XP_036584484.1, XP_036584641.1
OG0000124	XP_060391863.1, XP_060391864.1, XP_060391865.1, XP_060399871.1	XP_060357414.1, XP_060357415.1, XP_060357416.1	XP_031883067.1, XP_031883215.1, XP_031885995.1, XP_066008883.1	XP_045267431.1, XP_045267432.1, XP_045271175.1	XP_060427566.1	XP_038742694.1	XP_036496649.1, XP_036496655.1, XP_036496656.1, XP_036500237.1	XP_036579312.1, XP_036581343.1
OG0000125	XP_060392122.1, XP_060399052.1, XP_060404765.1	XP_060360055.1, XP_060365412.1	XP_031880255.1, XP_031884481.1, XP_031888194.1	XP_045258904.1, XP_045261245.1, XP_045268190.1	XP_060422442.1, XP_060426742.1, XP_060436341.1	XP_038741419.1, XP_038741937.1, XP_038750384.1	XP_036489956.1, XP_036491257.1, XP_036492067.1	XP_036580720.2, XP_036589530.1
OG0000126	XP_060393110.1, XP_060397683.1	XP_060362056.1, XP_060366712.1	XP_031875981.1, XP_031875983.2, XP_031877438.2, XP_066007279.1, XP_066007640.1, XP_066007882.1, XP_066009141.1, XP_066009442.1, XP_066009667.1	XP_045263448.1, XP_045265909.1, XP_045267608.1		XP_038746236.1, XP_038749121.1, XP_038749122.1	XP_036492537.1, XP_036497509.1, XP_036502094.1	
OG0000127	XP_060396016.1, XP_060400734.1, XP_060404169.1	XP_060360754.1, XP_060361903.1	XP_031879341.1, XP_031882866.1, XP_066007621.1	XP_045262511.1, XP_045271343.1	XP_060424874.1, XP_060425263.1, XP_060433246.1	XP_038745992.1, XP_038747323.1, XP_038748761.1	XP_036492993.1, XP_036501582.1, XP_036502706.1	XP_036579883.1, XP_036581803.1, XP_036583687.1
OG0000128	XP_060398918.1, XP_060404470.1, XP_060406563.1	XP_060359925.1, XP_060359979.1, XP_060369786.1	XP_031881290.1, XP_031884205.1, XP_031885041.1, XP_031890794.2	XP_045266852.1, XP_045270176.1, XP_045270848.1	XP_060425868.1, XP_060430770.1	XP_038742142.1, XP_038747675.1	XP_036488188.1, XP_036495857.1, XP_036500557.1, XP_036502599.1	XP_036583135.1
OG0000129	XP_060398991.1, XP_060404396.1	XP_060358700.1, XP_060358844.1, XP_060366590.1	XP_031877274.1, XP_031888838.1, XP_031889158.1, XP_066008433.1	XP_045263385.1, XP_045265942.1, XP_045267846.1, XP_045271088.1	XP_060422672.1, XP_060432571.1	XP_038746452.1, XP_038749923.1	XP_036488783.1, XP_036490008.1, XP_036497344.1, XP_036499865.1	XP_070062408.1
OG0000130	XP_060399972.1	XP_060358289.1	XP_031875433.1, XP_031875459.1, XP_031875542.1, XP_066006809.1, XP_066006920.1, XP_066006948.1, XP_066006955.1, XP_066006969.1, XP_066007594.1, XP_066007663.1, XP_066007731.1, XP_066008091.1, XP_066008180.1, XP_066008197.1		XP_060422935.1		XP_036487750.1, XP_036487762.1, XP_036487772.1, XP_036487778.1, XP_036487798.1	
OG0000131	XP_060400530.1, XP_060403026.1, XP_060403198.1	XP_060359611.1	XP_031878455.1, XP_031878456.2, XP_066007694.1	XP_045257747.1, XP_045257748.1, XP_045257749.1, XP_045257750.1	XP_060422270.1, XP_060422273.1, XP_060422425.1, XP_060427310.1, XP_060427311.1	XP_038740696.1	XP_036493097.1, XP_036493099.1, XP_036493100.1	XP_036584534.1, XP_070061790.1
OG0000132	XP_060401101.1	XP_060360166.1	XP_031880231.1, XP_031880413.2, XP_031882996.1, XP_031889936.1, XP_031890551.1	XP_045264038.1, XP_045266427.1, XP_045267108.1, XP_045268138.1, XP_045268660.1, XP_045269568.1	XP_060427930.1	XP_038741408.1	XP_036489915.1, XP_036490303.1, XP_036492220.1, XP_036495022.1, XP_036495265.1, XP_036502714.1	XP_036579130.1
OG0000133	XP_060401446.1, XP_060405570.1	XP_060361960.1	XP_031881970.1, XP_031881973.2, XP_031882082.1, XP_031884029.1, XP_031884031.1	XP_045264158.1, XP_045265189.1, XP_045265190.1	XP_060423512.1	XP_038740462.1, XP_038741362.1, XP_038742937.1, XP_038742938.1	XP_036493065.1, XP_036493745.1, XP_036495806.1, XP_036495807.1	XP_036579512.1, XP_036579519.1
OG0000134			XP_031878558.2, XP_031879738.2, XP_066006734.1, XP_066006763.1, XP_066006841.1, XP_066007109.1, XP_066007209.1, XP_066007383.1, XP_066007480.1, XP_066007570.1, XP_066007699.1, XP_066007708.1, XP_066008211.1, XP_066008223.1, XP_066008714.1, XP_066008720.1, XP_066008869.1, XP_066009049.1, XP_066009341.1, XP_066009729.1	XP_045257322.1			XP_036489319.1	
OG0000135			XP_066008381.1	XP_045257124.1, XP_045257993.1, XP_045260518.1, XP_045260519.1, XP_045262290.1, XP_045263377.1, XP_045263490.1, XP_045263504.1, XP_045264782.1, XP_045264856.1, XP_045265546.1, XP_045266856.1, XP_045266924.1, XP_045269151.1, XP_045269652.1, XP_045271037.1, XP_045271052.1			XP_036499585.1, XP_036499937.1	XP_036589885.1, XP_070060332.1
OG0000136	XP_060389422.1, XP_060395377.1, XP_060400267.1, XP_060401826.1, XP_060403631.1, XP_060404502.1, XP_060404503.1, XP_060404541.1	XP_060359727.1	XP_031875625.1, XP_031876218.1, XP_031876219.1, XP_031878463.1, XP_066007253.1, XP_066007693.1, XP_066007757.1, XP_066009244.1	XP_045258313.1	XP_060422528.1, XP_060424587.1	XP_038740219.1		
OG0000137	XP_060389438.1, XP_060397698.1, XP_060404013.1, XP_060404531.1, XP_060405447.1	XP_060359062.1, XP_060359080.1, XP_060359722.1, XP_060362966.1	XP_031875400.2, XP_031887386.1		XP_060421743.1, XP_060422283.1, XP_060422423.1, XP_060422510.1, XP_060423284.1, XP_060424651.1, XP_060432659.1, XP_060434123.1			XP_036581085.1, XP_036584392.1
OG0000138	XP_060389508.1, XP_060399828.1	XP_060360416.1, XP_060363533.1	XP_031883866.1, XP_031892419.1, XP_031893606.1	XP_045260029.1, XP_045264335.1, XP_045266374.1	XP_060424295.1, XP_060436889.1	XP_038743077.1, XP_038744074.1, XP_038749040.1	XP_036490762.1, XP_036493206.1, XP_036495014.1	XP_036580411.1, XP_070059986.1, XP_070061375.1
OG0000139	XP_060391419.1, XP_060391421.1, XP_060391426.1, XP_060391438.1	XP_060360428.1, XP_060360433.1, XP_060360442.1, XP_060361787.1	XP_031877919.2, XP_031877920.1, XP_066008477.1	XP_045270127.1, XP_045270128.1	XP_060425757.1, XP_060425758.1, XP_060425760.1, XP_060425772.1, XP_060425773.1	XP_038748311.1	XP_036500562.1, XP_036500563.1	
OG0000140	XP_060392404.1	XP_060360421.1, XP_060366142.1	XP_031883658.1, XP_031886437.1, XP_031890477.1	XP_045259405.1, XP_045265504.1, XP_045266601.1, XP_045270912.1	XP_060424924.1, XP_060437267.1	XP_038741762.1, XP_038744937.1, XP_038749857.1	XP_036501870.1, XP_036502711.1	XP_036578287.2, XP_036580083.1, XP_036588729.1, XP_036588794.1
OG0000141	XP_060392573.1, XP_060402835.1	XP_060371544.1	XP_066007228.1, XP_066008187.1, XP_066008222.1, XP_066008506.1	XP_045261602.1, XP_045262993.1, XP_045266384.1	XP_060421606.1, XP_060425443.1, XP_060437112.1, XP_060437113.1		XP_036489222.1, XP_036491952.1, XP_036492204.1, XP_036495150.1, XP_036495238.1	XP_036576868.1, XP_070061883.1
OG0000142	XP_060393407.1, XP_060402604.1	XP_060357578.1, XP_060365800.1	XP_031879805.1, XP_031884947.1, XP_031889924.1	XP_045262179.1, XP_045269779.1, XP_045271348.1	XP_060430447.1, XP_060431923.1	XP_038739464.1, XP_038745994.1, XP_038746290.1	XP_036491494.1, XP_036492717.1, XP_036492837.1	XP_036579887.1, XP_036582334.1, XP_070060920.1
OG0000143	XP_060393934.1, XP_060394008.1, XP_060394533.1	XP_060359781.1, XP_060362641.1, XP_060365059.1	XP_031883125.1, XP_031883833.1, XP_031889746.1	XP_045264840.1, XP_045265074.1, XP_045267117.1	XP_060429828.1, XP_060430044.1, XP_060430105.1	XP_038739238.1, XP_038742306.1	XP_036492295.1, XP_036493496.1, XP_036495792.1	XP_036582532.1
OG0000144	XP_060393978.1, XP_060399056.1, XP_060401142.1	XP_060359655.1, XP_060361625.1, XP_060362612.1, XP_060370058.1	XP_031877258.1, XP_031887529.1	XP_045262464.1, XP_045265947.1	XP_060424506.1, XP_060427891.1, XP_060430084.1	XP_038740746.1, XP_038747213.1, XP_038749918.1	XP_036488256.1, XP_036497676.1	XP_036582031.1, XP_036586535.1
OG0000145	XP_060394186.1	XP_060364035.1, XP_060364945.1	XP_031879543.1, XP_031879966.1, XP_031888158.1, XP_031888490.1	XP_045258128.1, XP_045261174.1, XP_045261894.1, XP_045262875.1	XP_060434697.1	XP_038749178.1, XP_038749898.1	XP_036490778.1, XP_036492036.1, XP_036502223.1, XP_036502660.1	XP_036576744.1, XP_036583828.1, XP_036585491.1
OG0000146	XP_060394446.1, XP_060395095.1, XP_060397022.1, XP_060397212.1, XP_060400846.1	XP_060357088.1, XP_060359367.1, XP_060359368.1	XP_031877556.2, XP_066007105.1, XP_066007331.1, XP_066009128.1, XP_066009276.1	XP_045267154.1, XP_045268140.1	XP_060421408.1, XP_060421646.1, XP_060427347.1			XP_036576551.1, XP_036584613.1, XP_070059855.1
OG0000147	XP_060397035.1, XP_060399567.1	XP_060362098.1, XP_060366094.1	XP_031880067.1, XP_031885603.1, XP_066008113.1	XP_045266544.1, XP_045269205.1, XP_045271008.1	XP_060432726.1, XP_060436692.1	XP_038744544.1, XP_038745855.1, XP_038747791.1, XP_038749048.1	XP_036488866.1, XP_036490977.1, XP_036499958.1	XP_036578891.1, XP_036586925.1
OG0000148	XP_060397116.1, XP_060397720.1, XP_060404369.1	XP_060358483.1, XP_060362224.1	XP_031883138.1, XP_031888635.1, XP_066007207.1	XP_045259911.1, XP_045263425.1	XP_060422699.1, XP_060430277.1, XP_060436776.1	XP_038740736.1, XP_038744702.1, XP_038746479.1	XP_036494079.1, XP_036495488.1, XP_036498689.1	XP_036576663.1, XP_036582049.1
OG0000149	XP_060397400.1	XP_060364872.1	XP_031878823.2, XP_031889038.1	XP_045256651.1, XP_045263373.1, XP_045263374.1, XP_045265420.1, XP_045265422.1, XP_045265423.1, XP_045266099.1, XP_045267475.1, XP_045268809.1		XP_038742068.1, XP_038744469.1	XP_036490766.1, XP_036494972.1, XP_036497533.1, XP_036498354.1	XP_036575944.1, XP_036576981.1
OG0000150	XP_060397411.1	XP_060364878.1	XP_031875235.2, XP_031875324.1, XP_031875345.1, XP_031875377.2, XP_031892065.1, XP_066006806.1, XP_066006964.1, XP_066007001.1, XP_066007053.1, XP_066007066.1, XP_066008230.1	XP_045260460.1	XP_060430974.1	XP_038740497.1	XP_036487754.1, XP_036487760.1, XP_036487788.1, XP_036496497.1	XP_036578055.1
OG0000151	XP_060397674.1, XP_060399256.1	XP_060363019.1, XP_060366703.1	XP_031878686.1, XP_031882174.1, XP_031882334.1, XP_031893502.1	XP_045263000.1, XP_045263523.1, XP_045263530.1, XP_045267237.1	XP_060425394.1, XP_060427403.1	XP_038739313.1, XP_038746533.1	XP_036494524.1, XP_036494774.1, XP_036497381.1, XP_036498310.1	XP_036576471.1
OG0000152	XP_060401508.1, XP_060401753.1	XP_060360107.1, XP_060363946.1			XP_060421572.1, XP_060427235.1	XP_038741274.1, XP_038741533.1, XP_038741775.1, XP_038741787.1, XP_038741965.1, XP_038742304.1, XP_038742825.1, XP_038745187.1, XP_038747130.1, XP_038747595.1, XP_038747694.1, XP_038749539.1, XP_038750150.1		XP_036575518.1, XP_036588522.1
OG0000153	XP_060389419.1		XP_066006728.1, XP_066006750.1, XP_066006868.1, XP_066006881.1, XP_066006999.1, XP_066007295.1, XP_066007337.1, XP_066007354.1, XP_066008349.1, XP_066008528.1, XP_066008669.1, XP_066008689.1, XP_066008771.1, XP_066008934.1					XP_036577783.1, XP_036581453.1, XP_036584057.1, XP_070059948.1, XP_070061261.1
OG0000154	XP_060389848.1, XP_060401200.1	XP_060362133.1, XP_060365257.1	XP_031887772.1, XP_031888847.1, XP_031893119.1	XP_045258497.1, XP_045262413.1, XP_045267240.1	XP_060429061.1, XP_060435826.1	XP_038739316.1, XP_038746585.1, XP_038751114.1	XP_036494146.1, XP_036498518.1, XP_036498647.1	XP_070060474.1, XP_070062618.1
OG0000155	XP_060390054.1, XP_060399027.1	XP_060360090.1	XP_031884753.1, XP_031888011.2, XP_031888162.1	XP_045260166.1, XP_045261260.1	XP_060422475.1, XP_060426769.1, XP_060426770.1, XP_060427849.1	XP_038741478.1, XP_038748080.1	XP_036490678.1, XP_036490785.1, XP_036493250.1	XP_036575166.1, XP_036578283.1, XP_070061173.1
OG0000156	XP_060390414.1, XP_060400557.1	XP_060358281.1, XP_060369356.1	XP_031877449.1, XP_031882714.1, XP_031891987.1	XP_045260444.1, XP_045265793.1, XP_045267623.1	XP_060421880.1, XP_060431367.1	XP_038740509.1, XP_038746874.1, XP_038748618.1	XP_036495587.1, XP_036501147.1, XP_036502175.1	XP_036585166.1, XP_070061833.1
OG0000157	XP_060391369.1, XP_060403783.1	XP_060361753.1, XP_060368646.1	XP_066008341.1, XP_066008694.1	XP_045257315.1, XP_045259408.1, XP_045259878.1, XP_045270121.1	XP_060422653.1, XP_060425717.1, XP_060434820.1		XP_036493669.1, XP_036496190.1, XP_036499525.1, XP_036500358.1, XP_036501321.1	XP_036580082.1, XP_070060905.1
OG0000158	XP_060393678.1, XP_060403201.1, XP_060404962.1		XP_031887831.1, XP_031892152.1	XP_045257707.1, XP_045260524.1, XP_045261225.1	XP_060422543.1	XP_038741442.1, XP_038742332.1	XP_036490956.1, XP_036496419.1	XP_036574891.1, XP_036574899.1, XP_036580147.2, XP_036584425.1, XP_036584435.1, XP_036584493.2, XP_036586816.1
OG0000159	XP_060395315.1	XP_060357868.1, XP_060357869.1	XP_031878843.1, XP_031878844.1, XP_066007555.1, XP_066008798.1	XP_045257936.1, XP_045258502.1, XP_045261060.1, XP_045261793.1, XP_045265217.1	XP_060427666.1	XP_038747659.1, XP_038750911.1	XP_036488538.1, XP_036494422.1, XP_036495994.1, XP_036497407.1	XP_036579325.1
OG0000160	XP_060396290.1, XP_060397918.1	XP_060368549.1	XP_031877326.1, XP_031877513.1, XP_031889518.2	XP_045256694.1, XP_045259057.1, XP_045265070.1	XP_060423084.1, XP_060424925.1, XP_060433591.1	XP_038739928.1, XP_038750954.1	XP_036492488.1, XP_036493326.1, XP_036497074.1	XP_036577773.1, XP_036577774.1, XP_036582190.1
OG0000161	XP_060396457.1, XP_060400956.1, XP_060405487.1	XP_060363988.1, XP_060370351.1	XP_031880766.1, XP_031886505.1, XP_031892580.1	XP_045262216.1, XP_045265487.1, XP_045270352.1	XP_060431759.1, XP_060432016.1	XP_038745894.1, XP_038750617.1	XP_036493811.1, XP_036497140.1, XP_036501964.1	XP_070061213.1, XP_070062508.1
OG0000162	XP_060397286.1, XP_060400629.1	XP_060358467.1, XP_060359718.1	XP_031876205.2, XP_031876288.1, XP_031878810.1, XP_031879298.2, XP_066006936.1	XP_045261732.1, XP_045267737.1	XP_060421305.1, XP_060421827.1, XP_060422261.1, XP_060424598.1	XP_038746043.1, XP_038746951.1	XP_036497552.1, XP_036501451.1	XP_070060187.1
OG0000163	XP_060399088.1, XP_060400018.1, XP_060402422.1	XP_060364541.1, XP_060369676.1	XP_031891952.1, XP_031891955.1	XP_045264751.1	XP_060432149.1, XP_060435270.1	XP_038741373.1, XP_038741374.1, XP_038742288.1, XP_038745369.1, XP_038745607.1, XP_038751612.1, XP_038751950.1	XP_036495352.1, XP_036496168.1, XP_036496169.1	
OG0000164	XP_060401230.1	XP_060365226.1	XP_031875936.2, XP_031883553.1, XP_031886348.1, XP_031887623.2, XP_031892619.2	XP_045256343.1, XP_045262404.1, XP_045270027.1, XP_045271038.1	XP_060429028.1, XP_060432699.1	XP_038748207.1, XP_038751150.1	XP_036490931.1, XP_036498727.1, XP_036499054.1, XP_036499938.1	XP_036580007.2
OG0000165		XP_060363164.1	XP_066006862.1, XP_066006979.1, XP_066007652.1, XP_066007836.1, XP_066007853.1, XP_066008300.1, XP_066008504.1, XP_066009366.1, XP_066009775.1				XP_036492104.1	XP_036574754.1, XP_036582290.2, XP_036585418.1, XP_036588078.1, XP_070060424.1, XP_070061253.1, XP_070061528.1, XP_070061935.1, XP_070062288.1
OG0000166			XP_031880956.1, XP_031881090.1, XP_031881091.1, XP_031881093.1, XP_031881118.1, XP_031881119.2, XP_031881120.1	XP_045268990.1, XP_045268991.1, XP_045268992.1, XP_045268993.1, XP_045268994.1, XP_045268995.1		XP_038749579.1, XP_038749581.1, XP_038749582.1	XP_036498143.1, XP_036498146.1, XP_036498147.1, XP_036498148.1	
OG0000167			XP_031881202.2, XP_066006833.1, XP_066007082.1, XP_066007183.1, XP_066007453.1, XP_066007495.1, XP_066007510.1, XP_066007591.1, XP_066007651.1, XP_066007835.1, XP_066007852.1, XP_066007956.1, XP_066008299.1, XP_066008450.1, XP_066008505.1, XP_066009288.1, XP_066009300.1, XP_066009400.1, XP_066009770.1	XP_045261953.1				
OG0000168						XP_038747449.1, XP_038750866.1		XP_036574755.1, XP_036575903.2, XP_036575983.2, XP_036579975.1, XP_036588237.1, XP_070059925.1, XP_070060423.1, XP_070060505.1, XP_070060837.1, XP_070060937.1, XP_070061047.1, XP_070061092.1, XP_070061154.1, XP_070061308.1, XP_070061515.1, XP_070061782.1, XP_070062076.1, XP_070062200.1
OG0000169	XP_060389429.1, XP_060392472.1	XP_060361129.1	XP_031877736.2, XP_066009579.1	XP_045256494.1, XP_045263453.1	XP_060423970.1, XP_060423971.1, XP_060427682.1, XP_060427684.1, XP_060432350.1, XP_060432351.1, XP_060432353.1, XP_060432354.1, XP_060432355.1, XP_060437202.1	XP_038748846.1	XP_036497798.1	
OG0000170	XP_060389928.1, XP_060391362.1, XP_060391786.1	XP_060361746.1, XP_060362435.1, XP_060363471.1	XP_031884243.1, XP_031889512.1	XP_045262940.1, XP_045265064.1	XP_060425710.1, XP_060433416.1, XP_060435895.1	XP_038740584.1	XP_036491773.1, XP_036491774.1, XP_036501767.1	XP_036577200.1, XP_036578624.1
OG0000171	XP_060390375.1, XP_060402236.1	XP_060360139.1	XP_031879658.2, XP_031884556.1	XP_045257390.1, XP_045269583.1	XP_060424740.1, XP_060429262.1, XP_060433871.1	XP_038739674.1, XP_038745850.1, XP_038748590.1, XP_038748624.1, XP_038750052.1	XP_036493192.1	XP_036577665.2, XP_036587722.1, XP_070061185.1
OG0000172	XP_060390412.1, XP_060397859.1, XP_060398059.1	XP_060360212.1, XP_060367126.1, XP_060369355.1	XP_031882352.1, XP_031882708.1	XP_045265794.1, XP_045266696.1	XP_060430143.1, XP_060431369.1, XP_060432397.1	XP_038748619.1, XP_038751888.1	XP_036489091.1, XP_036501146.1	XP_036585165.1, XP_070062206.1
OG0000173	XP_060390439.1, XP_060390441.1, XP_060391385.1, XP_060391546.1, XP_060391684.1, XP_060392434.1, XP_060394023.1, XP_060395116.1, XP_060395170.1, XP_060397234.1, XP_060397240.1, XP_060399650.1, XP_060399741.1, XP_060400410.1, XP_060400411.1, XP_060402449.1, XP_060402989.1, XP_060403309.1	XP_060369856.1						
OG0000174	XP_060391302.1, XP_060399878.1, XP_060403281.1	XP_060359897.1, XP_060362841.1	XP_031876358.1, XP_031879226.1	XP_045266193.1, XP_045271027.1	XP_060423650.1, XP_060423957.1	XP_038740605.1, XP_038743304.1, XP_038749826.1	XP_036488124.1, XP_036499011.1	XP_036581105.1, XP_036588497.1, XP_070060701.1
OG0000175	XP_060391567.1, XP_060399617.1	XP_060360608.1, XP_060363664.1	XP_031877898.2, XP_031886168.1, XP_031886170.1	XP_045265726.1, XP_045270053.1, XP_045271158.1	XP_060429595.1, XP_060432683.1	XP_038748259.1	XP_036494605.1, XP_036498973.1, XP_036499255.1	XP_036574966.1, XP_036579948.1, XP_036581039.2
OG0000176	XP_060392352.1, XP_060401248.1	XP_060366190.1	XP_031886177.1	XP_045261945.1, XP_045265727.1, XP_045266063.1, XP_045268153.1, XP_045268222.1, XP_045268417.1	XP_060432988.1, XP_060437308.1	XP_038739056.1	XP_036487949.1, XP_036494598.1	XP_036574659.1, XP_036582082.2, XP_036587391.1, XP_070061738.1
OG0000177	XP_060393648.1, XP_060393649.1, XP_060395264.1, XP_060402162.1	XP_060360012.1, XP_060360013.1, XP_060363728.1	XP_066007917.1, XP_066009403.1	XP_045257602.1	XP_060421785.1, XP_060421786.1, XP_060422301.1, XP_060434239.1	XP_038739673.1	XP_036491963.1, XP_036497203.1	XP_036577787.1, XP_036583664.1
