Orthogroup	Colletotrichum_acutatum	Colletotrichum_abscissum
OG0000303	XP_060371171.1	XP_060398437.1
OG0000304	XP_060357162.1	XP_060398935.1
OG0000305	XP_060357976.1	XP_060398954.1
OG0000305	XP_060364821.1	XP_060405683.1
OG0000306	XP_060365992.1	XP_060399233.1
OG0000307	XP_060358890.1	XP_060402160.1
OG0000307	XP_060358040.1	XP_060399378.1
OG0000308	XP_060364562.1	XP_060399706.1
OG0000309	XP_060358305.1	XP_060399986.1
OG0000309	XP_060358296.1	XP_060399978.1
OG0000309	XP_060358298.1	XP_060399980.1
OG0000310	XP_060358326.1	XP_060402636.1
OG0000311	XP_060370454.1	XP_060401065.1
OG0000312	XP_060358011.1	XP_060401323.1
OG0000312	XP_060359305.1	XP_060404432.1
OG0000313	XP_060358664.1	XP_060402313.1
OG0000313	XP_060358009.1	XP_060401326.1
OG0000314	XP_060357574.1	XP_060402609.1
OG0000314	XP_060365296.1	XP_060401701.1
OG0000315	XP_060367842.1	XP_060405158.1
OG0000315	XP_060358227.1	XP_060402231.1
OG0000316	XP_060360279.1	XP_060403118.1
OG0000316	XP_060364444.1	XP_060403549.1
OG0000318	XP_060369793.1	XP_060406555.1
OG0000318	XP_060364467.1	XP_060403527.1
OG0000319	XP_060359427.1	XP_060405923.1
OG0000319	XP_060361703.1	XP_060404837.1
OG0000322	XP_060371402.1	XP_060406256.1
OG0000325	XP_060362978.1	XP_060400015.1, XP_060389480.1, XP_060399481.1, XP_060402864.1
OG0000326	XP_060371052.1	XP_060404633.1
OG0000327	XP_060365183.1	XP_060401273.1
OG0000327	XP_060369245.1	XP_060389544.1
OG0000328	XP_060369634.1	XP_060389598.1
OG0000329	XP_060361786.1	XP_060391418.1
OG0000329	XP_060369595.1	XP_060389645.1
OG0000330	XP_060361240.1, XP_060361467.1	XP_060393547.1
OG0000331	XP_060361078.1	XP_060395123.1
OG0000331	XP_060357680.1	XP_060390048.1
OG0000332	XP_060359381.1	XP_060390110.1
OG0000332	XP_060364228.1	XP_060404295.1
OG0000334	XP_060357115.1	XP_060396804.1, XP_060390440.1, XP_060394024.1, XP_060391685.1, XP_060395169.1, XP_060394426.1, XP_060395462.1, XP_060402988.1, XP_060401717.1, XP_060400409.1, XP_060399742.1, XP_060396803.1, XP_060392433.1
OG0000335	XP_060365784.1	XP_060395656.1
OG0000335	XP_060369226.1	XP_060394683.1, XP_060390742.1
OG0000336	XP_060370648.1	XP_060390786.1
OG0000336	XP_060368199.1	XP_060400120.1, XP_060401287.1
OG0000337	XP_060366163.1	XP_060392384.1
OG0000337	XP_060367351.1	XP_060390926.1
OG0000338	XP_060357336.1	XP_060390977.1
OG0000338	XP_060362055.1	XP_060393109.1
OG0000339	XP_060364907.1	XP_060397443.1
OG0000339	XP_060358170.1	XP_060390998.1
OG0000340	XP_060357429.1	XP_060401459.1
OG0000340	XP_060366398.1	XP_060391057.1
OG0000341	XP_060359278.1	XP_060393009.1
OG0000341	XP_060357663.1	XP_060391225.1
OG0000342	XP_060361779.1	XP_060391411.1
OG0000343	XP_060364849.1	XP_060405653.1
OG0000343	XP_060360764.1	XP_060391533.1
OG0000344	XP_060363658.1	XP_060391573.1
OG0000344	XP_060365895.1	XP_060400001.1
OG0000345	XP_060357405.1	XP_060400678.1
OG0000345	XP_060363606.1	XP_060391626.1
OG0000346	XP_060357982.1	XP_060398945.1
OG0000346	XP_060369034.1	XP_060391744.1
OG0000347	XP_060363683.1	XP_060391835.1
OG0000348	XP_060359676.1	XP_060391917.1
OG0000348	XP_060357983.1	XP_060398944.1
OG0000349	XP_060362574.1	XP_060392050.1
OG0000349	XP_060357503.1	XP_060402723.1
OG0000350	XP_060362810.1	XP_060392127.1
OG0000352	XP_060361113.1	XP_060392489.1
OG0000352	XP_060364201.1	XP_060404203.1
OG0000353	XP_060371662.1	XP_060392718.1
OG0000354	XP_060371686.1	XP_060392743.1
OG0000354	XP_060365224.1	XP_060401232.1
OG0000354	XP_060360335.1	XP_060393759.1
OG0000355	XP_060366507.1	XP_060392789.1
OG0000355	XP_060363705.1	XP_060393668.1
OG0000356	XP_060362201.1	XP_060397746.1
OG0000356	XP_060370688.1	XP_060392915.1
OG0000357	XP_060357470.1	XP_060401858.1
OG0000358	XP_060357469.1	XP_060401859.1
OG0000359	XP_060359363.1	XP_060393449.1, XP_060395488.1, XP_060393448.1, XP_060393447.1
OG0000360	XP_060363846.1	XP_060396529.1
OG0000360	XP_060362636.1	XP_060394005.1
OG0000361	XP_060362637.1	XP_060394006.1
OG0000361	XP_060365159.1	XP_060395869.1
OG0000362	XP_060361983.1	XP_060394083.1
OG0000363	XP_060364956.1	XP_060394950.1
OG0000363	XP_060357033.1	XP_060399944.1
OG0000364	XP_060361098.1	XP_060395144.1
OG0000364	XP_060364963.1	XP_060394958.1
OG0000365	XP_060357925.1, XP_060357924.1	XP_060395082.1
OG0000366	XP_060358860.1	XP_060402150.1, XP_060395099.1, XP_060402854.1, XP_060401819.1
OG0000366	XP_060358859.1	XP_060403194.1, XP_060401818.1, XP_060402859.1, XP_060401817.1
OG0000367	XP_060367091.1	XP_060397895.1
OG0000367	XP_060361097.1	XP_060395143.1
OG0000368	XP_060359462.1	XP_060395164.1
OG0000369	XP_060366810.1	XP_060405864.1
OG0000369	XP_060360568.1	XP_060395218.1
OG0000370	XP_060360570.1	XP_060395220.1
OG0000370	XP_060366808.1	XP_060405866.1
OG0000371	XP_060357080.1	XP_060395378.1
OG0000373	XP_060357393.1	XP_060397053.1
OG0000373	XP_060365563.1	XP_060395527.1
OG0000374	XP_060370555.1	XP_060398593.1
OG0000375	XP_060362532.1	XP_060402243.1
OG0000375	XP_060364189.1	XP_060395695.1
OG0000376	XP_060364182.1	XP_060395702.1
OG0000378	XP_060364927.1	XP_060397465.1
OG0000379	XP_060368769.1	XP_060398232.1
OG0000379	XP_060365751.1	XP_060396346.1
OG0000380	XP_060365740.1	XP_060396357.1
OG0000381	XP_060360805.1	XP_060396907.1
OG0000381	XP_060362213.1	XP_060397732.1
OG0000382	XP_060367170.1	XP_060397808.1
OG0000382	XP_060357059.1	XP_060401493.1
OG0000383	XP_060363902.1	XP_060401554.1
OG0000383	XP_060364698.1	XP_060398335.1
OG0000383	XP_060358688.1	XP_060398998.1
OG0000383	XP_060358266.1	XP_060401294.1
OG0000384	XP_060361517.1	XP_060398761.1
OG0000384	XP_060365264.1	XP_060401195.1
OG0000386	XP_060357019.1	XP_060399018.1
OG0000387	XP_060370131.1	XP_060399136.1
OG0000387	XP_060362689.1	XP_060401356.1
OG0000388	XP_060359502.1	XP_060399319.1
OG0000388	XP_060357345.1	XP_060402201.1
OG0000389	XP_060360601.1	XP_060399609.1
OG0000390	XP_060366857.1	XP_060402778.1
OG0000390	XP_060358448.1	XP_060399664.1
OG0000391	XP_060358291.1	XP_060399974.1
OG0000392	XP_060368045.1	XP_060400507.1
OG0000392	XP_060358276.1	XP_060400563.1
OG0000393	XP_060357521.1	XP_060400670.1
OG0000393	XP_060358138.1	XP_060404243.1
OG0000394	XP_060361884.1	XP_060404151.1
OG0000394	XP_060363896.1	XP_060401560.1
OG0000395	XP_060364485.1	XP_060403505.1
OG0000395	XP_060362508.1	XP_060402266.1
OG0000396	XP_060359083.1	XP_060402954.1
OG0000397	XP_060359108.1	XP_060402978.1
OG0000397	XP_060365381.1	XP_060404799.1
OG0000397	XP_060361153.1	XP_060403375.1
OG0000398	XP_060363387.1	XP_060403132.1
OG0000398	XP_060364501.1	XP_060403489.1
OG0000399	XP_060371310.1	XP_060406147.1
OG0000400	XP_060367196.1	XP_060403987.1
OG0000401	XP_060365603.1	XP_060405046.1
OG0000402	XP_060367739.1	XP_060405259.1
OG0000403	XP_060369796.1	XP_060406552.1
OG0000408	XP_060359336.1	XP_060389394.1, XP_060404952.1
OG0000409	XP_060363695.1, XP_060363696.1	XP_060389430.1
OG0000410	XP_060361157.1	XP_060403379.1
OG0000412	XP_060365897.1	XP_060393250.1
OG0000412	XP_060360423.1	XP_060389503.1
OG0000413	XP_060360420.1	XP_060389504.1
OG0000414	XP_060369470.1	XP_060389766.1
OG0000414	XP_060357800.1	XP_060399364.1
OG0000415	XP_060362158.1	XP_060389824.1
OG0000415	XP_060358370.1	XP_060397347.1
OG0000416	XP_060362155.1	XP_060389826.1
OG0000416	XP_060364994.1	XP_060394464.1
OG0000417	XP_060359878.1	XP_060391323.1
OG0000418	XP_060370769.1	XP_060390686.1
OG0000418	XP_060359192.1	XP_060390221.1
OG0000419	XP_060368116.1	XP_060391991.1
OG0000419	XP_060364342.1	XP_060390889.1
OG0000420	XP_060365478.1	XP_060395613.1
OG0000420	XP_060364344.1	XP_060390891.1
OG0000421	XP_060360389.1, XP_060360967.1	XP_060391033.1
OG0000421	XP_060358593.1	XP_060396922.1
OG0000422	XP_060360399.1	XP_060391045.1
OG0000422	XP_060361106.1	XP_060395154.1
OG0000423	XP_060366392.1	XP_060391063.1
OG0000423	XP_060358898.1	XP_060391464.1
OG0000424	XP_060357662.1	XP_060391226.1
OG0000425	XP_060357073.1	XP_060395358.1
OG0000426	XP_060362573.1	XP_060392051.1
OG0000426	XP_060366989.1	XP_060402539.1
OG0000426	XP_060367913.1	XP_060397130.1
OG0000427	XP_060371630.1	XP_060392684.1
OG0000428	XP_060363820.1	XP_060397938.1
OG0000428	XP_060363876.1	XP_060392842.1
OG0000429	XP_060368846.1	XP_060398136.1
OG0000429	XP_060362035.1	XP_060393088.1
OG0000430	XP_060360142.1	XP_060393483.1
OG0000431	XP_060357025.1	XP_060399760.1
OG0000431	XP_060363130.1	XP_060404421.1, XP_060397306.1
OG0000431	XP_060361802.1	XP_060402583.1
OG0000431	XP_060361486.1	XP_060393528.1
OG0000432	XP_060361599.1	XP_060394998.1, XP_060395035.1
OG0000432	XP_060363336.1	XP_060393585.1
OG0000433	XP_060363357.1	XP_060393603.1
OG0000434	XP_060359778.1	XP_060393931.1
OG0000434	XP_060357179.1	XP_060395071.1
OG0000435	XP_060359791.1	XP_060393944.1
OG0000436	XP_060359804.1	XP_060393956.1
OG0000437	XP_060363516.1	XP_060399845.1
OG0000437	XP_060362651.1	XP_060394018.1
OG0000438	XP_060362008.1	XP_060394061.1
OG0000438	XP_060364439.1	XP_060403553.1
OG0000439	XP_060363199.1	XP_060394138.1
OG0000440	XP_060363209.1	XP_060394149.1
OG0000441	XP_060365032.1	XP_060394500.1
OG0000442	XP_060358951.1	XP_060394562.1
OG0000443	XP_060362967.1	XP_060402136.1, XP_060400531.1, XP_060403599.1, XP_060402862.1, XP_060402496.1, XP_060399224.1, XP_060402507.1, XP_060398514.1, XP_060396186.1, XP_060394571.1, XP_060405462.1
OG0000444	XP_060357085.1, XP_060359366.1	XP_060400845.1, XP_060400834.1, XP_060394574.1, XP_060397498.1
OG0000445	XP_060361460.1	XP_060396841.1
OG0000445	XP_060357275.1	XP_060399331.1
OG0000446	XP_060357854.1	XP_060395297.1
OG0000446	XP_060357376.1	XP_060394987.1
OG0000447	XP_060361608.1	XP_060395045.1
OG0000448	XP_060361620.1	XP_060395055.1
OG0000448	XP_060362919.1	XP_060405341.1
OG0000449	XP_060359448.1	XP_060395182.1
OG0000449	XP_060361626.1	XP_060401143.1
OG0000450	XP_060357858.1	XP_060395301.1
OG0000450	XP_060370072.1	XP_060399073.1
OG0000451	XP_060358403.1	XP_060395340.1, XP_060395339.1
OG0000452	XP_060364167.1	XP_060395717.1
OG0000453	XP_060357838.1	XP_060395980.1
OG0000453	XP_060364483.1	XP_060403507.1
OG0000454	XP_060368407.1	XP_060396141.1
OG0000454	XP_060357471.1	XP_060401857.1
OG0000455	XP_060363118.1	XP_060397317.1
OG0000456	XP_060357961.1	XP_060401306.1
OG0000456	XP_060364901.1	XP_060397437.1
OG0000457	XP_060357690.1	XP_060402930.1
OG0000457	XP_060362267.1	XP_060398848.1
OG0000457	XP_060362232.1	XP_060397713.1
OG0000458	XP_060367161.1	XP_060397819.1
OG0000459	XP_060368749.1	XP_060398255.1
OG0000460	XP_060357103.1	XP_060398748.1, XP_060404338.1
OG0000461	XP_060357226.1	XP_060398925.1
OG0000463	XP_060360609.1	XP_060399618.1
OG0000463	XP_060363002.1	XP_060399271.1
OG0000464	XP_060368449.1	XP_060401804.1
OG0000464	XP_060358931.1	XP_060399404.1
OG0000465	XP_060358439.1	XP_060399657.1
OG0000466	XP_060364572.1	XP_060399696.1, XP_060399695.1
OG0000467	XP_060365894.1	XP_060400000.1
OG0000467	XP_060371283.1	XP_060406119.1
OG0000468	XP_060371799.1	XP_060400425.1
OG0000470	XP_060360168.1, XP_060360167.1	XP_060401102.1
OG0000471	XP_060358739.1	XP_060401175.1
OG0000471	XP_060359612.1	XP_060403028.1
OG0000472	XP_060365246.1	XP_060401212.1
OG0000473	XP_060361380.1	XP_060404112.1
OG0000474	XP_060357770.1	XP_060401487.1
OG0000474	XP_060359988.1	XP_060404460.1
OG0000475	XP_060358128.1	XP_060401889.1
OG0000476	XP_060359765.1	XP_060402696.1
OG0000477	XP_060359606.1	XP_060403021.1
OG0000478	XP_060359607.1	XP_060403022.1
OG0000479	XP_060364275.1	XP_060404346.1
OG0000479	XP_060364461.1	XP_060403532.1
OG0000481	XP_060362761.1	XP_060404514.1
OG0000482	XP_060359657.1	XP_060405639.1
OG0000482	XP_060361701.1	XP_060404835.1
OG0000483	XP_060357079.1	XP_060405562.1
OG0000484	XP_060364601.1	XP_060405762.1
OG0000484	XP_060364600.1	XP_060405760.1
OG0000489	XP_060358867.1	XP_060389376.1, XP_060405470.1, XP_060402132.1, XP_060404522.1
OG0000489	XP_060362281.1	XP_060398868.1
OG0000492	XP_060361342.1	XP_060404067.1
OG0000492	XP_060357205.1	XP_060390010.1
OG0000493	XP_060365350.1	XP_060401639.1
OG0000493	XP_060366726.1	XP_060390309.1
OG0000494	XP_060367148.1	XP_060397834.1
OG0000494	XP_060369361.1	XP_060390421.1
OG0000495	XP_060364350.1	XP_060390896.1
OG0000496	XP_060358479.1	XP_060404373.1
OG0000496	XP_060366403.1, XP_060366402.1	XP_060391053.1
OG0000497	XP_060362211.1	XP_060397735.1
OG0000497	XP_060366393.1	XP_060391062.1
OG0000497	XP_060367565.1	XP_060401897.1
OG0000498	XP_060357655.1	XP_060391232.1
OG0000499	XP_060363077.1, XP_060363076.1	XP_060391250.1
OG0000500	XP_060357122.1	XP_060391753.1, XP_060404484.1
OG0000501	XP_060365340.1	XP_060401649.1
OG0000502	XP_060362770.1	XP_060392167.1
OG0000503	XP_060371509.1	XP_060392532.1
OG0000504	XP_060371554.1	XP_060392583.1, XP_060392584.1
OG0000505	XP_060371640.1	XP_060392696.1
OG0000506	XP_060362076.1	XP_060393133.1
OG0000506	XP_060362075.1	XP_060393132.1
OG0000507	XP_060363354.1	XP_060393600.1
OG0000507	XP_060365899.1	XP_060393252.1
OG0000508	XP_060365942.1	XP_060393298.1
OG0000508	XP_060359476.1	XP_060404223.1
OG0000509	XP_060365943.1	XP_060393299.1
OG0000509	XP_060359477.1	XP_060404224.1
OG0000510	XP_060363359.1	XP_060393605.1
OG0000511	XP_060359157.1	XP_060393852.1
OG0000512	XP_060361246.1	XP_060393919.1
OG0000513	XP_060361998.1	XP_060394068.1
OG0000514	XP_060364081.1	XP_060394235.1
OG0000515	XP_060370935.1, XP_060370936.1	XP_060394304.1
OG0000516	XP_060372002.1	XP_060394420.1
OG0000518	XP_060360744.1	XP_060396026.1
OG0000518	XP_060368262.1	XP_060394689.1
OG0000519	XP_060367588.1	XP_060394864.1
OG0000522	XP_060361918.1	XP_060404287.1
OG0000524	XP_060368751.1	XP_060398253.1
OG0000524	XP_060357091.1	XP_060395499.1
OG0000525	XP_060366660.1	XP_060397631.1
OG0000525	XP_060365493.1	XP_060395600.1
OG0000526	XP_060364115.1	XP_060395767.1
OG0000527	XP_060365167.1	XP_060395862.1
OG0000528	XP_060357837.1	XP_060395981.1
OG0000529	XP_060360266.1	XP_060396096.1
OG0000530	XP_060364003.1	XP_060396474.1
OG0000531	XP_060357934.1	XP_060402949.1
OG0000531	XP_060361429.1	XP_060396959.1
OG0000533	XP_060367937.1	XP_060397106.1
OG0000534	XP_060367889.1, XP_060367888.1	XP_060397156.1
OG0000536	XP_060361951.1	XP_060405581.1
OG0000536	XP_060362020.1	XP_060397272.1
OG0000537	XP_060362196.1	XP_060397752.1, XP_060397287.1
OG0000538	XP_060363951.1	XP_060401503.1
OG0000539	XP_060366684.1	XP_060397656.1
OG0000539	XP_060366683.1	XP_060397655.1
OG0000540	XP_060362188.1	XP_060397759.1
OG0000541	XP_060362177.1	XP_060397770.1
OG0000542	XP_060367169.1	XP_060397809.1
OG0000542	XP_060367826.1	XP_060405172.1
OG0000543	XP_060370538.1	XP_060398609.1
OG0000543	XP_060370536.1	XP_060398611.1
OG0000544	XP_060357970.1	XP_060398964.1
OG0000545	XP_060357453.1	XP_060399336.1
OG0000545	XP_060368071.1	XP_060406460.1
OG0000547	XP_060364226.1	XP_060404292.1
OG0000548	XP_060363551.1	XP_060399807.1
OG0000549	XP_060363515.1	XP_060399846.1
OG0000550	XP_060358531.1	XP_060399863.1
OG0000551	XP_060361008.1	XP_060399891.1
OG0000552	XP_060368210.1	XP_060400107.1
OG0000553	XP_060358169.1	XP_060400615.1
OG0000554	XP_060370361.1	XP_060400966.1
OG0000555	XP_060358267.1	XP_060401295.1
OG0000556	XP_060358014.1	XP_060401320.1
OG0000557	XP_060357426.1, XP_060357425.1	XP_060401462.1
OG0000558	XP_060360097.1	XP_060401743.1
OG0000559	XP_060358120.1	XP_060401879.1
OG0000560	XP_060358606.1	XP_060402185.1
OG0000561	XP_060369657.1	XP_060402443.1
OG0000563	XP_060366854.1	XP_060402775.1
OG0000564	XP_060366895.1, XP_060366896.1	XP_060402812.1
OG0000565	XP_060359091.1	XP_060402961.1
OG0000566	XP_060359609.1	XP_060403024.1
OG0000568	XP_060362866.1	XP_060403254.1
OG0000569	XP_060362837.1	XP_060403285.1
OG0000570	XP_060360970.1	XP_060406352.1, XP_060403821.1
OG0000571	XP_060357271.1	XP_060406490.1
OG0000572	XP_060357173.1	XP_060404266.1
OG0000573	XP_060358500.1	XP_060404352.1
OG0000574	XP_060359306.1	XP_060404431.1
OG0000575	XP_060371041.1	XP_060404644.1
OG0000576	XP_060365442.1	XP_060404737.1
OG0000577	XP_060361721.1	XP_060404854.1
OG0000578	XP_060367818.1	XP_060405178.1
OG0000579	XP_060366339.1	XP_060405500.1
OG0000580	XP_060362387.1	XP_060406017.1
OG0000580	XP_060362388.1	XP_060406018.1
OG0000581	XP_060361055.1	XP_060406471.1
OG0000586	XP_060357232.1	XP_060398745.1
OG0000587	XP_060358207.1	XP_060405012.1
OG0000587	XP_060358208.1	XP_060389426.1
OG0000588	XP_060366794.1	XP_060389434.1, XP_060405433.1, XP_060402497.1, XP_060404022.1, XP_060405880.1
OG0000589	XP_060367827.1	XP_060405171.1
OG0000589	XP_060360408.1	XP_060389511.1
OG0000590	XP_060369599.1	XP_060389640.1
OG0000591	XP_060369580.1	XP_060389661.1
OG0000592	XP_060362151.1	XP_060389829.1
OG0000593	XP_060362132.1	XP_060389849.1
OG0000594	XP_060367833.1	XP_060405165.1
OG0000594	XP_060367834.1, XP_060362128.1	XP_060389853.1
OG0000595	XP_060363446.1	XP_060389955.1
OG0000596	XP_060359575.1	XP_060389973.1
OG0000597	XP_060357163.1	XP_060398934.1
OG0000597	XP_060360043.1	XP_060389999.1
OG0000598	XP_060363020.1, XP_060367367.1, XP_060367368.1	XP_060390083.1
OG0000598	XP_060364733.1	XP_060398289.1
OG0000599	XP_060368265.1	XP_060394692.1
OG0000599	XP_060357220.1	XP_060390151.1
OG0000600	XP_060366761.1, XP_060366763.1	XP_060390272.1
OG0000601	XP_060369297.1	XP_060390344.1
OG0000602	XP_060360847.1	XP_060396864.1
OG0000603	XP_060361699.1	XP_060404833.1
OG0000603	XP_060366247.1	XP_060390610.1
OG0000604	XP_060366108.1	XP_060392450.1
OG0000604	XP_060369227.1	XP_060390743.1
OG0000605	XP_060366580.1	XP_060390790.1
OG0000606	XP_060372023.1	XP_060394438.1
OG0000606	XP_060358506.1	XP_060390960.1
OG0000607	XP_060358178.1, XP_060358177.1	XP_060391005.1
OG0000608	XP_060359895.1	XP_060391304.1
OG0000608	XP_060357555.1	XP_060404270.1
OG0000609	XP_060359892.1	XP_060391307.1
OG0000610	XP_060361774.1	XP_060391406.1
OG0000611	XP_060358906.1	XP_060391477.1
OG0000612	XP_060357288.1	XP_060391543.1
OG0000612	XP_060363519.1, XP_060363520.1	XP_060399842.1
OG0000613	XP_060361828.1	XP_060391953.1
OG0000613	XP_060363653.1	XP_060391577.1
OG0000614	XP_060359359.1	XP_060391757.1
OG0000615	XP_060362432.1	XP_060391784.1
OG0000615	XP_060362912.1	XP_060405335.1
OG0000616	XP_060368849.1	XP_060398134.1
OG0000617	XP_060363690.1	XP_060391826.1
OG0000618	XP_060358240.1	XP_060391884.1
OG0000618	XP_060358825.1	XP_060404378.1
OG0000619	XP_060359669.1	XP_060391925.1
OG0000620	XP_060359667.1	XP_060391927.1
OG0000621	XP_060362545.1	XP_060392082.1
OG0000622	XP_060362537.1	XP_060392091.1
OG0000623	XP_060360078.1	XP_060392102.1
OG0000624	XP_060360071.1	XP_060392109.1
OG0000625	XP_060365503.1	XP_060395589.1
OG0000626	XP_060366195.1	XP_060392345.1
OG0000626	XP_060365782.1	XP_060395654.1
OG0000627	XP_060366189.1	XP_060392353.1
OG0000628	XP_060364203.1	XP_060404201.1
OG0000629	XP_060371612.1	XP_060392660.1
OG0000631	XP_060361469.1	XP_060393544.1
OG0000632	XP_060357250.1	XP_060394700.1, XP_060393451.1, XP_060400260.1
OG0000634	XP_060360875.1	XP_060393817.1
OG0000634	XP_060360515.1	XP_060403335.1
OG0000635	XP_060359803.1	XP_060393955.1
OG0000636	XP_060367719.1	XP_060405287.1
OG0000636	XP_060362630.1	XP_060393998.1
OG0000637	XP_060362013.1	XP_060394058.1
OG0000638	XP_060363217.1	XP_060394158.1
OG0000639	XP_060370940.1	XP_060394300.1
OG0000639	XP_060359629.1	XP_060403045.1
OG0000640	XP_060372022.1	XP_060394437.1
OG0000641	XP_060358958.1	XP_060394555.1
OG0000642	XP_060368363.1	XP_060394580.1
OG0000643	XP_060368307.1	XP_060394640.1
OG0000644	XP_060357134.1	XP_060394992.1
OG0000645	XP_060361103.1	XP_060395151.1
OG0000646	XP_060359444.1	XP_060395187.1
OG0000647	XP_060360555.1	XP_060395204.1
OG0000649	XP_060357912.1	XP_060395685.1
OG0000649	XP_060367137.1	XP_060397846.1
OG0000650	XP_060364124.1	XP_060395759.1
OG0000651	XP_060364119.1	XP_060395763.1
OG0000651	XP_060358320.1	XP_060402630.1
OG0000652	XP_060365136.1	XP_060395894.1
OG0000653	XP_060365134.1	XP_060395896.1
OG0000654	XP_060358066.1	XP_060396005.1
OG0000654	XP_060361647.1	XP_060405527.1
OG0000655	XP_060368396.1	XP_060396150.1
OG0000656	XP_060363977.1	XP_060396445.1
OG0000657	XP_060363438.1	XP_060403179.1
OG0000657	XP_060362928.1	XP_060397266.1
OG0000657	XP_060363546.1	XP_060399812.1
OG0000658	XP_060361920.1	XP_060404285.1
OG0000659	XP_060364863.1	XP_060397391.1
OG0000660	XP_060364908.1	XP_060397445.1
OG0000661	XP_060363818.1	XP_060397940.1
OG0000661	XP_060366691.1	XP_060397662.1
OG0000662	XP_060357071.1, XP_060358140.1	XP_060404483.1
OG0000663	XP_060368825.1	XP_060398156.1
OG0000664	XP_060370562.1	XP_060398587.1
OG0000665	XP_060362243.1	XP_060399883.1
OG0000665	XP_060370544.1	XP_060398603.1
OG0000666	XP_060361511.1	XP_060398754.1
OG0000667	XP_060361534.1	XP_060398782.1
OG0000668	XP_060361558.1	XP_060398807.1
OG0000669	XP_060360192.1	XP_060401128.1
OG0000670	XP_060359509.1	XP_060399310.1
OG0000671	XP_060357806.1	XP_060399358.1
OG0000673	XP_060366084.1	XP_060399564.1
OG0000674	XP_060360617.1, XP_060360619.1	XP_060399632.1
OG0000674	XP_060368740.1	XP_060403683.1
OG0000675	XP_060358453.1	XP_060399669.1
OG0000676	XP_060363523.1	XP_060399839.1
OG0000677	XP_060368249.1	XP_060400064.1
OG0000678	XP_060368212.1	XP_060400105.1
OG0000680	XP_060358282.1	XP_060400556.1
OG0000681	XP_060370306.1	XP_060400904.1
OG0000681	XP_060370308.1	XP_060400905.1
OG0000682	XP_060365273.1	XP_060401185.1
