Orthogroup	Colletotrichum_acutatum	Colletotrichum_fructicola
OG0000279	XP_060368533.1	XP_031885600.2
OG0000280	XP_060371287.1	XP_031877190.1
OG0000280	XP_060368324.1	XP_031879941.2
OG0000281	XP_060364893.1	XP_031887070.1
OG0000281	XP_060368305.1	XP_031879882.1
OG0000283	XP_060361588.1	XP_031891803.1
OG0000283	XP_060370352.1	XP_031880765.1
OG0000284	XP_060361513.1	XP_031880028.1
OG0000284	XP_060361609.1	XP_031889413.2
OG0000285	XP_060357923.1	XP_031891729.1
OG0000285	XP_060360719.1	XP_031884326.1
OG0000286	XP_060359458.1	XP_031891731.1
OG0000287	XP_060359450.1	XP_031878900.1
OG0000287	XP_060360998.1	XP_031891476.2
OG0000288	XP_060360584.1	XP_031891399.1, XP_066008306.1
OG0000289	XP_060359365.1	XP_031877554.1, XP_031875403.2, XP_066007340.1, XP_066007104.1, XP_031876004.2
OG0000290	XP_060357052.1	XP_031880049.1
OG0000291	XP_060365514.1	XP_031889592.1
OG0000291	XP_060367246.1	XP_031885382.1
OG0000292	XP_060367745.1	XP_031885948.1
OG0000292	XP_060357581.1	XP_031881397.1
OG0000293	XP_060359081.1	XP_066007683.1
OG0000293	XP_060357313.1	XP_031884903.1
OG0000294	XP_060357849.1	XP_031884088.1
OG0000294	XP_060358252.1	XP_031881085.1
OG0000295	XP_060368405.1	XP_031877027.2, XP_031878588.1, XP_031889509.1
OG0000296	XP_060368506.1	XP_066008679.1, XP_066009050.1, XP_031892219.1
OG0000297	XP_060369904.1	XP_031887063.1
OG0000297	XP_060367138.1	XP_031892218.1
OG0000298	XP_060366694.1	XP_031882319.1
OG0000298	XP_060357384.1	XP_031876118.1
OG0000300	XP_060364877.1	XP_031875323.1, XP_066007065.1, XP_066007033.1, XP_066007727.1, XP_031875255.1, XP_031892066.1
OG0000301	XP_060367178.1	XP_031892224.1
OG0000301	XP_060358535.1	XP_031893611.1
OG0000302	XP_060363817.1	XP_031891775.1
OG0000303	XP_060368739.1	XP_031885555.1
OG0000303	XP_060371171.1	XP_031887409.1
OG0000304	XP_060357208.1, XP_060359912.1	XP_031877731.1
OG0000304	XP_060357162.1	XP_031876035.1
OG0000305	XP_060357976.1	XP_031890870.1
OG0000305	XP_060364821.1	XP_031882009.1
OG0000306	XP_060365992.1	XP_031878666.1, XP_031888906.1
OG0000307	XP_060358890.1	XP_031879037.2
OG0000307	XP_060358040.1	XP_031879342.1
OG0000308	XP_060364563.1	XP_031883737.1, XP_031881845.2
OG0000308	XP_060364562.1	XP_031881823.1
OG0000309	XP_060358298.1	XP_031877132.1
OG0000310	XP_060358326.1	XP_031877368.2
OG0000311	XP_060370454.1	XP_031890520.1, XP_031888126.1, XP_031880649.1
OG0000312	XP_060358011.1	XP_031893178.1
OG0000312	XP_060359305.1	XP_031884529.1
OG0000313	XP_060358664.1	XP_031884629.1
OG0000313	XP_060358009.1	XP_031893188.1
OG0000314	XP_060357574.1	XP_066007887.1
OG0000314	XP_060365296.1	XP_031883369.1
OG0000315	XP_060367842.1	XP_031886157.1
OG0000315	XP_060358227.1	XP_031891611.1
OG0000316	XP_060360279.1	XP_031875721.2
OG0000316	XP_060364444.1	XP_031876062.1
OG0000318	XP_060369793.1	XP_031885017.1
OG0000318	XP_060364467.1	XP_031880945.1
OG0000319	XP_060359427.1	XP_031886811.1
OG0000319	XP_060361703.1	XP_066009196.1
OG0000322	XP_060371402.1	XP_031879091.1, XP_031888504.1, XP_066008521.1
OG0000325	XP_060362978.1	XP_031875392.1, XP_031887235.1
OG0000326	XP_060371052.1	XP_066009182.1
OG0000327	XP_060365183.1	XP_031893098.1
OG0000327	XP_060369245.1	XP_031887689.1
OG0000329	XP_060361786.1	XP_031877979.1
OG0000329	XP_060369595.1	XP_066009312.1
OG0000330	XP_060361240.1	XP_031879768.1
OG0000331	XP_060361078.1	XP_031885284.1
OG0000331	XP_060357680.1	XP_031878282.1
OG0000332	XP_060359381.1	XP_031884147.1
OG0000332	XP_060364228.1	XP_031888974.1
OG0000333	XP_060361905.1	XP_031879075.1, XP_031888907.2, XP_031889012.1
OG0000335	XP_060365784.1	XP_066007773.1
OG0000335	XP_060369226.1	XP_031879965.2
OG0000336	XP_060370648.1	XP_031883005.1
OG0000336	XP_060368199.1	XP_031893533.1
OG0000337	XP_060366163.1	XP_031891596.1
OG0000337	XP_060367351.1	XP_031878418.1
OG0000338	XP_060357336.1	XP_031880694.1
OG0000338	XP_060362811.1, XP_060362055.1	XP_031878323.1
OG0000339	XP_060364907.1	XP_031892268.1
OG0000339	XP_060358170.1	XP_031892336.1
OG0000340	XP_060357429.1	XP_031892995.1
OG0000340	XP_060366398.1	XP_031890866.1
OG0000341	XP_060359278.1	XP_031891937.1
OG0000341	XP_060357663.1	XP_031890093.1
OG0000342	XP_060361779.1	XP_031890954.2, XP_031888833.1, XP_031877955.1
OG0000343	XP_060364849.1	XP_031883225.2
OG0000343	XP_060360764.1	XP_031883593.1
OG0000344	XP_060363658.1	XP_031877977.1
OG0000344	XP_060365895.1	XP_031877152.1
OG0000345	XP_060357405.1	XP_031879392.1
OG0000345	XP_060363606.1	XP_031883524.1
OG0000346	XP_060369034.1	XP_031876835.1, XP_031881349.1
OG0000347	XP_060363683.1	XP_031884795.1
OG0000348	XP_060359676.1	XP_031884312.1
OG0000348	XP_060357983.1	XP_031892911.1
OG0000349	XP_060362574.1	XP_031889431.1
OG0000349	XP_060357503.1, XP_060366445.1	XP_031887981.1
OG0000350	XP_060362810.1	XP_031878684.1, XP_031892078.1, XP_066009709.1
OG0000352	XP_060361113.1	XP_031892753.1
OG0000352	XP_060364201.1	XP_031888891.1
OG0000353	XP_060371662.1	XP_031877743.1, XP_031885142.1
OG0000354	XP_060371686.1	XP_031875685.1
OG0000355	XP_060366507.1	XP_031884588.1
OG0000355	XP_060363705.1	XP_031881046.1
OG0000356	XP_060362201.1	XP_031883160.1
OG0000356	XP_060370688.1	XP_031877988.1
OG0000357	XP_060357470.1	XP_031891539.1
OG0000358	XP_060357469.1	XP_031891542.1
OG0000360	XP_060363846.1	XP_031885553.1
OG0000360	XP_060362636.1	XP_031884987.1
OG0000361	XP_060362637.1	XP_031884986.1
OG0000361	XP_060365159.1	XP_031889916.1
OG0000362	XP_060361983.1	XP_031881406.1
OG0000363	XP_060364956.1	XP_031892102.1
OG0000363	XP_060357033.1	XP_031893194.1
OG0000364	XP_060361098.1	XP_031885135.1
OG0000364	XP_060364963.1	XP_031891911.1
OG0000365	XP_060357925.1	XP_066007605.1
OG0000367	XP_060367091.1	XP_031883166.2
OG0000367	XP_060361097.1	XP_031885130.1
OG0000368	XP_060359462.1	XP_031885117.1
OG0000368	XP_060364440.1	XP_031878191.1
OG0000369	XP_060366810.1	XP_031887854.1
OG0000369	XP_060360568.1	XP_031878947.2
OG0000370	XP_060360570.1	XP_031878965.1
OG0000370	XP_060366808.1	XP_031890650.1
OG0000371	XP_060357080.1	XP_066007119.1, XP_031875856.2, XP_066007319.1, XP_066009257.1, XP_031877548.1
OG0000372	XP_060357082.1	XP_031875851.1, XP_066007344.1, XP_031880556.2, XP_066009256.1, XP_031877549.1
OG0000373	XP_060357393.1	XP_031876092.1
OG0000373	XP_060365563.1	XP_031879574.1
OG0000374	XP_060370555.1	XP_066008359.1
OG0000375	XP_060362532.1	XP_031890303.1
OG0000375	XP_060364189.1	XP_031892884.1
OG0000376	XP_060364182.1	XP_031884854.1
OG0000378	XP_060364927.1	XP_031891962.1
OG0000379	XP_060368769.1	XP_031882513.1
OG0000379	XP_060365751.1	XP_031884698.1
OG0000380	XP_060365740.1	XP_031892454.2
OG0000380	XP_060370116.1	XP_031888061.1
OG0000381	XP_060360805.1	XP_031889325.1
OG0000381	XP_060362213.1	XP_031883012.2
OG0000382	XP_060367170.1	XP_031883033.2
OG0000382	XP_060357059.1	XP_031889396.1
OG0000383	XP_060363902.1, XP_060364698.1, XP_060358688.1, XP_060358266.1	XP_066007135.1
OG0000384	XP_060361517.1	XP_031880104.1
OG0000384	XP_060365264.1	XP_031893122.1
OG0000385	XP_060357020.1	XP_031876284.1
OG0000386	XP_060357019.1	XP_066008902.1, XP_031876285.1, XP_031888072.1
OG0000387	XP_060370131.1	XP_031888069.1
OG0000387	XP_060362689.1	XP_031881401.1
OG0000388	XP_060359502.1	XP_031878767.1
OG0000388	XP_060357345.1	XP_031890261.1
OG0000389	XP_060360601.1	XP_031878265.1, XP_031881881.1
OG0000390	XP_060366857.1	XP_031889814.1
OG0000390	XP_060358448.1	XP_031879182.1
OG0000391	XP_060358291.1	XP_066007819.1, XP_066007682.1, XP_066006939.1, XP_031886784.2, XP_066007003.1, XP_066007778.1, XP_066007581.1, XP_031877162.1
OG0000392	XP_060368045.1	XP_066007620.1
OG0000392	XP_060358276.1	XP_031891898.1
OG0000393	XP_060357521.1	XP_031879354.1
OG0000393	XP_060358138.1	XP_031888828.2
OG0000394	XP_060361884.1	XP_031888962.2
OG0000394	XP_060363896.1	XP_031893399.1
OG0000395	XP_060364485.1	XP_031880953.1
OG0000395	XP_060362508.1	XP_031893078.1
OG0000396	XP_060359083.1	XP_031878506.1
OG0000396	XP_060357883.1	XP_031877399.1
OG0000397	XP_060359108.1	XP_031878450.1
OG0000397	XP_060361153.1	XP_031880837.1
OG0000398	XP_060363387.1	XP_031875705.1
OG0000398	XP_060364501.1	XP_031877154.1
OG0000400	XP_060367196.1	XP_031885505.1
OG0000401	XP_060365603.1	XP_031877365.1, XP_031890899.2, XP_031876450.1
OG0000402	XP_060366446.1	XP_066007203.1
OG0000402	XP_060367739.1	XP_031885935.1
OG0000403	XP_060369796.1	XP_031882946.1, XP_031885016.2
OG0000404	XP_060363726.1	XP_031890258.1
OG0000408	XP_060359335.1, XP_060360707.1	XP_066008847.1
OG0000409	XP_060363695.1, XP_060363696.1	XP_031884297.2
OG0000410	XP_060361157.1	XP_031880807.1
OG0000412	XP_060365897.1, XP_060360423.1	XP_031892439.1
OG0000413	XP_060360420.1	XP_031892817.1, XP_031882990.2
OG0000414	XP_060369470.1	XP_031887568.1
OG0000414	XP_060357800.1	XP_031890272.1
OG0000415	XP_060362158.1	XP_031887758.1
OG0000415	XP_060358370.1	XP_031881998.1
OG0000416	XP_060362155.1	XP_031887764.2
OG0000416	XP_060364994.1	XP_031879539.2
OG0000417	XP_060359878.1	XP_031883862.1
OG0000418	XP_060370769.1	XP_031888435.1
OG0000418	XP_060359192.1	XP_031875682.1
OG0000419	XP_060368116.1	XP_031877436.1
OG0000419	XP_060364342.1	XP_031875630.1
OG0000420	XP_060365478.1	XP_066007900.1
OG0000420	XP_060364344.1	XP_031881691.1
OG0000421	XP_060360389.1, XP_060360967.1, XP_060358593.1	XP_031891920.1
OG0000422	XP_060360399.1	XP_031892805.1
OG0000422	XP_060361106.1	XP_031885107.1
OG0000423	XP_060358898.1	XP_031877437.1
OG0000424	XP_060357662.1	XP_031890218.1, XP_031884483.1
OG0000425	XP_060357073.1	XP_031875736.1, XP_031886346.1
OG0000426	XP_060362573.1	XP_031892954.1
OG0000427	XP_060359349.1, XP_060357756.1, XP_060371630.1, XP_060360409.1	XP_031892374.1
OG0000428	XP_060363820.1	XP_031885917.1
OG0000428	XP_060363876.1	XP_031882551.1
OG0000429	XP_060368846.1	XP_031882471.2
OG0000429	XP_060362035.1	XP_031883964.2
OG0000431	XP_060357025.1, XP_060363130.1, XP_060361802.1, XP_060361486.1	XP_066008722.1
OG0000432	XP_060363336.1	XP_031883530.2
OG0000433	XP_060363357.1	XP_031883791.2, XP_066007106.1, XP_066008917.1, XP_066009274.1, XP_066007330.1, XP_066006872.1, XP_031881064.1
OG0000434	XP_060359778.1	XP_031889670.1
OG0000434	XP_060357179.1	XP_031891739.1
OG0000435	XP_060359791.1	XP_031883879.1
OG0000436	XP_060359804.1	XP_031883810.2
OG0000437	XP_060363516.1	XP_031892276.1
OG0000437	XP_060362651.1	XP_066009793.1
OG0000438	XP_060362008.1	XP_031881499.1
OG0000439	XP_060363199.1	XP_066007424.1, XP_066008818.1, XP_031881477.1
OG0000440	XP_060363209.1	XP_031875888.2, XP_031881525.1
OG0000441	XP_060365032.1	XP_031884193.1
OG0000442	XP_060358951.1	XP_031885904.1, XP_031879077.1, XP_031875802.1
OG0000444	XP_060357085.1, XP_060359366.1	XP_066007332.1, XP_031877557.1
OG0000445	XP_060361460.1	XP_031889421.1
OG0000445	XP_060357275.1	XP_066007546.1
OG0000446	XP_060357854.1	XP_031878798.1
OG0000446	XP_060357376.1	XP_031892192.1
OG0000447	XP_060361608.1	XP_031878292.2
OG0000448	XP_060370438.1	XP_031878365.1
OG0000449	XP_060359448.1	XP_031878888.1
OG0000449	XP_060361626.1	XP_031887532.1
OG0000450	XP_060357858.1	XP_031889358.1
OG0000450	XP_060370072.1	XP_066008314.1
OG0000451	XP_060358403.1	XP_031878964.1, XP_031878974.1
OG0000452	XP_060364167.1	XP_066009487.1
OG0000453	XP_060357838.1	XP_031884091.1
OG0000453	XP_060364483.1	XP_031880786.1
OG0000454	XP_060368407.1	XP_031877029.1
OG0000454	XP_060357471.1	XP_031891540.2
OG0000455	XP_060363118.1	XP_031877433.1, XP_066009934.1
OG0000456	XP_060357961.1	XP_031878835.1
OG0000456	XP_060364901.1	XP_031892262.2
OG0000457	XP_060357690.1	XP_031878502.1
OG0000457	XP_060362267.1, XP_060362232.1	XP_031878129.1
OG0000458	XP_060367161.1	XP_031883761.2, XP_031890097.2, XP_031882981.1
OG0000459	XP_060368749.1	XP_031886445.1, XP_066007763.1, XP_066007860.1
OG0000460	XP_060357103.1	XP_031880177.2, XP_066007598.1
OG0000461	XP_060357226.1	XP_031889748.1, XP_031891062.1
OG0000463	XP_060360609.1	XP_031886319.1
OG0000463	XP_060363002.1	XP_031882611.1
OG0000464	XP_060368449.1	XP_031891039.1
OG0000464	XP_060360631.1, XP_060358931.1	XP_031884159.1
OG0000465	XP_060358439.1	XP_031883071.1, XP_031881838.1, XP_031885635.1
OG0000466	XP_060364572.1	XP_066009678.1, XP_066008875.1, XP_066007398.1
OG0000467	XP_060365894.1	XP_031877135.1
OG0000467	XP_060371283.1	XP_031877198.1
OG0000468	XP_060371799.1	XP_031890293.1
OG0000469	XP_060357349.1	XP_031890781.1
OG0000471	XP_060358739.1	XP_031893203.1
OG0000472	XP_060365246.1	XP_031893374.1, XP_066007685.1, XP_066007062.1, XP_066007068.1, XP_066006946.1, XP_031875443.2
OG0000473	XP_060361380.1	XP_031888965.1
OG0000474	XP_060357770.1	XP_031893099.1
OG0000474	XP_060359988.1	XP_031892599.1
OG0000475	XP_060358128.1	XP_031887956.1, XP_031887959.1
OG0000477	XP_060359606.1	XP_031881851.1, XP_066009618.1
OG0000478	XP_060359607.1	XP_031881836.1, XP_031882884.1
OG0000479	XP_060364461.1	XP_031877285.1
OG0000481	XP_060362761.1	XP_031876027.1, XP_031882528.2, XP_031880364.1
OG0000482	XP_060359657.1	XP_031883418.1
OG0000482	XP_060361701.1	XP_031880239.1
OG0000483	XP_060357079.1	XP_031882206.1, XP_066009577.1
OG0000484	XP_060364601.1	XP_031890497.1
OG0000484	XP_060364600.1	XP_031890496.1
OG0000485	XP_060358086.1	XP_031875261.1, XP_066009438.1
OG0000486	XP_060371714.1	XP_031876782.1
OG0000489	XP_060358867.1, XP_060362281.1	XP_031890745.1
OG0000492	XP_060361342.1	XP_031888655.1
OG0000492	XP_060357205.1	XP_066007211.1, XP_031889883.1
OG0000493	XP_060365350.1	XP_031878728.2
OG0000494	XP_060367148.1	XP_031882963.1
OG0000494	XP_060369361.1	XP_031882765.1
OG0000495	XP_060371708.1	XP_031877891.1
OG0000495	XP_060364350.1	XP_031881546.1
OG0000496	XP_060366403.1, XP_060366402.1	XP_066008648.1
OG0000497	XP_060362211.1, XP_060366393.1, XP_060367565.1	XP_031884579.1
OG0000498	XP_060357655.1	XP_031890128.1, XP_066008826.1
OG0000499	XP_060363077.1, XP_060363076.1	XP_066009092.1
OG0000500	XP_060357122.1	XP_066007158.1, XP_031876010.1, XP_031877561.1, XP_031887383.2
OG0000501	XP_060365340.1	XP_031888815.1
OG0000502	XP_060362770.1	XP_031892232.1
OG0000503	XP_060371509.1	XP_031893171.1, XP_066009975.1, XP_031892202.2
OG0000504	XP_060371554.1	XP_031883769.1, XP_031891921.1
OG0000505	XP_060371640.1	XP_031877688.1
OG0000506	XP_060362076.1, XP_060362075.1	XP_066008295.1
OG0000507	XP_060363354.1	XP_031881144.1
OG0000507	XP_060365899.1	XP_031882579.1
OG0000508	XP_060365942.1	XP_031882693.1
OG0000508	XP_060359476.1	XP_066009522.1
OG0000509	XP_060365943.1	XP_066007308.1
OG0000509	XP_060359477.1	XP_031888765.2
OG0000510	XP_060363359.1	XP_031881146.1, XP_031879754.1
OG0000511	XP_060359157.1	XP_031883929.1, XP_031884026.1
OG0000512	XP_060361246.1	XP_031892936.1, XP_031878650.1
OG0000513	XP_060361998.1	XP_031884384.2, XP_031881178.1
OG0000514	XP_060364081.1	XP_031893159.1, XP_031888412.1
OG0000515	XP_060370935.1	XP_031888382.2
OG0000515	XP_060370936.1	XP_066009656.1
OG0000516	XP_060372002.1	XP_031890379.2
OG0000518	XP_060360744.1	XP_031877023.2
OG0000518	XP_060368262.1	XP_066009803.1, XP_066006784.1
OG0000519	XP_060367588.1	XP_031891505.1
OG0000522	XP_060361918.1	XP_031888728.1
OG0000524	XP_060368751.1	XP_031887344.1
OG0000524	XP_060357091.1	XP_031881592.1
OG0000525	XP_060366660.1	XP_066009553.1
OG0000525	XP_060365493.1	XP_031889754.1
OG0000526	XP_060364115.1	XP_031883812.1, XP_031889628.2, XP_066009801.1
OG0000527	XP_060365167.1	XP_031884933.1, XP_031884971.1, XP_031884974.1
OG0000528	XP_060357837.1	XP_031884090.1
OG0000528	XP_060364482.1	XP_031880785.1
OG0000529	XP_060360266.1	XP_031884748.1, XP_066007826.1, XP_031877062.1
OG0000530	XP_060364003.1	XP_031883142.1, XP_066008848.1
OG0000531	XP_060357934.1, XP_060361429.1	XP_031889244.1
OG0000533	XP_060367937.1	XP_031876456.1, XP_031887810.1
OG0000534	XP_060367889.1, XP_060367888.1	XP_031880388.1, XP_031880389.1
OG0000536	XP_060362020.1	XP_031881452.1
OG0000537	XP_060362196.1	XP_031883057.1
OG0000538	XP_060363951.1	XP_066008061.1
OG0000539	XP_060366684.1, XP_060366683.1	XP_031882214.2
OG0000540	XP_060362188.1	XP_031877519.1, XP_031883657.1
OG0000541	XP_060362177.1	XP_031883083.1, XP_031884135.1
OG0000542	XP_060367169.1	XP_066008832.1
OG0000542	XP_060367826.1	XP_031889840.1
OG0000543	XP_060370536.1	XP_031881200.2, XP_031881196.1
OG0000545	XP_060357453.1	XP_031878690.1
OG0000545	XP_060368071.1	XP_066008276.1
OG0000547	XP_060364226.1	XP_031888735.1, XP_066007336.1
OG0000548	XP_060363551.1	XP_031883111.1, XP_031877524.1
OG0000549	XP_060363515.1	XP_066008933.1, XP_066009229.1
OG0000550	XP_060358531.1	XP_031890181.2, XP_031893279.2
OG0000551	XP_060361008.1	XP_066009149.1, XP_031880348.1, XP_031893028.1
OG0000552	XP_060368210.1	XP_031882125.1, XP_031883444.2
OG0000553	XP_060358169.1	XP_031891821.1, XP_031889290.2, XP_031889184.1
OG0000554	XP_060370361.1	XP_031880665.1
OG0000554	XP_060365238.1	XP_031892662.2
OG0000555	XP_060358267.1	XP_031892297.1, XP_031882457.1, XP_031891106.1
OG0000556	XP_060358014.1	XP_031893557.1
OG0000557	XP_060357426.1, XP_060357425.1	XP_031892951.1, XP_066009146.1
OG0000558	XP_060360097.1	XP_031889093.1, XP_066009021.1, XP_066007367.1
OG0000559	XP_060358120.1	XP_031887846.1, XP_031892890.1
OG0000560	XP_060358606.1	XP_066007883.1
OG0000561	XP_060358063.1	XP_031884096.1
OG0000563	XP_060366853.1	XP_031889812.1
OG0000563	XP_060366854.1	XP_031889811.1
OG0000564	XP_060366895.1, XP_060366896.1	XP_031889760.1, XP_031889764.1
OG0000565	XP_060367698.1	XP_066008339.1
OG0000565	XP_060359091.1	XP_031880281.1
OG0000566	XP_060359609.1	XP_031893272.1, XP_031889885.1, XP_031889882.1
OG0000568	XP_060362866.1	XP_031885481.1, XP_031879178.1
OG0000569	XP_060362837.1	XP_031879173.1, XP_031891923.1
OG0000570	XP_060360970.1	XP_031885177.2, XP_031890368.1, XP_031885558.1, XP_031893470.1
OG0000571	XP_060357271.1	XP_031875830.1
OG0000572	XP_060357173.1, XP_060360412.1, XP_060360411.1	XP_066009555.1
OG0000573	XP_060358500.1	XP_031879343.1, XP_031877242.1
OG0000574	XP_060359306.1	XP_031875237.2, XP_066007718.1, XP_066006808.1, XP_066006921.1, XP_066008188.1, XP_066006970.1, XP_031877123.1
OG0000575	XP_060371041.1	XP_031890116.1, XP_031892677.1
OG0000576	XP_060365442.1	XP_031892784.1
OG0000576	XP_060357400.1	XP_031878658.1
OG0000577	XP_060361721.1	XP_031890742.1, XP_066009011.1
OG0000578	XP_060367818.1	XP_066009009.1, XP_066009010.1, XP_031886103.2
OG0000579	XP_060366339.1	XP_031884651.1, XP_066007455.1, XP_031882934.1
OG0000580	XP_060362387.1	XP_031877753.2
OG0000580	XP_060362388.1	XP_066008716.1
OG0000581	XP_060361055.1	XP_031882986.1
OG0000582	XP_060358938.1	XP_031890484.1, XP_031888945.1, XP_031889303.1
OG0000583	XP_060361968.1	XP_031876104.1, XP_031890259.1, XP_031890087.1
OG0000586	XP_060357232.1	XP_031880056.1
OG0000587	XP_060358207.1	XP_066006880.1
OG0000587	XP_060358208.1	XP_031877371.1
OG0000588	XP_060366794.1	XP_031890340.1
OG0000589	XP_060367827.1	XP_031889841.1
OG0000589	XP_060360408.1	XP_031892845.1
OG0000590	XP_060369599.1	XP_031877953.1, XP_031887449.1
OG0000591	XP_060369580.1	XP_031887731.1, XP_031890905.1
OG0000592	XP_060362151.1	XP_031877910.1, XP_031887767.1
OG0000593	XP_060362132.1	XP_031887775.2
OG0000594	XP_060367833.1	XP_031881204.2
OG0000594	XP_060367834.1, XP_060362128.1	XP_066008455.1
OG0000595	XP_060363446.1	XP_066009669.1, XP_031884093.1
OG0000596	XP_060359575.1	XP_066009510.1, XP_066007513.1
OG0000597	XP_060357163.1	XP_031890855.1
OG0000597	XP_060360043.1	XP_066009796.1
OG0000598	XP_060363020.1, XP_060367367.1, XP_060367368.1	XP_031876013.2
OG0000600	XP_060366761.1, XP_060366763.1	XP_066009627.1, XP_031890488.1
OG0000601	XP_060369297.1	XP_031877812.1
OG0000602	XP_060360847.1	XP_031892041.1
OG0000603	XP_060366247.1	XP_031888483.2
OG0000604	XP_060369227.1	XP_031878240.1
OG0000605	XP_060357786.1	XP_031884905.1
OG0000605	XP_060366580.1	XP_031884667.1
OG0000606	XP_060372023.1	XP_031893077.2
OG0000606	XP_060358506.1	XP_031885001.1
OG0000607	XP_060358177.1	XP_031892585.2
OG0000608	XP_060359895.1	XP_031883547.1
OG0000608	XP_060357555.1	XP_031888704.2
OG0000609	XP_060359892.1	XP_066008427.1, XP_031876156.1, XP_066006986.1, XP_031875327.1, XP_031876362.1
OG0000610	XP_060361774.1	XP_031877911.1, XP_031883504.1
OG0000611	XP_060358906.1	XP_031883739.1
OG0000612	XP_060363519.1, XP_060363520.1	XP_031884575.1
OG0000613	XP_060363653.1	XP_031877937.1
OG0000614	XP_060359359.1	XP_031877538.1
OG0000615	XP_060362432.1	XP_031875548.1
OG0000615	XP_060362912.1	XP_031886074.1
OG0000616	XP_060368849.1	XP_031882366.2
OG0000617	XP_060363690.1	XP_031885138.2, XP_031880964.1
OG0000618	XP_060358240.1	XP_031891066.1
OG0000618	XP_060358825.1	XP_031888936.1
OG0000619	XP_060359669.1	XP_031891883.1, XP_031889866.1
OG0000620	XP_060359667.1	XP_031891884.2, XP_031889860.1
OG0000621	XP_060362545.1	XP_031889177.1
OG0000622	XP_060362537.1	XP_031875679.1
OG0000623	XP_060360078.1	XP_031880262.1, XP_031878311.1
OG0000624	XP_060360071.1	XP_031890171.1, XP_066009810.1
OG0000625	XP_060365503.1	XP_031889613.1
OG0000626	XP_060365782.1	XP_031884945.1
OG0000627	XP_060366189.1	XP_031884378.2, XP_031893348.1
OG0000628	XP_060364203.1	XP_031885617.1
