Orthogroup	Colletotrichum_gloeosporioides	Colletotrichum_godetiae
OG0000297	XP_045264772.1	XP_060430156.1
OG0000298	XP_045263543.1	XP_060427412.1
OG0000298	XP_045266526.1	XP_060436703.1
OG0000299	XP_045266198.1	XP_060423954.1
OG0000300	XP_045260458.1	XP_060430973.1
OG0000301	XP_045264774.1	XP_060430199.1
OG0000301	XP_045259974.1	XP_060423790.1
OG0000302	XP_045260558.1	XP_060426780.1
OG0000302	XP_045256455.1	XP_060429395.1
OG0000302	XP_045257584.1	XP_060422121.1, XP_060435591.1
OG0000303	XP_045269318.1	XP_060432982.1
OG0000303	XP_045268419.1	XP_060436174.1
OG0000304	XP_045263305.1, XP_045256476.1	XP_060428493.1
OG0000304	XP_045264396.1, XP_045261333.1	XP_060425851.1
OG0000305	XP_045260609.1	XP_060425832.1
OG0000305	XP_045265286.1	XP_060423599.1
OG0000306	XP_045256711.1, XP_045256712.1, XP_045256710.1, XP_045256713.1, XP_045256714.1, XP_045263365.1, XP_045256708.1	XP_060425418.1
OG0000307	XP_045258019.1	XP_060434237.1
OG0000307	XP_045267829.1	XP_060428100.1
OG0000308	XP_045259843.1	XP_060432127.1
OG0000309	XP_045263143.1	XP_060422943.1
OG0000311	XP_045265919.1, XP_045261305.1, XP_045270294.1	XP_060431654.1
OG0000312	XP_045268684.1	XP_060428929.1
OG0000312	XP_045256119.1	XP_060421978.1
OG0000313	XP_045256125.1	XP_060430374.1
OG0000313	XP_045268682.1	XP_060428926.1
OG0000314	XP_045269765.1	XP_060430443.1
OG0000314	XP_045260863.1	XP_060429703.1
OG0000315	XP_045260303.1	XP_060423679.1
OG0000315	XP_045263792.1	XP_060430300.1
OG0000316	XP_045257310.1	XP_060426187.1
OG0000316	XP_045261154.1	XP_060429475.1
OG0000317	XP_045266514.1, XP_045267604.1, XP_045265525.1, XP_045271402.1	XP_060429399.1
OG0000318	XP_045259489.1	XP_060430777.1
OG0000318	XP_045266016.1	XP_060429453.1
OG0000319	XP_045260364.1	XP_060434925.1
OG0000319	XP_045268110.1	XP_060436399.1
OG0000324	XP_045258309.1, XP_045258308.1	XP_060421433.1, XP_060424543.1
OG0000326	XP_045268318.1	XP_060436063.1, XP_060424593.1, XP_060422267.1, XP_060422522.1
OG0000327	XP_045270753.1	XP_060435534.1
OG0000328	XP_045258874.1	XP_060435367.1
OG0000329	XP_045270120.1	XP_060425752.1
OG0000329	XP_045266292.1	XP_060435628.1
OG0000330	XP_045257366.1	XP_060435821.1
OG0000331	XP_045266957.1	XP_060430871.1
OG0000331	XP_045257223.1	XP_060422481.1
OG0000332	XP_045257538.1	XP_060429871.1
OG0000332	XP_045263286.1	XP_060423209.1
OG0000333	XP_045267707.1, XP_045257953.1, XP_045263356.1	XP_060425261.1, XP_060431398.1
OG0000335	XP_045271354.1	XP_060425221.1
OG0000335	XP_045258127.1	XP_060422724.1
OG0000336	XP_045268630.1	XP_060428966.1
OG0000337	XP_045256567.1	XP_060437285.1
OG0000337	XP_045269920.1	XP_060435014.1
OG0000338	XP_045269129.1	XP_060425806.1
OG0000338	XP_045257215.1	XP_060436643.1
OG0000339	XP_045260416.1	XP_060431001.1
OG0000339	XP_045256314.1	XP_060436949.1
OG0000340	XP_045268832.1	XP_060423528.1
OG0000340	XP_045260613.1	XP_060433790.1
OG0000341	XP_045259308.1	XP_060431234.1
OG0000342	XP_045258511.1, XP_045270108.1	XP_060425723.1
OG0000343	XP_045267330.1	XP_060423569.1
OG0000343	XP_045271113.1	XP_060424365.1
OG0000344	XP_045263130.1	XP_060422964.1
OG0000345	XP_045267739.1	XP_060424823.1
OG0000345	XP_045269995.1	XP_060423159.1
OG0000347	XP_045260142.1	XP_060427538.1
OG0000348	XP_045259093.1	XP_060430532.1
OG0000348	XP_045267292.1	XP_060425839.1
OG0000349	XP_045256850.1	XP_060429308.1
OG0000350	XP_045263001.1, XP_045260560.1, XP_045257214.1	XP_060421555.1
OG0000352	XP_045256367.1	XP_060437187.1
OG0000353	XP_045256531.1, XP_045266951.1	XP_060436997.1
OG0000355	XP_045258923.1	XP_060425130.1
OG0000355	XP_045269027.1	XP_060427519.1
OG0000356	XP_045259888.1	XP_060430253.1
OG0000356	XP_045258769.1	XP_060433503.1
OG0000357	XP_045263859.1	XP_060427845.1
OG0000357	XP_045259338.1	XP_060431271.1
OG0000358	XP_045259337.1	XP_060431270.1
OG0000358	XP_045263858.1	XP_060427844.1
OG0000360	XP_045258580.1	XP_060428323.1
OG0000360	XP_045260171.1	XP_060430102.1
OG0000361	XP_045260172.1	XP_060430103.1
OG0000361	XP_045265103.1	XP_060433116.1
OG0000362	XP_045264933.1	XP_060434790.1
OG0000362	XP_045264641.1	XP_060426095.1
OG0000363	XP_045268892.1	XP_060431048.1
OG0000363	XP_045263181.1	XP_060423738.1
OG0000364	XP_045266937.1	XP_060430892.1
OG0000364	XP_045268887.1	XP_060431055.1
OG0000365	XP_045262185.1	XP_060436524.1, XP_060436525.1, XP_060431183.1
OG0000367	XP_045267442.1	XP_060423103.1
OG0000367	XP_045266938.1	XP_060430891.1
OG0000368	XP_045266921.1	XP_060430907.1
OG0000369	XP_045261354.1	XP_060435377.1
OG0000369	XP_045267049.1	XP_060430957.1
OG0000370	XP_045264075.1	XP_060435379.1
OG0000373	XP_045266535.1	XP_060436713.1
OG0000373	XP_045261861.1	XP_060430655.1
OG0000374	XP_045271332.1	XP_060425239.1
OG0000374	XP_045261598.1	XP_060433370.1
OG0000375	XP_045269553.1	XP_060430311.1
OG0000375	XP_045256283.1	XP_060422031.1
OG0000376	XP_045271293.1	XP_060429198.1, XP_060422025.1
OG0000378	XP_045260404.1	XP_060431019.1
OG0000379	XP_045268595.1	XP_060432546.1
OG0000380	XP_045271408.1	XP_060425179.1
OG0000380	XP_045261339.1	XP_060426677.1
OG0000381	XP_045262253.1	XP_060429133.1
OG0000381	XP_045259900.1	XP_060430264.1
OG0000382	XP_045267340.1	XP_060430192.1
OG0000383	XP_045263075.1	XP_060426852.1, XP_060436000.1, XP_060428960.1
OG0000384	XP_045256915.1	XP_060422586.1
OG0000384	XP_045267245.1	XP_060429066.1
OG0000385	XP_045261189.1	XP_060434283.1
OG0000386	XP_045257420.1, XP_045265149.1, XP_045261190.1	XP_060434282.1
OG0000387	XP_045261346.1	XP_060426663.1
OG0000387	XP_045264903.1	XP_060428891.1
OG0000388	XP_045257502.1	XP_060422159.1
OG0000389	XP_045257186.1, XP_045257019.1	XP_060432692.1
OG0000390	XP_045265019.1	XP_060426315.1
OG0000390	XP_045266197.1	XP_060421551.1
OG0000391	XP_045263152.1	XP_060422937.1
OG0000392	XP_045268870.1	XP_060421875.1
OG0000393	XP_045267717.1	XP_060424814.1
OG0000393	XP_045258515.1	XP_060424990.1
OG0000394	XP_045258422.1	XP_060425282.1
OG0000394	XP_045267553.1	XP_060426846.1
OG0000395	XP_045266022.1	XP_060429432.1
OG0000395	XP_045268735.1	XP_060430331.1
OG0000396	XP_045258946.1	XP_060427240.1
OG0000396	XP_045267596.1	XP_060428651.1
OG0000397	XP_045266124.1	XP_060425597.1
OG0000398	XP_045257321.1	XP_060426199.1
OG0000398	XP_045263169.1	XP_060429416.1
OG0000400	XP_045258714.1	XP_060433566.1
OG0000401	XP_045259081.1, XP_045270919.1, XP_045261117.1	XP_060427110.1
OG0000402	XP_045263021.1	XP_060433746.1
OG0000402	XP_045264610.1	XP_060426057.1
OG0000403	XP_045262536.1, XP_045259483.1	XP_060430780.1
OG0000404	XP_045267268.1	XP_060424738.1
OG0000404	XP_045265099.1	XP_060436407.1
OG0000406	XP_045261531.1	XP_060432194.1
OG0000406	XP_045268810.1	XP_060428777.1
OG0000408	XP_045259277.1	XP_060432369.1
OG0000408	XP_045259278.1	XP_060431203.1
OG0000410	XP_045266137.1	XP_060425592.1
OG0000412	XP_045266370.1, XP_045258024.1	XP_060422967.1, XP_060422966.1, XP_060436883.1, XP_060436884.1
OG0000413	XP_045266371.1, XP_045259922.1	XP_060436886.1
OG0000414	XP_045257926.1	XP_060428089.1
OG0000415	XP_045262435.1	XP_060435803.1
OG0000415	XP_045258340.1	XP_060421894.1
OG0000416	XP_045262433.1	XP_060435805.1
OG0000416	XP_045261910.1	XP_060429536.1
OG0000417	XP_045264330.1	XP_060429870.1
OG0000418	XP_045262620.1	XP_060434422.1
OG0000418	XP_045256808.1	XP_060427873.1
OG0000419	XP_045264498.1	XP_060428634.1
OG0000419	XP_045256194.1	XP_060421725.1
OG0000420	XP_045264559.1	XP_060421723.1
OG0000421	XP_045262106.1	XP_060428578.1
OG0000421	XP_045260543.1	XP_060436912.1, XP_060429118.1
OG0000422	XP_045256226.1	XP_060436900.1
OG0000422	XP_045266909.1	XP_060430899.1
OG0000423	XP_045267610.1	XP_060424424.1
OG0000424	XP_045257425.1, XP_045258199.1	XP_060422075.1
OG0000425	XP_045269718.1	XP_060427683.1, XP_060432352.1, XP_060421449.1, XP_060432358.1, XP_060434970.1
OG0000426	XP_045267213.1	XP_060429309.1
OG0000426	XP_045262698.1	XP_060435187.1, XP_060436791.1
OG0000427	XP_045256443.1	XP_060432656.1, XP_060421504.1, XP_060424644.1, XP_060437028.1
OG0000428	XP_045260335.1	XP_060426783.1
OG0000428	XP_045256096.1	XP_060428285.1
OG0000429	XP_045266750.1	XP_060432462.1
OG0000429	XP_045264136.1	XP_060436624.1
OG0000430	XP_045268546.1	XP_060424739.1
OG0000431	XP_045259284.1	XP_060429228.1
OG0000432	XP_045259385.1	XP_060423837.1
OG0000433	XP_045269065.1	XP_060423855.1
OG0000434	XP_045265130.1	XP_060430041.1
OG0000434	XP_045259242.1	XP_060431172.1
OG0000435	XP_045264157.1, XP_045266952.1	XP_060430054.1
OG0000436	XP_045264145.1	XP_060430065.1
OG0000437	XP_045264786.1	XP_060424280.1
OG0000437	XP_045257271.1	XP_060430113.1
OG0000438	XP_045264947.1	XP_060434810.1
OG0000438	XP_045261064.1	XP_060429480.1
OG0000439	XP_045270925.1, XP_045264977.1	XP_060434742.1
OG0000440	XP_045261822.1, XP_045264877.1	XP_060434733.1
OG0000442	XP_045264646.1, XP_045257966.1, XP_045260941.1	XP_060429803.1
OG0000445	XP_045267885.1	XP_060429204.1
OG0000445	XP_045266246.1	XP_060428058.1
OG0000446	XP_045256663.1	XP_060427678.1
OG0000446	XP_045268975.1	XP_060431082.1
OG0000447	XP_045271007.1	XP_060422073.1
OG0000447	XP_045257267.1	XP_060431144.1
OG0000448	XP_045269945.1	XP_060434961.1
OG0000449	XP_045267015.1	XP_060430923.1
OG0000450	XP_045262294.1	XP_060427675.1
OG0000450	XP_045261277.1	XP_060426723.1
OG0000451	XP_045267041.1	XP_060427646.1
OG0000452	XP_045262347.1, XP_045271270.1, XP_045262346.1, XP_045263532.1	XP_060422009.1
OG0000453	XP_045266032.1	XP_060429434.1
OG0000454	XP_045270260.1	XP_060433360.1
OG0000454	XP_045263860.1	XP_060427846.1
OG0000456	XP_045261776.1	XP_060428946.1
OG0000456	XP_045260422.1	XP_060430994.1
OG0000457	XP_045261035.1	XP_060423038.1
OG0000458	XP_045257423.1, XP_045267347.1	XP_060430182.1
OG0000459	XP_045265506.1, XP_045265505.1, XP_045258854.1	XP_060424667.1
OG0000460	XP_045270997.1, XP_045260085.1	XP_060422069.1
OG0000461	XP_045265072.1, XP_045270819.1	XP_060425860.1
OG0000462	XP_045262971.1, XP_045259194.1, XP_045267838.1, XP_045271195.1, XP_045267144.1	XP_060424544.1, XP_060421434.1
OG0000463	XP_045265445.1	XP_060432682.1
OG0000463	XP_045263018.1	XP_060425376.1
OG0000464	XP_045260787.1	XP_060426971.1
OG0000465	XP_045267422.1, XP_045259551.1, XP_045269222.1	XP_060421541.1
OG0000466	XP_045267630.1, XP_045268934.1	XP_060432117.1
OG0000467	XP_045263131.1	XP_060422963.1
OG0000468	XP_045262079.1	XP_060434137.1
OG0000469	XP_045267825.1	XP_060424866.1
OG0000469	XP_045270868.1	XP_060425866.1
OG0000470	XP_045267845.1	XP_060427929.1
OG0000471	XP_045267263.1	XP_060429085.1
OG0000471	XP_045257746.1	XP_060427312.1
OG0000472	XP_045267211.1	XP_060429050.1
OG0000473	XP_045268826.1	XP_060423518.1
OG0000474	XP_045268781.1	XP_060423554.1
OG0000474	XP_045267098.1	XP_060427373.1
OG0000475	XP_045261274.1, XP_045261275.1	XP_060427821.1
OG0000476	XP_045258852.1	XP_060422658.1
OG0000477	XP_045269142.1	XP_060427304.1
OG0000478	XP_045269141.1, XP_045265835.1	XP_060427305.1
OG0000479	XP_045265972.1	XP_060423256.1
OG0000479	XP_045265948.1	XP_060429459.1
OG0000481	XP_045264408.1, XP_045260549.1, XP_045263092.1, XP_045266504.1	XP_060423441.1
OG0000482	XP_045268116.1	XP_060436397.1
OG0000483	XP_045263552.1, XP_045263556.1	XP_060421675.1, XP_060421674.1
OG0000484	XP_045264120.1	XP_060423336.1, XP_060423335.1
OG0000489	XP_045270891.1	XP_060423053.1
OG0000491	XP_045261928.1	XP_060422130.1, XP_060424530.1, XP_060421519.1
OG0000492	XP_045258345.1	XP_060425360.1
OG0000494	XP_045267369.1	XP_060430167.1
OG0000494	XP_045265812.1	XP_060431357.1
OG0000495	XP_045264563.1	XP_060421718.1
OG0000496	XP_045265122.1	XP_060422695.1
OG0000497	XP_045258864.1	XP_060430262.1, XP_060427789.1
OG0000498	XP_045257404.1, XP_045267401.1	XP_060428244.1
OG0000501	XP_045263399.1	XP_060429750.1
OG0000501	XP_045259577.1	XP_060427557.1
OG0000502	XP_045268859.1	XP_060423459.1
OG0000502	XP_045263785.1	XP_060429867.1
OG0000504	XP_045264338.1, XP_045260546.1	XP_060428049.1
OG0000505	XP_045256509.1	XP_060437019.1
OG0000506	XP_045266579.1	XP_060436667.1, XP_060436666.1
OG0000507	XP_045269067.1	XP_060423853.1
OG0000508	XP_045258476.1	XP_060425013.1
OG0000509	XP_045258477.1	XP_060425012.1
OG0000510	XP_045269063.1, XP_045257353.1	XP_060423857.1
OG0000511	XP_045264253.1, XP_045264252.1	XP_060429961.1
OG0000512	XP_045259943.1, XP_045262998.1, XP_045264185.1	XP_060430030.1
OG0000513	XP_045257373.1, XP_045258887.1, XP_045261704.1	XP_060434802.1
OG0000514	XP_045268622.1, XP_045262826.1	XP_060434651.1
OG0000515	XP_045262788.1	XP_060434593.1
OG0000516	XP_045265898.1, XP_045265902.1, XP_045265903.1	XP_060433897.1
OG0000518	XP_045270240.1	XP_060433257.1
OG0000519	XP_045263806.1	XP_060433713.1
OG0000520	XP_045256697.1	XP_060422318.1
OG0000520	XP_045270195.1	XP_060421459.1
OG0000522	XP_045263293.1	XP_060423201.1, XP_060422862.1, XP_060424564.1, XP_060421914.1
OG0000524	XP_045268562.1	XP_060432565.1
OG0000525	XP_045263545.1	XP_060427442.1
OG0000525	XP_045269627.1	XP_060430584.1
OG0000526	XP_045269676.1, XP_045258136.1	XP_060433026.1
OG0000527	XP_045260121.1, XP_045260120.1	XP_060433107.1
OG0000528	XP_045270214.1	XP_060433217.1
OG0000529	XP_045260158.1, XP_045270253.1	XP_060433323.1
OG0000530	XP_045267436.1	XP_060431997.1
OG0000531	XP_045267986.1	XP_060427234.1, XP_060436531.1
OG0000532	XP_045266530.1	XP_060436708.1
OG0000533	XP_045257164.1, XP_045261408.1	XP_060436765.1
OG0000534	XP_045266438.1	XP_060436814.1, XP_060436815.1
OG0000536	XP_045264961.1	XP_060434821.1
OG0000537	XP_045259883.1	XP_060423298.1, XP_060423299.1, XP_060430248.1, XP_060424594.1
OG0000538	XP_045261893.1	XP_060421577.1
OG0000539	XP_045263538.1	XP_060427419.1
OG0000540	XP_045259406.1, XP_045256695.1	XP_060430240.1
OG0000541	XP_045259865.1, XP_045262950.1	XP_060430229.1
OG0000542	XP_045267341.1	XP_060430191.1
OG0000544	XP_045257978.1	XP_060428149.1
OG0000545	XP_045257518.1	XP_060428061.1
OG0000547	XP_045263288.1, XP_045256735.1	XP_060423206.1
OG0000548	XP_045267415.1, XP_045256681.1	XP_060424313.1
OG0000549	XP_045257911.1, XP_045267490.1	XP_060424278.1, XP_060424279.1
OG0000550	XP_045265765.1, XP_045260138.1, XP_045259938.1	XP_060423793.1
OG0000551	XP_045265725.1, XP_045266477.1	XP_060423782.1
OG0000552	XP_045263467.1, XP_045259741.1	XP_060432238.1
OG0000554	XP_045270341.1	XP_060431749.1
OG0000554	XP_045256452.1	XP_060429043.1
OG0000555	XP_045256347.1, XP_045268581.1, XP_045267588.1	XP_060428959.1
OG0000556	XP_045260808.1	XP_060426949.1
OG0000556	XP_045268687.1	XP_060428932.1
OG0000557	XP_045263862.1	XP_060423729.1
OG0000557	XP_045268818.1	XP_060423531.1, XP_060423730.1
OG0000558	XP_045268054.1, XP_045260825.1	XP_060426919.1
OG0000559	XP_045261352.1, XP_045257541.1	XP_060427829.1
OG0000560	XP_045261978.1	XP_060434261.1
OG0000561	XP_045270227.1	XP_060433238.1
OG0000561	XP_045270190.1	XP_060428257.1, XP_060435294.1
OG0000563	XP_045265017.1	XP_060426319.1
OG0000564	XP_045267310.1	XP_060426280.1
OG0000564	XP_045265056.1	XP_060426279.1
OG0000565	XP_045258951.1	XP_060433610.1
OG0000565	XP_045268107.1	XP_060427246.1
OG0000566	XP_045268698.1, XP_045265120.1	XP_060427307.1
OG0000568	XP_045258621.1, XP_045266227.1	XP_060423928.1
OG0000569	XP_045266185.1, XP_045260544.1	XP_060423961.1
OG0000570	XP_045266829.1, XP_045264060.1, XP_045269320.1	XP_060427754.1
OG0000571	XP_045258536.1	XP_060424977.1
OG0000572	XP_045258531.1	XP_060424972.1
OG0000573	XP_045267724.1, XP_045266004.1	XP_060423259.1
OG0000574	XP_045263140.1	XP_060421979.1
OG0000575	XP_045260699.1, XP_045262047.1, XP_045268284.1	XP_060436051.1
OG0000576	XP_045268252.1	XP_060436313.1
OG0000577	XP_045270887.1, XP_045268095.1	XP_060436415.1
OG0000578	XP_045257537.1, XP_045271155.1	XP_060423701.1
OG0000580	XP_045269811.1	XP_060421848.1
OG0000581	XP_045259926.1, XP_045266991.1	XP_060430845.1
OG0000582	XP_045264036.1, XP_045263330.1, XP_045262322.1	XP_060428134.1
OG0000583	XP_045269536.1, XP_045266539.1, XP_045266538.1	XP_060434771.1
OG0000584	XP_045259857.1, XP_045259404.1, XP_045261401.1	XP_060421571.1
OG0000586	XP_045270994.1	XP_060422066.1, XP_060424557.1, XP_060421921.1
OG0000588	XP_045264041.1	XP_060431534.1
OG0000589	XP_045266377.1	XP_060436892.1
OG0000590	XP_045270119.1, XP_045266295.1	XP_060435624.1
OG0000591	XP_045266282.1, XP_045260666.1	XP_060435643.1
OG0000592	XP_045270091.1, XP_045262430.1	XP_060435808.1
OG0000593	XP_045262412.1	XP_060435827.1
OG0000595	XP_045270198.1, XP_045259127.1	XP_060435921.1
OG0000596	XP_045262463.1, XP_045265950.1	XP_060435940.1
OG0000597	XP_045270830.1	XP_060425852.1
OG0000598	XP_045256468.1	XP_060435030.1
OG0000600	XP_045264067.1	XP_060431501.1
OG0000601	XP_045256451.1	XP_060429042.1
OG0000601	XP_045263939.1	XP_060431430.1
OG0000602	XP_045260577.1	XP_060429177.1, XP_060431353.1
OG0000603	XP_045262676.1	XP_060434345.1
OG0000604	XP_045267638.1, XP_045267637.1	XP_060435506.1
OG0000605	XP_045271259.1	XP_060435120.1
OG0000606	XP_045266812.1	XP_060425784.1
OG0000607	XP_045256280.1	XP_060436941.1
OG0000608	XP_045270033.1	XP_060423648.1
OG0000608	XP_045258391.1	XP_060424968.1
OG0000609	XP_045260348.1	XP_060423645.1
OG0000610	XP_045270099.1	XP_060425729.1
OG0000611	XP_045259656.1, XP_045271105.1	XP_060424415.1
OG0000612	XP_045259386.1	XP_060429571.1
OG0000612	XP_045258868.1	XP_060424283.1
OG0000613	XP_045270059.1	XP_060429607.1
OG0000616	XP_045266748.1	XP_060434967.1, XP_060434968.1, XP_060432460.1
OG0000617	XP_045266950.1, XP_045259556.1	XP_060427532.1
OG0000618	XP_045270824.1	XP_060427590.1
OG0000619	XP_045268981.1, XP_045269681.1	XP_060430524.1
OG0000620	XP_045268980.1, XP_045269683.1	XP_060430522.1
OG0000621	XP_045256821.1	XP_060429336.1
OG0000622	XP_045256812.1	XP_060429345.1
OG0000623	XP_045268173.1, XP_045257249.1	XP_060422468.1
OG0000624	XP_045261986.1, XP_045257256.1	XP_060422460.1
OG0000626	XP_045271352.1	XP_060425219.1
OG0000627	XP_045258200.1, XP_045268825.1, XP_045268824.1	XP_060437307.1
OG0000629	XP_045264866.1, XP_045256426.1	XP_060437050.1
OG0000631	XP_045264135.1	XP_060429211.1, XP_060436623.1
OG0000631	XP_045271262.1	XP_060422006.1
OG0000634	XP_045264285.1	XP_060429927.1
OG0000635	XP_045264146.1	XP_060430064.1
OG0000636	XP_045264836.1	XP_060430097.1
OG0000637	XP_045263401.1, XP_045256131.1, XP_045266276.1	XP_060434814.1
OG0000638	XP_045266058.1, XP_045264873.1	XP_060434725.1
OG0000639	XP_045262792.1	XP_060434597.1, XP_060427328.1
OG0000640	XP_045266810.1, XP_045268736.1	XP_060433877.1, XP_060433878.1
OG0000641	XP_045260948.1	XP_060429808.1
OG0000643	XP_045269194.1, XP_045258086.1	XP_060422765.1
OG0000644	XP_045268970.1	XP_060423303.1
OG0000645	XP_045266906.1	XP_060430896.1
OG0000645	XP_045260635.1	XP_060424576.1
OG0000646	XP_045267025.1	XP_060430927.1
OG0000647	XP_045270883.1, XP_045267058.1	XP_060430942.1
OG0000649	XP_045263747.1	XP_060430155.1
OG0000650	XP_045259606.1	XP_060427575.1
OG0000650	XP_045261369.1	XP_060433016.1
OG0000651	XP_045268983.1	XP_060433021.1
OG0000651	XP_045269014.1	XP_060430421.1
OG0000652	XP_045264386.1, XP_045264989.1	XP_060433140.1
OG0000653	XP_045267092.1	XP_060430282.1
OG0000653	XP_045260080.1	XP_060433138.1
OG0000654	XP_045265151.1	XP_060427866.1
OG0000655	XP_045264364.1	XP_060424706.1
OG0000656	XP_045262224.1, XP_045260681.1	XP_060432025.1
OG0000657	XP_045260039.1	XP_060424309.1
OG0000658	XP_045270836.1	XP_060432623.1
OG0000658	XP_045263295.1	XP_060423199.1
OG0000659	XP_045260454.1	XP_060432630.1
OG0000660	XP_045260410.1	XP_060431002.1
OG0000661	XP_045263534.1	XP_060427415.1
OG0000662	XP_045271194.1	XP_060421663.1, XP_060421496.1
OG0000663	XP_045266770.1	XP_060432481.1, XP_060432482.1
OG0000664	XP_045261591.1	XP_060433376.1
OG0000665	XP_045270930.1, XP_045270931.1	XP_060423012.1
OG0000666	XP_045271006.1	XP_060422074.1
OG0000666	XP_045262267.1	XP_060422590.1
OG0000667	XP_045270964.1	XP_060422567.1
OG0000668	XP_045268047.1, XP_045270982.1	XP_060421269.1
OG0000670	XP_045257928.1	XP_060421386.1
OG0000670	XP_045263063.1	XP_060422151.1
OG0000671	XP_045266573.1	XP_060436392.1
OG0000672	XP_045257992.1, XP_045264206.1	XP_060428158.1
OG0000673	XP_045269228.1	XP_060432740.1
OG0000673	XP_045257566.1	XP_060432729.1, XP_060432730.1
OG0000674	XP_045257118.1	XP_060432673.1, XP_060432983.1
OG0000675	XP_045267119.1, XP_045269167.1	XP_060432096.1
OG0000676	XP_045260025.1, XP_045261153.1	XP_060424286.1
OG0000677	XP_045259782.1	XP_060427298.1, XP_060427297.1
OG0000677	XP_045263368.1	XP_060432196.1
OG0000678	XP_045259743.1, XP_045270193.1	XP_060432236.1
OG0000680	XP_045264352.1, XP_045267621.1	XP_060421881.1
OG0000681	XP_045270387.1	XP_060431805.1
OG0000682	XP_045267251.1, XP_045257958.1	XP_060429073.1
OG0000683	XP_045270074.1	XP_060429004.1
OG0000683	XP_045257156.1	XP_060424620.1
OG0000684	XP_045256193.1, XP_045268664.1	XP_060428919.1
OG0000685	XP_045265402.1	XP_060428550.1
OG0000685	XP_045268830.1	XP_060423524.1
OG0000686	XP_045260653.1	XP_060423553.1, XP_060432648.1, XP_060422540.1, XP_060421794.1
OG0000687	XP_045258451.1	XP_060425054.1
OG0000688	XP_045268841.1	XP_060426895.1
OG0000689	XP_045260845.1	XP_060425476.1
OG0000690	XP_045265040.1, XP_045269519.1	XP_060430325.1
OG0000691	XP_045259493.1	XP_060435271.1
OG0000692	XP_045259503.1, XP_045269965.1	XP_060435284.1
