Orthogroup	Colletotrichum_gloeosporioides	Colletotrichum_acutatum
OG0000314	XP_045269765.1	XP_060357574.1
OG0000314	XP_045260863.1	XP_060365296.1
OG0000315	XP_045260303.1	XP_060367842.1
OG0000315	XP_045263792.1	XP_060358227.1
OG0000316	XP_045257310.1	XP_060360279.1
OG0000316	XP_045261154.1	XP_060364444.1
OG0000318	XP_045259489.1	XP_060369793.1
OG0000318	XP_045266016.1	XP_060364467.1
OG0000319	XP_045260364.1	XP_060359427.1
OG0000319	XP_045268110.1	XP_060361703.1
OG0000322	XP_045257985.1, XP_045262699.1, XP_045269156.1	XP_060371402.1
OG0000326	XP_045268318.1	XP_060371052.1
OG0000327	XP_045270753.1	XP_060369245.1
OG0000329	XP_045270120.1	XP_060361786.1
OG0000329	XP_045266292.1	XP_060369595.1
OG0000330	XP_045257366.1	XP_060361240.1
OG0000331	XP_045266957.1	XP_060361078.1
OG0000331	XP_045257223.1	XP_060357680.1
OG0000332	XP_045257538.1	XP_060359381.1
OG0000332	XP_045263286.1	XP_060364228.1
OG0000333	XP_045267707.1, XP_045257953.1, XP_045263356.1	XP_060361905.1
OG0000335	XP_045271354.1	XP_060365784.1
OG0000335	XP_045258127.1	XP_060369226.1
OG0000336	XP_045267391.1	XP_060370648.1
OG0000336	XP_045268630.1	XP_060368199.1
OG0000337	XP_045256567.1	XP_060366163.1
OG0000337	XP_045269920.1	XP_060367351.1
OG0000338	XP_045269129.1	XP_060357336.1
OG0000338	XP_045257215.1	XP_060362811.1, XP_060362055.1
OG0000339	XP_045260416.1	XP_060364907.1
OG0000339	XP_045256314.1	XP_060358170.1
OG0000340	XP_045268832.1	XP_060357429.1
OG0000340	XP_045260613.1	XP_060366398.1
OG0000341	XP_045259308.1	XP_060359278.1
OG0000341	XP_045257419.1	XP_060357663.1
OG0000342	XP_045258511.1, XP_045270108.1	XP_060361779.1
OG0000343	XP_045267330.1	XP_060364849.1
OG0000343	XP_045271113.1	XP_060360764.1
OG0000344	XP_045263130.1	XP_060365895.1
OG0000345	XP_045267739.1	XP_060357405.1
OG0000345	XP_045269995.1	XP_060363606.1
OG0000346	XP_045264967.1	XP_060369034.1
OG0000347	XP_045260142.1	XP_060363683.1
OG0000348	XP_045259093.1	XP_060359676.1
OG0000348	XP_045267292.1	XP_060357983.1
OG0000349	XP_045256850.1	XP_060362574.1
OG0000350	XP_045263001.1, XP_045260560.1, XP_045257214.1	XP_060362810.1
OG0000352	XP_045256367.1	XP_060361113.1
OG0000353	XP_045256531.1, XP_045266951.1	XP_060371662.1
OG0000355	XP_045258923.1	XP_060366507.1
OG0000355	XP_045269027.1	XP_060363705.1
OG0000356	XP_045259888.1	XP_060362201.1
OG0000356	XP_045258769.1	XP_060370688.1
OG0000357	XP_045263859.1	XP_060357470.1
OG0000358	XP_045263858.1	XP_060357469.1
OG0000360	XP_045258580.1	XP_060363846.1
OG0000360	XP_045260171.1	XP_060362636.1
OG0000361	XP_045260172.1	XP_060362637.1
OG0000361	XP_045265103.1	XP_060365159.1
OG0000362	XP_045264933.1	XP_060361983.1
OG0000363	XP_045268892.1	XP_060364956.1
OG0000363	XP_045263181.1	XP_060357033.1
OG0000364	XP_045266937.1	XP_060361098.1
OG0000364	XP_045268887.1	XP_060364963.1
OG0000365	XP_045262185.1	XP_060357924.1
OG0000367	XP_045267442.1	XP_060367091.1
OG0000367	XP_045266938.1	XP_060361097.1
OG0000368	XP_045266921.1	XP_060359462.1
OG0000368	XP_045267673.1	XP_060364440.1
OG0000369	XP_045261354.1	XP_060366810.1
OG0000369	XP_045267049.1	XP_060360568.1
OG0000370	XP_045264075.1	XP_060366808.1
OG0000373	XP_045266535.1	XP_060357393.1
OG0000373	XP_045261861.1	XP_060365563.1
OG0000374	XP_045261598.1	XP_060370555.1
OG0000375	XP_045269553.1	XP_060362532.1
OG0000375	XP_045256283.1	XP_060364189.1
OG0000376	XP_045271293.1	XP_060364182.1
OG0000378	XP_045260404.1	XP_060364927.1
OG0000379	XP_045268595.1	XP_060368769.1
OG0000379	XP_045271386.1	XP_060365751.1
OG0000380	XP_045271408.1	XP_060365740.1
OG0000380	XP_045261339.1	XP_060370116.1
OG0000381	XP_045262253.1	XP_060360805.1
OG0000381	XP_045259900.1	XP_060362213.1
OG0000382	XP_045267340.1	XP_060367170.1
OG0000383	XP_045263075.1	XP_060363902.1, XP_060364698.1, XP_060358688.1, XP_060358266.1
OG0000384	XP_045256915.1	XP_060361517.1
OG0000384	XP_045267245.1	XP_060365264.1
OG0000385	XP_045265150.1	XP_060357020.1
OG0000386	XP_045257420.1, XP_045265149.1, XP_045261190.1	XP_060357019.1
OG0000387	XP_045261346.1	XP_060370131.1
OG0000387	XP_045264903.1	XP_060362689.1
OG0000388	XP_045257502.1	XP_060359502.1
OG0000388	XP_045261971.1	XP_060357345.1
OG0000389	XP_045257186.1, XP_045257019.1	XP_060360601.1
OG0000390	XP_045265019.1	XP_060366857.1
OG0000390	XP_045266197.1	XP_060358448.1
OG0000391	XP_045263152.1	XP_060358291.1
OG0000392	XP_045268870.1	XP_060358276.1
OG0000393	XP_045267717.1	XP_060357521.1
OG0000393	XP_045258515.1	XP_060358138.1
OG0000394	XP_045258422.1	XP_060361884.1
OG0000394	XP_045267553.1	XP_060363896.1
OG0000395	XP_045266022.1	XP_060364485.1
OG0000395	XP_045268735.1	XP_060362508.1
OG0000396	XP_045258946.1	XP_060359083.1
OG0000396	XP_045267596.1	XP_060357883.1
OG0000397	XP_045266124.1	XP_060361153.1
OG0000398	XP_045257321.1	XP_060363387.1
OG0000398	XP_045263169.1	XP_060364501.1
OG0000400	XP_045258714.1	XP_060367196.1
OG0000401	XP_045259081.1, XP_045270919.1, XP_045261117.1	XP_060365603.1
OG0000402	XP_045263021.1	XP_060366446.1
OG0000402	XP_045264610.1	XP_060367739.1
OG0000403	XP_045262536.1, XP_045259483.1	XP_060369796.1
OG0000404	XP_045267268.1	XP_060368366.1
OG0000404	XP_045265099.1	XP_060361712.1
OG0000404	XP_045261985.1, XP_045261981.1	XP_060363726.1
OG0000408	XP_045259277.1	XP_060359336.1
OG0000408	XP_045259278.1	XP_060359335.1, XP_060360707.1
OG0000409	XP_045261711.1	XP_060363695.1, XP_060363696.1
OG0000410	XP_045266137.1	XP_060361157.1
OG0000412	XP_045266370.1, XP_045258024.1	XP_060365897.1, XP_060360423.1
OG0000413	XP_045266371.1, XP_045259922.1	XP_060360420.1
OG0000414	XP_045257926.1	XP_060357800.1
OG0000415	XP_045262435.1	XP_060362158.1
OG0000415	XP_045258340.1	XP_060358370.1
OG0000416	XP_045262433.1	XP_060362155.1
OG0000416	XP_045261910.1	XP_060364994.1
OG0000417	XP_045264330.1	XP_060359878.1
OG0000418	XP_045262620.1	XP_060370769.1
OG0000418	XP_045256808.1	XP_060359192.1
OG0000419	XP_045264498.1	XP_060368116.1
OG0000419	XP_045256194.1	XP_060364342.1
OG0000420	XP_045264559.1	XP_060364344.1
OG0000421	XP_045260543.1	XP_060360389.1, XP_060360967.1, XP_060358593.1
OG0000422	XP_045256226.1	XP_060360399.1
OG0000422	XP_045266909.1	XP_060361106.1
OG0000423	XP_045267610.1	XP_060358898.1
OG0000424	XP_045257425.1, XP_045258199.1	XP_060357662.1
OG0000425	XP_045269718.1	XP_060357073.1
OG0000426	XP_045267213.1	XP_060362573.1
OG0000426	XP_045262698.1	XP_060366989.1, XP_060367913.1
OG0000427	XP_045256443.1	XP_060359349.1, XP_060357756.1, XP_060371630.1, XP_060360409.1
OG0000428	XP_045260335.1	XP_060363820.1
OG0000428	XP_045256096.1	XP_060363876.1
OG0000429	XP_045266750.1	XP_060368846.1
OG0000429	XP_045264136.1	XP_060362035.1
OG0000430	XP_045269584.1	XP_060360142.1
OG0000431	XP_045259284.1	XP_060357025.1, XP_060363130.1, XP_060361802.1, XP_060361486.1
OG0000432	XP_045259385.1	XP_060363336.1
OG0000433	XP_045269065.1	XP_060363357.1
OG0000434	XP_045265130.1	XP_060359778.1
OG0000434	XP_045259242.1	XP_060357179.1
OG0000435	XP_045264157.1, XP_045266952.1	XP_060359791.1
OG0000436	XP_045264145.1	XP_060359804.1
OG0000437	XP_045264786.1	XP_060363516.1
OG0000437	XP_045257271.1	XP_060362651.1
OG0000438	XP_045264947.1	XP_060362008.1
OG0000438	XP_045261064.1	XP_060364439.1
OG0000439	XP_045270925.1, XP_045264977.1	XP_060363199.1
OG0000440	XP_045261822.1, XP_045264877.1	XP_060363209.1
OG0000441	XP_045270185.1	XP_060365032.1
OG0000442	XP_045264646.1, XP_045257966.1, XP_045260941.1	XP_060358951.1
OG0000445	XP_045267885.1	XP_060361460.1
OG0000445	XP_045266246.1	XP_060357275.1
OG0000446	XP_045256663.1	XP_060357854.1
OG0000446	XP_045268975.1	XP_060357376.1
OG0000447	XP_045257267.1	XP_060361608.1
OG0000448	XP_045269945.1	XP_060370438.1
OG0000449	XP_045267015.1	XP_060359448.1
OG0000450	XP_045262294.1	XP_060357858.1
OG0000450	XP_045261277.1	XP_060370072.1
OG0000451	XP_045267041.1	XP_060358403.1
OG0000452	XP_045262347.1, XP_045271270.1, XP_045262346.1, XP_045263532.1	XP_060364167.1
OG0000453	XP_045270215.1	XP_060357838.1
OG0000453	XP_045266032.1	XP_060364483.1
OG0000454	XP_045270260.1	XP_060368407.1
OG0000454	XP_045263860.1	XP_060357471.1
OG0000455	XP_045266252.1, XP_045270807.1, XP_045264495.1	XP_060363118.1
OG0000456	XP_045261776.1	XP_060357961.1
OG0000456	XP_045260422.1	XP_060364901.1
OG0000457	XP_045261035.1	XP_060362267.1, XP_060362232.1
OG0000458	XP_045257423.1, XP_045267347.1	XP_060367161.1
OG0000459	XP_045265506.1, XP_045265505.1, XP_045258854.1	XP_060368749.1
OG0000460	XP_045270997.1, XP_045260085.1	XP_060357103.1
OG0000461	XP_045265072.1, XP_045270819.1	XP_060357226.1
OG0000463	XP_045265445.1	XP_060360609.1
OG0000463	XP_045263018.1	XP_060363002.1
OG0000464	XP_045260787.1	XP_060368449.1
OG0000465	XP_045267422.1, XP_045259551.1, XP_045269222.1	XP_060358439.1
OG0000466	XP_045267630.1, XP_045268934.1	XP_060364572.1
OG0000467	XP_045263131.1	XP_060365894.1
OG0000467	XP_045265587.1	XP_060371283.1
OG0000468	XP_045262079.1	XP_060371799.1
OG0000469	XP_045270868.1	XP_060357349.1
OG0000470	XP_045267845.1	XP_060360168.1, XP_060360167.1
OG0000471	XP_045267263.1	XP_060358739.1
OG0000471	XP_045257746.1	XP_060359612.1
OG0000472	XP_045267211.1	XP_060365246.1
OG0000474	XP_045268781.1	XP_060357770.1
OG0000474	XP_045267098.1	XP_060359988.1
OG0000475	XP_045261274.1, XP_045261275.1	XP_060358128.1
OG0000477	XP_045269142.1	XP_060359606.1
OG0000478	XP_045269141.1, XP_045265835.1	XP_060359607.1
OG0000479	XP_045265972.1	XP_060364275.1
OG0000479	XP_045265948.1	XP_060364461.1
OG0000481	XP_045264408.1, XP_045260549.1, XP_045263092.1, XP_045266504.1	XP_060362761.1
OG0000482	XP_045260906.1	XP_060359657.1
OG0000482	XP_045268116.1	XP_060361701.1
OG0000483	XP_045263552.1, XP_045263556.1	XP_060357079.1
OG0000484	XP_045264120.1	XP_060364601.1, XP_060364600.1
OG0000486	XP_045256885.1, XP_045257439.1, XP_045259191.1	XP_060371714.1
OG0000489	XP_045270891.1	XP_060358867.1, XP_060362281.1
OG0000492	XP_045258345.1	XP_060361342.1
OG0000492	XP_045265121.1	XP_060357205.1
OG0000493	XP_045257492.1	XP_060365350.1
OG0000494	XP_045267369.1	XP_060367148.1
OG0000494	XP_045265812.1	XP_060369361.1
OG0000495	XP_045270092.1	XP_060371708.1
OG0000495	XP_045264563.1	XP_060364350.1
OG0000496	XP_045265122.1	XP_060358479.1
OG0000496	XP_045259927.1	XP_060366403.1, XP_060366402.1
OG0000497	XP_045258864.1	XP_060362211.1, XP_060366393.1, XP_060367565.1
OG0000498	XP_045257404.1, XP_045267401.1	XP_060357655.1
OG0000499	XP_045267489.1	XP_060363077.1, XP_060363076.1
OG0000501	XP_045263399.1	XP_060365340.1
OG0000502	XP_045268859.1	XP_060362770.1
OG0000503	XP_045267712.1, XP_045260491.1	XP_060371509.1
OG0000504	XP_045264338.1, XP_045260546.1	XP_060371554.1
OG0000505	XP_045256509.1	XP_060371640.1
OG0000506	XP_045266579.1	XP_060362076.1, XP_060362075.1
OG0000507	XP_045269067.1	XP_060363354.1
OG0000508	XP_045263036.1	XP_060365942.1
OG0000508	XP_045258476.1	XP_060359476.1
OG0000509	XP_045263037.1	XP_060365943.1
OG0000509	XP_045258477.1	XP_060359477.1
OG0000510	XP_045269063.1, XP_045257353.1	XP_060363359.1
OG0000511	XP_045264253.1, XP_045264252.1	XP_060359157.1
OG0000512	XP_045259943.1, XP_045262998.1, XP_045264185.1	XP_060361246.1
OG0000513	XP_045257373.1, XP_045258887.1, XP_045261704.1	XP_060361998.1
OG0000514	XP_045268622.1, XP_045262826.1	XP_060364081.1
OG0000515	XP_045262788.1	XP_060370936.1
OG0000516	XP_045265898.1, XP_045265902.1, XP_045265903.1	XP_060372002.1
OG0000518	XP_045270240.1	XP_060360744.1
OG0000519	XP_045263893.1, XP_045267204.1	XP_060359154.1
OG0000519	XP_045263806.1	XP_060367588.1
OG0000522	XP_045263293.1	XP_060361918.1
OG0000524	XP_045268562.1	XP_060368751.1
OG0000524	XP_045266542.1	XP_060357091.1
OG0000525	XP_045263545.1	XP_060366660.1
OG0000525	XP_045269627.1	XP_060365493.1
OG0000526	XP_045269676.1, XP_045258136.1	XP_060364115.1
OG0000527	XP_045260121.1, XP_045260120.1	XP_060365167.1
OG0000528	XP_045270214.1	XP_060357837.1
OG0000529	XP_045260158.1, XP_045270253.1	XP_060360266.1
OG0000530	XP_045267436.1	XP_060364003.1
OG0000531	XP_045267986.1	XP_060357934.1, XP_060361429.1
OG0000533	XP_045257164.1, XP_045261408.1	XP_060367937.1
OG0000534	XP_045266438.1	XP_060367889.1, XP_060367888.1
OG0000536	XP_045264961.1	XP_060362020.1
OG0000537	XP_045259883.1	XP_060362196.1
OG0000538	XP_045261893.1	XP_060363951.1
OG0000539	XP_045263538.1	XP_060366684.1, XP_060366683.1
OG0000540	XP_045259406.1, XP_045256695.1	XP_060362188.1
OG0000541	XP_045259865.1, XP_045262950.1	XP_060362177.1
OG0000542	XP_045267341.1	XP_060367169.1
OG0000542	XP_045264390.1	XP_060367826.1
OG0000543	XP_045261614.1	XP_060370536.1
OG0000544	XP_045260161.1	XP_060357970.1
OG0000545	XP_045257518.1	XP_060357453.1
OG0000547	XP_045263288.1, XP_045256735.1	XP_060364226.1
OG0000548	XP_045267415.1, XP_045256681.1	XP_060363551.1
OG0000549	XP_045257911.1, XP_045267490.1	XP_060363515.1
OG0000550	XP_045265765.1, XP_045260138.1, XP_045259938.1	XP_060358531.1
OG0000551	XP_045265725.1, XP_045266477.1	XP_060361008.1
OG0000552	XP_045263467.1, XP_045259741.1	XP_060368210.1
OG0000553	XP_045267903.1	XP_060358169.1
OG0000554	XP_045270341.1	XP_060370361.1
OG0000554	XP_045256452.1	XP_060365238.1
OG0000555	XP_045256347.1, XP_045268581.1, XP_045267588.1	XP_060358267.1
OG0000556	XP_045268687.1	XP_060358014.1
OG0000557	XP_045263862.1, XP_045268818.1	XP_060357426.1, XP_060357425.1
OG0000558	XP_045268054.1, XP_045260825.1	XP_060360097.1
OG0000559	XP_045261352.1, XP_045257541.1	XP_060358120.1
OG0000560	XP_045261978.1	XP_060358606.1
OG0000561	XP_045270227.1	XP_060358063.1
OG0000561	XP_045270190.1	XP_060369657.1
OG0000563	XP_045265017.1	XP_060366853.1
OG0000564	XP_045267310.1, XP_045265056.1	XP_060366895.1, XP_060366896.1
OG0000565	XP_045258951.1	XP_060367698.1
OG0000565	XP_045268107.1	XP_060359091.1
OG0000566	XP_045268698.1, XP_045265120.1	XP_060359609.1
OG0000568	XP_045258621.1, XP_045266227.1	XP_060362866.1
OG0000569	XP_045266185.1, XP_045260544.1	XP_060362837.1
OG0000570	XP_045266829.1, XP_045264060.1, XP_045269320.1	XP_060360970.1
OG0000572	XP_045258531.1	XP_060357173.1, XP_060360412.1, XP_060360411.1
OG0000573	XP_045267724.1, XP_045266004.1	XP_060358500.1
OG0000574	XP_045263140.1	XP_060359306.1
OG0000575	XP_045260699.1, XP_045262047.1, XP_045268284.1	XP_060371041.1
OG0000576	XP_045268252.1	XP_060365442.1
OG0000576	XP_045257503.1	XP_060357400.1
OG0000577	XP_045270887.1, XP_045268095.1	XP_060361721.1
OG0000578	XP_045257537.1, XP_045271155.1	XP_060367818.1
OG0000579	XP_045260678.1, XP_045265807.1	XP_060366339.1
OG0000580	XP_045269811.1	XP_060362387.1, XP_060362388.1
OG0000581	XP_045259926.1	XP_060361055.1
OG0000582	XP_045264036.1, XP_045263330.1, XP_045262322.1	XP_060358938.1
OG0000583	XP_045269536.1, XP_045266539.1	XP_060361968.1
OG0000586	XP_045270994.1	XP_060357232.1
OG0000588	XP_045264041.1	XP_060366794.1
OG0000589	XP_045264391.1	XP_060367827.1
OG0000589	XP_045266377.1	XP_060360408.1
OG0000590	XP_045270119.1, XP_045266295.1	XP_060369599.1
OG0000591	XP_045266282.1, XP_045260666.1	XP_060369580.1
OG0000592	XP_045270091.1, XP_045262430.1	XP_060362151.1
OG0000593	XP_045262412.1	XP_060362132.1
OG0000595	XP_045270198.1, XP_045259127.1	XP_060363446.1
OG0000596	XP_045262463.1, XP_045265950.1	XP_060359575.1
OG0000597	XP_045270830.1	XP_060357163.1
OG0000598	XP_045256468.1	XP_060363020.1, XP_060367367.1, XP_060367368.1
OG0000598	XP_045266045.1	XP_060364733.1
OG0000600	XP_045264067.1	XP_060366761.1, XP_060366763.1
OG0000601	XP_045263939.1	XP_060369297.1
OG0000602	XP_045260577.1	XP_060360847.1
OG0000603	XP_045262676.1	XP_060366247.1
OG0000604	XP_045267638.1, XP_045267637.1	XP_060369227.1
OG0000605	XP_045271259.1	XP_060357786.1
OG0000606	XP_045266812.1	XP_060358506.1
OG0000607	XP_045256280.1	XP_060358177.1
OG0000608	XP_045270033.1	XP_060359895.1
OG0000608	XP_045258391.1	XP_060357555.1
OG0000609	XP_045260348.1	XP_060359892.1
OG0000610	XP_045270099.1	XP_060361774.1
OG0000611	XP_045259656.1, XP_045271105.1	XP_060358906.1
OG0000612	XP_045259386.1	XP_060357288.1
OG0000612	XP_045258868.1	XP_060363519.1, XP_060363520.1
OG0000613	XP_045270059.1	XP_060363653.1
OG0000615	XP_045264656.1	XP_060362912.1
OG0000616	XP_045266748.1	XP_060368849.1
OG0000617	XP_045266950.1, XP_045259556.1	XP_060363690.1
OG0000618	XP_045270824.1	XP_060358240.1
OG0000619	XP_045268981.1, XP_045269681.1	XP_060359669.1
OG0000620	XP_045268980.1, XP_045269683.1	XP_060359667.1
OG0000621	XP_045256821.1	XP_060362545.1
OG0000622	XP_045256812.1	XP_060362537.1
OG0000623	XP_045268173.1, XP_045257249.1	XP_060360078.1
OG0000624	XP_045261986.1, XP_045257256.1	XP_060360071.1
OG0000626	XP_045271352.1	XP_060365782.1
OG0000627	XP_045258200.1, XP_045268825.1, XP_045268824.1	XP_060366189.1
OG0000629	XP_045264866.1, XP_045256426.1	XP_060371612.1
OG0000631	XP_045264135.1	XP_060361469.1
OG0000632	XP_045259552.1	XP_060357250.1
OG0000634	XP_045264285.1	XP_060360875.1
OG0000635	XP_045264146.1	XP_060359803.1
OG0000636	XP_045264836.1	XP_060362630.1
OG0000637	XP_045263401.1, XP_045256131.1, XP_045266276.1	XP_060362013.1
OG0000638	XP_045266058.1, XP_045264873.1	XP_060363217.1
OG0000639	XP_045262792.1	XP_060370940.1, XP_060359629.1
OG0000640	XP_045266810.1, XP_045268736.1	XP_060372022.1
OG0000641	XP_045260948.1	XP_060358957.1
OG0000642	XP_045265371.1, XP_045267492.1	XP_060368363.1
OG0000643	XP_045269194.1, XP_045258086.1	XP_060368307.1
OG0000645	XP_045266906.1	XP_060361103.1
OG0000646	XP_045267025.1	XP_060359444.1
OG0000647	XP_045270883.1, XP_045267058.1	XP_060360555.1
OG0000649	XP_045260965.1	XP_060357912.1
OG0000649	XP_045263747.1	XP_060367137.1
OG0000650	XP_045261369.1	XP_060364124.1
OG0000651	XP_045268983.1	XP_060364119.1
OG0000651	XP_045269014.1	XP_060358320.1
OG0000652	XP_045264386.1, XP_045264989.1	XP_060365136.1
OG0000653	XP_045260080.1	XP_060365134.1
OG0000654	XP_045265151.1	XP_060361647.1
OG0000655	XP_045264364.1	XP_060368396.1
OG0000656	XP_045262224.1, XP_045260681.1	XP_060363977.1
OG0000657	XP_045260039.1	XP_060363438.1, XP_060362928.1, XP_060363546.1
OG0000658	XP_045263295.1	XP_060361920.1
OG0000659	XP_045260454.1	XP_060364863.1
OG0000660	XP_045260410.1	XP_060364908.1
OG0000661	XP_045263534.1	XP_060366691.1
OG0000663	XP_045266770.1	XP_060368825.1
OG0000664	XP_045261591.1	XP_060370562.1
OG0000665	XP_045270930.1, XP_045270931.1	XP_060362243.1
OG0000666	XP_045271006.1	XP_060361511.1
OG0000667	XP_045270964.1	XP_060361534.1
OG0000668	XP_045268047.1, XP_045270982.1	XP_060361558.1
OG0000670	XP_045263063.1	XP_060359509.1
OG0000671	XP_045266573.1, XP_045271020.1, XP_045268599.1	XP_060357806.1
OG0000673	XP_045257566.1	XP_060366084.1
OG0000674	XP_045257118.1	XP_060360617.1, XP_060360619.1, XP_060360618.1, XP_060368740.1
OG0000675	XP_045267119.1, XP_045269167.1	XP_060358453.1
OG0000676	XP_045260025.1, XP_045261153.1	XP_060363523.1
OG0000677	XP_045263368.1	XP_060368249.1
OG0000678	XP_045259743.1, XP_045270193.1	XP_060368212.1
OG0000680	XP_045264352.1, XP_045267621.1	XP_060358282.1
OG0000681	XP_045270387.1	XP_060370308.1
OG0000682	XP_045267251.1, XP_045257958.1	XP_060365273.1
OG0000683	XP_045270074.1	XP_060365205.1
OG0000684	XP_045256193.1, XP_045268664.1	XP_060358003.1
OG0000685	XP_045265402.1	XP_060368031.1
OG0000686	XP_045260653.1	XP_060357773.1
OG0000687	XP_045258451.1	XP_060364222.1
OG0000688	XP_045271210.1	XP_060358701.1
OG0000688	XP_045268841.1	XP_060363945.1
OG0000689	XP_045260845.1	XP_060365283.1
OG0000690	XP_045265040.1, XP_045269519.1	XP_060362515.1
OG0000691	XP_045259493.1	XP_060369675.1
OG0000692	XP_045259503.1, XP_045269965.1	XP_060369663.1
OG0000693	XP_045269798.1	XP_060357571.1, XP_060357573.1
OG0000694	XP_045256781.1, XP_045265115.1	XP_060359767.1
OG0000696	XP_045258986.1	XP_060357707.1, XP_060357144.1, XP_060369765.1
OG0000697	XP_045262955.1, XP_045266971.1	XP_060358626.1
OG0000698	XP_045266149.1, XP_045266172.1	XP_060362819.1
OG0000699	XP_045266115.1, XP_045269109.1	XP_060360539.1
OG0000702	XP_045261037.1, XP_045257120.1	XP_060362744.1
OG0000703	XP_045269454.1	XP_060368748.1
OG0000704	XP_045270461.1, XP_045270485.1	XP_060370031.1
OG0000705	XP_045267779.1, XP_045258356.1	XP_060361353.1
OG0000706	XP_045268372.1	XP_060371101.1
OG0000707	XP_045262510.1, XP_045268339.1	XP_060371076.1
OG0000708	XP_045268278.1	XP_060363444.1
OG0000708	XP_045268279.1	XP_060371009.1
OG0000709	XP_045271162.1	XP_060367813.1
OG0000710	XP_045257188.1, XP_045266622.1, XP_045257187.1	XP_060367800.1
OG0000711	XP_045264260.1	XP_060362929.1
OG0000712	XP_045257100.1, XP_045264694.1	XP_060362931.1
OG0000713	XP_045265166.1	XP_060361671.1
OG0000715	XP_045266857.1	XP_060369800.1
OG0000716	XP_045266658.1, XP_045262457.1, XP_045261496.1, XP_045260099.1, XP_045260098.1, XP_045266933.1	XP_060364808.1
OG0000721	XP_045270761.1	XP_060359467.1, XP_060370013.1, XP_060369257.1
OG0000722	XP_045261995.1, XP_045270783.1	XP_060369644.1
OG0000723	XP_045260300.1	XP_060359639.1
OG0000723	XP_045260299.1	XP_060363504.1
OG0000724	XP_045262493.1	XP_060363463.1
OG0000724	XP_045263098.1	XP_060358756.1
OG0000725	XP_045256300.1, XP_045256320.1	XP_060371703.1
OG0000726	XP_045259663.1, XP_045264661.1	XP_060364375.1
