Orthogroup	Colletotrichum_abscissum	Colletotrichum_gloeosporioides
OG0000293	XP_060402952.1	XP_045257803.1
OG0000293	XP_060395820.1	XP_045271256.1
OG0000294	XP_060395969.1	XP_045270216.1
OG0000294	XP_060404561.1	XP_045259628.1
OG0000295	XP_060396143.1	XP_045257658.1
OG0000296	XP_060396236.1	XP_045257551.1, XP_045264773.1
OG0000297	XP_060396752.1	XP_045270587.1
OG0000297	XP_060397845.1	XP_045264772.1
OG0000298	XP_060397665.1	XP_045263543.1
OG0000298	XP_060397043.1	XP_045266526.1
OG0000300	XP_060397409.1	XP_045260458.1
OG0000301	XP_060397799.1	XP_045264774.1
OG0000301	XP_060399867.1	XP_045259974.1
OG0000302	XP_060397941.1	XP_045260558.1
OG0000303	XP_060403685.1	XP_045269318.1
OG0000303	XP_060398437.1	XP_045268419.1
OG0000304	XP_060398935.1	XP_045264396.1, XP_045261333.1
OG0000305	XP_060398954.1	XP_045260609.1
OG0000305	XP_060405683.1	XP_045265286.1
OG0000306	XP_060399233.1	XP_045256711.1, XP_045256712.1, XP_045256710.1, XP_045256713.1, XP_045256714.1, XP_045263365.1, XP_045256708.1
OG0000307	XP_060402160.1	XP_045258019.1
OG0000307	XP_060399378.1	XP_045267829.1
OG0000308	XP_060399706.1	XP_045259843.1
OG0000309	XP_060399980.1	XP_045263143.1
OG0000310	XP_060402636.1	XP_045259025.1
OG0000311	XP_060401065.1	XP_045265919.1, XP_045261305.1, XP_045270294.1
OG0000312	XP_060401323.1	XP_045268684.1
OG0000312	XP_060404432.1, XP_060404433.1	XP_045256119.1
OG0000313	XP_060402313.1	XP_045256125.1
OG0000313	XP_060401326.1	XP_045268682.1
OG0000314	XP_060402609.1	XP_045269765.1
OG0000314	XP_060401701.1	XP_045260863.1
OG0000315	XP_060405158.1	XP_045260303.1
OG0000315	XP_060402231.1	XP_045263792.1
OG0000316	XP_060403118.1	XP_045257310.1
OG0000316	XP_060403549.1	XP_045261154.1
OG0000317	XP_060403469.1	XP_045266514.1, XP_045267604.1, XP_045265525.1, XP_045271402.1
OG0000318	XP_060406555.1	XP_045259489.1
OG0000318	XP_060403527.1	XP_045266016.1
OG0000319	XP_060405923.1	XP_045260364.1
OG0000319	XP_060404837.1	XP_045268110.1
OG0000322	XP_060406256.1	XP_045257985.1, XP_045262699.1, XP_045269156.1
OG0000324	XP_060393247.1, XP_060393248.1, XP_060389414.1, XP_060393349.1	XP_045258309.1, XP_045258308.1
OG0000326	XP_060404633.1, XP_060389490.1	XP_045268318.1
OG0000327	XP_060389544.1	XP_045270753.1
OG0000328	XP_060401438.1	XP_045269974.1
OG0000329	XP_060391418.1	XP_045270120.1
OG0000329	XP_060389645.1	XP_045266292.1
OG0000330	XP_060389843.1	XP_045257767.1
OG0000330	XP_060393547.1	XP_045257366.1
OG0000331	XP_060395123.1	XP_045266957.1
OG0000331	XP_060390048.1	XP_045257223.1
OG0000332	XP_060390110.1	XP_045257538.1
OG0000332	XP_060404295.1	XP_045263286.1
OG0000333	XP_060390381.1, XP_060390380.1	XP_045267707.1, XP_045257953.1, XP_045263356.1
OG0000335	XP_060395656.1	XP_045271354.1
OG0000335	XP_060394683.1	XP_045258127.1
OG0000336	XP_060390786.1	XP_045267391.1
OG0000336	XP_060401287.1	XP_045268630.1
OG0000337	XP_060392384.1	XP_045256567.1
OG0000337	XP_060390926.1	XP_045269920.1
OG0000338	XP_060390977.1	XP_045269129.1
OG0000338	XP_060393109.1	XP_045257215.1
OG0000339	XP_060397443.1	XP_045260416.1
OG0000339	XP_060390998.1	XP_045256314.1
OG0000340	XP_060401459.1	XP_045268832.1
OG0000340	XP_060391057.1	XP_045260613.1
OG0000341	XP_060393009.1	XP_045259308.1
OG0000341	XP_060391225.1	XP_045257419.1
OG0000342	XP_060391411.1	XP_045258511.1, XP_045270108.1
OG0000343	XP_060405653.1	XP_045267330.1
OG0000343	XP_060391533.1	XP_045271113.1
OG0000344	XP_060400001.1	XP_045263130.1
OG0000345	XP_060400678.1	XP_045267739.1
OG0000345	XP_060391626.1	XP_045269995.1
OG0000346	XP_060391744.1	XP_045264967.1
OG0000347	XP_060391835.1	XP_045260142.1
OG0000348	XP_060391917.1	XP_045259093.1
OG0000348	XP_060398944.1	XP_045267292.1
OG0000349	XP_060392050.1	XP_045256850.1
OG0000350	XP_060392127.1	XP_045263001.1, XP_045260560.1, XP_045257214.1
OG0000352	XP_060392489.1	XP_045256367.1
OG0000353	XP_060392718.1	XP_045256531.1, XP_045266951.1
OG0000355	XP_060392789.1	XP_045258923.1
OG0000355	XP_060393668.1	XP_045269027.1
OG0000356	XP_060397746.1	XP_045259888.1
OG0000356	XP_060392915.1	XP_045258769.1
OG0000357	XP_060401858.1	XP_045263859.1
OG0000357	XP_060392970.1	XP_045259338.1
OG0000358	XP_060392971.1	XP_045259337.1
OG0000358	XP_060401859.1	XP_045263858.1
OG0000360	XP_060396529.1	XP_045258580.1
OG0000360	XP_060394005.1	XP_045260171.1
OG0000361	XP_060394006.1	XP_045260172.1
OG0000361	XP_060395869.1	XP_045265103.1
OG0000362	XP_060394083.1	XP_045264933.1
OG0000362	XP_060405304.1	XP_045264641.1
OG0000363	XP_060394950.1	XP_045268892.1
OG0000363	XP_060399944.1	XP_045263181.1
OG0000364	XP_060395144.1	XP_045266937.1
OG0000364	XP_060394958.1	XP_045268887.1
OG0000365	XP_060395082.1	XP_045262185.1
OG0000367	XP_060397895.1	XP_045267442.1
OG0000367	XP_060395143.1	XP_045266938.1
OG0000368	XP_060395164.1	XP_045266921.1
OG0000369	XP_060405864.1	XP_045261354.1
OG0000369	XP_060395218.1	XP_045267049.1
OG0000370	XP_060405866.1	XP_045264075.1
OG0000373	XP_060397053.1	XP_045266535.1
OG0000373	XP_060395527.1	XP_045261861.1
OG0000374	XP_060395673.1	XP_045271332.1
OG0000374	XP_060398593.1	XP_045261598.1
OG0000375	XP_060402243.1	XP_045269553.1
OG0000375	XP_060395695.1	XP_045256283.1
OG0000376	XP_060396846.1, XP_060395702.1	XP_045271293.1
OG0000377	XP_060396127.1	XP_045268052.1, XP_045259453.1
OG0000378	XP_060396130.1	XP_045268056.1
OG0000378	XP_060397465.1	XP_045260404.1
OG0000379	XP_060398232.1	XP_045268595.1
OG0000379	XP_060396346.1	XP_045271386.1
OG0000380	XP_060396357.1	XP_045271408.1
OG0000381	XP_060396907.1	XP_045262253.1
OG0000381	XP_060397732.1	XP_045259900.1
OG0000382	XP_060397808.1	XP_045267340.1
OG0000383	XP_060401554.1, XP_060398335.1, XP_060398998.1, XP_060401294.1	XP_045263075.1
OG0000384	XP_060398761.1	XP_045256915.1
OG0000384	XP_060401195.1	XP_045267245.1
OG0000385	XP_060399017.1	XP_045261189.1
OG0000386	XP_060399018.1	XP_045257420.1, XP_045265149.1, XP_045261190.1
OG0000387	XP_060399136.1	XP_045261346.1
OG0000387	XP_060401356.1	XP_045264903.1
OG0000388	XP_060399319.1	XP_045257502.1
OG0000388	XP_060402201.1	XP_045261971.1
OG0000389	XP_060399609.1	XP_045257186.1, XP_045257019.1
OG0000390	XP_060402778.1	XP_045265019.1
OG0000390	XP_060399664.1	XP_045266197.1
OG0000391	XP_060399974.1	XP_045263152.1
OG0000392	XP_060400563.1	XP_045268870.1
OG0000393	XP_060400670.1	XP_045267717.1
OG0000393	XP_060404243.1	XP_045258515.1
OG0000394	XP_060404151.1	XP_045258422.1
OG0000394	XP_060401560.1	XP_045267553.1
OG0000395	XP_060403505.1	XP_045266022.1
OG0000395	XP_060402266.1	XP_045268735.1
OG0000396	XP_060402954.1	XP_045258946.1
OG0000397	XP_060403375.1	XP_045266124.1
OG0000398	XP_060403132.1	XP_045257321.1
OG0000398	XP_060403489.1	XP_045263169.1
OG0000400	XP_060403987.1	XP_045258714.1
OG0000400	XP_060403988.1	XP_045258713.1
OG0000401	XP_060405046.1	XP_045259081.1, XP_045270919.1, XP_045261117.1
OG0000402	XP_060405259.1	XP_045264610.1
OG0000403	XP_060406552.1	XP_045262536.1, XP_045259483.1
OG0000408	XP_060389394.1, XP_060404952.1	XP_045259277.1
OG0000409	XP_060389430.1	XP_045261711.1, XP_045268719.1
OG0000410	XP_060403379.1	XP_045266137.1
OG0000412	XP_060393250.1, XP_060389503.1	XP_045266370.1, XP_045258024.1
OG0000413	XP_060389504.1	XP_045266371.1, XP_045259922.1
OG0000414	XP_060399364.1	XP_045257926.1
OG0000415	XP_060389824.1	XP_045262435.1
OG0000415	XP_060397347.1	XP_045258340.1
OG0000416	XP_060389826.1	XP_045262433.1
OG0000416	XP_060394464.1	XP_045261910.1
OG0000417	XP_060391323.1	XP_045264330.1
OG0000418	XP_060390686.1	XP_045262620.1
OG0000418	XP_060390221.1	XP_045256808.1
OG0000419	XP_060391991.1	XP_045264498.1
OG0000419	XP_060390889.1	XP_045256194.1
OG0000420	XP_060390891.1	XP_045264559.1
OG0000421	XP_060391033.1, XP_060396922.1	XP_045260543.1
OG0000422	XP_060391045.1	XP_045256226.1
OG0000422	XP_060395154.1	XP_045266909.1
OG0000423	XP_060391464.1	XP_045267610.1
OG0000424	XP_060391226.1	XP_045257425.1, XP_045258199.1
OG0000425	XP_060391796.1, XP_060395358.1	XP_045269718.1
OG0000426	XP_060392051.1	XP_045267213.1
OG0000426	XP_060402539.1, XP_060397130.1	XP_045262698.1
OG0000427	XP_060392684.1	XP_045256443.1
OG0000428	XP_060397938.1	XP_045260335.1
OG0000428	XP_060392842.1	XP_045256096.1
OG0000429	XP_060398136.1	XP_045266750.1
OG0000429	XP_060393088.1	XP_045264136.1
OG0000430	XP_060393483.1	XP_045269584.1
OG0000431	XP_060404423.1, XP_060399760.1, XP_060404421.1, XP_060397306.1, XP_060402583.1, XP_060393528.1	XP_045259284.1
OG0000432	XP_060393585.1	XP_045259385.1
OG0000433	XP_060393603.1	XP_045269065.1
OG0000434	XP_060393931.1	XP_045265130.1
OG0000434	XP_060395071.1	XP_045259242.1
OG0000435	XP_060393944.1	XP_045264157.1, XP_045266952.1
OG0000436	XP_060393956.1	XP_045264145.1
OG0000437	XP_060399845.1	XP_045264786.1
OG0000437	XP_060394018.1	XP_045257271.1
OG0000438	XP_060394061.1	XP_045264947.1
OG0000438	XP_060403553.1	XP_045261064.1
OG0000439	XP_060394138.1	XP_045270925.1, XP_045264977.1
OG0000440	XP_060394149.1	XP_045261822.1, XP_045264877.1
OG0000441	XP_060394500.1	XP_045270185.1
OG0000442	XP_060394562.1	XP_045264646.1, XP_045257966.1, XP_045260941.1
OG0000445	XP_060396841.1	XP_045267885.1
OG0000445	XP_060399331.1	XP_045266246.1
OG0000446	XP_060395297.1	XP_045256663.1
OG0000446	XP_060394987.1	XP_045268975.1
OG0000447	XP_060398753.1	XP_045271007.1
OG0000447	XP_060395045.1	XP_045257267.1
OG0000449	XP_060395182.1	XP_045267015.1
OG0000450	XP_060395301.1	XP_045262294.1
OG0000450	XP_060399073.1	XP_045261277.1
OG0000451	XP_060395340.1	XP_045267041.1
OG0000452	XP_060395717.1	XP_045262347.1, XP_045271270.1, XP_045262346.1, XP_045263532.1
OG0000453	XP_060395980.1	XP_045270215.1
OG0000453	XP_060403507.1	XP_045266032.1
OG0000454	XP_060396141.1	XP_045270260.1
OG0000454	XP_060401857.1	XP_045263860.1
OG0000455	XP_060397317.1	XP_045266252.1, XP_045270807.1, XP_045264495.1
OG0000456	XP_060401306.1	XP_045261776.1
OG0000456	XP_060397437.1	XP_045260422.1
OG0000457	XP_060398848.1, XP_060397713.1	XP_045261035.1
OG0000458	XP_060397819.1	XP_045257423.1, XP_045267347.1
OG0000459	XP_060398255.1	XP_045265506.1, XP_045265505.1, XP_045258854.1
OG0000460	XP_060398748.1	XP_045270997.1
OG0000460	XP_060404338.1	XP_045260085.1
OG0000461	XP_060398925.1	XP_045265072.1, XP_045270819.1
OG0000462	XP_060399221.1	XP_045262971.1, XP_045259194.1, XP_045267838.1, XP_045271195.1, XP_045267144.1
OG0000463	XP_060399618.1	XP_045265445.1
OG0000463	XP_060399271.1	XP_045263018.1
OG0000464	XP_060401804.1	XP_045260787.1
OG0000465	XP_060399657.1	XP_045267422.1, XP_045259551.1, XP_045269222.1
OG0000466	XP_060399696.1, XP_060399695.1	XP_045267630.1, XP_045268934.1
OG0000467	XP_060400000.1	XP_045263131.1
OG0000467	XP_060406119.1	XP_045265587.1
OG0000468	XP_060400425.1	XP_045262079.1
OG0000468	XP_060404281.1	XP_045271296.1
OG0000469	XP_060400726.1	XP_045267825.1
OG0000470	XP_060401102.1	XP_045267845.1
OG0000470	XP_060401435.1	XP_045267583.1, XP_045257451.1
OG0000471	XP_060401175.1	XP_045267263.1
OG0000471	XP_060403028.1	XP_045257746.1
OG0000472	XP_060401212.1	XP_045267211.1
OG0000473	XP_060401451.1	XP_045268826.1
OG0000474	XP_060401487.1	XP_045268781.1
OG0000474	XP_060404460.1	XP_045267098.1
OG0000475	XP_060401889.1	XP_045261274.1, XP_045261275.1
OG0000477	XP_060403021.1	XP_045269142.1
OG0000478	XP_060403022.1	XP_045269141.1, XP_045265835.1
OG0000479	XP_060404346.1	XP_045265972.1
OG0000479	XP_060403532.1	XP_045265948.1
OG0000480	XP_060405415.1	XP_045264831.1
OG0000481	XP_060404514.1	XP_045264408.1, XP_045260549.1, XP_045263092.1, XP_045266504.1
OG0000482	XP_060405639.1	XP_045260906.1
OG0000482	XP_060404835.1	XP_045268116.1
OG0000483	XP_060405562.1, XP_060405563.1	XP_045263552.1, XP_045263556.1
OG0000484	XP_060405762.1, XP_060405760.1	XP_045264120.1
OG0000489	XP_060389376.1, XP_060405470.1, XP_060402132.1, XP_060404522.1, XP_060398868.1	XP_045270891.1
OG0000491	XP_060403203.1, XP_060399729.1, XP_060404026.1, XP_060399731.1, XP_060405435.1, XP_060389432.1	XP_045261928.1
OG0000492	XP_060404067.1	XP_045258345.1
OG0000492	XP_060390010.1	XP_045265121.1
OG0000493	XP_060401639.1	XP_045257492.1
OG0000494	XP_060397834.1	XP_045267369.1
OG0000494	XP_060390421.1	XP_045265812.1
OG0000495	XP_060390896.1	XP_045264563.1
OG0000496	XP_060404373.1	XP_045265122.1
OG0000496	XP_060391053.1	XP_045259927.1
OG0000497	XP_060397735.1, XP_060391062.1, XP_060401897.1	XP_045258864.1
OG0000498	XP_060391232.1	XP_045257404.1, XP_045267401.1
OG0000499	XP_060391250.1	XP_045267489.1
OG0000501	XP_060401649.1	XP_045263399.1
OG0000501	XP_060391853.1	XP_045259577.1
OG0000502	XP_060392167.1	XP_045268859.1
OG0000503	XP_060392532.1	XP_045267712.1, XP_045260491.1
OG0000504	XP_060392583.1, XP_060392584.1	XP_045264338.1, XP_045260546.1
OG0000505	XP_060392696.1	XP_045256509.1
OG0000506	XP_060393133.1, XP_060393132.1	XP_045266579.1
OG0000507	XP_060393600.1	XP_045269067.1
OG0000508	XP_060393298.1	XP_045263036.1
OG0000508	XP_060404223.1	XP_045258476.1
OG0000509	XP_060393299.1	XP_045263037.1
OG0000509	XP_060404224.1	XP_045258477.1
OG0000510	XP_060393605.1	XP_045269063.1, XP_045257353.1
OG0000511	XP_060393852.1	XP_045264253.1, XP_045264252.1
OG0000512	XP_060393919.1	XP_045259943.1, XP_045262998.1, XP_045264185.1
OG0000513	XP_060394068.1	XP_045257373.1, XP_045258887.1, XP_045261704.1
OG0000514	XP_060394235.1	XP_045268622.1, XP_045262826.1
OG0000515	XP_060394304.1	XP_045262788.1
OG0000516	XP_060394420.1	XP_045265898.1, XP_045265902.1, XP_045265903.1
OG0000518	XP_060396026.1	XP_045270240.1
OG0000519	XP_060394864.1	XP_045263806.1
OG0000520	XP_060395280.1	XP_045256697.1
OG0000521	XP_060395376.1	XP_045259536.1
OG0000522	XP_060404287.1, XP_060395380.1, XP_060402504.1	XP_045263293.1
OG0000524	XP_060398253.1	XP_045268562.1
OG0000524	XP_060395499.1	XP_045266542.1
OG0000525	XP_060397631.1	XP_045263545.1
OG0000525	XP_060395600.1	XP_045269627.1
OG0000526	XP_060395767.1	XP_045269676.1, XP_045258136.1
OG0000527	XP_060395862.1	XP_045260121.1, XP_045260120.1
OG0000528	XP_060395981.1	XP_045270214.1
OG0000529	XP_060396096.1	XP_045260158.1, XP_045270253.1
OG0000530	XP_060396474.1	XP_045267436.1
OG0000531	XP_060402949.1, XP_060396959.1	XP_045267986.1
OG0000532	XP_060397048.1	XP_045266530.1
OG0000533	XP_060397106.1	XP_045257164.1, XP_045261408.1
OG0000534	XP_060397156.1	XP_045266438.1
OG0000535	XP_060397199.1	XP_045259197.1, XP_045262981.1
OG0000536	XP_060397272.1	XP_045264961.1, XP_045260640.1
OG0000537	XP_060397752.1, XP_060397287.1	XP_045259883.1
OG0000538	XP_060401503.1	XP_045261893.1
OG0000538	XP_060397481.1	XP_045268866.1
OG0000539	XP_060397656.1, XP_060397655.1	XP_045263538.1
OG0000540	XP_060397759.1	XP_045259406.1, XP_045256695.1
OG0000541	XP_060397770.1	XP_045259865.1, XP_045262950.1
OG0000542	XP_060397809.1	XP_045267341.1
OG0000542	XP_060405172.1	XP_045264390.1
OG0000543	XP_060398611.1	XP_045261614.1
OG0000544	XP_060399414.1	XP_045257978.1
OG0000544	XP_060398964.1	XP_045260161.1
OG0000545	XP_060399336.1	XP_045257518.1
OG0000546	XP_060399392.1	XP_045258014.1, XP_045268204.1, XP_045258005.1
OG0000547	XP_060404292.1, XP_060399579.1	XP_045263288.1, XP_045256735.1
OG0000548	XP_060399807.1	XP_045267415.1, XP_045256681.1
OG0000549	XP_060399846.1, XP_060399847.1	XP_045257911.1, XP_045267490.1
OG0000550	XP_060399863.1	XP_045265765.1, XP_045260138.1, XP_045259938.1
OG0000551	XP_060399891.1	XP_045265725.1, XP_045266477.1
OG0000552	XP_060400107.1	XP_045263467.1, XP_045259741.1
OG0000553	XP_060400615.1	XP_045267903.1, XP_045267752.1
OG0000554	XP_060400966.1	XP_045270341.1
OG0000555	XP_060401295.1	XP_045256347.1, XP_045268581.1, XP_045267588.1
OG0000556	XP_060401774.1	XP_045260808.1
OG0000556	XP_060401320.1	XP_045268687.1
OG0000557	XP_060401462.1	XP_045263862.1, XP_045268818.1
OG0000558	XP_060401743.1	XP_045268054.1, XP_045260825.1
OG0000559	XP_060401879.1	XP_045261352.1, XP_045257541.1
OG0000560	XP_060404247.1	XP_045260110.1
OG0000560	XP_060402185.1	XP_045261978.1
OG0000561	XP_060402443.1	XP_045270190.1
OG0000562	XP_060404923.1	XP_045267304.1
OG0000562	XP_060404543.1	XP_045258325.1, XP_045257468.1
OG0000564	XP_060402812.1	XP_045267310.1, XP_045265056.1
OG0000565	XP_060402961.1	XP_045268107.1
OG0000566	XP_060403024.1	XP_045268698.1, XP_045265120.1
OG0000567	XP_060403104.1	XP_045266650.1, XP_045260547.1, XP_045262776.1, XP_045268197.1
OG0000568	XP_060403254.1	XP_045258621.1, XP_045266227.1
OG0000569	XP_060403285.1	XP_045266185.1, XP_045260544.1
OG0000571	XP_060404261.1	XP_045258536.1
OG0000572	XP_060404266.1	XP_045258531.1
OG0000573	XP_060404352.1	XP_045267724.1, XP_045266004.1
OG0000574	XP_060404431.1	XP_045263140.1
OG0000575	XP_060404644.1	XP_045260699.1, XP_045262047.1, XP_045268284.1
OG0000576	XP_060404737.1	XP_045268252.1
OG0000577	XP_060404854.1	XP_045270887.1, XP_045268095.1
OG0000578	XP_060405178.1	XP_045257537.1, XP_045271155.1
OG0000579	XP_060405500.1	XP_045260678.1, XP_045265807.1
OG0000580	XP_060406017.1, XP_060406018.1	XP_045269811.1
OG0000581	XP_060406471.1	XP_045259926.1, XP_045266991.1
OG0000586	XP_060398745.1, XP_060389368.1, XP_060394338.1	XP_045270994.1
OG0000588	XP_060389434.1, XP_060405433.1, XP_060402497.1, XP_060404022.1, XP_060405880.1	XP_045264041.1
OG0000589	XP_060405171.1	XP_045264391.1
OG0000589	XP_060389511.1	XP_045266377.1
OG0000590	XP_060389640.1	XP_045270119.1, XP_045266295.1
OG0000591	XP_060389661.1	XP_045266282.1, XP_045260666.1
OG0000592	XP_060389829.1	XP_045270091.1, XP_045262430.1
OG0000593	XP_060389849.1	XP_045262412.1
OG0000595	XP_060389955.1	XP_045270198.1, XP_045259127.1
OG0000596	XP_060389973.1	XP_045262463.1, XP_045265950.1
OG0000597	XP_060398934.1	XP_045270830.1
OG0000598	XP_060390083.1	XP_045256468.1
OG0000598	XP_060398289.1	XP_045266045.1
OG0000600	XP_060390272.1	XP_045264067.1
OG0000601	XP_060390344.1	XP_045263939.1
OG0000602	XP_060396864.1, XP_060390426.1	XP_045260577.1
OG0000603	XP_060390610.1	XP_045262676.1
OG0000604	XP_060390743.1	XP_045267638.1, XP_045267637.1
OG0000606	XP_060390960.1	XP_045266812.1
OG0000607	XP_060391005.1	XP_045256280.1
OG0000608	XP_060391304.1	XP_045270033.1
OG0000608	XP_060404270.1	XP_045258391.1
OG0000609	XP_060391307.1	XP_045260348.1
OG0000610	XP_060391406.1	XP_045270099.1
OG0000611	XP_060391477.1	XP_045259656.1, XP_045271105.1
OG0000612	XP_060391543.1	XP_045259386.1
OG0000612	XP_060399842.1	XP_045258868.1
OG0000613	XP_060391577.1	XP_045270059.1
OG0000615	XP_060405335.1	XP_045264656.1
OG0000616	XP_060391797.1, XP_060395357.1, XP_060398134.1	XP_045266748.1
OG0000617	XP_060391826.1	XP_045266950.1, XP_045259556.1
OG0000618	XP_060391884.1	XP_045270824.1
OG0000619	XP_060391925.1	XP_045268981.1, XP_045269681.1
OG0000620	XP_060391927.1	XP_045268980.1, XP_045269683.1
OG0000621	XP_060392082.1	XP_045256821.1
OG0000622	XP_060392091.1	XP_045256812.1
OG0000622	XP_060395114.1	XP_045261109.1
OG0000623	XP_060392102.1	XP_045268173.1, XP_045257249.1
OG0000624	XP_060392109.1	XP_045261986.1, XP_045257256.1
OG0000625	XP_060392119.1	XP_045264697.1
OG0000626	XP_060395654.1	XP_045271352.1
OG0000627	XP_060392353.1	XP_045258200.1, XP_045268825.1, XP_045268824.1
OG0000629	XP_060392660.1	XP_045264866.1, XP_045256426.1
OG0000631	XP_060393544.1, XP_060393087.1	XP_045264135.1
OG0000632	XP_060394700.1, XP_060393451.1, XP_060400260.1	XP_045259552.1
OG0000634	XP_060393817.1	XP_045264285.1
OG0000635	XP_060393955.1	XP_045264146.1
OG0000636	XP_060393998.1	XP_045264836.1
OG0000637	XP_060394058.1	XP_045263401.1, XP_045256131.1, XP_045266276.1
OG0000638	XP_060394158.1	XP_045266058.1, XP_045264873.1
OG0000639	XP_060394300.1, XP_060403045.1	XP_045262792.1
OG0000640	XP_060394437.1	XP_045266810.1, XP_045268736.1
OG0000642	XP_060394580.1	XP_045265371.1, XP_045267492.1
OG0000642	XP_060399156.1	XP_045267397.1
OG0000643	XP_060394640.1	XP_045269194.1, XP_045258086.1
OG0000644	XP_060404986.1	XP_045268970.1
OG0000645	XP_060395151.1	XP_045266906.1
OG0000645	XP_060399159.1	XP_045260635.1
OG0000646	XP_060395187.1	XP_045267025.1
OG0000647	XP_060395204.1	XP_045270883.1, XP_045267058.1
OG0000649	XP_060395685.1	XP_045260965.1
OG0000649	XP_060397846.1	XP_045263747.1
OG0000650	XP_060395759.1	XP_045261369.1
OG0000651	XP_060395763.1	XP_045268983.1
OG0000651	XP_060402630.1	XP_045269014.1
OG0000652	XP_060395894.1	XP_045264386.1, XP_045264989.1
OG0000653	XP_060395896.1	XP_045260080.1
OG0000654	XP_060405527.1	XP_045265151.1
OG0000655	XP_060396150.1	XP_045264364.1
OG0000656	XP_060396445.1	XP_045262224.1, XP_045260681.1
OG0000657	XP_060403179.1, XP_060397266.1, XP_060399812.1	XP_045260039.1
OG0000658	XP_060397383.1	XP_045270836.1
OG0000658	XP_060404285.1	XP_045263295.1
OG0000659	XP_060398987.1	XP_045265488.1
OG0000659	XP_060397391.1	XP_045260454.1
OG0000660	XP_060397445.1	XP_045260410.1
OG0000661	XP_060397662.1	XP_045263534.1
OG0000662	XP_060405420.1, XP_060397703.1	XP_045271194.1
OG0000663	XP_060398155.1, XP_060398156.1	XP_045266770.1
OG0000664	XP_060398587.1	XP_045261591.1
OG0000665	XP_060399883.1	XP_045270930.1, XP_045270931.1
OG0000666	XP_060398754.1	XP_045271006.1
OG0000666	XP_060401853.1	XP_045262267.1
