Orthogroup	Colletotrichum_abscissum	Colletotrichum_godetiae
OG0000280	XP_060406122.1	XP_060429618.1
OG0000280	XP_060394619.1	XP_060424776.1
OG0000281	XP_060397427.1	XP_060430988.1
OG0000281	XP_060394643.1	XP_060422763.1
OG0000282	XP_060394697.1, XP_060397184.1	XP_060421747.1
OG0000282	XP_060404050.1, XP_060404023.1	XP_060421650.1
OG0000283	XP_060395025.1	XP_060431124.1
OG0000283	XP_060400957.1	XP_060431758.1
OG0000284	XP_060398756.1	XP_060422589.1
OG0000284	XP_060395046.1	XP_060422592.1, XP_060431145.1
OG0000285	XP_060395083.1	XP_060431184.1
OG0000285	XP_060396051.1	XP_060433280.1
OG0000286	XP_060395172.1	XP_060430912.1
OG0000287	XP_060395180.1	XP_060430921.1
OG0000287	XP_060402558.1	XP_060431608.1
OG0000289	XP_060396668.1, XP_060395381.1	XP_060421648.1, XP_060421412.1, XP_060427344.1, XP_060421749.1
OG0000290	XP_060399044.1	XP_060426754.1
OG0000291	XP_060395575.1	XP_060430607.1
OG0000291	XP_060396639.1	XP_060428427.1
OG0000292	XP_060405254.1	XP_060426052.1
OG0000292	XP_060395810.1	XP_060433055.1
OG0000293	XP_060402952.1	XP_060427238.1
OG0000293	XP_060395820.1	XP_060433065.1
OG0000294	XP_060395969.1	XP_060433207.1
OG0000294	XP_060404561.1	XP_060427602.1
OG0000295	XP_060396143.1	XP_060433362.1
OG0000296	XP_060396236.1	XP_060427029.1
OG0000297	XP_060396752.1	XP_060424192.1
OG0000297	XP_060397845.1	XP_060430156.1
OG0000298	XP_060397665.1	XP_060427412.1
OG0000298	XP_060397043.1	XP_060436703.1
OG0000299	XP_060397073.1	XP_060436732.1
OG0000300	XP_060397409.1	XP_060430973.1
OG0000301	XP_060397799.1	XP_060430199.1
OG0000301	XP_060399867.1	XP_060423790.1
OG0000302	XP_060397941.1	XP_060426780.1
OG0000303	XP_060403685.1	XP_060432982.1
OG0000303	XP_060398437.1	XP_060436174.1
OG0000304	XP_060398935.1	XP_060425851.1
OG0000305	XP_060398954.1	XP_060425832.1
OG0000305	XP_060405683.1	XP_060423599.1
OG0000306	XP_060399233.1	XP_060425418.1
OG0000307	XP_060402160.1	XP_060434237.1
OG0000307	XP_060399378.1	XP_060428100.1
OG0000308	XP_060399706.1	XP_060432127.1
OG0000309	XP_060399986.1	XP_060422952.1
OG0000309	XP_060399978.1	XP_060422941.1
OG0000309	XP_060399980.1	XP_060422943.1
OG0000310	XP_060400739.1	XP_060424879.1
OG0000311	XP_060401065.1	XP_060431654.1
OG0000312	XP_060401323.1	XP_060428929.1
OG0000312	XP_060404432.1, XP_060404433.1	XP_060421978.1
OG0000313	XP_060402313.1	XP_060430374.1
OG0000313	XP_060401326.1	XP_060428926.1
OG0000314	XP_060402609.1	XP_060430443.1
OG0000314	XP_060401701.1	XP_060429703.1
OG0000315	XP_060405158.1	XP_060423679.1
OG0000315	XP_060402231.1	XP_060430300.1
OG0000316	XP_060403118.1	XP_060426187.1
OG0000316	XP_060403549.1	XP_060429475.1
OG0000317	XP_060403469.1	XP_060429399.1
OG0000318	XP_060406555.1	XP_060430777.1
OG0000318	XP_060403527.1	XP_060429453.1
OG0000319	XP_060405923.1	XP_060434925.1
OG0000319	XP_060404837.1	XP_060436399.1
OG0000324	XP_060393247.1, XP_060393248.1, XP_060389414.1, XP_060393349.1	XP_060421433.1, XP_060424543.1
OG0000325	XP_060400015.1	XP_060421666.1
OG0000325	XP_060389480.1, XP_060399481.1, XP_060402864.1	XP_060422277.1
OG0000326	XP_060404633.1	XP_060436063.1
OG0000326	XP_060389490.1	XP_060424593.1, XP_060422267.1, XP_060422522.1
OG0000327	XP_060401273.1	XP_060428982.1
OG0000327	XP_060389544.1	XP_060435534.1
OG0000328	XP_060389598.1	XP_060435581.1
OG0000329	XP_060391418.1	XP_060425752.1
OG0000329	XP_060389645.1	XP_060435628.1
OG0000330	XP_060393547.1	XP_060435821.1
OG0000331	XP_060395123.1	XP_060430871.1
OG0000331	XP_060390048.1	XP_060422481.1
OG0000332	XP_060390110.1	XP_060429871.1
OG0000332	XP_060404295.1	XP_060423209.1
OG0000333	XP_060390381.1, XP_060390380.1	XP_060431398.1
OG0000335	XP_060395656.1	XP_060425221.1
OG0000335	XP_060394683.1	XP_060422724.1
OG0000336	XP_060401287.1	XP_060428966.1
OG0000337	XP_060392384.1	XP_060437285.1
OG0000337	XP_060390926.1	XP_060435014.1
OG0000338	XP_060390977.1	XP_060425806.1
OG0000338	XP_060393109.1	XP_060436643.1
OG0000339	XP_060397443.1	XP_060431001.1
OG0000339	XP_060390998.1	XP_060436949.1
OG0000340	XP_060401459.1	XP_060423528.1
OG0000340	XP_060391057.1	XP_060433790.1
OG0000341	XP_060393009.1	XP_060431234.1
OG0000342	XP_060391411.1	XP_060425723.1
OG0000343	XP_060405653.1	XP_060423569.1
OG0000343	XP_060391533.1	XP_060424365.1
OG0000344	XP_060391573.1	XP_060429601.1
OG0000344	XP_060400001.1	XP_060422964.1
OG0000345	XP_060400678.1	XP_060424823.1
OG0000345	XP_060391626.1	XP_060423159.1
OG0000346	XP_060398945.1	XP_060425838.1
OG0000347	XP_060391835.1	XP_060427538.1
OG0000347	XP_060400742.1	XP_060433586.1
OG0000348	XP_060391917.1	XP_060430532.1
OG0000348	XP_060398944.1	XP_060425839.1
OG0000349	XP_060392050.1	XP_060429308.1
OG0000349	XP_060402723.1	XP_060426357.1
OG0000350	XP_060392127.1	XP_060421555.1
OG0000352	XP_060392489.1	XP_060437187.1
OG0000352	XP_060404203.1	XP_060425033.1
OG0000353	XP_060392718.1	XP_060436997.1
OG0000354	XP_060392743.1	XP_060436975.1
OG0000354	XP_060401232.1	XP_060429025.1
OG0000354	XP_060393759.1	XP_060433842.1
OG0000355	XP_060392789.1	XP_060425130.1
OG0000355	XP_060393668.1	XP_060427519.1
OG0000356	XP_060397746.1	XP_060430253.1
OG0000356	XP_060392915.1	XP_060433503.1
OG0000357	XP_060401858.1	XP_060427845.1
OG0000357	XP_060392970.1	XP_060431271.1
OG0000358	XP_060392971.1	XP_060431270.1
OG0000358	XP_060401859.1	XP_060427844.1
OG0000359	XP_060402493.1	XP_060421651.1, XP_060421746.1, XP_060432667.1
OG0000359	XP_060393449.1, XP_060395488.1, XP_060393448.1, XP_060393447.1	XP_060421414.1, XP_060427342.1
OG0000360	XP_060396529.1	XP_060428323.1
OG0000360	XP_060394005.1	XP_060430102.1
OG0000361	XP_060394006.1	XP_060430103.1
OG0000361	XP_060395869.1	XP_060433116.1
OG0000362	XP_060394083.1	XP_060434790.1
OG0000362	XP_060405304.1	XP_060426095.1
OG0000363	XP_060394950.1	XP_060431048.1
OG0000363	XP_060399944.1	XP_060423738.1
OG0000364	XP_060395144.1	XP_060430892.1
OG0000364	XP_060394958.1	XP_060431055.1
OG0000365	XP_060395082.1	XP_060436523.1, XP_060431182.1, XP_060436524.1, XP_060436525.1, XP_060431183.1
OG0000366	XP_060403194.1	XP_060422114.1
OG0000366	XP_060401818.1, XP_060402859.1	XP_060423321.1
OG0000366	XP_060401817.1	XP_060421384.1, XP_060421696.1
OG0000367	XP_060397895.1	XP_060423103.1
OG0000367	XP_060395143.1	XP_060430891.1
OG0000368	XP_060395164.1	XP_060430907.1
OG0000369	XP_060405864.1	XP_060435377.1
OG0000369	XP_060395218.1	XP_060430957.1
OG0000370	XP_060395220.1	XP_060430959.1
OG0000370	XP_060405866.1	XP_060435379.1
OG0000371	XP_060395378.1	XP_060421812.1, XP_060421357.1, XP_060421770.1, XP_060421338.1, XP_060421287.1
OG0000372	XP_060398736.1, XP_060395494.1	XP_060421361.1, XP_060421798.1
OG0000373	XP_060397053.1	XP_060436713.1
OG0000373	XP_060395527.1	XP_060430655.1
OG0000374	XP_060395673.1	XP_060425239.1
OG0000374	XP_060398593.1	XP_060433370.1
OG0000375	XP_060402243.1	XP_060430311.1
OG0000375	XP_060395695.1	XP_060422031.1
OG0000376	XP_060396846.1	XP_060429198.1
OG0000376	XP_060395702.1	XP_060422025.1
OG0000378	XP_060397465.1	XP_060431019.1
OG0000379	XP_060398232.1	XP_060432546.1
OG0000380	XP_060396357.1	XP_060425179.1
OG0000381	XP_060396907.1	XP_060429133.1
OG0000381	XP_060397732.1	XP_060430264.1
OG0000382	XP_060397808.1	XP_060430192.1
OG0000382	XP_060401493.1	XP_060421585.1
OG0000383	XP_060401554.1	XP_060426852.1
OG0000383	XP_060398335.1	XP_060436000.1
OG0000383	XP_060401294.1	XP_060428960.1
OG0000384	XP_060398761.1	XP_060422586.1
OG0000384	XP_060401195.1	XP_060429066.1
OG0000385	XP_060399017.1	XP_060434283.1
OG0000386	XP_060399018.1	XP_060434282.1
OG0000387	XP_060399136.1	XP_060426663.1
OG0000387	XP_060401356.1	XP_060428891.1
OG0000388	XP_060399319.1	XP_060422159.1
OG0000389	XP_060399609.1	XP_060432692.1
OG0000390	XP_060402778.1	XP_060426315.1
OG0000390	XP_060399664.1	XP_060421551.1
OG0000391	XP_060399974.1	XP_060422937.1
OG0000392	XP_060400507.1	XP_060431235.1
OG0000392	XP_060400563.1	XP_060421875.1
OG0000393	XP_060400670.1	XP_060424814.1
OG0000393	XP_060404243.1	XP_060424990.1
OG0000394	XP_060404151.1	XP_060425282.1
OG0000394	XP_060401560.1	XP_060426846.1
OG0000395	XP_060403505.1	XP_060429432.1
OG0000395	XP_060402266.1	XP_060430331.1
OG0000396	XP_060402954.1	XP_060427240.1
OG0000397	XP_060402978.1	XP_060427264.1
OG0000397	XP_060403375.1	XP_060425597.1
OG0000398	XP_060403132.1	XP_060426199.1
OG0000398	XP_060403489.1	XP_060429416.1
OG0000399	XP_060406147.1	XP_060429641.1
OG0000400	XP_060403987.1	XP_060433566.1
OG0000401	XP_060405046.1	XP_060427110.1
OG0000402	XP_060405259.1	XP_060426057.1
OG0000403	XP_060406552.1	XP_060430780.1
OG0000408	XP_060389394.1, XP_060404952.1	XP_060432369.1
OG0000410	XP_060403379.1	XP_060425592.1
OG0000410	XP_060404928.1	XP_060422533.1
OG0000410	XP_060404927.1, XP_060389450.1	XP_060422413.1
OG0000412	XP_060393250.1	XP_060422967.1
OG0000412	XP_060389503.1	XP_060436884.1
OG0000413	XP_060389504.1	XP_060436886.1
OG0000414	XP_060389766.1	XP_060435746.1
OG0000414	XP_060399364.1	XP_060428089.1
OG0000415	XP_060389824.1	XP_060435803.1
OG0000415	XP_060397347.1	XP_060421894.1
OG0000416	XP_060389826.1	XP_060435805.1
OG0000416	XP_060394464.1	XP_060429536.1
OG0000417	XP_060391323.1	XP_060429870.1, XP_060425682.1
OG0000418	XP_060390686.1	XP_060434422.1
OG0000418	XP_060390221.1	XP_060427873.1
OG0000419	XP_060391991.1	XP_060428634.1
OG0000419	XP_060390889.1	XP_060421725.1
OG0000420	XP_060395613.1	XP_060430567.1
OG0000420	XP_060390891.1	XP_060421723.1
OG0000421	XP_060391033.1	XP_060436912.1
OG0000421	XP_060396922.1	XP_060429118.1
OG0000422	XP_060391045.1	XP_060436900.1
OG0000422	XP_060395154.1	XP_060430899.1
OG0000423	XP_060391063.1	XP_060422593.1
OG0000423	XP_060391464.1	XP_060424424.1
OG0000424	XP_060391226.1	XP_060422075.1
OG0000425	XP_060391796.1, XP_060395358.1	XP_060427683.1, XP_060432352.1, XP_060421449.1, XP_060432358.1, XP_060434970.1
OG0000426	XP_060392051.1	XP_060429309.1
OG0000426	XP_060402539.1	XP_060435187.1
OG0000426	XP_060397130.1	XP_060436791.1
OG0000427	XP_060392684.1	XP_060437028.1
OG0000428	XP_060397938.1	XP_060426783.1
OG0000428	XP_060392842.1	XP_060428285.1
OG0000429	XP_060398136.1	XP_060432462.1
OG0000429	XP_060393088.1	XP_060436624.1
OG0000431	XP_060404423.1, XP_060399760.1, XP_060404421.1, XP_060397306.1, XP_060402583.1, XP_060393528.1	XP_060429228.1
OG0000432	XP_060394998.1, XP_060395035.1	XP_060431134.1
OG0000432	XP_060393585.1	XP_060423837.1
OG0000433	XP_060393603.1	XP_060423855.1
OG0000434	XP_060393931.1	XP_060430041.1
OG0000434	XP_060395071.1	XP_060431172.1
OG0000435	XP_060393944.1	XP_060430054.1
OG0000436	XP_060393956.1	XP_060430065.1
OG0000437	XP_060399845.1	XP_060424280.1
OG0000437	XP_060394018.1	XP_060430113.1
OG0000438	XP_060394061.1	XP_060434810.1
OG0000438	XP_060403553.1	XP_060429480.1
OG0000439	XP_060394138.1	XP_060434742.1
OG0000440	XP_060394149.1	XP_060434733.1
OG0000442	XP_060394562.1	XP_060429803.1
OG0000444	XP_060400845.1, XP_060400834.1, XP_060394574.1, XP_060397498.1	XP_060427345.1, XP_060421410.1, XP_060421647.1, XP_060421752.1
OG0000445	XP_060396841.1	XP_060429204.1
OG0000445	XP_060399331.1	XP_060428058.1
OG0000446	XP_060395297.1	XP_060427678.1
OG0000446	XP_060394987.1	XP_060431082.1
OG0000447	XP_060398753.1	XP_060422073.1
OG0000447	XP_060395045.1	XP_060431144.1
OG0000448	XP_060395055.1	XP_060431153.1
OG0000448	XP_060405341.1	XP_060422872.1
OG0000449	XP_060395182.1	XP_060430923.1
OG0000449	XP_060401143.1	XP_060427890.1
OG0000450	XP_060395301.1	XP_060427675.1
OG0000450	XP_060399073.1	XP_060426723.1
OG0000451	XP_060395340.1, XP_060395339.1	XP_060427646.1
OG0000452	XP_060395717.1	XP_060422009.1
OG0000453	XP_060403507.1	XP_060429434.1
OG0000454	XP_060396141.1	XP_060433360.1
OG0000454	XP_060401857.1	XP_060427846.1
OG0000456	XP_060401306.1	XP_060428946.1
OG0000456	XP_060397437.1	XP_060430994.1
OG0000457	XP_060402930.1	XP_060427215.1
OG0000457	XP_060398848.1, XP_060397713.1	XP_060423038.1
OG0000458	XP_060397819.1	XP_060430182.1
OG0000459	XP_060398255.1	XP_060424667.1
OG0000460	XP_060398748.1, XP_060404338.1	XP_060422069.1
OG0000461	XP_060398925.1	XP_060425860.1
OG0000462	XP_060399221.1	XP_060424544.1, XP_060421434.1
OG0000463	XP_060399618.1	XP_060432682.1
OG0000463	XP_060399271.1	XP_060425376.1
OG0000464	XP_060401804.1	XP_060426971.1
OG0000464	XP_060399404.1	XP_060428125.1
OG0000465	XP_060399657.1	XP_060421541.1
OG0000466	XP_060399696.1, XP_060399695.1	XP_060432117.1
OG0000467	XP_060400000.1	XP_060422963.1
OG0000468	XP_060400425.1	XP_060434137.1
OG0000469	XP_060400726.1	XP_060424866.1
OG0000470	XP_060401102.1	XP_060427929.1
OG0000471	XP_060401175.1	XP_060429085.1
OG0000471	XP_060403028.1	XP_060427312.1
OG0000472	XP_060401212.1	XP_060429050.1
OG0000473	XP_060404112.1	XP_060425319.1
OG0000473	XP_060401451.1	XP_060423518.1
OG0000474	XP_060401487.1	XP_060423554.1
OG0000474	XP_060404460.1	XP_060427373.1
OG0000475	XP_060401889.1	XP_060427821.1
OG0000476	XP_060402696.1	XP_060424685.1
OG0000477	XP_060403021.1	XP_060427304.1
OG0000478	XP_060403022.1	XP_060427305.1
OG0000479	XP_060404346.1	XP_060423256.1
OG0000479	XP_060403532.1	XP_060429459.1
OG0000480	XP_060404042.1	XP_060421757.1, XP_060421659.1
OG0000481	XP_060404514.1	XP_060423441.1
OG0000482	XP_060404835.1	XP_060436397.1
OG0000483	XP_060405562.1	XP_060421675.1
OG0000483	XP_060405563.1	XP_060421674.1
OG0000484	XP_060405762.1	XP_060423336.1
OG0000484	XP_060405760.1	XP_060423335.1
OG0000489	XP_060389376.1, XP_060405470.1, XP_060402132.1, XP_060404522.1, XP_060398868.1	XP_060423053.1
OG0000490	XP_060400003.1	XP_060424552.1
OG0000490	XP_060389408.1, XP_060399228.1	XP_060424525.1
OG0000491	XP_060403203.1, XP_060399729.1, XP_060404026.1, XP_060399731.1, XP_060405435.1, XP_060389432.1	XP_060422130.1, XP_060424530.1, XP_060421519.1
OG0000492	XP_060404067.1	XP_060425360.1
OG0000493	XP_060390309.1	XP_060431467.1
OG0000494	XP_060397834.1	XP_060430167.1
OG0000494	XP_060390421.1	XP_060431357.1
OG0000495	XP_060390896.1	XP_060421718.1
OG0000496	XP_060404373.1	XP_060422695.1
OG0000497	XP_060397735.1	XP_060430262.1
OG0000497	XP_060391062.1, XP_060401897.1	XP_060427789.1
OG0000498	XP_060391232.1	XP_060428244.1
OG0000500	XP_060400855.1	XP_060421661.1, XP_060421495.1
OG0000500	XP_060391753.1, XP_060404484.1	XP_060428265.1
OG0000501	XP_060401649.1	XP_060429750.1
OG0000501	XP_060391853.1	XP_060427557.1
OG0000502	XP_060392167.1	XP_060423459.1
OG0000504	XP_060392583.1, XP_060392584.1	XP_060428049.1
OG0000505	XP_060392972.1	XP_060431269.1
OG0000505	XP_060392696.1	XP_060437019.1
OG0000506	XP_060393133.1	XP_060436667.1
OG0000506	XP_060393132.1	XP_060436666.1
OG0000507	XP_060393600.1	XP_060423853.1
OG0000507	XP_060393252.1	XP_060422970.1
OG0000508	XP_060404223.1	XP_060425013.1
OG0000509	XP_060404224.1	XP_060425012.1
OG0000510	XP_060393605.1	XP_060423857.1
OG0000511	XP_060393852.1	XP_060429961.1
OG0000512	XP_060393919.1	XP_060430030.1
OG0000513	XP_060394068.1	XP_060434802.1
OG0000514	XP_060394235.1	XP_060434651.1
OG0000515	XP_060394304.1	XP_060434593.1
OG0000516	XP_060394420.1	XP_060433897.1
OG0000517	XP_060394579.1, XP_060400017.1	XP_060422839.1, XP_060423323.1, XP_060421293.1, XP_060421370.1, XP_060421705.1, XP_060428267.1
OG0000518	XP_060396026.1	XP_060433257.1
OG0000518	XP_060394689.1	XP_060422718.1
OG0000519	XP_060394864.1	XP_060433713.1
OG0000520	XP_060395280.1	XP_060422318.1
OG0000522	XP_060404287.1	XP_060423201.1
OG0000522	XP_060395380.1, XP_060402504.1	XP_060422862.1, XP_060424564.1, XP_060421914.1
OG0000523	XP_060395490.1	XP_060421405.1, XP_060421754.1, XP_060421643.1
OG0000524	XP_060398253.1	XP_060432565.1
OG0000525	XP_060397631.1	XP_060427442.1
OG0000525	XP_060395600.1	XP_060430584.1
OG0000526	XP_060395767.1	XP_060433026.1
OG0000527	XP_060395862.1	XP_060433107.1
OG0000528	XP_060395981.1	XP_060433217.1
OG0000529	XP_060396096.1	XP_060433323.1
OG0000530	XP_060396474.1	XP_060431997.1
OG0000531	XP_060402949.1	XP_060427234.1
OG0000531	XP_060396959.1	XP_060436531.1
OG0000532	XP_060397048.1	XP_060436708.1
OG0000533	XP_060397106.1	XP_060436765.1
OG0000534	XP_060397156.1	XP_060436814.1, XP_060436815.1
OG0000535	XP_060397254.1	XP_060422795.1
OG0000536	XP_060405581.1	XP_060424457.1
OG0000536	XP_060397272.1	XP_060434821.1
OG0000537	XP_060397752.1	XP_060423298.1, XP_060423299.1, XP_060430248.1
OG0000537	XP_060397287.1	XP_060424594.1
OG0000538	XP_060401503.1	XP_060421577.1
OG0000539	XP_060397656.1	XP_060427419.1
OG0000540	XP_060397759.1	XP_060430240.1
OG0000541	XP_060397770.1	XP_060430229.1
OG0000542	XP_060397809.1	XP_060430191.1
OG0000543	XP_060398609.1	XP_060426486.1
OG0000544	XP_060399414.1	XP_060428149.1
OG0000545	XP_060399336.1	XP_060428061.1
OG0000545	XP_060406460.1	XP_060428589.1
OG0000547	XP_060404292.1	XP_060423206.1
OG0000548	XP_060399807.1	XP_060424313.1
OG0000549	XP_060399846.1	XP_060424278.1
OG0000549	XP_060399847.1	XP_060424279.1
OG0000550	XP_060399863.1	XP_060423793.1
OG0000551	XP_060399891.1	XP_060423782.1
OG0000552	XP_060400107.1	XP_060432238.1
OG0000554	XP_060400966.1	XP_060431749.1
OG0000555	XP_060401295.1	XP_060428959.1
OG0000556	XP_060401774.1	XP_060426949.1
OG0000556	XP_060401320.1	XP_060428932.1
OG0000557	XP_060401462.1	XP_060423728.1, XP_060423729.1, XP_060423531.1, XP_060423730.1
OG0000558	XP_060401743.1	XP_060426919.1
OG0000559	XP_060401879.1	XP_060427829.1
OG0000560	XP_060402185.1	XP_060434261.1
OG0000561	XP_060402443.1	XP_060428257.1, XP_060435294.1
OG0000563	XP_060402775.1	XP_060426318.1
OG0000564	XP_060402812.1	XP_060426280.1, XP_060426279.1
OG0000565	XP_060402961.1	XP_060427246.1
OG0000566	XP_060403024.1	XP_060427307.1
OG0000568	XP_060403254.1	XP_060423928.1
OG0000569	XP_060403285.1	XP_060423961.1
OG0000570	XP_060406352.1, XP_060403821.1	XP_060427754.1
OG0000571	XP_060406490.1	XP_060430835.1
OG0000571	XP_060404261.1	XP_060424977.1
OG0000572	XP_060404266.1	XP_060424972.1
OG0000573	XP_060404352.1	XP_060423259.1
OG0000574	XP_060404431.1	XP_060421979.1
OG0000575	XP_060404644.1	XP_060436051.1
OG0000576	XP_060404737.1	XP_060436313.1
OG0000577	XP_060404854.1	XP_060436415.1
OG0000578	XP_060405178.1	XP_060423701.1
OG0000580	XP_060406017.1, XP_060406018.1	XP_060421848.1
OG0000581	XP_060406471.1	XP_060430845.1
OG0000586	XP_060398745.1	XP_060422066.1
OG0000586	XP_060389368.1, XP_060394338.1	XP_060424557.1, XP_060421921.1
OG0000587	XP_060405012.1	XP_060427140.1
OG0000588	XP_060389434.1, XP_060405433.1, XP_060402497.1, XP_060404022.1, XP_060405880.1	XP_060431534.1
OG0000589	XP_060389511.1	XP_060436892.1
OG0000590	XP_060389640.1	XP_060435624.1
OG0000591	XP_060389661.1	XP_060435643.1
OG0000592	XP_060389829.1	XP_060435808.1
OG0000593	XP_060389849.1	XP_060435827.1
OG0000594	XP_060405165.1	XP_060423690.1
OG0000594	XP_060389853.1	XP_060435831.1
OG0000595	XP_060389955.1	XP_060435921.1
OG0000596	XP_060389973.1	XP_060435940.1
OG0000597	XP_060398934.1	XP_060425852.1
OG0000597	XP_060389999.1	XP_060422217.1
OG0000598	XP_060390083.1	XP_060435030.1
OG0000599	XP_060394692.1	XP_060422715.1
OG0000600	XP_060390272.1	XP_060431501.1
OG0000601	XP_060390344.1	XP_060431430.1
OG0000602	XP_060396864.1	XP_060429177.1
OG0000602	XP_060390426.1	XP_060431353.1
OG0000603	XP_060404833.1	XP_060436395.1
OG0000603	XP_060390610.1	XP_060434345.1
OG0000604	XP_060392450.1	XP_060437224.1
OG0000604	XP_060390743.1	XP_060435506.1
OG0000605	XP_060390790.1	XP_060425064.1
OG0000606	XP_060394438.1	XP_060433876.1
OG0000606	XP_060390960.1	XP_060425784.1
OG0000607	XP_060391005.1	XP_060436940.1, XP_060436941.1
OG0000608	XP_060391304.1	XP_060423648.1
OG0000608	XP_060404270.1	XP_060424968.1
OG0000609	XP_060391307.1	XP_060423645.1
OG0000610	XP_060391406.1	XP_060425729.1
OG0000611	XP_060391477.1	XP_060424415.1
OG0000612	XP_060391543.1	XP_060429571.1
OG0000612	XP_060399842.1	XP_060424283.1
OG0000613	XP_060391953.1	XP_060430492.1
OG0000613	XP_060391577.1	XP_060429607.1
OG0000614	XP_060391757.1	XP_060421656.1, XP_060432663.1, XP_060427337.1
OG0000616	XP_060391797.1	XP_060434967.1
OG0000616	XP_060395357.1	XP_060434968.1
OG0000616	XP_060398134.1	XP_060432460.1
OG0000617	XP_060391826.1	XP_060427532.1
OG0000618	XP_060391884.1	XP_060427590.1
OG0000618	XP_060404378.1	XP_060422691.1
OG0000619	XP_060391925.1	XP_060430524.1
OG0000620	XP_060391927.1	XP_060430522.1
OG0000621	XP_060392082.1	XP_060429336.1
OG0000622	XP_060392091.1	XP_060429345.1
OG0000623	XP_060392102.1	XP_060422468.1
OG0000624	XP_060392109.1	XP_060422460.1
OG0000625	XP_060395589.1	XP_060430595.1
OG0000626	XP_060392345.1	XP_060437314.1
OG0000626	XP_060395654.1	XP_060425219.1
OG0000627	XP_060392353.1	XP_060437307.1
OG0000628	XP_060392439.1	XP_060435583.1
OG0000628	XP_060404201.1	XP_060425035.1
OG0000629	XP_060392660.1	XP_060437050.1
OG0000631	XP_060393544.1	XP_060429211.1
OG0000631	XP_060393087.1	XP_060436623.1
OG0000633	XP_060397021.1, XP_060393549.1, XP_060401836.1	XP_060423324.1, XP_060421294.1, XP_060421317.1, XP_060421707.1, XP_060421371.1
OG0000634	XP_060393817.1	XP_060429927.1
OG0000634	XP_060403335.1	XP_060425633.1
OG0000635	XP_060393955.1	XP_060430064.1
OG0000636	XP_060405287.1	XP_060426080.1
