Orthogroup	Colletotrichum_abscissum	Colletotrichum_fructicola
OG0000242	XP_060402603.1	XP_031890067.1, XP_031881057.1, XP_031889923.1
OG0000243	XP_060403500.1	XP_031880869.1
OG0000243	XP_060403497.1, XP_060403499.1	XP_066007465.1
OG0000244	XP_060405272.1	XP_066008473.1, XP_031883110.1, XP_031883109.1, XP_031885953.1
OG0000248	XP_060400839.1, XP_060402491.1, XP_060405456.1, XP_060400838.1, XP_060389428.1, XP_060398385.1	XP_031887254.2
OG0000249	XP_060402514.1	XP_031876298.2, XP_066009140.1
OG0000249	XP_060389449.1, XP_060404926.1	XP_031875584.1
OG0000250	XP_060390890.1	XP_066008305.1
OG0000250	XP_060389465.1	XP_031893467.1
OG0000251	XP_060389524.1	XP_031875844.1
OG0000251	XP_060400740.1	XP_031879335.1
OG0000252	XP_060403047.1	XP_031879773.1
OG0000252	XP_060390007.1	XP_031892605.1
OG0000253	XP_060399506.1	XP_031885612.1
OG0000253	XP_060390165.1	XP_031883425.1
OG0000254	XP_060405641.1	XP_031883415.1
OG0000254	XP_060390235.1	XP_031880698.1
OG0000255	XP_060405714.1	XP_031882041.1
OG0000255	XP_060390262.1	XP_031890572.2
OG0000256	XP_060401557.1	XP_031893402.1
OG0000256	XP_060390677.1	XP_031888239.1
OG0000257	XP_060399689.1	XP_066008568.1
OG0000258	XP_060394541.1	XP_031878160.1
OG0000258	XP_060391598.1	XP_031877926.1
OG0000259	XP_060394671.1	XP_031879986.1
OG0000259	XP_060391860.1	XP_031881096.1
OG0000260	XP_060391880.1	XP_031893328.1, XP_031888191.1, XP_031880983.1
OG0000261	XP_060391984.1	XP_031882829.1, XP_031887648.1
OG0000262	XP_060392159.1	XP_031878314.1
OG0000262	XP_060405021.1	XP_031877319.1
OG0000263	XP_060399150.1	XP_031888186.1
OG0000263	XP_060392681.1	XP_031892380.1
OG0000264	XP_060406396.1	XP_031893609.1
OG0000265	XP_060392807.1	XP_031884627.1
OG0000265	XP_060404186.1	XP_031877411.1
OG0000266	XP_060392815.1	XP_031884517.1
OG0000266	XP_060400753.1	XP_066009697.1
OG0000267	XP_060395630.1	XP_031884833.1
OG0000268	XP_060394034.1	XP_066007782.1
OG0000268	XP_060392853.1	XP_031883323.1
OG0000269	XP_060392863.1	XP_031886304.1
OG0000269	XP_060406445.1	XP_031882560.1
OG0000270	XP_060395507.1	XP_031879611.1
OG0000270	XP_060392952.1	XP_066008431.1
OG0000271	XP_060393124.1	XP_031877947.1, XP_031882514.1
OG0000271	XP_060393123.1	XP_031877946.1
OG0000272	XP_060400747.1	XP_066009908.1
OG0000272	XP_060393300.1	XP_031886352.2, XP_066007170.1
OG0000273	XP_060394989.1	XP_031892165.1
OG0000273	XP_060393542.1	XP_066009187.1
OG0000274	XP_060396100.1	XP_031877059.1
OG0000274	XP_060393661.1	XP_031881142.1
OG0000275	XP_060401608.1, XP_060399131.1	XP_066007239.1
OG0000275	XP_060393782.1	XP_031881396.1
OG0000276	XP_060393834.1	XP_031884038.1
OG0000276	XP_060404300.1	XP_031888748.1
OG0000277	XP_060393915.1	XP_031884009.1
OG0000277	XP_060399399.1	XP_031879003.2
OG0000278	XP_060393979.1, XP_060399055.1	XP_031877278.1
OG0000278	XP_060402980.1	XP_031878749.1
OG0000279	XP_060394494.1	XP_031878092.1
OG0000279	XP_060396270.1	XP_031885600.2
OG0000280	XP_060406122.1	XP_031877190.1
OG0000280	XP_060394619.1	XP_031879941.2
OG0000281	XP_060397427.1	XP_031887070.1
OG0000281	XP_060394643.1	XP_031879882.1
OG0000282	XP_060404050.1	XP_031877555.2, XP_066009127.1, XP_031875404.1, XP_031876003.1, XP_066009277.1
OG0000283	XP_060395025.1	XP_031891803.1
OG0000283	XP_060400957.1	XP_031880765.1
OG0000284	XP_060398756.1	XP_031880028.1
OG0000284	XP_060395046.1	XP_031889413.2
OG0000285	XP_060395083.1	XP_031891729.1
OG0000285	XP_060396051.1	XP_031884326.1
OG0000287	XP_060395180.1	XP_031878900.1
OG0000287	XP_060402558.1	XP_031891476.2
OG0000288	XP_060395234.1	XP_031891399.1, XP_066008306.1
OG0000289	XP_060396668.1, XP_060395381.1	XP_031875403.2, XP_066007340.1, XP_066007104.1, XP_031876004.2
OG0000290	XP_060395496.1	XP_031880049.1
OG0000290	XP_060399044.1	XP_031888000.1
OG0000291	XP_060395575.1	XP_031889592.1
OG0000291	XP_060396639.1	XP_031885382.1
OG0000292	XP_060405254.1	XP_031885948.1
OG0000292	XP_060395810.1	XP_031881397.1
OG0000293	XP_060402952.1	XP_066007683.1
OG0000293	XP_060395820.1	XP_031884903.1
OG0000294	XP_060395969.1	XP_031884088.1
OG0000294	XP_060404561.1	XP_031881085.1
OG0000295	XP_060396143.1	XP_031877027.2, XP_031878588.1, XP_031889509.1
OG0000296	XP_060396236.1	XP_066008679.1, XP_066009050.1, XP_031892219.1
OG0000297	XP_060396752.1	XP_031887063.1
OG0000297	XP_060397845.1	XP_031892218.1
OG0000298	XP_060397665.1	XP_031882319.1
OG0000298	XP_060397043.1	XP_031876118.1
OG0000300	XP_060397409.1	XP_031875323.1, XP_066007065.1, XP_066007033.1, XP_066007727.1, XP_031875255.1, XP_031892066.1
OG0000301	XP_060397799.1	XP_031892224.1
OG0000301	XP_060399867.1	XP_031893611.1
OG0000302	XP_060397941.1	XP_031891775.1
OG0000303	XP_060403685.1	XP_031885555.1
OG0000303	XP_060398437.1	XP_031887409.1
OG0000304	XP_060398935.1	XP_031876035.1
OG0000305	XP_060398954.1	XP_031890870.1
OG0000305	XP_060405683.1	XP_031882009.1
OG0000306	XP_060399233.1	XP_031878666.1, XP_031888906.1
OG0000307	XP_060402160.1	XP_031879037.2
OG0000307	XP_060399378.1	XP_031879342.1
OG0000308	XP_060399706.1	XP_031881823.1
OG0000309	XP_060399980.1	XP_031877132.1
OG0000310	XP_060403668.1, XP_060400739.1	XP_031883177.1
OG0000310	XP_060402636.1	XP_031877368.2
OG0000311	XP_060401065.1	XP_031890520.1, XP_031888126.1, XP_031880649.1
OG0000312	XP_060401323.1	XP_031893178.1
OG0000312	XP_060404432.1, XP_060404433.1	XP_031884529.1
OG0000313	XP_060402313.1	XP_031884629.1
OG0000313	XP_060401326.1	XP_031893188.1
OG0000314	XP_060402609.1	XP_066007887.1
OG0000314	XP_060401701.1	XP_031883369.1
OG0000315	XP_060405158.1	XP_031886157.1
OG0000315	XP_060402231.1	XP_031891611.1
OG0000316	XP_060403118.1	XP_031875721.2
OG0000316	XP_060403549.1	XP_031876062.1
OG0000317	XP_060403469.1	XP_031876109.1, XP_031877392.2, XP_031892441.1
OG0000318	XP_060406555.1	XP_031885017.1
OG0000318	XP_060403527.1	XP_031880945.1
OG0000319	XP_060405923.1	XP_031886811.1
OG0000319	XP_060404837.1	XP_066009196.1
OG0000322	XP_060406256.1	XP_031879091.1, XP_031888504.1, XP_066008521.1
OG0000324	XP_060393247.1, XP_060393248.1, XP_060389414.1, XP_060393349.1	XP_066006990.1, XP_066007040.1, XP_066006903.1, XP_066007093.1, XP_031876170.2, XP_031875353.2
OG0000325	XP_060400015.1, XP_060389480.1, XP_060399481.1, XP_060402864.1	XP_031875392.1, XP_031887235.1
OG0000326	XP_060404633.1	XP_066009182.1
OG0000326	XP_060389490.1	XP_031876304.1, XP_031876207.1
OG0000327	XP_060401273.1	XP_031893098.1
OG0000327	XP_060389544.1	XP_031887689.1
OG0000328	XP_060401438.1	XP_031883471.1
OG0000329	XP_060391418.1	XP_031877979.1
OG0000329	XP_060389645.1	XP_066009312.1
OG0000330	XP_060389843.1	XP_031878538.1, XP_031889526.2
OG0000330	XP_060393547.1	XP_031879768.1
OG0000331	XP_060395123.1	XP_031885284.1
OG0000331	XP_060390048.1	XP_031878282.1
OG0000332	XP_060390110.1	XP_031884147.1
OG0000332	XP_060404295.1	XP_031888974.1
OG0000333	XP_060390381.1, XP_060390380.1	XP_031879075.1, XP_031888907.2, XP_031889012.1
OG0000335	XP_060395656.1	XP_066007773.1
OG0000335	XP_060394683.1	XP_031879965.2
OG0000336	XP_060390786.1	XP_031883005.1
OG0000336	XP_060401287.1	XP_031893533.1
OG0000337	XP_060392384.1	XP_031891596.1
OG0000337	XP_060390926.1	XP_031878418.1
OG0000338	XP_060390977.1	XP_031880694.1
OG0000338	XP_060393109.1	XP_031878323.1
OG0000339	XP_060397443.1	XP_031892268.1
OG0000339	XP_060390998.1	XP_031892336.1
OG0000340	XP_060401459.1	XP_031892995.1
OG0000340	XP_060391057.1	XP_031890866.1
OG0000341	XP_060393009.1	XP_031891937.1
OG0000341	XP_060391225.1	XP_031890093.1
OG0000342	XP_060391411.1	XP_031890954.2, XP_031888833.1, XP_031877955.1
OG0000343	XP_060405653.1	XP_031883225.2
OG0000343	XP_060391533.1	XP_031883593.1
OG0000344	XP_060391573.1	XP_031877977.1
OG0000344	XP_060400001.1	XP_031877152.1
OG0000345	XP_060400678.1	XP_031879392.1
OG0000345	XP_060391626.1	XP_031883524.1
OG0000346	XP_060391744.1	XP_031876835.1, XP_031881349.1
OG0000347	XP_060391835.1	XP_031884795.1
OG0000347	XP_060400742.1, XP_060397708.1	XP_066009653.1
OG0000348	XP_060391917.1	XP_031884312.1
OG0000348	XP_060398944.1	XP_031892911.1
OG0000349	XP_060392050.1	XP_031889431.1
OG0000349	XP_060402723.1	XP_031887981.1
OG0000350	XP_060392127.1	XP_031878684.1, XP_031892078.1, XP_066009709.1
OG0000352	XP_060392489.1	XP_031892753.1
OG0000352	XP_060404203.1	XP_031888891.1
OG0000353	XP_060392718.1	XP_031877743.1, XP_031885142.1
OG0000354	XP_060392743.1	XP_031875685.1
OG0000355	XP_060392789.1	XP_031884588.1
OG0000355	XP_060393668.1	XP_031881046.1
OG0000356	XP_060397746.1	XP_031883160.1
OG0000356	XP_060392915.1	XP_031877988.1
OG0000357	XP_060401858.1	XP_031891539.1
OG0000357	XP_060392970.1	XP_031891895.1
OG0000358	XP_060392971.1	XP_031891894.1
OG0000358	XP_060401859.1	XP_031891542.1
OG0000360	XP_060396529.1	XP_031885553.1
OG0000360	XP_060394005.1	XP_031884987.1
OG0000361	XP_060394006.1	XP_031884986.1
OG0000361	XP_060395869.1	XP_031889916.1
OG0000362	XP_060394083.1	XP_031881406.1
OG0000362	XP_060405304.1	XP_031885903.1
OG0000363	XP_060394950.1	XP_031892102.1
OG0000363	XP_060399944.1	XP_031893194.1
OG0000364	XP_060395144.1	XP_031885135.1
OG0000364	XP_060394958.1	XP_031891911.1
OG0000365	XP_060395082.1	XP_031884894.1, XP_066007605.1
OG0000367	XP_060397895.1	XP_031883166.2
OG0000367	XP_060395143.1	XP_031885130.1
OG0000368	XP_060395164.1	XP_031885117.1
OG0000369	XP_060405864.1	XP_031887854.1
OG0000369	XP_060395218.1	XP_031878947.2
OG0000370	XP_060395220.1	XP_031878965.1
OG0000370	XP_060405866.1	XP_031890650.1
OG0000371	XP_060395378.1	XP_066007119.1, XP_031875856.2, XP_066007319.1, XP_066009257.1, XP_031877548.1
OG0000373	XP_060397053.1	XP_031876092.1
OG0000373	XP_060395527.1	XP_031879574.1
OG0000374	XP_060395673.1	XP_031884869.1
OG0000374	XP_060398593.1	XP_066008359.1
OG0000375	XP_060402243.1	XP_031890303.1
OG0000375	XP_060395695.1	XP_031892884.1
OG0000376	XP_060396846.1	XP_031884876.1
OG0000376	XP_060395702.1	XP_031884854.1
OG0000377	XP_060396127.1	XP_031889100.1, XP_031885009.1
OG0000378	XP_060396130.1	XP_031889095.1
OG0000378	XP_060397465.1	XP_031891962.1
OG0000379	XP_060398232.1	XP_031882513.1
OG0000379	XP_060396346.1	XP_031884698.1
OG0000380	XP_060396357.1	XP_031892454.2
OG0000381	XP_060396907.1	XP_031889325.1
OG0000381	XP_060397732.1	XP_031883012.2
OG0000382	XP_060397808.1	XP_031883033.2
OG0000382	XP_060401493.1	XP_031889396.1
OG0000383	XP_060401554.1, XP_060398335.1, XP_060398998.1, XP_060401294.1	XP_066007135.1
OG0000384	XP_060398761.1	XP_031880104.1
OG0000384	XP_060401195.1	XP_031893122.1
OG0000385	XP_060399017.1	XP_031888077.1
OG0000386	XP_060399018.1	XP_066008902.1, XP_031876285.1, XP_031888072.1
OG0000387	XP_060399136.1	XP_031888069.1
OG0000387	XP_060401356.1	XP_031881401.1
OG0000388	XP_060399319.1	XP_031878767.1
OG0000388	XP_060402201.1	XP_031890261.1
OG0000389	XP_060399609.1	XP_031878265.1, XP_031881881.1
OG0000390	XP_060402778.1	XP_031889814.1
OG0000390	XP_060399664.1	XP_031879182.1
OG0000391	XP_060399974.1	XP_066007819.1, XP_066007682.1, XP_066006939.1, XP_031886784.2, XP_066007003.1, XP_066007778.1, XP_066007581.1, XP_031877162.1
OG0000392	XP_060400507.1	XP_066007620.1
OG0000392	XP_060400563.1	XP_031891898.1
OG0000393	XP_060400670.1	XP_031879354.1
OG0000393	XP_060404243.1	XP_031888828.2
OG0000394	XP_060404151.1	XP_031888962.2
OG0000394	XP_060401560.1	XP_031893399.1
OG0000395	XP_060403505.1	XP_031880953.1
OG0000395	XP_060402266.1	XP_031893078.1
OG0000396	XP_060402954.1	XP_031878506.1
OG0000397	XP_060402978.1	XP_031878450.1
OG0000397	XP_060403375.1	XP_031880837.1
OG0000398	XP_060403132.1	XP_031875705.1
OG0000398	XP_060403489.1	XP_031877154.1
OG0000399	XP_060404036.1, XP_060403188.1	XP_066007144.1
OG0000399	XP_060404969.1	XP_066006771.1, XP_066009072.1
OG0000400	XP_060403987.1	XP_031885505.1
OG0000400	XP_060403988.1	XP_031885506.1, XP_031885503.1
OG0000401	XP_060405046.1	XP_031877365.1, XP_031890899.2, XP_031876450.1
OG0000402	XP_060405259.1	XP_031885935.1
OG0000403	XP_060406552.1	XP_031882946.1, XP_031885016.2
OG0000409	XP_060389430.1	XP_031884297.2
OG0000410	XP_060403379.1	XP_031880807.1
OG0000410	XP_060404928.1, XP_060404927.1, XP_060389450.1	XP_066006860.1
OG0000411	XP_060389476.1	XP_031875432.1, XP_031875409.1, XP_066006933.1, XP_066006959.1, XP_066006992.1, XP_066006963.1, XP_066007686.1, XP_031875305.1, XP_031875444.1
OG0000412	XP_060393250.1, XP_060389503.1	XP_031892439.1
OG0000413	XP_060389504.1	XP_031892817.1, XP_031882990.2
OG0000414	XP_060389766.1	XP_031887568.1
OG0000414	XP_060399364.1	XP_031890272.1
OG0000415	XP_060389824.1	XP_031887758.1
OG0000415	XP_060397347.1	XP_031881998.1
OG0000416	XP_060389826.1	XP_031887764.2
OG0000416	XP_060394464.1	XP_031879539.2
OG0000417	XP_060390111.1	XP_031884074.1
OG0000417	XP_060391323.1	XP_031883862.1
OG0000418	XP_060390686.1	XP_031888435.1
OG0000418	XP_060390221.1	XP_031875682.1
OG0000419	XP_060391991.1	XP_031877436.1
OG0000419	XP_060390889.1	XP_031875630.1
OG0000420	XP_060395613.1	XP_066007900.1
OG0000420	XP_060390891.1	XP_031881691.1
OG0000421	XP_060391033.1, XP_060396922.1	XP_031891920.1
OG0000422	XP_060391045.1	XP_031892805.1
OG0000422	XP_060395154.1	XP_031885107.1
OG0000423	XP_060391464.1	XP_031877437.1
OG0000424	XP_060391226.1	XP_031890218.1, XP_031884483.1
OG0000425	XP_060391796.1, XP_060395358.1	XP_031875736.1, XP_031886346.1
OG0000426	XP_060392051.1	XP_031892954.1
OG0000427	XP_060392684.1	XP_031892374.1
OG0000428	XP_060397938.1	XP_031885917.1
OG0000428	XP_060392842.1	XP_031882551.1
OG0000429	XP_060398136.1	XP_031882471.2
OG0000429	XP_060393088.1	XP_031883964.2
OG0000430	XP_060396335.1	XP_066008155.1
OG0000431	XP_060404423.1, XP_060399760.1, XP_060404421.1, XP_060397306.1, XP_060402583.1, XP_060393528.1	XP_066008722.1
OG0000432	XP_060393585.1	XP_031883530.2
OG0000433	XP_060393603.1	XP_031883791.2, XP_066007106.1, XP_066008917.1, XP_066009274.1, XP_066007330.1, XP_066006872.1, XP_031881064.1
OG0000434	XP_060393931.1	XP_031889670.1
OG0000434	XP_060395071.1	XP_031891739.1
OG0000435	XP_060393944.1	XP_031883879.1
OG0000436	XP_060393956.1	XP_031883810.2
OG0000437	XP_060399845.1	XP_031892276.1
OG0000437	XP_060394018.1	XP_066009793.1
OG0000438	XP_060394061.1	XP_031881499.1
OG0000439	XP_060394138.1	XP_066007424.1, XP_066008818.1, XP_031881477.1
OG0000440	XP_060394149.1	XP_031875888.2, XP_031881525.1
OG0000441	XP_060394500.1	XP_031884193.1
OG0000442	XP_060394562.1	XP_031885904.1, XP_031879077.1, XP_031875802.1
OG0000444	XP_060400845.1, XP_060400834.1, XP_060394574.1, XP_060397498.1	XP_066007332.1, XP_031877557.1
OG0000445	XP_060396841.1	XP_031889421.1
OG0000445	XP_060399331.1	XP_066007546.1
OG0000446	XP_060395297.1	XP_031878798.1
OG0000446	XP_060394987.1	XP_031892192.1
OG0000447	XP_060398753.1	XP_031880135.1
OG0000447	XP_060395045.1	XP_031878292.2
OG0000449	XP_060395182.1	XP_031878888.1
OG0000449	XP_060401143.1	XP_031887532.1
OG0000450	XP_060395301.1	XP_031889358.1
OG0000450	XP_060399073.1	XP_066008314.1
OG0000451	XP_060395340.1	XP_031878964.1
OG0000451	XP_060395339.1	XP_031878974.1
OG0000452	XP_060395717.1	XP_066009487.1
OG0000453	XP_060395980.1	XP_031884091.1
OG0000453	XP_060403507.1	XP_031880786.1
OG0000454	XP_060396141.1	XP_031877029.1
OG0000454	XP_060401857.1	XP_031891540.2
OG0000455	XP_060397317.1	XP_031877433.1, XP_066009934.1
OG0000456	XP_060401306.1	XP_031878835.1
OG0000456	XP_060397437.1	XP_031892262.2
OG0000457	XP_060402930.1	XP_031878502.1
OG0000457	XP_060398848.1, XP_060397713.1	XP_031878129.1
OG0000458	XP_060397819.1	XP_031883761.2, XP_031890097.2, XP_031882981.1
OG0000459	XP_060398255.1	XP_031886445.1, XP_066007763.1, XP_066007860.1
OG0000460	XP_060398748.1	XP_031880177.2
OG0000460	XP_060404338.1	XP_066007598.1
OG0000461	XP_060398925.1	XP_031889748.1, XP_031891062.1
OG0000462	XP_060399221.1	XP_031875759.1, XP_031875292.1
OG0000463	XP_060399618.1	XP_031886319.1
OG0000463	XP_060399271.1	XP_031882611.1
OG0000464	XP_060401804.1	XP_031891039.1
OG0000464	XP_060399404.1	XP_031884159.1
OG0000465	XP_060399657.1	XP_031883071.1, XP_031881838.1, XP_031885635.1
OG0000466	XP_060399696.1, XP_060399695.1	XP_066009678.1, XP_066008875.1, XP_066007398.1
OG0000467	XP_060400000.1	XP_031877135.1
OG0000467	XP_060406119.1	XP_031877198.1
OG0000468	XP_060400425.1	XP_031890293.1
OG0000468	XP_060404281.1	XP_031884734.1
OG0000469	XP_060400726.1	XP_031879400.1
OG0000470	XP_060401435.1	XP_031893017.1, XP_066008100.1, XP_066008192.1
OG0000471	XP_060401175.1	XP_031893203.1
OG0000472	XP_060401212.1	XP_031893374.1, XP_066007685.1, XP_066007062.1, XP_066007068.1, XP_066006946.1, XP_031875443.2
OG0000473	XP_060404112.1	XP_031888965.1
OG0000473	XP_060401451.1	XP_031893301.1
OG0000474	XP_060401487.1	XP_031893099.1
OG0000474	XP_060404460.1	XP_031892599.1
OG0000475	XP_060401889.1	XP_031887956.1, XP_031887959.1
OG0000477	XP_060403021.1	XP_031881851.1, XP_066009618.1
OG0000478	XP_060403022.1	XP_031881836.1, XP_031882884.1
OG0000479	XP_060403532.1	XP_031877285.1
OG0000480	XP_060405415.1	XP_066007058.1
OG0000481	XP_060404514.1	XP_031876027.1, XP_031882528.2, XP_031880364.1
OG0000482	XP_060405639.1	XP_031883418.1
OG0000482	XP_060404835.1	XP_031880239.1
OG0000483	XP_060405562.1, XP_060405563.1	XP_031882206.1, XP_066009577.1
OG0000484	XP_060405762.1	XP_031890497.1
OG0000484	XP_060405760.1	XP_031890496.1
OG0000489	XP_060389376.1, XP_060405470.1, XP_060402132.1, XP_060404522.1, XP_060398868.1	XP_031890745.1
OG0000490	XP_060400007.1, XP_060400003.1, XP_060389408.1, XP_060399228.1	XP_066006894.1, XP_066006996.1, XP_066007041.1, XP_066006900.1, XP_066007031.1
OG0000491	XP_060403203.1, XP_060399729.1, XP_060404026.1, XP_060399731.1, XP_060405435.1, XP_060389432.1	XP_066007995.1
OG0000492	XP_060404067.1	XP_031888655.1
OG0000492	XP_060390010.1	XP_066007211.1, XP_031889883.1
OG0000493	XP_060401639.1	XP_031878728.2
OG0000494	XP_060397834.1	XP_031882963.1
OG0000494	XP_060390421.1	XP_031882765.1
OG0000495	XP_060390896.1	XP_031881546.1
OG0000496	XP_060391053.1	XP_066008648.1
OG0000497	XP_060397735.1, XP_060391062.1, XP_060401897.1	XP_031884579.1
OG0000498	XP_060391232.1	XP_031890128.1, XP_066008826.1
OG0000499	XP_060391250.1	XP_066009092.1
OG0000500	XP_060405421.1, XP_060400855.1, XP_060391753.1, XP_060404484.1	XP_066007158.1, XP_031876010.1, XP_031877561.1, XP_031887383.2
OG0000501	XP_060401649.1	XP_031888815.1
OG0000501	XP_060391853.1	XP_031881000.1
OG0000502	XP_060392167.1	XP_031892232.1
OG0000503	XP_060392532.1	XP_031893171.1, XP_066009975.1, XP_031892202.2
OG0000504	XP_060392583.1, XP_060392584.1	XP_031883769.1, XP_031891921.1
OG0000505	XP_060392696.1	XP_031877688.1
OG0000506	XP_060393133.1, XP_060393132.1	XP_066008295.1
OG0000507	XP_060393600.1	XP_031881144.1
OG0000507	XP_060393252.1	XP_031882579.1
OG0000508	XP_060393298.1	XP_031882693.1
OG0000508	XP_060404223.1	XP_066009522.1
OG0000509	XP_060393299.1	XP_066007308.1
OG0000509	XP_060404224.1	XP_031888765.2
OG0000510	XP_060393605.1	XP_031881146.1, XP_031879754.1
OG0000511	XP_060393852.1	XP_031883929.1, XP_031884026.1
OG0000512	XP_060393919.1	XP_031892936.1, XP_031878650.1
OG0000513	XP_060394068.1	XP_031884384.2, XP_031881178.1
OG0000514	XP_060394235.1	XP_031893159.1, XP_031888412.1
OG0000515	XP_060394304.1	XP_031888382.2, XP_066009656.1
OG0000516	XP_060394420.1	XP_031890379.2
OG0000517	XP_060394579.1, XP_060400017.1	XP_066007194.1, XP_066008955.1, XP_031877544.2
OG0000518	XP_060396026.1	XP_031877023.2
OG0000518	XP_060394689.1	XP_066009803.1, XP_066006784.1
OG0000519	XP_060394864.1	XP_031891505.1
OG0000520	XP_060395280.1	XP_031877515.1
OG0000521	XP_060395376.1	XP_031881752.1, XP_031881753.1, XP_031883045.1, XP_066006787.1, XP_066006866.1
OG0000522	XP_060404287.1, XP_060395380.1, XP_060402504.1	XP_031888728.1
OG0000523	XP_060395490.1	XP_031876015.1, XP_066008920.1, XP_066007334.1, XP_066009102.1
OG0000524	XP_060398253.1	XP_031887344.1
OG0000524	XP_060395499.1	XP_031881592.1
OG0000525	XP_060397631.1	XP_066009553.1
OG0000525	XP_060395600.1	XP_031889754.1
OG0000526	XP_060395767.1	XP_031883812.1, XP_031889628.2, XP_066009801.1
OG0000527	XP_060395862.1	XP_031884933.1, XP_031884971.1, XP_031884974.1
OG0000528	XP_060395981.1	XP_031884090.1
OG0000529	XP_060396096.1	XP_031884748.1, XP_066007826.1, XP_031877062.1
OG0000530	XP_060396474.1	XP_031883142.1, XP_066008848.1
OG0000531	XP_060402949.1, XP_060396959.1	XP_031889244.1
OG0000532	XP_060397048.1	XP_031876115.1
OG0000533	XP_060397106.1	XP_031876456.1, XP_031887810.1
OG0000534	XP_060397156.1	XP_031880388.1, XP_031880389.1
OG0000535	XP_060397199.1	XP_031876995.1
OG0000536	XP_060397272.1	XP_031881452.1
OG0000537	XP_060397752.1, XP_060397287.1	XP_031883057.1
OG0000538	XP_060401503.1	XP_066008061.1
OG0000538	XP_060397481.1	XP_066008823.1
OG0000539	XP_060397656.1, XP_060397655.1	XP_031882214.2
OG0000540	XP_060397759.1	XP_031877519.1, XP_031883657.1
OG0000541	XP_060397770.1	XP_031883083.1, XP_031884135.1
OG0000542	XP_060397809.1	XP_066008832.1
OG0000542	XP_060405172.1	XP_031889840.1
OG0000543	XP_060398611.1	XP_031881200.2, XP_031881196.1
OG0000544	XP_060399414.1	XP_031879114.1
