Orthogroup	Colletotrichum_abscissum	Colletotrichum_truncatum
OG0000298	XP_060397043.1	XP_036578883.1
OG0000300	XP_060397409.1	XP_036578056.1
OG0000301	XP_060397799.1	XP_070061793.1
OG0000301	XP_060399867.1	XP_036580359.1
OG0000302	XP_060397941.1	XP_036589630.2
OG0000303	XP_060403685.1	XP_036587078.1
OG0000303	XP_060398437.1	XP_036589304.2
OG0000305	XP_060398954.1	XP_070060840.1
OG0000305	XP_060405683.1	XP_036579614.2
OG0000307	XP_060402160.1	XP_036581197.1
OG0000308	XP_060399706.1	XP_036584089.2
OG0000309	XP_060399986.1, XP_060399978.1, XP_060399980.1	XP_036577921.1
OG0000310	XP_060403668.1, XP_060400739.1	XP_036576901.2
OG0000310	XP_060402636.1	XP_036576899.1
OG0000311	XP_060401065.1	XP_036587367.1, XP_036578339.1
OG0000312	XP_060401323.1	XP_036574537.1
OG0000312	XP_060404432.1, XP_060404433.1	XP_036587726.1
OG0000313	XP_060402313.1	XP_036574340.1
OG0000313	XP_060401326.1	XP_036574540.1
OG0000314	XP_060402609.1	XP_036581424.1
OG0000314	XP_060401701.1	XP_036586147.1
OG0000315	XP_060405158.1	XP_036581065.2
OG0000315	XP_060402231.1	XP_070059881.1
OG0000316	XP_060403118.1	XP_036583130.1
OG0000316	XP_060403549.1	XP_036586414.1
OG0000317	XP_060403469.1	XP_070060734.1
OG0000318	XP_060406555.1	XP_036586762.1
OG0000318	XP_060403527.1	XP_036586466.1
OG0000319	XP_060405923.1	XP_036584711.1
OG0000319	XP_060404837.1	XP_070062295.1
OG0000320	XP_060405452.1	XP_036576294.2, XP_070062056.1, XP_036579494.1, XP_036576071.1, XP_036588803.1, XP_070062054.1, XP_070059722.1, XP_070060087.1, XP_070061157.1, XP_036581843.1, XP_036576614.1, XP_036576189.1, XP_036575507.1, XP_070060641.1, XP_036584373.1
OG0000321	XP_060405453.1	XP_036574311.1, XP_036575508.1, XP_036576070.1, XP_070059723.1, XP_036576615.1, XP_036574259.1, XP_036579495.1, XP_036581228.1, XP_036584372.1, XP_036576188.1, XP_036575729.1, XP_036576296.2, XP_070062053.1, XP_036581844.1, XP_036588802.1
OG0000322	XP_060406256.1	XP_036576496.1, XP_036576495.1
OG0000324	XP_060393247.1, XP_060393248.1, XP_060389414.1, XP_060393349.1	XP_036576332.2
OG0000326	XP_060404633.1, XP_060389490.1	XP_036584348.1, XP_036589416.1
OG0000327	XP_060401273.1	XP_036575400.2
OG0000327	XP_060389544.1	XP_070062582.1
OG0000329	XP_060389645.1	XP_070062600.1
OG0000331	XP_060390048.1	XP_036587267.1
OG0000332	XP_060390110.1	XP_036576163.1
OG0000332	XP_060404295.1	XP_036581950.1
OG0000333	XP_060390381.1, XP_060390380.1	XP_036585187.1
OG0000334	XP_060396804.1, XP_060390440.1, XP_060394024.1, XP_060391685.1, XP_060395169.1, XP_060394426.1, XP_060395462.1, XP_060402988.1, XP_060401717.1, XP_060400409.1, XP_060399742.1, XP_060396803.1, XP_060392433.1	XP_070060508.1
OG0000335	XP_060395656.1, XP_060394683.1, XP_060390742.1	XP_036576055.1
OG0000336	XP_060400120.1, XP_060401287.1	XP_036575412.1
OG0000337	XP_060392384.1, XP_060390926.1	XP_070061438.1
OG0000339	XP_060390998.1	XP_036588560.1, XP_036589107.1
OG0000340	XP_060401459.1	XP_070060535.1
OG0000341	XP_060393009.1	XP_070061866.1
OG0000341	XP_060391225.1	XP_036583102.1
OG0000342	XP_060391411.1	XP_036589998.1
OG0000343	XP_060405653.1	XP_036588050.2
OG0000343	XP_060391533.1	XP_036576968.1
OG0000344	XP_060391573.1	XP_036579954.1
OG0000344	XP_060400001.1	XP_036577899.1
OG0000345	XP_060391626.1	XP_036580034.1
OG0000346	XP_060398945.1	XP_036588024.1
OG0000346	XP_060391744.1	XP_036575699.1
OG0000347	XP_060391835.1, XP_060400742.1, XP_060397708.1	XP_036586654.1
OG0000348	XP_060391917.1, XP_060398944.1	XP_036574476.1
OG0000349	XP_060392050.1	XP_036589945.1
OG0000349	XP_060402723.1	XP_036586340.1
OG0000350	XP_060392127.1	XP_070061946.1, XP_036587258.1
OG0000351	XP_060399633.1, XP_060399629.1, XP_060401305.1, XP_060392171.1, XP_060406515.1, XP_060398163.1, XP_060398213.1, XP_060398852.1, XP_060399234.1, XP_060402761.1, XP_060406175.1, XP_060399659.1, XP_060406176.1, XP_060406174.1	XP_036582743.1
OG0000352	XP_060392489.1	XP_036588869.1
OG0000352	XP_060404203.1	XP_036581872.2
OG0000353	XP_060392718.1	XP_036589027.1, XP_036579776.1, XP_036587191.1
OG0000354	XP_060392743.1	XP_036576902.1
OG0000354	XP_060401232.1, XP_060393759.1	XP_036581741.1
OG0000355	XP_060393668.1	XP_036579480.1
OG0000356	XP_060397746.1	XP_070060440.1
OG0000356	XP_060392915.1	XP_070062031.1
OG0000357	XP_060392970.1	XP_036577719.1, XP_036575889.1
OG0000358	XP_060392971.1	XP_036575888.1, XP_036577720.1
OG0000359	XP_060404051.1, XP_060404925.1, XP_060402493.1, XP_060393449.1, XP_060395488.1, XP_060393448.1, XP_060393447.1	XP_036576546.1, XP_036584625.1
OG0000360	XP_060396529.1	XP_036585807.1
OG0000361	XP_060394006.1	XP_036579799.1
OG0000361	XP_060395869.1	XP_036590008.2
OG0000362	XP_060394083.1	XP_036582451.1
OG0000362	XP_060405304.1	XP_036580930.1
OG0000363	XP_060394950.1	XP_036578149.2
OG0000363	XP_060399944.1	XP_036580318.1
OG0000364	XP_060394958.1	XP_036578137.1
OG0000365	XP_060395082.1	XP_070061012.1
OG0000366	XP_060402150.1, XP_060395099.1, XP_060402854.1, XP_060401819.1, XP_060403194.1, XP_060401818.1, XP_060402859.1, XP_060401817.1	XP_036584514.1
OG0000367	XP_060397895.1	XP_036577393.1
OG0000368	XP_060395164.1	XP_036586819.1
OG0000369	XP_060405864.1, XP_060395218.1	XP_036586900.1
OG0000370	XP_060395220.1	XP_036586902.1
OG0000370	XP_060405866.1	XP_036585359.1
OG0000371	XP_060395378.1	XP_036584490.1, XP_036584609.1, XP_036576554.1
OG0000372	XP_060398736.1, XP_060395494.1	XP_036584497.1
OG0000373	XP_060397053.1, XP_060395527.1	XP_036576717.1
OG0000374	XP_060395673.1	XP_070061189.1
OG0000374	XP_060398593.1	XP_070062050.1
OG0000375	XP_060402243.1	XP_036587763.1
OG0000375	XP_060395695.1	XP_036589093.1
OG0000376	XP_060396846.1	XP_036577753.1, XP_070061183.1
OG0000376	XP_060395702.1	XP_036576763.1, XP_036579831.2
OG0000377	XP_060396127.1	XP_036589627.1, XP_070061835.1, XP_036577051.1, XP_036587282.1, XP_036578800.1, XP_036586641.1
OG0000378	XP_060396130.1	XP_036589625.1
OG0000378	XP_060397465.1	XP_036578100.1
OG0000379	XP_060398232.1	XP_036585056.1
OG0000380	XP_060396357.1	XP_070061195.1
OG0000381	XP_060396907.1	XP_036589830.2
OG0000382	XP_060397808.1	XP_036587347.1
OG0000382	XP_060401493.1	XP_036582655.2
OG0000384	XP_060398761.1, XP_060401195.1	XP_036588205.1
OG0000385	XP_060399017.1	XP_036574466.1
OG0000386	XP_060399018.1	XP_036580276.1, XP_070061503.1
OG0000387	XP_060399136.1	XP_070061478.1
OG0000388	XP_060399319.1	XP_036574211.1
OG0000388	XP_060402201.1	XP_036587710.1
OG0000389	XP_060399609.1	XP_036587233.1, XP_036574503.1
OG0000390	XP_060402778.1	XP_036578016.1
OG0000392	XP_060400507.1	XP_070060053.1
OG0000393	XP_060400670.1	XP_036583597.1
OG0000393	XP_060404243.1	XP_036581913.1
OG0000394	XP_060404151.1	XP_036577682.1
OG0000394	XP_060401560.1	XP_036582740.1
OG0000395	XP_060403505.1, XP_060402266.1	XP_070060070.1
OG0000396	XP_060402954.1	XP_036582169.1
OG0000397	XP_060402978.1	XP_036582156.1
OG0000397	XP_060403375.1	XP_036577306.1
OG0000398	XP_060403132.1, XP_060403489.1	XP_036575457.1
OG0000399	XP_060404036.1, XP_060403188.1	XP_070059797.1, XP_036584390.1
OG0000400	XP_060403987.1	XP_036585937.1
OG0000401	XP_060405046.1	XP_036582287.1
OG0000402	XP_060405259.1	XP_036580961.1
OG0000403	XP_060406552.1	XP_036589576.1, XP_070061499.1, XP_070060714.1, XP_036575901.1, XP_036577597.1
OG0000409	XP_060399067.1	XP_036582645.2
OG0000409	XP_060389430.1	XP_070060941.1
OG0000410	XP_060403379.1, XP_060404928.1, XP_060404927.1, XP_060389450.1	XP_036577310.1
OG0000413	XP_060389504.1	XP_070061377.1, XP_036576669.1
OG0000414	XP_060389766.1	XP_036588441.2
OG0000414	XP_060399364.1	XP_036583810.1
OG0000415	XP_060389824.1, XP_060397347.1	XP_036588552.1
OG0000416	XP_060389826.1	XP_036588550.1
OG0000417	XP_060390111.1	XP_036579059.1
OG0000417	XP_060391323.1	XP_036579060.1
OG0000418	XP_060390686.1	XP_036585745.1
OG0000419	XP_060391991.1	XP_036577152.1
OG0000420	XP_060390891.1	XP_036575275.1
OG0000421	XP_060391033.1, XP_060396922.1	XP_036578136.1
OG0000422	XP_060391045.1	XP_036589139.1
OG0000423	XP_060391464.1	XP_036582165.1
OG0000424	XP_060391226.1	XP_036578550.1, XP_036583104.1
OG0000425	XP_060391796.1, XP_060395358.1	XP_036577037.1
OG0000426	XP_060402539.1, XP_060397130.1	XP_036575668.1
OG0000427	XP_060392684.1	XP_036588905.2
OG0000428	XP_060397938.1	XP_036581094.1
OG0000429	XP_060398136.1	XP_036584985.1
OG0000430	XP_060396335.1	XP_036574430.1
OG0000432	XP_060393585.1	XP_036577061.1
OG0000435	XP_060393944.1	XP_036582577.1, XP_036587190.1, XP_036588507.1, XP_036586845.1
OG0000436	XP_060393956.1	XP_070061127.1, XP_070061344.1
OG0000437	XP_060394018.1	XP_036587325.1
OG0000438	XP_060394061.1	XP_036582435.1
OG0000438	XP_060403553.1	XP_036586350.1
OG0000439	XP_060394138.1	XP_036577073.1
OG0000440	XP_060394149.1	XP_036581705.1, XP_036582482.1
OG0000441	XP_060394500.1	XP_036582012.2, XP_036577452.1, XP_036581521.1, XP_036576318.1, XP_070062617.1, XP_036580052.1, XP_070061814.1, XP_036580107.2
OG0000442	XP_060394562.1	XP_070062188.1
OG0000443	XP_060402136.1, XP_060400531.1, XP_060403599.1, XP_060402862.1, XP_060402496.1, XP_060399224.1, XP_060402507.1, XP_060398514.1, XP_060396186.1, XP_060394571.1, XP_060405462.1	XP_036581334.1, XP_070059965.1
OG0000444	XP_060400845.1, XP_060400834.1, XP_060394574.1, XP_060397498.1	XP_036584622.2, XP_036576550.2
OG0000445	XP_060396841.1	XP_036589771.1
OG0000446	XP_060395297.1	XP_036579303.1
OG0000447	XP_060398753.1	XP_036588215.1
OG0000447	XP_060395045.1	XP_036581768.1, XP_036581338.1
OG0000448	XP_060395055.1, XP_060405341.1	XP_070062127.1
OG0000449	XP_060395182.1	XP_036586878.1
OG0000449	XP_060401143.1	XP_036582030.1
OG0000450	XP_060399073.1	XP_036580740.1
OG0000451	XP_060395340.1	XP_070061069.1
OG0000451	XP_060395339.1	XP_036578573.1
OG0000452	XP_060395717.1	XP_070060073.1, XP_036581311.1, XP_036575808.1
OG0000453	XP_060395980.1	XP_036581761.1
OG0000453	XP_060403507.1	XP_036586481.1
OG0000454	XP_060396141.1	XP_036583988.1
OG0000455	XP_060397317.1	XP_070060681.1, XP_036578961.1
OG0000456	XP_060401306.1, XP_060397437.1	XP_036578085.1
OG0000458	XP_060397819.1	XP_070060417.1
OG0000459	XP_060398255.1	XP_036582005.1
OG0000460	XP_060398748.1	XP_036588225.1
OG0000460	XP_060404338.1	XP_036582499.1
OG0000461	XP_060398925.1	XP_036588012.1, XP_036575307.1
OG0000462	XP_060399221.1	XP_036574860.1
OG0000464	XP_060401804.1	XP_036587838.1
OG0000465	XP_060399657.1	XP_036574514.1
OG0000466	XP_060399696.1, XP_060399695.1	XP_036578183.2
OG0000467	XP_060400000.1, XP_060406119.1	XP_036577511.1
OG0000468	XP_060404281.1	XP_036587615.1, XP_036575648.1, XP_036577745.1
OG0000469	XP_060400726.1	XP_070060196.1
OG0000470	XP_060401435.1	XP_036574438.1
OG0000471	XP_060401175.1	XP_036576150.1
OG0000472	XP_060401212.1	XP_036575975.1
OG0000473	XP_060404112.1	XP_036577639.1
OG0000473	XP_060401451.1	XP_036582682.1
OG0000474	XP_060401487.1	XP_036582643.1
OG0000476	XP_060402696.1	XP_036583842.1
OG0000477	XP_060403021.1	XP_036574518.1
OG0000478	XP_060403022.1	XP_070061937.1, XP_036577447.1
OG0000479	XP_060404346.1	XP_036582011.2
OG0000479	XP_060403532.1	XP_070060737.1
OG0000480	XP_060405415.1	XP_070060671.1, XP_070059794.1, XP_070059789.1, XP_070059861.1, XP_070059929.1, XP_036584223.1
OG0000480	XP_060404042.1	XP_070060343.1
OG0000482	XP_060405639.1	XP_036574968.1
OG0000482	XP_060404835.1	XP_036589584.1
OG0000483	XP_060405562.1, XP_060405563.1	XP_036588780.1
OG0000484	XP_060405762.1	XP_036585408.1
OG0000484	XP_060405760.1	XP_036585410.1
OG0000489	XP_060389376.1, XP_060405470.1, XP_060402132.1, XP_060404522.1, XP_060398868.1	XP_036588111.1
OG0000490	XP_060400007.1, XP_060400003.1, XP_060389408.1, XP_060399228.1	XP_036584516.1
OG0000491	XP_060403203.1, XP_060399729.1, XP_060404026.1, XP_060399731.1, XP_060405435.1, XP_060389432.1	XP_036581017.1
OG0000492	XP_060404067.1	XP_036577607.1
OG0000493	XP_060401639.1	XP_036574923.2, XP_036576319.1
OG0000493	XP_060390309.1	XP_036581667.1
OG0000494	XP_060397834.1	XP_036577441.1
OG0000495	XP_060390896.1	XP_036575271.1
OG0000496	XP_060391053.1	XP_036579867.1
OG0000497	XP_060397735.1, XP_060391062.1, XP_060401897.1	XP_036586933.1
OG0000498	XP_060391232.1	XP_036581347.1, XP_036577907.1
OG0000499	XP_060391250.1	XP_036581309.1
OG0000500	XP_060405421.1, XP_060400855.1, XP_060391753.1, XP_060404484.1	XP_036584642.2
OG0000501	XP_060391853.1	XP_036579423.1
OG0000503	XP_060392532.1	XP_036581783.2, XP_070061818.1
OG0000504	XP_060392583.1, XP_060392584.1	XP_070061521.1, XP_036575177.1
OG0000505	XP_060392972.1	XP_036575887.2
OG0000505	XP_060392696.1	XP_036575524.1, XP_036589005.1
OG0000506	XP_060393133.1	XP_070061340.1
OG0000506	XP_060393132.1	XP_070061339.1
OG0000507	XP_060393600.1	XP_036577047.1
OG0000508	XP_060404223.1	XP_036581886.1
OG0000509	XP_060404224.1	XP_070062391.1
OG0000510	XP_060393605.1	XP_036577044.1
OG0000511	XP_060393852.1	XP_036575080.1, XP_036575079.1, XP_036575726.1
OG0000512	XP_060393919.1	XP_036580354.1, XP_036580322.1
OG0000513	XP_060394068.1	XP_036576444.1
OG0000514	XP_060394235.1	XP_036575405.1, XP_036585565.2
OG0000515	XP_060394304.1	XP_036585585.1, XP_036585584.1
OG0000517	XP_060394579.1, XP_060400017.1	XP_036574253.2, XP_036584567.1
OG0000519	XP_060394864.1	XP_036583821.1
OG0000520	XP_060395280.1	XP_036588716.1
OG0000521	XP_060395376.1	XP_036587292.1, XP_036584342.1, XP_070060744.1
OG0000522	XP_060404287.1, XP_060395380.1, XP_060402504.1	XP_036581959.1
OG0000523	XP_060395490.1	XP_036584499.1, XP_036584424.2, XP_036584633.1, XP_036584586.1, XP_036576569.1
OG0000524	XP_060398253.1	XP_036585070.1
OG0000525	XP_060395600.1	XP_036581565.1
OG0000526	XP_060395767.1	XP_036576058.1
OG0000528	XP_060395981.1	XP_036581762.1
OG0000529	XP_060396096.1	XP_036583984.1
OG0000530	XP_060396474.1	XP_036574373.1
OG0000531	XP_060402949.1	XP_036587356.1
OG0000531	XP_060396959.1	XP_036589675.1
OG0000532	XP_060397048.1	XP_070061352.1
OG0000533	XP_060397106.1	XP_036587215.1, XP_036578078.1
OG0000534	XP_060397156.1	XP_036589229.1, XP_036589228.1
OG0000535	XP_060397254.1	XP_070059748.1
OG0000535	XP_060397199.1	XP_036574836.2, XP_036577738.1, XP_036574956.1, XP_070059901.1
OG0000536	XP_060397272.1	XP_036582428.1
OG0000537	XP_060397752.1, XP_060397287.1	XP_070059813.1, XP_036576636.1
OG0000538	XP_060397481.1	XP_036578122.1
OG0000539	XP_060397656.1	XP_036575688.1
OG0000539	XP_060397655.1	XP_036575689.1
OG0000540	XP_060397759.1	XP_036580061.1, XP_036588718.1
OG0000541	XP_060397770.1	XP_036574285.1, XP_036576620.1
OG0000542	XP_060397809.1	XP_036587346.1
OG0000543	XP_060398611.1	XP_036574589.1
OG0000544	XP_060399414.1	XP_036581243.1
OG0000544	XP_060398964.1	XP_036579738.1
OG0000545	XP_060399336.1	XP_070060654.1
OG0000546	XP_060399392.1	XP_036581215.1
OG0000547	XP_060404292.1	XP_036581952.1
OG0000547	XP_060399579.1	XP_036576790.1
OG0000548	XP_060399807.1	XP_036577417.1, XP_036588728.1
OG0000549	XP_060399846.1, XP_060399847.1	XP_036581524.1
OG0000550	XP_060399863.1	XP_036580356.1
OG0000551	XP_060399891.1	XP_036574969.1
OG0000552	XP_060400107.1	XP_036582084.1, XP_036584185.2
OG0000553	XP_060400615.1	XP_070062661.1
OG0000554	XP_060400966.1	XP_036578399.1
OG0000555	XP_060401295.1	XP_070060682.1
OG0000556	XP_060401774.1	XP_070060811.1
OG0000556	XP_060401320.1	XP_070060499.1
OG0000557	XP_060401462.1	XP_070060534.1
OG0000558	XP_060401743.1	XP_036587798.2
OG0000559	XP_060401879.1	XP_036586077.1, XP_070062619.1
OG0000560	XP_060402185.1	XP_036587706.1
OG0000562	XP_060402505.1	XP_036574935.2
OG0000562	XP_060404543.1	XP_036584615.1
OG0000563	XP_060402775.1	XP_070060958.1
OG0000564	XP_060402812.1	XP_070060948.1, XP_036578042.2
OG0000568	XP_060403254.1	XP_036585849.1, XP_070060692.1
OG0000569	XP_060403285.1	XP_036576062.1, XP_036575175.1, XP_070060702.1
OG0000571	XP_060404261.1	XP_036581938.1
OG0000572	XP_060404266.1	XP_036581943.1
OG0000573	XP_060404352.1	XP_036576682.1, XP_036589644.1, XP_036586459.1
OG0000575	XP_060404644.1	XP_036589448.1
OG0000576	XP_060404737.1	XP_036589482.1
OG0000577	XP_060404854.1	XP_036589598.1
OG0000578	XP_060405178.1	XP_036575169.1, XP_036581034.1
OG0000579	XP_060405500.1	XP_036578675.1, XP_036580717.1
OG0000580	XP_060406017.1	XP_070060262.1
OG0000580	XP_060406018.1	XP_036584887.2
OG0000581	XP_060406471.1	XP_036576666.1, XP_036586868.1
OG0000586	XP_060398745.1, XP_060389368.1, XP_060394338.1	XP_036588227.1
OG0000587	XP_060405012.1	XP_036582449.1
OG0000588	XP_060389434.1, XP_060405433.1, XP_060402497.1, XP_060404022.1, XP_060405880.1	XP_036585317.1
OG0000589	XP_060389511.1	XP_036589176.1
OG0000590	XP_060389640.1	XP_036588387.1
OG0000591	XP_060389661.1	XP_036587955.1
OG0000592	XP_060389829.1	XP_036588547.1
OG0000593	XP_060389849.1	XP_036589835.1, XP_036588563.1, XP_036588525.1
OG0000594	XP_060405165.1	XP_070062064.1
OG0000595	XP_060389955.1	XP_036582522.1, XP_070061950.1
OG0000596	XP_060389973.1	XP_036588588.1, XP_036576179.1
OG0000598	XP_060398289.1	XP_070061596.1
OG0000599	XP_060394692.1	XP_036576059.1
OG0000599	XP_060390151.1	XP_036576177.1
OG0000600	XP_060390272.1	XP_036585351.1
OG0000601	XP_060390344.1	XP_036585233.1
OG0000603	XP_060404833.1	XP_036589582.1
OG0000603	XP_060390610.1	XP_036580558.1
OG0000604	XP_060392450.1	XP_036580120.1, XP_036589233.2
OG0000605	XP_060390790.1	XP_036578623.1
OG0000606	XP_060390960.1	XP_036577377.2
OG0000607	XP_060391005.1	XP_036584040.2, XP_036589082.1, XP_036589083.1
OG0000611	XP_060391477.1	XP_036585778.2, XP_036576974.1
OG0000612	XP_060391543.1	XP_036580088.1
OG0000613	XP_060391953.1	XP_070060748.1
OG0000613	XP_060391577.1	XP_036579968.1
OG0000614	XP_060391757.1	XP_036576540.1, XP_036584631.2, XP_036584639.1, XP_036576533.1
OG0000615	XP_060405335.1	XP_036576807.1
OG0000616	XP_060391797.1, XP_060395357.1, XP_060398134.1	XP_036584983.2
OG0000617	XP_060391826.1	XP_036579437.1
OG0000619	XP_060391925.1	XP_070060901.1
OG0000620	XP_060391927.1	XP_036577050.1, XP_036581504.1
OG0000621	XP_060392082.1	XP_036579073.1
OG0000622	XP_060392091.1, XP_060395114.1	XP_036590016.1
OG0000623	XP_060392102.1	XP_036589545.1, XP_036586528.1
OG0000624	XP_060392109.1	XP_036587310.1
OG0000625	XP_060392119.1	XP_036576852.1
OG0000626	XP_060392345.1	XP_036577744.1
OG0000626	XP_060395654.1	XP_036575006.1
OG0000627	XP_060392353.1	XP_070061071.1, XP_036578578.2
OG0000628	XP_060392439.1	XP_036574747.1
OG0000628	XP_060404201.1	XP_036587703.1, XP_036587043.1
OG0000629	XP_060392660.1	XP_036588922.1
OG0000630	XP_060395510.1, XP_060392855.1	XP_036580921.1, XP_070060048.1, XP_070062153.1, XP_036574313.1, XP_070062569.1, XP_070062444.1, XP_036576463.2, XP_036580920.1, XP_070060047.1, XP_036582359.1
OG0000632	XP_060394700.1, XP_060393451.1, XP_060400260.1	XP_036576562.1, XP_036584592.1, XP_036584532.1, XP_036584462.1
OG0000633	XP_060397021.1, XP_060393549.1, XP_060401836.1, XP_060394821.1	XP_036584569.1, XP_036574251.2
OG0000634	XP_060393817.1	XP_036579009.1
OG0000634	XP_060403335.1	XP_070060716.1
OG0000635	XP_060393955.1	XP_070061343.1, XP_036574412.1, XP_036582567.2
OG0000636	XP_060405287.1	XP_036579398.1
OG0000636	XP_060393998.1	XP_036582536.1
OG0000637	XP_060394058.1	XP_036583923.1, XP_036575474.1
OG0000638	XP_060394158.1	XP_036582486.1
OG0000639	XP_060394300.1, XP_060403045.1	XP_036585580.2
OG0000640	XP_060394437.1	XP_070060392.1
OG0000641	XP_060394555.1	XP_036577355.1
OG0000643	XP_060394640.1	XP_036576016.1
OG0000644	XP_060394992.1	XP_070059902.1
OG0000644	XP_060404986.1	XP_070061122.1, XP_036586325.1
OG0000645	XP_060395151.1	XP_036586827.1
OG0000645	XP_060399159.1	XP_036579079.1
OG0000646	XP_060395187.1	XP_070060374.1
OG0000647	XP_060395204.1	XP_036586888.1
OG0000651	XP_060402630.1	XP_070061083.1
OG0000652	XP_060395894.1	XP_036574322.1
OG0000653	XP_060395896.1	XP_036579683.1
OG0000654	XP_060405527.1	XP_036580278.1
OG0000655	XP_060396150.1	XP_036584015.1
OG0000656	XP_060396445.1	XP_036583487.1
OG0000657	XP_060399812.1	XP_070060065.1
OG0000658	XP_060397383.1	XP_036576358.2
OG0000658	XP_060404285.1	XP_036581961.1
OG0000659	XP_060397391.1	XP_036578062.1
OG0000660	XP_060397445.1	XP_036578094.1, XP_036578093.1, XP_036582473.1
OG0000661	XP_060397940.1	XP_036585454.1
OG0000661	XP_060397662.1	XP_036575684.1
OG0000663	XP_060398155.1	XP_036585005.1
OG0000663	XP_060398156.1	XP_036585006.2
OG0000664	XP_060398587.1	XP_036586115.1
OG0000665	XP_060398603.1	XP_036574584.1
OG0000666	XP_060398754.1, XP_060401853.1	XP_036588216.1
OG0000667	XP_060398782.1	XP_036588160.1
OG0000667	XP_060402950.1	XP_036586913.1
OG0000668	XP_060398807.1	XP_036588179.1
OG0000669	XP_060401128.1	XP_036580197.2
OG0000670	XP_060399310.1	XP_036577821.1
OG0000671	XP_060399358.1	XP_036590018.1, XP_036589996.1
OG0000672	XP_060399423.1	XP_070060632.1, XP_036574277.1
OG0000674	XP_060399632.1, XP_060403683.1	XP_070061979.1
OG0000675	XP_060399669.1	XP_036581128.1
OG0000676	XP_060399839.1	XP_036580405.1, XP_036586413.2
OG0000678	XP_060400105.1	XP_036584183.1, XP_036583922.1
OG0000680	XP_060400556.1	XP_070061584.1
OG0000681	XP_060400904.1, XP_060400905.1	XP_070062499.1
