Orthogroup	Colletotrichum_truncatum	Colletotrichum_karsti
OG0000337	XP_070061438.1	XP_038741042.1, XP_038741157.1
OG0000339	XP_036588560.1, XP_036589107.1	XP_038744509.1
OG0000340	XP_070060535.1	XP_038741558.1
OG0000341	XP_070061866.1	XP_038743800.1
OG0000341	XP_036583102.1	XP_038739038.1
OG0000342	XP_036589998.1	XP_038746511.1
OG0000343	XP_036576968.1	XP_038740667.1
OG0000344	XP_036579954.1	XP_038748254.1
OG0000344	XP_036577899.1	XP_038744236.1
OG0000345	XP_036580034.1	XP_038748179.1
OG0000346	XP_036575699.1	XP_038747432.1
OG0000347	XP_036586654.1	XP_038740850.1, XP_038747328.1, XP_038747977.1, XP_038739524.1
OG0000348	XP_036574476.1	XP_038751008.1, XP_038746995.1
OG0000349	XP_036589945.1	XP_038750016.1
OG0000350	XP_070061946.1	XP_038740390.1
OG0000352	XP_036588869.1	XP_038748824.1
OG0000352	XP_036581872.2	XP_038746610.1
OG0000353	XP_036589027.1	XP_038748880.1
OG0000353	XP_036579776.1	XP_038742640.1
OG0000353	XP_036587191.1	XP_038740124.1
OG0000354	XP_036576902.1	XP_038740808.1
OG0000355	XP_036579480.1	XP_038749612.1
OG0000356	XP_070060440.1	XP_038744721.1
OG0000357	XP_036577719.1, XP_036575889.1	XP_038743831.1
OG0000358	XP_036575888.1, XP_036577720.1	XP_038743830.1
OG0000360	XP_036585807.1	XP_038739960.1
OG0000361	XP_036579799.1, XP_036590008.2	XP_038746087.1
OG0000362	XP_036582451.1	XP_038739172.1
OG0000363	XP_036578149.2	XP_038743634.1
OG0000364	XP_036578137.1	XP_038743625.1
OG0000365	XP_070061012.1	XP_038741357.1
OG0000367	XP_036577393.1	XP_038744853.1
OG0000368	XP_036586819.1	XP_038742524.1
OG0000369	XP_036586900.1	XP_038748251.1, XP_038744908.1
OG0000370	XP_036586902.1	XP_038744907.1
OG0000370	XP_036585359.1	XP_038748450.1
OG0000372	XP_036584497.1	XP_038744841.1
OG0000373	XP_036576717.1	XP_038744524.1, XP_038739143.1
OG0000374	XP_070061189.1	XP_038746034.1
OG0000374	XP_070062050.1	XP_038747030.1
OG0000375	XP_036587763.1	XP_038739389.1
OG0000376	XP_036577753.1, XP_070061183.1, XP_036576763.1, XP_036579831.2	XP_038746062.1
OG0000377	XP_036589627.1	XP_038750289.1
OG0000377	XP_070061835.1, XP_036577051.1, XP_036587282.1, XP_036578800.1, XP_036586641.1	XP_038742164.1
OG0000378	XP_036589625.1	XP_038750294.1
OG0000378	XP_036578100.1	XP_038740562.1
OG0000379	XP_036585056.1	XP_038751783.1
OG0000380	XP_070061195.1	XP_038745958.1
OG0000380	XP_036580785.1	XP_038741353.1
OG0000381	XP_036589830.2	XP_038750118.1
OG0000382	XP_036587347.1	XP_038744771.1
OG0000382	XP_036582655.2	XP_038741300.1
OG0000384	XP_036588205.1	XP_038747783.1, XP_038739320.1
OG0000385	XP_036574466.1	XP_038741464.1
OG0000386	XP_070061503.1	XP_038741463.1
OG0000387	XP_070061478.1	XP_038741330.1
OG0000388	XP_036574211.1	XP_038741828.1
OG0000388	XP_036587710.1	XP_038739659.1
OG0000389	XP_036587233.1	XP_038745627.1, XP_038741799.1
OG0000389	XP_036574503.1	XP_038747890.1
OG0000390	XP_036578016.1	XP_038746183.1
OG0000392	XP_070060053.1	XP_038739657.1, XP_038747841.1
OG0000393	XP_036583597.1	XP_038746942.1
OG0000394	XP_036582740.1	XP_038741496.1
OG0000395	XP_070060070.1	XP_038749973.1, XP_038749854.1
OG0000396	XP_036582169.1	XP_038740765.1
OG0000397	XP_036577306.1	XP_038749875.1
OG0000398	XP_036575457.1	XP_038740142.1, XP_038747644.1
OG0000399	XP_036584366.2, XP_036577489.2, XP_070059797.1, XP_036584390.1	XP_038745062.1
OG0000400	XP_036585937.1	XP_038747201.1
OG0000401	XP_036582287.1	XP_038739916.1
OG0000402	XP_036586337.1	XP_038740807.1
OG0000402	XP_036580961.1	XP_038743936.1
OG0000403	XP_036589576.1, XP_070061499.1, XP_070060714.1, XP_036575901.1, XP_036577597.1	XP_038742635.1
OG0000404	XP_070060911.1, XP_036578629.2	XP_038742950.1
OG0000408	XP_070061860.1	XP_038743771.1
OG0000409	XP_070060941.1	XP_038748344.1
OG0000410	XP_036577310.1	XP_038749851.1
OG0000413	XP_070061377.1	XP_038749037.1
OG0000413	XP_036576669.1	XP_038744698.1
OG0000414	XP_036588441.2	XP_038751201.1
OG0000415	XP_036588552.1	XP_038751133.1, XP_038751224.1
OG0000416	XP_036588550.1	XP_038751131.1
OG0000417	XP_036579059.1	XP_038743082.1
OG0000417	XP_036579060.1	XP_038743081.1
OG0000418	XP_036585745.1	XP_038749316.1
OG0000419	XP_036577152.1	XP_038746851.1
OG0000420	XP_036575275.1	XP_038744678.1
OG0000423	XP_036582165.1	XP_038743999.1
OG0000424	XP_036578550.1	XP_038746531.1
OG0000424	XP_036583104.1	XP_038750475.1
OG0000427	XP_036588905.2	XP_038748796.1
OG0000429	XP_036584985.1	XP_038751832.1
OG0000430	XP_036574430.1	XP_038748626.1
OG0000430	XP_036579849.1, XP_036587723.1	XP_038748623.1
OG0000432	XP_036577061.1	XP_038749664.1, XP_038748125.1
OG0000435	XP_036582577.1	XP_038743214.1
OG0000435	XP_036587190.1	XP_038740123.1
OG0000435	XP_036588507.1, XP_036586845.1	XP_038742489.1
OG0000436	XP_070061344.1	XP_038743227.1, XP_038739407.1, XP_038744451.1, XP_038744996.1, XP_038743933.1, XP_038747727.1
OG0000437	XP_036587325.1	XP_038740329.1
OG0000438	XP_036582435.1, XP_036586350.1	XP_038740940.1
OG0000439	XP_036577073.1	XP_038750338.1
OG0000440	XP_036581705.1	XP_038738730.1
OG0000440	XP_036582482.1	XP_038743840.1
OG0000441	XP_036582012.2, XP_036577452.1, XP_036581521.1, XP_036576318.1, XP_070062617.1, XP_036580052.1, XP_070061814.1, XP_036580107.2	XP_038743375.1
OG0000445	XP_036589771.1	XP_038750164.1
OG0000446	XP_036579303.1	XP_038750928.1
OG0000448	XP_036584747.2	XP_038743455.1
OG0000449	XP_036586878.1	XP_038738767.1
OG0000450	XP_036580740.1	XP_038741387.1
OG0000451	XP_070061069.1	XP_038744925.1
OG0000451	XP_036578573.1	XP_038751972.1, XP_038744926.1
OG0000452	XP_036581311.1	XP_038746897.1
OG0000453	XP_036586481.1	XP_038742901.1
OG0000454	XP_036583988.1	XP_038751214.1
OG0000455	XP_036578961.1	XP_038747395.1, XP_038746442.1, XP_038743249.1, XP_038744481.1
OG0000456	XP_036578085.1	XP_038750883.1
OG0000458	XP_070060417.1	XP_038744946.1, XP_038744780.1
OG0000459	XP_036582005.1	XP_038744936.1
OG0000460	XP_036588225.1	XP_038747797.1
OG0000460	XP_036582499.1	XP_038741289.1
OG0000461	XP_036588012.1, XP_036575307.1	XP_038746230.1, XP_038747754.1
OG0000462	XP_036574860.1	XP_038739741.1
OG0000464	XP_036587838.1	XP_038745524.1
OG0000465	XP_036574514.1	XP_038747877.1
OG0000466	XP_036578183.2	XP_038743659.1
OG0000467	XP_036577511.1	XP_038744237.1, XP_038745075.1
OG0000468	XP_036587615.1, XP_036575648.1, XP_036577745.1	XP_038739065.1
OG0000469	XP_070060196.1	XP_038747320.1
OG0000469	XP_070060850.1	XP_038747680.1
OG0000470	XP_036574438.1	XP_038745234.1
OG0000471	XP_036576150.1	XP_038739334.1
OG0000472	XP_036575975.1	XP_038741325.1
OG0000473	XP_036577639.1	XP_038746690.1
OG0000473	XP_036582682.1	XP_038741548.1
OG0000474	XP_036582643.1	XP_038741304.1
OG0000476	XP_036583842.1, XP_036583843.1, XP_036584335.1	XP_038741961.1
OG0000477	XP_036574518.1	XP_038747869.1
OG0000478	XP_036577447.1	XP_038747443.1, XP_038740992.1
OG0000479	XP_036582011.2	XP_038744471.1
OG0000479	XP_070060737.1	XP_038749919.1
OG0000482	XP_036589584.1	XP_038750330.1
OG0000483	XP_036588780.1	XP_038744899.1, XP_038748417.1
OG0000484	XP_036585408.1, XP_036585410.1	XP_038738891.1
OG0000486	XP_070059756.1, XP_070059728.1	XP_038739727.1
OG0000486	XP_036576348.1, XP_070059741.1	XP_038739732.1
OG0000489	XP_036588111.1	XP_038747692.1
OG0000493	XP_036574923.2, XP_036576319.1	XP_038741482.1
OG0000495	XP_036575271.1	XP_038744682.1
OG0000496	XP_036579867.1	XP_038747614.1
OG0000497	XP_036586933.1	XP_038742441.1
OG0000498	XP_036581347.1	XP_038742698.1
OG0000498	XP_036577907.1	XP_038740536.1
OG0000499	XP_036581309.1	XP_038745719.1
OG0000501	XP_036579423.1	XP_038749554.1
OG0000502	XP_036578652.1	XP_038747458.1
OG0000503	XP_070061818.1	XP_038742373.1
OG0000504	XP_070061521.1, XP_036575177.1	XP_038743344.1
OG0000505	XP_036575887.2	XP_038743828.1
OG0000505	XP_036575524.1, XP_036589005.1	XP_038748860.1
OG0000506	XP_070061340.1	XP_038744575.1
OG0000507	XP_036577047.1	XP_038749650.1
OG0000508	XP_036581886.1	XP_038746605.1
OG0000509	XP_070062391.1	XP_038746606.1
OG0000510	XP_036577044.1	XP_038749644.1
OG0000511	XP_036575080.1	XP_038743151.1
OG0000511	XP_036575079.1	XP_038748091.1
OG0000512	XP_036580354.1, XP_036580322.1	XP_038743199.1
OG0000513	XP_036576444.1	XP_038748348.1
OG0000514	XP_036585565.2	XP_038749250.1
OG0000515	XP_036585585.1	XP_038749268.1
OG0000515	XP_036585584.1	XP_038749267.1
OG0000519	XP_036583821.1	XP_038747444.1
OG0000520	XP_036588716.1	XP_038750953.1
OG0000520	XP_036583926.1	XP_038743364.1
OG0000521	XP_036584342.1	XP_038746985.1
OG0000521	XP_070060744.1	XP_038742675.1
OG0000522	XP_036581959.1	XP_038746565.1
OG0000524	XP_036585070.1	XP_038751757.1
OG0000526	XP_036576058.1	XP_038742750.1, XP_038741864.1
OG0000528	XP_036581762.1	XP_038743359.1
OG0000528	XP_036586480.1	XP_038742902.1
OG0000529	XP_036583984.1	XP_038743424.1
OG0000530	XP_036574373.1	XP_038744855.1, XP_038748968.1, XP_038740456.1, XP_038746913.1
OG0000531	XP_036587356.1	XP_038742639.1
OG0000531	XP_036589675.1	XP_038750252.1
OG0000532	XP_070061352.1	XP_038744534.1
OG0000532	XP_036581722.1	XP_038750980.1
OG0000533	XP_036587215.1	XP_038740437.1
OG0000534	XP_036589228.1	XP_038749086.1
OG0000535	XP_036574836.2, XP_036577738.1, XP_036574956.1, XP_070059901.1	XP_038739738.1
OG0000536	XP_036582428.1	XP_038740934.1
OG0000537	XP_070059813.1, XP_036576636.1	XP_038744725.1
OG0000538	XP_036578122.1	XP_038740575.1
OG0000539	XP_036575688.1	XP_038744387.1
OG0000539	XP_036575689.1	XP_038744386.1
OG0000540	XP_036580061.1	XP_038748154.1
OG0000540	XP_036588718.1	XP_038750951.1
OG0000541	XP_036574285.1	XP_038743261.1
OG0000541	XP_036576620.1	XP_038744742.1
OG0000542	XP_036587346.1	XP_038744772.1
OG0000543	XP_036574589.1	XP_038747014.1, XP_038747013.1
OG0000544	XP_036581243.1	XP_038742598.1
OG0000544	XP_036579738.1	XP_038739452.1
OG0000545	XP_070060654.1	XP_038742565.1
OG0000546	XP_036581215.1	XP_038751285.1, XP_038741842.1
OG0000547	XP_036581952.1, XP_036576790.1	XP_038746561.1
OG0000548	XP_036577417.1	XP_038744807.1
OG0000548	XP_036588728.1	XP_038750942.1
OG0000549	XP_036581524.1	XP_038742644.1
OG0000550	XP_036580356.1	XP_038742721.1, XP_038744116.1
OG0000551	XP_036574969.1	XP_038744124.1
OG0000552	XP_036582084.1	XP_038746514.1
OG0000552	XP_036584185.2	XP_038748020.1
OG0000553	XP_070062661.1	XP_038740937.1
OG0000554	XP_036578399.1	XP_038750590.1
OG0000556	XP_070060811.1	XP_038745489.1
OG0000556	XP_070060499.1	XP_038741204.1
OG0000557	XP_070060534.1	XP_038741561.1
OG0000558	XP_036587798.2	XP_038745469.1
OG0000559	XP_070062619.1	XP_038746150.1, XP_038746674.1
OG0000560	XP_036587706.1	XP_038739668.1
OG0000561	XP_036583885.1	XP_038743349.1
OG0000562	XP_036574935.2, XP_036584615.1	XP_038738955.1
OG0000563	XP_036578014.1, XP_070060958.1	XP_038746185.1
OG0000564	XP_070060948.1	XP_038746210.1
OG0000565	XP_036574711.2	XP_038749126.1
OG0000568	XP_036585849.1	XP_038747294.1
OG0000568	XP_070060692.1	XP_038749768.1
OG0000569	XP_036576062.1	XP_038749822.1
OG0000569	XP_036575175.1	XP_038743343.1
OG0000571	XP_036581938.1	XP_038744404.1
OG0000572	XP_036581943.1	XP_038744399.1
OG0000572	XP_070060228.1	XP_038749801.1
OG0000573	XP_036586459.1	XP_038749961.1
OG0000575	XP_036589448.1	XP_038739715.1, XP_038751565.1
OG0000576	XP_036589482.1	XP_038750403.1
OG0000577	XP_036589598.1	XP_038743215.1, XP_038750318.1
OG0000578	XP_036581034.1	XP_038743995.1
OG0000579	XP_036578675.1, XP_036580717.1	XP_038748297.1
OG0000580	XP_070060262.1	XP_038738810.1
OG0000580	XP_036584887.2	XP_038738811.1
OG0000581	XP_036576666.1	XP_038744696.1
OG0000581	XP_036586868.1	XP_038742556.1
OG0000582	XP_070061074.1	XP_038745391.1
OG0000583	XP_036576915.1	XP_038742057.1
OG0000583	XP_036588071.1	XP_038746586.1
OG0000584	XP_036580060.2	XP_038748153.1
OG0000586	XP_036588227.1	XP_038747800.1
OG0000587	XP_036582449.1	XP_038739921.1
OG0000588	XP_036585317.1	XP_038748504.1
OG0000589	XP_036589176.1	XP_038749043.1
OG0000590	XP_036588387.1	XP_038748304.1, XP_038751294.1
OG0000591	XP_036587955.1	XP_038751282.1, XP_038747576.1
OG0000592	XP_036588547.1	XP_038748282.1, XP_038751128.1
OG0000593	XP_036589835.1	XP_038751735.1
OG0000593	XP_036588563.1	XP_038740966.1
OG0000593	XP_036588525.1	XP_038751116.1
OG0000594	XP_070062064.1	XP_038748414.1
OG0000595	XP_036582522.1	XP_038743355.1
OG0000596	XP_036588588.1	XP_038751092.1
OG0000600	XP_036585351.1	XP_038748458.1
OG0000601	XP_036585233.1	XP_038748574.1
OG0000603	XP_036580558.1	XP_038749373.1
OG0000605	XP_036578623.1	XP_038742051.1
OG0000606	XP_036577377.2	XP_038742107.1
OG0000607	XP_036584040.2, XP_036589082.1, XP_036589083.1	XP_038748958.1
OG0000611	XP_036585778.2	XP_038739998.1
OG0000611	XP_036576974.1	XP_038740659.1
OG0000613	XP_036579968.1	XP_038748236.1
OG0000615	XP_036576807.1	XP_038743897.1
OG0000616	XP_036584983.2	XP_038751834.1
OG0000617	XP_036579437.1	XP_038749564.1
OG0000619	XP_070060901.1	XP_038746382.1
OG0000620	XP_036577050.1, XP_036581504.1	XP_038746379.1
OG0000621	XP_036579073.1	XP_038749989.1
OG0000622	XP_036590016.1	XP_038749977.1
OG0000623	XP_036589545.1	XP_038750370.1
OG0000624	XP_036587310.1	XP_038749649.1
OG0000625	XP_036576852.1	XP_038743858.1
OG0000626	XP_036575006.1	XP_038746000.1
OG0000628	XP_036574747.1	XP_038743556.1
OG0000628	XP_036587703.1, XP_036587043.1	XP_038745712.1
OG0000629	XP_036588922.1	XP_038748836.1
OG0000634	XP_036579009.1	XP_038743122.1
OG0000635	XP_070061343.1, XP_036574412.1	XP_038743228.1, XP_038747726.1
OG0000636	XP_036582536.1	XP_038743256.1
OG0000638	XP_036582486.1	XP_038742883.1, XP_038739196.1
OG0000639	XP_036585580.2	XP_038749263.1, XP_038744636.1
OG0000640	XP_070060392.1	XP_038742106.1
OG0000641	XP_036577355.1	XP_038742733.1
OG0000641	XP_036586223.1	XP_038742732.1
OG0000643	XP_036576016.1	XP_038745870.1, XP_038740082.1
OG0000644	XP_070061122.1, XP_036586325.1	XP_038743688.1
OG0000645	XP_036586827.1	XP_038742514.1
OG0000646	XP_070060374.1	XP_038738774.1
OG0000647	XP_036586888.1	XP_038739109.1, XP_038744927.1
OG0000650	XP_036579397.1	XP_038749861.1
OG0000652	XP_036574322.1	XP_038746165.1, XP_038740909.1
OG0000653	XP_036579683.1	XP_038740882.1
OG0000654	XP_036580278.1	XP_038742208.1
OG0000655	XP_036584015.1	XP_038744700.1, XP_038742479.1, XP_038743445.1
OG0000656	XP_036583487.1	XP_038745902.1
OG0000658	XP_036581961.1	XP_038746567.1
OG0000659	XP_036578062.1	XP_038740503.1
OG0000660	XP_036578094.1	XP_038740543.1
OG0000660	XP_036578093.1, XP_036582473.1	XP_038740542.1
OG0000661	XP_036575684.1	XP_038744390.1
OG0000663	XP_036585005.1	XP_038751816.1
OG0000663	XP_036585006.2	XP_038751815.1
OG0000664	XP_036586115.1	XP_038747036.1
OG0000665	XP_036574584.1	XP_038747020.1
OG0000666	XP_036588216.1	XP_038747792.1
OG0000667	XP_036588160.1	XP_038747668.1
OG0000668	XP_036588179.1	XP_038744072.1, XP_038747821.1
OG0000669	XP_036580197.2	XP_038742283.1
OG0000670	XP_036577821.1	XP_038741749.1
OG0000672	XP_070060632.1	XP_038742612.1
OG0000672	XP_036574277.1	XP_038751004.1
OG0000675	XP_036581128.1	XP_038747846.1
OG0000676	XP_036580405.1	XP_038744172.1
OG0000678	XP_036584183.1, XP_036583922.1	XP_038743361.1
OG0000680	XP_070061584.1	XP_038740026.1
OG0000681	XP_070062499.1	XP_038750448.1
OG0000682	XP_036575924.1	XP_038739323.1
OG0000684	XP_036574364.1	XP_038751141.1, XP_038741215.1
OG0000687	XP_036581867.1	XP_038746632.1
OG0000688	XP_070060538.1	XP_038741532.1
OG0000689	XP_070060807.1	XP_038745448.1
OG0000690	XP_070060951.1	XP_038746202.1
OG0000691	XP_036586668.1	XP_038742392.1
OG0000692	XP_036586679.1	XP_038742382.1
OG0000693	XP_036581407.1, XP_036581404.1	XP_038746301.1
OG0000694	XP_036574780.1	XP_038746262.1
OG0000695	XP_036578637.1	XP_038742055.1
OG0000695	XP_036578180.1	XP_038743656.1
OG0000696	XP_036582201.1	XP_038740794.1
OG0000697	XP_036579767.1	XP_038743266.1, XP_038742547.1
OG0000699	XP_036577090.1	XP_038750062.1
OG0000700	XP_036582587.1	XP_038746914.1
OG0000701	XP_036587212.1	XP_038738660.1, XP_038740435.1
OG0000702	XP_036587177.1	XP_038740790.1, XP_038740414.1
OG0000705	XP_036577618.1	XP_038746710.1
OG0000706	XP_036589352.2	XP_038751473.1
OG0000707	XP_036589390.1	XP_038748762.1, XP_038751508.1
OG0000708	XP_070062274.1	XP_038751571.1
OG0000709	XP_036575410.2	XP_038741613.1
OG0000710	XP_070060475.1	XP_038745628.1
OG0000711	XP_036578979.2	XP_038743144.1
OG0000711	XP_070062128.1	XP_038744502.1, XP_038744506.1
OG0000712	XP_036576848.2	XP_038743861.1
OG0000713	XP_036579497.1	XP_038743838.1, XP_038746904.1
OG0000714	XP_036574980.1	XP_038746738.1, XP_038746739.1
OG0000715	XP_036588230.1	XP_038747806.1
OG0000715	XP_036586786.1	XP_038742431.1
OG0000716	XP_036579049.2, XP_036582641.1	XP_038746785.1
OG0000717	XP_070060970.1	XP_038742352.1, XP_038747425.1, XP_038745133.1
OG0000721	XP_070062584.1	XP_038751354.1
OG0000722	XP_036588335.1	XP_038751324.1
OG0000725	XP_070061390.1	XP_038747907.1
OG0000726	XP_036576812.1	XP_038743893.1
OG0000730	XP_036585206.1, XP_036585186.1	XP_038748592.1
OG0000731	XP_036574433.1	XP_038748628.1
OG0000732	XP_036585162.1	XP_038748621.1
OG0000733	XP_036580554.1	XP_038749367.1
OG0000734	XP_036585787.1	XP_038739945.1
OG0000735	XP_036578896.1	XP_038745980.1, XP_038744552.1
OG0000736	XP_070060277.1	XP_038741120.1
OG0000737	XP_036584769.1	XP_038741164.1
OG0000738	XP_070060830.1	XP_038742276.1
OG0000739	XP_036578937.1	XP_038744363.1
OG0000740	XP_036578725.1	XP_038747518.1
OG0000741	XP_036574897.1	XP_038744519.1
OG0000743	XP_070061926.1	XP_038740609.1
OG0000744	XP_036581101.1	XP_038740592.1
OG0000745	XP_036575610.1	XP_038740611.1
OG0000746	XP_070062365.1, XP_070062123.1, XP_036577789.1, XP_036581766.1, XP_070062658.1	XP_038740692.1
OG0000748	XP_036579939.1	XP_038748273.1
OG0000749	XP_036589829.1	XP_038750117.1
OG0000750	XP_036577942.1	XP_038739679.1
OG0000751	XP_036583825.1	XP_038747445.1
OG0000752	XP_036582756.1	XP_038740221.1
OG0000755	XP_036588711.1	XP_038750963.1
OG0000756	XP_036589947.1	XP_038750013.1
OG0000758	XP_036588798.1	XP_038741054.1
OG0000759	XP_036588849.2	XP_038741009.1
OG0000760	XP_070061420.1	XP_038748832.1
OG0000761	XP_036578556.1	XP_038742011.1
OG0000762	XP_036575174.1	XP_038743342.1
OG0000763	XP_036581170.1	XP_038751717.1
OG0000764	XP_036581028.1	XP_038742359.1
OG0000765	XP_036575883.1	XP_038742417.1
OG0000767	XP_036588231.1	XP_038747807.1
OG0000769	XP_036586972.1	XP_038745805.1
OG0000770	XP_036579454.1	XP_038749585.1, XP_038749584.1, XP_038749583.1
OG0000771	XP_036579476.1	XP_038749607.1
OG0000772	XP_036590004.1, XP_036575830.1, XP_070062678.1, XP_070060864.1	XP_038747657.1
OG0000773	XP_036586078.1	XP_038743200.1
OG0000774	XP_036582592.1	XP_038743206.1
OG0000775	XP_036587559.1	XP_038745322.1
OG0000776	XP_036582534.1	XP_038743254.1
OG0000777	XP_036589090.1	XP_038748956.1
OG0000778	XP_036582508.1	XP_038739217.1
OG0000779	XP_036582507.1	XP_038739216.1
OG0000780	XP_036582504.1	XP_038739210.1
OG0000781	XP_036582718.1	XP_038741519.1
OG0000783	XP_036582457.2	XP_038740948.1
OG0000785	XP_036585493.1	XP_038749180.1
OG0000786	XP_036577199.1	XP_038746903.1
OG0000786	XP_070060988.1	XP_038745254.1
OG0000787	XP_036586310.1	XP_038742803.1
OG0000789	XP_070061558.1	XP_038740086.1
OG0000790	XP_036586524.1	XP_038743553.1
OG0000791	XP_070060214.1	XP_038747399.1
OG0000793	XP_036578645.1	XP_038747446.1
OG0000794	XP_036576998.2	XP_038740649.1
OG0000795	XP_036581997.2	XP_038744458.1
OG0000796	XP_036578157.1	XP_038743642.1
OG0000797	XP_036576247.1	XP_038743699.1
OG0000797	XP_036574567.1	XP_038747700.1, XP_038747698.1
OG0000798	XP_036586874.1	XP_038738763.1
OG0000799	XP_036577390.1	XP_038744850.1
OG0000801	XP_036577689.1	XP_038746650.1
OG0000803	XP_036584005.2	XP_038740018.1
OG0000804	XP_036580055.1	XP_038746002.1
OG0000805	XP_036579871.1	XP_038746028.1
OG0000807	XP_036577766.1, XP_036578510.1, XP_036588999.2	XP_038748853.1
OG0000810	XP_036576623.1	XP_038744741.1
OG0000811	XP_036587903.1	XP_038745574.1
OG0000812	XP_036587928.1	XP_038745600.1, XP_038738661.1
OG0000813	XP_036587952.1	XP_038747582.1
OG0000814	XP_036587950.1	XP_038747584.1
OG0000815	XP_036581265.1	XP_038750031.1, XP_038742634.1
OG0000816	XP_036583456.1	XP_038745889.1
OG0000817	XP_036588744.2	XP_038738742.1
OG0000818	XP_036578993.1	XP_038744184.1
OG0000819	XP_036589670.1	XP_038750257.1
OG0000820	XP_036589673.1	XP_038750254.1
OG0000821	XP_036579882.1, XP_036575892.1, XP_070059892.1	XP_038745991.1
OG0000822	XP_036581239.1	XP_038751218.1
OG0000824	XP_036579210.2	XP_038744270.1
OG0000825	XP_036583571.1, XP_036580381.1	XP_038742236.1
OG0000826	XP_036575317.1, XP_036578817.1	XP_038741239.1
OG0000827	XP_036575665.1	XP_038746536.1
OG0000828	XP_036589788.1	XP_038740327.1
OG0000829	XP_036587343.1	XP_038744776.1, XP_038744775.1, XP_038744768.1
OG0000830	XP_070060400.1	XP_038744821.1
OG0000831	XP_070062228.1	XP_038751763.1, XP_038751762.1
OG0000832	XP_036585157.1	XP_038751668.1
OG0000833	XP_036589345.1	XP_038751590.1
OG0000835	XP_036574585.1	XP_038747018.1
OG0000836	XP_036582405.1	XP_038740912.1
OG0000837	XP_036586511.1	XP_038742866.1
OG0000838	XP_036588166.1	XP_038747627.1
OG0000839	XP_070061366.1	XP_038749076.1
OG0000840	XP_036588092.1	XP_038747685.1
