Orthogroup	Colletotrichum_truncatum	Colletotrichum_fructicola
OG0000234	XP_070060393.1, XP_036584543.1, XP_036578522.1	XP_031884476.1
OG0000235	XP_036586650.2	XP_031885114.1
OG0000235	XP_036580450.1	XP_031887506.1
OG0000236	XP_036587868.1	XP_031891031.1
OG0000236	XP_036584365.1	XP_066006762.1, XP_031876214.2, XP_031876318.1
OG0000237	XP_036589882.1	XP_031889135.2
OG0000237	XP_036574321.1	XP_031881368.1
OG0000239	XP_070060870.1	XP_031880091.1
OG0000239	XP_036585092.1	XP_031887185.1
OG0000240	XP_036588135.1	XP_031876320.1, XP_066007149.1, XP_066009202.1, XP_031891123.1, XP_066006774.1
OG0000241	XP_036576349.1, XP_036581808.2, XP_036584449.1	XP_031888065.1
OG0000242	XP_036581399.2	XP_031890067.1, XP_031881057.1, XP_031889923.1
OG0000243	XP_070060729.1	XP_066007465.1
OG0000244	XP_036580973.1	XP_031883110.1, XP_031883109.1
OG0000245	XP_070062555.1, XP_036586477.2, XP_070062440.1, XP_036574576.1, XP_070060687.1, XP_036574309.2, XP_036582360.1, XP_036576293.1, XP_036576464.2, XP_070059939.1, XP_070061757.1, XP_070060880.1, XP_070060049.1	XP_066008404.1, XP_066007971.1
OG0000248	XP_036589281.2	XP_031887254.2
OG0000249	XP_036586966.1	XP_031876298.2, XP_066009140.1, XP_031875584.1, XP_066009937.1
OG0000250	XP_036575276.1	XP_066008305.1
OG0000250	XP_070060523.1	XP_031893467.1
OG0000251	XP_036576862.2	XP_031875844.1
OG0000251	XP_036583689.1	XP_031879335.1
OG0000252	XP_070061293.1	XP_031879773.1
OG0000252	XP_036577354.1	XP_031892605.1, XP_031885018.2
OG0000253	XP_036586947.1	XP_031885612.1
OG0000253	XP_036586194.1	XP_031883425.1
OG0000254	XP_036577114.1	XP_031880698.1
OG0000255	XP_070061766.1	XP_031882041.1
OG0000255	XP_036585335.1	XP_031890572.2
OG0000256	XP_036582737.1	XP_031893402.1
OG0000256	XP_036585753.2	XP_031888239.1
OG0000257	XP_070061947.1	XP_066008568.1
OG0000258	XP_036586230.1	XP_031878160.1
OG0000258	XP_036579976.1	XP_031877926.1
OG0000259	XP_036576042.1	XP_031879986.1
OG0000259	XP_036579418.1	XP_031881096.1
OG0000260	XP_036575392.1	XP_031893328.1
OG0000260	XP_036579394.1	XP_031880983.1
OG0000261	XP_036577087.1	XP_031882829.1
OG0000261	XP_036576113.1, XP_036580702.1	XP_031887648.1
OG0000262	XP_036587238.1	XP_031878314.1
OG0000262	XP_036582263.1	XP_031877319.1
OG0000263	XP_036580807.1	XP_031888186.1
OG0000263	XP_036588907.1	XP_031892380.1
OG0000264	XP_036576519.1	XP_031893609.1
OG0000265	XP_036578528.1	XP_031884627.1
OG0000265	XP_036577323.1	XP_031877411.1
OG0000266	XP_036578494.1	XP_031884517.1
OG0000266	XP_036583717.1	XP_066009697.1
OG0000267	XP_036575030.1	XP_031884833.1
OG0000268	XP_036582502.2	XP_066007782.1
OG0000268	XP_036585798.1	XP_031883323.1
OG0000269	XP_036585760.1	XP_031886304.1
OG0000270	XP_036576747.1	XP_031879611.1
OG0000270	XP_036585945.1	XP_066008431.1
OG0000272	XP_070060203.1	XP_066009908.1
OG0000273	XP_036576222.1	XP_031892165.1
OG0000273	XP_036589868.1	XP_066009187.1
OG0000274	XP_036583977.1	XP_031877059.1
OG0000274	XP_036579468.1	XP_031881142.1
OG0000276	XP_036578997.1	XP_031884038.1
OG0000276	XP_036581982.1	XP_031888748.1
OG0000277	XP_036582605.1	XP_031884009.1
OG0000277	XP_036586329.1	XP_031879003.2
OG0000278	XP_036586537.1	XP_031877278.1
OG0000278	XP_036587761.1	XP_031878749.1
OG0000279	XP_036586308.1	XP_031878092.1
OG0000280	XP_070060108.1	XP_031877190.1
OG0000280	XP_036575996.2	XP_031879941.2
OG0000281	XP_070062539.1	XP_031887070.1
OG0000281	XP_036576017.1	XP_031879882.1
OG0000282	XP_036584624.1, XP_036576547.1	XP_031877555.2, XP_066009127.1, XP_031875404.1, XP_031876003.1, XP_066009277.1
OG0000283	XP_036578173.1	XP_031891803.1
OG0000283	XP_036578458.1	XP_031880765.1
OG0000284	XP_036588218.1	XP_031880028.1, XP_031889413.2
OG0000285	XP_036576263.1	XP_031891729.1
OG0000285	XP_036583950.1	XP_031884326.1
OG0000287	XP_070060373.1	XP_031878900.1
OG0000287	XP_036579227.2	XP_031891476.2
OG0000288	XP_036578689.1	XP_031891399.1
OG0000288	XP_070062417.1, XP_036588074.1	XP_066008306.1
OG0000289	XP_036584623.1, XP_070060006.1, XP_036584507.1	XP_031875403.2, XP_066007340.1, XP_066007104.1, XP_031876004.2
OG0000290	XP_036588194.1	XP_031880049.1
OG0000290	XP_036581205.1, XP_036576481.1	XP_031888000.1
OG0000291	XP_036581569.1	XP_031889592.1
OG0000291	XP_036585877.1	XP_031885382.1
OG0000292	XP_036580977.1	XP_031885948.1
OG0000293	XP_070061275.1	XP_066007683.1
OG0000293	XP_036579748.2	XP_031884903.1
OG0000294	XP_036583896.1	XP_031884088.1
OG0000294	XP_036579380.1	XP_031881085.1
OG0000295	XP_036583990.1	XP_031877027.2
OG0000295	XP_036582422.1, XP_036589751.2, XP_036581408.1	XP_031878588.1, XP_031889509.1
OG0000296	XP_036581807.1, XP_070062635.1	XP_066008679.1
OG0000296	XP_070061391.1	XP_066009050.1, XP_031892219.1
OG0000297	XP_036583056.1	XP_031887063.1
OG0000297	XP_036575146.1	XP_031892218.1
OG0000298	XP_036575698.1	XP_031882319.1
OG0000298	XP_036578883.1	XP_031876118.1
OG0000299	XP_036582440.1	XP_031887820.1, XP_031888043.1
OG0000300	XP_036578056.1	XP_031875323.1, XP_066007065.1, XP_066007033.1, XP_066007727.1, XP_031875255.1, XP_031892066.1
OG0000301	XP_070061793.1	XP_031892224.1
OG0000301	XP_036580359.1	XP_031893611.1
OG0000302	XP_036589630.2	XP_031891775.1, XP_031877461.1
OG0000303	XP_036587078.1	XP_031885555.1
OG0000303	XP_036589304.2	XP_031887409.1
OG0000305	XP_070060840.1	XP_031890870.1
OG0000305	XP_036579614.2	XP_031882009.1
OG0000307	XP_036581197.1	XP_031879037.2
OG0000308	XP_070061956.1	XP_031883737.1, XP_031881845.2
OG0000308	XP_036584089.2	XP_031881823.1
OG0000309	XP_036577921.1	XP_031877132.1
OG0000310	XP_036576901.2	XP_031883177.1
OG0000310	XP_036576899.1	XP_031877368.2
OG0000311	XP_036587367.1	XP_031890520.1, XP_031888126.1
OG0000311	XP_036578339.1	XP_031880649.1
OG0000312	XP_036574537.1	XP_031893178.1
OG0000312	XP_036587726.1	XP_031884529.1
OG0000313	XP_036574340.1	XP_031884629.1
OG0000313	XP_036574540.1	XP_031893188.1
OG0000314	XP_036581424.1	XP_066007887.1
OG0000314	XP_036586147.1	XP_031883369.1
OG0000315	XP_036581065.2	XP_031886157.1
OG0000315	XP_070059881.1	XP_031891611.1
OG0000316	XP_036583130.1	XP_031875721.2
OG0000316	XP_036586414.1	XP_031876062.1
OG0000317	XP_070060734.1	XP_031876109.1, XP_031877392.2, XP_031892441.1
OG0000318	XP_036586762.1	XP_031885017.1
OG0000318	XP_036586466.1	XP_031880945.1
OG0000319	XP_036584711.1	XP_031886811.1
OG0000319	XP_070062295.1	XP_066009196.1
OG0000324	XP_036576332.2	XP_066006990.1, XP_066007040.1, XP_066006903.1, XP_066007093.1, XP_031876170.2, XP_031875353.2
OG0000326	XP_036584348.1, XP_036589416.1	XP_066009182.1, XP_031876304.1, XP_031876207.1
OG0000327	XP_036575400.2	XP_031893098.1
OG0000327	XP_070062582.1	XP_031887689.1
OG0000328	XP_036582298.1, XP_070062147.1	XP_066007855.1
OG0000329	XP_070062600.1	XP_066009312.1
OG0000331	XP_036587267.1	XP_031878282.1
OG0000332	XP_036576163.1	XP_031884147.1
OG0000332	XP_036581950.1	XP_031888974.1
OG0000333	XP_036585187.1	XP_031879075.1, XP_031888907.2, XP_031889012.1
OG0000335	XP_036576055.1	XP_066007773.1, XP_031879965.2
OG0000336	XP_036575412.1	XP_031893533.1
OG0000337	XP_070061438.1	XP_031891596.1, XP_031878418.1
OG0000339	XP_036588560.1, XP_036589107.1	XP_031892336.1
OG0000340	XP_070060535.1	XP_031892995.1
OG0000341	XP_070061866.1	XP_031891937.1
OG0000341	XP_036583102.1	XP_031890093.1
OG0000342	XP_036589998.1	XP_031890954.2
OG0000343	XP_036588050.2	XP_031883225.2
OG0000343	XP_036576968.1	XP_031883593.1
OG0000344	XP_036579954.1	XP_031877977.1
OG0000344	XP_036577899.1	XP_031877152.1
OG0000345	XP_036580034.1	XP_031883524.1
OG0000346	XP_036575699.1	XP_031876835.1, XP_031881349.1
OG0000347	XP_036586654.1	XP_031884795.1, XP_066009653.1
OG0000348	XP_036574476.1	XP_031884312.1, XP_031892911.1
OG0000349	XP_036589945.1	XP_031889431.1
OG0000349	XP_036586340.1	XP_031887981.1
OG0000350	XP_070061946.1	XP_031878684.1, XP_031892078.1
OG0000350	XP_036587258.1	XP_066009709.1
OG0000352	XP_036588869.1	XP_031892753.1
OG0000352	XP_036581872.2	XP_031888891.1
OG0000353	XP_036589027.1	XP_031877743.1
OG0000353	XP_036579776.1, XP_036587191.1	XP_031885142.1
OG0000354	XP_036576902.1	XP_031875685.1
OG0000355	XP_036579480.1	XP_031881046.1
OG0000356	XP_070060440.1	XP_031883160.1
OG0000356	XP_070062031.1	XP_031877988.1
OG0000357	XP_036577719.1, XP_036575889.1	XP_031891895.1
OG0000358	XP_036575888.1, XP_036577720.1	XP_031891894.1
OG0000360	XP_036585807.1	XP_031885553.1
OG0000361	XP_036579799.1	XP_031884986.1
OG0000361	XP_036590008.2	XP_031889916.1
OG0000362	XP_036582451.1	XP_031881406.1
OG0000362	XP_036580930.1	XP_031885903.1
OG0000363	XP_036578149.2	XP_031892102.1
OG0000363	XP_036580318.1	XP_031893194.1
OG0000364	XP_036578137.1	XP_031891911.1
OG0000365	XP_070061012.1	XP_031884894.1
OG0000367	XP_036577393.1	XP_031883166.2
OG0000368	XP_036586819.1	XP_031885117.1
OG0000369	XP_036586900.1	XP_031887854.1, XP_031878947.2
OG0000370	XP_036586902.1	XP_031878965.1
OG0000370	XP_036585359.1	XP_031890650.1
OG0000371	XP_036584490.1, XP_036584609.1, XP_036576554.1	XP_066007119.1, XP_031875856.2, XP_066007319.1, XP_066009257.1, XP_031877548.1
OG0000372	XP_036584497.1	XP_031875851.1, XP_066007344.1, XP_031880556.2, XP_066009256.1, XP_031877549.1
OG0000373	XP_036576717.1	XP_031876092.1, XP_031879574.1
OG0000374	XP_070061189.1	XP_031884869.1
OG0000374	XP_070062050.1	XP_066008359.1
OG0000375	XP_036587763.1	XP_031890303.1
OG0000375	XP_036589093.1	XP_031892884.1
OG0000376	XP_036577753.1, XP_070061183.1	XP_031884876.1
OG0000376	XP_036576763.1, XP_036579831.2	XP_031884854.1
OG0000377	XP_036589627.1	XP_031889100.1
OG0000377	XP_070061835.1, XP_036577051.1, XP_036587282.1, XP_036578800.1, XP_036586641.1	XP_031885009.1
OG0000378	XP_036589625.1	XP_031889095.1
OG0000378	XP_036578100.1	XP_031891962.1
OG0000379	XP_036585056.1	XP_031882513.1
OG0000380	XP_070061195.1	XP_031892454.2
OG0000380	XP_036580785.1	XP_031888061.1
OG0000381	XP_036589830.2	XP_031889325.1
OG0000382	XP_036587347.1	XP_031883033.2
OG0000382	XP_036582655.2	XP_031889396.1
OG0000384	XP_036588205.1	XP_031880104.1, XP_031893122.1
OG0000385	XP_036574466.1	XP_031888077.1
OG0000385	XP_036580277.1	XP_031876284.1
OG0000386	XP_036580276.1	XP_031876285.1
OG0000386	XP_070061503.1	XP_031888072.1
OG0000387	XP_070061478.1	XP_031888069.1
OG0000388	XP_036574211.1	XP_031878767.1
OG0000388	XP_036587710.1	XP_031890261.1
OG0000389	XP_036587233.1	XP_031878265.1
OG0000389	XP_036574503.1	XP_031881881.1
OG0000390	XP_036578016.1	XP_031889814.1
OG0000393	XP_036583597.1	XP_031879354.1
OG0000393	XP_036581913.1	XP_031888828.2
OG0000394	XP_036577682.1	XP_031888962.2
OG0000394	XP_036582740.1	XP_031893399.1
OG0000395	XP_070060070.1	XP_031880953.1, XP_031893078.1
OG0000396	XP_036582169.1	XP_031878506.1
OG0000397	XP_036582156.1	XP_031878450.1
OG0000397	XP_036577306.1	XP_031880837.1
OG0000398	XP_036575457.1	XP_031875705.1, XP_031877154.1
OG0000399	XP_036584366.2, XP_036577489.2	XP_031886336.1
OG0000399	XP_070059797.1, XP_036584390.1	XP_066007144.1
OG0000400	XP_036585937.1	XP_031885505.1
OG0000401	XP_036582287.1	XP_031877365.1
OG0000402	XP_036586337.1	XP_066007203.1
OG0000402	XP_036580961.1	XP_031885935.1
OG0000403	XP_036589576.1, XP_070061499.1	XP_031882946.1
OG0000403	XP_070060714.1, XP_036575901.1, XP_036577597.1	XP_031885016.2
OG0000404	XP_036583662.1	XP_031890258.1
OG0000408	XP_036576283.1, XP_070061860.1	XP_066008847.1
OG0000409	XP_070060941.1	XP_031884297.2
OG0000410	XP_036577310.1	XP_031880807.1, XP_066006860.1
OG0000413	XP_070061377.1	XP_031892817.1
OG0000413	XP_036576669.1	XP_031882990.2
OG0000414	XP_036588441.2	XP_031887568.1
OG0000414	XP_036583810.1	XP_031890272.1
OG0000415	XP_036588552.1	XP_031887758.1, XP_031881998.1
OG0000416	XP_036588550.1	XP_031887764.2
OG0000417	XP_036579059.1	XP_031884074.1
OG0000417	XP_036579060.1	XP_031883862.1
OG0000418	XP_036585745.1	XP_031888435.1
OG0000419	XP_036577152.1	XP_031877436.1
OG0000420	XP_036575275.1	XP_031881691.1
OG0000421	XP_036578136.1	XP_031891920.1
OG0000422	XP_036589139.1	XP_031892805.1
OG0000423	XP_036582165.1	XP_031877437.1
OG0000424	XP_036578550.1	XP_031884483.1
OG0000425	XP_036577037.1	XP_031886346.1
OG0000427	XP_036588905.2	XP_031892374.1
OG0000428	XP_036581094.1	XP_031885917.1
OG0000429	XP_036584985.1	XP_031882471.2
OG0000430	XP_036574430.1	XP_066008155.1
OG0000432	XP_036577061.1	XP_031883530.2
OG0000435	XP_036582577.1	XP_031883879.1
OG0000436	XP_070061127.1	XP_031883810.2
OG0000437	XP_036587325.1	XP_066009793.1
OG0000438	XP_036582435.1	XP_031881499.1
OG0000439	XP_036577073.1	XP_066007424.1, XP_066008818.1
OG0000440	XP_036581705.1	XP_031875888.2
OG0000441	XP_036582012.2, XP_036577452.1, XP_036581521.1, XP_036576318.1, XP_070062617.1, XP_036580052.1, XP_070061814.1, XP_036580107.2	XP_031884193.1
OG0000442	XP_070062188.1	XP_031879077.1
OG0000444	XP_036584622.2, XP_036576550.2	XP_066007332.1, XP_031877557.1
OG0000445	XP_036589771.1	XP_031889421.1
OG0000446	XP_036579303.1	XP_031878798.1
OG0000447	XP_036588215.1	XP_031880135.1
OG0000447	XP_036581768.1, XP_036581338.1	XP_031878292.2
OG0000448	XP_036584747.2	XP_031878365.1
OG0000449	XP_036586878.1	XP_031878888.1
OG0000449	XP_036582030.1	XP_031887532.1
OG0000450	XP_036580740.1	XP_066008314.1
OG0000451	XP_070061069.1	XP_031878964.1
OG0000451	XP_036578573.1	XP_031878974.1
OG0000452	XP_036575808.1	XP_066009487.1
OG0000453	XP_036581761.1	XP_031884091.1
OG0000453	XP_036586481.1	XP_031880786.1
OG0000454	XP_036583988.1	XP_031877029.1
OG0000455	XP_036578961.1	XP_031877433.1, XP_066009934.1
OG0000456	XP_036578085.1	XP_031878835.1, XP_031892262.2
OG0000458	XP_070060417.1	XP_031883761.2, XP_031890097.2, XP_031882981.1
OG0000459	XP_036582005.1	XP_066007763.1
OG0000460	XP_036588225.1	XP_031880177.2
OG0000460	XP_036582499.1	XP_066007598.1
OG0000461	XP_036588012.1, XP_036575307.1	XP_031889748.1, XP_031891062.1
OG0000462	XP_036574860.1	XP_031875759.1, XP_031875292.1
OG0000464	XP_036587838.1	XP_031891039.1
OG0000465	XP_036574514.1	XP_031883071.1, XP_031881838.1, XP_031885635.1
OG0000466	XP_036578183.2	XP_066009678.1, XP_066008875.1
OG0000467	XP_036577511.1	XP_031877135.1, XP_031877198.1
OG0000468	XP_036587615.1, XP_036575648.1, XP_036577745.1	XP_031884734.1
OG0000469	XP_070060196.1	XP_031879400.1
OG0000469	XP_070060850.1	XP_031890781.1
OG0000470	XP_036574438.1	XP_066008100.1
OG0000471	XP_036576150.1	XP_031893203.1
OG0000472	XP_036575975.1	XP_031893374.1, XP_066007685.1, XP_066007062.1, XP_066007068.1, XP_066006946.1, XP_031875443.2
OG0000473	XP_036577639.1	XP_031888965.1
OG0000473	XP_036582682.1	XP_031893301.1
OG0000474	XP_036582643.1	XP_031893099.1
OG0000476	XP_036583843.1	XP_066008815.1
OG0000476	XP_036584335.1	XP_031884647.1
OG0000477	XP_036574518.1	XP_031881851.1
OG0000478	XP_070061937.1	XP_031882884.1
OG0000479	XP_070060737.1	XP_031877285.1
OG0000480	XP_070060671.1, XP_070059794.1, XP_070059789.1, XP_070059861.1, XP_070059929.1, XP_036584223.1	XP_066007058.1
OG0000482	XP_036574968.1	XP_031883418.1
OG0000482	XP_036589584.1	XP_031880239.1
OG0000483	XP_036588780.1	XP_031882206.1, XP_066009577.1
OG0000484	XP_036585408.1	XP_031890497.1
OG0000484	XP_036585410.1	XP_031890496.1
OG0000485	XP_036574260.1, XP_036588801.1, XP_036576616.1, XP_036582383.2, XP_036581845.2, XP_036576069.1, XP_070059724.1, XP_036575509.1, XP_036581227.2, XP_036574996.1, XP_036584371.2	XP_031875261.1, XP_066009438.1
OG0000487	XP_036588083.1	XP_066007551.1, XP_066007667.1, XP_066009209.1
OG0000489	XP_036588111.1	XP_031890745.1
OG0000490	XP_036584516.1	XP_066006894.1, XP_066006996.1, XP_066007041.1, XP_066006900.1, XP_066007031.1
OG0000491	XP_036581017.1	XP_066007995.1
OG0000492	XP_036577607.1	XP_031888655.1
OG0000493	XP_036574923.2, XP_036576319.1	XP_031878728.2
OG0000494	XP_036577441.1	XP_031882963.1
OG0000495	XP_036575271.1	XP_031881546.1
OG0000496	XP_036579867.1	XP_066008648.1
OG0000497	XP_036586933.1	XP_031884579.1
OG0000498	XP_036581347.1	XP_031890128.1
OG0000498	XP_036577907.1	XP_066008826.1
OG0000499	XP_036581309.1	XP_066009092.1
OG0000500	XP_036584642.2	XP_066007158.1, XP_031876010.1, XP_031877561.1, XP_031887383.2
OG0000501	XP_036579423.1	XP_031881000.1
OG0000502	XP_036578652.1	XP_031891143.1
OG0000503	XP_036581783.2	XP_066009975.1
OG0000503	XP_070061818.1	XP_031892202.2
OG0000504	XP_070061521.1	XP_031883769.1
OG0000504	XP_036575177.1	XP_031891921.1
OG0000505	XP_036575524.1, XP_036589005.1	XP_031877688.1
OG0000506	XP_070061340.1, XP_070061339.1	XP_066008295.1
OG0000507	XP_036577047.1	XP_031881144.1
OG0000508	XP_036581886.1	XP_066009522.1
OG0000509	XP_070062391.1	XP_031888765.2
OG0000510	XP_036577044.1	XP_031881146.1
OG0000511	XP_036575080.1	XP_031883929.1
OG0000511	XP_036575726.1	XP_031884026.1
OG0000512	XP_036580354.1	XP_031892936.1
OG0000512	XP_036580322.1	XP_031878650.1
OG0000513	XP_036576444.1	XP_031884384.2, XP_031881178.1
OG0000514	XP_036575405.1	XP_031888412.1
OG0000515	XP_036585585.1	XP_031888382.2
OG0000515	XP_036585584.1	XP_066009656.1
OG0000517	XP_036574253.2, XP_036584567.1	XP_066007194.1, XP_066008955.1, XP_031877544.2
OG0000519	XP_036583821.1	XP_031891505.1
OG0000520	XP_036588716.1	XP_031877515.1
OG0000520	XP_036583926.1	XP_031884361.1
OG0000521	XP_036587292.1	XP_031881752.1, XP_031881753.1
OG0000521	XP_036584342.1	XP_066006787.1, XP_066006866.1
OG0000522	XP_036581959.1	XP_031888728.1
OG0000523	XP_036584499.1, XP_036584424.2, XP_036584633.1, XP_036584586.1, XP_036576569.1	XP_031876015.1, XP_066008920.1, XP_066007334.1, XP_066009102.1
OG0000524	XP_036585070.1	XP_031887344.1
OG0000525	XP_036581565.1	XP_031889754.1
OG0000526	XP_036576058.1	XP_031883812.1, XP_031889628.2, XP_066009801.1
OG0000528	XP_036581762.1	XP_031884090.1
OG0000528	XP_036586480.1	XP_031880785.1
OG0000529	XP_036583984.1	XP_031877062.1
OG0000530	XP_036574373.1	XP_031883142.1, XP_066008848.1
OG0000531	XP_036587356.1, XP_036589675.1	XP_031889244.1
OG0000532	XP_070061352.1	XP_031876115.1
OG0000532	XP_036581722.1, XP_036577593.1	XP_031876089.1
OG0000533	XP_036578078.1	XP_031887810.1
OG0000534	XP_036589229.1	XP_031880388.1
OG0000534	XP_036589228.1	XP_031880389.1
OG0000535	XP_036574836.2, XP_036577738.1, XP_036574956.1, XP_070059901.1	XP_031876995.1
OG0000536	XP_036582428.1	XP_031881452.1
OG0000537	XP_070059813.1, XP_036576636.1	XP_031883057.1
OG0000538	XP_036578122.1	XP_066008823.1
OG0000539	XP_036575688.1, XP_036575689.1	XP_031882214.2
OG0000540	XP_036588718.1	XP_031877519.1, XP_031883657.1
OG0000541	XP_036574285.1	XP_031884135.1
OG0000542	XP_036587346.1	XP_066008832.1
OG0000543	XP_036574589.1	XP_031881200.2, XP_031881196.1
OG0000544	XP_036581243.1	XP_031879114.1
OG0000545	XP_070060654.1	XP_031878690.1
OG0000546	XP_036581215.1	XP_031879065.1, XP_031892785.2
OG0000547	XP_036581952.1, XP_036576790.1	XP_031888735.1, XP_066007336.1
OG0000548	XP_036577417.1	XP_031883111.1
OG0000548	XP_036588728.1	XP_031877524.1
OG0000549	XP_036581524.1	XP_066008933.1, XP_066009229.1
OG0000550	XP_036580356.1	XP_031890181.2, XP_031893279.2
OG0000551	XP_036574969.1	XP_066009149.1, XP_031880348.1, XP_031893028.1
OG0000552	XP_036582084.1	XP_031882125.1
OG0000552	XP_036584185.2	XP_031883444.2
OG0000553	XP_070062661.1	XP_031891821.1, XP_031889290.2, XP_031889184.1
OG0000554	XP_036578399.1	XP_031880665.1, XP_031892662.2
OG0000555	XP_070060682.1	XP_031892297.1, XP_031882457.1, XP_031891106.1
OG0000556	XP_070060811.1	XP_031891008.1
OG0000556	XP_070060499.1	XP_031893557.1
OG0000557	XP_070060534.1	XP_031892951.1, XP_066009146.1
OG0000558	XP_036587798.2	XP_066007367.1
OG0000559	XP_036586077.1	XP_031887846.1
OG0000559	XP_070062619.1	XP_031892890.1
OG0000560	XP_036587706.1	XP_066007883.1
OG0000561	XP_036583885.1	XP_031884096.1
OG0000563	XP_036578014.1	XP_031889812.1
OG0000563	XP_070060958.1	XP_031889811.1
OG0000564	XP_036578042.2	XP_031889760.1, XP_031889764.1
OG0000565	XP_036574711.2	XP_066008339.1
OG0000568	XP_036585849.1	XP_031885481.1
OG0000568	XP_070060692.1	XP_031879178.1
OG0000569	XP_036576062.1	XP_031879173.1
OG0000569	XP_036575175.1	XP_031891923.1
OG0000571	XP_036581938.1	XP_031888793.1
OG0000572	XP_036581943.1, XP_070060227.1, XP_070060228.1	XP_066009555.1
OG0000573	XP_036589644.1	XP_031879343.1
OG0000573	XP_036586459.1	XP_031877242.1
OG0000575	XP_036589448.1	XP_031890116.1, XP_031892677.1
OG0000576	XP_036589482.1	XP_031892784.1
OG0000576	XP_036574209.1	XP_031878658.1
OG0000577	XP_036589598.1	XP_031890742.1, XP_066009011.1
OG0000578	XP_036575169.1	XP_066009009.1, XP_066009010.1
OG0000578	XP_036581034.1	XP_031886103.2
OG0000579	XP_036578675.1	XP_031884651.1
OG0000579	XP_036580717.1	XP_066007455.1
OG0000580	XP_070060262.1	XP_031877753.2
OG0000580	XP_036584887.2	XP_066008716.1
OG0000581	XP_036576666.1	XP_031882986.1
OG0000581	XP_036586868.1	XP_031878915.1
OG0000582	XP_070061074.1	XP_031890484.1, XP_031888945.1, XP_031889303.1
OG0000583	XP_036576915.1, XP_036588071.1	XP_031876104.1, XP_031890259.1, XP_031890087.1
OG0000584	XP_036584085.1	XP_031881793.1
OG0000584	XP_036580060.2	XP_031883660.1
