HOG	OG	Gene Tree Parent Clade	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
N5.HOG0000268	OG0000041	n14			XP_066009239.1				XP_036494328.1	
N5.HOG0000269	OG0000041	n18							XP_036502479.1	
N5.HOG0000270	OG0000041	n26			XP_031878639.1	XP_045264990.1			XP_036497924.1	
N5.HOG0000271	OG0000041	n28			XP_066007225.1	XP_045268471.1			XP_036489301.1	
N5.HOG0000272	OG0000041	n30			XP_066008368.1				XP_036499966.1	
N5.HOG0000273	OG0000041	n31			XP_031884351.2	XP_045259104.1, XP_045261784.1			XP_036500952.1	
N5.HOG0000274	OG0000043	n2			XP_066009815.1	XP_045259173.1			XP_036502684.1	
N5.HOG0000275	OG0000043	n5							XP_036499408.1	
N5.HOG0000276	OG0000043	n9			XP_031875476.2, XP_066007011.1					
N5.HOG0000277	OG0000043	n13			XP_066009814.1	XP_045259172.1			XP_036501635.1	
N5.HOG0000278	OG0000043	n17			XP_031887649.1	XP_045262503.1			XP_036499564.1, XP_036498172.1, XP_036494701.1, XP_036498173.1	
N5.HOG0000279	OG0000043	n25			XP_031886183.2	XP_045260283.1			XP_036499171.1	
N5.HOG0000280	OG0000043	n32							XP_036491406.1	
N5.HOG0000281	OG0000044	n1			XP_031883461.1	XP_045259382.1			XP_036500277.1	
N5.HOG0000282	OG0000044	n17			XP_031883135.1	XP_045259917.1			XP_036495490.1	
N5.HOG0000283	OG0000044	n21			XP_066007975.1	XP_045256116.1			XP_036491424.1	
N5.HOG0000284	OG0000044	n24			XP_031883763.1	XP_045264199.1			XP_036492780.1	
N5.HOG0000285	OG0000044	n28							XP_036489400.1	
N5.HOG0000286	OG0000045	n1							XP_036497268.1	
N5.HOG0000287	OG0000045	n2							XP_036496415.1, XP_036496575.1, XP_036496414.1, XP_036488330.1, XP_036488329.1, XP_036496509.1, XP_036490734.1, XP_036490549.1, XP_036500360.1, XP_036492327.1, XP_036498560.1, XP_036492658.1, XP_036491048.1, XP_036497388.1, XP_036497395.1, XP_036490489.1, XP_036502252.1, XP_036502251.1, XP_036502753.1, XP_036490427.1, XP_036490225.1, XP_036502198.1, XP_036499072.1, XP_036490196.1, XP_036487863.1, XP_036499935.1, XP_036499934.1, XP_036489763.1, XP_036499638.1, XP_036498586.1, XP_036493736.1	
N5.HOG0000288	OG0000046	n1			XP_031879259.1	XP_045266187.1			XP_036488170.1	
N5.HOG0000289	OG0000046	n9			XP_031877509.1	XP_045256698.1			XP_036497078.1	
N5.HOG0000290	OG0000046	n16			XP_031884116.1	XP_045270169.1			XP_036501566.1	
N5.HOG0000291	OG0000046	n25			XP_031889476.1	XP_045268007.1			XP_036489187.1	
N5.HOG0000292	OG0000047	n2			XP_031877364.1	XP_045259080.1			XP_036493902.1	
N5.HOG0000293	OG0000047	n11				XP_045266983.1			XP_036495958.1	
N5.HOG0000294	OG0000047	n18			XP_031878178.1	XP_045267639.1			XP_036501166.1	
N5.HOG0000295	OG0000047	n22			XP_031892080.1	XP_045260562.1			XP_036496361.1	
N5.HOG0000296	OG0000047	n28			XP_031880996.1	XP_045261726.1			XP_036497547.1	
N5.HOG0000297	OG0000047	n30			XP_031877361.1	XP_045259076.1			XP_036492910.1	
N5.HOG0000298	OG0000049	n1			XP_031875597.1	XP_045263917.1			XP_036502900.1	
N5.HOG0000299	OG0000049	n9			XP_066008031.1	XP_045269502.1			XP_036491984.1	
N5.HOG0000300	OG0000049	n14			XP_066007293.1	XP_045268550.1			XP_036489598.1	
N5.HOG0000301	OG0000049	n18			XP_031878198.1	XP_045267692.1			XP_036501318.1	
N5.HOG0000302	OG0000049	n24			XP_031878866.1	XP_045261757.1			XP_036498528.1	
N5.HOG0000303	OG0000050	n1			XP_031885916.1	XP_045271142.1			XP_036499043.1	
N5.HOG0000304	OG0000050	n10			XP_031876129.1	XP_045269457.1			XP_036499941.1	
N5.HOG0000305	OG0000050	n15			XP_031880097.1	XP_045256887.1			XP_036488744.1	
N5.HOG0000306	OG0000050	n17			XP_031883855.2	XP_045264197.1			XP_036492773.1	
N5.HOG0000307	OG0000050	n24			XP_031889948.1	XP_045262061.1			XP_036492351.1	
N5.HOG0000308	OG0000050	n30							XP_036492829.1	
N5.HOG0000309	OG0000051	n1			XP_031882199.1	XP_045263568.1			XP_036497292.1	
N5.HOG0000310	OG0000051	n9			XP_031893375.1	XP_045267207.1			XP_036494230.1	
N5.HOG0000311	OG0000051	n16			XP_031876728.1	XP_045257839.1			XP_036495225.1	
N5.HOG0000312	OG0000051	n23			XP_031880004.1	XP_045258153.1			XP_036502560.1	
N5.HOG0000313	OG0000052	n5			XP_066007850.1, XP_031875291.1, XP_066007024.1, XP_066007608.1, XP_066006714.1, XP_066008777.1, XP_066009989.1, XP_031879170.1, XP_066008395.1, XP_066009152.1, XP_066007118.1, XP_066008643.1, XP_031875797.2, XP_066006814.1				XP_036487896.1, XP_036487897.1	
N5.HOG0000314	OG0000052	n23			XP_066007043.1	XP_045258316.1				
N5.HOG0000315	OG0000052	n25			XP_066006807.1, XP_066009359.1, XP_066007623.1, XP_066006893.1, XP_031884041.2	XP_045261537.1				
N5.HOG0000316	OG0000053	n4			XP_031875985.1					
N5.HOG0000317	OG0000053	n9			XP_066009508.1					
N5.HOG0000318	OG0000053	n18				XP_045264996.1, XP_045264995.1				
N5.HOG0000319	OG0000053	n22			XP_066008598.1				XP_036496275.1	
N5.HOG0000320	OG0000053	n28				XP_045258297.1				
N5.HOG0000321	OG0000054	n1			XP_066008425.1	XP_045260351.1			XP_036499571.1	
N5.HOG0000322	OG0000054	n12			XP_066006777.1, XP_031880558.2, XP_066007190.1				XP_036487886.1	
N5.HOG0000323	OG0000054	n25			XP_066009167.1					
N5.HOG0000324	OG0000055	n7			XP_031881410.1	XP_045264937.1			XP_036493697.1	
N5.HOG0000325	OG0000055	n9			XP_031889319.1	XP_045262255.1			XP_036489604.1	
N5.HOG0000326	OG0000055	n12			XP_031881451.1	XP_045260095.1			XP_036493877.1	
N5.HOG0000327	OG0000055	n20			XP_031881398.2				XP_036493336.1	
N5.HOG0000328	OG0000055	n24			XP_031883717.2	XP_045270037.1			XP_036499205.1	
N5.HOG0000329	OG0000055	n27			XP_031893329.1	XP_045257554.1			XP_036494555.1	
N5.HOG0000330	OG0000057	n1			XP_031882595.1	XP_045263183.1, XP_045263077.1			XP_036494950.1	
N5.HOG0000331	OG0000057	n10			XP_031888147.2	XP_045256760.1			XP_036490269.1	
N5.HOG0000332	OG0000057	n17			XP_066008837.1	XP_045266969.1			XP_036495899.1	
N5.HOG0000333	OG0000057	n24			XP_031893026.1	XP_045259997.1			XP_036495091.1	
N5.HOG0000334	OG0000058	n1			XP_031887143.1	XP_045268364.1			XP_036490042.1	
N5.HOG0000335	OG0000058	n9			XP_031878750.1	XP_045256704.1			XP_036495005.1	
N5.HOG0000336	OG0000058	n17			XP_031877586.1, XP_031880573.2, XP_031875865.1, XP_066008904.1					
N5.HOG0000337	OG0000059	n1			XP_031892770.2	XP_045256241.1			XP_036490551.1	
N5.HOG0000338	OG0000059	n12			XP_031891472.1	XP_045263662.1			XP_036497576.1	
N5.HOG0000339	OG0000059	n19			XP_031890900.1	XP_045270918.1			XP_036488461.1	
N5.HOG0000340	OG0000059	n25			XP_031879333.1	XP_045267723.1			XP_036502405.1	
N5.HOG0000341	OG0000060	n0				XP_045263033.1				
N5.HOG0000342	OG0000064	n1			XP_031884461.1	XP_045258881.1			XP_036492118.1	
N5.HOG0000343	OG0000064	n9			XP_031892616.1	XP_045256286.1			XP_036490724.1	
N5.HOG0000344	OG0000064	n15			XP_031889409.1	XP_045268075.1			XP_036489754.1	
N5.HOG0000345	OG0000065	n4			XP_031878261.1	XP_045257234.1			XP_036500474.1	
N5.HOG0000346	OG0000065	n15				XP_045267666.1				
N5.HOG0000347	OG0000065	n16			XP_031876601.1	XP_045260056.1			XP_036494482.1	
N5.HOG0000348	OG0000065	n19			XP_031883119.1	XP_045267361.1			XP_036495737.1	
N5.HOG0000349	OG0000065	n21			XP_031876068.1	XP_045261140.1			XP_036487957.1	
N5.HOG0000350	OG0000066	n5			XP_031882995.1	XP_045267106.1, XP_045263560.1			XP_036495275.1	
N5.HOG0000351	OG0000066	n9			XP_031890226.1, XP_031877356.2	XP_045259039.1, XP_045257887.1			XP_036495196.1, XP_036492916.1	
N5.HOG0000352	OG0000066	n15				XP_045268141.1, XP_045261489.1				
N5.HOG0000353	OG0000066	n22			XP_066009119.1	XP_045268142.1			XP_036489914.1	
N5.HOG0000354	OG0000066	n25			XP_066008327.1	XP_045261488.1				
N5.HOG0000355	OG0000067	n4			XP_066008046.1	XP_045269698.1			XP_036492023.1	
N5.HOG0000356	OG0000067	n6			XP_031883626.1	XP_045269697.1			XP_036500613.1	
N5.HOG0000357	OG0000067	n13			XP_066008096.1	XP_045268954.1				
N5.HOG0000358	OG0000067	n21				XP_045268953.1				
N5.HOG0000359	OG0000067	n22			XP_031878359.2	XP_045261800.1				
N5.HOG0000360	OG0000067	n25			XP_031887769.1	XP_045262418.1			XP_036498807.1	
N5.HOG0000361	OG0000068	n2			XP_066009666.1					
N5.HOG0000362	OG0000068	n19			XP_031885096.2					
N5.HOG0000363	OG0000068	n23			XP_066008797.1					
N5.HOG0000364	OG0000069	n1			XP_066007562.1, XP_031884956.1	XP_045260139.1			XP_036493374.1	
N5.HOG0000365	OG0000069	n12			XP_031885878.2	XP_045260314.1			XP_036500379.1	
N5.HOG0000366	OG0000069	n15			XP_031884878.1	XP_045260132.1, XP_045260133.1			XP_036492662.1, XP_036492663.1	
N5.HOG0000367	OG0000069	n20			XP_031884772.1, XP_031884771.1	XP_045260130.1			XP_036492667.1	
N5.HOG0000368	OG0000069	n24			XP_031884775.1, XP_031884776.1	XP_045260129.1			XP_036492666.1	
N5.HOG0000369	OG0000070	n2			XP_031879679.1	XP_045257325.1			XP_036493667.1	
N5.HOG0000370	OG0000070	n9			XP_031891117.1	XP_045270929.1			XP_036489001.1	
N5.HOG0000371	OG0000070	n16			XP_031877238.2	XP_045266006.1			XP_036488955.1	
N5.HOG0000372	OG0000070	n24			XP_031883416.1	XP_045260902.1			XP_036488253.1	
N5.HOG0000373	OG0000070	n26			XP_031880242.1	XP_045268118.1			XP_036489880.1	
N5.HOG0000374	OG0000071	n1			XP_031883683.1	XP_045271076.1			XP_036499807.1	
N5.HOG0000375	OG0000071	n9			XP_031879668.1	XP_045257723.1			XP_036493443.1	
N5.HOG0000376	OG0000071	n16			XP_031877506.1	XP_045257576.1			XP_036497250.1	
N5.HOG0000377	OG0000071	n19			XP_031888153.1	XP_045256765.1			XP_036490878.1	
N5.HOG0000378	OG0000072	n2			XP_031884252.1	XP_045259157.1			XP_036501078.1	
N5.HOG0000379	OG0000072	n8			XP_031892088.1	XP_045259279.1			XP_036496060.1	
N5.HOG0000380	OG0000072	n15			XP_031885726.1	XP_045269192.1			XP_036500847.1	
N5.HOG0000381	OG0000072	n20			XP_031884060.1	XP_045264153.1			XP_036493060.1	
N5.HOG0000382	OG0000073	n1			XP_031891861.1	XP_045268969.1			XP_036496453.1	
N5.HOG0000383	OG0000073	n10			XP_031877508.1	XP_045257575.1			XP_036498101.1	
N5.HOG0000384	OG0000073	n17			XP_031882594.1				XP_036494346.1	
N5.HOG0000385	OG0000073	n20			XP_031885770.2	XP_045269220.1			XP_036499325.1	
N5.HOG0000386	OG0000074	n4				XP_045257444.1				
N5.HOG0000387	OG0000074	n12				XP_045267143.1				
N5.HOG0000388	OG0000074	n18			XP_031876155.2	XP_045262110.1			XP_036487847.1	
N5.HOG0000389	OG0000074	n22				XP_045267840.1			XP_036487874.1, XP_036487894.1	
N5.HOG0000390	OG0000075	n1			XP_031887696.1	XP_045262378.1			XP_036497708.1	
N5.HOG0000391	OG0000076	n1			XP_031880315.1	XP_045268151.1			XP_036489344.1	
N5.HOG0000392	OG0000076	n12			XP_066009734.1	XP_045259171.1			XP_036501634.1	
N5.HOG0000393	OG0000076	n21			XP_031878761.1	XP_045256734.1			XP_036494545.1	
N5.HOG0000394	OG0000077	n2				XP_045257569.1			XP_036498103.1	
N5.HOG0000395	OG0000077	n7							XP_036487856.1	
N5.HOG0000396	OG0000077	n22			XP_066008350.1	XP_045264585.1			XP_036499245.1	
N5.HOG0000397	OG0000077	n24			XP_031880755.1	XP_045269087.1			XP_036497622.1	
N5.HOG0000398	OG0000078	n1			XP_031883892.1	XP_045264238.1			XP_036493217.1	
N5.HOG0000399	OG0000078	n9			XP_031885207.1	XP_045259506.1			XP_036496443.1	
N5.HOG0000400	OG0000078	n17			XP_031879078.1	XP_045257967.1			XP_036493989.1	
N5.HOG0000401	OG0000080	n1			XP_031887977.1	XP_045256773.1			XP_036490318.1	
N5.HOG0000402	OG0000080	n10			XP_031888971.1	XP_045258370.1			XP_036497276.1	
N5.HOG0000403	OG0000080	n17			XP_031878550.1	XP_045257656.1			XP_036497873.1	
N5.HOG0000404	OG0000081	n1			XP_031877893.1	XP_045270071.1			XP_036500778.1	
N5.HOG0000405	OG0000081	n9			XP_031881745.1	XP_045259778.1			XP_036499078.1	
N5.HOG0000406	OG0000081	n21			XP_031892617.1	XP_045256341.1			XP_036490929.1	
N5.HOG0000407	OG0000082	n1			XP_031877097.2	XP_045263124.1			XP_036495063.1	
N5.HOG0000408	OG0000082	n9			XP_066007659.1	XP_045264969.1			XP_036493085.1	
N5.HOG0000409	OG0000082	n14			XP_031887503.1	XP_045266348.1			XP_036498695.1	
N5.HOG0000410	OG0000082	n18			XP_031878238.1	XP_045267659.1			XP_036501220.1	
N5.HOG0000411	OG0000083	n5			XP_031883146.1					
N5.HOG0000412	OG0000083	n9			XP_031893612.2	XP_045259975.1			XP_036487848.1, XP_036494216.1	
N5.HOG0000413	OG0000083	n18			XP_031883946.1	XP_045264175.1			XP_036492997.1	
N5.HOG0000414	OG0000083	n22			XP_031890993.1	XP_045260673.1				
N5.HOG0000415	OG0000083	n23				XP_045260672.1, XP_045262964.1, XP_045262415.1				
N5.HOG0000416	OG0000084	n1			XP_031892010.1, XP_031878263.1	XP_045257184.1			XP_036499375.1	
N5.HOG0000417	OG0000084	n10			XP_031883049.1	XP_045267107.1			XP_036495277.1	
N5.HOG0000418	OG0000084	n21			XP_031877130.1	XP_045263141.1			XP_036495247.1	
N5.HOG0000419	OG0000084	n23			XP_031883666.1	XP_045259360.1			XP_036499223.1	
N5.HOG0000420	OG0000085	n6			XP_031881447.1, XP_031881445.1, XP_031881446.1	XP_045260102.1			XP_036493283.1	
N5.HOG0000421	OG0000085	n11			XP_031892501.1	XP_045256206.1			XP_036490490.1	
N5.HOG0000422	OG0000085	n15			XP_031886043.2, XP_031888626.1	XP_045258506.1			XP_036499355.1	
N5.HOG0000423	OG0000085	n20			XP_031888628.1	XP_045258508.1			XP_036497729.1	
N5.HOG0000424	OG0000085	n23			XP_066009468.1	XP_045258507.1				
N5.HOG0000425	OG0000086	n2			XP_066009360.1, XP_066006805.1, XP_031876997.2	XP_045261538.1, XP_045261539.1				
N5.HOG0000426	OG0000086	n11			XP_031875252.2, XP_066007186.1, XP_066006817.1, XP_066008850.1, XP_066006995.1, XP_066009365.1, XP_066007705.1, XP_066007849.1, XP_066006749.1, XP_066008776.1, XP_066008149.1, XP_066009990.1, XP_031879149.1					
N5.HOG0000427	OG0000087	n0			XP_066006875.1, XP_066007569.1, XP_031885961.2, XP_066007526.1, XP_066006721.1, XP_066006719.1, XP_066006740.1, XP_031888279.2, XP_031875570.1, XP_066006972.1, XP_031875293.2, XP_031875457.1, XP_031891122.2, XP_066007626.1, XP_066007817.1, XP_066007005.1, XP_066006830.1, XP_066006727.1, XP_031875767.2, XP_066008520.1, XP_066007155.1, XP_066006736.1, XP_066009742.1, XP_066006997.1, XP_066008159.1, XP_066007428.1					
N5.HOG0000428	OG0000088	n5			XP_066006859.1, XP_066009041.1, XP_066007021.1, XP_031875582.1, XP_066006820.1, XP_066009117.1					
N5.HOG0000429	OG0000088	n11				XP_045269168.1				
N5.HOG0000430	OG0000088	n15			XP_066008957.1, XP_066007057.1					
N5.HOG0000431	OG0000088	n17			XP_066006845.1, XP_066007120.1					
N5.HOG0000432	OG0000088	n20			XP_066007070.1	XP_045269906.1				
N5.HOG0000433	OG0000088	n21			XP_066006951.1	XP_045269907.1				
N5.HOG0000434	OG0000088	n22			XP_066009068.1, XP_066007015.1, XP_066006910.1, XP_066007192.1					
N5.HOG0000435	OG0000089	n1			XP_031887288.2	XP_045268482.1			XP_036489487.1	
N5.HOG0000436	OG0000089	n10				XP_045259870.1			XP_036496365.1	
N5.HOG0000437	OG0000089	n15			XP_031888816.1	XP_045263384.1			XP_036497343.1	
N5.HOG0000438	OG0000089	n17			XP_066007672.1	XP_045264932.1			XP_036493414.1	
N5.HOG0000439	OG0000090	n1			XP_031887673.1	XP_045266317.1			XP_036498841.1	
N5.HOG0000440	OG0000090	n9			XP_031887184.1	XP_045268543.1			XP_036489356.1	
N5.HOG0000441	OG0000090	n16			XP_031888590.1	XP_045262785.1			XP_036500971.1	
N5.HOG0000442	OG0000091	n1			XP_031877975.1	XP_045270047.1			XP_036498979.1	
N5.HOG0000443	OG0000091	n11			XP_066007457.1	XP_045260867.1			XP_036488098.1	
N5.HOG0000444	OG0000091	n18			XP_031890691.1	XP_045265908.1			XP_036492538.1	
N5.HOG0000445	OG0000091	n21			XP_031891256.1	XP_045263820.1			XP_036501593.1	
N5.HOG0000446	OG0000092	n3			XP_031876900.2, XP_066007793.1	XP_045258982.1			XP_036493594.1	
N5.HOG0000447	OG0000092	n7			XP_066008454.1	XP_045259860.1			XP_036499795.1	
N5.HOG0000448	OG0000092	n9			XP_066008666.1	XP_045267421.1			XP_036495846.1	
N5.HOG0000449	OG0000092	n15			XP_031887817.1	XP_045261208.1			XP_036490819.1	
N5.HOG0000450	OG0000092	n17			XP_066007528.1	XP_045260979.1			XP_036488808.1	
N5.HOG0000451	OG0000092	n19			XP_066009698.1	XP_045263911.1			XP_036502902.1	
N5.HOG0000452	OG0000092	n21				XP_045263912.1, XP_045263913.1				
N5.HOG0000453	OG0000093	n1			XP_031890972.1	XP_045270880.1			XP_036488519.1	
N5.HOG0000454	OG0000093	n13				XP_045262929.1				
N5.HOG0000455	OG0000093	n14				XP_045256273.1			XP_036490768.1	
N5.HOG0000456	OG0000093	n16			XP_031876830.1					
N5.HOG0000457	OG0000093	n18			XP_066007483.1					
N5.HOG0000458	OG0000093	n19			XP_066007384.1	XP_045266064.1			XP_036488299.1	
N5.HOG0000459	OG0000094	n1			XP_031890942.1	XP_045260730.1			XP_036488018.1	
N5.HOG0000460	OG0000094	n10			XP_066009909.1	XP_045263904.1			XP_036501845.1	
N5.HOG0000461	OG0000094	n14			XP_031889231.2				XP_036489522.1	
N5.HOG0000462	OG0000094	n18			XP_066008811.1	XP_045266902.1			XP_036496392.1	
N5.HOG0000463	OG0000095	n4			XP_031880048.1	XP_045270992.1			XP_036488884.1	
N5.HOG0000464	OG0000095	n13			XP_031887999.1	XP_045261234.1			XP_036490717.1	
N5.HOG0000465	OG0000095	n17			XP_031881275.1	XP_045261698.1			XP_036499485.1	
N5.HOG0000466	OG0000095	n21			XP_031891254.1	XP_045263815.1			XP_036501597.1	
N5.HOG0000467	OG0000097	n1			XP_066007559.1	XP_045266067.1			XP_036488077.1	
N5.HOG0000468	OG0000097	n9			XP_066008516.1	XP_045270122.1			XP_036499526.1	
N5.HOG0000469	OG0000097	n13			XP_066007959.1	XP_045258858.1			XP_036492358.1	
N5.HOG0000470	OG0000098	n1			XP_031887187.1	XP_045268539.1			XP_036490120.1	
N5.HOG0000471	OG0000098	n10			XP_031893238.1, XP_066008144.1	XP_045256500.1			XP_036495068.1, XP_036490854.1	
N5.HOG0000472	OG0000098	n18			XP_031889416.1	XP_045265565.1, XP_045258279.1				
N5.HOG0000473	OG0000098	n22			XP_031887188.1					
N5.HOG0000474	OG0000099	n5			XP_031878986.1, XP_031878985.1	XP_045267038.1				
N5.HOG0000475	OG0000099	n10			XP_066007212.1	XP_045268458.1			XP_036489891.1	
N5.HOG0000476	OG0000099	n13			XP_031875897.1	XP_045266982.1				
N5.HOG0000477	OG0000099	n18			XP_066009297.1	XP_045263376.1			XP_036498353.1	
N5.HOG0000478	OG0000100	n1			XP_031889225.1	XP_045268076.1			XP_036489759.1	
N5.HOG0000479	OG0000100	n9			XP_031881417.1	XP_045264880.1			XP_036493390.1	
N5.HOG0000480	OG0000100	n16			XP_031881223.1	XP_045270148.1			XP_036500493.1	
N5.HOG0000481	OG0000101	n1			XP_031875804.1	XP_045260937.1			XP_036488765.1	
N5.HOG0000482	OG0000101	n9			XP_031880366.1	XP_045266505.1			XP_036490572.1	
N5.HOG0000483	OG0000101	n16			XP_031880150.1	XP_045270973.1			XP_036488805.1	
N5.HOG0000484	OG0000102	n1			XP_031880105.1	XP_045270965.1			XP_036487964.1	
N5.HOG0000485	OG0000102	n9			XP_031893528.1	XP_045268634.1			XP_036494287.1	
N5.HOG0000486	OG0000102	n16			XP_066009621.1	XP_045258108.1			XP_036502396.1	
N5.HOG0000487	OG0000103	n5			XP_031887362.1	XP_045268470.1			XP_036489749.1	
N5.HOG0000488	OG0000103	n7			XP_031878845.2	XP_045261783.1			XP_036497649.1	
N5.HOG0000489	OG0000103	n12				XP_045262928.1				
N5.HOG0000490	OG0000103	n14			XP_031884557.2				XP_036492313.1	
N5.HOG0000491	OG0000103	n16			XP_031879567.2, XP_066006751.1	XP_045256274.1				
N5.HOG0000492	OG0000103	n20			XP_066009133.1	XP_045257961.1				
N5.HOG0000493	OG0000104	n6			XP_066008068.1	XP_045265053.1			XP_036491368.1	
N5.HOG0000494	OG0000104	n8			XP_066008069.1	XP_045265054.1				
N5.HOG0000495	OG0000104	n10			XP_031891075.1	XP_045263892.1, XP_045260604.1				
N5.HOG0000496	OG0000104	n13			XP_031891779.1	XP_045260555.1			XP_036496355.1	
N5.HOG0000497	OG0000104	n15			XP_066007658.1	XP_045264965.1				
N5.HOG0000498	OG0000105	n3			XP_031891630.1	XP_045263765.1				
N5.HOG0000499	OG0000105	n4			XP_031878013.2	XP_045263970.1				
N5.HOG0000500	OG0000105	n13			XP_031889723.1	XP_045265094.1			XP_036492171.1	
N5.HOG0000501	OG0000106	n0			XP_031879651.2, XP_066007592.1, XP_066008507.1, XP_066007087.1, XP_066007649.1, XP_066008345.1, XP_066007847.1, XP_066009299.1, XP_031875814.2, XP_066008303.1, XP_066009771.1, XP_066008000.1, XP_066007955.1, XP_066007182.1, XP_066007494.1, XP_066007079.1, XP_066006837.1, XP_031879022.2, XP_031875813.2, XP_066007650.1, XP_066009301.1, XP_066007848.1, XP_066008346.1, XP_066008451.1					
N5.HOG0000502	OG0000107	n2			XP_066007976.1, XP_066006725.1, XP_066006926.1, XP_066009867.1, XP_066007008.1, XP_066007404.1, XP_066006758.1, XP_066006756.1, XP_066006944.1, XP_066007991.1, XP_031884162.2, XP_066008225.1, XP_066009027.1, XP_066007941.1, XP_066007009.1, XP_066009308.1, XP_031878949.2, XP_066007268.1				XP_036487792.1	
N5.HOG0000503	OG0000107	n22			XP_066007990.1					
N5.HOG0000504	OG0000108	n1			XP_031884735.1	XP_045271295.1			XP_036493289.1	
N5.HOG0000505	OG0000108	n7			XP_066007790.1	XP_045264957.1				
N5.HOG0000506	OG0000108	n11				XP_045264547.1				
N5.HOG0000507	OG0000108	n19				XP_045258312.1				
N5.HOG0000508	OG0000109	n1			XP_066009546.1	XP_045258433.1			XP_036497568.1	
N5.HOG0000509	OG0000109	n8			XP_031878444.1	XP_045258955.1			XP_036493470.1	
N5.HOG0000510	OG0000109	n13			XP_031891846.1	XP_045260515.1			XP_036496949.1	
N5.HOG0000511	OG0000110	n1			XP_031882937.1	XP_045265803.1			XP_036502076.1	
N5.HOG0000512	OG0000110	n9			XP_031881135.1	XP_045259615.1			XP_036497115.1	
N5.HOG0000513	OG0000110	n15			XP_031882687.2	XP_045263020.1			XP_036494343.1	
N5.HOG0000514	OG0000111	n1			XP_031883621.2	XP_045269982.1			XP_036500872.1	
N5.HOG0000515	OG0000111	n9			XP_031876545.1	XP_045270634.1			XP_036498364.1	
N5.HOG0000516	OG0000111	n16			XP_031881022.1	XP_045259597.1			XP_036497056.1	
N5.HOG0000517	OG0000112	n1			XP_031878319.1	XP_045257198.1			XP_036500484.1	
N5.HOG0000518	OG0000112	n9			XP_031892252.1	XP_045268848.1			XP_036496762.1	
N5.HOG0000519	OG0000112	n15			XP_031880990.1	XP_045259620.1			XP_036497121.1	
N5.HOG0000520	OG0000113	n1			XP_031885552.1	XP_045258581.1			XP_036500447.1	
N5.HOG0000521	OG0000113	n9			XP_031884988.2	XP_045260170.1			XP_036493855.1	
N5.HOG0000522	OG0000113	n15			XP_031891602.1	XP_045256573.1			XP_036490835.1	
N5.HOG0000523	OG0000114	n2			XP_066008307.1	XP_045264514.1			XP_036490658.1	
N5.HOG0000524	OG0000114	n8			XP_031878233.1	XP_045267649.1				
N5.HOG0000525	OG0000114	n19				XP_045257786.1			XP_036493437.1	
