HOG	OG	Gene Tree Parent Clade	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
N3.HOG0000361	OG0000102	n9	XP_060401292.1	XP_060358264.1						
N3.HOG0000362	OG0000102	n16	XP_060394651.1	XP_060368296.1						
N3.HOG0000363	OG0000103	n1	XP_060397521.1							
N3.HOG0000364	OG0000104	n1	XP_060402765.1	XP_060366843.1						
N3.HOG0000365	OG0000104	n17	XP_060402766.1	XP_060366844.1						
N3.HOG0000366	OG0000104	n19	XP_060402814.1	XP_060366898.1						
N3.HOG0000367	OG0000105	n1		XP_060365629.1						
N3.HOG0000368	OG0000105	n9	XP_060405520.1	XP_060361641.1						
N3.HOG0000369	OG0000108	n1	XP_060395700.1	XP_060364184.1						
N3.HOG0000370	OG0000108	n11	XP_060404049.1, XP_060403622.1, XP_060389424.1, XP_060401838.1, XP_060398982.1, XP_060397497.1							
N3.HOG0000371	OG0000108	n19	XP_060403623.1							
N3.HOG0000372	OG0000109	n1	XP_060391657.1	XP_060358567.1						
N3.HOG0000373	OG0000109	n8	XP_060389458.1	XP_060357049.1						
N3.HOG0000374	OG0000109	n14	XP_060397723.1	XP_060362221.1						
N3.HOG0000375	OG0000109	n16	XP_060402925.1	XP_060357701.1						
N3.HOG0000376	OG0000110	n1	XP_060390433.1	XP_060369371.1						
N3.HOG0000377	OG0000110	n9	XP_060391882.1							
N3.HOG0000378	OG0000110	n15	XP_060399270.1	XP_060363003.1						
N3.HOG0000379	OG0000111	n1	XP_060391609.1	XP_060363622.1						
N3.HOG0000380	OG0000111	n9	XP_060395468.1	XP_060369096.1						
N3.HOG0000381	OG0000111	n16	XP_060402596.1	XP_060361789.1, XP_060371715.1						
N3.HOG0000382	OG0000112	n1	XP_060392150.1	XP_060362788.1						
N3.HOG0000383	OG0000112	n9	XP_060397460.1	XP_060364922.1						
N3.HOG0000384	OG0000112	n15	XP_060391887.1	XP_060358243.1						
N3.HOG0000385	OG0000113	n1	XP_060396530.1	XP_060363845.1						
N3.HOG0000386	OG0000113	n9	XP_060394004.1	XP_060362635.1						
N3.HOG0000387	OG0000113	n15	XP_060392391.1	XP_060366156.1						
N3.HOG0000388	OG0000114	n2	XP_060393065.1	XP_060364301.1						
N3.HOG0000389	OG0000114	n8		XP_060358353.1, XP_060358960.1, XP_060365019.1						
N3.HOG0000390	OG0000114	n14		XP_060363351.1						
N3.HOG0000391	OG0000115	n2		XP_060361868.1						
N3.HOG0000392	OG0000115	n9	XP_060396079.1	XP_060360252.1						
N3.HOG0000393	OG0000115	n14	XP_060398441.1	XP_060371167.1						
N3.HOG0000394	OG0000116	n0	XP_060404025.1							
N3.HOG0000395	OG0000117	n1	XP_060404805.1							
N3.HOG0000396	OG0000117	n9		XP_060358226.1						
N3.HOG0000397	OG0000117	n11	XP_060404536.1							
N3.HOG0000398	OG0000120	n1	XP_060400712.1	XP_060359204.1						
N3.HOG0000399	OG0000120	n9	XP_060395709.1	XP_060364175.1						
N3.HOG0000400	OG0000120	n15	XP_060389851.1	XP_060362130.1						
N3.HOG0000401	OG0000121	n1	XP_060395817.1	XP_060357311.1						
N3.HOG0000402	OG0000121	n8	XP_060390987.1	XP_060358677.1						
N3.HOG0000403	OG0000122	n2	XP_060402895.1	XP_060357740.1						
N3.HOG0000404	OG0000122	n8	XP_060391430.1	XP_060360436.1						
N3.HOG0000405	OG0000123	n1	XP_060399735.1, XP_060400858.1, XP_060405432.1, XP_060401827.1, XP_060393146.1, XP_060399732.1, XP_060398312.1	XP_060359358.1						
N3.HOG0000406	OG0000123	n11	XP_060391755.1	XP_060357123.1						
N3.HOG0000407	OG0000124	n4	XP_060391863.1	XP_060357414.1						
N3.HOG0000408	OG0000124	n9	XP_060399871.1							
N3.HOG0000409	OG0000124	n13	XP_060391865.1	XP_060357416.1						
N3.HOG0000410	OG0000124	n18	XP_060391864.1	XP_060357415.1						
N3.HOG0000411	OG0000125	n1	XP_060404765.1	XP_060365412.1						
N3.HOG0000412	OG0000125	n9	XP_060392122.1	XP_060360055.1						
N3.HOG0000413	OG0000125	n15	XP_060399052.1							
N3.HOG0000414	OG0000126	n1	XP_060393110.1	XP_060362056.1						
N3.HOG0000415	OG0000126	n11	XP_060397683.1	XP_060366712.1						
N3.HOG0000416	OG0000127	n1	XP_060404169.1	XP_060361903.1						
N3.HOG0000417	OG0000127	n9	XP_060400734.1							
N3.HOG0000418	OG0000127	n14	XP_060396016.1	XP_060360754.1						
N3.HOG0000419	OG0000128	n1	XP_060406563.1	XP_060369786.1						
N3.HOG0000420	OG0000128	n8	XP_060398918.1	XP_060359925.1						
N3.HOG0000421	OG0000128	n14	XP_060404470.1	XP_060359979.1						
N3.HOG0000422	OG0000129	n1	XP_060398991.1	XP_060358700.1						
N3.HOG0000423	OG0000129	n8		XP_060366590.1						
N3.HOG0000424	OG0000129	n11	XP_060404396.1	XP_060358844.1						
N3.HOG0000425	OG0000130	n0	XP_060399972.1	XP_060358289.1						
N3.HOG0000426	OG0000131	n6	XP_060403198.1							
N3.HOG0000427	OG0000131	n8	XP_060400530.1							
N3.HOG0000428	OG0000131	n14	XP_060403026.1	XP_060359611.1						
N3.HOG0000429	OG0000132	n0	XP_060401101.1	XP_060360166.1						
N3.HOG0000430	OG0000133	n1	XP_060405570.1	XP_060361960.1						
N3.HOG0000431	OG0000133	n12	XP_060401446.1							
N3.HOG0000432	OG0000136	n4	XP_060404503.1, XP_060400267.1							
N3.HOG0000433	OG0000136	n8	XP_060389422.1							
N3.HOG0000434	OG0000136	n13	XP_060404502.1, XP_060404541.1							
N3.HOG0000435	OG0000136	n17	XP_060395377.1, XP_060401826.1							
N3.HOG0000436	OG0000137	n1	XP_060404531.1	XP_060359062.1						
N3.HOG0000437	OG0000137	n7	XP_060405447.1	XP_060359722.1						
N3.HOG0000438	OG0000137	n9	XP_060404013.1	XP_060359080.1						
N3.HOG0000439	OG0000137	n13	XP_060397698.1	XP_060362966.1						
N3.HOG0000440	OG0000138	n1	XP_060389508.1	XP_060360416.1						
N3.HOG0000441	OG0000138	n8	XP_060399828.1	XP_060363533.1						
N3.HOG0000442	OG0000139	n1	XP_060391421.1	XP_060360428.1						
N3.HOG0000443	OG0000139	n10	XP_060391419.1	XP_060361787.1						
N3.HOG0000444	OG0000139	n13	XP_060391438.1	XP_060360442.1						
N3.HOG0000445	OG0000139	n15	XP_060391426.1	XP_060360433.1						
N3.HOG0000446	OG0000140	n1	XP_060392404.1	XP_060366142.1						
N3.HOG0000447	OG0000140	n4		XP_060360421.1						
N3.HOG0000448	OG0000141	n1	XP_060392573.1	XP_060371544.1						
N3.HOG0000449	OG0000141	n9	XP_060402835.1							
N3.HOG0000450	OG0000142	n1	XP_060402604.1	XP_060357578.1						
N3.HOG0000451	OG0000142	n8	XP_060393407.1	XP_060365800.1						
N3.HOG0000452	OG0000143	n1	XP_060393934.1	XP_060359781.1						
N3.HOG0000453	OG0000143	n8	XP_060394533.1	XP_060365059.1						
N3.HOG0000454	OG0000143	n13	XP_060394008.1	XP_060362641.1						
N3.HOG0000455	OG0000144	n8	XP_060393978.1	XP_060362612.1						
N3.HOG0000456	OG0000144	n9	XP_060399056.1	XP_060370058.1						
N3.HOG0000457	OG0000144	n16		XP_060359655.1						
N3.HOG0000458	OG0000144	n18	XP_060401142.1	XP_060361625.1						
N3.HOG0000459	OG0000145	n1	XP_060394186.1	XP_060364035.1						
N3.HOG0000460	OG0000145	n8		XP_060364945.1						
N3.HOG0000461	OG0000146	n1	XP_060400846.1, XP_060395095.1	XP_060357088.1, XP_060359367.1						
N3.HOG0000462	OG0000146	n14	XP_060397212.1	XP_060359368.1						
N3.HOG0000463	OG0000146	n18	XP_060394446.1							
N3.HOG0000464	OG0000147	n1	XP_060397035.1	XP_060362098.1						
N3.HOG0000465	OG0000147	n8	XP_060399567.1	XP_060366094.1						
N3.HOG0000466	OG0000148	n1	XP_060397720.1	XP_060362224.1						
N3.HOG0000467	OG0000148	n9	XP_060404369.1	XP_060358483.1						
N3.HOG0000468	OG0000148	n16	XP_060397116.1							
N3.HOG0000469	OG0000149	n0	XP_060397400.1	XP_060364872.1						
N3.HOG0000470	OG0000150	n0	XP_060397411.1	XP_060364878.1						
N3.HOG0000471	OG0000151	n1	XP_060399256.1	XP_060363019.1						
N3.HOG0000472	OG0000151	n7	XP_060397674.1	XP_060366703.1						
N3.HOG0000473	OG0000152	n11	XP_060401508.1	XP_060363946.1						
N3.HOG0000474	OG0000152	n14	XP_060401753.1	XP_060360107.1						
N3.HOG0000475	OG0000153	n0	XP_060389419.1							
N3.HOG0000476	OG0000154	n1	XP_060401200.1	XP_060365257.1						
N3.HOG0000477	OG0000154	n8	XP_060389848.1	XP_060362133.1						
N3.HOG0000478	OG0000155	n1	XP_060399027.1							
N3.HOG0000479	OG0000155	n13	XP_060390054.1	XP_060360090.1						
N3.HOG0000480	OG0000156	n1	XP_060390414.1	XP_060369356.1						
N3.HOG0000481	OG0000156	n8	XP_060400557.1	XP_060358281.1						
N3.HOG0000482	OG0000157	n2	XP_060403783.1	XP_060368646.1						
N3.HOG0000483	OG0000157	n13	XP_060391369.1	XP_060361753.1						
N3.HOG0000484	OG0000158	n0	XP_060403201.1, XP_060404962.1, XP_060393678.1							
N3.HOG0000485	OG0000159	n2	XP_060395315.1	XP_060357868.1						
N3.HOG0000486	OG0000159	n7		XP_060357869.1						
N3.HOG0000487	OG0000160	n1	XP_060397918.1							
N3.HOG0000488	OG0000160	n9	XP_060396290.1	XP_060368549.1						
N3.HOG0000489	OG0000161	n1	XP_060396457.1	XP_060363988.1						
N3.HOG0000490	OG0000161	n8	XP_060405487.1, XP_060400956.1	XP_060370351.1						
N3.HOG0000491	OG0000162	n2	XP_060400629.1	XP_060358467.1						
N3.HOG0000492	OG0000162	n8	XP_060397286.1	XP_060359718.1						
N3.HOG0000493	OG0000163	n1	XP_060402422.1	XP_060369676.1						
N3.HOG0000494	OG0000163	n6	XP_060399088.1, XP_060400018.1	XP_060364541.1						
N3.HOG0000495	OG0000164	n1	XP_060401230.1	XP_060365226.1						
N3.HOG0000496	OG0000165	n0		XP_060363164.1						
N3.HOG0000497	OG0000169	n1	XP_060389429.1							
N3.HOG0000498	OG0000169	n12	XP_060392472.1	XP_060361129.1						
N3.HOG0000499	OG0000170	n4	XP_060391362.1	XP_060361746.1						
N3.HOG0000500	OG0000170	n6	XP_060389928.1	XP_060363471.1						
N3.HOG0000501	OG0000170	n8	XP_060391786.1	XP_060362435.1						
N3.HOG0000502	OG0000171	n3		XP_060360139.1						
N3.HOG0000503	OG0000171	n6	XP_060402236.1							
N3.HOG0000504	OG0000172	n1	XP_060398059.1	XP_060360212.1						
N3.HOG0000505	OG0000172	n14	XP_060397859.1	XP_060367126.1						
N3.HOG0000506	OG0000172	n16	XP_060390412.1	XP_060369355.1						
N3.HOG0000507	OG0000173	n0	XP_060391684.1, XP_060390441.1, XP_060400411.1, XP_060402449.1, XP_060402989.1, XP_060390439.1, XP_060400410.1, XP_060397240.1, XP_060395116.1, XP_060391546.1, XP_060394023.1, XP_060399741.1, XP_060395170.1, XP_060397234.1, XP_060392434.1, XP_060391385.1, XP_060399650.1, XP_060403309.1	XP_060369856.1						
N3.HOG0000508	OG0000174	n1	XP_060391302.1	XP_060359897.1						
N3.HOG0000509	OG0000174	n9	XP_060403281.1	XP_060362841.1						
N3.HOG0000510	OG0000174	n16	XP_060399878.1							
N3.HOG0000511	OG0000175	n1	XP_060391567.1	XP_060363664.1						
N3.HOG0000512	OG0000175	n8	XP_060399617.1	XP_060360608.1						
N3.HOG0000513	OG0000176	n1	XP_060401248.1							
N3.HOG0000514	OG0000176	n6	XP_060392352.1	XP_060366190.1						
N3.HOG0000515	OG0000177	n1	XP_060395264.1	XP_060360013.1, XP_060360012.1						
N3.HOG0000516	OG0000177	n9	XP_060393649.1							
N3.HOG0000517	OG0000177	n11	XP_060402162.1							
N3.HOG0000518	OG0000177	n15	XP_060393648.1	XP_060363728.1						
N3.HOG0000519	OG0000178	n1	XP_060403658.1	XP_060362745.1						
N3.HOG0000520	OG0000178	n9	XP_060393730.1	XP_060360498.1						
N3.HOG0000521	OG0000178	n16		XP_060361924.1						
N3.HOG0000522	OG0000179	n1	XP_060399833.1	XP_060363528.1						
N3.HOG0000523	OG0000179	n11	XP_060393957.1	XP_060359805.1						
N3.HOG0000524	OG0000180	n1	XP_060402344.1	XP_060366993.1						
N3.HOG0000525	OG0000180	n7	XP_060394010.1	XP_060362643.1						
N3.HOG0000526	OG0000181	n1	XP_060399951.1	XP_060358425.1						
N3.HOG0000527	OG0000181	n14	XP_060395792.1	XP_060357593.1						
N3.HOG0000528	OG0000181	n16	XP_060395049.1	XP_060361614.1						
N3.HOG0000529	OG0000182	n1	XP_060395194.1	XP_060360546.1						
N3.HOG0000530	OG0000182	n8	XP_060397765.1	XP_060362182.1						
N3.HOG0000531	OG0000183	n12	XP_060396190.1, XP_060397190.1, XP_060397288.1, XP_060398981.1, XP_060398978.1	XP_060357136.1						
N3.HOG0000532	OG0000183	n17	XP_060398979.1	XP_060357137.1						
N3.HOG0000533	OG0000184	n3	XP_060397025.1							
N3.HOG0000534	OG0000184	n13	XP_060402606.1							
N3.HOG0000535	OG0000185	n1		XP_060360958.1						
N3.HOG0000536	OG0000185	n11	XP_060399147.1	XP_060370140.1, XP_060370141.1						
N3.HOG0000537	OG0000186	n1	XP_060399566.1	XP_060366093.1						
N3.HOG0000538	OG0000186	n8	XP_060399946.1	XP_060358429.1						
N3.HOG0000539	OG0000187	n1	XP_060399685.1							
N3.HOG0000540	OG0000187	n5	XP_060400397.1	XP_060371822.1						
N3.HOG0000541	OG0000188	n1	XP_060400159.1	XP_060368166.1						
N3.HOG0000542	OG0000188	n8	XP_060400741.1							
N3.HOG0000543	OG0000189	n0	XP_060402705.1	XP_060359775.1						
N3.HOG0000544	OG0000190	n0	XP_060404834.1	XP_060361700.1						
N3.HOG0000545	OG0000196	n1	XP_060391236.1	XP_060363088.1						
N3.HOG0000546	OG0000196	n7		XP_060359313.1						
N3.HOG0000547	OG0000196	n10	XP_060399523.1	XP_060366061.1						
N3.HOG0000548	OG0000197	n1	XP_060391315.1	XP_060359886.1						
N3.HOG0000549	OG0000197	n7	XP_060391948.1	XP_060361831.1						
N3.HOG0000550	OG0000198	n1	XP_060391676.1	XP_060367855.1						
N3.HOG0000551	OG0000198	n9	XP_060396123.1	XP_060368419.1						
N3.HOG0000552	OG0000199	n1	XP_060394109.1	XP_060363172.1						
N3.HOG0000553	OG0000199	n7	XP_060392177.1	XP_060363152.1						
N3.HOG0000554	OG0000200	n1	XP_060393094.1	XP_060362041.1						
N3.HOG0000555	OG0000200	n9	XP_060396285.1	XP_060368545.1						
N3.HOG0000556	OG0000201	n1	XP_060394595.1	XP_060368349.1						
N3.HOG0000557	OG0000201	n8	XP_060393304.1							
N3.HOG0000558	OG0000202	n4	XP_060393386.1	XP_060361286.1						
N3.HOG0000559	OG0000202	n6	XP_060401961.1	XP_060368615.1, XP_060367503.1						
N3.HOG0000560	OG0000202	n10		XP_060369685.1						
N3.HOG0000561	OG0000203	n0	XP_060393461.1	XP_060364359.1						
N3.HOG0000562	OG0000204	n2		XP_060358442.1						
N3.HOG0000563	OG0000204	n7	XP_060393962.1	XP_060362596.1						
N3.HOG0000564	OG0000205	n1	XP_060395227.1	XP_060360578.1						
N3.HOG0000565	OG0000205	n9		XP_060359253.1						
N3.HOG0000566	OG0000205	n10	XP_060401256.1	XP_060359254.1, XP_060360431.1, XP_060365199.1						
N3.HOG0000567	OG0000206	n0	XP_060399806.1, XP_060399148.1, XP_060396094.1	XP_060357006.1						
N3.HOG0000568	OG0000207	n1	XP_060399947.1	XP_060358428.1						
N3.HOG0000569	OG0000207	n8	XP_060404500.1, XP_060404499.1, XP_060397118.1	XP_060367926.1						
N3.HOG0000570	OG0000208	n0	XP_060399406.1	XP_060358934.1						
N3.HOG0000571	OG0000209	n0	XP_060399508.1	XP_060366044.1						
N3.HOG0000572	OG0000210	n1	XP_060402716.1, XP_060401832.1							
N3.HOG0000573	OG0000210	n9	XP_060400275.1, XP_060404540.1, XP_060404510.1							
N3.HOG0000574	OG0000210	n14	XP_060403632.1	XP_060359728.1						
N3.HOG0000575	OG0000211	n4	XP_060402138.1, XP_060404947.1							
N3.HOG0000576	OG0000211	n8		XP_060359069.1						
N3.HOG0000577	OG0000211	n9		XP_060359351.1						
N3.HOG0000578	OG0000211	n10		XP_060362977.1, XP_060359068.1						
N3.HOG0000579	OG0000212	n1	XP_060404565.1	XP_060358249.1						
N3.HOG0000580	OG0000212	n10	XP_060403548.1	XP_060364445.1						
N3.HOG0000581	OG0000213	n0		XP_060358624.1						
N3.HOG0000582	OG0000214	n0		XP_060363289.1						
N3.HOG0000583	OG0000216	n1	XP_060389622.1	XP_060369616.1						
N3.HOG0000584	OG0000216	n10	XP_060402616.1							
N3.HOG0000585	OG0000217	n1	XP_060391290.1	XP_060357600.1						
N3.HOG0000586	OG0000217	n6	XP_060391287.1	XP_060357602.1						
N3.HOG0000587	OG0000218	n2	XP_060391347.1							
N3.HOG0000588	OG0000218	n3	XP_060391350.1	XP_060361736.1						
N3.HOG0000589	OG0000219	n0	XP_060391645.1	XP_060357096.1						
N3.HOG0000590	OG0000220	n1	XP_060401166.1	XP_060358749.1						
N3.HOG0000591	OG0000220	n8	XP_060391919.1	XP_060359674.1						
N3.HOG0000592	OG0000221	n0	XP_060392143.1	XP_060362794.1						
N3.HOG0000593	OG0000222	n1	XP_060392909.1	XP_060370685.1						
N3.HOG0000594	OG0000222	n8	XP_060399501.1	XP_060366038.1						
N3.HOG0000595	OG0000223	n11	XP_060393203.1	XP_060369157.1						
N3.HOG0000596	OG0000224	n2	XP_060393206.1	XP_060369154.1						
N3.HOG0000597	OG0000224	n8	XP_060399593.1							
N3.HOG0000598	OG0000225	n1	XP_060393497.1	XP_060360128.1						
N3.HOG0000599	OG0000225	n9		XP_060361922.1						
N3.HOG0000600	OG0000226	n1	XP_060394749.1	XP_060367428.1						
N3.HOG0000601	OG0000226	n7	XP_060393498.1	XP_060360127.1						
N3.HOG0000602	OG0000226	n13	XP_060401810.1							
N3.HOG0000603	OG0000226	n14	XP_060400632.1	XP_060358470.1						
N3.HOG0000604	OG0000227	n1	XP_060394537.1	XP_060365062.1						
N3.HOG0000605	OG0000227	n8	XP_060393660.1	XP_060363717.1						
N3.HOG0000606	OG0000228	n1	XP_060399550.1	XP_060366081.1						
N3.HOG0000607	OG0000228	n8	XP_060393924.1	XP_060361251.1						
N3.HOG0000608	OG0000229	n1	XP_060395059.1	XP_060357611.1						
N3.HOG0000609	OG0000229	n8	XP_060394543.1	XP_060365068.1, XP_060358969.1						
N3.HOG0000610	OG0000230	n1	XP_060401412.1							
N3.HOG0000611	OG0000230	n6	XP_060395084.1	XP_060357922.1						
N3.HOG0000612	OG0000231	n1	XP_060395100.1	XP_060361058.1						
N3.HOG0000613	OG0000231	n8	XP_060404841.1	XP_060361707.1						
N3.HOG0000614	OG0000232	n1	XP_060395155.1	XP_060361107.1						
N3.HOG0000615	OG0000232	n9	XP_060401385.1	XP_060362716.1						
N3.HOG0000616	OG0000232	n15		XP_060359188.1						
N3.HOG0000617	OG0000233	n1	XP_060395216.1	XP_060360565.1						
N3.HOG0000618	OG0000233	n11	XP_060398916.1	XP_060359928.1						
N3.HOG0000619	OG0000233	n15	XP_060399680.1							
N3.HOG0000620	OG0000234	n1	XP_060395669.1							
N3.HOG0000621	OG0000234	n7	XP_060405406.1	XP_060357028.1						
N3.HOG0000622	OG0000235	n1	XP_060402405.1	XP_060369692.1						
N3.HOG0000623	OG0000235	n8	XP_060396182.1, XP_060403133.1	XP_060363388.1						
N3.HOG0000624	OG0000236	n2	XP_060396213.1	XP_060368482.1						
N3.HOG0000625	OG0000236	n8	XP_060405444.1	XP_060359724.1						
N3.HOG0000626	OG0000237	n1	XP_060396847.1	XP_060357712.1						
N3.HOG0000627	OG0000238	n1	XP_060397162.1	XP_060367882.1						
N3.HOG0000628	OG0000238	n7		XP_060367881.1						
N3.HOG0000629	OG0000239	n1	XP_060398810.1	XP_060361560.1						
N3.HOG0000630	OG0000239	n8	XP_060398283.1	XP_060364740.1						
N3.HOG0000631	OG0000240	n10	XP_060402501.1							
N3.HOG0000632	OG0000240	n12	XP_060401821.1, XP_060404035.1, XP_060403591.1	XP_060359712.1						
N3.HOG0000633	OG0000241	n2	XP_060401618.1, XP_060405460.1	XP_060358766.1						
N3.HOG0000634	OG0000241	n5	XP_060405464.1							
N3.HOG0000635	OG0000241	n8		XP_060359071.1, XP_060359353.1						
N3.HOG0000636	OG0000242	n0	XP_060402603.1	XP_060357579.1						
N3.HOG0000637	OG0000243	n4		XP_060364492.1, XP_060364489.1						
N3.HOG0000638	OG0000243	n6		XP_060364490.1						
N3.HOG0000639	OG0000243	n12	XP_060403497.1	XP_060364493.1						
N3.HOG0000640	OG0000243	n14	XP_060403499.1	XP_060361234.1						
N3.HOG0000641	OG0000244	n0	XP_060405272.1	XP_060367729.1						
N3.HOG0000642	OG0000245	n0		XP_060359338.1						
N3.HOG0000643	OG0000248	n4	XP_060400839.1, XP_060402491.1	XP_060357237.1						
N3.HOG0000644	OG0000248	n7	XP_060405456.1, XP_060400838.1							
N3.HOG0000645	OG0000248	n9	XP_060398385.1	XP_060371211.1						
N3.HOG0000646	OG0000249	n7	XP_060402514.1							
N3.HOG0000647	OG0000249	n10	XP_060389449.1, XP_060404926.1							
N3.HOG0000648	OG0000249	n13	XP_060403846.1	XP_060368594.1						
N3.HOG0000649	OG0000250	n1	XP_060390890.1	XP_060364343.1						
N3.HOG0000650	OG0000250	n8	XP_060389465.1	XP_060364974.1						
N3.HOG0000651	OG0000251	n1	XP_060389524.1	XP_060359182.1						
N3.HOG0000652	OG0000251	n8	XP_060400740.1							
N3.HOG0000653	OG0000252	n1	XP_060403047.1	XP_060357536.1						
N3.HOG0000654	OG0000252	n9	XP_060390007.1	XP_060371698.1						
N3.HOG0000655	OG0000252	n12		XP_060360916.1						
N3.HOG0000656	OG0000253	n1	XP_060399506.1	XP_060366042.1						
N3.HOG0000657	OG0000253	n8	XP_060390165.1	XP_060365372.1						
N3.HOG0000658	OG0000254	n1	XP_060405641.1	XP_060359659.1						
N3.HOG0000659	OG0000254	n9	XP_060390235.1	XP_060358340.1						
N3.HOG0000660	OG0000255	n1	XP_060405714.1	XP_060364793.1						
N3.HOG0000661	OG0000255	n8	XP_060390262.1	XP_060366772.1						
N3.HOG0000662	OG0000256	n1	XP_060401557.1	XP_060363899.1						
N3.HOG0000663	OG0000256	n8	XP_060390677.1	XP_060370761.1						
N3.HOG0000664	OG0000257	n1	XP_060399689.1	XP_060364578.1						
N3.HOG0000665	OG0000257	n8	XP_060391562.1	XP_060363669.1						
N3.HOG0000666	OG0000258	n1	XP_060394541.1	XP_060365066.1						
N3.HOG0000667	OG0000258	n8	XP_060391598.1	XP_060363633.1						
N3.HOG0000668	OG0000259	n1	XP_060394671.1	XP_060368279.1						
N3.HOG0000669	OG0000259	n8	XP_060391860.1	XP_060357412.1						
N3.HOG0000670	OG0000260	n0	XP_060391880.1	XP_060357639.1						
N3.HOG0000671	OG0000261	n0	XP_060391984.1	XP_060368122.1						
N3.HOG0000672	OG0000262	n1	XP_060392159.1	XP_060362778.1						
N3.HOG0000673	OG0000262	n8	XP_060405021.1	XP_060365579.1						
N3.HOG0000674	OG0000263	n1	XP_060399150.1	XP_060370143.1						
N3.HOG0000675	OG0000263	n8	XP_060392681.1	XP_060371628.1						
N3.HOG0000676	OG0000264	n1	XP_060406396.1	XP_060368010.1						
N3.HOG0000677	OG0000264	n9	XP_060395768.1	XP_060364114.1						
N3.HOG0000678	OG0000264	n12		XP_060362727.1						
N3.HOG0000679	OG0000264	n13	XP_060392782.1	XP_060366514.1						
N3.HOG0000680	OG0000265	n1	XP_060392807.1	XP_060366490.1						
N3.HOG0000681	OG0000265	n8	XP_060404186.1	XP_060364218.1						
N3.HOG0000682	OG0000266	n1	XP_060392815.1	XP_060366479.1						
N3.HOG0000683	OG0000266	n9	XP_060400753.1							
N3.HOG0000684	OG0000267	n1	XP_060392835.1	XP_060363869.1						
N3.HOG0000685	OG0000267	n8	XP_060395630.1	XP_060365757.1						
N3.HOG0000686	OG0000268	n1	XP_060394034.1	XP_060362665.1						
N3.HOG0000687	OG0000268	n8	XP_060392853.1	XP_060363887.1						
N3.HOG0000688	OG0000269	n1		XP_060368056.1, XP_060364363.1						
N3.HOG0000689	OG0000269	n10	XP_060392863.1							
N3.HOG0000690	OG0000269	n12	XP_060406445.1							
N3.HOG0000691	OG0000270	n1	XP_060395507.1	XP_060357063.1						
