Orthogroup	Colletotrichum_fructicola	Colletotrichum_gloeosporioides
OG0000190	XP_031887848.1	XP_045261350.1
OG0000191	XP_031878464.1	XP_045258970.1
OG0000191	XP_031879403.1	XP_045267767.1
OG0000191	XP_066007923.1	XP_045258908.1
OG0000192	XP_031883459.1	XP_045259379.1
OG0000192	XP_066008664.1	XP_045267032.1
OG0000192	XP_031886454.1	XP_045265478.1
OG0000192	XP_031891147.1	XP_045263781.1
OG0000196	XP_066008027.1	XP_045265901.1
OG0000196	XP_031886028.1	XP_045260292.1
OG0000196	XP_031885861.1	XP_045269336.1
OG0000197	XP_031876338.1	XP_045260342.1
OG0000197	XP_031887538.1	XP_045262445.1
OG0000197	XP_031878860.1	XP_045261777.1
OG0000198	XP_031880440.1	XP_045266461.1
OG0000198	XP_031884191.2	XP_045270186.1
OG0000199	XP_031881514.2	XP_045264927.1
OG0000199	XP_031878197.1	XP_045267696.1
OG0000199	XP_031889276.1	XP_045268026.1
OG0000200	XP_031890725.1, XP_031890723.1, XP_031889660.2	XP_045269788.1
OG0000201	XP_031879948.1	XP_045258175.1
OG0000201	XP_031880782.1	XP_045266036.1
OG0000201	XP_031884245.1	XP_045262938.1
OG0000201	XP_066007102.1	XP_045257522.1
OG0000202	XP_031885556.1	XP_045269319.1
OG0000203	XP_031881029.2	XP_045269011.1
OG0000203	XP_031889330.1	XP_045256864.1
OG0000205	XP_031882960.1	XP_045267125.1
OG0000205	XP_031877930.1	XP_045270115.1
OG0000207	XP_031877126.1	XP_045263179.1
OG0000207	XP_031880403.1	XP_045266407.1
OG0000208	XP_066008226.1, XP_066007732.1, XP_031875335.1, XP_031875333.1, XP_066007597.1, XP_066008312.1, XP_031885237.1	XP_045266874.1
OG0000208	XP_031889663.1	XP_045269783.1
OG0000209	XP_031885758.1	XP_045269236.1
OG0000209	XP_031885762.1	XP_045269233.1
OG0000209	XP_031885693.1	XP_045269237.1, XP_045269244.1
OG0000210	XP_031889878.2	XP_045265138.1
OG0000210	XP_066007303.1	XP_045258302.1, XP_045258304.1
OG0000212	XP_031881083.1	XP_045259625.1
OG0000212	XP_031876057.1	XP_045261155.1
OG0000213	XP_066009518.1, XP_066007604.1	XP_045261105.1
OG0000213	XP_031881610.1	XP_045266559.1
OG0000213	XP_031887662.1	XP_045263010.1
OG0000214	XP_031881265.1	XP_045261715.1
OG0000214	XP_031888698.1	XP_045263460.1
OG0000214	XP_031893287.1	XP_045263186.1
OG0000214	XP_031886158.1	XP_045271149.1
OG0000216	XP_031884282.1	XP_045259148.1
OG0000216	XP_031886453.1	XP_045265479.1
OG0000216	XP_031889686.1	XP_045269769.1
OG0000217	XP_066008462.1	XP_045260327.1
OG0000218	XP_031883612.1	XP_045271056.1
OG0000218	XP_031876862.1	XP_045258998.1
OG0000219	XP_031883494.1	XP_045269967.1
OG0000219	XP_031876123.2	XP_045269435.1
OG0000220	XP_031893537.1	XP_045267270.1
OG0000220	XP_031889643.1	XP_045269671.1
OG0000221	XP_066009896.1	XP_045257182.1
OG0000221	XP_031878290.1	XP_045257181.1
OG0000222	XP_031877985.1	XP_045258772.1
OG0000222	XP_031885608.1	XP_045269245.1
OG0000223	XP_066008369.1, XP_066009407.1, XP_031889263.1	XP_045268002.1
OG0000224	XP_031880532.1	XP_045270683.1
OG0000224	XP_066008997.1	XP_045267246.1
OG0000224	XP_066009863.1	XP_045269182.1
OG0000225	XP_031889375.1	XP_045262317.1
OG0000225	XP_031892168.1	XP_045268958.1
OG0000226	XP_031888813.2	XP_045263381.1
OG0000226	XP_031887823.1	XP_045261410.1
OG0000227	XP_031876870.1	XP_045259003.1
OG0000227	XP_031881032.2	XP_045269037.1
OG0000228	XP_031885764.1	XP_045269231.1
OG0000228	XP_031884073.2	XP_045264164.1
OG0000229	XP_031892114.1	XP_045259222.1
OG0000229	XP_031885908.1	XP_045271148.1
OG0000230	XP_031893104.2	XP_045268776.1
OG0000230	XP_031892057.2	XP_045259256.1
OG0000231	XP_031878898.1	XP_045266990.1
OG0000231	XP_031880183.1	XP_045268102.1
OG0000232	XP_031885108.1	XP_045266910.1
OG0000232	XP_066007415.1	XP_045260983.1
OG0000233	XP_031879100.2	XP_045257945.1
OG0000233	XP_031877944.2	XP_045270081.1
OG0000234	XP_031881677.1	XP_045266609.1
OG0000234	XP_031884476.1	XP_045258872.1
OG0000235	XP_031885114.1	XP_045259464.1
OG0000235	XP_031887506.1	XP_045266345.1
OG0000236	XP_031891031.1, XP_066006762.1, XP_031876214.2, XP_031876318.1	XP_045260760.1
OG0000237	XP_031889135.2	XP_045262285.1
OG0000237	XP_031881368.1	XP_045264988.1
OG0000238	XP_031880382.1	XP_045266441.1
OG0000238	XP_066008315.1	XP_045266439.1, XP_045266440.1
OG0000239	XP_031880091.1	XP_045270980.1
OG0000239	XP_031887185.1	XP_045268542.1
OG0000240	XP_031876320.1, XP_066007149.1, XP_066009202.1, XP_031891123.1, XP_066006774.1	XP_045270926.1
OG0000241	XP_031888065.1	XP_045261343.1
OG0000242	XP_031890067.1	XP_045261996.1
OG0000242	XP_031881057.1	XP_045269075.1
OG0000242	XP_031889923.1	XP_045269778.1
OG0000243	XP_031880869.1	XP_045266028.1
OG0000243	XP_066007465.1	XP_045266027.1
OG0000244	XP_066008473.1	XP_045264601.1
OG0000244	XP_031883110.1, XP_031883109.1	XP_045267416.1
OG0000248	XP_031887254.2	XP_045268442.1
OG0000249	XP_031876298.2, XP_066009140.1, XP_031875584.1, XP_066009937.1	XP_045269262.1
OG0000250	XP_066008305.1	XP_045264556.1
OG0000250	XP_031893467.1	XP_045268745.1
OG0000251	XP_031875844.1	XP_045264704.1
OG0000251	XP_031879335.1	XP_045267832.1
OG0000252	XP_031879773.1	XP_045257720.1
OG0000253	XP_031885612.1	XP_045269240.1
OG0000253	XP_031883425.1	XP_045260923.1
OG0000254	XP_031883415.1	XP_045260903.1
OG0000255	XP_031882041.1	XP_045265311.1
OG0000255	XP_031890572.2	XP_045264054.1
OG0000256	XP_031893402.1	XP_045267556.1
OG0000256	XP_031888239.1	XP_045262627.1
OG0000257	XP_066008568.1	XP_045256987.1
OG0000258	XP_031878160.1	XP_045260962.1
OG0000258	XP_031877926.1	XP_045270075.1
OG0000259	XP_031879986.1	XP_045258115.1
OG0000259	XP_031881096.1	XP_045259585.1
OG0000260	XP_031893328.1	XP_045257559.1
OG0000260	XP_031888191.1	XP_045261251.1
OG0000260	XP_031880983.1	XP_045259612.1
OG0000261	XP_031882829.1	XP_045262502.1
OG0000261	XP_031887648.1	XP_045262345.1
OG0000262	XP_031878314.1	XP_045257191.1
OG0000262	XP_031877319.1	XP_045259071.1
OG0000263	XP_031888186.1	XP_045261365.1
OG0000263	XP_031892380.1	XP_045256441.1
OG0000264	XP_031893609.1	XP_045259980.1
OG0000265	XP_031884627.1	XP_045258879.1
OG0000265	XP_031877411.1	XP_045267620.1
OG0000266	XP_031884517.1	XP_045258833.1
OG0000266	XP_066009697.1	XP_045263908.1
OG0000267	XP_031884833.1	XP_045271379.1
OG0000268	XP_066007782.1	XP_045264859.1
OG0000268	XP_031883323.1	XP_045259767.1
OG0000269	XP_031886304.1, XP_031882560.1	XP_045259633.1, XP_045265385.1
OG0000270	XP_031879611.1	XP_045261902.1
OG0000270	XP_066008431.1	XP_045258721.1
OG0000271	XP_031877947.1	XP_045270089.1
OG0000271	XP_031882514.1	XP_045268596.1
OG0000271	XP_031877946.1	XP_045265206.1
OG0000272	XP_066009908.1	XP_045263903.1
OG0000272	XP_031886352.2	XP_045265418.1
OG0000272	XP_066007170.1	XP_045263038.1
OG0000273	XP_031892165.1	XP_045268955.1
OG0000273	XP_066009187.1	XP_045262274.1
OG0000274	XP_031881142.1	XP_045269038.1
OG0000275	XP_066007239.1	XP_045267782.1, XP_045263049.1
OG0000275	XP_031881396.1	XP_045263496.1
OG0000276	XP_031884038.1	XP_045264269.1
OG0000276	XP_031888748.1	XP_045263314.1
OG0000277	XP_031884009.1	XP_045264186.1
OG0000277	XP_031879003.2	XP_045258022.1
OG0000278	XP_031877278.1	XP_045265946.1
OG0000278	XP_031878749.1	XP_045257530.1
OG0000279	XP_031878092.1	XP_045261008.1
OG0000279	XP_031885600.2	XP_045269208.1
OG0000280	XP_031877190.1	XP_045265584.1
OG0000280	XP_031879941.2	XP_045258151.1
OG0000281	XP_031887070.1	XP_045270549.1
OG0000281	XP_031879882.1	XP_045258084.1
OG0000282	XP_031877555.2, XP_066009127.1, XP_031875404.1, XP_031876003.1, XP_066009277.1	XP_045267152.1
OG0000283	XP_031891803.1	XP_045268918.1
OG0000283	XP_031880765.1	XP_045270351.1
OG0000284	XP_031880028.1	XP_045271004.1
OG0000284	XP_031889413.2	XP_045262266.1
OG0000285	XP_031891729.1	XP_045259247.1
OG0000285	XP_031884326.1	XP_045259158.1
OG0000286	XP_031891731.1	XP_045260442.1
OG0000286	XP_031877412.2, XP_066009154.1	XP_045256809.1
OG0000287	XP_031878900.1	XP_045267010.1
OG0000287	XP_031891476.2	XP_045263659.1
OG0000288	XP_031891399.1	XP_045263749.1
OG0000288	XP_066008306.1	XP_045264512.1
OG0000289	XP_031877554.1, XP_031875403.2, XP_066007340.1, XP_066007104.1, XP_031876004.2	XP_045267153.1
OG0000290	XP_031880049.1	XP_045270993.1
OG0000290	XP_031888000.1	XP_045261233.1
OG0000291	XP_031889592.1	XP_045269623.1
OG0000291	XP_031885382.1	XP_045258649.1
OG0000292	XP_031885948.1	XP_045264596.1
OG0000292	XP_031881397.1	XP_045264899.1
OG0000293	XP_066007683.1	XP_045257803.1
OG0000293	XP_031884903.1	XP_045271256.1
OG0000294	XP_031884088.1	XP_045270216.1
OG0000294	XP_031881085.1	XP_045259628.1
OG0000295	XP_031878588.1	XP_045257658.1
OG0000296	XP_066009050.1	XP_045257551.1
OG0000296	XP_031892219.1	XP_045264773.1
OG0000297	XP_031887063.1	XP_045270587.1
OG0000297	XP_031892218.1	XP_045264772.1
OG0000298	XP_031882319.1	XP_045263543.1
OG0000298	XP_031876118.1	XP_045266526.1
OG0000299	XP_031887820.1	XP_045261213.1
OG0000299	XP_031888043.1	XP_045261219.1
OG0000300	XP_031875323.1, XP_066007065.1, XP_066007033.1, XP_066007727.1, XP_031875255.1, XP_031892066.1	XP_045260458.1
OG0000301	XP_031892224.1	XP_045264774.1
OG0000301	XP_031893611.1	XP_045259974.1
OG0000302	XP_031891775.1	XP_045260558.1
OG0000302	XP_031877461.1	XP_045257584.1
OG0000303	XP_031885555.1	XP_045269318.1
OG0000303	XP_031887409.1	XP_045268419.1
OG0000304	XP_031877731.1	XP_045263305.1, XP_045256476.1
OG0000304	XP_031876035.1	XP_045264396.1
OG0000305	XP_031890870.1	XP_045260609.1
OG0000305	XP_031882009.1	XP_045265286.1
OG0000306	XP_031878666.1	XP_045256710.1
OG0000306	XP_031888906.1	XP_045263365.1
OG0000307	XP_031879037.2	XP_045258019.1
OG0000307	XP_031879342.1	XP_045267829.1
OG0000308	XP_031883737.1	XP_045271103.1
OG0000308	XP_031881845.2	XP_045259844.1
OG0000308	XP_031881823.1	XP_045259843.1
OG0000309	XP_031877132.1	XP_045263143.1
OG0000310	XP_031877368.2	XP_045259025.1
OG0000311	XP_031890520.1	XP_045265919.1
OG0000311	XP_031888126.1	XP_045261305.1
OG0000311	XP_031880649.1	XP_045270294.1
OG0000312	XP_031893178.1	XP_045268684.1
OG0000312	XP_031884529.1	XP_045256119.1
OG0000313	XP_031884629.1	XP_045256125.1
OG0000313	XP_031893188.1	XP_045268682.1
OG0000314	XP_066007887.1	XP_045269765.1
OG0000314	XP_031883369.1	XP_045260863.1
OG0000315	XP_031886157.1	XP_045260303.1
OG0000315	XP_031891611.1	XP_045263792.1
OG0000316	XP_031875721.2	XP_045257310.1
OG0000316	XP_031876062.1	XP_045261154.1
OG0000317	XP_031876109.1	XP_045266514.1
OG0000317	XP_031877392.2	XP_045267604.1
OG0000317	XP_031892441.1	XP_045265525.1, XP_045271402.1
OG0000318	XP_031885017.1	XP_045259489.1
OG0000318	XP_031880945.1	XP_045266016.1
OG0000319	XP_031886811.1	XP_045260364.1
OG0000319	XP_066009196.1	XP_045268110.1
OG0000322	XP_031879091.1	XP_045257985.1
OG0000322	XP_031888504.1	XP_045262699.1
OG0000322	XP_066008521.1	XP_045269156.1
OG0000324	XP_066006990.1, XP_066007040.1, XP_066006903.1, XP_066007093.1, XP_031876170.2, XP_031875353.2	XP_045258309.1, XP_045258308.1
OG0000326	XP_066009182.1, XP_031876304.1, XP_031876207.1	XP_045268318.1
OG0000327	XP_031887689.1	XP_045270753.1
OG0000328	XP_031883471.1	XP_045269974.1
OG0000328	XP_066007855.1	XP_045258874.1
OG0000329	XP_031877979.1	XP_045270120.1
OG0000329	XP_066009312.1	XP_045266292.1
OG0000330	XP_031878538.1	XP_045257767.1
OG0000330	XP_031879768.1	XP_045257366.1
OG0000331	XP_031885284.1	XP_045266957.1
OG0000331	XP_031878282.1	XP_045257223.1
OG0000332	XP_031884147.1	XP_045257538.1
OG0000332	XP_031888974.1	XP_045263286.1
OG0000333	XP_031879075.1	XP_045257953.1
OG0000333	XP_031889012.1	XP_045263356.1
OG0000335	XP_066007773.1	XP_045271354.1
OG0000335	XP_031879965.2	XP_045258127.1
OG0000336	XP_031883005.1	XP_045267391.1
OG0000336	XP_031893533.1	XP_045268630.1
OG0000337	XP_031891596.1	XP_045256567.1
OG0000337	XP_031878418.1	XP_045269920.1
OG0000338	XP_031880694.1	XP_045269129.1
OG0000338	XP_031878323.1	XP_045257215.1
OG0000339	XP_031892268.1	XP_045260416.1
OG0000339	XP_031892336.1	XP_045256314.1
OG0000340	XP_031892995.1	XP_045268832.1
OG0000340	XP_031890866.1	XP_045260613.1
OG0000341	XP_031891937.1	XP_045259308.1
OG0000341	XP_031890093.1	XP_045257419.1
OG0000342	XP_031888833.1	XP_045258511.1
OG0000342	XP_031877955.1	XP_045270108.1
OG0000343	XP_031883225.2	XP_045267330.1
OG0000343	XP_031883593.1	XP_045271113.1
OG0000344	XP_031877152.1	XP_045263130.1
OG0000345	XP_031879392.1	XP_045267739.1
OG0000345	XP_031883524.1	XP_045269995.1
OG0000346	XP_031881349.1	XP_045264967.1
OG0000347	XP_031884795.1	XP_045260142.1
OG0000348	XP_031884312.1	XP_045259093.1
OG0000348	XP_031892911.1	XP_045267292.1
OG0000349	XP_031889431.1	XP_045256850.1
OG0000350	XP_031878684.1	XP_045263001.1
OG0000350	XP_031892078.1	XP_045260560.1
OG0000350	XP_066009709.1	XP_045257214.1
OG0000352	XP_031892753.1	XP_045256367.1
OG0000353	XP_031877743.1	XP_045256531.1
OG0000353	XP_031885142.1	XP_045266951.1
OG0000355	XP_031884588.1	XP_045258923.1
OG0000355	XP_031881046.1	XP_045269027.1
OG0000356	XP_031883160.1	XP_045259888.1
OG0000356	XP_031877988.1	XP_045258769.1
OG0000357	XP_031891539.1	XP_045263859.1
OG0000357	XP_031891895.1	XP_045259338.1
OG0000358	XP_031891894.1	XP_045259337.1
OG0000358	XP_031891542.1	XP_045263858.1
OG0000360	XP_031885553.1	XP_045258580.1
OG0000360	XP_031884987.1	XP_045260171.1
OG0000361	XP_031884986.1	XP_045260172.1
OG0000361	XP_031889916.1	XP_045265103.1
OG0000362	XP_031881406.1	XP_045264933.1
OG0000362	XP_031885903.1	XP_045264641.1
OG0000363	XP_031892102.1	XP_045268892.1
OG0000363	XP_031893194.1	XP_045263181.1
OG0000364	XP_031885135.1	XP_045266937.1
OG0000364	XP_031891911.1	XP_045268887.1
OG0000367	XP_031883166.2	XP_045267442.1
OG0000367	XP_031885130.1	XP_045266938.1
OG0000368	XP_031885117.1	XP_045266921.1
OG0000368	XP_031893526.1	XP_045268632.1
OG0000368	XP_031878191.1	XP_045267673.1
OG0000369	XP_031887854.1	XP_045261354.1
OG0000369	XP_031878947.2	XP_045267049.1
OG0000370	XP_031890650.1	XP_045264075.1
OG0000373	XP_031876092.1	XP_045266535.1
OG0000373	XP_031879574.1	XP_045261861.1
OG0000374	XP_031884869.1	XP_045271332.1
OG0000374	XP_066008359.1	XP_045261598.1
OG0000375	XP_031890303.1	XP_045269553.1
OG0000375	XP_031892884.1	XP_045256283.1
OG0000376	XP_031884876.1, XP_031884854.1	XP_045271293.1
OG0000377	XP_031889100.1	XP_045268052.1
OG0000377	XP_031885009.1	XP_045259453.1
OG0000378	XP_031889095.1	XP_045268056.1
OG0000378	XP_031891962.1	XP_045260404.1
OG0000379	XP_031882513.1	XP_045268595.1
OG0000379	XP_031884698.1	XP_045271386.1
OG0000380	XP_031892454.2	XP_045271408.1
OG0000380	XP_031888061.1	XP_045261339.1
OG0000381	XP_031889325.1	XP_045262253.1
OG0000381	XP_031883012.2	XP_045259900.1
OG0000382	XP_031883033.2	XP_045267340.1
OG0000383	XP_066007135.1	XP_045263075.1
OG0000384	XP_031880104.1	XP_045256915.1
OG0000384	XP_031893122.1	XP_045267245.1
OG0000385	XP_031888077.1	XP_045261189.1
OG0000385	XP_031890017.1	XP_045257421.1
OG0000385	XP_031876284.1	XP_045265150.1
OG0000386	XP_066008902.1	XP_045257420.1
OG0000386	XP_031876285.1	XP_045265149.1
OG0000386	XP_031888072.1	XP_045261190.1
OG0000387	XP_031888069.1	XP_045261346.1
OG0000387	XP_031881401.1	XP_045264903.1
OG0000388	XP_031878767.1	XP_045257502.1
OG0000388	XP_031890261.1	XP_045261971.1
OG0000389	XP_031878265.1	XP_045257186.1
OG0000389	XP_031881881.1	XP_045257019.1
OG0000390	XP_031889814.1	XP_045265019.1
OG0000390	XP_031879182.1	XP_045266197.1
OG0000391	XP_066007819.1, XP_066007682.1, XP_066006939.1, XP_031886784.2, XP_066007003.1, XP_066007778.1, XP_066007581.1, XP_031877162.1	XP_045263152.1
OG0000392	XP_031891898.1	XP_045268870.1
OG0000393	XP_031879354.1	XP_045267717.1
OG0000393	XP_031888828.2	XP_045258515.1
OG0000394	XP_031888962.2	XP_045258422.1
OG0000394	XP_031893399.1	XP_045267553.1
OG0000395	XP_031880953.1	XP_045266022.1
OG0000395	XP_031893078.1	XP_045268735.1
OG0000396	XP_031878506.1	XP_045258946.1
OG0000396	XP_031877399.1	XP_045267596.1
OG0000397	XP_031880837.1	XP_045266124.1
OG0000398	XP_031875705.1	XP_045257321.1
OG0000398	XP_031877154.1	XP_045263169.1
OG0000400	XP_031885505.1	XP_045258714.1
OG0000400	XP_031885506.1	XP_045258713.1
OG0000401	XP_031877365.1	XP_045259081.1
OG0000401	XP_031890899.2	XP_045270919.1
OG0000401	XP_031876450.1	XP_045261117.1
OG0000402	XP_066007203.1	XP_045263021.1
OG0000402	XP_031885935.1	XP_045264610.1
OG0000403	XP_031882946.1	XP_045262536.1
OG0000403	XP_031885016.2	XP_045259483.1
OG0000404	XP_031890258.1	XP_045261985.1, XP_045261981.1
OG0000406	XP_031893322.1	XP_045268810.1
OG0000408	XP_066008847.1	XP_045259278.1
OG0000409	XP_031884297.2	XP_045261711.1
OG0000410	XP_031880807.1	XP_045266137.1
OG0000412	XP_031892439.1	XP_045266370.1
OG0000413	XP_031892817.1	XP_045266371.1
OG0000413	XP_031882990.2	XP_045259922.1
OG0000414	XP_031890272.1	XP_045257926.1
OG0000415	XP_031887758.1	XP_045262435.1
OG0000415	XP_031881998.1	XP_045258340.1
OG0000416	XP_031887764.2	XP_045262433.1
OG0000416	XP_031879539.2	XP_045261910.1
OG0000417	XP_031883862.1	XP_045264330.1
OG0000418	XP_031888435.1	XP_045262620.1
OG0000418	XP_031875682.1	XP_045256808.1
OG0000419	XP_031877436.1	XP_045264498.1
OG0000419	XP_031875630.1	XP_045256194.1
OG0000420	XP_031881691.1	XP_045264559.1
OG0000421	XP_031891920.1	XP_045260543.1
OG0000422	XP_031892805.1	XP_045256226.1
OG0000422	XP_031885107.1	XP_045266909.1
OG0000423	XP_031877437.1	XP_045267610.1
OG0000424	XP_031890218.1	XP_045257425.1
OG0000424	XP_031884483.1	XP_045258199.1
OG0000425	XP_031875736.1, XP_031886346.1	XP_045269718.1
OG0000426	XP_031892954.1	XP_045267213.1
OG0000427	XP_031892374.1	XP_045256443.1
OG0000428	XP_031885917.1	XP_045260335.1
OG0000428	XP_031882551.1	XP_045256096.1
OG0000429	XP_031882471.2	XP_045266750.1
OG0000429	XP_031883964.2	XP_045264136.1
OG0000431	XP_066008722.1	XP_045259284.1
OG0000432	XP_031883530.2	XP_045259385.1
OG0000433	XP_031883791.2, XP_066007106.1, XP_066008917.1, XP_066009274.1, XP_066007330.1, XP_066006872.1, XP_031881064.1	XP_045269065.1
OG0000434	XP_031889670.1	XP_045265130.1
OG0000434	XP_031891739.1	XP_045259242.1
OG0000435	XP_031883879.1	XP_045264157.1
OG0000436	XP_031883810.2	XP_045264145.1
OG0000437	XP_031892276.1	XP_045264786.1
OG0000437	XP_066009793.1	XP_045257271.1
OG0000438	XP_031881499.1	XP_045264947.1
OG0000439	XP_066007424.1	XP_045270925.1
OG0000439	XP_031881477.1	XP_045264977.1
OG0000440	XP_031875888.2	XP_045261822.1
OG0000440	XP_031881525.1	XP_045264877.1
OG0000441	XP_031884193.1	XP_045270185.1
OG0000442	XP_031885904.1	XP_045264646.1
OG0000442	XP_031879077.1	XP_045257966.1
OG0000442	XP_031875802.1	XP_045260941.1
OG0000445	XP_031889421.1	XP_045267885.1
OG0000445	XP_066007546.1	XP_045266246.1
OG0000446	XP_031878798.1	XP_045256663.1
OG0000446	XP_031892192.1	XP_045268975.1
OG0000447	XP_031880135.1	XP_045271007.1
OG0000447	XP_031878292.2	XP_045257267.1
OG0000448	XP_031878365.1	XP_045269945.1
OG0000449	XP_031878888.1	XP_045267015.1
OG0000450	XP_031889358.1	XP_045262294.1
OG0000450	XP_066008314.1	XP_045261277.1
OG0000451	XP_031878964.1	XP_045267041.1
OG0000452	XP_066009487.1	XP_045263532.1
OG0000453	XP_031884091.1	XP_045270215.1
OG0000453	XP_031880786.1	XP_045266032.1
OG0000454	XP_031877029.1	XP_045270260.1
OG0000454	XP_031891540.2	XP_045263860.1
OG0000455	XP_031877433.1	XP_045264495.1
OG0000456	XP_031878835.1	XP_045261776.1
OG0000456	XP_031892262.2	XP_045260422.1
OG0000457	XP_031878129.1	XP_045261035.1
OG0000458	XP_031883761.2, XP_031890097.2	XP_045257423.1
OG0000458	XP_031882981.1	XP_045267347.1
OG0000459	XP_031886445.1	XP_045265506.1
OG0000459	XP_066007763.1	XP_045265505.1
OG0000459	XP_066007860.1	XP_045258854.1
OG0000460	XP_031880177.2	XP_045270997.1
OG0000460	XP_066007598.1	XP_045260085.1
OG0000461	XP_031889748.1	XP_045265072.1
OG0000461	XP_031891062.1	XP_045270819.1
OG0000462	XP_031875759.1	XP_045271195.1
OG0000462	XP_031875292.1	XP_045267144.1
OG0000463	XP_031886319.1	XP_045265445.1
OG0000463	XP_031882611.1	XP_045263018.1
OG0000464	XP_031891039.1	XP_045260787.1
OG0000465	XP_031883071.1	XP_045267422.1
OG0000465	XP_031881838.1	XP_045259551.1
OG0000465	XP_031885635.1	XP_045269222.1
OG0000466	XP_066009678.1	XP_045267630.1
OG0000466	XP_066008875.1	XP_045268934.1
OG0000467	XP_031877135.1	XP_045263131.1
OG0000467	XP_031877198.1	XP_045265587.1
OG0000468	XP_031890293.1	XP_045262079.1
OG0000468	XP_031884734.1	XP_045271296.1
OG0000469	XP_031879400.1	XP_045267825.1
OG0000469	XP_031890781.1	XP_045270868.1
OG0000470	XP_031893017.1	XP_045267583.1
OG0000470	XP_066008100.1	XP_045257451.1
OG0000471	XP_031893203.1	XP_045267263.1
OG0000472	XP_031893374.1	XP_045267211.1
OG0000473	XP_031893301.1	XP_045268826.1
OG0000474	XP_031893099.1	XP_045268781.1
OG0000474	XP_031892599.1	XP_045267098.1
OG0000475	XP_031887956.1	XP_045261274.1
OG0000475	XP_031887959.1	XP_045261275.1
OG0000476	XP_066008815.1	XP_045267463.1
OG0000476	XP_031884647.1	XP_045258852.1
OG0000477	XP_031881851.1	XP_045269142.1
OG0000478	XP_031881836.1	XP_045269141.1
OG0000478	XP_031882884.1	XP_045265835.1
OG0000479	XP_031877285.1	XP_045265948.1
OG0000480	XP_066007058.1	XP_045264831.1
OG0000481	XP_031876027.1	XP_045264408.1, XP_045260549.1
OG0000481	XP_031882528.2	XP_045263092.1
OG0000481	XP_031880364.1	XP_045266504.1
OG0000482	XP_031883418.1	XP_045260906.1
OG0000482	XP_031880239.1	XP_045268116.1
