Orthogroup	Colletotrichum_fructicola	Colletotrichum_karsti
OG0000274	XP_031877059.1	XP_038743417.1
OG0000274	XP_031881142.1	XP_038749600.1
OG0000275	XP_031881396.1	XP_038739186.1, XP_038739193.1
OG0000276	XP_031884038.1	XP_038743135.1
OG0000276	XP_031888748.1	XP_038746575.1
OG0000277	XP_031884009.1	XP_038743198.1
OG0000277	XP_031879003.2	XP_038741851.1
OG0000278	XP_031877278.1	XP_038749917.1
OG0000278	XP_031878749.1	XP_038747825.1
OG0000279	XP_031878092.1	XP_038742788.1
OG0000279	XP_031885600.2	XP_038747905.1
OG0000280	XP_031877190.1	XP_038745073.1
OG0000280	XP_031879941.2	XP_038740062.1
OG0000281	XP_031887070.1	XP_038750777.1
OG0000281	XP_031879882.1	XP_038740083.1
OG0000283	XP_031891803.1	XP_038743653.1
OG0000283	XP_031880765.1	XP_038750618.1
OG0000284	XP_031880028.1	XP_038747793.1
OG0000284	XP_031889413.2	XP_038750111.1
OG0000285	XP_031891729.1	XP_038743736.1
OG0000285	XP_031884326.1	XP_038743389.1
OG0000286	XP_031877412.2, XP_066009154.1	XP_038743331.1
OG0000287	XP_031878900.1	XP_038738765.1
OG0000287	XP_031891476.2	XP_038744287.1
OG0000288	XP_031891399.1	XP_038744141.1, XP_038747503.1
OG0000288	XP_066008306.1	XP_038739383.1, XP_038739839.1, XP_038745832.1
OG0000290	XP_031880049.1	XP_038747812.1
OG0000290	XP_031888000.1	XP_038741430.1
OG0000291	XP_031889592.1	XP_038746429.1
OG0000291	XP_031885382.1	XP_038747264.1
OG0000292	XP_031885948.1	XP_038743949.1
OG0000292	XP_031881397.1	XP_038741984.1, XP_038743834.1
OG0000293	XP_066007683.1	XP_038740763.1
OG0000293	XP_031884903.1	XP_038746144.1
OG0000294	XP_031884088.1	XP_038743322.1
OG0000294	XP_031881085.1	XP_038749516.1
OG0000295	XP_031877027.2	XP_038743430.1
OG0000295	XP_031878588.1	XP_038745345.1
OG0000295	XP_031889509.1	XP_038746300.1
OG0000296	XP_066009050.1	XP_038738702.1, XP_038742378.1
OG0000296	XP_031892219.1	XP_038742258.1
OG0000297	XP_031887063.1	XP_038738944.1
OG0000297	XP_031892218.1	XP_038742259.1
OG0000298	XP_031882319.1	XP_038744362.1
OG0000298	XP_031876118.1	XP_038744539.1
OG0000299	XP_031887820.1, XP_031888043.1	XP_038749892.1
OG0000300	XP_031875323.1, XP_066007065.1, XP_066007033.1, XP_066007727.1, XP_031875255.1, XP_031892066.1	XP_038740498.1
OG0000301	XP_031892224.1	XP_038742257.1
OG0000301	XP_031893611.1	XP_038744119.1
OG0000302	XP_031891775.1	XP_038740551.1
OG0000303	XP_031885555.1	XP_038745749.1
OG0000303	XP_031887409.1	XP_038751643.1
OG0000304	XP_031877731.1	XP_038747059.1, XP_038748917.1
OG0000305	XP_031890870.1	XP_038747745.1
OG0000305	XP_031882009.1	XP_038743034.1
OG0000307	XP_031879037.2	XP_038741854.1
OG0000308	XP_031881823.1	XP_038747929.1, XP_038744340.1
OG0000309	XP_031877132.1	XP_038744203.1
OG0000310	XP_031883177.1	XP_038740809.1
OG0000310	XP_031877368.2	XP_038740812.1, XP_038739303.1
OG0000311	XP_031890520.1, XP_031888126.1	XP_038746509.1
OG0000311	XP_031880649.1	XP_038750507.1
OG0000312	XP_031893178.1	XP_038741206.1
OG0000312	XP_031884529.1	XP_038749723.1
OG0000313	XP_031884629.1	XP_038739435.1
OG0000313	XP_031893188.1	XP_038741209.1
OG0000314	XP_066007887.1	XP_038746299.1
OG0000314	XP_031883369.1	XP_038745433.1
OG0000315	XP_031886157.1	XP_038744023.1
OG0000315	XP_031891611.1	XP_038747429.1
OG0000316	XP_031875721.2	XP_038740133.1
OG0000316	XP_031876062.1	XP_038749935.1
OG0000317	XP_031876109.1	XP_038742763.1
OG0000317	XP_031877392.2	XP_038745589.1
OG0000318	XP_031885017.1	XP_038742147.1
OG0000318	XP_031880945.1	XP_038749968.1
OG0000319	XP_031886811.1	XP_038743482.1
OG0000319	XP_066009196.1	XP_038750327.1
OG0000322	XP_031879091.1, XP_031888504.1	XP_038748725.1
OG0000322	XP_066008521.1	XP_038745224.1
OG0000325	XP_031875392.1, XP_031887235.1	XP_038748218.1, XP_038742060.1
OG0000326	XP_066009182.1, XP_031876304.1, XP_031876207.1	XP_038751529.1
OG0000327	XP_031893098.1	XP_038741598.1
OG0000327	XP_031887689.1	XP_038751364.1
OG0000328	XP_031883471.1	XP_038742064.1
OG0000328	XP_066007855.1	XP_038740673.1, XP_038746618.1
OG0000329	XP_031877979.1	XP_038748303.1
OG0000329	XP_066009312.1	XP_038751291.1
OG0000330	XP_031889526.2	XP_038746496.1
OG0000330	XP_031879768.1	XP_038740717.1
OG0000331	XP_031885284.1	XP_038742494.1
OG0000331	XP_031878282.1	XP_038740359.1
OG0000332	XP_031884147.1	XP_038743272.1
OG0000332	XP_031888974.1	XP_038746559.1
OG0000335	XP_066007773.1	XP_038745998.1
OG0000335	XP_031879965.2	XP_038740116.1
OG0000336	XP_031893533.1	XP_038741615.1
OG0000337	XP_031891596.1	XP_038741042.1
OG0000337	XP_031878418.1	XP_038741157.1
OG0000338	XP_031880694.1	XP_038749710.1
OG0000338	XP_031878323.1	XP_038740365.1
OG0000339	XP_031892268.1	XP_038740537.1
OG0000339	XP_031892336.1	XP_038744509.1
OG0000340	XP_031892995.1	XP_038741558.1
OG0000340	XP_031890866.1	XP_038744843.1
OG0000341	XP_031891937.1	XP_038743800.1
OG0000341	XP_031890093.1	XP_038739038.1
OG0000342	XP_031890954.2	XP_038746511.1
OG0000342	XP_031888833.1	XP_038748783.1
OG0000342	XP_031877955.1	XP_038748293.1
OG0000343	XP_031883593.1	XP_038740667.1
OG0000344	XP_031877977.1	XP_038748254.1
OG0000344	XP_031877152.1	XP_038744236.1
OG0000345	XP_031879392.1	XP_038746949.1
OG0000345	XP_031883524.1	XP_038748179.1
OG0000346	XP_031876835.1, XP_031881349.1	XP_038747432.1
OG0000347	XP_031884795.1	XP_038740850.1
OG0000347	XP_066009653.1	XP_038747328.1, XP_038747977.1, XP_038739524.1
OG0000348	XP_031884312.1	XP_038751008.1
OG0000348	XP_031892911.1	XP_038746995.1
OG0000349	XP_031889431.1	XP_038750016.1
OG0000350	XP_031878684.1	XP_038740390.1
OG0000352	XP_031892753.1	XP_038748824.1
OG0000352	XP_031888891.1	XP_038746610.1
OG0000353	XP_031877743.1	XP_038748880.1
OG0000353	XP_031885142.1	XP_038742640.1, XP_038740124.1
OG0000354	XP_031875685.1	XP_038740808.1
OG0000355	XP_031884588.1	XP_038741989.1
OG0000355	XP_031881046.1	XP_038749612.1
OG0000356	XP_031883160.1	XP_038744721.1
OG0000357	XP_031891539.1	XP_038751213.1
OG0000357	XP_031891895.1	XP_038743831.1
OG0000358	XP_031891894.1	XP_038743830.1
OG0000358	XP_031891542.1	XP_038751212.1
OG0000360	XP_031885553.1	XP_038739960.1
OG0000360	XP_031884987.1	XP_038746086.1
OG0000361	XP_031884986.1, XP_031889916.1	XP_038746087.1
OG0000362	XP_031881406.1	XP_038739172.1
OG0000363	XP_031892102.1	XP_038743634.1
OG0000364	XP_031885135.1	XP_038742509.1
OG0000364	XP_031891911.1	XP_038743625.1
OG0000365	XP_031884894.1, XP_066007605.1	XP_038741357.1
OG0000367	XP_031883166.2	XP_038744853.1
OG0000367	XP_031885130.1	XP_038742508.1
OG0000368	XP_031885117.1	XP_038742524.1
OG0000369	XP_031887854.1	XP_038748251.1
OG0000369	XP_031878947.2	XP_038744908.1
OG0000370	XP_031878965.1	XP_038744907.1
OG0000370	XP_031890650.1	XP_038748450.1
OG0000372	XP_031875851.1, XP_066007344.1, XP_031880556.2, XP_066009256.1, XP_031877549.1	XP_038744841.1
OG0000373	XP_031876092.1	XP_038744524.1
OG0000373	XP_031879574.1	XP_038739143.1
OG0000374	XP_031884869.1	XP_038746034.1
OG0000374	XP_066008359.1	XP_038747030.1
OG0000375	XP_031890303.1	XP_038739389.1
OG0000376	XP_031884876.1, XP_031884854.1	XP_038746062.1
OG0000377	XP_031889100.1	XP_038750289.1
OG0000377	XP_031885009.1	XP_038742164.1
OG0000378	XP_031889095.1	XP_038750294.1
OG0000378	XP_031891962.1	XP_038740562.1
OG0000379	XP_031882513.1	XP_038751783.1
OG0000379	XP_031884698.1	XP_038745977.1
OG0000380	XP_031892454.2	XP_038745958.1
OG0000380	XP_031888061.1	XP_038741353.1
OG0000381	XP_031889325.1	XP_038750118.1
OG0000381	XP_031883012.2	XP_038744710.1
OG0000382	XP_031883033.2	XP_038744771.1
OG0000382	XP_031889396.1	XP_038741300.1
OG0000383	XP_066007135.1	XP_038744201.1
OG0000384	XP_031880104.1	XP_038747783.1
OG0000384	XP_031893122.1	XP_038739320.1
OG0000385	XP_031888077.1	XP_038741464.1
OG0000386	XP_031888072.1	XP_038741463.1
OG0000387	XP_031888069.1	XP_038741330.1
OG0000387	XP_031881401.1	XP_038743833.1
OG0000388	XP_031878767.1	XP_038741828.1
OG0000388	XP_031890261.1	XP_038739659.1
OG0000389	XP_031878265.1	XP_038745627.1, XP_038741799.1
OG0000389	XP_031881881.1	XP_038747890.1
OG0000390	XP_031889814.1	XP_038746183.1
OG0000390	XP_031879182.1	XP_038751973.1
OG0000392	XP_066007620.1	XP_038742977.1
OG0000392	XP_031891898.1	XP_038747864.1
OG0000393	XP_031879354.1	XP_038746942.1
OG0000394	XP_031893399.1	XP_038741496.1
OG0000395	XP_031880953.1	XP_038749973.1
OG0000395	XP_031893078.1	XP_038749854.1
OG0000396	XP_031878506.1	XP_038740765.1
OG0000396	XP_031877399.1	XP_038746861.1
OG0000397	XP_031880837.1	XP_038749875.1
OG0000398	XP_031875705.1	XP_038740142.1
OG0000398	XP_031877154.1	XP_038747644.1
OG0000399	XP_031886336.1, XP_066007144.1, XP_066006771.1, XP_066009072.1	XP_038745062.1
OG0000400	XP_031885505.1	XP_038747201.1
OG0000400	XP_031885506.1	XP_038747202.1
OG0000400	XP_031885503.1	XP_038747200.1
OG0000401	XP_031877365.1	XP_038739916.1
OG0000401	XP_031876450.1	XP_038742956.1
OG0000402	XP_066007203.1	XP_038740807.1
OG0000402	XP_031885935.1	XP_038743936.1
OG0000403	XP_031882946.1, XP_031885016.2	XP_038742635.1
OG0000406	XP_031893322.1	XP_038739408.1, XP_038743932.1, XP_038744452.1
OG0000408	XP_066008847.1	XP_038743771.1
OG0000409	XP_031884297.2	XP_038748344.1
OG0000410	XP_031880807.1	XP_038749851.1
OG0000412	XP_031892439.1	XP_038749036.1
OG0000413	XP_031892817.1	XP_038749037.1
OG0000413	XP_031882990.2	XP_038744698.1
OG0000414	XP_031887568.1	XP_038751201.1
OG0000415	XP_031887758.1	XP_038751133.1
OG0000415	XP_031881998.1	XP_038751224.1
OG0000416	XP_031887764.2	XP_038751131.1
OG0000417	XP_031884074.1	XP_038743082.1
OG0000417	XP_031883862.1	XP_038743081.1
OG0000418	XP_031888435.1	XP_038749316.1
OG0000419	XP_031877436.1	XP_038746851.1
OG0000420	XP_066007900.1	XP_038746418.1
OG0000420	XP_031881691.1	XP_038744678.1
OG0000422	XP_031885107.1	XP_038742517.1
OG0000423	XP_031877437.1	XP_038743999.1
OG0000424	XP_031890218.1	XP_038739040.1
OG0000424	XP_031884483.1	XP_038746531.1
OG0000425	XP_031875736.1	XP_038742059.1
OG0000427	XP_031892374.1	XP_038748796.1
OG0000428	XP_031882551.1	XP_038738787.1
OG0000429	XP_031882471.2	XP_038751832.1
OG0000430	XP_066008155.1	XP_038748626.1
OG0000432	XP_031883530.2	XP_038749664.1, XP_038748125.1
OG0000433	XP_031883791.2, XP_066007106.1, XP_066008917.1, XP_066009274.1, XP_066007330.1, XP_066006872.1, XP_031881064.1	XP_038749646.1
OG0000434	XP_031889670.1	XP_038746271.1
OG0000434	XP_031891739.1	XP_038743737.1
OG0000435	XP_031883879.1	XP_038743214.1
OG0000437	XP_066009793.1	XP_038740329.1
OG0000438	XP_031881499.1	XP_038740940.1
OG0000439	XP_066007424.1, XP_066008818.1	XP_038750338.1
OG0000439	XP_031881477.1	XP_038740924.1
OG0000440	XP_031875888.2	XP_038738730.1
OG0000440	XP_031881525.1	XP_038739199.1
OG0000441	XP_031884193.1	XP_038743375.1
OG0000442	XP_031875802.1	XP_038742726.1
OG0000445	XP_031889421.1	XP_038750164.1
OG0000446	XP_031878798.1	XP_038750928.1
OG0000448	XP_031878365.1	XP_038743455.1
OG0000449	XP_031878888.1	XP_038738767.1
OG0000450	XP_066008314.1	XP_038741387.1
OG0000451	XP_031878964.1	XP_038744925.1
OG0000451	XP_031878974.1	XP_038751972.1, XP_038744926.1
OG0000453	XP_031880786.1	XP_038742901.1
OG0000454	XP_031877029.1, XP_031891540.2	XP_038751214.1
OG0000455	XP_031877433.1, XP_066009934.1	XP_038744481.1
OG0000456	XP_031878835.1	XP_038750883.1
OG0000457	XP_031878502.1	XP_038740774.1
OG0000458	XP_031883761.2	XP_038744946.1
OG0000458	XP_031890097.2	XP_038744780.1
OG0000459	XP_031886445.1, XP_066007763.1, XP_066007860.1	XP_038744936.1
OG0000460	XP_031880177.2	XP_038747797.1
OG0000460	XP_066007598.1	XP_038741289.1
OG0000461	XP_031889748.1	XP_038746230.1
OG0000461	XP_031891062.1	XP_038747754.1
OG0000463	XP_031886319.1	XP_038745011.1
OG0000463	XP_031882611.1	XP_038741768.1
OG0000464	XP_031891039.1	XP_038745524.1
OG0000465	XP_031883071.1, XP_031881838.1, XP_031885635.1	XP_038747877.1
OG0000466	XP_066009678.1, XP_066008875.1	XP_038743659.1
OG0000466	XP_066007398.1	XP_038750083.1
OG0000467	XP_031877135.1	XP_038744237.1
OG0000467	XP_031877198.1	XP_038745075.1
OG0000468	XP_031890293.1, XP_031884734.1	XP_038739065.1
OG0000469	XP_031879400.1	XP_038747320.1
OG0000469	XP_031890781.1	XP_038747680.1
OG0000470	XP_066008100.1	XP_038745234.1
OG0000471	XP_031893203.1	XP_038739334.1
OG0000472	XP_031893374.1, XP_066007685.1, XP_066007062.1, XP_066007068.1, XP_066006946.1, XP_031875443.2	XP_038741325.1
OG0000473	XP_031888965.1	XP_038746690.1
OG0000473	XP_031893301.1	XP_038741548.1
OG0000474	XP_031893099.1	XP_038741304.1
OG0000475	XP_031887956.1	XP_038742253.1, XP_038741385.1
OG0000475	XP_031887959.1	XP_038748837.1, XP_038748662.1
OG0000476	XP_066008815.1, XP_031884647.1	XP_038741961.1
OG0000477	XP_031881851.1	XP_038747869.1
OG0000477	XP_066009618.1	XP_038749025.1
OG0000478	XP_031881836.1	XP_038747868.1
OG0000479	XP_031877285.1	XP_038749919.1
OG0000481	XP_031876027.1	XP_038738701.1
OG0000481	XP_031882528.2, XP_031880364.1	XP_038744588.1
OG0000482	XP_031880239.1	XP_038750330.1
OG0000483	XP_031882206.1, XP_066009577.1	XP_038744899.1, XP_038748417.1
OG0000484	XP_031890497.1, XP_031890496.1	XP_038738891.1
OG0000486	XP_031876782.1	XP_038739726.1
OG0000489	XP_031890745.1	XP_038747692.1
OG0000493	XP_031878728.2	XP_038741482.1
OG0000495	XP_031877891.1	XP_038748283.1
OG0000495	XP_031881546.1	XP_038744682.1
OG0000496	XP_066008648.1	XP_038747614.1
OG0000497	XP_031884579.1	XP_038742441.1
OG0000498	XP_031890128.1	XP_038742698.1
OG0000498	XP_066008826.1	XP_038740536.1
OG0000499	XP_031884227.1	XP_038747940.1
OG0000499	XP_066009092.1	XP_038745719.1
OG0000501	XP_031881000.1	XP_038749554.1
OG0000502	XP_031891143.1	XP_038747458.1
OG0000503	XP_031892202.2	XP_038742373.1
OG0000504	XP_031883769.1, XP_031891921.1	XP_038743344.1
OG0000505	XP_031877688.1	XP_038748860.1
OG0000506	XP_066008295.1	XP_038744575.1
OG0000507	XP_031881144.1	XP_038749650.1
OG0000508	XP_066009522.1	XP_038746605.1
OG0000509	XP_031888765.2	XP_038746606.1
OG0000510	XP_031881146.1	XP_038749644.1
OG0000510	XP_031879754.1	XP_038747839.1, XP_038740626.1
OG0000511	XP_031883929.1	XP_038743151.1
OG0000512	XP_031892936.1, XP_031878650.1	XP_038743199.1
OG0000513	XP_031884384.2, XP_031881178.1	XP_038748348.1
OG0000514	XP_031893159.1	XP_038741607.1
OG0000515	XP_031888382.2	XP_038749268.1
OG0000515	XP_066009656.1	XP_038749267.1
OG0000516	XP_031890379.2	XP_038745197.1
OG0000519	XP_031891505.1	XP_038747444.1
OG0000520	XP_031877515.1	XP_038750953.1
OG0000520	XP_031884361.1	XP_038743364.1
OG0000521	XP_066006787.1, XP_066006866.1	XP_038746985.1
OG0000522	XP_031888728.1	XP_038746565.1
OG0000524	XP_031887344.1	XP_038751757.1
OG0000526	XP_031889628.2	XP_038742750.1
OG0000526	XP_066009801.1	XP_038741864.1
OG0000527	XP_031884933.1	XP_038740871.1
OG0000527	XP_031884971.1, XP_031884974.1	XP_038740872.1, XP_038740870.1
OG0000528	XP_031884090.1	XP_038743359.1
OG0000528	XP_031880785.1	XP_038742902.1
OG0000529	XP_031884748.1, XP_066007826.1	XP_038740810.1
OG0000529	XP_031877062.1	XP_038743424.1
OG0000530	XP_031883142.1	XP_038744855.1
OG0000530	XP_066008848.1	XP_038748968.1
OG0000531	XP_031889244.1	XP_038742639.1, XP_038750252.1
OG0000532	XP_031876115.1	XP_038744534.1
OG0000532	XP_031876089.1	XP_038750980.1
OG0000533	XP_031876456.1	XP_038740523.1
OG0000534	XP_031880389.1	XP_038749086.1
OG0000535	XP_031876995.1	XP_038739738.1
OG0000536	XP_031881452.1	XP_038740934.1
OG0000537	XP_031883057.1	XP_038744725.1
OG0000538	XP_066008061.1	XP_038739103.1
OG0000538	XP_066008823.1	XP_038740575.1
OG0000539	XP_031882214.2	XP_038744387.1, XP_038744386.1
OG0000540	XP_031877519.1, XP_031883657.1	XP_038750951.1
OG0000541	XP_031883083.1, XP_031884135.1	XP_038743261.1
OG0000542	XP_066008832.1	XP_038744772.1
OG0000543	XP_031881200.2	XP_038747014.1
OG0000543	XP_031881196.1	XP_038747013.1
OG0000544	XP_031879114.1	XP_038742598.1
OG0000545	XP_031878690.1	XP_038742565.1
OG0000546	XP_031879065.1, XP_031892785.2	XP_038751285.1, XP_038741842.1
OG0000546	XP_066009250.1	XP_038742569.1
OG0000547	XP_031888735.1, XP_066007336.1	XP_038746561.1
OG0000548	XP_031883111.1	XP_038744807.1
OG0000548	XP_031877524.1	XP_038750942.1
OG0000549	XP_066008933.1, XP_066009229.1	XP_038742644.1
OG0000550	XP_031890181.2	XP_038742721.1
OG0000550	XP_031893279.2	XP_038744116.1
OG0000551	XP_066009149.1, XP_031880348.1, XP_031893028.1	XP_038744124.1
OG0000552	XP_031882125.1	XP_038746514.1
OG0000552	XP_031883444.2	XP_038748020.1
OG0000553	XP_031891821.1, XP_031889290.2, XP_031889184.1, XP_031879387.1	XP_038740937.1
OG0000554	XP_031880665.1	XP_038750590.1
OG0000556	XP_031891008.1	XP_038745489.1
OG0000556	XP_031893557.1	XP_038741204.1
OG0000558	XP_031889093.1	XP_038750291.1
OG0000558	XP_066007367.1	XP_038745469.1
OG0000559	XP_031892890.1	XP_038746150.1
OG0000560	XP_031884724.1	XP_038750334.1
OG0000560	XP_066007883.1	XP_038739668.1
OG0000561	XP_031884096.1	XP_038743349.1
OG0000562	XP_031875249.1, XP_066007130.1, XP_031877577.2, XP_066006974.1	XP_038738955.1
OG0000563	XP_031889812.1, XP_031889811.1	XP_038746185.1
OG0000565	XP_066008339.1, XP_031880281.1	XP_038749126.1
OG0000566	XP_031893272.1	XP_038745171.1
OG0000566	XP_031889885.1, XP_031889882.1	XP_038748110.1, XP_038750990.1
OG0000567	XP_031886673.1	XP_038748416.1
OG0000568	XP_031885481.1	XP_038747294.1
OG0000568	XP_031879178.1	XP_038749768.1
OG0000569	XP_031879173.1	XP_038749822.1
OG0000569	XP_031891923.1	XP_038743343.1
OG0000571	XP_031875830.1	XP_038746863.1
OG0000571	XP_031888793.1	XP_038744404.1
OG0000572	XP_066009555.1	XP_038744399.1, XP_038749801.1
OG0000573	XP_031877242.1	XP_038749961.1
OG0000575	XP_031890116.1	XP_038739715.1
OG0000575	XP_031892677.1	XP_038751565.1
OG0000576	XP_031892784.1	XP_038750403.1
OG0000577	XP_031890742.1	XP_038743215.1
OG0000577	XP_066009011.1	XP_038750318.1
OG0000578	XP_031886103.2	XP_038743995.1
OG0000579	XP_031884651.1, XP_066007455.1	XP_038748297.1
OG0000579	XP_031882934.1	XP_038748630.1
OG0000580	XP_031877753.2	XP_038738810.1
OG0000580	XP_066008716.1	XP_038738811.1
OG0000581	XP_031882986.1	XP_038744696.1
OG0000581	XP_031878915.1	XP_038742556.1
OG0000582	XP_031890484.1, XP_031888945.1, XP_031889303.1	XP_038745391.1
OG0000583	XP_031876104.1, XP_031890259.1, XP_031890087.1	XP_038742057.1, XP_038746586.1
OG0000584	XP_031883660.1	XP_038748153.1
OG0000584	XP_066008166.1	XP_038742365.1
OG0000586	XP_031880056.1	XP_038747800.1
OG0000587	XP_066006880.1, XP_031877010.1, XP_066007020.1, XP_031877371.1	XP_038739921.1
OG0000588	XP_031890340.1	XP_038748504.1
OG0000589	XP_031892845.1	XP_038749043.1
OG0000590	XP_031877953.1	XP_038748304.1
OG0000590	XP_031887449.1	XP_038751294.1
OG0000591	XP_031887731.1	XP_038751282.1
OG0000591	XP_031890905.1	XP_038747576.1
OG0000592	XP_031877910.1	XP_038748282.1
OG0000592	XP_031887767.1	XP_038751128.1
OG0000593	XP_031887775.2	XP_038751116.1
OG0000594	XP_031881204.2	XP_038748414.1
OG0000595	XP_066009669.1	XP_038743355.1
OG0000596	XP_066009510.1	XP_038751092.1
OG0000597	XP_031890855.1, XP_066009796.1	XP_038747757.1
OG0000600	XP_066009627.1	XP_038748458.1
OG0000600	XP_031890488.1	XP_038748459.1
OG0000601	XP_031877812.1	XP_038748574.1
OG0000602	XP_031892041.1	XP_038739644.1, XP_038739704.1, XP_038741000.1
OG0000603	XP_031888483.2	XP_038749373.1
OG0000605	XP_031884667.1	XP_038742051.1
OG0000606	XP_031885001.1	XP_038742107.1
OG0000607	XP_031892585.2	XP_038748958.1
OG0000609	XP_066008427.1, XP_031876156.1, XP_066006986.1, XP_031875327.1, XP_031876362.1	XP_038740589.1
OG0000610	XP_031877911.1	XP_038748289.1
OG0000610	XP_031883504.1	XP_038746513.1
OG0000611	XP_031883739.1	XP_038740659.1
OG0000613	XP_031877937.1	XP_038748236.1
OG0000615	XP_031875548.1	XP_038748502.1
OG0000615	XP_031886074.1	XP_038743897.1
OG0000616	XP_031882366.2	XP_038751834.1
OG0000617	XP_031885138.2, XP_031880964.1	XP_038749564.1
OG0000618	XP_031891066.1	XP_038747747.1
OG0000619	XP_031891883.1	XP_038743719.1
OG0000619	XP_031889866.1	XP_038746382.1
OG0000620	XP_031891884.2, XP_031889860.1	XP_038746379.1
OG0000621	XP_031889177.1	XP_038749989.1
OG0000622	XP_031875679.1, XP_031876446.2	XP_038749977.1
OG0000623	XP_031880262.1	XP_038750370.1
OG0000624	XP_031890171.1, XP_066009810.1	XP_038749649.1
OG0000625	XP_031889613.1	XP_038738837.1
OG0000625	XP_031886190.2	XP_038743858.1
OG0000626	XP_031884945.1	XP_038746000.1
OG0000628	XP_031885617.1	XP_038745712.1
OG0000629	XP_066007822.1	XP_038739215.1
OG0000629	XP_031892773.1	XP_038748836.1
OG0000631	XP_031884764.1	XP_038746082.1
OG0000634	XP_066006956.1	XP_038743122.1
OG0000635	XP_031875437.1	XP_038743228.1, XP_038747726.1
OG0000636	XP_031883803.1	XP_038743256.1
OG0000638	XP_031880849.2	XP_038742883.1
OG0000638	XP_031881459.1	XP_038739196.1
OG0000639	XP_031888386.2	XP_038749263.1, XP_038744636.1
OG0000640	XP_066008727.1	XP_038742106.1
OG0000640	XP_031893080.1	XP_038745191.1
OG0000641	XP_031875383.2	XP_038742732.1
OG0000642	XP_031886254.1	XP_038744929.1
OG0000643	XP_031885727.2	XP_038745870.1
OG0000643	XP_031879957.1	XP_038740082.1
OG0000644	XP_031892195.1	XP_038743688.1
OG0000645	XP_031885104.1	XP_038742514.1
OG0000646	XP_066007756.1, XP_031876222.2, XP_066009245.1, XP_066007247.1, XP_031878934.1	XP_038738774.1
OG0000647	XP_031890749.1	XP_038739109.1
